"assignmentKey","videoType","supportLang","targetOrBundle","contentScope","file","sha256","CJK text","technical status","visual review","approval"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|SI","ordinary","NE","SI","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-SI.jpg","2153fb2c532dc25db51378695ebcf96fb1a0bb079d628800e80f29fe0023899a","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|SK","ordinary","NE","SK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-SK.jpg","a6bb4132218ec934014af0a99613af52ec1b66de1304bffdcb21c519282a6b53","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|SL","ordinary","NE","SL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-SL.jpg","9d8afd07816fb05bde4669faa593fe0f72f0178965f774fbdc1e86584d31d0b6","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|SR","ordinary","NE","SR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-SR.jpg","cd123d8a3f45c5358df90454ce5cd5b23f62386910d6466104386afe457e02c3","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|NE|east_asia_core|69af08ca98ea|full","polyglot","NE","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-NE-east_asia_core-69af08ca98ea-full.jpg","563984a7ad180b4c00e782e6940252159f66692237dd782d484a6019766a43ea","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|KA","ordinary","PT-BR","KA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-KA.jpg","0631884159b50b4ec04aad42c7e6fdd0f42269959501e03139a14dd3fd3aaab3","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|KK","ordinary","PT-BR","KK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-KK.jpg","8be780c2596b47d10c26d3783182d33554e52a9334122ea577b14c3f3fcf2f3a","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|KM","ordinary","PT-BR","KM","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-KM.jpg","98a16d7f81b70347d4b715ab4ff29880e39defddb237ee12d1c5a9c1576b9125","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|KN","ordinary","PT-BR","KN","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-KN.jpg","c13d1965f6630cd27d4fc48df6f615edb011e0f65894771d078d6e6595ff24cc","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|KO","ordinary","PT-BR","KO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-KO.jpg","de6421265162c8f555a593a4c9e242eb9e6ea573df7ca716e0b90505fe14bd25","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|PT-BR|east_asia_core|69af08ca98ea|full","polyglot","PT-BR","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-PT-BR-east_asia_core-69af08ca98ea-full.jpg","d8f2f86c623d492d458139287089c4a410e19b5c781a84ccf4a6ce0f4f53582b","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|KK","ordinary","RU","KK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-KK.jpg","20d41de9dff377b7a5f97b03ffbe43e8617c5c7e0d453ccf5c2c0cf05c051b33","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|KM","ordinary","RU","KM","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-KM.jpg","27c6de30fda75316eb9460d772e26e5e0076cd5cbb9dda6010736c14c049291e","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|KN","ordinary","RU","KN","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-KN.jpg","d4b6fafd4d3064ef3462f5aeeae119eb1835c2b64ef34ea895174d00f9b1d0c6","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|KO","ordinary","RU","KO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-KO.jpg","b5c1d8d3287660e355e50ab0e8482727d4efe9634976f828d14133fd13da2e22","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|LO","ordinary","RU","LO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-LO.jpg","bc6d0991eb10ccd8da17440a1c68598885b2beacec0c8787af4074abdda046f8","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|RU|east_asia_core|69af08ca98ea|full","polyglot","RU","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-RU-east_asia_core-69af08ca98ea-full.jpg","273acb70abd2a0617069ecb15ced96206aa8057bf843c072148e6b744beddf07","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|PT-BR","ordinary","SR","PT-BR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-PT-BR.jpg","93f31d27290e9230ba204e2cd248f4dce5d222f8ab78e2777495792a57cabbe8","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|RO","ordinary","SR","RO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-RO.jpg","7937bc4d622687e51ce6e9d89e2ad556a0e8bdfa20b0878df8f96bcf9204e1b3","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|RU","ordinary","SR","RU","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-RU.jpg","28051cf51f7ef6f3f91438238bc828a090708665282c7ea60744bfcabe7745a7","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|SI","ordinary","SR","SI","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-SI.jpg","fa23f04979ecc197da75829055b0f66d22808433e56b1aa8d35c868a97f9a27b","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|SK","ordinary","SR","SK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-SK.jpg","ad8e986beebf020b532c569cd2d861006825f0835c21704dbb471d4079f3127c","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|SR|east_asia_core|69af08ca98ea|full","polyglot","SR","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-SR-east_asia_core-69af08ca98ea-full.jpg","c414650e675ef612dd2aa351733a3ce3af8132d74fdecc9e6d02dcd2005892d9","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|RO","ordinary","SW","RO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-RO.jpg","488ddfd6f7c23947064b2f2bf63917f36bb2598e846a7aa4479b869c97ceee4a","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|RU","ordinary","SW","RU","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-RU.jpg","4baf224f3a69f5d1d6a6084fd6266ce77bbe72a1f8a93ac1bed35511b0ee959c","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|SI","ordinary","SW","SI","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-SI.jpg","80d84fce2cf604108e8d3b9cb9867f01bce38c9d927ec74cbed922dd692a151a","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|SK","ordinary","SW","SK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-SK.jpg","b41729e78c6c39e9f51a2ea9e390c090c1732110d88c8badf04a321e3cd19105","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|SL","ordinary","SW","SL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-SL.jpg","b33b29069213488daacebc1816c20e4fec50ea7bfff41b5d42ab3960b169fcda","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|SW|east_asia_core|69af08ca98ea|full","polyglot","SW","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-SW-east_asia_core-69af08ca98ea-full.jpg","2a2231f2beb7d4a25f60551cfd31ab0f99d72d07c5c9d5e249e5e5f9bff208c2","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|RO","ordinary","TH","RO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-RO.jpg","e61713bbb5679b5b902c3959476db4e76294ef1e96f8bb43921246ad872ce03b","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|RU","ordinary","TH","RU","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-RU.jpg","4744cc47af38b589a2c4f0ab0a2d9e920376b8f6d8b059e9a0eab83ef992ed0d","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|SI","ordinary","TH","SI","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-SI.jpg","79c3df045205e6cf63e8a6bf06c801e8eacffca5f5d0770c6afd641d84560c0c","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|SK","ordinary","TH","SK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-SK.jpg","2262a5b8812f7439bd202f9e0cf0c8e1c1d6e6ebe515a348d7ffde32ff484941","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|SL","ordinary","TH","SL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-SL.jpg","4610130aaf40b95b50e42213e3333d17980a4d11d00f669f3b05c814836151dd","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|TH|east_asia_core|69af08ca98ea|full","polyglot","TH","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-TH-east_asia_core-69af08ca98ea-full.jpg","a94e68a3fb28c661e2bb9224691061282d8762584c68c6a0d2e660539ef82925","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|IT","ordinary","TR","IT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-IT.jpg","d3b295c7c70d308548418064dcd40262cb21bc05db4632b61845955369875a21","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|JA","ordinary","TR","JA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-JA.jpg","8f721ccfe70f426d1c2f5c3d5212b97da59d72f118dfb6dcefceacea82419a3f","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|KA","ordinary","TR","KA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-KA.jpg","f1ce759444287e4931a449ee8c442efdd23fceddfb2ec26a6ef4fc29744309ca","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|KK","ordinary","TR","KK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-KK.jpg","091db0144c538b0a163a7bc2f227a501213a7a580fb29638df1c89d32bb14c1d","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|KM","ordinary","TR","KM","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-KM.jpg","07965e436fa087df63b7355df43e93dcb3b4fcd31f410746a32e64e963488b89","no","passed-render","APPROVED","APPROVED"
