"assignmentKey","videoType","supportLang","targetOrBundle","contentScope","file","sha256","CJK text","technical status","visual review","approval"
"ordinary|home_kitchen_cooking_actions_a1_a2|ES-419|KK","ordinary","ES-419","KK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ES-419-KK.jpg","de5e4190800da97c11b6d93baddf64841c4fdf03845c563c4517784ae291500f","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|ES-419|romance_core|00dff86eec76|full","polyglot","ES-419","romance_core:FR,IT,PT,EN","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-ES-419-romance_core-00dff86eec76-full.jpg","6df3bce388c5fb80cbee0c75e3b500df2d124371d597f06ac2a8a5fd39867c5c","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|IS","ordinary","JA","IS","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-IS.jpg","8567cb4d4fb25ee781fbd03eef619f7fa1a589b06d21039f0f3bdf138d1e34b9","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|IT","ordinary","JA","IT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-IT.jpg","18af223bb292c040e420bca0526e9d1c703907d00afb1ed4894e459d7854ca41","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|KA","ordinary","JA","KA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-KA.jpg","2812a4c2609ed2303578c10604426918a0bf0173ecb4342f1bc24063b2a0dfc4","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|KK","ordinary","JA","KK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-KK.jpg","7a0bb127e11a8e5b98c39bb19ed3ddb0c9ad4668fbe06e575cbd2f25b21deeec","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|KM","ordinary","JA","KM","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-KM.jpg","d618d5707968d88ad4ac39c5909aecebb57a1b4ab4b27e5262a149dd0222eddd","yes","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|JA|romance_core|f34a59a474f1|full","polyglot","JA","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-JA-romance_core-f34a59a474f1-full.jpg","f5423866af85743f8ea4e404b60638ccc247d9dc2eed937a3d2cf82aa0b04c45","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|KA|NO","ordinary","KA","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-KA-NO.jpg","3fce2c14fbabf26b7262b06e85547d4b0bd6193cc82e363ae115e64518354e9b","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|NL","ordinary","MY","NL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-NL.jpg","5929a2f809329c13c4a48b2abc5cb3573aa054795920b5c6a8f3e7318bdda7e6","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|NO","ordinary","MY","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-NO.jpg","9deff94122a5ee7e000c613e4283922a56e5b9d94b8972ffd6e5c586c1472c3d","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|PL","ordinary","MY","PL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-PL.jpg","5d0c27b4ebc60762c840918748d973e77fc7d79c8cff3938917bb34f8bd2e058","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|PT","ordinary","MY","PT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-PT.jpg","396cefe8036efd8d87efbf9747e7270c37a695637b6459ecfc07c7c4e59334a3","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|PT-BR","ordinary","MY","PT-BR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-PT-BR.jpg","97bb6799f8823de2b6715d8c3bdbc4c84f7e16f9efb095cc8fb49ddb40cba8b0","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|MY|romance_core|f34a59a474f1|full","polyglot","MY","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-MY-romance_core-f34a59a474f1-full.jpg","dc7f1b907003aa000406b7e8a08a107add4a88c1db0eea253adeb917d0d87273","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|NO","ordinary","NE","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-NO.jpg","8606241db5e745f4e3fcc96a47388fb5fa8651469a842bc7740068beb6d3dc00","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|PL","ordinary","NE","PL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-PL.jpg","e44b7d2582245f41dd54f23dd05c60b99e42608439125c8e9e2c8b7c2b6c8258","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|PT","ordinary","NE","PT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-PT.jpg","56eb1d67ec96d1744dbd7383fa28cf6a6fe72f7c5fd4369fc28304b5fa20ea74","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|PT-BR","ordinary","NE","PT-BR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-PT-BR.jpg","d676992161546645106a9ebfaa6bf82a13b7027c118717fac35cbd20f335d25d","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|RO","ordinary","NE","RO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-RO.jpg","7e7310e1839d6c9bc56031574da3e6b7850f9ab36e05c2ce5b0c8b9904dee5da","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|NE|romance_core|f34a59a474f1|full","polyglot","NE","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-NE-romance_core-f34a59a474f1-full.jpg","1b92d973db77e3be607ba87bf7f568cd7837f68cd994d4ec3faf7cb517b21a38","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|HY","ordinary","PT-BR","HY","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-HY.jpg","ab7f3ba72a4c832f4381c1699a162aa68fc469fa5e05a58f6b5224701d09b031","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|ID","ordinary","PT-BR","ID","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-ID.jpg","6bacd2391792f0787ba007c32a20718e6cd491cf6bbed43ab4578ffa30455aa9","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|IS","ordinary","PT-BR","IS","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-IS.jpg","83db840b3d5dfcc897fa522330879f06e488e9eb6c13c7d3c8c2940e1e864c0a","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|IT","ordinary","PT-BR","IT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-IT.jpg","a2215f0392d47e6f370a8cb39476891fd7243bd8a6bf25b1592cfb7601677d1c","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|JA","ordinary","PT-BR","JA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-JA.jpg","b458647414becb6c77a9323a3c096777a267d5d034d5916bc14eb047c0a86970","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|PT-BR|romance_core|b1acae03ca26|full","polyglot","PT-BR","romance_core:ES,FR,IT,EN","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-PT-BR-romance_core-b1acae03ca26-full.jpg","b93ce3cde68ecfbba973c898d1d51a1ac7a82a6fdddf1c371b433df4da8d6188","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|ID","ordinary","RU","ID","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-ID.jpg","f48960291b1497fb2bd1db93e82e13eaabc3f2ebcb26bab3825973293e712426","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|IS","ordinary","RU","IS","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-IS.jpg","0c8034cff9c98201cf0b460e9ad8f26b3bc8d5cff19b1ce45676c508349aad7d","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|IT","ordinary","RU","IT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-IT.jpg","061627a4b941d9fa7b5893428111469711c3c3008401b2f2732850a584e9f1c4","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|JA","ordinary","RU","JA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-JA.jpg","42029b43f5c5a75f3f64da92422365036251e8d56d37731230642c32aea2f901","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|KA","ordinary","RU","KA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-KA.jpg","4fd454a99ede776690e0246148de9e1a8b2d7af5a6a8928294b00da44d615053","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|RU|romance_core|f34a59a474f1|full","polyglot","RU","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-RU-romance_core-f34a59a474f1-full.jpg","cc210d54a6482e8ee944589604462e8501ab3a94ac9f7f86680e8a75a1e9e380","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SI|NO","ordinary","SI","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SI-NO.jpg","f3b9ca33f6758d50d8932d07dae892014951847604d854042e413e40b3628ccc","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|NE","ordinary","SR","NE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-NE.jpg","86c8d0346aa477ba1cb6751a43cbbecca75c753e2c85ff46f382b0e71bff4ef5","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|NL","ordinary","SR","NL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-NL.jpg","08f12dcf9cf576a48d45f1c5eaa64fd837c70ec46f08b328a73f1a88e6fec3ca","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|NO","ordinary","SR","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-NO.jpg","093d090618d84fc7f38572d11f187dd95ebfd46058f55477a30c9c3d93843894","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|PL","ordinary","SR","PL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-PL.jpg","05e7b43538b7a08db99e8918d01755c3760181bd758cde1994530df933242fa8","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|PT","ordinary","SR","PT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-PT.jpg","750181cfc307a26436a3848dafd9a6b4be2bdb827b198dca7360ac8286d2a27f","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|SR|romance_core|f34a59a474f1|full","polyglot","SR","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-SR-romance_core-f34a59a474f1-full.jpg","2d9a36bce26b2a409d5f1266d2dec5a4d2eda6f4c0956e8f82ef46e24141075c","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|NL","ordinary","SW","NL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-NL.jpg","66b51825c2e42965a7435a37c18f3714762c03853d33bb9e9f0f61b370683ed1","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|NO","ordinary","SW","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-NO.jpg","270ed0827316d6f3fa97db4f3a977945f34fdd3d44e4f30331c7251f03c4ede8","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|PL","ordinary","SW","PL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-PL.jpg","589cab9a7fb57955c07854cd463d4aa7e07c9f26d7020e4f0c3fd02db4ae254f","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|PT","ordinary","SW","PT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-PT.jpg","0411025ecaa30b95e0f376426adbe608e3bde81208ecbe402ac319db4060fe76","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|PT-BR","ordinary","SW","PT-BR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-PT-BR.jpg","387c732f2c4815cb47ffce9f0baafa20a59b2e048331c6290ac531c70a1a89f0","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|SW|romance_core|f34a59a474f1|full","polyglot","SW","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-SW-romance_core-f34a59a474f1-full.jpg","4defbb766345e8ef0cb9ecf038aa66a887c00e8938c40a642de81bc0dc90ddbc","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|NL","ordinary","TH","NL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-NL.jpg","3e98d3202c0947a278883096f63b7cf77fb55397a7bbe70c117eeacac2279e2b","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|NO","ordinary","TH","NO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-NO.jpg","4db19c8eee83303cf77e5e82e2f3a7e6daa93f89f060d66740e3aefa0f76769f","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|PL","ordinary","TH","PL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-PL.jpg","271aed36f285a9f2de9ad031c2fb607eec24d3bbb85bb5bf17efc9fcc384a2f7","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|PT","ordinary","TH","PT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-PT.jpg","aea78095c4db9f3021a8e9911ebc54fb036b83f45e4d1bebfdb474d96260ea04","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|PT-BR","ordinary","TH","PT-BR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-PT-BR.jpg","6e3931d0f0230b61f040144e99da3f094799786c9f6c0f8e3c34c6a142636366","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|TH|romance_core|f34a59a474f1|full","polyglot","TH","romance_core:ES,FR,IT,PT","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-TH-romance_core-f34a59a474f1-full.jpg","bc17d74c82752daef2a6fb8b71bc74cb5a1198a49ed1250081e9b55dc7ba1aa9","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|HR","ordinary","TR","HR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-16-aee0c1b1c1d5-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-HR.jpg","f026fd0912cfa452e5babc5ab3a3cb127f25113c078f2338f593ac5ec806c0b2","no","passed-render","APPROVED","APPROVED"
