source_headword	ID	example_ID
mine (hole in the ground)	tambang	Tambang itu tutup tahun lalu.
mix	mencampur	Campurkan telur dengan susu.
mixture	campuran	Campuran itu menjadi kental.
mood	suasana hati	Musik mengubah suasana hatinya.
mud	lumpur	Sepatunya tertutup lumpur.
murder	pembunuhan	Pembunuhan itu terjadi pada malam hari.
muscle	otot	Olahraga membangun otot.
mystery	misteri	Rumah tua itu adalah misteri.
nail	kuku	Satu kuku saya patah.
narrative	narasi	Novel itu memiliki narasi yang jelas.
nation	bangsa	Seluruh bangsa merayakannya.
native	asli; ibu	Bahasa Spanyol adalah bahasa ibunya.
naturally	secara alami	Anak-anak belajar secara alami melalui bermain.
necessarily	semestinya	Makanan mahal tidak semestinya lebih baik.
needle	jarum	Jarum itu sangat tajam.
neighbourhood	lingkungan	Mereka tinggal di lingkungan yang tenang.
net	jaring	Nelayan itu memperbaiki jaringnya.
nor	maupun	Dia tidak tersenyum maupun berbicara.
northern	utara	Mereka mengunjungi pantai utara.
nuclear	nuklir	Perdebatan itu tentang tenaga nuklir.
obvious	jelas	Jawabannya jelas.
obviously	jelas sekali	Jelas sekali, kita membutuhkan lebih banyak waktu.
occasion	kesempatan	Ini adalah kesempatan khusus.
occur	terjadi	Kecelakaan bisa terjadi di mana saja.
odd	aneh	Itu pertanyaan aneh.
official	resmi	Hasil resmi tiba hari ini.
old-fashioned	kuno	Ponselnya terlihat kuno.
operation	operasi	Operasi itu berlangsung dua jam.
organized	teratur	Mejanya sangat teratur.
organizer	penyelenggara	Penyelenggara menyambut para tamu.
originally	awalnya	Awalnya dia datang dari Kanada.
ought modal	seharusnya	Kamu seharusnya beristirahat.
ours	milik kami	Meja ini milik kami.
outdoor	luar ruangan	Kami membeli furnitur luar ruangan.
outdoors	di luar ruangan	Anak-anak sebaiknya bermain di luar ruangan.
package	paket	Paket itu tiba pagi ini.
painful	menyakitkan	Luka itu menyakitkan.
pale	pucat	Wajahnya terlihat pucat.
pan	wajan	Panaskan wajan terlebih dahulu.
participate	berpartisipasi	Semua orang dapat berpartisipasi.
particularly	terutama	Saya terutama suka lagu ini.
passion	gairah	Musik adalah gairahnya.
path	jalan	Ikuti jalan melalui taman.
payment	pembayaran	Pembayaran jatuh tempo besok.
peaceful	damai	Taman itu damai.
percentage	persentase	Persentase kecil setuju.
perfectly	dengan sempurna	Rencana itu berjalan dengan sempurna.
performance	pertunjukan	Pertunjukannya sangat baik.
personally	secara pribadi	Secara pribadi, saya lebih suka teh.
persuade	membujuk	Bisakah kamu membujuknya untuk bergabung.
photographer	fotografer	Fotografer itu mengambil banyak gambar.
photography	fotografi	Fotografi adalah hobi favoritnya.
pin	pin	Letakkan pin pada peta.
pipe	pipa	Pipa itu membawa air.
planning	perencanaan	Perencanaan membutuhkan waktu.
pleasant	menyenangkan	Kami mengalami malam yang menyenangkan.
pleasure	kesenangan	Senang bertemu denganmu.
plenty	banyak	Kita punya banyak waktu.
plot	alur	Alurnya mudah diikuti.
plus1	tambah	Dua tambah tiga adalah lima.
poem	puisi	Dia menulis puisi pendek.
poet	penyair	Penyair itu membaca dengan lantang.
poetry	puisi	Dia menikmati puisi modern.
poison	racun	Jauhkan racun dari anak-anak.
poisonous	beracun	Beberapa jamur beracun.
policy	kebijakan	Perusahaan mengubah kebijakannya.
political	politik	Pidato itu bersifat politik.
politician	politisi	Politisi itu menjawab pertanyaan.
politics	politik	Politik bisa rumit.
port	pelabuhan	Kapal memasuki pelabuhan.
portrait	potret	Potret itu tergantung di aula.
possibly	mungkin	Dia mungkin tiba terlambat.
pot	pot; panci	Tanaman itu membutuhkan pot yang lebih besar.
pour	menuang	Tuang susu perlahan.
poverty	kemiskinan	Banyak keluarga hidup dalam kemiskinan.
powder	bubuk	Tambahkan bubuk ke air.
powerful	kuat	Mesin itu kuat.
practical	praktis	Ini adalah solusi praktis.
pray	berdoa	Mereka berdoa setiap pagi.
prayer	doa	Dia mengucapkan doa pelan.
prediction	prediksi	Prediksinya benar.
prepared	siap	Saya siap untuk ujian.
presentation	presentasi	Presentasinya jelas.
press	menekan	Tekan tombol sekali.
pressure	tekanan	Tekanan dapat memengaruhi kesehatan.
pretend	berpura-pura	Jangan berpura-pura tidur.
previous	sebelumnya	Pelajaran sebelumnya lebih mudah.
previously	sebelumnya	Kami sebelumnya tinggal di Roma.
priest	pendeta	Pendeta itu berbicara pelan.
primary	utama	Kesehatan adalah perhatian utama kami.
prince	pangeran	Pangeran mengunjungi sekolah.
princess	putri	Putri itu memakai gaun biru.
printing	percetakan	Mencetak laporan itu memakan beberapa menit.
prisoner	tahanan	Tahanan itu melarikan diri pada malam hari.
private	pribadi	Ini percakapan pribadi.
producer	produser	Produser itu menyukai film tersebut.
production	produksi	Produksi dimulai minggu depan.
profession	profesi	Mengajar adalah profesi yang dihormati.
profit	keuntungan	Toko itu mendapat keuntungan.
promote	mempromosikan	Mereka mempromosikan makan sehat.
proper	tepat	Pakai sepatu yang tepat untuk mendaki.
properly	dengan benar	Tutup pintu dengan benar.
property	properti	Mereka membeli properti dekat sungai.
protest	protes	Protes itu berakhir dengan damai.
proud	bangga	Dia merasa bangga pada putranya.
prove	membuktikan	Bisakah kamu membuktikan jawabanmu.
punish	menghukum	Guru itu tidak menghukumnya.
punishment	hukuman	Hukuman itu tampak adil.
qualification	kualifikasi	Kamu membutuhkan kualifikasi untuk pekerjaan ini.
qualified	berkualifikasi	Dia adalah perawat berkualifikasi.
qualify	memenuhi syarat	Tim kami mungkin memenuhi syarat.
queue	antrean	Kami menunggu dalam antrean panjang.
quit	berhenti	Dia memutuskan berhenti merokok.
quotation	kutipan	Esai itu dimulai dengan kutipan.
quote	mengutip	Bolehkah saya mengutip kata-katamu.
race (people)	ras	Formulir itu bertanya tentang ras.
racing	balap	Balap kuda populer di sana.
range	rentang; berbagai	Toko itu menjual berbagai barang.
rare	langka	Burung ini langka.
rarely	jarang	Kami jarang makan di luar.
reaction	reaksi	Reaksinya mengejutkan saya.
reality	kenyataan	Kenyataan berbeda dari mimpinya.
receipt	struk	Simpan struk itu.
recommendation	rekomendasi	Terima kasih atas rekomendasi itu.
reference	referensi	Tambahkan referensi di bagian akhir.
reflect	memantulkan	Cermin dapat memantulkan cahaya.
regularly	secara teratur	Dia berolahraga secara teratur.
reject	menolak	Mereka mungkin menolak tawaran itu.
relate	berhubungan	Saya bisa berhubungan dengan cerita itu.
related	terkait	Dua masalah itu terkait.
relation	hubungan	Ada hubungan antara keduanya.
relative	relatif	Kecepatan itu relatif.
relaxed	santai	Dia merasa santai setelah makan malam.
relaxing	menenangkan	Musik itu menenangkan.
release	merilis	Mereka akan merilis film itu segera.
reliable	dapat diandalkan	Bus ini biasanya dapat diandalkan.
religion	agama	Agama penting baginya.
religious	keagamaan	Mereka mengunjungi bangunan keagamaan.
remain	tetap	Tolong tetap tenang.
remind	mengingatkan	Ingatkan saya besok.
remote	terpencil	Mereka tinggal di desa terpencil.
rent	sewa	Sewa jatuh tempo hari ini.
repeated	berulang	Kesalahan berulang memperlambat pekerjaan.
represent	mewakili	Bintang itu mewakili harapan.
require	membutuhkan	Pekerjaan ini akan membutuhkan pelatihan.
reservation	reservasi	Saya membuat reservasi.
resource	sumber	Perpustakaan adalah sumber yang berguna.
respect	menghormati	Hormati teman sekelasmu.
responsibility	tanggung jawab	Pengasuhan anak adalah tanggung jawab besar.
responsible	bertanggung jawab	Dia bertanggung jawab atas tiket.
retire	pensiun	Ayah saya akan pensiun segera.
retired	pensiun	Dia adalah guru yang sudah pensiun.
revise	merevisi; mengulang	Tinjau esaimu malam ini.
risk	risiko	Ada risiko hujan.
robot	robot	Robot itu membersihkan lantai.
roll	menggelindingkan	Gelindingkan bola itu kepadaku.
romantic	romantis	Mereka makan malam romantis.
rope	tali	Ikat tali itu dengan erat.
rough	kasar	Jalan itu kasar.
row1	baris	Duduk di baris depan.
royal	kerajaan	Keluarga kerajaan telah tiba.
rugby	rugbi	Kami menonton rugbi di televisi.
safety	keselamatan	Keselamatan penting di tempat kerja.
sailor	pelaut	Pelaut itu memperbaiki perahu.
sample	sampel	Perawat mengambil sampel darah.
sand	pasir	Pasir menutupi sepatu saya.
scan	memindai	Pindai dokumen itu terlebih dahulu.
scientific	ilmiah	Ini metode ilmiah.
script	naskah	Aktor membaca naskah.
sculpture	patung	Patung itu berdiri di luar.
secondary	sekunder	Ini masalah sekunder.
security	keamanan	Keamanan memeriksa tas kami.
seed	benih	Tanam benih di tanah.
sensible	masuk akal	Itu ide yang masuk akal.
seriously	secara serius	Anggap masalah ini secara serius.
servant	pelayan	Pelayan membuka pintu.
set (put)	meletakkan	Letakkan gelas di atas meja.
set (group)	set	Set ini mencakup enam cangkir.
setting	latar	Cerita itu memiliki latar kota.
sex	jenis kelamin	Formulir meminta umur dan jenis kelamin.
sexual	seksual	Kelas itu membahas kesehatan seksual.
sharp	tajam	Pisau ini tajam.
shelf	rak	Letakkan buku di rak.
shell	cangkang	Cangkang itu kosong.
shift	giliran kerja	Giliran kerja saya mulai pukul delapan.
shine	bersinar	Bintang bersinar pada malam hari.
shiny	berkilau	Sepatunya berkilau.
shoot	memotret	Fotografer akan memotret adegan itu.
shy	pemalu	Dia pemalu dengan orang asing.
sight	pemandangan	Gunung itu pemandangan yang indah.
signal	sinyal	Sinyal itu lemah.
silent	diam	Ruangan menjadi diam.
silly	konyol	Itu kesalahan konyol.
similarity	kemiripan	Ada kemiripan yang jelas.
similarly	dengan serupa	Rencana kedua bekerja dengan serupa.
simply	cukup	Cukup tekan tombol ini.
sink	tenggelam	Batu berat tenggelam dengan cepat.
slice	iris	Saya makan seiris kue.
slightly	sedikit	Ruangan itu sedikit lebih hangat.
smart	rapi	Dia memakai jaket yang rapi.
smooth	halus	Jalan itu halus.
software	perangkat lunak	Perangkat lunak itu perlu pembaruan.
soil	tanah	Tanah itu kering.
solid	padat	Dinding itu padat.
southern	selatan	Mereka tinggal di pantai selatan.
specifically	secara khusus	Saya meminta teh secara khusus.
spending	pengeluaran	Pengeluaran pemerintah meningkat.
spicy	pedas	Kari ini pedas.
spirit	semangat	Tim menunjukkan semangat besar.
spoken	lisan	Bahasa Inggris lisan membaik dengan latihan.
spot	tempat	Tempat ini sempurna.
spread	mengoleskan	Oleskan mentega pada roti.
stadium	stadion	Stadion itu penuh.
staff	staf	Staf sangat membantu.
standard	standar	Standarnya tinggi.
statistic	statistik	Statistik ini mengejutkan.
statue	patung	Patung itu berdiri di alun-alun.
stick (push into/attach)	menempelkan	Tempelkan label pada kotak.
stick (piece of wood)	tongkat	Dia mengambil sebuah tongkat.
