hsk_key	source_word	simplified	PT-BR	example_PT-BR	ES-419	example_ES-419
2095:测	测	测	medir; testar	O professor pediu que medíssemos a temperatura da água.	medir; probar	El maestro nos pidió medir la temperatura del agua.
2096:测试	测试	测试	testar; teste	O novo software começará a ser testado amanhã.	probar; prueba	El nuevo software empezará a probarse mañana.
2097:曾	曾	曾	uma vez; anteriormente	Ele já trabalhou em Pequim por três anos.	una vez; anteriormente	Él trabajó anteriormente en Pekín durante tres años.
2104:产	产	产	produzir; dar à luz	Este pomar produz principalmente maçãs.	producir; dar a luz	Este huerto produce principalmente manzanas.
2105:产量	产量	产量	produção; rendimento	A produção de grãos deste ano aumentou.	producción; rendimiento	La producción de granos de este año aumentó.
2108:长处	长处	长处	ponto forte; vantagem	A paciência é o ponto forte dele.	punto fuerte; ventaja	La paciencia es su punto fuerte.
2109:长度	长度	长度	comprimento	O comprimento desta corda está na medida certa.	longitud	La longitud de esta cuerda es justo la adecuada.
2110:长久	长久	长久	duradouro; por muito tempo	A amizade verdadeira pode durar muito tempo.	duradero; por mucho tiempo	La verdadera amistad puede durar mucho tiempo.
2111:长期	长期	长期	de longo prazo; prolongado	Exercício de longo prazo faz bem ao corpo.	a largo plazo; prolongado	Hacer ejercicio a largo plazo es bueno para el cuerpo.
2115:长远	长远	长远	de longo prazo; distante	Ao tomar uma decisão, considere o impacto de longo prazo.	a largo plazo; de largo alcance	Al tomar una decisión, hay que considerar el impacto a largo plazo.
2117:超	超	超	exceder; ultrapassar	As despesas deste mês ultrapassaram o orçamento.	exceder; superar	Los gastos de este mes excedieron el presupuesto.
2118:超出	超出	超出	exceder; ir além	O custo real excedeu nosso plano.	exceder; sobrepasar	El costo real sobrepasó nuestro plan.
2120:超速	超速	超速	exceder o limite de velocidade; correr demais	Este carro foi multado por excesso de velocidade.	exceder el límite de velocidad	Este auto recibió una multa por exceder el límite de velocidad.
2124:车祸	车祸	车祸	acidente de trânsito	Aquele acidente de trânsito não causou ferimentos graves.	accidente de tránsito	Ese accidente de tránsito no causó heridas graves.
2126:车辆	车辆	车辆	veículo	Veículos de fora não podem entrar pela portaria do condomínio.	vehículo	No se permite la entrada de vehículos externos en la puerta del conjunto residencial.
2128:车主	车主	车主	dono do carro; proprietário do veículo	O dono do carro já entrou em contato com a seguradora.	propietario del auto; dueño del vehículo	El dueño del auto ya contactó a la aseguradora.
2130:沉	沉	沉	afundar; pesado	A pedra caiu na água e afundou rapidamente.	hundirse; pesado	La piedra cayó al agua y se hundió rápidamente.
2134:称为	称为	称为	ser chamado de	Esse tipo de chá é chamado localmente de chá da primavera.	llamarse; ser llamado	Este tipo de té se llama té de primavera en la zona.
2143:成年1	成年1	成年	tornar-se adulto	Ele acabou de atingir a maioridade este ano e pode fazer os trâmites sozinho.	llegar a la mayoría de edad; hacerse adulto	Este año acaba de llegar a la mayoría de edad y puede hacer los trámites solo.
2144:城区	城区	城区	área urbana; distrito urbano	As ruas da área urbana antiga são relativamente estreitas.	zona urbana; distrito urbano	Las calles de la zona urbana antigua son relativamente estrechas.
2149:乘务员	乘务员	乘务员	comissário; atendente de transporte	O comissário lembrou a todos que afivelassem os cintos de segurança.	sobrecargo; auxiliar de transporte	El auxiliar de transporte recordó a todos abrocharse los cinturones de seguridad.
2153:橙子	橙子	橙子	laranja	Esta laranja é doce e também muito suculenta.	naranja	Esta naranja es dulce y también muy jugosa.
2154:池	池	池	lagoa; tanque	Há um pequeno tanque no quintal.	estanque; piscina	Hay un pequeño estanque en el patio.
2159:充电	充电	充电	carregar; recarregar	A bateria do celular está quase acabando e precisa carregar.	cargar; recargar	El celular casi no tiene batería y necesita cargarse.
2162:充值	充值	充值	colocar crédito; recarregar	Coloquei cem yuans de crédito no meu cartão de ônibus.	recargar; poner saldo	Recargué mi tarjeta de transporte con cien yuanes.
2165:虫子	虫子	虫子	inseto; bichinho	Há alguns bichinhos pequenos no vaso de flores.	insecto; bicho	Hay unos bichitos pequeños en la maceta.
2167:抽	抽	抽	puxar; tirar; fumar	Ele tirou uma folha de papel da caixa.	sacar; extraer; fumar	Sacó una hoja de papel de la caja.
2170:初	初	初	início; começo	A reunião está marcada para o início do mês que vem.	inicio; principios	La reunión está programada para principios del próximo mes.
2173:初期	初期	初期	fase inicial	O projeto precisa de mais financiamento na fase inicial.	etapa inicial	El proyecto necesita más fondos en la etapa inicial.
2175:出售	出售	出售	vender; pôr à venda	Este apartamento está à venda.	vender; poner en venta	Este departamento está en venta.
2177:出自	出自	出自	vir de; originar-se de	Esta frase vem de um livro antigo.	provenir de; salir de	Esta frase proviene de un libro antiguo.
2179:处	处	处	lidar com; tratar	Ele está lidando com esse problema complicado.	manejar; tratar	Está manejando este problema complicado.
2181:处于	处于	处于	estar em; encontrar-se em	A empresa está atualmente em uma fase de rápido desenvolvimento.	estar en; encontrarse en	La empresa se encuentra actualmente en una etapa de rápido desarrollo.
2182:处	处	处	lugar; ponto	Esta casa antiga já foi reformada.	lugar; sitio	Esta casa antigua ya fue reparada.
2183:传	传	传	passar adiante; espalhar	Por favor, passe este material para todos.	pasar; transmitir	Por favor, pasa este material a todos.
2185:传递	传递	传递	transmitir; passar adiante	Um sorriso pode transmitir uma mensagem amigável.	transmitir; comunicar	Una sonrisa puede transmitir un mensaje amistoso.
2188:窗台	窗台	窗台	peitoril da janela	Há dois vasos de flores no peitoril da janela.	alféizar; repisa de la ventana	Hay dos macetas en el alféizar de la ventana.
2196:此后	此后	此后	depois disso; daí em diante	Depois disso, ele nunca mais se atrasou.	después de eso; en adelante	Después de eso, nunca volvió a llegar tarde.
2197:此前	此前	此前	antes disso; anteriormente	Antes disso, já tínhamos discutido esse problema.	antes de eso; anteriormente	Antes de eso, ya habíamos discutido este problema.
2198:此时	此时	此时	neste momento	Neste momento, a chuva lá fora ficou ainda mais forte.	en este momento	En este momento, la lluvia afuera se volvió más fuerte.
2200:从不	从不	从不	nunca	Ele nunca mexe no celular durante o trabalho.	nunca	Él nunca usa el celular mientras trabaja.
2206:促销	促销	促销	promoção; promoção de vendas	O supermercado terá uma promoção neste fim de semana.	promoción; oferta	El supermercado tiene una promoción este fin de semana.
2208:存放	存放	存放	guardar; armazenar	Por favor, guarde sua bagagem na recepção.	guardar; almacenar	Por favor, guarda tu equipaje en la recepción.
2209:存款	存款	存款	depósito; economias	Ela guarda uma quantia em dinheiro todo mês.	depósito; ahorros	Ella ahorra una cantidad de dinero cada mes.
2215:打断	打断	打断	interromper	Por favor, não interrompa os outros quando estiverem falando.	interrumpir	Por favor, no interrumpas a los demás cuando hablan.
2216:打破	打破	打破	quebrar; romper	Ele quebrou um copo sem querer.	romper; quebrar	Rompió un vaso por accidente.
2218:大胆	大胆	大胆	ousado; corajoso	Ela apresentou uma ideia ousada.	audaz; atrevido	Ella propuso una idea audaz.
2219:大多	大多	大多	maioria; em sua maioria	A maioria dos estudantes daqui é da região.	la mayoría; en su mayoría	La mayoría de los estudiantes de aquí viene de la zona.
2220:大会	大会	大会	conferência; assembleia geral	A conferência da empresa será realizada na sexta-feira de manhã.	conferencia; asamblea general	La conferencia de la empresa se realizará el viernes por la mañana.
2221:大力	大力	大力	com força; vigorosamente	A escola apoia fortemente os alunos que participam da competição.	con fuerza; firmemente	La escuela apoya firmemente que los estudiantes participen en la competencia.
2222:大妈	大妈	大妈	senhora mais velha; tia	A senhora do andar de baixo vai dançar todas as manhãs.	señora mayor; tía	La señora de abajo va a bailar todas las mañanas.
2223:大米	大米	大米	arroz	O arroz de casa está quase acabando.	arroz	El arroz de la casa ya casi se acaba.
2224:大脑	大脑	大脑	cérebro	Sono suficiente é muito importante para o cérebro.	cerebro	Dormir lo suficiente es muy importante para el cerebro.
2225:大批	大批	大批	grande número; grande lote	Um grande número de turistas entrou na área turística.	gran cantidad; lote grande	Una gran cantidad de turistas entró en la zona turística.
2227:大事	大事	大事	acontecimento importante; assunto sério	Mudar de casa é um acontecimento importante para a família deles.	gran acontecimiento; asunto importante	Mudarse de casa es un gran acontecimiento para su familia.
2230:大爷	大爷	大爷	senhor idoso; tio	Aquele senhor idoso joga xadrez no parque todos os dias.	señor mayor; tío	Aquel señor mayor juega ajedrez en el parque todos los días.
2231:大于	大于	大于	maior que	Cinco é maior que três; esta é uma comparação simples.	mayor que	Cinco es mayor que tres; es una comparación simple.
2232:大众	大众	大众	público; massas	Este filme é muito popular entre o público.	el público; las masas	Esta película es muy popular entre el público.
2233:代	代	代	geração; época	A geração mais jovem tem seu próprio estilo de vida.	generación; época	La generación joven tiene su propio estilo de vida.
2235:带动	带动	带动	impulsionar; estimular	O turismo impulsionou o desenvolvimento da economia local.	impulsar; estimular	El turismo impulsó el desarrollo de la economía local.
2238:单	单	单	lista; conta; único	O garçom nos entregou o cardápio.	lista; cuenta; único	El mesero nos entregó el menú.
2241:单一	单一	单一	único; simples	As funções deste produto são relativamente simples.	único; simple	Las funciones de este producto son relativamente simples.
2243:胆小	胆小	胆小	tímido; medroso	Quando era criança, ele era muito medroso e tinha medo do escuro.	tímido; miedoso	Cuando era niño, era muy miedoso y le daba miedo la oscuridad.
2246:当年	当年	当年	naquele ano; naquela época	Naquela época, eles trabalhavam juntos no campo.	en aquel entonces; ese año	En aquel entonces, trabajaban juntos en el campo.
2248:当中	当中	当中	entre; no meio de	Entre os colegas, ele tem as melhores notas.	entre; en medio de	Entre los compañeros, él tiene las mejores calificaciones.
2251:当成	当成	当成	tratar como; considerar	Ela tratou esse fracasso como uma oportunidade de aprendizado.	tomar como; considerar	Ella tomó este fracaso como una oportunidad de aprendizaje.
2252:当作	当作	当作	considerar como; tomar por	Eu o considero meu melhor amigo.	considerar como; tomar por	Lo considero mi mejor amigo.
2258:到期	到期	到期	vencer; expirar	Meu passaporte vence no mês que vem.	vencer; expirar	Mi pasaporte vence el próximo mes.
2259:登	登	登	subir; publicar; fazer login	Eles saíram cedo para subir a montanha.	subir; publicar; iniciar sesión	Salieron temprano para subir la montaña.
2260:灯光	灯光	灯光	iluminação; luz	A iluminação do palco é muito bonita.	iluminación; luces	La iluminación del escenario es muy bonita.
2266:低头	低头	低头	abaixar a cabeça	Ele abaixou a cabeça e deu uma olhada no celular.	bajar la cabeza	Bajó la cabeza y miró el celular un momento.
2271:地面	地面	地面	chão; superfície do solo	Depois da chuva, o chão fica escorregadio; caminhe com cuidado.	suelo; piso	Después de la lluvia, el suelo está resbaloso, así que camina con cuidado.
2274:地下	地下	地下	subterrâneo	Esta cidade tem um grande estacionamento subterrâneo.	subterráneo	Esta ciudad tiene un estacionamiento subterráneo grande.
2277:点赞	点赞	点赞	curtir; dar um like	Muitos internautas curtiram este vídeo.	dar me gusta; dar like	Muchos usuarios le dieron me gusta a este video.
2279:电动	电动	电动	elétrico; movido a eletricidade	Ele comprou uma bicicleta elétrica.	eléctrico; motorizado	Compró una bicicleta eléctrica.
2280:电器	电器	电器	eletrodoméstico; aparelho elétrico	Os eletrodomésticos da cozinha são todos novos.	electrodoméstico; aparato eléctrico	Los electrodomésticos de la cocina son todos nuevos.
2281:电商	电商	电商	comércio eletrônico	As plataformas de comércio eletrônico mudaram os hábitos de compra de muita gente.	comercio electrónico	Las plataformas de comercio electrónico cambiaron los hábitos de compra de muchas personas.
2282:电视台	电视台	电视台	emissora de televisão	Depois de se formar, ela foi trabalhar em uma emissora de televisão.	canal de televisión; televisora	Después de graduarse, fue a trabajar a una televisora.
2283:电子版	电子版	电子版	versão eletrônica; versão digital	Os materiais da reunião têm versão eletrônica e versão impressa.	versión electrónica; versión digital	Los materiales de la reunión tienen versión electrónica y versión impresa.
2284:调1	调1	调	transferir; deslocar	No mês que vem, ele será transferido para a filial de Xangai.	trasladar; transferir	El próximo mes será trasladado a la sucursal de Shanghái.
2285:调研	调研	调研	pesquisar; fazer levantamento	A equipe está pesquisando os hábitos de consumo dos jovens.	investigar; hacer un estudio	El equipo está investigando los hábitos de consumo de los jóvenes.
2287:丢失	丢失	丢失	perder; extraviar	Se o documento for perdido, informe a polícia o quanto antes.	perder; extraviar	Si se pierde tu documento, repórtalo a la policía lo antes posible.
2290:动画	动画	动画	animação	As crianças gostam de assistir a esta animação.	animación	A los niños les gusta ver esta animación.
2291:动人	动人	动人	comovente; tocante	A história dela é muito comovente.	conmovedor; emotivo	Su historia es muy conmovedora.
2294:豆浆	豆浆	豆浆	leite de soja	No café da manhã, bebi um copo de leite de soja quente.	leche de soya	En el desayuno tomé un vaso de leche de soya caliente.
2297:读音	读音	读音	pronúncia	Este caractere tem duas pronúncias comuns.	pronunciación	Este carácter tiene dos pronunciaciones comunes.
2298:独自	独自	独自	sozinho; por conta própria	Ela concluiu esta tarefa sozinha.	solo; por su cuenta	Ella completó esta tarea por su cuenta.
2299:堵	堵	堵	bloquear; ficar congestionado	Na hora do rush da manhã, esta rua costuma ficar congestionada.	atascar; bloquear	En la hora pico de la mañana, esta calle suele estar atascada.
2300:度	度	度	grau; medida	A temperatura hoje é de apenas dez graus.	grado; medida	La temperatura de hoy es de solo diez grados.
2301:短处	短处	短处	ponto fraco; defeito	Todo mundo tem seus próprios pontos fortes e fracos.	debilidad; defecto	Todos tienen sus propias fortalezas y debilidades.
2302:短期	短期	短期	curto prazo	Um plano de curto prazo deve ser simples e claro.	corto plazo	Un plan a corto plazo debe ser simple y claro.
2312:躲	躲	躲	esconder-se; evitar	A criança se escondeu atrás da porta e riu.	esconderse; evitar	El niño se escondió detrás de la puerta y se rió.
2313:儿女	儿女	儿女	filhos; filhos e filhas	O idoso espera que os filhos voltem para visitá-lo com frequência.	hijos; hijos e hijas	El anciano espera que sus hijos vuelvan a casa a visitarlo con frecuencia.
2314:二手	二手	二手	usado; de segunda mão	Esta é uma bicicleta usada.	usado; de segunda mano	Esta es una bicicleta de segunda mano.
2315:二维码	二维码	二维码	código QR	Escaneie o código QR sobre a mesa para fazer o pedido.	código QR	Escanea el código QR de la mesa para ordenar.
2321:发起	发起	发起	iniciar; lançar	Eles iniciaram uma campanha de proteção ambiental.	iniciar; lanzar	Iniciaron una campaña de protección ambiental.
2323:发音	发音	发音	pronunciar; pronúncia	A pronúncia dele em chinês está ficando cada vez mais clara.	pronunciar; pronunciación	Su pronunciación en chino está cada vez más clara.
2324:罚	罚	罚	multar; punir	O motorista foi multado em duzentos yuans por excesso de velocidade.	multar; castigar	El conductor fue multado con doscientos yuanes por exceso de velocidad.
2328:番茄	番茄	番茄	tomate	Eu gosto de usar tomate para fazer sopa.	tomate	Me gusta usar tomate para hacer sopa.
2330:反	反	反	contrário; contra	Ele andou na direção contrária, então é claro que não encontrou a porta.	contrario; en contra	Caminó en la dirección contraria, así que claro que no encontró la puerta.
2333:返回	返回	返回	voltar; retornar	Os turistas voltaram ao hotel à tarde para descansar.	regresar; volver	Los turistas regresaron al hotel por la tarde para descansar.
2340:防	防	防	prevenir; proteger contra	No verão, é preciso prestar atenção à proteção contra o sol.	prevenir; protegerse de	En verano hay que protegerse del sol.
2341:房屋	房屋	房屋	casa; construção	Depois do temporal, algumas casas precisaram de reparos.	casa; vivienda	Después de la tormenta, algunas viviendas necesitaron reparaciones.
2345:飞行	飞行	飞行	voo; voar	Este voo leva cerca de duas horas.	vuelo; volar	Este vuelo dura aproximadamente dos horas.
2346:飞行员	飞行员	飞行员	piloto	O sonho dele é se tornar piloto.	piloto	Su sueño es convertirse en piloto.
2347:非洲	非洲	非洲	África	Ela está estudando os animais selvagens da África.	África	Ella está estudiando la fauna silvestre de África.
2351:分类	分类	分类	classificar; ordenar	A biblioteca classifica os livros por tema.	clasificar; ordenar	La biblioteca clasifica los libros por tema.
2352:分离	分离	分离	separar	A máquina consegue separar água e óleo.	separar	La máquina puede separar el agua y el aceite.
2356:分享	分享	分享	compartilhar	Ela está disposta a compartilhar sua experiência com os amigos.	compartir	Ella está dispuesta a compartir su experiencia con sus amigos.
2358:丰富多彩	丰富多彩	丰富多彩	rico e variado; colorido	A vida universitária é rica e variada.	rico y variado; lleno de color	La vida universitaria es rica y variada.
2367:福	福	福	sorte; bênção	Durante o Festival da Primavera, as pessoas gostam de colar o caractere de boa sorte.	fortuna; bendición	Durante la Fiesta de Primavera, a la gente le gusta pegar el carácter de la buena fortuna.
2371:付出	付出	付出	dedicar; pagar; dar	O sucesso exige dedicação de esforço por muito tempo.	dedicar; entregar; pagar	El éxito requiere dedicar esfuerzo a largo plazo.
2374:富有	富有	富有	rico; cheio de	Este artigo é cheio de emoção.	rico; lleno de	Este artículo está lleno de emoción.
2379:改天	改天	改天	outro dia	Hoje está corrido demais; vamos nos ver outro dia.	otro día	Hoy estamos demasiado ocupados; veámonos otro día.
2384:敢于	敢于	敢于	ousar; ter coragem de	Ele ousa dizer sua própria opinião.	atreverse a; tener el valor de	Se atreve a expresar su propia opinión.
2385:刚好	刚好	刚好	na hora; exatamente	Quando cheguei à estação, o ônibus chegou bem na hora.	justo; exactamente	Cuando llegué a la estación, el autobús llegó justo en ese momento.
2386:高大	高大	高大	alto e grande	Há duas árvores altas na entrada.	alto y grande	Hay dos árboles altos en la entrada.
2388:高度	高度	高度	altura; alto grau	A altura deste prédio passa de cem metros.	altura; alto grado	La altura de este edificio supera los cien metros.
2390:高科技	高科技	高科技	alta tecnologia	Produtos de alta tecnologia tornam a vida mais conveniente.	alta tecnología	Los productos de alta tecnología hacen la vida más cómoda.
2391:高效	高效	高效	eficiente	Este método é simples e eficiente.	eficiente	Este método es simple y eficiente.
2394:歌词	歌词	歌词	letra de música	Eu gosto muito da letra desta música.	letra de canción	Me gusta mucho la letra de esta canción.
2395:歌曲	歌曲	歌曲	canção; música	Esta canção é muito popular na internet.	canción	Esta canción es muy popular en internet.
2396:隔	隔	隔	separar; estar separado	Minha casa e a escola são separadas por um rio.	separar; estar separado	Mi casa y la escuela están separadas por un río.
2399:各行各业	各行各业	各行各业	todos os setores; todas as profissões	Todos os setores precisam de pessoas responsáveis.	todos los sectores; todas las profesiones	Todos los sectores necesitan personas responsables.
2405:更换	更换	更换	trocar; substituir	O filtro do ar-condicionado precisa ser trocado regularmente.	cambiar; reemplazar	El filtro del aire acondicionado necesita cambiarse con regularidad.
2408:工程	工程	工程	projeto; engenharia	Este projeto está planejado para terminar no ano que vem.	proyecto; ingeniería	Está previsto que este proyecto se termine el próximo año.
2413:公务员	公务员	公务员	servidor público	Depois de se formar, ele passou no concurso para servidor público.	funcionario público	Después de graduarse, aprobó el examen para funcionario público.
2416:工艺	工艺	工艺	técnica artesanal; processo	Esta técnica tradicional foi transmitida por muitos anos.	técnica artesanal; proceso	Esta técnica tradicional se ha transmitido durante muchos años.
2419:共享	共享	共享	compartilhar; compartilhado	Esta cidade tem muitas bicicletas compartilhadas.	compartir; compartido	Esta ciudad tiene muchas bicicletas compartidas.
2422:古	古	古	antigo; velho	Esta ponte conserva a aparência dos tempos antigos.	antiguo; viejo	Este puente conserva la apariencia de los tiempos antiguos.
2423:鼓	鼓	鼓	tambor	As crianças correram quando ouviram o som do tambor.	tambor	Los niños corrieron al oír el sonido del tambor.
2425:古老	古老	古老	antigo; ancestral	Esta cidade antiga atrai muitos turistas.	antiguo; ancestral	Esta ciudad antigua atrae a muchos turistas.
2430:怪	怪	怪	estranho; culpar	O tempo hoje está um pouco estranho.	raro; extraño	El clima de hoy está un poco raro.
2438:光线	光线	光线	luz; iluminação	A iluminação do quarto está fraca demais e não serve para ler.	luz; iluminación	La iluminación de la habitación es demasiado tenue para leer.
2439:广	广	广	amplo; vasto	Os interesses dele são amplos.	amplio; extenso	Sus intereses son amplios.
2446:贵姓	贵姓	贵姓	sobrenome, por favor	Posso perguntar seu sobrenome?	su apellido, por favor	¿Me permite preguntarle su apellido?
2447:柜子	柜子	柜子	armário; gabinete	Os documentos estão todos no armário.	armario; gabinete	Los documentos están todos en el armario.
2450:国画	国画	国画	pintura tradicional chinesa	Meu avô gosta de pintar pinturas tradicionais chinesas.	pintura tradicional china	Mi abuelo disfruta pintar pinturas tradicionales chinas.
2451:国庆	国庆	国庆	Dia Nacional; feriado nacional	No feriado do Dia Nacional, fomos a Hangzhou.	Día Nacional; fiesta nacional	Durante el feriado del Día Nacional, fuimos a Hangzhou.
2461:海外	海外	海外	exterior; ultramar	Esta empresa tem muitos clientes no exterior.	extranjero; ultramar	Esta empresa tiene muchos clientes en el extranjero.
2463:含	含	含	conter; ter na boca	Esta bebida contém muito açúcar.	contener; tener en la boca	Esta bebida contiene mucha azúcar.
2464:含量	含量	含量	teor; conteúdo	Esta fruta tem alto teor de vitaminas.	contenido; cantidad contenida	Esta fruta tiene un alto contenido de vitaminas.
2465:含有	含有	含有	conter	O leite contém nutrientes abundantes.	contener	La leche contiene muchos nutrientes.
2466:汗水	汗水	汗水	suor	O suor do atleta encharcou a roupa.	sudor	El sudor del atleta empapó su ropa.
2467:行	行	行	ramo; área profissional	Ele trabalha no ramo de alimentação há dez anos.	rubro; oficio	Lleva diez años trabajando en el rubro de alimentos y bebidas.
2469:好评	好评	好评	avaliação positiva	Este restaurante recebeu muitas avaliações positivas.	buena reseña; comentario positivo	Este restaurante recibió muchas buenas reseñas.
2470:好运	好运	好运	boa sorte	Desejo boa sorte na sua prova.	buena suerte	Te deseo buena suerte en el examen.
2471:好转	好转	好转	melhorar; ficar melhor	Depois do tratamento, o estado dele começou a melhorar.	mejorar; recuperarse	Después del tratamiento, su estado empezó a mejorar.
2474:合	合	合	fechar; combinar; caber	Por favor, feche o livro e me escute.	cerrar; combinar; encajar	Por favor, cierra el libro y escúchame.
2476:盒饭	盒饭	盒饭	marmita; refeição em caixa	Ao meio-dia, compramos marmitas na estação.	comida en caja; vianda	Al mediodía compramos comidas en caja en la estación.
2478:河流	河流	河流	rio	Este rio passa por três cidades.	río	Este río pasa por tres ciudades.
2485:厚度	厚度	厚度	espessura	A espessura deste vidro é de cinco milímetros.	grosor; espesor	El grosor de este vidrio es de cinco milímetros.
2489:湖	湖	湖	lago	Muitas pessoas estão caminhando à beira do lago.	lago	Muchas personas caminan junto al lago.
2492:互动	互动	互动	interação	A interação em sala de aula deixa os alunos mais ativos.	interacción	La interacción en clase hace que los estudiantes participen más.
2493:户外	户外	户外	ao ar livre; externo	No fim de semana, fomos ao ar livre subir uma montanha.	al aire libre; exterior	El fin de semana fuimos al aire libre a subir una montaña.
2494:花费	花费	花费	gastar; custar	Consertar este carro custou bastante dinheiro.	gastar; costar	Reparar este auto costó bastante dinero.
2497:化	化	化	derreter; transformar-se	O gelo derreteu devagar ao sol.	derretirse; transformarse	El hielo se derritió lentamente bajo el sol.
2498:话费	话费	话费	conta do celular; crédito de telefone	A conta do meu celular está um pouco alta este mês.	saldo del celular; gasto telefónico	El gasto de mi celular está un poco alto este mes.
2499:画面	画面	画面	imagem; cena	Esta cena do filme é muito comovente.	imagen; escena	Esta escena de la película es muy conmovedora.
2504:缓慢	缓慢	缓慢	lento	O idoso caminha relativamente devagar.	lento	La persona mayor camina bastante lento.
2505:黄瓜	黄瓜	黄瓜	pepino	Salada fria de pepino é um acompanhamento bem refrescante.	pepino	La ensalada fría de pepino es una guarnición muy refrescante.
