source_headword	KN	example_KN
do1	ಮಾಡು; ಸಹಾಯಕ ಕ್ರಿಯಾಪದ	ನೀನು ಏನು ಮಾಡುತ್ತೀಯ?
doctor	ವೈದ್ಯ	ವೈದ್ಯರು ಬ್ಯುಸಿಯಾಗಿದ್ದಾರೆ.
dog	ನಾಯಿ	ನಾಯಿ ಹೊರಗೆ ಓಡುತ್ತದೆ.
dollar	ಡಾಲರ್	ಇದಕ್ಕೆ ಒಂದು ಡಾಲರ್ ಖರ್ಚಾಗುತ್ತದೆ.
door	ಬಾಗಿಲು	ದಯವಿಟ್ಟು ಬಾಗಿಲು ಮುಚ್ಚು.
down	ಕೆಳಗೆ	ಇಲ್ಲಿ ಕೆಳಗೆ ಕುಳಿತುಕೋ.
downstairs	ಕೆಳ ಮಹಡಿಯಲ್ಲಿ	ಅಡುಗೆಮನೆ ಕೆಳ ಮಹಡಿಯಲ್ಲಿ ಇದೆ.
draw	ಚಿತ್ರ ಬಿಡಿಸು	ಚಿಕ್ಕ ಮನೆಯನ್ನು ಚಿತ್ರ ಬಿಡಿಸು.
dress	ಉಡುಪು; ಡ್ರೆಸ್	ಅವಳು ಕೆಂಪು ಉಡುಪು ಧರಿಸುತ್ತಾಳೆ.
drink	ಕುಡಿ; ಪಾನೀಯ	ನಾನು ನೀರು ಕುಡಿಯುತ್ತೇನೆ.
drive	ಚಲಾಯಿಸು	ನಾನು ಕೆಲಸಕ್ಕೆ ಕಾರು ಚಲಾಯಿಸುತ್ತೇನೆ.
driver	ಚಾಲಕ	ಚಾಲಕ ಇಲ್ಲಿ ನಿಲ್ಲುತ್ತಾನೆ.
during	ಸಮಯದಲ್ಲಿ	ನಾನು ವಿಮಾನ ಪ್ರಯಾಣದ ಸಮಯದಲ್ಲಿ ನಿದ್ರೆ ಮಾಡುತ್ತೇನೆ.
DVD	ಡಿವಿಡಿ	ಈ ಡಿವಿಡಿ ಹಳೆಯದು.
each	ಪ್ರತಿ	ಪ್ರತಿ ಮಗುವಿಗೆ ಒಂದು ಪುಸ್ತಕ ಇದೆ.
ear	ಕಿವಿ	ನನ್ನ ಕಿವಿ ನೋಯುತ್ತಿದೆ.
early	ಬೇಗ	ನಾನು ಬೇಗ ಎದ್ದುಕೊಳ್ಳುತ್ತೇನೆ.
east	ಪೂರ್ವ	ಸೂರ್ಯನು ಪೂರ್ವದಲ್ಲಿ ಉದಯಿಸುತ್ತಾನೆ.
easy	ಸುಲಭವಾದ	ಈ ಪರೀಕ್ಷೆ ಸುಲಭವಾಗಿದೆ.
eat	ತಿನ್ನು	ನಾವು ಜೊತೆಯಾಗಿ ಮಧ್ಯಾಹ್ನದ ಊಟ ತಿನ್ನುತ್ತೇವೆ.
egg	ಮೊಟ್ಟೆ	ನಾನು ಒಂದು ಮೊಟ್ಟೆ ತಿನ್ನುತ್ತೇನೆ.
eight	ಎಂಟು	ನನ್ನ ಬಳಿ ಎಂಟು ಕಾರ್ಡ್‌ಗಳಿವೆ.
eighteen	ಹದಿನೆಂಟು	ಅವಳಿಗೆ ಹದಿನೆಂಟು ವರ್ಷ.
eighty	ಎಂಭತ್ತು	ನನ್ನ ತಾತನಿಗೆ ಎಂಭತ್ತು ವರ್ಷ.
elephant	ಆನೆ	ಆನೆ ದೊಡ್ಡದು.
eleven	ಹನ್ನೊಂದು	ತರಗತಿ ಹನ್ನೊಂದು ಗಂಟೆಗೆ ಆರಂಭವಾಗುತ್ತದೆ.
else	ಇನ್ನೇನಾದರೂ	ನಿನಗೆ ಇನ್ನೇನಾದರೂ ಬೇಕೆ?
email	ಇಮೇಲ್	ನನಗೆ ಇಮೇಲ್ ಕಳುಹಿಸು.
end	ಅಂತ್ಯ; ಮುಗಿಸು	ಇದು ಅಂತ್ಯ.
enjoy	ಆನಂದಿಸು	ನಾನು ಈ ಹಾಡನ್ನು ಆನಂದಿಸುತ್ತೇನೆ.
enough	ಸಾಕು; ಸಾಕಷ್ಟು	ನಮಗೆ ಸಾಕಷ್ಟು ಸಮಯ ಇದೆ.
euro	ಯೂರೋ	ಇದಕ್ಕೆ ಒಂದು ಯೂರೋ ಖರ್ಚಾಗುತ್ತದೆ.
even	ಕೂಡ	ನನ್ನ ತಮ್ಮನಿಗೂ ಗೊತ್ತು.
evening	ಸಂಜೆ	ನಾವು ಈ ಸಂಜೆ ಭೇಟಿಯಾಗುತ್ತೇವೆ.
event	ಕಾರ್ಯಕ್ರಮ; ಘಟನೆ	ಕಾರ್ಯಕ್ರಮ ಇಂದು ಆರಂಭವಾಗುತ್ತದೆ.
ever	ಎಂದಾದರೂ	ನೀನು ಎಂದಾದರೂ ಅಡುಗೆ ಮಾಡುತ್ತೀಯಾ?
every	ಪ್ರತಿ	ನಾನು ಪ್ರತಿ ದಿನ ಓದುತ್ತೇನೆ.
everybody	ಎಲ್ಲರೂ	ಎಲ್ಲರೂ ಇಲ್ಲಿ ಇದ್ದಾರೆ.
everyone	ಪ್ರತಿಯೊಬ್ಬರೂ	ಪ್ರತಿಯೊಬ್ಬರಿಗೂ ಸಂಗೀತ ಇಷ್ಟ.
everything	ಎಲ್ಲವೂ	ಎಲ್ಲವೂ ಸಿದ್ಧವಾಗಿದೆ.
exam	ಪರೀಕ್ಷೆ	ಪರೀಕ್ಷೆ ಬೇಗ ಆರಂಭವಾಗುತ್ತದೆ.
example	ಉದಾಹರಣೆ	ಇದು ಒಳ್ಳೆಯ ಉದಾಹರಣೆ.
excited	ಉತ್ಸಾಹದಿಂದ	ನಾನು ಇಂದು ಉತ್ಸಾಹದಲ್ಲಿದ್ದೇನೆ.
exciting	ರೋಮಾಂಚಕ	ಆಟ ರೋಮಾಂಚಕವಾಗಿದೆ.
exercise	ವ್ಯಾಯಾಮ; ಅಭ್ಯಾಸ	ನಾನು ಉಪಹಾರದ ಮೊದಲು ವ್ಯಾಯಾಮ ಮಾಡುತ್ತೇನೆ.
expensive	ದುಬಾರಿ	ಈ ಕೋಟ್ ದುಬಾರಿಯಾಗಿದೆ.
explain	ವಿವರಿಸು	ದಯವಿಟ್ಟು ಈ ಪದವನ್ನು ವಿವರಿಸು.
extra	ಹೆಚ್ಚುವರಿ	ನನಗೆ ಹೆಚ್ಚುವರಿ ಸಮಯ ಬೇಕು.
eye	ಕಣ್ಣು	ನನ್ನ ಕಣ್ಣು ಕೆಂಪಾಗಿದೆ.
face	ಮುಖ	ನಿನ್ನ ಮುಖ ತೊಳೆಯು.
fact	ಸತ್ಯ; ವಾಸ್ತವ	ಈ ವಾಸ್ತವ ಮುಖ್ಯವಾಗಿದೆ.
fall	ಬೀಳು	ಶರತ್ಕಾಲದಲ್ಲಿ ಎಲೆಗಳು ಬೀಳುತ್ತವೆ.
false	ತಪ್ಪು	ಆ ಉತ್ತರ ತಪ್ಪಾಗಿದೆ.
family	ಕುಟುಂಬ	ನನ್ನ ಕುಟುಂಬ ಚಿಕ್ಕದು.
famous	ಪ್ರಸಿದ್ಧ	ಅವಳು ಪ್ರಸಿದ್ಧ ಗಾಯಕಿ.
fantastic	ಅದ್ಭುತ	ಸಂಗೀತ ಕಚೇರಿ ಅದ್ಭುತವಾಗಿತ್ತು.
far	ದೂರ	ಶಾಲೆ ದೂರದಲ್ಲಿದೆ.
farm	ಕೃಷಿಭೂಮಿ; ಫಾರ್ಮ್	ಅವರು ಕೃಷಿಭೂಮಿಯಲ್ಲಿ ವಾಸಿಸುತ್ತಾರೆ.
farmer	ರೈತ	ರೈತ ಆಹಾರ ಬೆಳೆಸುತ್ತಾನೆ.
fast	ವೇಗವಾದ	ಈ ರೈಲು ವೇಗವಾಗಿದೆ.
fat	ದಪ್ಪ	ಬೆಕ್ಕು ದಪ್ಪವಾಗಿದೆ.
father	ತಂದೆ	ನನ್ನ ತಂದೆ ಎತ್ತರವಾಗಿದ್ದಾರೆ.
favourite	ಇಷ್ಟವಾದ	ಇದು ನನಗೆ ಇಷ್ಟವಾದ ಹಾಡು.
February	ಫೆಬ್ರವರಿ	ಇಲ್ಲಿ ಫೆಬ್ರವರಿಯಲ್ಲಿ ಚಳಿ ಇರುತ್ತದೆ.
feel	ಅನಿಸು; ಅನುಭವಿಸು	ನನಗೆ ಸಂತೋಷವಾಗುತ್ತಿದೆ.
feeling	ಭಾವನೆ	ಆ ಭಾವನೆ ನನಗೆ ಗೊತ್ತು.
festival	ಹಬ್ಬ	ಹಬ್ಬ ನಾಳೆ ಆರಂಭವಾಗುತ್ತದೆ.
few	ಕೆಲವು; ಸ್ವಲ್ಪ	ಕೆಲವು ವಿದ್ಯಾರ್ಥಿಗಳು ಇಲ್ಲಿ ಇದ್ದಾರೆ.
fifteen	ಹದಿನೈದು	ನನಗೆ ಹದಿನೈದು ವರ್ಷ.
fifth	ಐದನೇ	ಇದು ಐದನೇ ಪಾಠ.
fifty	ಐವತ್ತು	ನನ್ನ ಅಮ್ಮನಿಗೆ ಐವತ್ತು ವರ್ಷ.
fill	ತುಂಬು	ಕಪ್‌ಗೆ ನೀರು ತುಂಬು.
film	ಚಿತ್ರ	ನಾವು ಚಿತ್ರ ನೋಡುತ್ತೇವೆ.
final	ಕೊನೆಯ	ಇದು ಕೊನೆಯ ಪ್ರಶ್ನೆ.
find	ಕಂಡುಹಿಡಿ	ನಾನು ನನ್ನ ಕೀಲಿಗಳನ್ನು ಕಂಡುಹಿಡಿಯುತ್ತೇನೆ.
fine	ಚೆನ್ನಾಗಿದೆ	ನಾನು ಈಗ ಚೆನ್ನಾಗಿದ್ದೇನೆ.
finish	ಮುಗಿಸು	ನಿನ್ನ ಮನೆಕೆಲಸ ಮುಗಿಸು.
fire	ಬೆಂಕಿ	ಬೆಂಕಿ ಬಿಸಿಯಾಗಿದೆ.
first	ಮೊದಲ	ಅವಳು ಸಾಲಿನಲ್ಲಿ ಮೊದಲನೆಯಳು.
fish	ಮೀನು	ನಾನು ರಾತ್ರಿ ಊಟಕ್ಕೆ ಮೀನು ತಿನ್ನುತ್ತೇನೆ.
five	ಐದು	ನನ್ನ ಬಳಿ ಐದು ಪುಸ್ತಕಗಳಿವೆ.
flat	ಅಪಾರ್ಟ್‌ಮೆಂಟ್	ನನ್ನ ಅಪಾರ್ಟ್‌ಮೆಂಟ್ ಚಿಕ್ಕದು.
flight	ವಿಮಾನ ಪ್ರಯಾಣ	ವಿಮಾನ ಪ್ರಯಾಣ ತಡವಾಗಿದೆ.
floor	ನೆಲ; ಮಹಡಿ	ಚೀಲ ನೆಲದ ಮೇಲೆ ಇದೆ.
flower	ಹೂವು	ಈ ಹೂವು ಹಳದಿ ಬಣ್ಣದಲ್ಲಿದೆ.
fly	ಹಾರು	ಹಕ್ಕಿಗಳು ಆಕಾಶದಲ್ಲಿ ಹಾರುತ್ತವೆ.
follow	ಅನುಸರಿಸು	ದಯವಿಟ್ಟು ನನ್ನನ್ನು ಅನುಸರಿಸು.
food	ಆಹಾರ	ಆಹಾರ ಸಿದ್ಧವಾಗಿದೆ.
foot	ಕಾಲು	ನನ್ನ ಕಾಲು ನೋಯುತ್ತಿದೆ.
football	ಫುಟ್‌ಬಾಲ್	ನಾವು ಇಂದು ಫುಟ್‌ಬಾಲ್ ಆಡುತ್ತೇವೆ.
for	ಗಾಗಿ	ಈ ಉಡುಗೊರೆ ನಿನ್ನಗಾಗಿ.
forget	ಮರೆತುಬಿಡು	ನಿನ್ನ ಕೀಲಿಗಳನ್ನು ಮರೆತುಬಿಡಬೇಡ.
form	ಫಾರ್ಮ್; ರೂಪ	ಫಾರ್ಮ್ ಭರ್ತಿ ಮಾಡು.
forty	ನಲವತ್ತು	ನನ್ನ ತಂದೆಗೆ ನಲವತ್ತು ವರ್ಷ.
four	ನಾಲ್ಕು	ನಾನು ನಾಲ್ಕು ಹಕ್ಕಿಗಳನ್ನು ನೋಡುತ್ತೇನೆ.
fourteen	ಹದಿನಾಲ್ಕು	ಅವಳಿಗೆ ಹದಿನಾಲ್ಕು ವರ್ಷ.
fourth	ನಾಲ್ಕನೇ	ಇದು ನಾಲ್ಕನೇ ಮಹಡಿ.
free	ಉಚಿತ; ಸ್ವತಂತ್ರ	ಟಿಕೆಟ್ ಉಚಿತವಾಗಿದೆ.
Friday	ಶುಕ್ರವಾರ	ನಾವು ಶುಕ್ರವಾರ ಭೇಟಿಯಾಗುತ್ತೇವೆ.
friend	ಸ್ನೇಹಿತ	ನನ್ನ ಸ್ನೇಹಿತ ಇಲ್ಲಿ ಇದ್ದಾನೆ.
friendly	ಸ್ನೇಹಪರ	ಶಿಕ್ಷಕರು ಸ್ನೇಹಪರರಾಗಿದ್ದಾರೆ.
from	ಇಂದ	ನಾನು ಇಲ್ಲಿಂದ ಬಂದಿದ್ದೇನೆ.
front	ಮುಂಭಾಗ	ಮುಂಭಾಗದಲ್ಲಿ ನಿಲ್ಲು.
fruit	ಹಣ್ಣು	ನಾನು ಪ್ರತಿ ದಿನ ಹಣ್ಣು ತಿನ್ನುತ್ತೇನೆ.
full	ತುಂಬಿದ	ಬಾಟಲಿ ತುಂಬಿದೆ.
fun	ಮೋಜು	ಈ ಆಟ ಮೋಜಾಗಿದೆ.
funny	ಹಾಸ್ಯಾಸ್ಪದ	ಚಿತ್ರ ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದೆ.
future	ಭವಿಷ್ಯ	ನಿನ್ನ ಭವಿಷ್ಯದ ಬಗ್ಗೆ ಯೋಚಿಸು.
game	ಆಟ	ಆಟ ಈಗ ಆರಂಭವಾಗುತ್ತದೆ.
garden	ತೋಟ	ತೋಟ ಸುಂದರವಾಗಿದೆ.
geography	ಭೂಗೋಳಶಾಸ್ತ್ರ	ನಾನು ಶಾಲೆಯಲ್ಲಿ ಭೂಗೋಳಶಾಸ್ತ್ರ ಓದುತ್ತೇನೆ.
get	ಪಡೆ; ತಲುಪು	ನಾನು ಆರು ಗಂಟೆಗೆ ಮನೆ ತಲುಪುತ್ತೇನೆ.
girl	ಹುಡುಗಿ	ಹುಡುಗಿ ನಗುತ್ತಾಳೆ.
girlfriend	ಪ್ರೇಯಸಿ	ಅವನ ಪ್ರೇಯಸಿ ದಯಾಳು.
give	ಕೊಡು	ನನಗೆ ಪುಸ್ತಕ ಕೊಡು.
glass	ಗ್ಲಾಸ್	ನಾನು ಗ್ಲಾಸ್‌ನಿಂದ ಕುಡಿಯುತ್ತೇನೆ.
go	ಹೋಗು	ನಾವು ಈಗ ಮನೆಗೆ ಹೋಗುತ್ತೇವೆ.
good	ಒಳ್ಳೆಯ	ಈ ಕಾಫಿ ಒಳ್ಳೆಯದು.
goodbye	ವಿದಾಯ	ವಿದಾಯ, ನಾಳೆ ಭೇಟಿಯಾಗೋಣ.
grandfather	ತಾತ	ನನ್ನ ತಾತ ವಯಸ್ಸಾದವರು.
grandmother	ಅಜ್ಜಿ	ನನ್ನ ಅಜ್ಜಿ ಸೂಪ್ ಮಾಡುತ್ತಾಳೆ.
grandparent	ತಾತ ಅಥವಾ ಅಜ್ಜಿ	ಒಬ್ಬ ತಾತ ಅಥವಾ ಅಜ್ಜಿ ನಮ್ಮ ಜೊತೆ ವಾಸಿಸುತ್ತಾರೆ.
great	ಮಹಾನ್; ಅದ್ಭುತ	ಇದು ಅದ್ಭುತ ಆಲೋಚನೆ.
green	ಹಸಿರು	ಬಾಗಿಲು ಹಸಿರಾಗಿದೆ.
grey	ಬೂದು ಬಣ್ಣ	ಆಕಾಶ ಬೂದು ಬಣ್ಣದಲ್ಲಿದೆ.
group	ಗುಂಪು	ಚಿಕ್ಕ ಗುಂಪಿನಲ್ಲಿ ಕೆಲಸ ಮಾಡು.
grow	ಬೆಳೆ; ಬೆಳೆಸು	ಸಸ್ಯಗಳು ತೋಟದಲ್ಲಿ ಬೆಳೆಯುತ್ತವೆ.
guess	ಊಹಿಸು	ಉತ್ತರವನ್ನು ಊಹಿಸು.
guitar	ಗಿಟಾರ್	ಅವನು ಗಿಟಾರ್ ವಾದಿಸುತ್ತಾನೆ.
gym	ವ್ಯಾಯಾಮಶಾಲೆ	ನಾನು ವ್ಯಾಯಾಮಶಾಲೆಗೆ ಹೋಗುತ್ತೇನೆ.
hair	ಕೂದಲು	ಅವಳ ಕೂದಲು ಉದ್ದವಾಗಿದೆ.
half	ಅರ್ಧ	ಕೇಕ್ ಅನ್ನು ಅರ್ಧಕ್ಕೆ ಕತ್ತರಿಸು.
hand	ಕೈ	ನಿನ್ನ ಕೈ ಎತ್ತು.
happen	ಸಂಭವಿಸು	ಮುಂದೆ ಏನು ಸಂಭವಿಸುತ್ತದೆ?
happy	ಸಂತೋಷ	ನಾನು ಇಂದು ಸಂತೋಷವಾಗಿದ್ದೇನೆ.
hard	ಗಟ್ಟಿ; ಕಷ್ಟ	ಈ ಕುರ್ಚಿ ಗಟ್ಟಿಯಾಗಿದೆ.
hat	ಟೋಪಿ	ನನ್ನ ಟೋಪಿ ಕಪ್ಪಾಗಿದೆ.
hate	ದ್ವೇಷಿಸು	ನನಗೆ ತಣ್ಣನೆಯ ಚಹಾ ಇಷ್ಟವಿಲ್ಲ.
have	ಇರು; ಹೊಂದಿರು	ನನ್ನ ಬಳಿ ಕಾರು ಇದೆ.
have to modal	ಮಾಡಬೇಕು; ಅಗತ್ಯ	ನಾನು ಓದಬೇಕು.
he	ಅವನು	ಅವನು ನನ್ನ ಅಣ್ಣ.
head	ತಲೆ	ನನ್ನ ತಲೆ ನೋಯುತ್ತಿದೆ.
health	ಆರೋಗ್ಯ	ಒಳ್ಳೆಯ ಆಹಾರ ಆರೋಗ್ಯಕ್ಕೆ ಸಹಾಯ ಮಾಡುತ್ತದೆ.
healthy	ಆರೋಗ್ಯಕರ	ಈ ಊಟ ಆರೋಗ್ಯಕರವಾಗಿದೆ.
hear	ಕೇಳು	ನಾನು ಸಂಗೀತ ಕೇಳುತ್ತೇನೆ.
hello	ನಮಸ್ಕಾರ	ನಮಸ್ಕಾರ, ನಿನ್ನನ್ನು ಭೇಟಿಯಾಗಿ ಸಂತೋಷ.
help	ಸಹಾಯ; ಸಹಾಯ ಮಾಡು	ದಯವಿಟ್ಟು ನನಗೆ ಸಹಾಯ ಮಾಡು.
her	ಅವಳನ್ನು; ಅವಳ	ಇದು ಅವಳ ಚೀಲ.
here	ಇಲ್ಲಿ	ಈಗ ಇಲ್ಲಿ ಬಾ.
hey	ಹೇ	ಹೇ, ನನ್ನನ್ನು ಕಾಯು.
hi	ಹಾಯ್	ಹಾಯ್, ನೀನು ಹೇಗಿದ್ದೀಯ?
high	ಎತ್ತರದ; ಹೆಚ್ಚು	ಗೋಡೆ ಎತ್ತರವಾಗಿದೆ.
him	ಅವನನ್ನು	ನಾನು ಅವನನ್ನು ತಿಳಿದಿದ್ದೇನೆ.
his	ಅವನ	ಅವನ ಕೋಟ್ ನೀಲಿಯಾಗಿದೆ.
history	ಇತಿಹಾಸ	ನಾನು ಇತಿಹಾಸ ಓದುತ್ತೇನೆ.
hobby	ಹವ್ಯಾಸ	ಓದುವುದು ನನ್ನ ಹವ್ಯಾಸ.
holiday	ರಜೆ	ನಾವು ಜುಲೈನಲ್ಲಿ ರಜೆ ತೆಗೆದುಕೊಳ್ಳುತ್ತೇವೆ.
home	ಮನೆ	ನಾನು ಮನೆಯಲ್ಲಿ ಇದ್ದೇನೆ.
homework	ಮನೆಕೆಲಸ	ಇಂದು ರಾತ್ರಿ ನಿನ್ನ ಮನೆಕೆಲಸ ಮಾಡು.
hope	ಆಶಿಸು	ನೀನು ಬರುತ್ತೀಯೆಂದು ನಾನು ಆಶಿಸುತ್ತೇನೆ.
