source_headword	LO	example_LO
damaging	ທີ່ສ້າງຄວາມເສຍຫາຍ	ບົດຄວາມທີ່ສ້າງຄວາມເສຍຫາຍນັ້ນໄດ້ສົ່ງຜົນກະທົບຕໍ່ການໂຄສະນາຫາສຽງ.
dawn	ອາລຸນ	ພວກເຮົາອອກຈາກໝູ່ບ້ານໃນຕອນເຊົ້າ.
debris	ຊາກຫັກພັງ	ຊາກຫັກພັງຈາກພາຍຸໄດ້ປິດກັ້ນຖະໜົນ.
debut	ການເປີດຕົວ	ການເປີດຕົວຂອງນາງໄດ້ດຶງດູດຄວາມສົນໃຈລະດັບຊາດ.
decision-making	ການຕັດສິນໃຈ	ການຕັດສິນໃຈທີ່ດີຕ້ອງການຂໍ້ມູນທີ່ຊັດເຈນ.
decisive	ເດັດຂາດ	ການກະທຳທີ່ເດັດຂາດຂອງນາງໄດ້ປ້ອງກັນຄວາມເສຍຫາຍເພີ່ມເຕີມ.
declaration	ການປະກາດ	ລັດຖະມົນຕີໄດ້ອ່ານການປະກາດຢ່າງເປັນທາງການ.
dedicated	ທີ່ອຸທິດຕົນ	ພະຍາບານທີ່ອຸທິດຕົນໄດ້ເຮັດວຽກຕະຫຼອດຄືນ.
dedication	ການອຸທິດຕົນ	ການອຸທິດຕົນຂອງລາວໄດ້ສ້າງແຮງບັນດານໃຈໃຫ້ແກ່ນັກກິລາລຸ້ນນ້ອງ.
deed	ການກະທຳ	ການກະທຳທີ່ກ້າຫານໄດ້ຊ່ວຍຊີວິດສອງຄົນ.
deem	ຖືວ່າ	ສານອາດຈະຖືວ່າສັນຍາເປັນໂມຄະ.
default	ຄ່າເລີ່ມຕົ້ນ	ໃຊ້ການຕັ້ງຄ່າເລີ່ມຕົ້ນສຳລັບຕອນນີ້.
defect	ຂໍ້ບົກພ່ອງ	ຜູ້ກວດກາພົບຂໍ້ບົກພ່ອງທີ່ຮ້າຍແຮງ.
defensive	ປ້ອງກັນຕົວ	ນ້ຳສຽງປ້ອງກັນຕົວຂອງລາວເຮັດໃຫ້ທຸກຄົນແປກໃຈ.
deficiency	ການຂາດແຄນ	ການຂາດແຄນທາດເຫຼັກສາມາດສົ່ງຜົນກະທົບຕໍ່ສຸຂະພາບ.
deficit	ການຂາດດຸນ	ການຂາດດຸນງົບປະມານເຮັດໃຫ້ເຈົ້າໜ້າທີ່ກັງວົນ.
defy	ທ້າທາຍ	ຜູ້ປະທ້ວງເລືອກທີ່ຈະທ້າທາຍຂໍ້ຫ້າມ.
delegate	ຕົວແທນ	ຕົວແທນແຕ່ລະຄົນໄດ້ຮັບບັດລົງຄະແນນສຽງ.
delegation	ຄະນະຜູ້ແທນ	ຄະນະຜູ້ແທນມາຮອດກ່ອນຕອນທ່ຽງ.
delicate	ບອບບາງ	ແກ້ວທີ່ບອບບາງແຕກງ່າຍ.
demon	ປີສາດ	ເລື່ອງລາວພັນລະນາເຖິງປີສາດບູຮານ.
denial	ການປະຕິເສດ	ການປະຕິເສດຂອງລາວເຮັດໃຫ້ຜູ້ເຄາະຮ້າຍໃຈຮ້າຍ.
denounce	ກ່າວປະນາມ	ບັນດາຜູ້ນຳກ່າວປະນາມຄວາມຮຸນແຮງໃນໂຮງຮຽນ.
dense	ໜາແໜ້ນ	ປ່າຕຶບໜາແໜ້ນໄດ້ບັງແສງແດດ.
density	ຄວາມໜາແໜ້ນ	ຄວາມໜາແໜ້ນຂອງປະຊາກອນແມ່ນສູງໃນຕົວເມືອງ.
dependence	ການເພິ່ງພາອາໄສ	ການເພິ່ງພາອາໄສນ້ຳມັນຂອງປະເທດໄດ້ຫຼຸດລົງ.
depict	ພັນລະນາ	ພາບຈິດຕະກຳຝາຜະໜັງພັນລະນາເຖິງຊີວິດໃນໝູ່ບ້ານ.
deploy	ຈັດສົ່ງ	ກອງທັບຈະຈັດສົ່ງພະນັກງານເພີ່ມເຕີມ.
deployment	ການຈັດສົ່ງ	ການຈັດສົ່ງກອງທະຫານເລີ່ມຕົ້ນໃນວັນຈັນ.
deprive	ເຮັດໃຫ້ຂາດ	ການຂາດການນອນສາມາດເຮັດໃຫ້ນັກຮຽນຂາດສະມາທິ.
deputy	ຮອງ	ຜູ້ຮອງໄດ້ລົງນາມໃນຂໍ້ຕົກລົງ.
descend	ລົງມາ	ເສັ້ນທາງເລີ່ມລົງມາຢ່າງຊັນ.
descent	ການລົງມາ	ຍົນເລີ່ມການລົງມາ.
designate	ກຳນົດ	ເມືອງຈະກຳນົດສວນສາທາລະນະແຫ່ງໃໝ່.
desirable	ເປັນທີ່ປາຖະໜາ	ແສງສະຫວ່າງທີ່ດີແມ່ນເປັນທີ່ປາຖະໜາໃນຫ້ອງຮຽນ.
desktop	ໜ້າຈໍຄອມພິວເຕີ	ໄຟລ໌ຢູ່ເທິງໜ້າຈໍຄອມພິວເຕີຂອງຂ້ອຍ.
destructive	ທີ່ທຳລາຍ	ພາຍຸມີພະລັງງານທີ່ທຳລາຍ.
detain	ກັກຕົວ	ຕຳຫຼວດອາດຈະກັກຕົວຜູ້ຕ້ອງສົງໄສຄ້າງຄືນ.
detection	ການກວດພົບ	ການກວດພົບແຕ່ເນີ່ນໆຊ່ວຍປັບປຸງການປິ່ນປົວມະເຮັງ.
detention	ການກັກຂັງ	ນັກຮຽນໄດ້ປະທ້ວງຕໍ່ຕ້ານສະພາບການກັກຂັງ.
deteriorate	ຊຸດໂຊມລົງ	ສຸຂະພາບຂອງລາວເລີ່ມຊຸດໂຊມລົງ.
devastate	ທຳລາຍລ້າງ	ແຜ່ນດິນໄຫວສາມາດທຳລາຍລ້າງຕົວເມືອງແຄມຝັ່ງທະເລ.
devil	ຜີມານ	ເດັກນ້ອຍແຕ້ມຮູບຜີມານທີ່ກຳລັງຍິ້ມ.
devise	ຄິດຄົ້ນ	ວິສະວະກອນຄິດຄົ້ນລະບົບການຂົນສົ່ງທີ່ປອດໄພກວ່າ.
diagnose	ບົ່ງມະຕິພະຍາດ	ທ່ານໝໍບົ່ງມະຕິພະຍາດດ້ວຍການກວດເລືອດ.
diagnosis	ການບົ່ງມະຕິພະຍາດ	ການບົ່ງມະຕິພະຍາດໄດ້ອະທິບາຍອາການຂອງນາງ.
dictate	ກຳນົດ	ສັນຍາຈະກຳນົດເງື່ອນໄຂການຊຳລະເງິນ.
dictator	ຜູ້ຜະເດັດການ	ຜູ້ຜະເດັດການໄດ້ຄວບຄຸມສື່ມວນຊົນ.
differentiate	ຈຳແນກ	ເຈົ້າສາມາດຈຳແນກຄວາມຈິງອອກຈາກຄວາມຄິດເຫັນໄດ້ບໍ?
dignity	ກຽດສັກສີ	ທຸກຄົນສົມຄວນໄດ້ຮັບກຽດສັກສີໃນບ່ອນເຮັດວຽກ.
dilemma	ສະຖານະການທີ່ຫຍຸ້ງຍາກ	ຜູ້ຈັດການໄດ້ປະເຊີນກັບສະຖານະການທີ່ຫຍຸ້ງຍາກ.
dimension	ມິຕິ	ບັນຫາມີມິຕິທາງດ້ານການເມືອງ.
diminish	ຫຼຸດລົງ	ຄວາມເຈັບປວດຄວນຈະຫຼຸດລົງຢ່າງຊ້າໆ.
dip	ຫຼຸດລົງ	ອຸນຫະພູມອາດຈະຫຼຸດລົງຕ່ຳກວ່າຈຸດກ້າມ.
diplomat	ນັກການທູດ	ນັກການທູດໄດ້ພົບປະກັບຜູ້ນຳຕ່າງປະເທດ.
diplomatic	ທາງການທູດ	ການເຈລະຈາທາງການທູດຍັງສືບຕໍ່ຕະຫຼອດຄືນ.
directory	ລາຍຊື່	ຄົ້ນຫາລາຍຊື່ສຳລັບເບີໂທລະສັບຂອງລາວ.
disastrous	ທີ່ເປັນໄພພິບັດ	ນ້ຳຖ້ວມທີ່ເປັນໄພພິບັດໄດ້ທຳລາຍຂົວຫຼາຍແຫ່ງ.
discard	ຖິ້ມ	ຢ່າຖິ້ມບັນທຶກທີ່ເປັນປະໂຫຍດ.
discharge	ປ່ອຍຕົວ	ໂຮງໝໍຈະປ່ອຍຕົວລາວໃນມື້ອື່ນ.
disclose	ເປີດເຜີຍ	ເຈົ້າໜ້າທີ່ປະຕິເສດທີ່ຈະເປີດເຜີຍຕົວເລກ.
disclosure	ການເປີດເຜີຍ	ການເປີດເຜີຍນັ້ນເຮັດໃຫ້ຄະນະກຳມະການຕົກໃຈ.
discourse	ການສົນທະນາ	ການສົນທະນາສາທາລະນະກາຍເປັນຄວາມສຸພາບຫຼາຍຂຶ້ນ.
discretion	ວິຈາລະນະຍານ	ໃຊ້ວິຈາລະນະຍານຂອງທ່ານກັບກໍລະນີທີ່ລະອຽດອ່ອນ.
discrimination	ການຈຳແນກ	ກົດໝາຍຫ້າມການຈຳແນກໃນການຈ້າງງານ.
dismissal	ການໄລ່ອອກ	ການໄລ່ລາວອອກເຮັດໃຫ້ປະຊາຊົນໃຈຮ້າຍ.
displace	ຍົກຍ້າຍ	ສົງຄາມອາດຈະຍົກຍ້າຍປະຊາຊົນຫຼາຍພັນຄົນ.
disposal	ການກຳຈັດ	ການກຳຈັດສິ່ງເສດເຫຼືອຍັງຄົງເປັນບັນຫາໃນທ້ອງຖິ່ນ.
dispose	ກຳຈັດ	ບໍລິສັດຕ້ອງກຳຈັດສານເຄມີຢ່າງປອດໄພ.
dispute	ຂໍ້ຂັດແຍ້ງ	ຂໍ້ຂັດແຍ້ງແກ່ຍາວເປັນເວລາຫຼາຍເດືອນ.
disrupt	ລົບກວນ	ສຽງດັງສາມາດລົບກວນສະມາທິ.
disruption	ການລົບກວນ	ການນັດຢຸດງານເຮັດໃຫ້ເກີດການລົບກວນຄັ້ງໃຫຍ່.
dissolve	ລະລາຍ	ນ້ຳຕານຈະລະລາຍໃນຊາຮ້ອນ.
distinction	ຄວາມແຕກຕ່າງ	ຄວາມແຕກຕ່າງລະຫວ່າງພວກມັນແມ່ນສຳຄັນ.
distinctive	ທີ່ໂດດເດັ່ນ	ນາງມີສຽງທີ່ໂດດເດັ່ນ.
distort	ບິດເບືອນ	ກະຈົກສາມາດບິດເບືອນເງົາຂອງທ່ານ.
distress	ຄວາມທຸກທໍລະມານ	ການໂທນັ້ນເຮັດໃຫ້ເກີດຄວາມທຸກທໍລະມານຢ່າງຮ້າຍແຮງ.
disturbing	ທີ່ລົບກວນຈິດໃຈ	ສາລະຄະດີໄດ້ສະແດງໃຫ້ເຫັນເຖິງສາກທີ່ລົບກວນຈິດໃຈ.
divert	ຫັນເຫວ	ຕຳຫຼວດຕ້ອງຫັນເຫວການຈະລາຈອນ.
divine	ສັກສິດ	ໂບດມີບັນຍາກາດທີ່ສັກສິດ.
doctrine	ຫຼັກຄຳສອນ	ພັກໄດ້ປະຕິເສດຫຼັກຄຳສອນເກົ່າ.
documentation	ເອກະສານ	ປະກອບເອກະສານໃຫ້ສຳເລັດກ່ອນການເປີດຕົວ.
domain	ໂດເມນ	ເວັບໄຊທ໌ໃຊ້ໂດເມນທີ່ປອດໄພ.
dominance	ການຄອບງຳ	ການຄອບງຳຂອງທີມແກ່ຍາວເປັນເວລາໜຶ່ງທົດສະວັດ.
donor	ຜູ້ບໍລິຈາກ	ຜູ້ບໍລິຈາກໄດ້ບໍລິຈາກເລືອດໃນມື້ນີ້.
dose	ປະລິມານຢາ	ກິນໜຶ່ງປະລິມານຫຼັງອາຫານເຊົ້າ.
drain	ລະບາຍ	ນ້ຳຈະລະບາຍລົງສູ່ແມ່ນ້ຳ.
drift	ລອຍໄປ	ຄັວນເລີ່ມລອຍໄປທົ່ວຖະໜົນ.
driving	ເປັນຕົ້ນຕໍ	ຝົນແມ່ນປັດໃຈຫຼັກທີ່ຢູ່ເບື້ອງຫຼັງຄວາມລ່າຊ້າ.
drown	ຈົມນ້ຳ	ຫ້າມລອຍນ້ຳໃນບ່ອນທີ່ກະແສນ້ຳສາມາດເຮັດໃຫ້ເຈົ້າຈົມນ້ຳໄດ້.
dual	ຄູ່	ອຸປະກອນດັ່ງກ່າວມີການເຮັດວຽກແບບຄູ່.
dub	ຂະໜານນາມ	ນັກວິຈານຂະໜານນາມເມືອງນີ້ວ່າເປັນເມືອງຫຼວງທາງວັດທະນະທຳ.
dumb	ໂງ່	ນັ້ນແມ່ນຄວາມຜິດພາດທີ່ໂງ່ຫຼາຍ.
duo	ຄູ່	ຄູ່ຕະຫຼົກໄດ້ໄປທົວເອີຣົບ.
eager	ກະຕືລືລົ້ນ	ນັກຮຽນມີຄວາມກະຕືລືລົ້ນທີ່ຈະເລີ່ມຕົ້ນ.
earnings	ລາຍໄດ້	ລາຍໄດ້ຂອງບໍລິສັດເພີ່ມຂຶ້ນຢ່າງໄວວາ.
ease	ຄວາມສະດວກ	ຖະໜົນໃໝ່ຈະຊ່ວຍຫຼຸດຜ່ອນການສັນຈອນ.
echo	ດັງກ້ອງ	ສຽງຂອງນາງດັງກ້ອງຢູ່ໃນຫ້ອງໂຖງ.
ecological	ກ່ຽວກັບນິເວດວິທະຍາ	ຜົນກະທົບຕໍ່ລະບົບນິເວດຍັງບໍ່ແນ່ນອນ.
educator	ນັກການສຶກສາ	ນັກການສຶກສາໄດ້ອອກແບບຫຼັກສູດໃໝ່.
effectiveness	ປະສິດທິຜົນ	ການສຶກສາໄດ້ວັດແທກປະສິດທິຜົນຂອງວັກຊີນ.
efficiency	ປະສິດທິພາບ	ຊອບແວທີ່ດີກວ່າໄດ້ປັບປຸງປະສິດທິພາບ.
ego	ອັດຕາ	ອັດຕາຂອງລາວເຮັດໃຫ້ເກີດບັນຫາຢູ່ບ່ອນເຮັດວຽກ.
elaborate	ລະອຽດ	ຊຸດທີ່ລະອຽດອ່ອນໃຊ້ເວລາຫຼາຍອາທິດ.
electoral	ກ່ຽວກັບການເລືອກຕັ້ງ	ລະບົບການເລືອກຕັ້ງມີການປ່ຽນແປງໃນປີກາຍນີ້.
elevate	ຍົກລະດັບ	ລາງວັນຈະຍົກລະດັບໂປຣໄຟລ໌ຂອງນາງ.
eligible	ມີສິດ	ສະເພາະຜູ້ຢູ່ອາໄສເທົ່ານັ້ນທີ່ມີສິດໄດ້ຮັບສ່ວນຫຼຸດ.
elite	ຊັ້ນສູງ	ຊັ້ນສູງໄດ້ຝຶກອົບຮົມຢູ່ສະຖາບັນເອກະຊົນ.
embark	ເລີ່ມຕົ້ນ	ພວກເຂົາຈະເລີ່ມຕົ້ນການເດີນທາງທີ່ຍາວນານ.
embarrassment	ຄວາມອັບອາຍ	ລາວຫົວເພື່ອປິດບັງຄວາມອັບອາຍຂອງລາວ.
embassy	ສະຖານທູດ	ສະຖານທູດໄດ້ອອກຄຳແນະນຳການເດີນທາງສະບັບໃໝ່.
embed	ຝັງຕົວ	ນັກຂ່າວຈະຝັງຕົວຢູ່ກັບໜ່ວຍງານ.
embody	ເປັນຕົວແທນ	ຮູບປັ້ນເບິ່ງຄືວ່າເປັນຕົວແທນຂອງຄວາມກ້າຫານ.
emergence	ການເກີດຂຶ້ນ	ການເກີດຂຶ້ນຂອງໂທລະສັບໄດ້ປ່ຽນແປງຊີວິດປະຈຳວັນ.
empirical	ຕາມປະສົບການ	ເອກະສານດັ່ງກ່າວແມ່ນອີງໃສ່ຫຼັກຖານທາງປະສົບການ.
empower	ໃຫ້ອຳນາດ	ການສຶກສາສາມາດໃຫ້ອຳນາດແກ່ຊຸມຊົນທ້ອງຖິ່ນ.
enact	ອອກກົດໝາຍ	ລັດຖະສະພາໄດ້ລົງຄະແນນສຽງເພື່ອອອກກົດໝາຍປະຕິຮູບ.
encompass	ກວມເອົາ	ຫຼັກສູດຈະກວມເອົາປະຫວັດສາດສະໄໝໃໝ່.
encouragement	ການໃຫ້ກຳລັງໃຈ	ການໃຫ້ກຳລັງໃຈຂອງນາງຊ່ວຍໃຫ້ລາວສືບຕໍ່.
encouraging	ທີ່ໃຫ້ກຳລັງໃຈ	ຜົນໄດ້ຮັບເບື້ອງຕົ້ນເບິ່ງຄືວ່າໃຫ້ກຳລັງໃຈ.
endeavour	ຄວາມພະຍາຍາມ	ການກູ້ໄພແມ່ນຄວາມພະຍາຍາມທີ່ຍາກລຳບາກ.
endless	ບໍ່ມີສິ້ນສຸດ	ທະເລຊາຍເບິ່ງຄືວ່າບໍ່ມີສິ້ນສຸດ.
endorse	ຮັບຮອງ	ສະຫະພັນປະຕິເສດທີ່ຈະຮັບຮອງຜູ້ສະໝັກ.
endorsement	ການຮັບຮອງ	ການຮັບຮອງຂອງລາວໄດ້ຊຸກຍູ້ການໂຄສະນາຫາສຽງຂອງນາງ.
endure	ອົດທົນ	ພືດສາມາດອົດທົນຕໍ່ລະດູໜາວທີ່ຮຸນແຮງ.
enforce	ບັງຄັບໃຊ້	ຕຳຫຼວດບັງຄັບໃຊ້ກົດໝາຍຈຳກັດຄວາມໄວ.
enforcement	ການບັງຄັບໃຊ້	ການບັງຄັບໃຊ້ທີ່ເຂັ້ມງວດກວ່າເກົ່າໄດ້ຫຼຸດຜ່ອນການຖິ້ມຂີ້ເຫຍື້ອຜິດກົດໝາຍ.
engagement	ການມີສ່ວນຮ່ວມ	ການມີສ່ວນຮ່ວມຂອງນັກຮຽນໄດ້ຮັບການປັບປຸງໃນພາກຮຽນນີ້.
engaging	ທີ່ໜ້າສົນໃຈ	ຜູ້ເວົ້າໄດ້ໃຫ້ການສົນທະນາທີ່ໜ້າສົນໃຈ.
enquire	ສອບຖາມ	ກະລຸນາສອບຖາມຢູ່ໂຕະຕ້ອນຮັບ.
enrich	ເຮັດໃຫ້ອຸດົມສົມບູນ	ການເດີນທາງສາມາດເພີ່ມຄວາມເຂົ້າໃຈຂອງທ່ານ.
enrol	ລົງທະບຽນ	ນັກຮຽນຕ້ອງລົງທະບຽນກ່ອນເດືອນກັນຍາ.
ensue	ຕາມມາ	ຄວາມວຸ່ນວາຍອາດຈະຕາມມາຫຼັງຈາກການປະກາດ.
enterprise	ວິສາຫະກິດ	ວິສາຫະກິດຈ້າງນັກສິລະປິນທ້ອງຖິ່ນ.
enthusiast	ຜູ້ທີ່ມັກຮັກ	ຜູ້ທີ່ມັກການຂີ່ລົດຖີບທຸກຄົນຮູ້ຈັກເສັ້ນທາງນີ້.
entitle	ໃຫ້ສິດ	ປີ້ຈະໃຫ້ສິດທ່ານໃນການເຂົ້າ.
entity	ຫົວໜ່ວຍ	ບໍລິສັດແມ່ນນິຕິບຸກຄົນແຍກຕ່າງຫາກ.
epidemic	ພະຍາດລະບາດ	ພະຍາດລະບາດແຜ່ລາມໄປທົ່ວຫຼາຍພາກພື້ນ.
equality	ຄວາມສະເໝີພາບ	ຂະບວນການໄດ້ຕໍ່ສູ້ເພື່ອຄວາມສະເໝີພາບ.
equation	ສົມຜົນ	ສົມຜົນມີສອງຕົວທີ່ບໍ່ຮູ້ຄ່າ.
erect	ສ້າງຕັ້ງ	ຄົນງານຈະສ້າງຮົ້ວໃໝ່.
escalate	ຮຸນແຮງຂຶ້ນ	ຄວາມຂັດແຍ້ງສາມາດຮຸນແຮງຂຶ້ນຢ່າງໄວວາ.
essence	ແກ່ນແທ້	ບົດກະວີຈັບເອົາແກ່ນແທ້ຂອງໄວເດັກ.
establishment	ສະຖາບັນ	ສະຖາບັນໄດ້ຕໍ່ຕ້ານການປະຕິຮູບ.
eternal	ຕະຫຼອດໄປ	ພວກເຂົາສັນຍາວ່າຈະເປັນເພື່ອນກັນຕະຫຼອດໄປ.
evacuate	ອົບພະຍົບ	ນັກດັບເພີງຊ່ວຍໃຫ້ຜູ້ຢູ່ອາໄສອົບພະຍົບຢ່າງປອດໄພ.
evoke	ເຮັດໃຫ້ນຶກເຖິງ	ເພງສາມາດເຮັດໃຫ້ນຶກເຖິງຄວາມຊົງຈຳທີ່ເຂັ້ມແຂງ.
evolutionary	ກ່ຽວກັບວິວັດທະນາການ	ຟອດຊິວສະແດງໃຫ້ເຫັນເຖິງການປ່ຽນແປງທາງວິວັດທະນາການ.
exaggerate	ເວົ້າເກີນຈິງ	ຢ່າເວົ້າເກີນຈິງກ່ຽວກັບປະສົບການຂອງທ່ານ.
excellence	ຄວາມເປັນເລີດ	ໂຮງຮຽນໃຫ້ລາງວັນຄວາມເປັນເລີດທາງວິຊາການ.
exceptional	ພິເສດ	ນາງໄດ້ສະແດງໃຫ້ເຫັນທັກສະທີ່ພິເສດ.
excess	ສ່ວນເກີນ	ນ້ຳສ່ວນເກີນໄດ້ຖ້ວມຫ້ອງໃຕ້ດິນ.
exclusion	ການຍົກເວັ້ນ	ການຍົກເວັ້ນທາງສັງຄົມເປັນອັນຕະລາຍຕໍ່ຊາວໜຸ່ມ.
exclusive	ສະເພາະ	ສະໂມສອນໃຫ້ການເຂົ້າເຖິງແບບສະເພາະ.
exclusively	ໂດຍສະເພາະ	ຫ້ອງນີ້ຖືກນຳໃຊ້ໂດຍສະເພາະພະນັກງານເທົ່ານັ້ນ.
execute	ປະຕິບັດ	ທີມງານຈະປະຕິບັດແຜນການຢ່າງລະມັດລະວັງ.
execution	ການປະຕິບັດ	ການປະຕິບັດຍຸດທະສາດໃຊ້ເວລາຫຼາຍເດືອນ.
exert	ອອກແຮງ	ເຈົ້າຕ້ອງອອກແຮງກົດດັນຕື່ມອີກ.
exile	ການເນລະເທດ	ນັກຂຽນອາໄສຢູ່ໃນການເນລະເທດ.
expenditure	ລາຍຈ່າຍ	ລາຍຈ່າຍສາທາລະນະເພີ່ມຂຶ້ນໃນປີກາຍນີ້.
experimental	ກ່ຽວກັບການທົດລອງ	ການປິ່ນປົວຍັງຢູ່ໃນການທົດລອງ.
expire	ໝົດອາຍຸ	ໜັງສືຜ່ານແດນຂອງຂ້ອຍຈະໝົດອາຍຸໃນໄວໆນີ້.
explicit	ຊັດເຈນ	ຄຳແນະນຳແມ່ນຊັດເຈນ.
explicitly	ຢ່າງຊັດເຈນ	ກົດລະບຽບຫ້າມສູບຢາຢ່າງຊັດເຈນ.
exploitation	ການຂູດຮີດ	ບົດລາຍງານໄດ້ເປີດເຜີຍການຂູດຮີດຄົນງານ.
explosive	ລະເບີດ	ອຸປະກອນລະເບີດຖືກຍ້າຍອອກຢ່າງປອດໄພ.
extremist	ພວກຫົວຮຸນແຮງ	ກຸ່ມຫົວຮຸນແຮງສູນເສຍການສະໜັບສະໜູນ.
facilitate	ອຳນວຍຄວາມສະດວກ	ແອັບຯຈະອຳນວຍຄວາມສະດວກໃນການຮຽນຮູ້ທາງໄກ.
faction	ກຸ່ມຍ່ອຍ	ກຸ່ມຍ່ອຍໜຶ່ງໄດ້ຕໍ່ຕ້ານຜູ້ນຳ.
faculty	ຄະນະອາຈານ	ຄະນະອາຈານໄດ້ອະນຸມັດຂໍ້ສະເໜີ.
fade	ຈາງລົງ	ສີຈະຈາງລົງໃນແສງແດດ.
fairness	ຄວາມຍຸຕິທຳ	ຄວາມຍຸຕິທຳສຳຄັນໃນທຸກການແຂ່ງຂັນ.
fatal	ເຖິງແກ່ຊີວິດ	ອຸບັດຕິເຫດເຮັດໃຫ້ໄດ້ຮັບບາດເຈັບເຖິງແກ່ຊີວິດ.
fate	ຊະຕາກຳ	ບໍ່ມີໃຜຮູ້ຊະຕາກຳຂອງລາວ.
favourable	ເປັນທີ່ພໍໃຈ	ການທົບທວນແມ່ນເປັນທີ່ພໍໃຈ.
feat	ຜົນງານ	ການປີນຍອດເຂົານັ້ນແມ່ນຜົນງານໜຶ່ງ.
feminist	ນັກສະຕີວິທະຍາ	ຂະບວນການນັກສະຕີວິທະຍາໄດ້ປ່ຽນແປງການໂຕ້ວາທີສາທາລະນະ.
fibre	ເສັ້ນໄຍ	ເຂົ້າຈີ່ນີ້ມີເສັ້ນໄຍພິເສດ.
fierce	ຮຸນແຮງ	ພາຍຸທີ່ຮຸນແຮງໄດ້ສ້າງຄວາມເສຍຫາຍໃຫ້ກັບຫຼັງຄາ.
film-maker	ຜູ້ສ້າງຮູບເງົາ	ຜູ້ສ້າງຮູບເງົາໄດ້ຕອບຄຳຖາມຫຼັງຈາກນັ້ນ.
filter	ຕົວກອງ	ຕົວກອງຈະກຳຈັດຝຸ່ນອອກຈາກອາກາດ.
fine	ຄ່າປັບໃໝ	ບໍລິສັດໄດ້ຈ່າຍຄ່າປັບໃໝ.
firearm	ອາວຸດປືນ	ເຈົ້າໜ້າທີ່ໄດ້ກູ້ຄືນອາວຸດປືນທີ່ຖືກລັກໄປ.
fit	ຄວາມພໍດີ	ເກີບໃໝ່ມີຄວາມພໍດີຫຼາຍ.
fixture	ສິ່ງຕິດຕັ້ງ	ໂຄມໄຟເປັນສິ່ງຕິດຕັ້ງຖາວອນ.
flaw	ຂໍ້ບົກຜ່ອງ	ການອອກແບບມີຂໍ້ບົກຜ່ອງຮ້າຍແຮງໜຶ່ງຢ່າງ.
flawed	ມີຂໍ້ບົກຜ່ອງ	ການສຶກສາທີ່ມີຂໍ້ບົກຜ່ອງໃຫ້ຜົນລັບທີ່ຜິດພາດ.
flee	ຫຼົບໜີ	ຫຼາຍຄອບຄົວຕ້ອງຫຼົບໜີຈາກການຕໍ່ສູ້.
fleet	ກອງເຮືອ	ສາຍການບິນໄດ້ປັບປຸງກອງເຮືອບິນຂອງຕົນ.
flesh	ເນື້ອ	ໜາມໄດ້ແທງເຂົ້າເນື້ອຂອງລາວ.
flexibility	ຄວາມຢືດຢຸ່ນ	ການເຮັດວຽກທາງໄກໃຫ້ຄວາມຢືດຢຸ່ນຫຼາຍກວ່າ.
flourish	ຈະເລີນຮຸ່ງເຮືອງ	ທຸລະກິດຂະໜາດນ້ອຍສາມາດຈະເລີນຮຸ່ງເຮືອງຢູ່ທີ່ນີ້.
