hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
3625:保修	保修	保修	वारंटी में मरम्मत करना	इस कंप्यूटर की एक साल तक मुफ्त वारंटी मरम्मत हो सकती है।	ওয়ারেন্টিতে মেরামত করা	এই কম্পিউটার এক বছর ওয়ারেন্টিতে বিনা খরচে মেরামত করা যাবে।	ipaayos sa ilalim ng warranty	Maaaring ipaayos nang libre ang computer na ito sa ilalim ng warranty sa loob ng isang taon.
3627:爆	爆	爆	फटना; विस्फोट होना	गुब्बारा अचानक फट गया।	ফেটে যাওয়া; বিস্ফোরিত হওয়া	বেলুনটি হঠাৎ ফেটে গেল।	pumutok; sumabog	Biglang pumutok ang lobo.
3629:报刊	报刊	报刊	अख़बार और पत्रिकाएँ	पुस्तकालय में बहुत से चीनी अख़बार और पत्रिकाएँ हैं।	সংবাদপত্র ও সাময়িকী	লাইব্রেরিতে অনেক চীনা সংবাদপত্র ও সাময়িকী আছে।	mga pahayagan at magasin	Maraming pahayagan at magasin sa wikang Tsino sa aklatan.
3635:悲剧	悲剧	悲剧	त्रासदी	यह दुर्घटना एक त्रासदी थी।	ট্র্যাজেডি; মর্মান্তিক ঘটনা	এই দুর্ঘটনাটি একটি মর্মান্তিক ঘটনা ছিল।	trahedya	Isang trahedya ang aksidenteng ito.
3636:悲伤	悲伤	悲伤	दुखी; शोकाकुल	यह खबर सुनकर वह बहुत दुखी हो गया।	দুঃখিত; বিষণ্ন	খবরটি শুনে সে খুব দুঃখিত হয়েছিল।	malungkot; nagdadalamhati	Nang marinig niya ang balita, labis siyang nalungkot.
3638:北美洲	北美洲	北美洲	उत्तरी अमेरिका	कनाडा उत्तरी अमेरिका में स्थित है।	উত্তর আমেরিকা	কানাডা উত্তর আমেরিকায় অবস্থিত।	Hilagang Amerika	Matatagpuan ang Canada sa Hilagang Amerika.
3640:被迫	被迫	被迫	मजबूर; बाध्य	तेज़ बारिश के कारण मैच रद्द करने पर मजबूर होना पड़ा।	বাধ্য; জোরপূর্বক	ভারি বৃষ্টির কারণে ম্যাচটি বাতিল করতে বাধ্য হতে হয়েছিল।	napilitang; pinilit	Dahil sa malakas na ulan, napilitang kanselahin ang laban.
3641:背心	背心	背心	बनियान; बिना बाँह की कमीज़	गर्मियों में वह अक्सर बनियान पहनता है।	গেঞ্জি; হাতাকাটা জামা	গ্রীষ্মে সে প্রায়ই হাতাকাটা জামা পরে।	sando; kamisetang walang manggas	Madalas siyang magsuot ng sando kapag tag-init.
3642:备用	备用	备用	अतिरिक्त; बैकअप उपयोग के लिए	कृपया एक अतिरिक्त चाबी तैयार रखें।	অতিরিক্ত; রিজার্ভ	দয়া করে একটি অতিরিক্ত চাবি প্রস্তুত রাখুন।	reserba; pang-backup	Maghanda po ng isang reserbang susi.
3643:倍增	倍增	倍增	कई गुना बढ़ना	इस साल ऑर्डरों की संख्या बहुत बढ़ गई।	বহুগুণ বৃদ্ধি পাওয়া	এই বছর অর্ডারের সংখ্যা বহুগুণ বেড়েছে।	dumami nang malaki; magdoble nang husto	Lumaki nang husto ang bilang ng mga order ngayong taon.
3644:奔跑	奔跑	奔跑	दौड़ना	बच्चा खेल के मैदान में दौड़ रहा है।	দৌড়ানো	শিশুটি খেলার মাঠে দৌড়াচ্ছে।	tumakbo	Tumatakbo ang bata sa palaruan.
3647:本土	本土	本土	स्थानीय; मातृभूमि	यह कंपनी स्थानीय संस्कृति को महत्व देती है।	স্থানীয়; স্বদেশ	এই কোম্পানি স্থানীয় সংস্কৃতিকে গুরুত্ব দেয়।	lokal; sariling bayan	Pinahahalagahan ng kumpanyang ito ang lokal na kultura.
3648:逼	逼	逼	मजबूर करना; दबाव डालना	बच्चों को वे काम करने पर मजबूर मत करो जो उन्हें पसंद नहीं।	বাধ্য করা; চাপ দেওয়া	শিশুদের অপছন্দের কাজ করতে বাধ্য করবেন না।	pilitin; gipitin	Huwag pilitin ang mga bata na gawin ang ayaw nila.
3651:闭	闭	闭	बंद करना	कृपया दरवाज़ा बंद कर दें।	বন্ধ করা	দয়া করে দরজাটা বন্ধ করুন।	isara	Pakisara ang pinto.
3652:避	避	避	बचना; टालना	गाड़ी चलाते समय भीड़ के समय से बचें।	এড়ানো; পরিহার করা	গাড়ি চালানোর সময় ভিড়ের সময় এড়িয়ে চলুন।	iwasan	Iwasan ang oras ng matinding trapiko kapag nagmamaneho.
3653:必修	必修	必修	अनिवार्य; ज़रूरी	यह पाठ्यक्रम विश्वविद्यालय के पहले वर्ष के छात्रों के लिए अनिवार्य है।	আবশ্যিক; বাধ্যতামূলক	এই কোর্সটি বিশ্ববিদ্যালয়ের প্রথম বর্ষের শিক্ষার্থীদের জন্য বাধ্যতামূলক।	kinakailangan; sapilitan	Ang kursong ito ay sapilitan para sa mga unang-taong estudyante sa unibersidad.
3654:编	编	编	संकलित करना; संपादित करना	वह चीनी भाषा की एक पाठ्यपुस्तक संकलित कर रहा है।	সংকলন করা; সম্পাদনা করা	সে একটি চীনা ভাষার পাঠ্যবই সংকলন করছে।	bumuo; mag-edit	Bumubuo siya ng isang aklat-aralin sa wikang Tsino.
3656:编写	编写	编写	संकलित कर लिखना	शिक्षक ने अभ्यासों का एक सेट तैयार कर लिखा।	সংকলন করে লেখা	শিক্ষক একটি অনুশীলনী সেট তৈরি করে লিখেছেন।	sumulat at bumuo	Bumuo at sumulat ang guro ng isang set ng pagsasanay.
3657:遍地	遍地	遍地	हर जगह; चारों ओर	वसंत में पार्क में हर जगह फूल होते हैं।	সর্বত্র; চারদিকে	বসন্তে পার্কজুড়ে ফুলে ভরে যায়।	sa lahat ng dako	Sa tagsibol, puno ng bulaklak ang parke sa lahat ng dako.
3658:便捷	便捷	便捷	सुविधाजनक; आसान	यह भुगतान तरीका बहुत सुविधाजनक है।	সুবিধাজনক; সহজ	এই পেমেন্ট পদ্ধতিটি খুব সুবিধাজনক।	maginhawa; madali	Napakamaginhawa ng paraang ito ng pagbabayad.
3660:兵	兵	兵	सैनिक	यह सैनिक सीमा पर सेवा करता है।	সৈনিক	এই সৈনিক সীমান্তে দায়িত্ব পালন করে।	sundalo	Naglilingkod sa hangganan ang sundalong ito.
3662:播	播	播	प्रसारित करना; चलाना	टीवी स्टेशन आज रात यह वृत्तचित्र प्रसारित करेगा।	প্রচার করা; চালানো	টিভি চ্যানেলটি আজ রাতে এই প্রামাণ্যচিত্র প্রচার করবে।	isahimpapawid; ipalabas	Iipalabas ng istasyon ng TV ang dokumentaryong ito ngayong gabi.
3670:不适	不适	不适	अस्वस्थता; बेचैनी	दवा लेने के बाद उसे शरीर में असुविधा महसूस हुई।	অসুস্থতা; অস্বস্তি	ওষুধ খাওয়ার পর তার শরীরে অস্বস্তি লাগছিল।	hindi maginhawa; masama ang pakiramdam	Matapos uminom ng gamot, masama ang pakiramdam niya.
3671:不至于	不至于	不至于	इस हद तक नहीं कि	यह छोटी-सी गलती परिणाम को प्रभावित करने लायक नहीं है।	এতটা নয় যে	এই ছোট ভুলটি ফলাফলে প্রভাব ফেলবে বলে মনে হয় না।	hindi naman aabot sa puntong	Ang maliit na pagkakamaling ito ay hindi naman dapat makaapekto sa resulta.
3672:补	补	补	पूरा करना; जोड़ना	इस रिपोर्ट में अभी कुछ आँकड़े जोड़ने हैं।	পূরণ করা; যোগ করা	এই প্রতিবেদনে এখনও কিছু তথ্য যোগ করতে হবে।	dagdagan; kumpunihin	Kailangan pang dagdagan ng ilang datos ang ulat na ito.
3673:捕	捕	捕	पकड़ना; गिरफ़्तार करना	पुलिस ने संदिग्ध को जल्दी पकड़ लिया।	ধরা; গ্রেপ্তার করা	পুলিশ দ্রুত সন্দেহভাজনকে ধরেছে।	hulihin; dakpin	Mabilis na nahuli ng pulisya ang suspek.
3675:补课	补课	补课	छूटी कक्षाएँ पूरी करना	बीमार होने के बाद उसे छूटी कक्षाएँ पूरी करनी हैं।	মিস করা ক্লাস পূরণ করা	অসুস্থ হওয়ার পর তাকে মিস করা ক্লাস পূরণ করতে হবে।	humabol sa klase	Pagkatapos magkasakit, kailangan niyang humabol sa mga klase.
3677:补习	补习	补习	अतिरिक्त पढ़ाई करना; ट्यूशन लेना	वह सप्ताहांत में गणित की अतिरिक्त पढ़ाई करती है।	অতিরিক্ত পড়া; টিউশন করা	সে সাপ্তাহিক ছুটিতে গণিতের টিউশন করে।	mag-extra lesson; mag-tutor	Tuwing weekend, kumukuha siya ng dagdag na aralin sa matematika.
3680:不曾	不曾	不曾	कभी नहीं; एक बार भी नहीं	मैंने इस बात के बारे में कभी नहीं सुना।	কখনও নয়; একবারও নয়	আমি এই বিষয়টি কখনও শুনিনি।	hindi kailanman; ni minsan	Hindi ko pa kailanman narinig ang bagay na ito.
3681:不成	不成	不成	काम न करना; असफल होना	मुझे डर है कि इस तरह करने से काम नहीं बनेगा।	কাজ না হওয়া; ব্যর্থ হওয়া	এভাবে করলে সম্ভবত কাজ হবে না।	hindi uubra; mabigo	Natatakot akong hindi uubra kung ganito ang gagawin.
3682:不得	不得	不得	नहीं कर सकते; अनुमति नहीं है	सार्वजनिक स्थानों पर धूम्रपान की अनुमति नहीं है।	করতে নেই; অনুমতি নেই	সার্বজনীন স্থানে ধূমপান করা যাবে না।	hindi maaari; bawal	Bawal manigarilyo sa mga pampublikong lugar.
3683:部队	部队	部队	सैन्य इकाई; सेना	यह सैन्य इकाई पहाड़ों में प्रशिक्षण ले रही है।	সামরিক ইউনিট; সেনাদল	এই সামরিক ইউনিটটি পাহাড়ি এলাকায় প্রশিক্ষণ নিচ্ছে।	yunit ng hukbo; tropa	Nagsasanay sa kabundukan ang yunit ng hukbong ito.
3687:不许	不许	不许	अनुमति नहीं; मना है	यहाँ पार्किंग की अनुमति नहीं है।	অনুমতি নেই; নিষেধ	এখানে পার্কিং করা যাবে না।	hindi pinapayagan; bawal	Bawal pumarada dito.
3688:不宜	不宜	不宜	उचित नहीं; सलाह योग्य नहीं	भोजन के तुरंत बाद व्यायाम करना उचित नहीं है।	উপযুক্ত নয়; করা ঠিক নয়	খাওয়ার পরপরই ব্যায়াম করা ঠিক নয়।	hindi angkop; hindi ipinapayo	Hindi ipinapayong mag-ehersisyo agad pagkatapos kumain.
3689:不已	不已	不已	बेहद; लगातार	अच्छी खबर सुनकर सब बेहद उत्साहित हो गए।	অত্যন্ত; থামাহীনভাবে	ভালো খবর শুনে সবাই অত্যন্ত উত্তেজিত হয়েছিল।	labis; walang tigil	Nang marinig ang magandang balita, labis na natuwa ang lahat.
3693:猜测	猜测	猜测	अनुमान लगाना; अटकल लगाना	वह सिर्फ अनुमान लगा रहा है, अभी उसके पास सबूत नहीं है।	অনুমান করা; আন্দাজ করা	সে শুধু আন্দাজ করছে, এখনও কোনও প্রমাণ নেই।	hulaan; mag-akala	Nanghuhula lang siya at wala pa siyang ebidensya.
3696:才华	才华	才华	प्रतिभा; वरदान	उसमें संगीत की बड़ी प्रतिभा है।	প্রতিভা; গুণ	সঙ্গীতে তার বড় প্রতিভা আছে।	talento; likas na galing	May malaking talento siya sa musika.
3697:才能	才能	才能	योग्यता; प्रतिभा	इस परियोजना के लिए प्रबंधन क्षमता चाहिए।	সামর্থ্য; প্রতিভা	এই প্রকল্পের জন্য ব্যবস্থাপনার সামর্থ্য দরকার।	kakayahan; talento	Kailangan ng proyektong ito ang kakayahan sa pamamahala.
3699:财物	财物	财物	संपत्ति; निजी सामान	कृपया अपने निजी सामान की अच्छी तरह देखभाल करें।	সম্পত্তি; ব্যক্তিগত জিনিসপত্র	দয়া করে নিজের ব্যক্তিগত জিনিসপত্র ভালোভাবে রাখুন।	ari-arian; personal na gamit	Pakisigurong mabuti ang pag-iingat sa personal na gamit.
3700:材质	材质	材质	सामग्री; बनावट	इस कपड़े की सामग्री बहुत आरामदायक है।	উপাদান; টেক্সচার	এই পোশাকের উপাদান খুব আরামদায়ক।	material; tekstura	Maginhawa ang materyal ng damit na ito.
3707:参展	参展	参展	प्रदर्शनी में भाग लेना	कंपनी इस साल पहली बार प्रदर्शनी में भाग ले रही है।	প্রদর্শনীতে অংশ নেওয়া	কোম্পানিটি এ বছর প্রথমবার প্রদর্শনীতে অংশ নিচ্ছে।	lumahok sa eksibisyon	Unang beses lalahok sa eksibisyon ang kumpanya ngayong taon.
3710:草原	草原	草原	घास का मैदान; स्तेपी	गर्मियों का घास का मैदान बहुत सुंदर होता है।	তৃণভূমি; স্তেপ	গ্রীষ্মের তৃণভূমি খুব সুন্দর।	damuhan; kaparangan	Napakaganda ng damuhan tuwing tag-init.
3711:侧	侧	侧	पक्ष; किनारा	वह सड़क के बाएँ किनारे खड़ा था।	পাশ; দিক	সে রাস্তার বাম পাশে দাঁড়িয়েছিল।	gilid; panig	Nakatayo siya sa kaliwang gilid ng daan.
3716:层面	层面	层面	स्तर; पहलू	इस मुद्दे का विश्लेषण कानूनी स्तर पर करना होगा।	স্তর; দিক	এই বিষয়টি আইনি দিক থেকে বিশ্লেষণ করা দরকার।	antas; aspeto	Kailangang suriin ang isyung ito mula sa legal na aspeto.
3717:叉	叉	叉	काँटा	वेटर ने मुझे एक काँटा दिया।	কাঁটা চামচ	ওয়েটার আমাকে একটি কাঁটা চামচ দিল।	tinidor	Binigyan ako ng waiter ng isang tinidor.
3718:差异	差异	差异	अंतर; भिन्नता	उत्तर और दक्षिण की जलवायु में बड़ा अंतर है।	পার্থক্য; বৈষম্য	উত্তর ও দক্ষিণের আবহাওয়ার মধ্যে বড় পার্থক্য আছে।	pagkakaiba; agwat	Malaki ang pagkakaiba ng klima sa hilaga at timog.
3720:查询	查询	查询	खोजना; पूछताछ करना	तुम उड़ान की जानकारी इंटरनेट पर खोज सकते हो।	খোঁজা; জিজ্ঞাসা করা	তুমি অনলাইনে ফ্লাইটের তথ্য খুঁজে দেখতে পারো।	hanapin; magtanong	Maaari mong hanapin online ang impormasyon ng flight.
3721:拆除	拆除	拆除	तोड़ना; हटाना	यह पुराना पुल अगले महीने तोड़ा जाएगा।	ভেঙে ফেলা; সরানো	এই পুরোনো সেতুটি আগামী মাসে ভেঙে ফেলা হবে।	gibain; tanggalin	Gigibain ang lumang tulay na ito sa susunod na buwan.
3722:产出	产出	产出	उत्पादन करना; उपज देना	यह ज़मीन हर साल बहुत अनाज देती है।	উৎপাদন করা; ফলন দেওয়া	এই জমি প্রতি বছর অনেক শস্য উৎপাদন করে।	lumikha; magbigay ng ani	Maraming butil ang naaani sa lupang ito bawat taon.
3723:产地	产地	产地	उत्पत्ति स्थान; उत्पादन क्षेत्र	इस चाय का उत्पत्ति स्थान युन्नान में है।	উৎপত্তিস্থল; উৎপাদন এলাকা	এই চায়ের উৎপত্তিস্থল ইউনানে।	pinagmulan; lugar ng produksyon	Nasa Yunnan ang pinagmulan ng tsaang ito.
3724:肠	肠	肠	आँत	डॉक्टर ने उसकी आँत की जाँच की।	অন্ত্র	ডাক্তার তার অন্ত্র পরীক্ষা করেছেন।	bituka	Sinuri ng doktor ang kanyang bituka.
3725:长短	长短	长短	लंबाई; लंबाई का अंतर	इन दो रस्सियों की लंबाई अलग है।	দৈর্ঘ্য; দৈর্ঘ্যের পার্থক্য	এই দুই দড়ির দৈর্ঘ্য আলাদা।	haba; pagkakaiba ng haba	Magkaiba ang haba ng dalawang lubid na ito.
3726:常规	常规	常规	नियमित; पारंपरिक	यह अस्पताल की नियमित जाँच है।	নিয়মিত; প্রচলিত	এটি হাসপাতালে নিয়মিত পরীক্ষা।	karaniwan; regular	Ito ay regular na pagsusuri sa ospital.
3727:常年	常年	常年	साल भर; हमेशा	यहाँ साल भर मौसम हल्का रहता है।	সারা বছর; নিয়মিত	এখানে সারা বছর আবহাওয়া মৃদু থাকে।	buong taon; palagian	Maaliwalas ang klima rito buong taon.
3728:长寿	长寿	长寿	दीर्घायु; लंबी उम्र	स्वस्थ जीवनशैली दीर्घायु में मदद करती है।	দীর্ঘায়ু	স্বাস্থ্যকর জীবনযাপন দীর্ঘায়ুতে সাহায্য করে।	mahabang buhay; pagiging mahaba ang buhay	Nakatutulong sa mahabang buhay ang malusog na pamumuhay.
3729:常温	常温	常温	कमरे का तापमान; सामान्य तापमान	यह दवा कमरे के तापमान पर रखी जा सकती है।	কক্ষ তাপমাত্রা; স্বাভাবিক তাপমাত্রা	এই ওষুধ কক্ষ তাপমাত্রায় রাখা যায়।	temperatura ng kuwarto; normal na temperatura	Maaaring itago ang gamot na ito sa temperatura ng kuwarto.
3730:场次	场次	场次	प्रदर्शन समय; सत्र	आज के प्रदर्शन के तीन शो हैं।	শো টাইম; সেশন	আজকের অনুষ্ঠানের তিনটি শো আছে।	sesyon; oras ng palabas	May tatlong oras ng palabas ang pagtatanghal ngayon.
3731:场地	场地	场地	स्थान; मैदान	स्कूल ने प्रतियोगिता के लिए स्थान दिया।	স্থান; ভেন্যু	স্কুল প্রতিযোগিতার জন্য স্থান দিয়েছে।	lugar; venue	Nagbigay ang paaralan ng lugar para sa kompetisyon.
3732:场馆	场馆	场馆	स्थल; स्टेडियम	नया स्थल बीस हज़ार लोगों को समा सकता है।	ভেন্যু; স্টেডিয়াম	নতুন ভেন্যুতে বিশ হাজার মানুষ বসতে পারে।	pasilidad; istadyum	Kayang tumanggap ng dalawampung libong tao ang bagong pasilidad.
3734:厂家	厂家	厂家	निर्माता; कारखाना	यह निर्माता बिक्री के बाद सेवा देता है।	প্রস্তুতকারক; কারখানা	এই প্রস্তুতকারক বিক্রয়োত্তর সেবা দেয়।	tagagawa; pabrika	Nagbibigay ng after-sales service ang tagagawang ito.
3735:场景	场景	场景	दृश्य; प्रसंग	फ़िल्म का यह दृश्य बहुत भावुक है।	দৃশ্য; পরিস্থিতি	সিনেমার এই দৃশ্যটি খুব আবেগঘন।	eksena; tagpo	Nakaaantig ang eksenang ito sa pelikula.
3737:厂商	厂商	厂商	निर्माता; विक्रेता	कई निर्माताओं ने लॉन्च कार्यक्रम में भाग लिया।	প্রস্তুতকারক; বিক্রেতা	অনেক বিক্রেতা প্রকাশনা অনুষ্ঠানে অংশ নিয়েছে।	tagagawa; vendor	Maraming vendor ang dumalo sa launch event.
3746:炒股	炒股	炒股	शेयरों का व्यापार करना	उसने हाल ही में शेयर ट्रेडिंग सीखना शुरू किया।	শেয়ার লেনদেন করা	সে সম্প্রতি শেয়ার লেনদেন শেখা শুরু করেছে।	mag-trade ng stock	Kamakailan siyang nagsimulang matuto ng stock trading.
3748:撤回	撤回	撤回	वापस लेना; रद्द करना	कंपनी ने यह आवेदन वापस ले लिया।	প্রত্যাহার করা; ফিরিয়ে নেওয়া	কোম্পানি এই আবেদনটি প্রত্যাহার করেছে।	bawiin; umatras	Binawi ng kumpanya ang aplikasyong ito.
3752:撑	撑	撑	सहारा देना; खोलकर तानना	यह छाता अब खुल नहीं पा रहा है।	ভর দেওয়া; ছাতা খোলা	এই ছাতাটি আর খোলা যাচ্ছে না।	suportahan; buksan nang nakaunat	Hindi na mabuksan ang payong na ito.
3755:称作	称作	称作	कहना; कहलाना	लोग इस जगह को शहर का बाग़ कहते हैं।	ডাকা; বলা হয়	মানুষ এই জায়গাটিকে শহরের বাগান বলে।	tawagin; tawaging	Tinatawag ng mga tao ang lugar na ito na hardin ng lungsod.
3756:成	成	成	दसवां हिस्सा; अनुपात	इस साल आय तीस प्रतिशत बढ़ी।	দশভাগের এক ভাগ; অনুপাত	এই বছর আয় ত্রিশ শতাংশ বেড়েছে।	ikasampung bahagi; proporsyon	Tumaas ng tatlumpung porsiyento ang kita ngayong taon.
3763:成千上万	成千上万	成千上万	हज़ारों-हज़ार	हज़ारों-हज़ार लोग जुलूस में शामिल हुए।	হাজারে হাজারে; অগণিত	হাজারে হাজারে মানুষ মিছিলে যোগ দিয়েছে।	libo-libo	Libo-libong tao ang sumali sa parada.
3766:诚信	诚信	诚信	ईमानदारी; विश्वसनीयता	व्यापार में सबसे महत्वपूर्ण चीज़ ईमानदारी है।	সততা; বিশ্বস্ততা	ব্যবসায় সবচেয়ে গুরুত্বপূর্ণ বিষয় সততা।	katapatan; integridad	Sa negosyo, pinakamahalaga ang katapatan.
3768:城镇	城镇	城镇	कस्बा; शहरी बस्ती	यह कस्बा समुद्र के पास है।	শহরতলি; নগর বসতি	এই শহরটি সমুদ্রের কাছে।	bayan; urbanong pamayanan	Malapit sa tabing-dagat ang bayang ito.
3770:持有	持有	持有	रखना; धारित करना	वह इस कंपनी के शेयर रखता है।	ধারণ করা; মালিকানা রাখা	তিনি এই কোম্পানির শেয়ার ধারণ করেন।	maghawak; magkaroon	May hawak siyang mga share sa kumpanyang ito.
3771:尺	尺	尺	ची; चीनी फुट	यह कपड़ा तीन ची लंबा है।	চি; চীনা ফুট	এই কাপড়টি তিন চি লম্বা।	chi; sukat na Tsino	Tatlong chi ang haba ng telang ito.
3772:尺寸	尺寸	尺寸	आकार; माप	कृपया डिब्बे का आकार पक्का करें।	আকার; মাপ	অনুগ্রহ করে বাক্সের মাপ নিশ্চিত করুন।	sukat; dimensiyon	Pakikumpirma ang sukat ng kahon.
3778:重建	重建	重建	फिर से बनाना; पुनर्निर्माण करना	भूकंप के बाद गांव ने पुनर्निर्माण शुरू किया।	পুনর্গঠন করা; আবার তৈরি করা	ভূমিকম্পের পর গ্রামটি পুনর্গঠন শুরু করল।	muling itayo; muling buuin	Pagkatapos ng lindol, nagsimulang muling itayo ang nayon.
3780:抽奖	抽奖	抽奖	लॉटरी निकालना; इनामी ड्रॉ	टिकट खरीदने वाले लोग इनामी ड्रॉ में भाग ले सकते हैं।	লটারি ড্র; পুরস্কার ড্র	টিকিট কেনা লোকেরা পুরস্কার ড্রতে অংশ নিতে পারে।	raffle; bunutan ng premyo	Maaaring sumali sa raffle ang mga bumili ng tiket.
3782:愁	愁	愁	चिंता करना; परेशान होना	वह काम की बात को लेकर चिंता कर रहा है।	চিন্তা করা; দুশ্চিন্তায় থাকা	সে কাজের ব্যাপার নিয়ে দুশ্চিন্তা করছে।	mag-alala; mabahala	Nag-aalala siya tungkol sa trabaho.
3785:出场	出场	出场	मंच पर आना; मैदान में उतरना	मुख्य पात्र सबसे आखिर में मंच पर आया।	মঞ্চে আসা; উপস্থিত হওয়া	প্রধান চরিত্রটি সবার শেষে মঞ্চে এল।	lumabas sa entablado; lumitaw	Huling lumabas ang pangunahing tauhan.
3786:初等	初等	初等	प्रारंभिक; बुनियादी	यह किताब प्रारंभिक गणित का परिचय देती है।	প্রাথমিক; মৌলিক	এই বইটি প্রাথমিক গণিত পরিচয় করায়।	elementarya; panimula	Ipinapakilala ng aklat na ito ang panimulang matematika.
3787:出境	出境	出境	देश से बाहर जाना; सीमा पार निकास	देश से बाहर जाने की प्रक्रिया के लिए पासपोर्ट चाहिए।	দেশ ছাড়া; বহির্গমন	দেশ ছাড়ার আনুষ্ঠানিকতা সম্পন্ন করতে পাসপোর্ট লাগে।	umalis ng bansa; exit procedure	Kailangan ng pasaporte para tapusin ang mga proseso sa paglabas ng bansa.
3788:出力	出力	出力	मेहनत लगाना; योगदान देना	इस परियोजना में सभी मेहनत लगाने को तैयार हैं।	শ্রম দেওয়া; অবদান রাখা	এই প্রকল্পে সবাই শ্রম দিতে রাজি।	tumulong; mag-ambag ng lakas	Handang tumulong ang lahat sa proyektong ito.
3789:出名	出名	出名	प्रसिद्ध होना; नामी होना	यह छोटी दुकान अपनी ब्रेड के कारण प्रसिद्ध है।	বিখ্যাত হওয়া; নাম করা	এই ছোট দোকানটি রুটির জন্য বিখ্যাত।	sikat; kilala	Sikat ang maliit na tindahang ito dahil sa tinapay nito.
3790:出入	出入	出入	आना-जाना; प्रवेश और निकास	आवासीय परिसर में आने-जाने के लिए कार्ड स्वाइप करना पड़ता है।	আসা-যাওয়া; প্রবেশ ও প্রস্থান	আবাসিক এলাকায় আসা-যাওয়ার জন্য কার্ড সোয়াইপ করতে হয়।	pasok-labas; pagpasok at paglabas	Kailangang mag-swipe ng card sa pagpasok at paglabas sa tirahang lugar.
3792:出游	出游	出游	घूमने जाना; यात्रा पर निकलना	छुट्टी में कई परिवार घूमने जाना चुनते हैं।	ঘুরতে যাওয়া; ভ্রমণে বের হওয়া	ছুটিতে অনেক পরিবার ভ্রমণে যেতে পছন্দ করে।	mamasyal; bumiyahe	Maraming pamilya ang pinipiling mamasyal tuwing bakasyon.
