desperate	They made a desperate call.
detailed	The guide is very detailed.
detect	Dogs can detect smoke.
dig	They dig wells in summer.
disc	The disc was scratched.
discipline	Discipline helps athletes improve.
dishonest	His answer sounded dishonest.
dismiss	The manager dismissed the complaint.
display	The screen displays the score.
distribute	Volunteers distributed clean water.
distribution	Distribution began after sunrise.
district	The district elected a mayor.
division	The division handles legal cases.
domestic	Domestic flights are cheaper.
dominate	One company may dominate the market.
downwards	The path slopes downwards.
dozen	She bought a dozen eggs.
draft	Please review the draft.
drag	Do not drag the table.
dramatic	The results were dramatic.
edit	She edited the article.
edition	This edition includes new photos.
efficient	The system is efficient.
elderly	Elderly residents need support.
elect	Voters elect a new council.
elsewhere	We looked elsewhere for help.
emerge	Details emerged after midnight.
emotional	The speech was emotional.
emphasis	Put emphasis on safety.
emphasize	Teachers emphasize daily practice.
enable	The app enables quick payments.
encounter	We encountered heavy traffic.
engage	The course engages adult learners.
enhance	Lighting can enhance the room.
enquiry	The enquiry lasted three months.
ensure	Check twice to ensure accuracy.
enthusiasm	Her enthusiasm encouraged the group.
enthusiastic	The volunteers were enthusiastic.
entire	The entire village lost power.
entirely	The story is entirely false.
establish	They established clear rules.
estate	The estate includes several farms.
estimate	We estimate ten thousand visitors.
ethical	The decision raised ethical questions.
evaluate	Experts will evaluate the design.
evil	The king feared evil spirits.
examination	The examination lasted one hour.
excuse	That excuse sounded weak.
executive	The executive approved the deal.
existence	Their existence was unknown.
expectation	Expectation was high before launch.
expense	Travel is our biggest expense.
exploration	Space exploration inspires children.
expose	The article exposed corruption.
extend	They extended the deadline.
extent	We knew the extent later.
external	External pressure influenced them.
extraordinary	Her recovery was extraordinary.
facility	The facility opened in June.
failure	Failure taught him patience.
faith	She kept faith in him.
fault	The accident was my fault.
feather	A feather fell from the pillow.
fee	The fee includes lunch.
feedback	Feedback helped improve the course.
fellow	Fellow workers supported her.
finance	The bank will finance expansion.
finding	The finding surprised researchers.
firm	The firm hired new staff.
flame	A small flame appeared.
flash	A flash lit the sky.
flexible	The schedule is flexible.
float	Leaves float on water.
folding	He carried a folding chair.
forgive	Can you forgive him?
former	The former mayor returned.
fortune	They lost a fortune.
found	They founded a small charity.
freedom	Freedom requires responsibility.
frequency	The frequency increased in winter.
fully	The hotel is fully booked.
fund	The fund supports local schools.
fundamental	Respect is fundamental here.
funding	Funding ended last year.
furthermore	Furthermore, costs are rising.
gain	Students gain confidence quickly.
gang	A gang controlled the street.
generate	Solar panels generate power.
genre	Comedy is her favourite genre.
govern	Laws govern public spending.
grab	He grabbed my arm.
gradually	The pain gradually disappeared.
grand	The hotel has a grand entrance.
grant	The grant paid for equipment.
guarantee	The ticket guarantees entry.
handle	She handled the complaint calmly.
harm	Smoking can harm health.
harmful	That chemical is harmful.
hearing	Her hearing improved.
heaven	They imagined heaven above.
heel	His heel hurt badly.
hell	The trip was hell.
hesitate	Do not hesitate to ask.
hollow	The tree was hollow inside.
holy	They visited a holy place.
honour	They fought for honour.
household	Each household received water.
housing	Housing costs keep rising.
humorous	His story was humorous.
humour	Humour helped reduce tension.
hunting	Hunting is banned here.
illustrate	Examples illustrate the rule.
illustration	The illustration shows the process.
imagination	Children use imagination freely.
impatient	Drivers became impatient.
imply	His silence may imply agreement.
impose	The court imposed a fine.
impress	Her courage impressed everyone.
impressed	I was impressed by her work.
inch	Move it one inch left.
incident	The incident caused concern.
income	Their income increased slowly.
increasingly	Housing is increasingly expensive.
industrial	The town has industrial roots.
infection	The infection spread quickly.
inform	Please inform the manager.
initial	The initial cost was high.
initially	Initially, nobody believed him.
initiative	She launched a new initiative.
inner	The inner door was locked.
insight	The report offers useful insight.
insist	They insist on safety checks.
inspire	Her story may inspire others.
install	They installed a new heater.
instance	This is one clear instance.
