source_headword	TH	example_TH
unemployed	ตกงาน	เธอตกงานมาสองเดือนแล้ว.
unemployment	การว่างงาน	การว่างงานเพิ่มสูงขึ้นในช่วงฤดูหนาว.
unfair	ไม่ยุติธรรม	การตัดสินใจดูเหมือนไม่ยุติธรรม.
union	สหภาพ	สหภาพเรียกร้องการทำงานที่ปลอดภัยยิ่งขึ้น.
unless	เว้นแต่	อย่าออกไปเว้นแต่ฉันจะโทรหา.
unlike	ไม่เหมือนกับ	ไม่เหมือนกับทอมแอนนารักฤดูหนาว.
unlikely	ไม่น่าจะเกิดขึ้น	สัปดาห์นี้ไม่น่าจะมีหิมะตก.
unnecessary	ไม่จำเป็น	กระเป๋าเพิ่มเติมนั้นไม่จำเป็น.
unpleasant	ไม่น่าพอใจ	ห้องนี้มีกลิ่นไม่น่าพอใจ.
update	อัปเดต	ฉันต้องอัปเดตโทรศัพท์ของฉัน.
upon	เมื่อ	กาลครั้งหนึ่งนานมาแล้วมีพระราชาองค์หนึ่ง.
upset	อารมณ์เสีย	เธอรู้สึกอารมณ์เสียหลังจากสายโทรศัพท์นั้น.
used1	ถูกใช้	ห้องนี้ถูกใช้สำหรับการประชุม.
used2	คุ้นเคย	ฉันคุ้นเคยกับการตื่นเช้า.
valuable	มีค่า	นาฬิกาเรือนนี้มีค่า.
value	มูลค่า	บ้านสูญเสียมูลค่าเมื่อปีที่แล้ว.
various	ต่างๆ	เราลองอาหารท้องถิ่นต่างๆ.
version	เวอร์ชัน	เวอร์ชันนี้ใช้งานได้ดีกว่า.
victim	เหยื่อ	เหยื่อโทรแจ้งตำรวจ.
viewer	ผู้ชม	ผู้ชมคนหนึ่งถามคำถาม.
violent	รุนแรง	ภาพยนตร์เรื่องนี้รุนแรงเกินไป.
volunteer	อาสาสมัคร	ฉันเป็นอาสาสมัครที่ห้องสมุด.
vote	ลงคะแนนเสียง	อย่าลืมลงคะแนนเสียงพรุ่งนี้.
warn	เตือน	ฉันพยายามเตือนเขาแล้ว.
warning	คำเตือน	คำเตือนปรากฏขึ้นบนหน้าจอ.
waste	สิ้นเปลือง	อย่าสิ้นเปลืองน้ำสะอาด.
weapon	อาวุธ	มีดกลายเป็นอาวุธ.
weigh	ชั่งน้ำหนัก	ชั่งน้ำหนักแป้งอย่างระมัดระวัง.
western	ตะวันตก	พวกเขาดูภาพยนตร์คาวบอย.
whatever	อะไรก็ตาม	เลือกอะไรก็ตามที่คุณชอบ.
whenever	เมื่อใดก็ตาม	โทรหาเมื่อใดก็ตามที่คุณต้องการความช่วยเหลือ.
whether	หรือไม่	ฉันไม่รู้ว่าเธอจะเห็นด้วยหรือไม่.
wing	ปีก	นกเจ็บปีกหนึ่งข้าง.
within	ภายใน	โปรดตอบกลับภายในสองวัน.
wonder	สงสัย	ฉันสงสัยว่าเกิดอะไรขึ้น.
wool	ขนสัตว์	เสื้อโค้ทตัวนี้ทำจากขนสัตว์.
worldwide	ทั่วโลก	เพลงนี้กลายเป็นที่นิยมทั่วโลก.
worth	คุ้มค่า	หนังสือเล่มนี้คุ้มค่าแก่การอ่าน.
written	เป็นลายลักษณ์อักษร	โปรดส่งคำแนะนำเป็นลายลักษณ์อักษร.
yard	สนาม	เด็กๆเล่นกันในลานบ้าน.
youth	เยาวชน	สโมสรเยาวชนสนับสนุนวัยรุ่นในท้องถิ่น.
