source_headword	KN	example_KN
liberty	ಸ್ವಾತಂತ್ರ್ಯ	ಕಾನೂನು ವೈಯಕ್ತಿಕ ಸ್ವಾತಂತ್ರ್ಯವನ್ನು ರಕ್ಷಿಸುತ್ತದೆ.
license	ಪರವಾನಗಿ ನೀಡು	ರಾಜ್ಯವು ಹೊಸ ಕ್ಲಿನಿಕ್‌ಗಳಿಗೆ ಪರವಾನಗಿ ನೀಡಬಹುದು.
lifelong	ಆಜೀವ	ಅವಳು ಅಲ್ಲಿ ಆಜೀವ ಸ್ನೇಹಿತರನ್ನು ಸಂಪಾದಿಸಿದಳು.
likelihood	ಸಾಧ್ಯತೆ	ಮಳೆಯಾಗುವ ಸಾಧ್ಯತೆ ಹೆಚ್ಚಾಗಿದೆ.
limb	ಅಂಗ	ಗಾಯಗೊಂಡ ಅಂಗವು ನಿಧಾನವಾಗಿ ಗುಣವಾಯಿತು.
linear	ರೇಖೀಯ	ಚಾರ್ಟ್ ರೇಖೀಯ ಪ್ರವೃತ್ತಿಯನ್ನು ತೋರಿಸುತ್ತದೆ.
line-up	ಲೈನ್-ಅಪ್	ಉತ್ಸವದ ಲೈನ್-ಅಪ್‌ನಲ್ಲಿ ಸ್ಥಳೀಯ ಬ್ಯಾಂಡ್‌ಗಳು ಸೇರಿವೆ.
linger	ಉಳಿದುಕೊಳ್ಳು	ವಾಸನೆಯು ಗಂಟೆಗಳ ಕಾಲ ಉಳಿದುಕೊಳ್ಳಬಹುದು.
listing	ಪಟ್ಟಿ	ಅಪಾರ್ಟ್ಮೆಂಟ್ ಪಟ್ಟಿ ನಿಖರವಾಗಿದೆ ಎಂದು ತೋರಿತು.
literacy	ಸಾಕ್ಷರತೆ	ವಯಸ್ಕರ ಸಾಕ್ಷರತಾ ಕಾರ್ಯಕ್ರಮಗಳು ವಿಸ್ತರಿಸಿದವು.
liver	ಯಕೃತ್ತು	ಯಕೃತ್ತು ಹಾನಿಕಾರಕ ವಸ್ತುಗಳನ್ನು ಫಿಲ್ಟರ್ ಮಾಡುತ್ತದೆ.
lobby	ಲಾಬಿ	ಮಧ್ಯಾಹ್ನದ ನಂತರ ಲಾಬಿ ಕಿಕ್ಕಿರಿದು ತುಂಬಿತ್ತು.
log	ಲಾಗ್ / ದಾಖಲೆ	ಸಿಸ್ಟಮ್ ದೈನಂದಿನ ದಾಖಲೆಯನ್ನು ಇಡುತ್ತದೆ.
logic	ತರ್ಕ	ಅವನ ವಾದದ ತರ್ಕವು ವಿಫಲವಾಯಿತು.
long-standing	ದೀರ್ಘಕಾಲದ	ಅವರು ದೀರ್ಘಕಾಲದ ವಿವಾದವನ್ನು ಬಗೆಹರಿಸಿದರು.
long-time	ದೀರ್ಘಕಾಲದ	ಅವಳು ದೀರ್ಘಕಾಲದ ಸ್ವಯಂಸೇವಕಿ.
loom	ಕವಿದುಕೊಳ್ಳು	ಕಣಿವೆಯ ಮೇಲೆ ಕಪ್ಪು ಮೋಡಗಳು ಕವಿದಿವೆ.
loop	ಕುಣಿಕೆ / ಲೂಪ್	ಕಾಲುದಾರಿಯು ಒಂದು ಲೂಪ್ ಅನ್ನು ರೂಪಿಸುತ್ತದೆ.
loyalty	ನಿಷ್ಠೆ	ಅವನ ನಿಷ್ಠೆಯು ತಂಡವನ್ನು ಮೆಚ್ಚಿಸಿತು.
machinery	ಯಂತ್ರೋಪಕರಣಗಳು	ಕಾರ್ಖಾನೆಯು ಹೊಸ ಯಂತ್ರೋಪಕರಣಗಳನ್ನು ಸ್ಥಾಪಿಸಿತು.
magical	ಮಾಂತ್ರಿಕ	ಉದ್ಯಾನವನವು ರಾತ್ರಿಯಲ್ಲಿ ಮಾಂತ್ರಿಕವಾಗಿ ಕಾಣುತ್ತಿತ್ತು.
magistrate	ಮ್ಯಾಜಿಸ್ಟ್ರೇಟ್	ಮ್ಯಾಜಿಸ್ಟ್ರೇಟ್ ಪ್ರಕರಣದ ವಿಚಾರಣೆ ನಡೆಸಿದರು.
magnetic	ಕಾಂತೀಯ	ಕಾಂತಕ್ಷೇತ್ರವು ದಿಕ್ಸೂಚಿಯ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರಿತು.
magnitude	ಪ್ರಮಾಣ / ತೀವ್ರತೆ	ಹಾನಿಯ ಪ್ರಮಾಣ ಸ್ಪಷ್ಟವಾಗಿತ್ತು.
mainland	ಮುಖ್ಯಭೂಮಿ	ದೋಣಿಯು ದ್ವೀಪಗಳನ್ನು ಮುಖ್ಯಭೂಮಿಗೆ ಸಂಪರ್ಕಿಸುತ್ತದೆ.
mainstream	ಮುಖ್ಯವಾಹಿನಿ	ಕಲ್ಪನೆಯು ಮುಖ್ಯವಾಹಿನಿಯ ರಾಜಕೀಯವನ್ನು ಪ್ರವೇಶಿಸಿತು.
maintenance	ನಿರ್ವಹಣೆ	ನಿಯಮಿತ ನಿರ್ವಹಣೆಯು ಸ್ಥಗಿತಗಳನ್ನು ತಡೆಯುತ್ತದೆ.
mandate	ಜನಾದೇಶ / ಆದೇಶ	ಅಧ್ಯಕ್ಷರು ಪ್ರಬಲ ಜನಾದೇಶವನ್ನು ಪಡೆದರು.
mandatory	ಕಡ್ಡಾಯ	ತರಬೇತಿ ಪಡೆಯುವವರಿಗೆ ಹಾಜರಾತಿ ಕಡ್ಡಾಯವಾಗಿದೆ.
manifest	ಪ್ರಕಟವಾಗು	ರೋಗಲಕ್ಷಣಗಳು ವಾರಗಳ ನಂತರ ಪ್ರಕಟವಾಗಬಹುದು.
manipulate	ಕುಶಲತೆಯಿಂದ ನಿರ್ವಹಿಸು / ತಿರುಚು	ಸಮೀಕ್ಷೆಯ ಫಲಿತಾಂಶಗಳನ್ನು ತಿರುಚಬೇಡಿ.
manipulation	ಕುಶಲತೆ / ತಿರುಚುವಿಕೆ	ಡೇಟಾ ತಿರುಚುವಿಕೆಯನ್ನು ಕಂಡುಹಿಡಿಯಲಾಯಿತು.
manuscript	ಹಸ್ತಪ್ರತಿ	ಪ್ರಕಾಶಕರು ಅವಳ ಹಸ್ತಪ್ರತಿಯನ್ನು ಒಪ್ಪಿಕೊಂಡರು.
march	ಮೆರವಣಿಗೆ	ಪ್ರತಿಭಟನಾಕಾರರು ನಗರದ ಮಧ್ಯಭಾಗದಲ್ಲಿ ಮೆರವಣಿಗೆ ಮಾಡಲಿದ್ದಾರೆ.
marginal	ಕನಿಷ್ಠ	ಬದಲಾವಣೆಯು ಕನಿಷ್ಠ ಪ್ರಯೋಜನಗಳನ್ನು ಹೊಂದಿತ್ತು.
marine	ಸಮುದ್ರದ	ಸಮುದ್ರ ಜೀವಿಗಳಿಗೆ ಶುದ್ಧ ನೀರಿನ ಅಗತ್ಯವಿದೆ.
marketplace	ಮಾರುಕಟ್ಟೆ	ಆನ್‌ಲೈನ್ ಮಾರುಕಟ್ಟೆಯು ತ್ವರಿತವಾಗಿ ವಿಸ್ತರಿಸಿತು.
mask	ಮುಖವಾಡ / ಮಾಸ್ಕ್	ಕಾರ್ಮಿಕರು ಮಾಸ್ಕ್ ಧರಿಸಬೇಕು.
massacre	ಹತ್ಯಾಕಾಂಡ	ಹತ್ಯಾಕಾಂಡವು ಇಡೀ ಪ್ರದೇಶವನ್ನು ಬೆಚ್ಚಿಬೀಳಿಸಿತು.
mathematical	ಗಣಿತದ	ಗಣಿತದ ಮಾದರಿಯು ಬೇಡಿಕೆಯನ್ನು ಅಂದಾಜಿಸಿದೆ.
mature	ಪ್ರಬುದ್ಧ / ಬೆಳೆದ	ಬೆಳೆದ ಮರಗಳು ನೆರಳು ನೀಡುತ್ತವೆ.
maximize	ಗರಿಷ್ಠಗೊಳಿಸು	ನವೀಕರಣವು ಬ್ಯಾಟರಿಯ ಅವಧಿಯನ್ನು ಗರಿಷ್ಠಗೊಳಿಸುತ್ತದೆ.
meaningful	ಅರ್ಥಪೂರ್ಣ	ಅವರು ಅರ್ಥಪೂರ್ಣ ಸಂಭಾಷಣೆ ನಡೆಸಿದರು.
meantime	ಈ ಮಧ್ಯೆ	ಈ ಮಧ್ಯೆ, ಹೊರಗೆ ಕಾಯಿರಿ.
medieval	ಮಧ್ಯಕಾಲೀನ	ಕೋಟೆಯು ಮಧ್ಯಕಾಲೀನ ಗೋಡೆಗಳನ್ನು ಹೊಂದಿದೆ.
meditation	ಧ್ಯಾನ	ದೈನಂದಿನ ಧ್ಯಾನವು ಅವಳ ಮನಸ್ಸನ್ನು ಶಾಂತಗೊಳಿಸುತ್ತದೆ.
melody	ಮಧುರ ಗೀತೆ / ರಾಗ	ರಾಗವು ನನ್ನ ತಲೆಯಲ್ಲಿಯೇ ಉಳಿಯಿತು.
memo	ಜ್ಞಾಪಕ ಪತ್ರ	ಜ್ಞಾಪಕ ಪತ್ರವು ನೀತಿಯನ್ನು ವಿವರಿಸಿದೆ.
memoir	ಸ್ಮರಣಿಕ	ಅವಳ ಸ್ಮರಣಿಕೆಯು ಬಾಲ್ಯದ ವನವಾಸವನ್ನು ವಿವರಿಸುತ್ತದೆ.
memorial	ಸ್ಮಾರಕ	ಸ್ಮಾರಕವು ಸ್ಥಳೀಯ ಸೈನಿಕರನ್ನು ಗೌರವಿಸುತ್ತದೆ.
mentor	ಮಾರ್ಗದರ್ಶಕ	ಅವಳ ಮಾರ್ಗದರ್ಶಕರು ಪ್ರಸ್ತಾವನೆಯನ್ನು ಪರಿಶೀಲಿಸಿದರು.
merchant	ವ್ಯಾಪಾರಿ	ವ್ಯಾಪಾರಿಯು ರೇಷ್ಮೆ ಮತ್ತು ಮಸಾಲೆಗಳನ್ನು ಮಾರಾಟ ಮಾಡಿದನು.
mercy	ಕರುಣೆ	ನ್ಯಾಯಾಧೀಶರು ಕರುಣೆ ತೋರಿದರು.
mere	ಕೇವಲ	ಕೇವಲ ಒಂದು ನೋಟವು ದೋಷವನ್ನು ಬಹಿರಂಗಪಡಿಸಿತು.
merely	ಕೇವಲ	ಅವಳು ಕೇವಲ ಸೂಚನೆಗಳನ್ನು ಪುನರಾವರ್ತಿಸಿದಳು.
merge	ವಿಲೀನಗೊಳ್ಳು	ಎರಡು ಕಂಪನಿಗಳು ವಿಲೀನಗೊಳ್ಳಲಿವೆ.
merger	ವಿಲೀನ	ವಿಲೀನವು ದೊಡ್ಡ ಬ್ಯಾಂಕ್ ಅನ್ನು ಸೃಷ್ಟಿಸಿತು.
merit	ಅರ್ಹತೆ	ಪ್ರಸ್ತಾವನೆಯು ಸ್ಪಷ್ಟ ಅರ್ಹತೆಯನ್ನು ಹೊಂದಿದೆ.
methodology	ಕಾರ್ಯವಿಧಾನ	ಅಧ್ಯಯನವು ತನ್ನ ಕಾರ್ಯವಿಧಾನವನ್ನು ವಿವರಿಸುತ್ತದೆ.
midst	ಮಧ್ಯೆ	ಅವರು ಗೊಂದಲದ ಮಧ್ಯೆ ಕೆಲಸ ಮಾಡಿದರು.
migration	ವಲಸೆ	ಕಾಲೋಚಿತ ವಲಸೆಯು ಸ್ಥಳೀಯ ಉದ್ಯೋಗಗಳ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ.
