source_headword	HI	example_HI
range	विविधता	दुकान विस्तृत विविधता बेचती है.
rare	दुर्लभ	यह पक्षी दुर्लभ है.
rarely	शायद ही कभी	हम शायद ही कभी बाहर खाते हैं.
reaction	प्रतिक्रिया	उसकी प्रतिक्रिया ने मुझे चौंका दिया.
reality	वास्तविकता	वास्तविकता उसके सपने से अलग थी.
receipt	रसीद	रसीद संभाल कर रखो.
recommendation	सिफारिश	सिफारिश के लिए धन्यवाद.
reference	संदर्भ	अंत में संदर्भ जोड़ो.
reflect	प्रतिबिंबित करना	दर्पण प्रकाश प्रतिबिंबित कर सकता है.
regularly	नियमित रूप से	वह नियमित रूप से व्यायाम करती है.
reject	अस्वीकार करना	वे प्रस्ताव अस्वीकार कर सकते हैं.
relate	जुड़ाव महसूस करना	मैं उस कहानी से जुड़ाव महसूस कर सकता हूँ.
related	संबंधित	दोनों समस्याएँ संबंधित हैं.
relation	संबंध	उनके बीच संबंध है.
relative	सापेक्ष	गति सापेक्ष है.
relaxed	शांत	रात के खाने के बाद वह शांत महसूस कर रहा था.
relaxing	आरामदायक	संगीत आरामदायक था.
release	जारी करना	वे फिल्म जल्द जारी करेंगे.
reliable	भरोसेमंद	यह बस आमतौर पर भरोसेमंद है.
religion	धर्म	धर्म उसके लिए महत्वपूर्ण है.
religious	धार्मिक	वे धार्मिक इमारत देखने गए.
remain	बने रहना	कृपया शांत बने रहें.
remind	याद दिलाना	मुझे कल याद दिलाना.
remote	दूरस्थ	वे दूरस्थ गाँव में रहते हैं.
rent	किराया	किराया आज देय है.
repeated	दोहराया हुआ	दोहराई गई गलतियों ने काम धीमा किया.
represent	प्रतिनिधित्व करना	तारा आशा का प्रतिनिधित्व करता है.
require	आवश्यकता होना	इस नौकरी के लिए प्रशिक्षण की आवश्यकता होगी.
reservation	आरक्षण	मैंने आरक्षण किया.
resource	संसाधन	पुस्तकालय उपयोगी संसाधन है.
respect	सम्मान करना	अपने सहपाठियों का सम्मान करो.
responsibility	जिम्मेदारी	बाल देखभाल बड़ी जिम्मेदारी है.
responsible	जिम्मेदार	वह टिकटों के लिए जिम्मेदार है.
retire	सेवानिवृत्त होना	मेरे पिता जल्द सेवानिवृत्त होंगे.
retired	सेवानिवृत्त	वह सेवानिवृत्त शिक्षक है.
revise	संशोधित करना	आज रात अपना निबंध संशोधित करो.
risk	जोखिम	बारिश का जोखिम है.
robot	रोबोट	रोबोट ने फर्श साफ किया.
roll	लुढ़काना	गेंद मेरी ओर लुढ़काओ.
romantic	रोमांटिक	उन्होंने रोमांटिक रात का खाना खाया.
rope	रस्सी	रस्सी कसकर बाँधो.
rough	खुरदरा	सड़क खुरदरी थी.
row1	पंक्ति	सामने की पंक्ति में बैठो.
royal	शाही	शाही परिवार आया.
rugby	रग्बी	हमने टेलीविजन पर रग्बी देखा.
safety	सुरक्षा	काम पर सुरक्षा महत्वपूर्ण है.
sailor	नाविक	नाविक ने नाव सुधारी.
sample	नमूना	नर्स ने रक्त का नमूना लिया.
sand	रेत	रेत मेरे जूतों पर छा गई.
scan	स्कैन करना	पहले दस्तावेज़ स्कैन करो.
scientific	वैज्ञानिक	यह वैज्ञानिक तरीका है.
script	पटकथा	अभिनेता ने पटकथा पढ़ी.
sculpture	मूर्ति	मूर्ति बाहर खड़ी है.
secondary	द्वितीयक	यह द्वितीयक समस्या है.
security	सुरक्षा	सुरक्षा ने हमारे बैग जाँचे.
seed	बीज	बीज मिट्टी में लगाओ.
sensible	समझदार	यह समझदार विचार है.
seriously	गंभीरता से	इस समस्या को गंभीरता से लो.
servant	नौकर	नौकर ने दरवाजा खोला.
set (put)	रखना	गिलास मेज पर रखो.
set (group)	सेट	इस सेट में छह कप हैं.
setting	परिवेश	कहानी का परिवेश शहर है.
sex	लिंग	फॉर्म उम्र और लिंग पूछता है.
sexual	यौन	कक्षा ने यौन स्वास्थ्य पर चर्चा की.
sharp	तेज	यह चाकू तेज है.
shelf	शेल्फ	किताब शेल्फ पर रखो.
shell	खोल	खोल खाली था.
shift	पाली	मेरी पाली आठ बजे शुरू होती है.
shine	चमकना	तारे रात में चमकते हैं.
shiny	चमकदार	उसके जूते चमकदार हैं.
shoot	शूट करना	फोटोग्राफर दृश्य शूट करेगा.
shy	शर्मीला	वह अजनबियों के साथ शर्मीला है.
sight	दृश्य	पहाड़ सुंदर दृश्य था.
signal	संकेत	संकेत कमजोर था.
silent	शांत	कमरा शांत हो गया.
silly	मूर्खतापूर्ण	वह मूर्खतापूर्ण गलती थी.
similarity	समानता	स्पष्ट समानता है.
similarly	इसी तरह	दूसरी योजना इसी तरह काम करती है.
simply	बस	बस यह बटन दबाओ.
sink	डूबना	भारी पत्थर जल्दी डूबते हैं.
slice	टुकड़ा	मैंने केक का एक टुकड़ा खाया.
slightly	थोड़ा	कमरा थोड़ा गर्म है.
smart	सुरुचिपूर्ण	उसने सुरुचिपूर्ण जैकेट पहनी.
smooth	चिकना	सड़क चिकनी है.
software	सॉफ्टवेयर	सॉफ्टवेयर को अपडेट चाहिए.
soil	मिट्टी	मिट्टी सूखी है.
solid	ठोस	दीवार ठोस है.
southern	दक्षिणी	वे दक्षिणी तट पर रहते हैं.
specifically	खास तौर पर	मैंने खास तौर पर चाय माँगी.
spending	खर्च	सरकारी खर्च बढ़ा.
spicy	मसालेदार	यह करी मसालेदार है.
spirit	हौसला	टीम ने बड़ा हौसला दिखाया.
spoken	बोली हुई	बोली हुई अंग्रेज़ी अभ्यास से सुधरती है.
spot	जगह	यह जगह उत्तम है.
spread	लगाना	मक्खन रोटी पर लगाओ.
stadium	स्टेडियम	स्टेडियम भरा हुआ था.
staff	कर्मचारी	कर्मचारी मददगार थे.
standard	मानक	मानक ऊँचा था.
statistic	आँकड़ा	यह आँकड़ा चौंकाने वाला है.
statue	प्रतिमा	प्रतिमा चौक में खड़ी है.
stick (push into/attach)	चिपकाना	लेबल डिब्बे पर चिपकाओ.
stick (piece of wood)	छड़ी	उसने लकड़ी की छड़ी उठाई.
