source_headword	TL	example_TL
capture	mahuli	Nahuli ng kamera ang sandali.
cast	cast	Kilala ang cast ng pelikula.
cell	selula	Naglalaman ng impormasyon ang bawat selula.
chairman	tagapangulo	Binuksan ng tagapangulo ang pulong.
characteristic	katangian	Nagpapakilala sa uri ang katangiang ito.
chief	pangunahin	Panahon ang pangunahing dahilan.
circumstance	kalagayan	Binago ng kalagayang ito ang desisyon.
cite	banggitin	Binanggit ng artikulo ang lumang pag-aaral.
citizen	mamamayan	Nakapagboto ang bawat mamamayan.
civil	sibil	Nalalapat dito ang batas sibil.
classic	klasiko	Ito ay klasikong halimbawa.
closely	maigi	Maigi nilang sinubaybayan ang sitwasyon.
collapse	gumuho	Gumuho ang lumang pader.
combination	kombinasyon	Gumana nang mabuti ang kombinasyong ito.
comfort	gaan	Nagbigay ng higit na ginhawa ang upuan.
command	utos	Hindi nakilala ng computer ang utos.
commission	komisyon	Inimbestigahan ng komisyon ang kaso.
commitment	pangako	Kailangan ng malaking pangako ang trabaho.
committee	komite	Bumoto ang komite sa panukala.
commonly	karaniwan	Karaniwang ginagamit sa paaralan ang salitang ito.
complicated	masalimuot	Masyadong masalimuot ang mga tagubilin.
component	bahagi	Kailangang palitan ang isang bahagi.
concentration	konsentrasyon	Nawala ang konsentrasyon dahil sa ingay.
concept	konsepto	Kailangan ng paliwanag ang konseptong ito.
concern	alalahanin	Kaligtasan ang pangunahing alalahanin niya.
concerned	nababahala	Nababahala ang mga magulang sa mga bata.
conduct	isagawa	Isinagawa ng koponan ang pag-aaral.
confidence	tiwala	Lumakas ang tiwala pagkatapos ng tagumpay.
conflict	salungatan	Nagsimula ang salungatan sa maliit na pagtatalo.
confusing	nakalilito	Nakalilito ang mga tagubilin.
conscious	malay	May malay siya sa panganib.
conservative	konserbatibo	Konserbatibong tantiya iyon.
consideration	pagsasaalang-alang	Nakaapekto sa desisyon ang pagsasaalang-alang na ito.
consistent	pare-pareho	Pare-pareho ang trabaho niya.
constant	tuloy-tuloy	Napagod ang lahat sa tuloy-tuloy na ingay.
constantly	palagi	Palaging tumutunog ang telepono.
construct	itayo	Nagtayo sila ng pansamantalang tulay.
construction	konstruksyon	Tumagal ng dalawang buwan ang konstruksyon.
contemporary	kontemporaryo	Nagpakita ang galeriya ng kontemporaryong sining.
contest	paligsahan	Nagsimula ang paligsahan sa tanghali.
contract	kontrata	Pumirma sila ng kontrata ngayon.
contribute	mag-ambag	Kailangang mag-ambag ang lahat sa proyekto.
contribution	ambag	Mahalaga ang ambag niya.
convert	i-convert	Mabilis na kino-convert ng programa ang file.
convinced	kumbinsido	Kumbinsido ako rito.
core	puso	Nanatili ang pangunahing koponan.
corporate	pangkorporasyon	Mahigpit ang mga patakarang pangkorporasyon.
council	konseho	Nagpulong ang konseho sa gabi.
county	kondado	Nagbukas ng bagong daan ang kondado.
courage	tapang	May tapang siyang magsalita.
crash	banggaan	Pinigil ng banggaan ang trapiko.
creation	paglikha	Tumagal ang paglikha ng bagong sistema.
creature	nilalang	Nawala sa gubat ang maliit na nilalang.
crew	tripulante	Inihanda ng tripulante ang barko.
crisis	krisis	Tumagal ng buong linggo ang krisis.
criterion	pamantayan	Kalinawan ang pangunahing pamantayan.
critic	kritiko	Pinuri ng kritiko ang pagtatanghal.
critical	kritikal	Kritikal ang sandaling iyon.
criticism	puna	Medyo mabigat ang puna.
criticize	punahin	Pinuna nila sa publiko ang desisyon.
crop	ani	Maganda ang ani ngayong taon.
crucial	mahalaga	Mahalagang salik ang oras.
cure	lunas	Naghahanap ang mga doktor ng bagong lunas.
curve	kurba	Biglang kumurba ang daan.
curved	kurbado	Nagbalik ng liwanag ang kurbadong salamin.
debate	debate	Matagal ang debate.
debt	utang	Nabayaran sa wakas ang utang.
decent	maayos	Maayos at malinis ang kuwarto.
declare	ideklara	Idineklara ng lungsod ang emerhensiya.
decline	pagbaba	Nagpakita ng malinaw na pagbaba ang benta.
decoration	dekorasyon	Nakabitin ang dekorasyon sa ibabaw ng pinto.
decrease	bumaba	Bumaba ang gastos noong tagsibol.
deeply	malalim	Huminga siya nang malalim.
defeat	pagkatalo	Mabigat sa koponan ang pagkatalo.
defence	depensa	Nagharap ng bagong ebidensiya ang depensa.
defend	ipagtanggol	Sinubukan niyang ipagtanggol ang desisyon niya.
delay	pagkaantala	Tumagal ng isang oras ang pagkaantala.
deliberate	sinadya	Sinadya ang pagpiling iyon.
deliberately	sadya	Sadya niyang iniwan iyon.
delight	tuwa	Nagdulot ng tuwa sa lahat ang balita.
delighted	natutuwa	Natutuwa siya sa resulta.
delivery	paghahatid	Medyo naantala ang paghahatid.
demand	pangangailangan	Mabilis na tumaas ang pangangailangan.
demonstrate	ipakita	Malinaw na ipinakita ng eksperimento ang epekto.
deny	tanggihan	Tinanggihan niya ang paratang.
depressed	malungkot	Malungkot ang pakiramdam niya.
depressing	nakapanlulumo	Nakapanlulumo talaga ang panahon.
depth	lalim	Nagulat kami sa lalim ng lawa.
deserve	magkarapat-dapat	Karapat-dapat sila sa papuri.
desire	pagnanais	Itinulak siya ng matinding pagnanais.
desperate	desperado	Desperado sila para sa tulong.
detailed	detalyado	Detalyado ang ulat.
detect	matukoy	Natukoy ng sensor ang galaw.
dig	maghukay	Naghukay ang mga bata ng butas sa buhangin.
disc	disk	Hindi bumukas ang lumang disk.
discipline	disiplina	Kailangan ng disiplina sa isport.
dishonest	hindi tapat	Sinira ng hindi tapat na sagot ang tiwala.
dismiss	sibakin	Sinibak ng manager ang empleyado.
display	ipakita	Nagpakita ang screen ng bagong mensahe.
distribute	ipamahagi	Ipinamahagi nila ang mga papel sa klase.
distribution	pamamahagi	Hindi pantay ang pamamahagi.
district	distrito	Mabilis lumaki ang distritong ito.
division	dibisyon	Gumawa ang kumpanya ng bagong dibisyon.
domestic	lokal	Nanatiling malakas ang lokal na merkado.
dominate	mangibabaw	Nangibabaw ang isang koponan sa laro.
downwards	pababa	Gumalaw pababa ang presyo.
dozen	dosena	May isang dosenang itlog sa mesa.
draft	burador	Ipinadala niya sa akin ang burador.
drag	kaladkarin	I-drag ang icon sa screen.
dramatic	dramatiko	Dramatiko ang pagbabago.
edit	i-edit	Kailangan kong i-edit ang teksto.
edition	edisyon	Lumabas ngayon ang bagong edisyon.
efficient	episyente	Mas episyente na ang sistema.
elderly	matanda	Nakaupo sa parke ang matandang babae.
elect	ihalal	Inihalal nila ang bagong pinuno.
elsewhere	sa ibang lugar	Hanapin ang sagot sa ibang lugar.
emerge	lumitaw	Lumitaw ang bagong datos mamaya.
emotional	emosyonal	Napakaemosyonal ng talumpati.
emphasis	diin	Nagbigay-diin ang guro sa kalinawan.
emphasize	bigyang-diin	Binigyang-diin niya ang takdang oras.
enable	paganahin	Pinapagana ng bagong kasangkapan ang mas mabilis na trabaho.
encounter	makasalubong	Nakasalubong kami ng ilang problema sa biyahe.
engage	isali	Sinubukan ng guro na isali ang lahat.
enhance	pahusayin	Pinahusay ng bagong ilaw ang larawan.
enquiry	pagtatanong	Ipinadala ang pagtatanong sa umaga.
ensure	tiyakin	Tinitiyak ng pagsusuri ang kalidad.
enthusiasm	sigla	Nagsalita siya nang may malaking sigla.
enthusiastic	masigasig	Masigasig ang mga manonood.
entire	buo	Nahuli ang buong koponan.
entirely	ganap	Hindi ako ganap na sang-ayon.
establish	magtatag	Nagtatag sila ng bagong club.
estate	ari-arian	Mabilis na naibenta ang ari-arian.
estimate	tantiya	Mataas ang unang tantiya.
ethical	etikal	Etikal na tanong ito.
evaluate	suriin	Kailangan nating suriin ang mga resulta.
evil	masama	May masamang hari sa kuwento.
examination	pagsusulit	Nagsimula ang pagsusulit ng alas nuwebe.
excuse	dahilan	Hindi kapanipaniwala ang dahilang iyon.
executive	ehekutibo	Kinumpirma ng ehekutibo ang plano.
existence	pag-iral	Pinatunayan ng ebidensiya ang pag-iral nito.
expectation	inaasahan	Napakataas ng inaasahan.
expense	gastos	Galing sa badyet ang gastos na ito.
exploration	paggalugad	Nagpatuloy ang paggalugad sa kuweba.
expose	ibunyag	Ibinunyag ng pag-aaral ang pagkakamali.
extend	pahabain	Pinahaba nila ang takdang panahon.
extent	lawak	Lumabas mamaya ang lawak ng pinsala.
external	panlabas	Magsisimula bukas ang panlabas na audit.
extraordinary	pambihira	Pambihira ang tagumpay na iyon.
facility	pasilidad	Binuksan sa tagsibol ang bagong pasilidad.
failure	kabiguan	Marami kaming natutunan sa kabiguan.
faith	pananampalataya	Hindi nawala ang kanyang pananampalataya.
fault	kasalanan	Hindi niya kasalanan ang pagkakamali.
feather	balahibo	Dahan-dahang bumagsak ang balahibo.
fee	bayad	Kailangang bayaran muna ang bayad.
feedback	puna	Nakatanggap kami ng kapaki-pakinabang na puna.
fellow	kasama	Naghihintay sa labas ang kasama niya.
finance	pananalapi	Kailangan ng tumpak na datos ang pananalapi.
finding	natuklasan	Nakagulat ang pangunahing natuklasan.
firm	kumpanya	Kumuha ng bagong tao ang kumpanya.
flame	apoy	Gumalaw ang apoy sa hangin.
flash	kislap	Nakita namin ang maliwanag na kislap sa langit.
flexible	nababagay	Nababagay ang iskedyul.
float	lumutang	Tahimik na lumutang ang bangka sa tubig.
folding	natitiklop	Kasya sa aparador ang natitiklop na upuan.
forgive	patawarin	Nakapagpatawad siya sa wakas.
former	dati	Nagbigay ng panayam ang dating pinuno.
fortune	kapalaran	Nagmana siya ng malaking kayamanan.
found	magtatag	Matagal na nilang itinatag ang paaralan.
freedom	kalayaan	Mahalaga sa kanya ang kalayaan.
frequency	dalas	Nagbago ang dalas habang eksperimento.
fully	ganap	Bukas nang ganap ang pinto.
fund	pondo	Sinusuportahan ng pondo ang batang siyentipiko.
fundamental	pangunahin	Pangunahing prinsipyo ito.
funding	pondo	Natapos ang pondo noong taglagas.
furthermore	bukod dito	Bukod dito, masyadong mahal ang plano.
gain	makamit	Mabilis siyang nakakuha ng karanasan.
gang	gang	Nagtipon ang gang malapit sa estasyon.
generate	lumikha	Awtomatikong lumilikha ng ulat ang sistema.
genre	genre	Gusto ng kabataan ang genre na ito.
govern	pamahalaan	Pinapamahalaan ng batas ang prosesong ito.
grab	dakmain	Mabilis niyang dinakma ang bag.
gradually	unti-unti	Unti-unting nawala ang sakit.
grand	magarbo	Masyadong magarbo ang plano.
grant	grant	Nakatanggap ang unibersidad ng bagong grant.
guarantee	garantiya	May bisa ang garantiya sa dalawang taon.
handle	hawakan	Kayang hawakan ng kasangkapang ito ang malalaking file.
harm	pinsala	Maaaring magdulot ng pinsala ang usok.
harmful	nakakapinsala	Nakakapinsala ang sangkap na ito.
hearing	pandinig	Humina ang pandinig sa edad.
heaven	langit	Tinakpan ng ulap ang langit.
heel	sakong	Sumakit ang sakong pagkatapos tumakbo.
hell	impiyerno	Parang impiyerno ang init ng kuwarto.
hesitate	mag-atubili	Huwag mag-atubiling humingi ng tulong.
hollow	guwang	Guwang ang puno ng kahoy.
holy	banal	Banal ang lugar na ito.
honour	karangalan	Binigyan siya ng malaking karangalan.
household	sambahayan	Gumamit ng mas kaunting enerhiya ang sambahayan.
housing	pabahay	Namuhunan ang lungsod sa pabahay.
humorous	nakakatawa	Nakakatawa ang artikulo.
humour	katatawanan	Nabawasan ng katatawanan niya ang tensiyon.
hunting	pangangaso	Mahigpit na limitado ang pangangaso rito.
illustrate	ilarawan	Inilarawan ng larawan ang ideya.
illustration	ilustrasyon	May magandang ilustrasyon sa aklat.
imagination	imahinasyon	Ginamit ng mga bata ang imahinasyon.
impatient	walang pasensya	Nawalan siya ng pasensya sa pila.
imply	ipahiwatig	Ipinahiwatig ng sagot niya ang problema.
impose	magpataw	Nagpataw ang gobyerno ng bagong buwis.
impress	pahangain	Napahanga ng presentasyon ang madla.
impressed	hanga	Hanga ako sa trabaho niya.
inch	pulgada	Gumalaw ng isang pulgada ang mesa.
incident	pangyayari	Naganap ang pangyayari sa gabi.
income	kita	Dahan-dahang tumaas ang kita.
increasingly	lalo	Lalong naging digital ang trabaho.
industrial	industriyal	Nasa labas ng lungsod ang industriyal na lugar.
infection	impeksiyon	Mabilis kumalat ang impeksiyon.
inform	ipaalam	Pakiipaalam sa akin ang pagbabago.
initial	pauna	Positibo ang paunang resulta.
initially	sa simula	Sa simula, mukhang madali ang lahat.
initiative	inisyatiba	Galing sa mga estudyante ang inisyatiba.
inner	panloob	Nakakandado ang panloob na pinto.
insight	pananaw	Nagbigay ng bagong pananaw ang talakayan.
insist	ipilit	Ipinilit niya ang malinaw na sagot.
inspire	magbigay-inspirasyon	Nagbigay-inspirasyon sa amin ang kuwento niya.
install	mag-install	Nag-install ang tekniko ng software.
instance	halimbawa	Ito ay isang malinaw na halimbawa.
