hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
1069:查找	查找	查找	සොයා බැලීම	මම අන්තර්ජාලයේ තොරතුරු සොයා බලමි.	தேடுதல்	நான் இணையத்தில் தகவல் தேடுகிறேன்.
1070:差点儿	差点儿	差点儿	තව ටිකෙන්; ආසන්නව	මට තව ටිකෙන් බස් රථය මග හැරුණා.	கிட்டத்தட்ட	நான் கிட்டத்தட்ட பேருந்தை தவறவிட்டேன்.
1072:厂	厂	厂	කර්මාන්තශාලාව	මෙම කර්මාන්තශාලාව දුරකථන නිෂ්පාදනය කරයි.	தொழிற்சாலை	இந்த தொழிற்சாலை கைபேசிகளை உற்பத்தி செய்கிறது.
1075:车速	车速	车速	වාහන වේගය	වැසි දිනවල වාහන වේගය තරමක් අඩු විය යුතුය.	வாகன வேகம்	மழை நாளில் வாகன வேகம் கொஞ்சம் குறைவாக இருக்க வேண்டும்.
1076:车位	车位	车位	වාහන නවතා තැබීමේ ඉඩ	පහළ තට්ටුවේ තවමත් වාහන නවතා තැබීමේ ඉඩක් ඇත.	வாகன நிறுத்த இடம்	கீழே இன்னும் ஒரு வாகன நிறுத்த இடம் உள்ளது.
1077:城	城	城	නගරය	මෙම නගරයේ පැරණි වීදි බොහෝ තිබේ.	நகரம்	இந்த நகரத்தில் பல பழைய தெருக்கள் உள்ளன.
1080:乘客	乘客	乘客	මගියා	මගීන් කරුණාකර පසුපස දොරෙන් බැස යන්න.	பயணி	பயணிகள் தயவுசெய்து பின்புற கதவு வழியாக இறங்குங்கள்.
1085:迟	迟	迟	ප්‍රමාද	ඔහු අද ටිකක් ප්‍රමාද වී ආවා.	தாமதம்	அவர் இன்று கொஞ்சம் தாமதமாக வந்தார்.
1086:重	重	重	නැවත; වාර වාරයෙන්	මෙම රචනාව නැවත වරක් ලියන්න ඕන.	மீண்டும்	இந்த கட்டுரை இன்னொரு முறை மீண்டும் எழுதப்பட வேண்டும்.
1091:出行	出行	出行	ගමන් යාම; පිටතට යාම	නිවාඩු දිනවල ගමන් යන මිනිසුන් බොහෝය.	பயணம் செல்லுதல்; வெளியே செல்லுதல்	விடுமுறை நாட்களில் பயணம் செல்லும் மக்கள் அதிகம்.
1092:出租	出租	出租	කුලියට දීම	මෙම මහල් නිවස කුලියට දිය හැකිය.	வாடகைக்கு விடுதல்	இந்த குடியிருப்பை வாடகைக்கு விடலாம்.
1094:厨师	厨师	厨师	සූපවේදියා	මෙම සූපවේදියා ඉතා ඉක්මනින් ආහාර පිසයි.	சமையல்காரர்	இந்த சமையல்காரர் மிகவும் விரைவாக சமைக்கிறார்.
1095:窗	窗	窗	කවුළුව	කරුණාකර කවුළුව ටිකක් විවෘත කරන්න.	ஜன்னல்	ஜன்னலை கொஞ்சம் திறக்கவும்.
1099:此	此	此	මෙය; මෙහි	මෙහි වාහන නවත්වීම තහනම්ය.	இது; இங்கே	இங்கு வாகனம் நிறுத்த தடை.
1100:此次	此次	此次	මෙවර	මෙවර රැස්වීම ඉතා වැදගත්ය.	இந்த முறை	இந்த முறை கூட்டம் மிகவும் முக்கியமானது.
1104:从中	从中	从中	එයින්; ඒ අතරින්	ඔහු එයින් බොහෝ දේ ඉගෙන ගත්තේය.	அதிலிருந்து; அவற்றுள் இருந்து	அவர் அதிலிருந்து நிறைய கற்றார்.
1105:粗	粗	粗	ඝන; රළු	මෙම ලණුව තරමක් ඝනය.	தடிமனான; கரடுமுரடான	இந்த கயிறு ஒப்பீட்டளவில் தடிமனாக உள்ளது.
1107:村	村	村	ගම	අත්තම්මා කුඩා ගමක ජීවත් වෙයි.	கிராமம்	பாட்டி ஒரு சிறிய கிராமத்தில் வசிக்கிறார்.
1109:错过	错过	错过	මග හැරීම	හෙට තරගය මග හැරගන්න එපා.	தவறவிடுதல்	நாளைய போட்டியை தவறவிடாதீர்கள்.
1112:答	答	答	පිළිතුරු දීම	ඔහු මෙම ප්‍රශ්නයට ඉතා ඉක්මනින් පිළිතුරු දුන්නේය.	பதில் அளித்தல்	அவர் இந்த கேள்விக்கு மிகவும் விரைவாக பதில் அளித்தார்.
1116:打败	打败	打败	පරාජය කිරීම	ඔවුන් අවසානයේ ශක්තිමත් කණ්ඩායම පරාජය කළහ.	தோற்கடித்தல்	அவர்கள் இறுதியில் பலமான அணியை தோற்கடித்தார்கள்.
1120:打印机	打印机	打印机	මුද්‍රණ යන්ත්‍රය	කාර්යාලයේ මුද්‍රණ යන්ත්‍රය කැඩී ඇත.	அச்சுப்பொறி	அலுவலகத்தில் உள்ள அச்சுப்பொறி பழுதாகியுள்ளது.
1123:大巴	大巴	大巴	විශාල බස් රථය	අපි ගුවන් තොටුපළට විශාල බස් රථයකින් යමු.	பெருந்து	நாங்கள் விமான நிலையத்துக்கு பெருந்தில் செல்கிறோம்.
1124:大大	大大	大大	බෙහෙවින්; ඉතාමත්	මෙම ක්‍රියාකාරකම උනන්දුව බෙහෙවින් වැඩි කළේය.	மிகவும்; பெரிதாக	இந்த செயல்பாடு ஆர்வத்தை மிகவும் அதிகரித்தது.
1126:大量	大量	大量	විශාල ප්‍රමාණයක්	සුපිරි වෙළඳසැලේ නැවුම් පලතුරු විශාල ප්‍රමාණයක් ඇත.	பெரிய அளவு	சூப்பர் மார்க்கெட்டில் புதிய பழங்கள் பெரிய அளவில் உள்ளன.
1127:大赛	大赛	大赛	විශාල තරගය	පාසල ලබන සතියේ චීන භාෂා තරගයක් පවත්වයි.	பெரிய போட்டி	பள்ளி அடுத்த வாரம் சீன மொழிப் போட்டி நடத்தும்.
1128:大厅	大厅	大厅	ලොබිය; ප්‍රධාන ශාලාව	අමුත්තන් ලොබියේ වාහනය බලා සිටිති.	மண்டபம்; வரவேற்பு அரங்கு	விருந்தினர்கள் வரவேற்பு அரங்கில் காருக்காக காத்திருக்கிறார்கள்.
1130:大自然	大自然	大自然	ස්වභාවධර්මය	ළමයින් ස්වභාවධර්මයේ සෙල්ලම් කිරීමට කැමතියි.	இயற்கை	குழந்தைகள் இயற்கையில் விளையாட விரும்புகிறார்கள்.
1131:待	待	待	රැඳී සිටීම	ඔහු දවසක්ම නිවසේ රැඳී සිටියේය.	தங்குதல்; இருப்பது	அவர் ஒரு நாள் முழுவதும் வீட்டில் தங்கினார்.
1133:袋子	袋子	袋子	බෑගය	කරුණාකර පලතුරු බෑගයට දමන්න.	பை	பழங்களை பையில் வையுங்கள்.
1140:道	道	道	ප්‍රශ්න සඳහා ගණන පදය; මාර්ගය	මෙම ප්‍රශ්නය අමාරු නැත.	கேள்விகளுக்கான எண்ணுபெயர்; சாலை	இந்த கேள்வி கடினமில்லை.
1142:到来	到来	到来	පැමිණීම	වසන්තය පැමිණීම මිනිසුන් සතුටු කරයි.	வருகை	வசந்தத்தின் வருகை மக்களை மகிழ்ச்சிப்படுத்துகிறது.
1143:道路	道路	道路	මාර්ගය	මෙම මාර්ගය ගමට යයි.	சாலை	இந்த சாலை கிராமத்திற்குச் செல்கிறது.
1146:登机	登机	登机	ගුවන් යානයට නැගීම	කරුණාකර පැය භාගයකට පෙර ගුවන් යානයට නැගෙන්න.	விமானத்தில் ஏறுதல்	தயவுசெய்து அரை மணி நேரம் முன்பே விமானத்தில் ஏறுங்கள்.
1148:等到	等到	等到	ඉඳගෙන බලා සිටීම	වැසි නතර වූ පසු අපි පිටත් වෙමු.	வரை காத்திருத்தல்	மழை நின்ற பிறகு நாம் புறப்படுவோம்.
1150:低价	低价	低价	අඩු මිල	මෙම වෙළඳසැල බොහෝ විට අඩු මිල ගුවන් ටිකට්පත් විකුණයි.	குறைந்த விலை	இந்த கடை அடிக்கடி குறைந்த விலை விமான டிக்கெட்டுகளை விற்கிறது.
1151:低温	低温	低温	අඩු උෂ්ණත්වය	අඩු උෂ්ණත්ව කාලගුණයේදී වැඩි ඇඳුම් ඇඳිය යුතුය.	குறைந்த வெப்பநிலை	குறைந்த வெப்பநிலை காலநிலையில் அதிக ஆடைகள் அணிய வேண்டும்.
1152:低于	低于	低于	වඩා අඩු වීම	අද උෂ්ණත්වය ඊයේට වඩා අඩුය.	விட குறைவாக இருத்தல்	இன்றைய வெப்பநிலை நேற்றையதை விட குறைவாக உள்ளது.
1154:底下	底下	底下	යට; පහළ	මේසය යට බෑගයක් ඇත.	கீழே	மேசையின் கீழே ஒரு பை உள்ளது.
1157:点名	点名	点名	නම් කියවා කැඳවීම	ගුරුතුමා පන්තියට පෙර නම් කියවා කැඳවයි.	வருகைப் பதிவு அழைத்தல்	ஆசிரியர் வகுப்புக்கு முன் வருகைப் பதிவு அழைக்கிறார்.
1158:点头	点头	点头	හිස සෙලවීම	ඇය එකඟ බව පෙන්වීමට හිස සෙලවීය.	தலையசைத்தல்	அவள் ஒப்புதல் காட்ட தலையசைத்தாள்.
1159:电动车	电动车	电动车	විදුලි වාහනය	ඔහු විදුලි වාහනයකින් වැඩට යයි.	மின்சார வாகனம்	அவர் மின்சார வாகனத்தில் வேலைக்கு செல்கிறார்.
1160:电视剧	电视剧	电视剧	රූපවාහිනී නාට්‍යය	මගේ අම්මා රූපවාහිනී නාට්‍ය බලන්න කැමතියි.	தொலைக்காட்சி நாடகம்	என் அம்மா தொலைக்காட்சி நாடகங்களைப் பார்க்க விரும்புகிறார்.
1163:订	订	订	වෙන්කරවා ගැනීම; ඇණවුම් කිරීම	මම දැනටමත් ගුවන් ටිකට්පතක් වෙන්කරවාගෙන ඇත.	முன்பதிவு செய்தல்; ஆர்டர் செய்தல்	நான் ஏற்கனவே ஒரு விமான டிக்கெட் முன்பதிவு செய்துள்ளேன்.
1164:定	定	定	තීරණය කිරීම; නියම කිරීම	රැස්වීමේ වේලාව දැනටමත් නියම කර ඇත.	தீர்மானித்தல்; நிர்ணயித்தல்	கூட்ட நேரம் ஏற்கனவே நிர்ணயிக்கப்பட்டுள்ளது.
1165:东部	东部	东部	නැගෙනහිර කොටස	නගරයේ නැගෙනහිර කොටසේ නව උද්‍යානයක් ඇත.	கிழக்கு பகுதி	நகரின் கிழக்கு பகுதியில் ஒரு புதிய பூங்கா உள்ளது.
1166:动车	动车	动车	වේග දුම්රිය	අපි වේග දුම්රියෙන් ෂැංහයි වෙත යමු.	அதிவேக ரயில்	நாங்கள் அதிவேக ரயிலில் ஷாங்காய்க்குச் செல்கிறோம்.
1168:读者	读者	读者	පාඨකයා	මෙම පොතට තරුණ පාඨකයන් බොහෝ ඇත.	வாசகர்	இந்த புத்தகத்திற்கு பல இளம் வாசகர்கள் உள்ளனர்.
1170:度假	度假	度假	නිවාඩුවකට යාම	ඔවුන් මුහුදු වෙරළට නිවාඩුවකට ගියහ.	விடுமுறைக்கு செல்வது	அவர்கள் கடற்கரைக்கு விடுமுறைக்கு சென்றார்கள்.
1173:队	队	队	කණ්ඩායම; පෝළිම	දොර අසල මිනිසුන් පෝළිමක් සිටී.	அணி; வரிசை	கதவின் அருகில் மனிதர்களின் ஒரு வரிசை உள்ளது.
1177:队员	队员	队员	කණ්ඩායම් සාමාජිකයා	සෑම කණ්ඩායම් සාමාජිකයෙකුම මහන්සි වී වැඩ කරයි.	அணி உறுப்பினர்	ஒவ்வொரு அணி உறுப்பினரும் கடினமாக முயற்சிக்கிறார்.
1178:队长	队长	队长	කණ්ඩායම් නායකයා; නායකයා	කණ්ඩායම් නායකයා පුහුණුව සැලසුම් කරමින් සිටී.	அணி தலைவர்; கேப்டன்	அணி தலைவர் பயிற்சியை ஏற்பாடு செய்கிறார்.
1181:多数	多数	多数	බහුතරය	බහුතර ශිෂ්‍යයන් චීන භාෂා පන්තිය තෝරා ගත්තහ.	பெரும்பான்மை	பெரும்பாலான மாணவர்கள் சீன மொழி வகுப்பைத் தேர்ந்தெடுத்தனர்.
1182:多样	多样	多样	විවිධ	මෙහි ක්‍රියාකාරකම් ආකාර ඉතා විවිධය.	பல்வகை	இங்குள்ள செயல்பாட்டு வடிவங்கள் மிகவும் பல்வகையாக உள்ளன.
1185:发出	发出	发出	පිට කිරීම; යැවීම	ජංගම දුරකථනයෙන් ශබ්දයක් පිට විය.	வெளியிடுதல்; அனுப்புதல்	கைபேசி ஒரு ஒலி எழுப்பியது.
1186:发送	发送	发送	යැවීම	කරුණාකර ඊමේල් පණිවිඩය මට යවන්න.	அனுப்புதல்	மின்னஞ்சலை எனக்கு அனுப்புங்கள்.
1187:法	法	法	නීතිය; ක්‍රමය	මෙම ක්‍රමය තරමක් සරලය.	சட்டம்; முறை	இந்த முறை ஒப்பீட்டளவில் எளிமையானது.
1190:烦	烦	烦	අසහනයට පත්; කරදරකාරී	මෙම කාරණය ඔහුට ඉතා කරදරකාරී විය.	எரிச்சலான; தொந்தரவான	இந்த விஷயம் அவரை மிகவும் எரிச்சலடையச் செய்தது.
1196:房租	房租	房租	නිවාස කුලිය	මෙම මාසයේ නිවාස කුලිය වැඩි විය.	வீட்டு வாடகை	இந்த மாதம் வீட்டு வாடகை உயர்ந்தது.
1199:费	费	费	ගාස්තුව; වියදම් වීම	ලියාපදිංචි ගාස්තුව දැනටමත් ගෙවා ඇත.	கட்டணம்; செலவாகுதல்	பதிவு கட்டணம் ஏற்கனவே செலுத்தப்பட்டது.
1200:费用	费用	费用	වියදම; පිරිවැය	ගමන් වියදම වැඩි නොවේ.	செலவு	பயணச் செலவு அதிகமாக இல்லை.
1201:分数	分数	分数	ලකුණු	ඔහුගේ විභාග ලකුණු ඉතා ඉහළය.	மதிப்பெண்	அவரின் தேர்வு மதிப்பெண் மிகவும் உயர்ந்தது.
1202:分为	分为	分为	කොටස්වලට බෙදීම	මෙම පන්තිය කුඩා කණ්ඩායම් තුනකට බෙදා ඇත.	பிரித்தல்	இந்த வகுப்பு மூன்று சிறு குழுக்களாக பிரிக்கப்பட்டுள்ளது.
1209:付	付	付	ගෙවීම	මම ජංගම දුරකථනයෙන් මුදල් ගෙව්වෙමි.	பணம் செலுத்துதல்	நான் கைபேசியில் பணம் செலுத்தினேன்.
1210:父母	父母	父母	දෙමාපියන්	ඔහුගේ දෙමාපියන් උතුරු කොටසේ ජීවත් වෙති.	பெற்றோர்	அவரின் பெற்றோர் வடக்கு பகுதியில் வசிக்கிறார்கள்.
1211:父女	父女	父女	පියා සහ දුව	මෙම පියා සහ දුව එකට සංචාරය කරති.	தந்தை மற்றும் மகள்	இந்த தந்தையும் மகளும் சேர்ந்து பயணம் செய்கிறார்கள்.
1216:负责人	负责人	负责人	වගකිවයුතු පුද්ගලයා	වගකිවයුතු පුද්ගලයා සියලු දෙනාට දැනුම්දීමක් යවනු ඇත.	பொறுப்பாளர்	பொறுப்பாளர் அனைவருக்கும் அறிவிப்பை அனுப்புவார்.
1217:父子	父子	父子	පියා සහ පුතා	මෙම පියා සහ පුතා නිතර උද්‍යානයට දුවන්න යති.	தந்தை மற்றும் மகன்	இந்த தந்தையும் மகனும் அடிக்கடி பூங்காவில் ஓடச் செல்கிறார்கள்.
1218:改	改	改	වෙනස් කිරීම; නිවැරදි කිරීම	කරුණාකර වැරැද්ද නිවැරදි කරන්න.	மாற்றுதல்; திருத்துதல்	தயவுசெய்து தவறை திருத்துங்கள்.
1224:感	感	感	හැඟීම; දැනීම	මෙම කාමරය ශක්තිමත් ආරක්ෂිත හැඟීමක් දෙයි.	உணர்வு	இந்த அறை வலுவான பாதுகாப்பு உணர்வைத் தருகிறது.
1230:感人	感人	感人	සිත් ගන්නා; සංවේදී	මෙම කතාව ඉතා සංවේදීය.	உணர்ச்சிகரமான; மனதைத் தொடும்	இந்த கதை மிகவும் மனதைத் தொடுகிறது.
1231:赶上	赶上	赶上	අල්ලා ගැනීම; සරිසම වීම	ඔහු අවසානයේ අවසන් බස් රථය අල්ලා ගත්තේය.	பிடித்தல்; சமமாக அடைதல்	அவர் இறுதியில் கடைசி பேருந்தைப் பிடித்தார்.
1235:钢琴	钢琴	钢琴	පියානෝව	ඇය දිනපතා පියානෝ පුහුණු කරයි.	பியானோ	அவள் தினமும் பியானோ பயிற்சி செய்கிறாள்.
1236:高价	高价	高价	ඉහළ මිල	ඔහු ඉහළ මිල ටිකට්පතක් මිලදී ගැනීමට කැමති නැත.	உயர் விலை	அவர் உயர்ந்த விலை டிக்கெட் வாங்க விரும்பவில்லை.
1237:高考	高考	高考	චීන විශ්වවිද්‍යාල ප්‍රවේශ විභාගය	බොහෝ ශිෂ්‍යයන් ගාඕකාවෝ සඳහා සූදානම් වෙමින් සිටිති.	சீன பல்கலைக்கழக நுழைவுத் தேர்வு	பல மாணவர்கள் காகாவோ தேர்வுக்கு தயாராகிறார்கள்.
1238:高速	高速	高速	අධිවේගී	මෙම අධිවේගී මාර්ගය ඉතා පළල්ය.	அதிவேகம்	இந்த அதிவேக சாலை மிகவும் அகலமாக உள்ளது.
1239:高温	高温	高温	ඉහළ උෂ්ණත්වය	ඉහළ උෂ්ණත්ව කාලගුණය දිගු දුර දුවීමට සුදුසු නැත.	அதிக வெப்பநிலை	அதிக வெப்பநிலை காலநிலை நீண்ட ஓட்டத்திற்கு ஏற்றதல்ல.
1240:高于	高于	高于	වඩා ඉහළ වීම	මෙම වසරේ මිල පසුගිය වසරට වඩා ඉහළය.	விட உயரமாக இருத்தல்	இந்த ஆண்டின் விலை கடந்த ஆண்டை விட அதிகம்.
1242:歌声	歌声	歌声	ගායන හඬ	දුරින් ලස්සන ගායන හඬක් ඇසුණි.	பாடும் குரல்	தொலைவில் இருந்து அழகான பாடும் குரல் கேட்டது.
1243:歌手	歌手	歌手	ගායකයා	මෙම ගායකයා ඉතා ජනප්‍රියය.	பாடகர்	இந்த பாடகர் மிகவும் பிரபலமானவர்.
1245:各地	各地	各地	විවිධ ස්ථාන	විවිධ ස්ථානවලින් සංචාරකයන් මෙහි පැමිණෙති.	பல இடங்கள்	பல இடங்களிலிருந்து சுற்றுலாப் பயணிகள் இங்கு வருகிறார்கள்.
1246:各个	各个	各个	සෑම; එක් එක්	සෑම පන්තියක්ම ක්‍රියාකාරකමට සහභාගි විය.	ஒவ்வொரு	ஒவ்வொரு வகுப்பும் செயல்பாட்டில் பங்கேற்றது.
1247:各位	各位	各位	සියලු දෙනා; ඔබ සියලු දෙනා	ගුරුතුමනි, කරුණාකර මුලින් ටිකක් විවේක ගන්න.	அனைவரும்; நீங்கள் அனைவரும்	ஆசிரியர்களே, முதலில் சிறிது ஓய்வெடுக்கவும்.
1248:各种	各种	各种	විවිධ වර්ග	සුපිරි වෙළඳසැලේ විවිධ වර්ගයේ පලතුරු ඇත.	பலவகையான	சூப்பர் மார்க்கெட்டில் பலவகையான பழங்கள் உள்ளன.
1249:更加	更加	更加	තවත් වැඩි	ඉගෙනීමෙන් පසු ඔහු තවත් වැඩි විශ්වාසයෙන් පිරුණේය.	இன்னும் அதிகமாக	படித்த பிறகு அவர் இன்னும் அதிக நம்பிக்கையுடன் ஆனார்.
1252:公共	公共	公共	පොදු	බස් නැවතුම ඉදිරියේ ඇත.	பொது	பேருந்து நிறுத்தம் முன்புறத்தில் உள்ளது.
1253:功课	功课	功课	පාඩම් වැඩ	ඔහු සවස නිවසේ පාඩම් වැඩ කරයි.	பாடப்பணி; பாடங்கள்	அவர் மாலையில் வீட்டில் பாடப்பணி செய்கிறார்.
1255:公路	公路	公路	මාර්ගය; මහා මාර්ගය	මෙම මහා මාර්ගය ඉතා දිගය.	சாலை; நெடுஞ்சாலை	இந்த நெடுஞ்சாலை மிகவும் நீளமானது.
1258:共	共	共	මුළුමනින්; එකතුව	අපි මුළුමනින් ටිකට්පත් තුනක් මිලදී ගත්තෙමු.	மொத்தம்; சேர்த்து	நாங்கள் மொத்தம் மூன்று டிக்கெட்டுகள் வாங்கினோம்.
1261:购买	购买	购买	මිලදී ගැනීම	කරුණාකර ප්‍රවේශපත්‍ර අන්තර්ජාලයෙන් මිලදී ගන්න.	வாங்குதல்	தயவுசெய்து நுழைவு டிக்கெட்டுகளை இணையத்தில் வாங்குங்கள்.
1270:观看	观看	观看	නරඹීම	ශිෂ්‍යයන් තරගය නරඹමින් සිටිති.	பார்த்தல்	மாணவர்கள் போட்டியைப் பார்த்துக் கொண்டிருக்கிறார்கள்.
1272:管	管	管	කළමනාකරණය කිරීම; භාරව සිටීම	මෙම කාරණය ඔහු භාර ගනී.	நிர்வகித்தல்; பொறுப்பாக இருப்பது	இந்த விஷயத்தை அவர் பொறுப்பேற்பார்.
1286:寒冷	寒冷	寒冷	සීතල; සිසිල්	සීතල ශීත කාලය ඉක්මනින් පැමිණේ.	குளிரான	குளிரான குளிர்காலம் விரைவில் வருகிறது.
1291:好好	好好	好好	හොඳින්; සැලකිල්ලෙන්	ඔබ හොඳින් විවේක ගත යුතුය.	நன்றாக; கவனமாக	நீங்கள் நன்றாக ஓய்வு எடுக்க வேண்டும்.
1292:好笑	好笑	好笑	හිනාවෙන; හාස්‍යජනක	මෙම කතාව ඇත්තටම හාස්‍යජනකය.	நகைச்சுவையான	இந்த கதை உண்மையில் நகைச்சுவையாக உள்ளது.
1295:红包	红包	红包	රතු ලිපි කවරය	වසන්ත උත්සවයේදී ළමයින්ට රතු ලිපි කවර ලැබේ.	சிவப்பு உறை	வசந்த விழாவில் குழந்தைகள் சிவப்பு உறைகள் பெறுவார்கள்.
1302:话剧	话剧	话剧	වේදිකා නාට්‍යය	අපි අද රාත්‍රියේ වේදිකා නාට්‍යයක් බලන්න යමු.	மேடை நாடகம்	நாங்கள் இன்று இரவு மேடை நாடகம் பார்க்கச் செல்கிறோம்.
1304:坏处	坏处	坏处	අවාසිය; හානිය	මෙම පුරුද්දට අවාසි බොහෝ ඇත.	கேடு; தீமை	இந்த பழக்கத்திற்கு பல தீமைகள் உள்ளன.
1305:环保	环保	环保	පරිසර ආරක්ෂාව	පරිසර ආරක්ෂා ප්‍රශ්න තව තවත් වැදගත් වෙමින් පවතී.	சுற்றுச்சூழல் பாதுகாப்பு	சுற்றுச்சூழல் பாதுகாப்பு பிரச்சினைகள் மேலும் மேலும் முக்கியமாகின்றன.
