part_of_speech	source_lemma	display_ES	display_ES_419	article_ES	article_ES_419	gender	number_policy	verb_infinitive	verb_group	meaning_note	semantic_scene	topic_domain	example_ES	example_ES_419
determiner	estas	estas	estas	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	these feminine	near plural nouns	grammar_function_words	Estas tazas son blancas.	Estas tazas son blancas.
determiner	ese	ese	ese	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	that masculine	less near masculine noun	grammar_function_words	Ese autobús va al centro.	Ese autobús va al centro.
determiner	esa	esa	esa	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	that feminine	less near feminine noun	grammar_function_words	Esa tienda está cerrada.	Esa tienda está cerrada.
determiner	esos	esos	esos	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	those masculine	less near plural nouns	grammar_function_words	Esos vasos están sucios.	Esos vasos están sucios.
determiner	esas	esas	esas	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	those feminine	less near plural nouns	grammar_function_words	Esas ventanas están abiertas.	Esas ventanas están abiertas.
determiner	todo	todo	todo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	all masculine	total amount	grammar_function_words	Todo el día estoy ocupado.	Todo el día estoy ocupado.
determiner	toda	toda	toda	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	all feminine	total amount	grammar_function_words	Toda la familia viene hoy.	Toda la familia viene hoy.
determiner	todos	todos	todos	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	all masculine plural	all people or things	grammar_function_words	Todos los estudiantes leen.	Todos los estudiantes leen.
determiner	todas	todas	todas	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	all feminine plural	all people or things	grammar_function_words	Todas las sillas están aquí.	Todas las sillas están aquí.
determiner	cada	cada	cada	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	each	each item	grammar_function_words	Cada persona tiene una tarjeta.	Cada persona tiene una tarjeta.
determiner	otro	otro	otro	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	another masculine	another item	grammar_function_words	Quiero otro vaso de agua.	Quiero otro vaso de agua.
determiner	otra	otra	otra	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	another feminine	another item	grammar_function_words	Necesito otra bolsa.	Necesito otra bolsa.
adjective	mismo	mismo	mismo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	same masculine	same object	grammar_function_words	Es el mismo hotel.	Es el mismo hotel.
adjective	misma	misma	misma	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	same feminine	same object	grammar_function_words	Es la misma calle.	Es la misma calle.
noun	junio	junio	junio	not_applicable	not_applicable	masculine	singular_default	not_applicable	not_applicable	June	month name	time_weather	Junio empieza pronto.	Junio empieza pronto.
noun	julio	julio	julio	not_applicable	not_applicable	masculine	singular_default	not_applicable	not_applicable	July	month name	time_weather	Julio es un mes caluroso.	Julio es un mes caluroso.
noun	agosto	agosto	agosto	not_applicable	not_applicable	masculine	singular_default	not_applicable	not_applicable	August	month name	time_weather	Agosto tiene muchos días de sol.	Agosto tiene muchos días de sol.
noun	septiembre	septiembre	septiembre	not_applicable	not_applicable	masculine	singular_default	not_applicable	not_applicable	September	month name	time_weather	Septiembre llega después de agosto.	Septiembre llega después de agosto.
noun	octubre	octubre	octubre	not_applicable	not_applicable	masculine	singular_default	not_applicable	not_applicable	October	month name	time_weather	Octubre es fresco.	Octubre es fresco.
noun	noviembre	noviembre	noviembre	not_applicable	not_applicable	masculine	singular_default	not_applicable	not_applicable	November	month name	time_weather	Noviembre está en el calendario.	Noviembre está en el calendario.
noun	diciembre	diciembre	diciembre	not_applicable	not_applicable	masculine	singular_default	not_applicable	not_applicable	December	month name	time_weather	Diciembre termina el año.	Diciembre termina el año.
noun	primavera	primavera	primavera	la	la	feminine	singular_default	not_applicable	not_applicable	spring	season	time_weather	La primavera es bonita.	La primavera es bonita.
noun	otoño	otoño	otoño	el	el	masculine	singular_default	not_applicable	not_applicable	autumn	season	time_weather	El otoño es tranquilo.	El otoño es tranquilo.
noun	lluvia	lluvia	lluvia	la	la	feminine	singular_default	not_applicable	not_applicable	rain	rainy weather	time_weather	La lluvia empieza por la tarde.	La lluvia empieza por la tarde.
noun	sol	sol	sol	el	el	masculine	singular_default	not_applicable	not_applicable	sun	sunny weather	time_weather	El sol está alto.	El sol está alto.
noun	viento	viento	viento	el	el	masculine	singular_default	not_applicable	not_applicable	wind	windy weather	time_weather	El viento abre la ventana.	El viento abre la ventana.
noun	nieve	nieve	nieve	la	la	feminine	singular_default	not_applicable	not_applicable	snow	snowy weather	time_weather	La nieve cubre la calle.	La nieve cubre la calle.
noun	calor	calor	calor	el	el	masculine	singular_default	not_applicable	not_applicable	heat	hot weather	time_weather	El calor es fuerte hoy.	El calor es fuerte hoy.
noun	temperatura	temperatura	temperatura	la	la	feminine	singular_default	not_applicable	not_applicable	temperature	checking weather	time_weather	La temperatura es alta.	La temperatura es alta.
noun	cielo	cielo	cielo	el	el	masculine	singular_default	not_applicable	not_applicable	sky	looking at sky	time_weather	El cielo está azul.	El cielo está azul.
noun	nube	nube	nube	la	la	feminine	singular_default	not_applicable	not_applicable	cloud	cloud in the sky	time_weather	La nube está sobre la ciudad.	La nube está sobre la ciudad.
noun	aire	aire	aire	el	el	masculine	singular_default	not_applicable	not_applicable	air	fresh air	time_weather	El aire está fresco.	El aire está fresco.
noun	mediodía	mediodía	mediodía	el	el	masculine	singular_default	not_applicable	not_applicable	noon	midday time	time_weather	El mediodía es caluroso.	El mediodía es caluroso.
noun	medianoche	medianoche	medianoche	la	la	feminine	singular_default	not_applicable	not_applicable	midnight	late night time	time_weather	La medianoche está cerca.	La medianoche está cerca.
noun	momento	momento	momento	el	el	masculine	singular_default	not_applicable	not_applicable	moment	short time	time_weather	Un momento, por favor.	Un momento, por favor.
noun	rato	rato	rato	el	el	masculine	singular_default	not_applicable	not_applicable	while or short time	waiting a while	time_weather	Espero un rato en la sala.	Espero un rato en la sala.
adverb	antes	antes	antes	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	before	earlier time	time_weather	Llego antes de las ocho.	Llego antes de las ocho.
adverb	después	después	después	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	after	later time	time_weather	Después como en casa.	Después como en casa.
adverb	pronto	pronto	pronto	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	soon	near future	time_weather	El tren llega pronto.	El tren llega pronto.
adverb	luego	luego	luego	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	later	later in sequence	time_weather	Luego voy al mercado.	Luego voy al mercado.
adverb	todavía	todavía	todavía	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	still	continuing state	time_weather	Todavía estoy en clase.	Todavía estoy en clase.
adverb	ya	ya	ya	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	already	now or by now	time_weather	Ya tengo la llave.	Ya tengo la llave.
adverb	anoche	anoche	anoche	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	last night	previous night	time_weather	Anoche cené tarde.	Anoche cené tarde.
adjective	diario	diario	diario	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	daily	daily habit	time_weather	Tengo una clase diaria.	Tengo una clase diaria.
noun	calendario	calendario	calendario	el	el	masculine	singular_default	not_applicable	not_applicable	calendar	looking at dates	time_weather	El calendario está en la pared.	El calendario está en la pared.
noun	reloj	reloj	reloj	el	el	masculine	singular_default	not_applicable	not_applicable	clock or watch	checking time	time_weather	El reloj marca las nueve.	El reloj marca las nueve.
noun	cita	cita	cita	la	la	feminine	singular_default	not_applicable	not_applicable	appointment	planned meeting	time_weather	Tengo una cita mañana.	Tengo una cita mañana.
noun	vacaciones	vacaciones	vacaciones	las	las	plural_only	plural_default	not_applicable	not_applicable	vacation	holiday period	time_weather	Las vacaciones empiezan en julio.	Las vacaciones empiezan en julio.
noun	temporada	temporada	temporada	la	la	feminine	singular_default	not_applicable	not_applicable	season or period	time period	time_weather	La temporada empieza en junio.	La temporada empieza en junio.
noun	primo	primo	primo	el	el	masculine	singular_default	not_applicable	not_applicable	male cousin	family member	people_school_work	Mi primo vive cerca.	Mi primo vive cerca.
noun	prima	prima	prima	la	la	feminine	singular_default	not_applicable	not_applicable	female cousin	family member	people_school_work	Mi prima estudia conmigo.	Mi prima estudia conmigo.
noun	tío	tío	tío	el	el	masculine	singular_default	not_applicable	not_applicable	uncle	family member	people_school_work	Mi tío trabaja en una tienda.	Mi tío trabaja en una tienda.
noun	tía	tía	tía	la	la	feminine	singular_default	not_applicable	not_applicable	aunt	family member	people_school_work	Mi tía cocina muy bien.	Mi tía cocina muy bien.
noun	sobrino	sobrino	sobrino	el	el	masculine	singular_default	not_applicable	not_applicable	nephew	family member	people_school_work	Mi sobrino juega en el parque.	Mi sobrino juega en el parque.
noun	sobrina	sobrina	sobrina	la	la	feminine	singular_default	not_applicable	not_applicable	niece	family member	people_school_work	Mi sobrina lee un libro.	Mi sobrina lee un libro.
noun	nieto	nieto	nieto	el	el	masculine	singular_default	not_applicable	not_applicable	grandson	family member	people_school_work	El nieto visita a su abuela.	El nieto visita a su abuela.
noun	nieta	nieta	nieta	la	la	feminine	singular_default	not_applicable	not_applicable	granddaughter	family member	people_school_work	La nieta llama a su abuelo.	La nieta llama a su abuelo.
noun	vecino	vecino	vecino	el	el	masculine	singular_default	not_applicable	not_applicable	male neighbor	neighbor at home	people_school_work	El vecino abre la puerta.	El vecino abre la puerta.
noun	vecina	vecina	vecina	la	la	feminine	singular_default	not_applicable	not_applicable	female neighbor	neighbor at home	people_school_work	La vecina tiene un perro.	La vecina tiene un perro.
noun	jefe	jefe	jefe	el	el	masculine	singular_default	not_applicable	not_applicable	male boss	workplace person	people_school_work	El jefe habla con el empleado.	El jefe habla con el empleado.
noun	jefa	jefa	jefa	la	la	feminine	singular_default	not_applicable	not_applicable	female boss	workplace person	people_school_work	La jefa está en la reunión.	La jefa está en la reunión.
noun	empleado	empleado	empleado	el	el	masculine	singular_default	not_applicable	not_applicable	male employee	workplace person	people_school_work	El empleado llega temprano.	El empleado llega temprano.
noun	empleada	empleada	empleada	la	la	feminine	singular_default	not_applicable	not_applicable	female employee	workplace person	people_school_work	La empleada ayuda al cliente.	La empleada ayuda al cliente.
noun	cliente	cliente	cliente	el	el	masculine	singular_default	not_applicable	not_applicable	customer	customer in a shop	people_school_work	El cliente paga en la caja.	El cliente paga en la caja.
noun	secretaria	secretaria	secretaria	la	la	feminine	singular_default	not_applicable	not_applicable	secretary	office person	people_school_work	La secretaria escribe una nota.	La secretaria escribe una nota.
noun	reunión	reunión	reunión	la	la	feminine	singular_default	not_applicable	not_applicable	meeting	work meeting	people_school_work	La reunión empieza a las diez.	La reunión empieza a las diez.
noun	tarea	tarea	tarea	la	la	feminine	singular_default	not_applicable	not_applicable	homework	task for study	people_school_work	La tarea es fácil.	La tarea es fácil.
noun	examen	examen	examen	el	el	masculine	singular_default	not_applicable	not_applicable	exam	test at school	people_school_work	El examen termina pronto.	El examen termina pronto.
noun	clase	clase	clase	la	la	feminine	singular_default	not_applicable	not_applicable	class	lesson time	people_school_work	La clase empieza ahora.	La clase empieza ahora.
noun	lección	lección	lección	la	la	feminine	singular_default	not_applicable	not_applicable	lesson	study unit	people_school_work	La lección tiene diez palabras.	La lección tiene diez palabras.
noun	ejercicio	ejercicio	ejercicio	el	el	masculine	singular_default	not_applicable	not_applicable	exercise	school exercise	people_school_work	El ejercicio está en el cuaderno.	El ejercicio está en el cuaderno.
noun	palabra	palabra	palabra	la	la	feminine	singular_default	not_applicable	not_applicable	word	word in a lesson	people_school_work	La palabra es nueva.	La palabra es nueva.
noun	frase	frase	frase	la	la	feminine	singular_default	not_applicable	not_applicable	sentence	sentence in a lesson	people_school_work	La frase es corta.	La frase es corta.
noun	pregunta	pregunta	pregunta	la	la	feminine	singular_default	not_applicable	not_applicable	question	asking in class	people_school_work	La pregunta es importante.	La pregunta es importante.
noun	cuerpo	cuerpo	cuerpo	el	el	masculine	singular_default	not_applicable	not_applicable	body	body part topic	body_health	El cuerpo necesita agua.	El cuerpo necesita agua.
noun	cabeza	cabeza	cabeza	la	la	feminine	singular_default	not_applicable	not_applicable	head	body part	body_health	Me duele la cabeza.	Me duele la cabeza.
noun	pelo	pelo	pelo	el	el	masculine	singular_default	not_applicable	not_applicable	hair	body part	body_health	El pelo está limpio.	El pelo está limpio.
noun	cara	cara	cara	la	la	feminine	singular_default	not_applicable	not_applicable	face	body part	body_health	La cara está roja.	La cara está roja.
noun	ojo	ojo	ojo	el	el	masculine	singular_default	not_applicable	not_applicable	eye	body part	body_health	El ojo está abierto.	El ojo está abierto.
noun	oreja	oreja	oreja	la	la	feminine	singular_default	not_applicable	not_applicable	ear	body part	body_health	La oreja duele un poco.	La oreja duele un poco.
noun	nariz	nariz	nariz	la	la	feminine	singular_default	not_applicable	not_applicable	nose	body part	body_health	La nariz está fría.	La nariz está fría.
noun	boca	boca	boca	la	la	feminine	singular_default	not_applicable	not_applicable	mouth	body part	body_health	La boca está seca.	La boca está seca.
noun	diente	diente	diente	el	el	masculine	singular_default	not_applicable	not_applicable	tooth	body part	body_health	El diente duele.	El diente duele.
noun	mano	mano	mano	la	la	feminine	singular_default	not_applicable	not_applicable	hand	body part	body_health	La mano está limpia.	La mano está limpia.
noun	brazo	brazo	brazo	el	el	masculine	singular_default	not_applicable	not_applicable	arm	body part	body_health	El brazo está cansado.	El brazo está cansado.
noun	pierna	pierna	pierna	la	la	feminine	singular_default	not_applicable	not_applicable	leg	body part	body_health	La pierna duele después de correr.	La pierna duele después de correr.
noun	pie	pie	pie	el	el	masculine	singular_default	not_applicable	not_applicable	foot	body part	body_health	El pie está en el zapato.	El pie está en el zapato.
noun	espalda	espalda	espalda	la	la	feminine	singular_default	not_applicable	not_applicable	back	body part	body_health	Me duele la espalda.	Me duele la espalda.
noun	estómago	estómago	estómago	el	el	masculine	singular_default	not_applicable	not_applicable	stomach	body part	body_health	El estómago está lleno.	El estómago está lleno.
noun	corazón	corazón	corazón	el	el	masculine	singular_default	not_applicable	not_applicable	heart	body part	body_health	El corazón late rápido.	El corazón late rápido.
noun	sangre	sangre	sangre	la	la	feminine	singular_default	not_applicable	not_applicable	blood	health topic	body_health	La sangre está en el papel.	La sangre está en el papel.
noun	dolor	dolor	dolor	el	el	masculine	singular_default	not_applicable	not_applicable	pain	feeling pain	body_health	Tengo dolor en la mano.	Tengo dolor en la mano.
noun	fiebre	fiebre	fiebre	la	la	feminine	singular_default	not_applicable	not_applicable	fever	being sick	body_health	La fiebre es alta.	La fiebre es alta.
noun	tos	tos	tos	la	la	feminine	singular_default	not_applicable	not_applicable	cough	being sick	body_health	Tengo tos por la noche.	Tengo tos por la noche.
noun	medicina	medicina	medicina	la	la	feminine	singular_default	not_applicable	not_applicable	medicine	taking medicine	body_health	La medicina está en la mesa.	La medicina está en la mesa.
noun	médico	médico	médico	el	el	masculine	singular_default	not_applicable	not_applicable	male physician	health worker	body_health	El médico habla despacio.	El médico habla despacio.
noun	médica	médica	médica	la	la	feminine	singular_default	not_applicable	not_applicable	female physician	health worker	body_health	La médica mira la receta.	La médica mira la receta.
noun	enfermero	enfermero	enfermero	el	el	masculine	singular_default	not_applicable	not_applicable	male nurse	health worker	body_health	El enfermero trae agua.	El enfermero trae agua.
noun	enfermera	enfermera	enfermera	la	la	feminine	singular_default	not_applicable	not_applicable	female nurse	health worker	body_health	La enfermera ayuda al paciente.	La enfermera ayuda al paciente.
noun	paciente	paciente	paciente	el	el	common	singular_default	not_applicable	not_applicable	patient	person receiving care	body_health	El paciente espera en la clínica.	El paciente espera en la clínica.
noun	salud	salud	salud	la	la	feminine	singular_default	not_applicable	not_applicable	health	general health	body_health	La salud es importante.	La salud es importante.
noun	pastilla	pastilla	pastilla	la	la	feminine	singular_default	not_applicable	not_applicable	pill	taking a pill	body_health	Tomo una pastilla con agua.	Tomo una pastilla con agua.
noun	clínica	clínica	clínica	la	la	feminine	singular_default	not_applicable	not_applicable	clinic	health location	body_health	La clínica está cerca.	La clínica está cerca.
noun	emergencia	emergencia	emergencia	la	la	feminine	singular_default	not_applicable	not_applicable	emergency	urgent health situation	body_health	La emergencia necesita ayuda.	La emergencia necesita ayuda.
noun	ropa	ropa	ropa	la	la	feminine	singular_default	not_applicable	not_applicable	clothes	clothing in general	clothing_personal	La ropa está en el armario.	La ropa está en el armario.
noun	camisa	camisa	camisa	la	la	feminine	singular_default	not_applicable	not_applicable	shirt	clothing item	clothing_personal	La camisa es blanca.	La camisa es blanca.
noun	camiseta	camiseta	camiseta	la	la	feminine	singular_default	not_applicable	not_applicable	T-shirt	clothing item	clothing_personal	La camiseta está limpia.	La camiseta está limpia.
noun	pantalón	pantalón	pantalón	el	el	masculine	singular_default	not_applicable	not_applicable	trousers or pants	clothing item	clothing_personal	El pantalón es azul.	El pantalón es azul.
noun	falda	falda	falda	la	la	feminine	singular_default	not_applicable	not_applicable	skirt	clothing item	clothing_personal	La falda es nueva.	La falda es nueva.
noun	vestido	vestido	vestido	el	el	masculine	singular_default	not_applicable	not_applicable	dress	clothing item	clothing_personal	El vestido es bonito.	El vestido es bonito.
noun	chaqueta	chaqueta	chaqueta	la	la	feminine	singular_default	not_applicable	not_applicable	jacket	clothing item	clothing_personal	La chaqueta está en la silla.	La chaqueta está en la silla.
noun	abrigo	abrigo	abrigo	el	el	masculine	singular_default	not_applicable	not_applicable	coat	clothing item	clothing_personal	El abrigo es caro.	El abrigo es caro.
noun	zapato	zapato	zapato	el	el	masculine	singular_default	not_applicable	not_applicable	shoe	clothing item	clothing_personal	El zapato está bajo la cama.	El zapato está bajo la cama.
noun	bota	bota	bota	la	la	feminine	singular_default	not_applicable	not_applicable	boot	clothing item	clothing_personal	La bota está sucia.	La bota está sucia.
noun	calcetín	calcetín	calcetín	el	el	masculine	singular_default	not_applicable	not_applicable	sock	clothing item	clothing_personal	El calcetín está en el cajón.	El calcetín está en el cajón.
noun	sombrero	sombrero	sombrero	el	el	masculine	singular_default	not_applicable	not_applicable	hat	clothing item	clothing_personal	El sombrero es negro.	El sombrero es negro.
noun	gorra	gorra	gorra	la	la	feminine	singular_default	not_applicable	not_applicable	cap	clothing item	clothing_personal	La gorra está en la mochila.	La gorra está en la mochila.
noun	traje	traje	traje	el	el	masculine	singular_default	not_applicable	not_applicable	suit	clothing item	clothing_personal	El traje es gris.	El traje es gris.
noun	jersey	jersey	suéter	el	el	masculine	singular_default	not_applicable	not_applicable	sweater	clothing regional variant	clothing_personal	El jersey es verde.	El suéter es verde.
noun	gafas	gafas	lentes	las	los	plural_only	plural_default	not_applicable	not_applicable	glasses	eyewear regional variant	clothing_personal	Las gafas están sobre la mesa.	Los lentes están sobre la mesa.
noun	collar	collar	collar	el	el	masculine	singular_default	not_applicable	not_applicable	necklace	personal item	clothing_personal	El collar es bonito.	El collar es bonito.
noun	anillo	anillo	anillo	el	el	masculine	singular_default	not_applicable	not_applicable	ring	personal item	clothing_personal	El anillo está en la caja.	El anillo está en la caja.
noun	cartera	cartera	cartera	la	la	feminine	singular_default	not_applicable	not_applicable	wallet	personal item	clothing_personal	La cartera tiene dinero.	La cartera tiene dinero.
noun	monedero	monedero	monedero	el	el	masculine	singular_default	not_applicable	not_applicable	coin purse	personal item	clothing_personal	El monedero está en el bolso.	El monedero está en la cartera.
noun	paraguas	paraguas	paraguas	el	el	masculine	singular_default	not_applicable	not_applicable	umbrella	personal item	clothing_personal	El paraguas está junto a la puerta.	El paraguas está junto a la puerta.
noun	regalo	regalo	regalo	el	el	masculine	singular_default	not_applicable	not_applicable	gift	giving a gift	clothing_personal	El regalo es para mi hermana.	El regalo es para mi hermana.
noun	jabón	jabón	jabón	el	el	masculine	singular_default	not_applicable	not_applicable	soap	washing item	clothing_personal	El jabón está en el baño.	El jabón está en el baño.
noun	champú	champú	champú	el	el	masculine	singular_default	not_applicable	not_applicable	shampoo	washing item	clothing_personal	El champú está en la ducha.	El champú está en la ducha.
noun	toalla	toalla	toalla	la	la	feminine	singular_default	not_applicable	not_applicable	towel	bath item	clothing_personal	La toalla está limpia.	La toalla está limpia.
noun	sala	sala	sala	la	la	feminine	singular_default	not_applicable	not_applicable	living room	room at home	home_objects	La sala tiene una televisión.	La sala tiene una televisión.
noun	comedor	comedor	comedor	el	el	masculine	singular_default	not_applicable	not_applicable	dining room	room at home	home_objects	El comedor está junto a la cocina.	El comedor está junto a la cocina.
noun	dormitorio	dormitorio	dormitorio	el	el	masculine	singular_default	not_applicable	not_applicable	bedroom	room at home	home_objects	El dormitorio es pequeño.	El dormitorio es pequeño.
noun	balcón	balcón	balcón	el	el	masculine	singular_default	not_applicable	not_applicable	balcony	home area	home_objects	El balcón tiene una silla.	El balcón tiene una silla.
