source_headword	KO	example_KO
enthusiasm	열정	그녀의 열정은 그룹을 격려했습니다.
enthusiastic	열정적인	자원봉사자들은 열정적이었습니다.
entire	전체의	마을 전체가 정전되었습니다.
entirely	완전히	그 이야기는 완전히 거짓입니다.
establish	확립하다	그들은 명확한 규칙을 확립했습니다.
estate	소유지	그 소유지에는 여러 농장이 포함되어 있습니다.
estimate	추정하다	우리는 방문객을 만 명으로 추정합니다.
ethical	윤리적인	그 결정은 윤리적 문제를 제기했습니다.
evaluate	평가하다	전문가들이 그 설계를 평가할 것입니다.
evil	악한	왕은 악한 영혼들을 두려워했습니다.
examination	시험	그 시험은 한 시간 동안 계속되었습니다.
excuse	변명	그 변명은 약하게 들렸습니다.
executive	임원	그 임원이 거래를 승인했습니다.
existence	존재	그들의 존재는 알려지지 않았습니다.
expectation	기대	출시 전 기대가 높았습니다.
expense	비용	여행은 우리의 가장 큰 비용입니다.
exploration	탐사	우주 탐사는 아이들에게 영감을 줍니다.
expose	폭로하다	그 기사는 부패를 폭로했습니다.
extend	연장하다	그들은 마감 기한을 연장했습니다.
extent	정도	우리는 나중에 그 정도를 알았습니다.
external	외부의	외부 압력이 그들에게 영향을 주었습니다.
extraordinary	놀라운	그녀의 회복은 놀라웠습니다.
facility	시설	그 시설은 6월에 문을 열었습니다.
failure	실패	실패는 그에게 인내심을 가르쳤습니다.
faith	믿음	그녀는 그에 대한 믿음을 지켰습니다.
fault	잘못	그 사고는 내 잘못이었습니다.
feather	깃털	깃털 하나가 베개에서 떨어졌습니다.
fee	요금	요금에는 점심이 포함되어 있습니다.
feedback	피드백	피드백은 과정을 개선하는 데 도움이 되었습니다.
fellow	동료의	동료 노동자들이 그녀를 지지했습니다.
finance	자금을 대다	은행이 확장에 자금을 댈 것입니다.
finding	발견	그 발견은 연구자들을 놀라게 했습니다.
firm	회사	그 회사는 새 직원을 고용했습니다.
flame	불꽃	작은 불꽃이 나타났습니다.
flash	섬광	섬광이 하늘을 밝혔습니다.
flexible	유연한	일정은 유연합니다.
float	뜨다	나뭇잎은 물 위에 뜹니다.
folding	접이식의	그는 접이식 의자를 들고 갔습니다.
forgive	용서하다	그를 용서할 수 있나요?
former	전의	전 시장이 돌아왔습니다.
fortune	큰돈	그들은 큰돈을 잃었습니다.
found	설립하다	그들은 작은 자선 단체를 설립했습니다.
freedom	자유	자유에는 책임이 필요합니다.
frequency	빈도	그 빈도는 겨울에 증가했습니다.
fully	완전히	그 호텔은 완전히 예약되었습니다.
fund	기금	그 기금은 지역 학교를 지원합니다.
fundamental	근본적인	여기서는 존중이 근본적입니다.
funding	자금 지원	자금 지원은 작년에 끝났습니다.
furthermore	게다가	게다가 비용이 오르고 있습니다.
gain	얻다	학생들은 빠르게 자신감을 얻습니다.
gang	갱단	갱단이 그 거리를 장악했습니다.
generate	생산하다	태양광 패널은 전력을 생산합니다.
genre	장르	코미디는 그녀가 가장 좋아하는 장르입니다.
govern	다스리다	법은 공공 지출을 다스립니다.
grab	붙잡다	그는 내 팔을 붙잡았습니다.
gradually	점차	통증은 점차 사라졌습니다.
grand	웅장한	그 호텔에는 웅장한 입구가 있습니다.
grant	보조금	그 보조금은 장비 비용을 냈습니다.
guarantee	보장하다	그 티켓은 입장을 보장합니다.
handle	처리하다	그녀는 그 불만을 침착하게 처리했습니다.
harm	해	흡연은 건강에 해를 끼칠 수 있습니다.
harmful	해로운	그 화학 물질은 해롭습니다.
hearing	청력	그녀의 청력이 좋아졌습니다.
heaven	천국	그들은 위에 있는 천국을 상상했습니다.
heel	발뒤꿈치	그의 발뒤꿈치가 심하게 아팠습니다.
hell	지옥	그 여행은 지옥 같았습니다.
hesitate	망설이다	망설이지 말고 질문하세요.
hollow	속이 빈	그 나무는 속이 비어 있었습니다.
holy	신성한	그들은 신성한 장소를 방문했습니다.
honour	명예	그들은 명예를 위해 싸웠습니다.
household	가구	각 가구는 물을 받았습니다.
housing	주거	주거 비용은 계속 오르고 있습니다.
humorous	유머러스한	그의 이야기는 유머러스했습니다.
humour	유머	유머는 긴장을 줄이는 데 도움이 되었습니다.
hunting	사냥	여기서는 사냥이 금지되어 있습니다.
illustrate	설명하다	예시는 그 규칙을 설명합니다.
illustration	삽화	그 삽화는 과정을 보여 줍니다.
imagination	상상력	아이들은 자유롭게 상상력을 사용합니다.
impatient	참을성 없는	운전자들은 참을성이 없어졌습니다.
imply	암시하다	그의 침묵은 동의를 암시할 수 있습니다.
impose	부과하다	법원은 벌금을 부과했습니다.
impress	깊은 인상을 주다	그녀의 용기는 모두에게 깊은 인상을 주었습니다.
impressed	감명받은	나는 그녀의 일에 감명받았습니다.
inch	인치	그것을 왼쪽으로 한 인치 옮기세요.
incident	사건	그 사건은 우려를 일으켰습니다.
income	소득	그들의 소득은 천천히 증가했습니다.
increasingly	점점 더	주거비는 점점 더 비싸지고 있습니다.
industrial	산업의	그 도시는 산업적 뿌리를 가지고 있습니다.
infection	감염	감염은 빠르게 퍼졌습니다.
inform	알리다	관리자에게 알려 주세요.
initial	초기의	초기 비용은 높았습니다.
initially	처음에는	처음에는 아무도 그를 믿지 않았습니다.
initiative	계획	그녀는 새로운 계획을 시작했습니다.
inner	안쪽의	안쪽 문은 잠겨 있었습니다.
insight	통찰	그 보고서는 유용한 통찰을 제공합니다.
insist	고집하다	그들은 안전 점검을 고집합니다.
inspire	영감을 주다	그녀의 이야기는 다른 사람들에게 영감을 줄 수 있습니다.
install	설치하다	그들은 새 히터를 설치했습니다.
instance	사례	이것은 하나의 분명한 사례입니다.
