source_headword	ML	example_ML
inspect	പരിശോധിക്കുക	ഉദ്യോഗസ്ഥർ വർഷം തോറും പാലം പരിശോധിക്കുന്നു.
inspection	പരിശോധന	പരിശോധനയിൽ ഗുരുതരമായ കേടുപാടുകൾ കണ്ടെത്തി.
inspiration	പ്രചോദനം	അവളുടെ പ്രസംഗം എനിക്ക് പ്രചോദനം നൽകി.
instinct	സഹജവാസന	സഹായിക്കാനായിരുന്നു അവന്റെ ആദ്യത്തെ സഹജവാസന.
institutional	സ്ഥാപനപരമായ	സ്ഥാപനപരമായ നിയമങ്ങൾ തീരുമാനത്തെ രൂപപ്പെടുത്തി.
instruct	നിർദ്ദേശം നൽകുക	മാന്വൽ പുതിയ ജീവനക്കാർക്ക് നിർദ്ദേശം നൽകും.
instrumental	നിർണ്ണായകമായ	ചർച്ചകളിൽ അവളുടെ ഉപദേശം നിർണ്ണായകമായിരുന്നു.
insufficient	അപര്യാപ്തമായ	കുറ്റാരോപണങ്ങൾക്ക് തെളിവുകൾ അപര്യാപ്തമായിരുന്നു.
insult	അപമാനം	അവന്റെ അപമാനം സംഭാഷണം അവസാനിപ്പിച്ചു.
intact	കേടുകൂടാതെ	പുരാതന മതിൽ കേടുകൂടാതെ നിന്നു.
intake	കഴിക്കുന്നത്	പഞ്ചസാര കഴിക്കുന്നത് മിതമായിരിക്കണം.
integral	അവിഭാജ്യമായ	വിശ്വാസം ടീമിന്റെ അവിഭാജ്യ ഘടകമാണ്.
integrated	സംയോജിത	സ്കൂൾ സംയോജിത പിന്തുണ നൽകുന്നു.
integration	സംയോജനം	സംയോജനം മുഴുവൻ സിസ്റ്റത്തെയും മെച്ചപ്പെടുത്തി.
integrity	ആത്മാർത്ഥത	ജഡ്ജി വലിയ ആത്മാർത്ഥത കാണിച്ചു.
intensify	തീവ്രമാകുക	കൊടുങ്കാറ്റ് ഒറ്റരാത്രികൊണ്ട് തീവ്രമായേക്കാം.
intensity	തീവ്രത	പരിശീലനത്തിന്റെ തീവ്രത വർദ്ധിച്ചു.
intensive	തീവ്രമായ	അവർ തീവ്രമായ ഭാഷാ പരിശീലനം പൂർത്തിയാക്കി.
intent	ഉദ്ദേശ്യം	അവന്റെ ഉദ്ദേശ്യം തെളിയിക്കാൻ പ്രയാസമായിരുന്നു.
interactive	സംവേദനാത്മകമായ	മ്യൂസിയത്തിൽ സംവേദനാത്മകമായ പ്രദർശനങ്ങളുണ്ട്.
interface	ഇന്റർഫേസ്	ഇന്റർഫേസ് നാവിഗേറ്റ് ചെയ്യാൻ എളുപ്പമാണ്.
interfere	ഇടപെടുക	അന്വേഷണത്തിൽ ഇടപെടരുത്.
interference	തടസ്സം	സിഗ്നൽ തടസ്സം കോളിനെ തടസ്സപ്പെടുത്തി.
interim	ഇടക്കാല	നാളെ ഒരു ഇടക്കാല റിപ്പോർട്ട് വരും.
interior	ഉൾവശത്തെ	ഉൾവശത്തെ ഭിത്തികളിൽ പെയിന്റ് അടിക്കണം.
intermediate	ഇന്റർമീഡിയറ്റ്	അവൾ ഇന്റർമീഡിയറ്റ് ക്ലാസ്സിൽ ചേർന്നു.
intervene	ഇടപെടുക	പോലീസിന് പെട്ടെന്ന് ഇടപെടേണ്ടി വന്നു.
intervention	ഇടപെടൽ	നേരത്തെയുള്ള ഇടപെടൽ രോഗിയെ സഹായിച്ചു.
intimate	അടുത്ത	അവർ ഒരു അടുത്ത കുടുംബ ചടങ്ങ് നടത്തി.
intriguing	കൗതുകകരമായ	ഡാറ്റ കൗതുകകരമായ ഒരു മാതൃക വെളിപ്പെടുത്തി.
investigator	അന്വേഷകൻ	അന്വേഷകൻ ഓരോ സാക്ഷിയുമായും അഭിമുഖം നടത്തി.
invisible	അദൃശ്യമായ	ആ വാതകം അദൃശ്യവും അപകടകരവുമാണ്.
invoke	ഉദ്ധരിക്കുക	അഭിഭാഷകൻ മുൻകാല വിധിന്യായങ്ങൾ ഉദ്ധരിക്കാൻ ശ്രമിച്ചു.
involvement	പങ്കാളിത്തം	അവന്റെ പങ്കാളിത്തം വ്യക്തമല്ലായിരുന്നു.
ironic	വിരോധാഭാസമായ	വിരോധാഭാസമായ അഭിപ്രായം എല്ലാവരെയും ചിരിപ്പിച്ചു.
ironically	വിരോധാഭാസമെന്നു പറയട്ടെ	വിരോധാഭാസമെന്നു പറയട്ടെ, ആ വഴിക്ക് കൂടുതൽ സമയമെടുത്തു.
irony	വിരോധാഭാസം	വിരോധാഭാസം എല്ലാവർക്കും വ്യക്തമായിരുന്നു.
irrelevant	അപ്രസക്തമായ	ആ വിശദാംശം ഇവിടെ അപ്രസക്തമാണ്.
isolation	ഒറ്റപ്പെടൽ	ഒറ്റപ്പെടൽ മാനസികാരോഗ്യത്തെ ദോഷകരമായി ബാധിക്കും.
judicial	ജുഡീഷ്യൽ	ജുഡീഷ്യൽ അവലോകനം തിങ്കളാഴ്ച ആരംഭിക്കും.
junction	ജംഗ്ഷൻ	ജംഗ്ഷനിൽ നിന്ന് ഇടത്തേക്ക് തിരിയുക.
jurisdiction	അധികാരപരിധി	കോടതിക്ക് പരിമിതമായ അധികാരപരിധിയാണുള്ളത്.
just	നീതിയുക്തമായ	ജഡ്ജി നീതിയുക്തമായ ഒരു തീരുമാനമെടുത്തു.
justification	ന്യായീകരണം	ചെലവുകൾക്ക് വ്യക്തമായ ന്യായീകരണം ആവശ്യമാണ്.
kidnap	തട്ടിക്കൊണ്ടുപോകുക	കുറ്റവാളികൾ നയതന്ത്രജ്ഞനെ തട്ടിക്കൊണ്ടുപോകാൻ ശ്രമിച്ചു.
kidney	വൃക്ക	അവളുടെ വൃക്കയുടെ പ്രവർത്തനം മെച്ചപ്പെട്ടു.
kingdom	രാജ്യം	അദ്ദേഹത്തിന്റെ ഭരണത്തിൻ കീഴിൽ രാജ്യം വികസിച്ചു.
lad	പയ്യൻ	ആ പയ്യൻ ബാഗുകൾ ചുമന്നു.
landlord	വീട്ടുടമ	വീട്ടുടമ ഹീറ്റിംഗ് നന്നാക്കി.
landmark	നാഴികക്കല്ല്	ആ ഗോപുരം നഗരത്തിലെ ഒരു നാഴികക്കല്ലായി മാറി.
lap	മടി	കുട്ടി അവളുടെ മടിയിൽ ഇരുന്നു.
large-scale	വലിയ തോതിലുള്ള	നഗരം വലിയ തോതിലുള്ള അറ്റകുറ്റപ്പണികൾ ആസൂത്രണം ചെയ്തു.
laser	ലേസർ	ലേസർ ദൂരം അളന്നു.
latter	രണ്ടാമത്തെ	രണ്ടാമത്തെ ഓപ്ഷൻ കൂടുതൽ സുരക്ഷിതമാണെന്ന് തോന്നുന്നു.
lawn	പുൽത്തകിടി	കുട്ടികൾ പുൽത്തകിടിയിൽ കളിച്ചു.
lawsuit	കേസ്	കമ്പനി കേസ് ഒത്തുതീർപ്പാക്കി.
layout	ലേഔട്ട്	പേജിന്റെ ലേഔട്ട് കൂടുതൽ വ്യക്തമായി കാണുന്നു.
leak	ചോർച്ച	പൈപ്പിലെ ചോർച്ച കാരണം അടുക്കളയിൽ വെള്ളം കയറി.
leap	കുതിച്ചുചാട്ടം	വിൽപ്പനയിൽ പെട്ടെന്നൊരു കുതിച്ചുചാട്ടമുണ്ടായി.
legacy	പൈതൃകം	അവളുടെ പൈതൃകം സർവ്വകലാശാലയെ രൂപപ്പെടുത്തി.
legendary	ഇതിഹാസ തുല്യമായ	ഇതിഹാസ തുല്യനായ ഗായകൻ വേദിയിലേക്ക് മടങ്ങിയെത്തി.
legislation	നിയമനിർമ്മാണം	പുതിയ നിയമനിർമ്മാണം വാടകക്കാരെ സംരക്ഷിക്കുന്നു.
legislative	നിയമനിർമ്മാണ	നിയമനിർമ്മാണ സമിതി ഇന്ന് യോഗം ചേർന്നു.
legislature	നിയമസഭ	നിയമസഭ ബജറ്റ് അംഗീകരിച്ചു.
legitimate	ന്യായമായ	അവർ ന്യായമായ ആശങ്കകൾ ഉന്നയിച്ചു.
lengthy	ദൈർഘ്യമേറിയ	ദൈർഘ്യമേറിയ സംവാദം വോട്ടിംഗ് വൈകിപ്പിച്ചു.
lesbian	ലെസ്ബിയൻ	ലെസ്ബിയൻ പ്രവർത്തക ഫോറത്തിൽ സംസാരിച്ചു.
lesser	ചെറിയ	ചെറിയ അപകടസാധ്യത തിരഞ്ഞെടുക്കുക.
lethal	മാരകമായ	ആ രാസവസ്തു മാരകമായേക്കാം.
liable	ബാധ്യസ്ഥർ	നാശനഷ്ടങ്ങൾക്ക് ഡ്രൈവർമാർ ബാധ്യസ്ഥരാണ്.
liberal	ഉദാരമായ	അവൻ ഉദാരമായ സാമൂഹിക നയങ്ങളെ പിന്തുണയ്ക്കുന്നു.
liberation	വിമോചനം	വിമോചനം രാജ്യത്തിന്റെ ഭാവി മാറ്റിമറിച്ചു.
liberty	സ്വാതന്ത്ര്യം	നിയമം വ്യക്തിസ്വാതന്ത്ര്യത്തെ സംരക്ഷിക്കുന്നു.
license	ലൈസൻസ് നൽകുക	സംസ്ഥാനം പുതിയ ക്ലിനിക്കുകൾക്ക് ലൈസൻസ് നൽകിയേക്കാം.
lifelong	ജീവിതകാലം മുഴുവനുമുള്ള	അവൾ അവിടെ ജീവിതകാലം മുഴുവനുമുള്ള സുഹൃത്തുക്കളെ ഉണ്ടാക്കി.
likelihood	സാധ്യത	മഴ പെയ്യാനുള്ള സാധ്യത വർദ്ധിച്ചു.
limb	അവയവം	പരിക്കേറ്റ അവയവം പതുക്കെ സുഖം പ്രാപിച്ചു.
linear	രേഖീയമായ	ചാർട്ട് ഒരു രേഖീയമായ പ്രവണത കാണിക്കുന്നു.
line-up	ലൈനപ്പ്	ഫെസ്റ്റിവൽ ലൈനപ്പിൽ പ്രാദേശിക ബാൻഡുകൾ ഉൾപ്പെടുന്നു.
linger	തങ്ങിനിൽക്കുക	ഗന്ധം മണിക്കൂറുകളോളം തങ്ങിനിൽക്കാം.
listing	ലിസ്റ്റിംഗ്	അപ്പാർട്ട്മെന്റ് ലിസ്റ്റിംഗ് കൃത്യമാണെന്ന് തോന്നി.
literacy	സാക്ഷരത	മുതിർന്നവരുടെ സാക്ഷരതാ പരിപാടികൾ വിപുലീകരിച്ചു.
liver	കരൾ	കരൾ ദോഷകരമായ വസ്തുക്കളെ ഫിൽട്ടർ ചെയ്യുന്നു.
lobby	ലോബി	ഉച്ചകഴിഞ്ഞ് ലോബിയിൽ തിരക്കായിരുന്നു.
log	ലോഗ്	സിസ്റ്റം ദിവസേനയുള്ള ലോഗ് സൂക്ഷിക്കുന്നു.
logic	യുക്തി	അവന്റെ വാദത്തിലെ യുക്തി പരാജയപ്പെട്ടു.
long-standing	ദീർഘകാലമായുള്ള	അവർ ദീർഘകാലമായുള്ള തർക്കം പരിഹരിച്ചു.
long-time	ദീർഘകാലമായുള്ള	അവൾ ദീർഘകാലമായി ഒരു വോളണ്ടിയറാണ്.
loom	മൂടുക	താഴ്‌വരയിൽ ഇരുണ്ട മേഘങ്ങൾ മൂടിനിന്നു.
loop	ലൂപ്പ് / കുടുക്ക്	പാത ഒരു ലൂപ്പ് രൂപപ്പെടുത്തുന്നു.
loyalty	വിശ്വസ്തത	അവന്റെ വിശ്വസ്തത ടീമിനെ ആകർഷിച്ചു.
machinery	യന്ത്രങ്ങൾ	ഫാക്ടറി പുതിയ യന്ത്രങ്ങൾ സ്ഥാപിച്ചു.
magical	മാന്ത്രികമായ	രാത്രിയിൽ പൂന്തോട്ടം മാന്ത്രികമായി തോന്നി.
magistrate	മജിസ്ട്രേറ്റ്	മജിസ്ട്രേറ്റ് കേസ് വാദം കേട്ടു.
magnetic	കാന്തികമായ	കാന്തികക്ഷേത്രം കോമ്പസിനെ ബാധിച്ചു.
magnitude	വ്യാപ്തി	നാശനഷ്ടത്തിന്റെ വ്യാപ്തി വ്യക്തമായിരുന്നു.
mainland	വൻകര	ഫെറി ദ്വീപുകളെ വൻകരയുമായി ബന്ധിപ്പിക്കുന്നു.
mainstream	മുഖ്യധാര	ആശയം മുഖ്യധാരാ രാഷ്ട്രീയത്തിൽ പ്രവേശിച്ചു.
maintenance	അറ്റകുറ്റപ്പണി	കൃത്യമായ അറ്റകുറ്റപ്പണികൾ തകരാറുകൾ തടയുന്നു.
mandate	ജനവിധി	പ്രസിഡന്റ് ശക്തമായ ജനവിധി അവകാശപ്പെട്ടു.
mandatory	നിർബന്ധമായ	പരിശീലനാർത്ഥികൾക്ക് ഹാജർ നിർബന്ധമാണ്.
manifest	പ്രകടമാകുക	ആഴ്ചകൾക്ക് ശേഷം രോഗലക്ഷണങ്ങൾ പ്രകടമാകാം.
manipulate	തിരിമറി നടത്തുക	സർവേ ഫലങ്ങളിൽ തിരിമറി നടത്തരുത്.
manipulation	കൃത്രിമം	ഡാറ്റാ കൃത്രിമം കണ്ടെത്തി.
manuscript	കൈയെഴുത്തുപ്രതി	പ്രസാധകൻ അവളുടെ കൈയെഴുത്തുപ്രതി സ്വീകരിച്ചു.
march	മാർച്ച് / ജാഥ	പ്രതിഷേധക്കാർ ഡൗൺടൗണിലേക്ക് മാർച്ച് ചെയ്യും.
marginal	നേരിയ	മാറ്റത്തിന് നേരിയ ഗുണങ്ങളേ ഉണ്ടായിരുന്നുള്ളൂ.
marine	സമുദ്ര സംബന്ധിയായ	സമുദ്രജീവികൾക്ക് ശുദ്ധജലം ആവശ്യമാണ്.
marketplace	വിപണി	ഓൺലൈൻ വിപണി വേഗത്തിൽ വികസിച്ചു.
mask	മാസ്ക് / മുഖംമൂടി	തൊഴിലാളികൾ നിർബന്ധമായും മാസ്ക് ധരിക്കണം.
massacre	കൂട്ടക്കൊല	കൂട്ടക്കൊല മുഴുവൻ പ്രദേശത്തെയും ഞെട്ടിച്ചു.
mathematical	ഗണിതശാസ്ത്രപരമായ	ഗണിതശാസ്ത്ര മാതൃക ഡിമാൻഡ് പ്രവചിച്ചു.
mature	പ്രായപൂർത്തിയായ / വളർന്ന	വളർന്ന മരങ്ങൾ തണൽ നൽകുന്നു.
maximize	വർദ്ധിപ്പിക്കുക	അപ്‌ഡേറ്റ് ബാറ്ററി ലൈഫ് വർദ്ധിപ്പിക്കും.
meaningful	അർത്ഥവത്തായ	അവർ അർത്ഥവത്തായ ഒരു സംഭാഷണം നടത്തി.
meantime	ഇതിനിടയിൽ	ഇതിനിടയിൽ, പുറത്ത് കാത്തിരിക്കുക.
medieval	മധ്യകാല	കോട്ടയ്ക്ക് മധ്യകാല മതിലുകളുണ്ട്.
meditation	ധ്യാനം	ദൈനംദിന ധ്യാനം അവളുടെ മനസ്സിനെ ശാന്തമാക്കുന്നു.
melody	ഈണം	ആ ഈണം എന്റെ മനസ്സിൽ തങ്ങിനിന്നു.
memo	മെമ്മോ	മെമ്മോ നയം വിശദീകരിച്ചു.
memoir	ഓർമ്മക്കുറിപ്പ്	അവളുടെ ഓർമ്മക്കുറിപ്പ് ബാല്യകാല പ്രവാസം വിവരിക്കുന്നു.
memorial	സ്മാരകം	സ്മാരകം പ്രാദേശിക സൈനികരെ ആദരിക്കുന്നു.
mentor	ഉപദേഷ്ടാവ്	അവളുടെ ഉപദേഷ്ടാവ് നിർദ്ദേശം പരിശോധിച്ചു.
merchant	വ്യാപാരി	വ്യാപാരി പട്ടും സുഗന്ധവ്യഞ്ജനങ്ങളും വിറ്റു.
mercy	കരുണ	ജഡ്ജി കരുണ കാണിച്ചു.
mere	വെറും	വെറുമൊരു നോട്ടം തന്നെ തെറ്റ് വെളിപ്പെടുത്തി.
merely	കേവലം	അവൾ നിർദ്ദേശങ്ങൾ കേവലം ആവർത്തിച്ചു.
merge	ലയിക്കുക	രണ്ട് കമ്പനികളും ലയിക്കും.
merger	ലയനം	ലയനം ഒരു വലിയ ബാങ്ക് സൃഷ്ടിച്ചു.
merit	യോഗ്യത	നിർദ്ദേശത്തിന് വ്യക്തമായ യോഗ്യതയുണ്ട്.
methodology	രീതിശാസ്ത്രം	പഠനം അതിന്റെ രീതിശാസ്ത്രം വിശദീകരിക്കുന്നു.
midst	മധ്യത്തിൽ	അവർ കുഴപ്പങ്ങൾക്കിടയിലാണ് പ്രവർത്തിച്ചത്.
migration	കുടിയേറ്റം	കാലികമായ കുടിയേറ്റം പ്രാദേശിക ജോലികളെ ബാധിക്കുന്നു.
militant	തീവ്രവാദി	തീവ്രവാദി സംഘം ചർച്ചകൾ നിരസിച്ചു.
militia	സായുധസംഘം	സായുധസംഘം റോഡിന്റെ നിയന്ത്രണം ഏറ്റെടുത്തു.
mill	മിൽ	പഴയ മിൽ ഒരു മ്യൂസിയമായി മാറി.
minimal	ഏറ്റവും കുറഞ്ഞ	പ്ലാനിന് വളരെ കുറഞ്ഞ പ്രയത്നം മതി.
minimize	കുറയ്ക്കുക	അനാവശ്യമായ അപകടസാധ്യത നമ്മൾ കുറയ്ക്കണം.
mining	ഖനനം	ഖനനം നദീതടത്തെ നശിപ്പിച്ചു.
ministry	മന്ത്രാലയം	മന്ത്രാലയം പുതിയ നിയമങ്ങൾ പ്രഖ്യാപിച്ചു.
minute2	വളരെ ചെറിയ	ഗ്ലാസിൽ വളരെ ചെറിയ ഒരു വിള്ളൽ പ്രത്യക്ഷപ്പെട്ടു.
miracle	അത്ഭുതം	അവന്റെ തിരിച്ചുവരവ് ഒരു അത്ഭുതം പോലെ തോന്നി.
misery	ദുരിതം	അഭയാർത്ഥികൾ വർഷങ്ങളോളം ദുരിതം അനുഭവിച്ചു.
misleading	തെറ്റിദ്ധരിപ്പിക്കുന്ന	തെറ്റിദ്ധരിപ്പിക്കുന്ന ചാർട്ട് വായനക്കാരെ കുഴപ്പത്തിലാക്കി.
missile	മിസൈൽ	മിസൈൽ പരീക്ഷണം സംഘർഷം വർദ്ധിപ്പിച്ചു.
mob	ആൾക്കൂട്ടം	രോഷാകുലരായ ആൾക്കൂട്ടം ഗതാഗതം തടസ്സപ്പെടുത്തി.
mobility	മൊബിലിറ്റി	മികച്ച ബസുകൾ നഗരങ്ങളിലെ യാത്രാസൗകര്യം മെച്ചപ്പെടുത്തുന്നു.
mobilize	സമാഹരിക്കുക	നേതാക്കൾ വോളണ്ടിയർമാരെ വേഗത്തിൽ സമാഹരിക്കുന്നു.
moderate	മിതമായ	സ്ഥാനാർത്ഥിക്ക് മിതമായ കാഴ്ചപ്പാടുകളാണുള്ളത്.
modification	മാറ്റം	ഡിസൈനിൽ ഒരു മാറ്റം ആവശ്യമാണ്.
momentum	വേഗത	ക്യാമ്പയിൻ പെട്ടെന്ന് വേഗത കൈവരിച്ചു.
monk	സന്യാസി	സന്യാസി മൗനമായി ജീവിച്ചു.
monopoly	കുത്തക	സ്ഥാപനത്തിന് കുത്തകയുണ്ടായിരുന്നു.
morality	സദാചാരം	കോഴ്സ് പൊതുസദാചാരം പരിശോധിക്കുന്നു.
motive	ഉദ്ദേശ്യം	പോലീസ് അവന്റെ ഉദ്ദേശ്യത്തെക്കുറിച്ച് ചോദ്യം ചെയ്തു.
motorist	വാഹനമോടിക്കുന്നയാൾ	വാഹനമോടിക്കുന്നയാൾ റെഡ് സിഗ്നലിൽ നിർത്തി.
municipal	മുനിസിപ്പൽ	ഈ വർഷം മുനിസിപ്പൽ സേവനങ്ങൾ മെച്ചപ്പെട്ടു.
mutual	പരസ്പരമുള്ള	അവർ പരസ്പര ധാരണയിലെത്തി.
namely	അതായത്	ഒരു പ്രശ്നം അവശേഷിക്കുന്നു, അതായത് ഫണ്ടിംഗ്.
nationwide	രാജ്യവ്യാപകമായ	പണിമുടക്ക് രാജ്യവ്യാപകമായി കാലതാമസമുണ്ടാക്കി.
naval	നാവിക	നാവിക താവളം കഴിഞ്ഞ വർഷം അടച്ചുപൂട്ടി.
neglect	അവഗണിക്കുക	അടിസ്ഥാന സുരക്ഷയെ അവഗണിക്കരുത്.
neighbouring	അയൽ	അയൽ നഗരങ്ങൾ ആശുപത്രി പങ്കിട്ടു.
nest	കൂട്	പക്ഷി ഒരു കൂട് ഉണ്ടാക്കി.
net	അറ്റ	അറ്റാദായം കുത്തനെ ഉയർന്നു.
newsletter	വാർത്താപത്രിക	വാർത്താപത്രിക എല്ലാ വെള്ളിയാഴ്ചയും വരും.
niche	നിഷ് / അനുയോജ്യമായ സ്ഥാനം	കമ്പനി ലാഭകരമായ ഒരു നിഷ് കണ്ടെത്തി.
noble	ശ്രേഷ്ഠമായ	അവളുടെ ശ്രേഷ്ഠമായ പ്രവൃത്തി എല്ലാവരെയും ആകർഷിച്ചു.
nod	തലയാട്ടുക	നിങ്ങൾക്ക് മനസ്സിലായെങ്കിൽ ദയവായി തലയാട്ടുക.
nominate	നാമനിർദ്ദേശം ചെയ്യുക	അവർ പുതിയ ചെയർപേഴ്സണെ നാമനിർദ്ദേശം ചെയ്യും.
nomination	നാമനിർദ്ദേശം	അവളുടെ നാമനിർദ്ദേശം കമ്മിറ്റിയെ അത്ഭുതപ്പെടുത്തി.
nominee	നോമിനി	നോമിനി ബുദ്ധിമുട്ടുള്ള ചോദ്യങ്ങൾക്ക് ഉത്തരം നൽകി.
nonetheless	എന്നിരുന്നാലും	എന്നിരുന്നാലും, പദ്ധതി മുന്നോട്ട് പോയി.
non-profit	ലാഭേച്ഛയില്ലാത്ത	അവൾ ലാഭേച്ഛയില്ലാതെ പ്രവർത്തിക്കുന്ന ഒരു ക്ലിനിക്കിൽ ജോലി ചെയ്യുന്നു.
nonsense	അസംബന്ധം	ആ കിംവദന്തി തികഞ്ഞ അസംബന്ധമാണ്.
noon	ഉച്ച	മീറ്റിംഗ് ഉച്ചയ്ക്ക് ആരംഭിക്കും.
notable	ശ്രദ്ധേയമായ	റിപ്പോർട്ട് ശ്രദ്ധേയമായ പുരോഗതി നേടി.
notably	ശ്രദ്ധേയമായി	ശ്രദ്ധേയമായി, മെയ് മാസത്തിൽ ചെലവ് കുറഞ്ഞു.
notify	അറിയിക്കുക	പോകുന്നതിന് മുൻപ് ദയവായി ജീവനക്കാരെ അറിയിക്കുക.
notorious	കുപ്രസിദ്ധമായ	ആ റോഡ് അപകടങ്ങൾക്ക് കുപ്രസിദ്ധമാണ്.
novel	നൂതനമായ	അവർ ഒരു നൂതനമായ പരിഹാരം നിർദ്ദേശിച്ചു.
nursery	നഴ്സറി	നഴ്സറി ശിശുക്കളെ പരിപാലിക്കുന്നു.
objection	തടസ്സം	വക്കീൽ ഒരു എതിർപ്പ് ഉന്നയിച്ചു.
oblige	നിർബന്ധിതരാക്കുക	നിയമങ്ങൾ ഡ്രൈവർമാരെ നിർത്താൻ നിർബന്ധിതരാക്കുന്നു.
obsess	അമിതമായി ചിന്തിക്കുക	ചെറിയ തെറ്റുകളെക്കുറിച്ച് അമിതമായി ചിന്തിക്കരുത്.
obsession	ആസക്തി	അവന്റെ ആസക്തി അവന്റെ ജോലിയെ നശിപ്പിച്ചു.
occasional	വല്ലപ്പോഴുമുള്ള	വല്ലപ്പോഴുമുള്ള കാലതാമസങ്ങൾ പ്രതീക്ഷിക്കാം.
occurrence	സംഭവം	അത്തരമൊരു സംഭവം അപൂർവ്വമാണ്.
odds	സാധ്യതകൾ	വിജയത്തിനുള്ള സാധ്യതകൾ മെച്ചപ്പെട്ടു.
offering	വാഗ്ദാനം	സർവ്വകലാശാല അതിന്റെ വാഗ്ദാനങ്ങൾ വിപുലീകരിച്ചു.
offspring	സന്താനം	കുറുക്കൻ അതിന്റെ സന്താനങ്ങളെ സംരക്ഷിച്ചു.
operational	പ്രവർത്തനക്ഷമമായ	പുതിയ സിസ്റ്റം പ്രവർത്തനക്ഷമമാണ്.
opt	തിരഞ്ഞെടുക്കുക	പല വിദ്യാർത്ഥികളും ഓൺലൈൻ ക്ലാസുകൾ തിരഞ്ഞെടുക്കുന്നു.
optical	ഒപ്റ്റിക്കൽ	ഒപ്റ്റിക്കൽ ലെൻസ് വൃത്തിയാക്കേണ്ടതുണ്ട്.
optimism	ശുഭാപ്തിവിശ്വാസം	പ്രഖ്യാപനത്തിന് ശേഷം ശുഭാപ്തിവിശ്വാസം തിരിച്ചെത്തി.
oral	വാക്കാലുള്ള	വാക്കാലുള്ള പരീക്ഷ നാളെ തുടങ്ങും.
organizational	സംഘടനാപരമായ	സംഘടനാപരമായ മാറ്റങ്ങൾ ഉടൻ ആരംഭിച്ചു.
orientation	ഓറിയന്റേഷൻ	ശിൽപശാലയിൽ ജീവനക്കാരുടെ ഓറിയന്റേഷൻ ഉൾപ്പെടുത്തിയിരുന്നു.
originate	ഉത്ഭവിക്കുക	പല പാരമ്പര്യങ്ങളും ഗ്രാമങ്ങളിലാണ് ഉത്ഭവിക്കുന്നത്.
outbreak	പൊട്ടിപ്പുറപ്പെടൽ	നഗരത്തിലുടനീളം രോഗം പൊട്ടിപ്പുറപ്പെട്ടു.
outing	ഉല്ലാസയാത്ര	ക്ലാസ്സ് ഒരു മ്യൂസിയം ഉല്ലാസയാത്ര ആസ്വദിച്ചു.
outlet	ഔട്ട്ലെറ്റ്	ഔട്ട്ലെറ്റ് കിഴിവുള്ള വസ്ത്രങ്ങൾ വിൽക്കുന്നു.
outlook	വീക്ഷണം	സാമ്പത്തിക വീക്ഷണം അനിശ്ചിതത്വത്തിലാണ്.
outrage	രോഷം	തീരുമാനം പൊതുജന രോഷത്തിന് കാരണമായി.
