source_headword	KM	example_KM
aware	ដឹង	នាងដឹងពីហានិភ័យ។
backwards	ថយក្រោយ	គាត់ដើរថយក្រោយដោយប្រុងប្រយ័ត្ន។
bake	ដុតនំ	ខ្ញុំដុតនំប៉័ងរៀងរាល់ថ្ងៃអាទិត្យ។
balance	តុល្យភាព	ស្បែកជើងល្អជួយតុល្យភាពរបស់អ្នក។
ban	ហាមឃាត់	ទីក្រុងនឹងហាមឃាត់រថយន្ត។
bank (river)	ច្រាំងទន្លេ	យើងអង្គុយលើច្រាំងទន្លេ។
base	មូលដ្ឋាន	ក្រុមបានត្រឡប់ទៅមូលដ្ឋាន។
basic	មូលដ្ឋាន	មនុស្សគ្រប់គ្នាត្រូវការជំនាញកុំព្យូទ័រមូលដ្ឋាន។
basis	មូលដ្ឋានគ្រឹះ	ការជឿទុកចិត្តជាមូលដ្ឋានគ្រឹះនៃមិត្តភាព។
battery	ថ្ម	ថ្មទូរស័ព្ទរបស់ខ្ញុំខ្សោយ។
battle	សមរភូមិ	សមរភូមិបានបន្តពេញមួយយប់។
beauty	សម្រស់	យើងកោតសរសើរសម្រស់ភ្នំ។
bee	ឃ្មុំ	ឃ្មុំមួយក្បាលចុះលើផ្កា។
belief	ជំនឿ	ជំនឿរបស់គាត់បានផ្តល់កម្លាំងចិត្តឱ្យគាត់។
bell	កណ្តឹង	កណ្តឹងសាលារោទ៍ខ្លាំង។
bend	បត់	បត់ជង្គង់របស់អ្នកពេលលើករបស់។
bite	ខាំ	ឆ្កែអាចខាំមនុស្សចម្លែក។
block	រាំងស្ទះ	ដើមឈើដួលបានរាំងស្ទះផ្លូវ។
bomb	គ្រាប់បែក	គ្រាប់បែកបានបំផ្លាញអគារច្រើន។
border	ព្រំដែន	ពួកគេបានឆ្លងព្រំដែននៅពេលយប់។
bother	រំខាន	សូមកុំរំខានប្អូនស្រីរបស់អ្នក។
branch	មែកឈើ	មែកឈើមួយបានបាក់ក្នុងព្យុះ។
brand	ម៉ាក	ម៉ាកនេះពេញនិយមក្នុងចំណោមសិស្ស។
brave	ក្លាហាន	បុរសក្លាហានបានជួយសង្គ្រោះកុមារ។
breath	ដង្ហើម	ដកដង្ហើមជ្រៅមួយ។
breathe	ដកដង្ហើម	ខ្ញុំមិនអាចដកដង្ហើមក្នុងផ្សែងនេះបានទេ។
breathing	ការដកដង្ហើម	ការដកដង្ហើមរបស់នាងយឺត។
bride	កូនក្រមុំ	កូនក្រមុំស្លៀករ៉ូបពណ៌ស។
bubble	ពពុះ	ពពុះមួយអណ្តែតលើកែវ។
bury	កប់	ពួកគេបានកប់ប្រអប់ក្នុងខ្សាច់។
calm	ស្ងប់ស្ងាត់	នៅស្ងប់ស្ងាត់ក្នុងពេលប្រឡង។
campaign	យុទ្ធនាការ	យុទ្ធនាការបានរៃអង្គាសប្រាក់សម្រាប់សាលារៀន។
campus	បរិវេណសាកលវិទ្យាល័យ	សិស្សរស់នៅជិតបរិវេណសាកលវិទ្យាល័យ។
candidate	បេក្ខជន	បេក្ខជននីមួយៗបានឆ្លើយសំណួរបី។
cap	មួកកីឡា	គាត់ពាក់មួកកីឡាបេសបល។
captain	ប្រធានក្រុម	ប្រធានក្រុមបាននិយាយជាមួយក្រុម។
careless	ខ្ជីខ្ជា	កំហុសខ្ជីខ្ជាមួយបានធ្វើឱ្យយើងខាតពេល។
category	ប្រភេទ	ជ្រើសរើសប្រភេទត្រឹមត្រូវ។
ceiling	ពិដាន	ពិដានត្រូវបានលាបពណ៌ស។
celebration	ការប្រារព្ធពិធី	ការប្រារព្ធពិធីបានបន្តពេញល្ងាច។
central	កណ្តាល	សណ្ឋាគារមានទីតាំងកណ្តាល។
ceremony	ពិធី	ពិធីបានចាប់ផ្តើមនៅថ្ងៃត្រង់។
chain	ខ្សែសង្វាក់	នាងពាក់ខ្សែសង្វាក់ប្រាក់។
challenge	បញ្ហាប្រឈម	គម្រោងនេះជាបញ្ហាប្រឈមពិត។
champion	ជើងឯក	ជើងឯកបានអរគុណគ្រូបង្វឹករបស់នាង។
channel	ប៉ុស្តិ៍	សូមប្តូរប៉ុស្តិ៍។
chapter	ជំពូក	អានជំពូកបន្ទាប់យប់នេះ។
charge	ថ្លៃសេវា	មិនមានថ្លៃសេវាសម្រាប់កុមារទេ។
cheat	បន្លំ	កុំបន្លំក្នុងការប្រឡង។
cheerful	រីករាយ	នាងស្តាប់ទៅរីករាយនៅព្រឹកនេះ។
chemical	គីមី	ក្លិនគីមីខ្លាំង។
chest	ទ្រូង	ទ្រូងរបស់គាត់ឈឺបន្ទាប់ពីរត់។
childhood	កុមារភាព	ខ្ញុំចងចាំផ្ទះកុមារភាពរបស់ខ្ញុំ។
claim	អះអាង	ពួកគេអះអាងថាផលិតផលមានសុវត្ថិភាព។
clause	ឃ្លា	ឃ្លានេះផ្លាស់ប្តូរអត្ថន័យ។
click	ចុច	ចុចប៊ូតុងពណ៌ខៀវ។
client	អតិថិជន	អតិថិជនបានសួរព័ត៌មានលម្អិតបន្ថែម។
cloth	ក្រណាត់	ជូតតុដោយក្រណាត់នេះ។
clue	តម្រុយ	តម្រុយបានជួយយើងដោះស្រាយវា។
coal	ធ្យូងថ្ម	រថភ្លើងចាស់ប្រើធ្យូងថ្ម។
coin	កាក់	គាត់បានឃើញកាក់មួយលើឥដ្ឋ។
collection	ការប្រមូល	ការប្រមូលតែមរបស់នាងធំ។
coloured	មានពណ៌	នាងពាក់ក្រមាមានពណ៌។
combine	ផ្សំ	ផ្សំម្សៅនិងទឹក។
commercial	ការផ្សាយពាណិជ្ជកម្ម	ការសម្រាកផ្សាយពាណិជ្ជកម្មបានបន្តប្រាំនាទី។
commit	ប្តេជ្ញា	យើងត្រូវប្តេជ្ញាចំពោះផែនការ។
communication	ការទំនាក់ទំនង	ការទំនាក់ទំនងល្អការពារកំហុស។
comparison	ការប្រៀបធៀប	ការប្រៀបធៀបនេះមានប្រយោជន៍។
competitive	មានការប្រកួតប្រជែង	ទីផ្សារមានការប្រកួតប្រជែងខ្លាំង។
competitor	គូប្រកួតប្រជែង	គូប្រកួតប្រជែងសំខាន់របស់យើងបានបញ្ចុះតម្លៃ។
complaint	ការតវ៉ា	នាងបានធ្វើការតវ៉ាអំពីសំឡេងរំខាន។
complex	ស្មុគស្មាញ	ការណែនាំស្មុគស្មាញពេក។
concentrate	ផ្តោតអារម្មណ៍	ខ្ញុំមិនអាចផ្តោតអារម្មណ៍ពេលមានតន្ត្រីបានទេ។
conclude	សន្និដ្ឋាន	យើងសន្និដ្ឋានកិច្ចប្រជុំឥឡូវនេះ។
conclusion	សេចក្តីសន្និដ្ឋាន	សេចក្តីសន្និដ្ឋានរបស់គាត់ហាក់ដូចសមហេតុផល។
confident	មានទំនុកចិត្ត	នាងមានទំនុកចិត្តមុនពេលសម្ភាសន៍។
confirm	បញ្ជាក់	សូមបញ្ជាក់អាសយដ្ឋានអ៊ីមែលរបស់អ្នក។
confuse	ធ្វើឱ្យច្រឡំ	ឈ្មោះទាំងពីរនេះធ្វើឱ្យខ្ញុំច្រឡំ។
confused	ច្រឡំ	ខ្ញុំច្រឡំដោយសារផែនទី។
connection	ការតភ្ជាប់	ការតភ្ជាប់អ៊ីនធឺណិតយឺត។
consequence	ផលវិបាក	ការគេងមិនគ្រប់មានផលវិបាក។
consist	មាន	អាហារនេះមានម្ហូបបីមុខ។
consume	ប្រើប្រាស់	រថយន្តធំប្រើប្រាស់ប្រេងច្រើនជាង។
consumer	អ្នកប្រើប្រាស់	អ្នកប្រើប្រាស់ចង់បានព័ត៌មានច្បាស់លាស់។
contact	ទាក់ទង	ទាក់ទងខ្ញុំបន្ទាប់ពីអាហារថ្ងៃត្រង់។
container	ធុងផ្ទុក	ដាក់ស៊ុបក្នុងធុងផ្ទុក។
content1	ខ្លឹមសារ	ខ្លឹមសារនៃវគ្គសិក្សាមានប្រយោជន៍។
continuous	បន្តជាប់	ម៉ាស៊ីនបានបញ្ចេញសំឡេងបន្តជាប់។
contrast	ភាពខុសគ្នា	ភាពខុសគ្នារវាងពួកគេច្បាស់។
convenient	ងាយស្រួល	ស្ថានីយងាយស្រួលណាស់។
convince	បញ្ចុះបញ្ចូល	នាងបានបញ្ចុះបញ្ចូលគាត់ឱ្យព្យាយាមម្តងទៀត។
costume	សម្លៀកបំពាក់សម្តែង	គាត់ពាក់សម្លៀកបំពាក់ចោរសមុទ្រ។
cottage	ផ្ទះតូច	ពួកគេបានជួលផ្ទះតូចមួយ។
cotton	កប្បាស	អាវនេះធ្វើពីកប្បាស។
countryside	ជនបទ	យើងបានដើរកាត់ជនបទ។
court	តុលាការ	សំណុំរឿងបានទៅដល់តុលាការ។
covered	គ្របដណ្ដប់	តុត្រូវបានគ្របដណ្ដប់ដោយក្រដាស។
cruel	ឃោរឃៅ	ការសើចចំអកគឺឃោរឃៅ។
cultural	វប្បធម៌	សារមន្ទីរផ្តល់ព្រឹត្តិការណ៍វប្បធម៌។
currency	រូបិយប័ណ្ណ	រូបិយប័ណ្ណមូលដ្ឋានគឺអឺរ៉ូ។
current	បច្ចុប្បន្ន	ស្ថានភាពបច្ចុប្បន្នពិបាក។
currently	បច្ចុប្បន្ននេះ	បច្ចុប្បន្ននេះនាងកំពុងសិក្សានៅបរទេស។
curtain	វាំងនន	បិទវាំងនននៅពេលយប់។
custom	ទំនៀមទម្លាប់	ទំនៀមទម្លាប់នេះចាស់ណាស់។
damage	ការខូចខាត	ព្យុះបានបង្កការខូចខាតធ្ងន់ធ្ងរ។
decade	ទសវត្សរ៍	ពួកគេរស់នៅទីនោះមួយទសវត្សរ៍។
decorate	តុបតែង	យើងតុបតែងបន្ទប់ជាមួយគ្នា។
define	កំណត់និយមន័យ	តើអ្នកអាចកំណត់និយមន័យពាក្យនេះបានទេ។
definite	ច្បាស់លាស់	យើងត្រូវការចម្លើយច្បាស់លាស់។
definition	និយមន័យ	សរសេរនិយមន័យក្នុងសៀវភៅកត់ត្រារបស់អ្នក។
deliver	ដឹកជញ្ជូន	ពួកគេដឹកជញ្ជូនអាហារមកផ្ទះយើង។
departure	ម៉ោងចេញដំណើរ	ម៉ោងចេញដំណើរបានផ្លាស់ប្តូរ។
despite	ទោះបីជា	ទោះបីជាមានភ្លៀង យើងបានដើរ។
destination	គោលដៅ	ប៉ារីសជាគោលដៅចុងក្រោយរបស់ពួកគេ។
determine	កំណត់	ការធ្វើតេស្តកំណត់កម្រិតរបស់អ្នក។
determined	ប្តេជ្ញាចិត្ត	នាងប្តេជ្ញាចិត្តដើម្បីជោគជ័យ។
development	ការអភិវឌ្ឍ	ការអភិវឌ្ឍទីក្រុងរហ័ស។
diagram	គំនូសតាង	គូរគំនូសតាងសាមញ្ញមួយ។
diamond	ពេជ្រ	ចិញ្ចៀនមានពេជ្រតូចមួយ។
difficulty	ការលំបាក	គាត់មានការលំបាកក្នុងការបើកទ្វារ។
directly	ដោយផ្ទាល់	សូមនិយាយមកខ្ញុំដោយផ្ទាល់។
dirt	ដីកខ្វក់	ស្បែកជើងរបស់គាត់គ្របដោយដីកខ្វក់។
disadvantage	គុណវិបត្តិ	ការធ្វើដំណើរឆ្ងាយជាគុណវិបត្តិ។
disappointed	ខកចិត្ត	នាងខកចិត្តដោយសារលទ្ធផល។
disappointing	គួរឱ្យខកចិត្ត	ចុងបញ្ចប់គួរឱ្យខកចិត្ត។
discount	ការបញ្ចុះតម្លៃ	សិស្សទទួលបានការបញ្ចុះតម្លៃនៅទីនេះ។
dislike	មិនចូលចិត្ត	ខ្ញុំមិនចូលចិត្តតន្ត្រីខ្លាំងណាស់ទេ។
divide	បែងចែក	បែងចែកនំជាបំណែក។
documentary	ភាពយន្តឯកសារ	យើងបានមើលភាពយន្តឯកសារអំពីអវកាស។
donate	បរិច្ចាគ	មនុស្សជាច្រើនបរិច្ចាគសម្លៀកបំពាក់ចាស់។
doubt	សង្ស័យ	ខ្ញុំគ្មានការសង្ស័យអំពីវាទេ។
dressed	ស្លៀកពាក់	គាត់ស្លៀកពាក់ពណ៌ខ្មៅ។
drum	ស្គរ	សំឡេងស្គរលាន់ពេញបន្ទប់។
drunk	ស្រវឹង	អ្នកបើកបរស្រវឹង។
due	ដល់កំណត់	របាយការណ៍ដល់កំណត់ថ្ងៃស្អែក។
dust	ធូលី	ធូលីគ្របសៀវភៅចាស់ៗ។
duty	កាតព្វកិច្ច	ការជួយគឺជាកាតព្វកិច្ចរបស់ខ្ញុំ។
earthquake	រញ្ជួយដី	រញ្ជួយដីបានបំផ្លាញស្ពាន។
eastern	ខាងកើត	ឆ្នេរខាងកើតមានខ្យល់ខ្លាំង។
economic	សេដ្ឋកិច្ច	ប្រទេសជួបប្រទះបញ្ហាសេដ្ឋកិច្ច។
economy	សេដ្ឋកិច្ច	សេដ្ឋកិច្ចបានកើនឡើងឆ្នាំនេះ។
edge	គែម	ឈរឱ្យឆ្ងាយពីគែម។
editor	និពន្ធនាយក	និពន្ធនាយកបានពិនិត្យអត្ថបទ។
educate	អប់រំ	សាលារៀនអប់រំយុវជន។
educated	មានការអប់រំ	នាងមានការអប់រំខ្ពស់។
educational	អប់រំ	ល្បែងនេះមានលក្ខណៈអប់រំ។
effective	មានប្រសិទ្ធភាព	ថ្នាំនេះមានប្រសិទ្ធភាព។
effectively	ប្រកបដោយប្រសិទ្ធភាព	នាងបានពន្យល់ច្បាប់ប្រកបដោយប្រសិទ្ធភាព។
effort	ការខិតខំ	ការខិតខំរបស់អ្នកបានបង្កើតភាពខុសគ្នា។
election	ការបោះឆ្នោត	លទ្ធផលការបោះឆ្នោតជិតស្និទ្ធ។
element	ធាតុ	ការជឿទុកចិត្តជាធាតុសំខាន់។
embarrassed	អៀនខ្មាស	គាត់មានអារម្មណ៍អៀនខ្មាសបន្ទាប់ពីដួល។
embarrassing	គួរឱ្យអៀនខ្មាស	នោះជាកំហុសគួរឱ្យអៀនខ្មាស។
emergency	អាសន្ន	ហៅលេខនេះក្នុងគ្រាអាសន្ន។
emotion	អារម្មណ៍	ការភ័យខ្លាចជាអារម្មណ៍ខ្លាំង។
employment	ការងារ	ការងារបានកើនឡើងខែនេះ។
encourage	លើកទឹកចិត្ត	គ្រូលើកទឹកចិត្តសិស្សឱ្យអាន។
enemy	សត្រូវ	ប្រទេសទាំងពីរធ្លាប់ជាសត្រូវ។
engaged	ភ្ជាប់ពាក្យ	ពួកគេបានភ្ជាប់ពាក្យនៅនិទាឃរដូវមុន។
engineering	វិស្វកម្ម	នាងសិក្សាវិស្វកម្មនៅសាកលវិទ្យាល័យ។
entertain	កម្សាន្ត	អ្នកចម្រៀងនឹងកម្សាន្តភ្ញៀវ។
entertainment	ការកម្សាន្ត	ទីក្រុងផ្តល់ការកម្សាន្តពេលល្ងាច។
entrance	ច្រកចូល	ជួបខ្ញុំនៅច្រកចូល។
entry	ការចូល	ការចូលឥតគិតថ្លៃសម្រាប់កុមារ។
environmental	បរិស្ថាន	យើងបានពិភាក្សាបញ្ហាបរិស្ថាន។
episode	ភាគ	ភាគចុងក្រោយរំភើប។
equal	ស្មើ	ពួកគេទទួលបានប្រាក់ឈ្នួលស្មើគ្នា។
equally	ស្មើគ្នា	ការងារត្រូវបានចែករំលែកស្មើគ្នា។
escape	គេចខ្លួន	អ្នកទោសបានព្យាយាមគេចខ្លួន។
essential	ចាំបាច់	ទឹកចាំបាច់សម្រាប់ជីវិត។
eventually	ទីបំផុត	ទីបំផុតយើងបានរកឃើញសណ្ឋាគារ។
examine	ពិនិត្យ	គ្រូពេទ្យបានពិនិត្យដៃរបស់ខ្ញុំ។
exchange	ការផ្លាស់ប្តូរ	យើងបានធ្វើការផ្លាស់ប្តូរនៅហាង។
excitement	ភាពរំភើប	ល្បែងពោរពេញដោយភាពរំភើប។
exhibition	ពិព័រណ៍	ពិព័រណ៍សិល្បៈបើកថ្ងៃស្អែក។
expand	ពង្រីក	ក្រុមហ៊ុនមានផែនការពង្រីក។
expected	ដែលរំពឹងទុក	ថ្លៃចំណាយដែលរំពឹងទុកខ្ពស់។
expedition	បេសកកម្ម	បេសកកម្មបានឆ្លងកាត់វាលខ្សាច់។
experienced	មានបទពិសោធន៍	នាងជាគិលានុបដ្ឋាយិកាមានបទពិសោធន៍។
explode	ផ្ទុះ	ដបអាចផ្ទុះក្រោមកំដៅ។
explore	រុករក	យើងបានរុករកទីក្រុងចាស់។
explosion	ការផ្ទុះ	ការផ្ទុះបានបំបែកបង្អួចជាច្រើន។
export	ទំនិញនាំចេញ	កាហ្វេជាទំនិញនាំចេញសំខាន់។
fairly	គួរសម	ការប្រឡងគួរសមងាយ។
familiar	ស្គាល់	មុខរបស់នាងមើលទៅស្គាល់។
fancy	ចង់បាន	តើអ្នកចង់បានកាហ្វេមួយពែងទេ។
fascinating	គួរឱ្យចាប់អារម្មណ៍	រឿងនេះគួរឱ្យចាប់អារម្មណ៍។
fashionable	ទាន់សម័យ	ស្បែកជើងទាំងនោះទាន់សម័យ។
fasten	ចងភ្ជាប់	ចងភ្ជាប់ខ្សែក្រវាត់សុវត្ថិភាពរបស់អ្នក។
favour	ការជួយ	តើអ្នកអាចជួយខ្ញុំមួយយ៉ាងបានទេ។
fence	របង	របងព័ទ្ធជុំវិញសួន។
fighting	ការប្រយុទ្ធ	ការប្រយុទ្ធបានឈប់នៅពេលព្រឹកព្រលឹម។
file	ឯកសារ	រក្សាទុកឯកសារមុនពេលបិទ។
financial	ហិរញ្ញវត្ថុ	នាងត្រូវការដំបូន្មានហិរញ្ញវត្ថុ។
fitness	កាយសម្បទា	ការរត់ធ្វើឱ្យកាយសម្បទារបស់អ្នកប្រសើរឡើង។
fixed	កំណត់ថេរ	តម្លៃត្រូវបានកំណត់ថេរ។
flag	ទង់ជាតិ	ទង់ជាតិបក់នៅលើសាលារៀន។
flood	ទឹកជំនន់	ទឹកជំនន់បានបំផ្លាញផ្ទះជាច្រើន។
flour	ម្សៅ	បន្ថែមម្សៅទៅក្នុងចាន។
flow	ហូរ	ទន្លេហូរកាត់ទីក្រុង។
fold	បត់	បត់ក្រដាសជាពាក់កណ្តាល។
folk	ប្រជាប្រិយ	តន្ត្រីប្រជាប្រិយបានពេញសាល។
force	កម្លាំង	ខ្យល់មានកម្លាំងខ្លាំង។
forever	ជារៀងរហូត	ខ្ញុំនឹងចងចាំរឿងនេះជារៀងរហូត។
frame	ស៊ុម	រូបថតត្រូវការស៊ុម។
freeze	កក	ទឹកនឹងកកពេញមួយយប់។
frequently	ញឹកញាប់	គាត់ទៅលេងឪពុកម្តាយញឹកញាប់។
friendship	មិត្តភាព	មិត្តភាពរបស់ពួកគេបានបន្តច្រើនឆ្នាំ។
frighten	ធ្វើឱ្យភ័យខ្លាច	សំឡេងខ្លាំងធ្វើឱ្យទារកភ័យខ្លាច។
frightened	ភ័យខ្លាច	កុមារមើលទៅភ័យខ្លាច។
frightening	គួរឱ្យភ័យខ្លាច	ព្យុះគួរឱ្យភ័យខ្លាច។
frozen	កក	បឹងកកហើយ។
fry	ចៀន	ចៀនខ្ទឹមបារាំងប្រាំនាទី។
fuel	ប្រេងឥន្ធនៈ	រថយន្តត្រូវការប្រេងឥន្ធនៈបន្ថែម។
function	មុខងារ	ប៊ូតុងនេះមានមុខងារមួយ។
fur	រោមសត្វ	ឆ្មាមានរោមសត្វទន់។
garage	យានដ្ឋាន	រថយន្តនៅក្នុងយានដ្ឋាន។
gather	ប្រមូលផ្តុំ	យើងបានប្រមូលផ្តុំជុំវិញតុ។
generally	ជាទូទៅ	នាងមកដល់មុនជាទូទៅ។
generation	ជំនាន់	ជំនាន់នីមួយៗជួបបញ្ហាថ្មីៗ។
generous	ចិត្តទូលាយ	គាត់ចិត្តទូលាយជាមួយពេលវេលារបស់គាត់។
gentle	ទន់ភ្លន់	ប្រើសំឡេងទន់ភ្លន់។
gentleman	បុរសសុភាព	បុរសសុភាពបានបើកទ្វារ។
ghost	ខ្មោច	រឿងនេះនិយាយអំពីខ្មោចមួយ។
giant	ធំសម្បើម	អេក្រង់ធំសម្បើមបានបំពេញឆាក។
glad	រីករាយ	ខ្ញុំរីករាយដែលអ្នកបានមក។
global	សកល	ការប្រែប្រួលអាកាសធាតុជាបញ្ហាសកល។
glove	ស្រោមដៃ	ខ្ញុំបានបាត់ស្រោមដៃមួយ។
goods	ទំនិញ	ទំនិញបានមកដល់យឺត។
grade	ពិន្ទុ	នាងទទួលបានពិន្ទុខ្ពស់។
graduate	និស្សិតបញ្ចប់ការ	គាត់ជានិស្សិតបញ្ចប់ការថ្មី។
grain	គ្រាប់ធញ្ញជាតិ	គ្រាប់អង្ករមួយបានធ្លាក់។
grateful	ដឹងគុណ	ខ្ញុំដឹងគុណចំពោះការគាំទ្ររបស់អ្នក។
growth	ការលូតលាស់	រុក្ខជាតិបានបង្ហាញការលូតលាស់ថេរ។
guard	អ្នកយាម	អ្នកយាមបានពិនិត្យសំបុត្ររបស់យើង។
guilty	មានកំហុស	គាត់មានអារម្មណ៍មានកំហុសចំពោះការកុហក។
hang	ព្យួរ	ព្យួរអាវរបស់អ្នកនៅទីនេះ។
happiness	សុភមង្គល	លុយមិនអាចទិញសុភមង្គលបានទេ។
hardly	សឹងតែមិន	ខ្ញុំសឹងតែមិនឮអ្នក។
headline	ចំណងជើងធំ	ចំណងជើងធំបានទាក់ទាញការយកចិត្តទុកដាក់របស់ខ្ញុំ។
heating	ប្រព័ន្ធកម្តៅ	ប្រព័ន្ធកម្តៅបានឈប់ដំណើរការ។
heavily	យ៉ាងខ្លាំង	ភ្លៀងបានធ្លាក់យ៉ាងខ្លាំងពេញមួយយប់។
helicopter	ឧទ្ធម្ភាគចក្រ	ឧទ្ធម្ភាគចក្រមួយបានចុះចតជិតៗ។
highlight	បញ្ជាក់ចំណុចសំខាន់	សូមបញ្ជាក់ចំណុចសំខាន់។
highly	យ៉ាងខ្លាំង	នាងត្រូវបានគេគោរពយ៉ាងខ្លាំង។
hire	ជួល	យើងត្រូវជួលរថយន្តមួយ។
historic	ប្រវត្តិសាស្ត្រ	យើងបានទៅមើលអគារប្រវត្តិសាស្ត្រ។
historical	ទាក់ទងនឹងប្រវត្តិសាស្ត្រ	នាងចូលចិត្តប្រលោមលោកប្រវត្តិសាស្ត្រ។
honest	ស្មោះត្រង់	សូមផ្តល់ចម្លើយស្មោះត្រង់។
horrible	អាក្រក់ណាស់	ក្លិនអាក្រក់ណាស់។
horror	រន្ធត់	គាត់ចូលចិត្តភាពយន្តរន្ធត់។
host	ម្ចាស់ផ្ទះ	ម្ចាស់ផ្ទះបានស្វាគមន៍ភ្ញៀវគ្រប់គ្នា។
