source_headword	TH	example_TH
plain	ชัดเจน	คำแนะนำนั้นชัดเจนและตรงไปตรงมา.
pointed	ตรงประเด็น	เขาแสดงความคิดเห็นอย่างตรงประเด็น.
popularity	ความนิยม	นักร้องได้รับความนิยมทางออนไลน์.
pose	ก่อให้เกิด	คำถามอาจก่อให้เกิดปัญหาได้.
possess	มี	มีนักเรียนเพียงไม่กี่คนที่มีทักษะเหล่านั้น.
potential	ศักยภาพ	แนวคิดนี้มีศักยภาพอย่างแท้จริง.
praise	คำชมเชย	ครูให้คำชมเชยอย่างจริงใจ.
pregnant	ตั้งครรภ์	เธอตั้งครรภ์ได้หกเดือนแล้ว.
preparation	การเตรียมตัว	การเตรียมตัวที่ดีช่วยลดความเครียด.
presence	การปรากฏตัว	การปรากฏตัวของเขาทำให้บรรยากาศเปลี่ยนไป.
preserve	อนุรักษ์	เราต้องอนุรักษ์อาคารประวัติศาสตร์แห่งนี้ไว้.
prime	หลัก	สาเหตุหลักคือการวางแผนที่ไม่ดี.
principle	หลักการ	การตัดสินใจเป็นไปตามหลักการที่ชัดเจน.
priority	ลำดับความสำคัญ	ความปลอดภัยคือความสำคัญอันดับแรกของเรา.
privacy	ความเป็นส่วนตัว	ลูกค้าคาดหวังความเป็นส่วนตัวบนโลกออนไลน์.
procedure	ขั้นตอน	ขั้นตอนดังกล่าวใช้เวลาสามสิบนาที.
proof	หลักฐาน	เราต้องการหลักฐานก่อนลงมือทำ.
proposal	ข้อเสนอ	ข้อเสนอนี้ต้องการรายละเอียดเพิ่มเติม.
propose	เสนอ	ฉันขอเสนอทางออกที่แตกต่างออกไป.
prospect	ความเป็นไปได้	ความเป็นไปได้ที่จะล้มเหลวทำให้พวกเขากังวล.
protection	การป้องกัน	หมวกกันน็อกให้การป้องกันขั้นพื้นฐาน.
psychologist	นักจิตวิทยา	นักจิตวิทยาอธิบายผลการทดสอบ.
psychology	จิตวิทยา	เธอเรียนจิตวิทยาที่มหาวิทยาลัย.
publication	สิ่งพิมพ์	สิ่งพิมพ์ดังกล่าวได้รับความสนใจจากสาธารณชน.
pupil	นักเรียน	นักเรียนแต่ละคนได้รับหนังสือเรียนเล่มใหม่.
purchase	ซื้อ	พวกเขาซื้อเสบียงทุกเดือน.
pure	บริสุทธิ์	น้ำมีความบริสุทธิ์และเย็น.
pursue	ดำเนินตาม	เขาจะประกอบอาชีพทางการแพทย์.
rank	ตำแหน่ง	เธอดำรงตำแหน่งระดับสูง.
rapid	รวดเร็ว	ประเทศมีการเติบโตอย่างรวดเร็ว.
rapidly	อย่างรวดเร็ว	ราคาพุ่งสูงขึ้นอย่างรวดเร็วในปีนี้.
raw	ดิบ	เชฟเตรียมผักสด.
realistic	เป็นจริงได้	ควรกำหนดเส้นตายที่สามารถเป็นจริงได้.
reasonable	สมเหตุสมผล	นั่นดูเหมือนจะเป็นคำขอที่สมเหตุสมผล.
recall	จำได้	ฉันจำคำพูดที่แน่นอนของเขาได้.
recover	ฟื้นตัว	เธอจะฟื้นตัวหลังจากการรักษา.
reduction	การลดลง	การลดค่าใช้จ่ายช่วยประหยัดเงินได้.
regard	ถือว่า	หลายคนถือว่าเธอเป็นคนซื่อสัตย์.
regional	ระดับภูมิภาค	สำนักงานภูมิภาคปิดทำการในวันนี้.
register	ลงทะเบียน	โปรดลงทะเบียนก่อนการประชุม.
regret	เสียใจ	ฉันรู้สึกเสียใจกับการตัดสินใจก่อนหน้านี้.
regulation	กฎระเบียบ	กฎระเบียบใหม่ส่งผลกระทบต่อผู้ขับขี่ทุกคน.
relatively	ค่อนข้าง	ข้อสอบค่อนข้างง่าย.
relevant	ที่เกี่ยวข้อง	เลือกเฉพาะรายละเอียดที่เกี่ยวข้องเท่านั้น.
relief	ความโล่งใจ	ข่าวดังกล่าวนำมาซึ่งความโล่งใจอย่างมาก.
rely	พึ่งพา	เด็กๆพึ่งพาการสนับสนุนจากผู้ใหญ่.
remark	ข้อสังเกต	คำพูดของเขาทำให้การอภิปรายจบลง.
representative	ตัวแทน	ตัวแทนได้พบกับคนงานในท้องถิ่น.
reputation	ชื่อเสียง	โรงแรมนี้มีชื่อเสียงที่ดี.
requirement	ข้อกำหนด	ประสบการณ์เป็นข้อกำหนดพื้นฐาน.
rescue	ช่วยเหลือ	พวกเขาช่วยเหลือผู้คนจากน้ำท่วม.
reserve	จอง	เราจองที่นั่งไว้สำหรับแขก.
resident	ผู้พักอาศัย	ผู้อยู่อาศัยแต่ละคนได้รับประกาศ.
resist	ต่อต้าน	พยายามต่อต้านความกดดัน.
resolve	แก้ไข	พวกเขาแก้ไขข้อพิพาทอย่างสันติ.
resort	รีสอร์ท	รีสอร์ทบนเกาะเปิดให้บริการในเดือนพฤษภาคม.
retain	รักษาไว้	บริษัทต้องการรักษาพนักงานไว้.
reveal	เปิดเผย	รายงานจะเปิดเผยความจริง.
revolution	การปฏิวัติ	การปฏิวัติได้เปลี่ยนแปลงประเทศ.
reward	รางวัล	การทำงานหนักสมควรได้รับรางวัล.
rhythm	จังหวะ	เพลงมีจังหวะที่สม่ำเสมอ.
rid	กำจัด	กำจัดไฟล์เก่าเหล่านั้นทิ้งไป.
root	ต้นเหตุ	ต้นเหตุของปัญหาคือเงิน.
rub	ถู	ถูพื้นผิวด้วยผ้า.
rubber	ยาง	ซีลยางช่วยป้องกันการรั่วซึม.
rural	ชนบท	โรงเรียนในชนบทหลายแห่งต้องการการสนับสนุน.
rush	รีบ	อย่ารีบตัดสินใจเรื่องนี้.
satellite	ดาวเทียม	ดาวเทียมส่งภาพใหม่มา.
satisfied	พึงพอใจ	ลูกค้าดูเหมือนจะพอใจ.
satisfy	ทำให้พอใจ	คำตอบไม่ได้ทำให้เขาพอใจ.
saving	การประหยัด	การประหยัดพลังงานช่วยลดต้นทุนรายเดือน.
scale	ขนาด	ขนาดของความเสียหายนั้นใหญ่หลวง.
scheme	โครงการ	โครงการนี้ช่วยเหลือคนงานหนุ่มสาว.
scream	เสียงกรีดร้อง	พวกเขาได้ยินเสียงกรีดร้องข้างนอก.
sector	ภาคส่วน	ภาคเทคโนโลยีกำลังเติบโต.
secure	ทำให้ปลอดภัย	ล็อคประตูเพื่อความปลอดภัย.
seek	แสวงหา	พวกเขาขอคำแนะนำจากผู้เชี่ยวชาญ.
select	เลือก	เลือกตัวเลือกที่ดีที่สุด.
selection	การเลือก	ร้านค้ามีตัวเลือกให้เลือกมากมาย.
self	ตัวตน	เธอแสดงตัวตนที่แท้จริงของเธอออกมา.
senior	อาวุโส	แพทย์อาวุโสตรวจคนไข้.
sensitive	อ่อนไหว	หัวข้อนี้ละเอียดอ่อนมาก.
sequence	ลำดับ	ทำตามลำดับขั้นตอน.
session	ช่วง	ช่วงการฝึกอบรมเริ่มตอนเที่ยง.
settle	จัดการ	พวกเขายุติข้อโต้แย้งอย่างรวดเร็ว.
severe	รุนแรง	พายุทำให้เกิดน้ำท่วมรุนแรง.
shade	ร่มเงา	นั่งในร่มเงาสิ.
shadow	เงา	มีเงาพาดผ่านหน้าต่าง.
shallow	ตื้น	ทะเลสาบตรงนี้ตื้น.
shame	ความละอาย	เขารู้สึกละอายใจหลังจากโกหก.
shelter	ที่หลบภัย	โรงเรียนจัดเตรียมที่หลบภัยฉุกเฉิน.
shock	ความตกใจ	การตัดสินใจครั้งนี้เป็นเรื่องน่าตกใจ.
shocked	ตกใจ	เธอดูตกใจกับข่าวนี้.
shooting	การกราดยิง	เหตุการณ์กราดยิงเกิดขึ้นใกล้สถานี.
shot	การยิง	ช็อตที่ชนะทำให้ทุกคนประหลาดใจ.
significant	สำคัญ	การค้นพบนี้มีความสำคัญมาก.
significantly	อย่างมีนัยสำคัญ	ต้นทุนเพิ่มขึ้นอย่างมากในปีที่แล้ว.
silence	ความเงียบ	ห้องตกอยู่ในความเงียบ.
silk	ผ้าไหม	ชุดนี้ทำจากผ้าไหม.
sincere	จริงใจ	โปรดรับคำขอบคุณอย่างจริงใจของฉัน.
slave	ทาส	กฎหมายได้ปลดปล่อยทาสทุกคน.
slide	ลื่น	เด็กไถลลงมาจากกระดานลื่น.
slight	เล็กน้อย	มีความล่าช้าเล็กน้อย.
slip	ลื่น	อย่าลื่นบนพื้นเปียก.
slope	ทางลาด	เส้นทางไปตามทางลาดชัน.
solar	พลังงานแสงอาทิตย์	บ้านหลังนี้ใช้พลังงานแสงอาทิตย์.
somewhat	ค่อนข้าง	คำแนะนำค่อนข้างน่าสับสน.
soul	จิตวิญญาณ	ดนตรีช่วยยกระดับจิตวิญญาณของเธอ.
specialist	ผู้เชี่ยวชาญ	ผู้เชี่ยวชาญตรวจคนไข้.
species	สายพันธุ์	สายพันธุ์นี้อาศัยอยู่ใกล้แม่น้ำ.
spiritual	ทางจิตวิญญาณ	เธอเล่าถึงประสบการณ์ทางจิตวิญญาณ.
split	แบ่ง	พวกเขาแบ่งบิลกันคนละครึ่ง.
sponsor	สนับสนุน	บริษัทจะสนับสนุนงานนี้.
stable	มั่นคง	คนไข้มีอาการคงที่.
stare	จ้องมอง	อย่าจ้องมองคนแปลกหน้า.
status	สถานะ	สถานะของเขาเปลี่ยนไปในชั่วข้ามคืน.
steady	สม่ำเสมอ	รักษาความเร็วให้สม่ำเสมอ.
steel	เหล็กกล้า	สะพานนี้ทำจากเหล็กกล้า.
steep	ชัน	เนินเขานี้ชัน.
sticky	เหนียว	พื้นรู้สึกเหนียว.
stiff	ตึง	ไหล่ของเขารู้สึกตึง.
stock	สินค้าคงคลัง	ร้านนี้ไม่มีสินค้าเหลือแล้ว.
stream	ลำธาร	ลำธารเล็กๆไหลผ่านทุ่งนา.
stretch	ยืด	ยืดขาของคุณหลังจากเที่ยวบิน.
strict	เข้มงวด	โรงเรียนมีกฎที่เข้มงวด.
strike	นัดหยุดงาน	คนงานอาจนัดหยุดงานในวันพรุ่งนี้.
struggle	ดิ้นรน	หลายครอบครัวต้องดิ้นรนกับค่าเช่า.
submit	ส่ง	ส่งแบบฟอร์มภายในวันศุกร์.
sum	จำนวนเงิน	จำนวนเงินสูงกว่าที่คาดไว้.
surgery	การผ่าตัด	การผ่าตัดใช้เวลาสองชั่วโมง.
surround	ล้อมรอบ	ต้นไม้สูงล้อมรอบบ้าน.
surrounding	โดยรอบ	บริเวณโดยรอบเงียบสงบ.
suspect	สงสัย	ตำรวจสงสัยชายในท้องที่.
swear	สบถ	อย่าสบถในชั้นเรียน.
sweep	กวาด	กวาดพื้นก่อนที่แขกจะมาถึง.
sympathy	ความเห็นอกเห็นใจ	เธอแสดงความเห็นอกเห็นใจต่อเหยื่อ.
tale	นิทาน	ย่าเล่าเรื่องราวแปลกๆ.
tank	ถังน้ำ	ถังบรรจุน้ำสะอาด.
tear1	ฉีก	อย่าฉีกเอกสาร.
tear2	น้ำตา	น้ำตาหยดหนึ่งไหลลงมาอาบแก้มของเธอ.
temporary	ชั่วคราว	สำนักงานนี้เป็นที่พักพิงชั่วคราว.
therapy	การบำบัด	กายภาพบำบัดช่วยในการฟื้นตัวของเขา.
threat	ภัยคุกคาม	ข้อความนั้นมีคำขู่.
threaten	คุกคาม	พายุอาจเป็นภัยคุกคามต่อพืชผล.
thus	ดังนั้น	ถนนถูกปิด; ดังนั้นเราจึงรอ.
tone	น้ำเสียง	น้ำเสียงของเขาฟังดูสงบ.
tough	ยาก	การสัมภาษณ์นั้นยากมาก.
transfer	ถ่ายโอน	พวกเขาถ่ายโอนข้อมูลทุกคืน.
transform	เปลี่ยนแปลง	นโยบายใหม่จะเปลี่ยนแปลงบริการต่างๆ.
transition	การเปลี่ยนแปลง	การเปลี่ยนแปลงใช้เวลาหลายเดือน.
trial	การพิจารณาคดี	การพิจารณาคดีจะเริ่มในสัปดาห์หน้า.
tropical	เขตร้อน	พายุเขตร้อนเกิดขึ้นบ่อยที่นี่.
truly	อย่างแท้จริง	ฉันซาบซึ้งในความช่วยเหลือของคุณอย่างแท้จริง.
trust	ความไว้วางใจ	ความไว้วางใจต้องใช้เวลาในการสร้าง.
tune	ท่วงทำนอง	วงดนตรีเล่นท่วงทำนองที่ร่าเริง.
tunnel	อุโมงค์	อุโมงค์ทอดตัวอยู่ใต้แม่น้ำ.
ultimately	ในท้ายที่สุด	ในท้ายที่สุดแผนก็ประสบความสำเร็จ.
unconscious	หมดสติ	ผู้ป่วยยังคงหมดสติ.
unexpected	ที่ไม่คาดคิด	ความล่าช้านั้นเป็นสิ่งที่ไม่คาดคิด.
unique	ไม่เหมือนใคร	การออกแบบแต่ละชิ้นนั้นไม่เหมือนใคร.
universe	จักรวาล	จักรวาลกำลังขยายตัว.
unknown	ไม่เป็นที่รู้จัก	ชื่อนี้ยังคงไม่เป็นที่รู้จัก.
upper	ด้านบน	ชั้นวางด้านบนว่างเปล่า.
upwards	ขึ้นไป	ควันลอยขึ้นไป.
urban	ในเมือง	พื้นที่ในเมืองต้องการการคมนาคมที่ดีกว่านี้.
urge	กระตุ้น	แพทย์กระตุ้นให้ผู้คนออกกำลังกาย.
vary	แตกต่างกันไป	ราคาแตกต่างกันไปตามภูมิภาค.
vast	กว้างใหญ่	ทะเลทรายครอบคลุมพื้นที่กว้างใหญ่.
venue	สถานที่จัดงาน	สถานที่จัดงานจุคนได้ห้าร้อยคน.
via	ผ่านทาง	ส่งเอกสารผ่านทางอีเมล.
victory	ชัยชนะ	ทีมฉลองชัยชนะของพวกเขา.
violence	ความรุนแรง	เมืองนี้ต้องเผชิญกับความรุนแรงทางการเมือง.
virtual	เสมือนจริง	การประชุมนี้เป็นแบบเสมือนจริง.
vision	วิสัยทัศน์	วิสัยทัศน์ของเธอหล่อหลอมบริษัท.
visual	ทางภาพ	รายงานประกอบด้วยตัวอย่างทางภาพ.
vital	สำคัญมาก	น้ำมีความสำคัญมากต่อชีวิต.
vitamin	วิตามิน	ส้มมีวิตามินซี.
volume	ระดับเสียง	เบาระดับเสียงลง.
wage	ค่าจ้าง	คนงานเรียกร้องค่าจ้างที่สูงขึ้น.
weakness	จุดอ่อน	แผนนี้มีจุดอ่อนหนึ่งจุด.
wealth	ความมั่งคั่ง	ความมั่งคั่งของเขามาจากการค้าขาย.
wealthy	ร่ำรวย	ครอบครัวที่ร่ำรวยให้ทุนสนับสนุนพิพิธภัณฑ์.
whereas	ในขณะที่	เธอชอบชาในขณะที่ฉันชอบกาแฟ.
wherever	ที่ไหนก็ได้	นั่งที่ไหนก็ได้ที่คุณรู้สึกสบาย.
whisper	กระซิบ	กรุณากระซิบระหว่างพิธี.
whom	ใคร	คุณเชิญใครมา.
widely	อย่างแพร่หลาย	หนังสือเล่มนี้มีคนอ่านอย่างแพร่หลาย.
wildlife	สัตว์ป่า	อุทยานปกป้องสัตว์ป่าในท้องถิ่น.
willing	เต็มใจ	เธอเต็มใจที่จะช่วยเหลือ.
wind2	พัน	พันสายไฟรอบม้วนสายไฟ.
wire	สายไฟ	สายไฟเชื่อมต่ออุปกรณ์ทั้งสองเข้าด้วยกัน.
wise	ฉลาด	นั่นเป็นทางเลือกที่ฉลาด.
witness	พยาน	พยานเล่าถึงอุบัติเหตุ.
wound	บาดแผล	ทำความสะอาดบาดแผลอย่างระมัดระวัง.
wrap	ห่อ	ห่อของขวัญด้วยกระดาษ.
zone	เขต	เขตนี้ปิดไม่ให้รถเข้า.
