source_headword	HI	example_HI
brief	संक्षिप्त	बैठक संक्षिप्त थी.
broad	चौड़ा	सड़क चौड़ी और शांत थी.
broadcast	प्रसारित करना	चैनल ने मैच प्रसारित किया.
budget	बजट	इस साल बजट छोटा था.
bullet	गोली	गोली धातु की प्लेट से टकराई.
bunch	गुच्छा	मेज पर फूलों का गुच्छा था.
bush	झाड़ी	झाड़ी खिड़की के नीचे बढ़ी.
cable	केबल	केबल मेज के पीछे गई.
calculate	गणना करना	प्रोग्राम खुद राशि की गणना करता है.
cancel	रद्द करना	उन्होंने सुबह उड़ान रद्द कर दी.
cancer	कैंसर	कैंसर का जल्दी इलाज ज़रूरी है.
capable	सक्षम	वह यह करने में सक्षम है.
capacity	क्षमता	हॉल की क्षमता सीमित है.
capture	कैद करना	कैमरे ने पल को कैद कर लिया.
cast	कलाकार दल	फिल्म का कलाकार दल प्रसिद्ध था.
cell	कोशिका	हर कोशिका में जानकारी होती है.
chairman	अध्यक्ष	अध्यक्ष ने बैठक शुरू की.
characteristic	विशेषता	यह विशेषता प्रजाति को अलग करती है.
chief	मुख्य	मुख्य कारण मौसम था.
circumstance	परिस्थिति	इस परिस्थिति ने निर्णय बदल दिया.
cite	उद्धृत करना	लेख ने पुराने अध्ययन को उद्धृत किया.
citizen	नागरिक	हर नागरिक वोट दे सकता था.
civil	नागरिक	नागरिक कानून यहाँ लागू होता है.
classic	क्लासिक	यह एक क्लासिक उदाहरण है.
closely	ध्यान से	उन्होंने स्थिति को ध्यान से देखा.
collapse	ढहना	पुरानी दीवार ढह गई.
combination	संयोजन	यह संयोजन अच्छी तरह काम आया.
comfort	आराम	कुर्सी ने अधिक आराम दिया.
command	आदेश	कंप्यूटर ने आदेश नहीं पहचाना.
commission	आयोग	आयोग ने मामले की जाँच की.
commitment	प्रतिबद्धता	काम में बड़ी प्रतिबद्धता चाहिए थी.
committee	समिति	समिति ने प्रस्ताव पर मतदान किया.
commonly	आम तौर पर	यह शब्द स्कूल में आम तौर पर प्रयोग होता है.
complicated	जटिल	निर्देश बहुत जटिल थे.
component	घटक	एक घटक बदलना पड़ा.
concentration	एकाग्रता	शोर से एकाग्रता टूट गई.
concept	अवधारणा	इस अवधारणा की व्याख्या चाहिए.
concern	चिंता	उसकी मुख्य चिंता सुरक्षा थी.
concerned	चिंतित	माता-पिता बच्चों को लेकर चिंतित थे.
conduct	संचालित करना	टीम ने अध्ययन संचालित किया.
confidence	आत्मविश्वास	जीत के बाद आत्मविश्वास बढ़ा.
conflict	संघर्ष	संघर्ष एक छोटी बहस से शुरू हुआ.
confusing	भ्रमित करने वाला	निर्देश भ्रमित करने वाले थे.
conscious	सचेत	वह जोखिम के प्रति सचेत थी.
conservative	रूढ़िवादी	यह एक रूढ़िवादी अनुमान था.
consideration	विचार	इस विचार ने निर्णय को प्रभावित किया.
consistent	लगातार	उसका काम लगातार अच्छा था.
constant	निरंतर	निरंतर शोर ने सबको थका दिया.
constantly	लगातार	फोन लगातार बज रहा था.
construct	निर्माण करना	उन्होंने अस्थायी पुल बनाया.
construction	निर्माण	निर्माण में दो महीने लगे.
contemporary	समकालीन	गैलरी ने समकालीन कला दिखाई.
contest	प्रतियोगिता	प्रतियोगिता दोपहर में शुरू हुई.
contract	अनुबंध	अनुबंध आज हस्ताक्षरित हुआ.
contribute	योगदान देना	सबको परियोजना में योगदान देना था.
contribution	योगदान	उसका योगदान महत्वपूर्ण था.
convert	बदलना	प्रोग्राम फ़ाइल को जल्दी बदलता है.
convinced	आश्वस्त	मैं इस बात से पूरी तरह आश्वस्त हूँ.
core	मूल	मूल टीम वही रही.
corporate	कॉर्पोरेट	कॉर्पोरेट नियम सख्त हैं.
council	परिषद	परिषद शाम को मिली.
county	काउंटी	काउंटी ने नई सड़क खोली.
courage	साहस	उसमें बोलने का साहस था.
crash	टक्कर	टक्कर ने यातायात रोक दिया.
creation	निर्माण	नई प्रणाली के निर्माण में समय लगा.
creature	प्राणी	छोटा प्राणी जंगल में गायब हो गया.
crew	दल	दल ने जहाज़ तैयार किया.
crisis	संकट	संकट पूरे सप्ताह चला.
criterion	मानदंड	मुख्य मानदंड स्पष्टता था.
critic	आलोचक	आलोचक ने प्रदर्शन की प्रशंसा की.
critical	महत्वपूर्ण	यह एक महत्वपूर्ण क्षण था.
criticism	आलोचना	आलोचना काफी कठोर थी.
criticize	आलोचना करना	उन्होंने निर्णय की सार्वजनिक आलोचना की.
crop	फसल	इस साल फसल अच्छी थी.
crucial	निर्णायक	समय निर्णायक कारक था.
cure	इलाज	डॉक्टर नया इलाज खोज रहे थे.
curve	मोड़	सड़क ने तेज मोड़ लिया.
curved	घुमावदार	घुमावदार काँच ने रोशनी लौटाई.
debate	बहस	बहस लंबे समय तक चली.
debt	कर्ज	कर्ज आखिरकार चुका दिया गया.
decent	ठीक-ठाक	कमरा ठीक-ठाक और साफ था.
declare	घोषित करना	शहर ने आपातकाल घोषित किया.
decline	गिरावट	बिक्री में स्पष्ट गिरावट दिखी.
decoration	सजावट	सजावट दरवाज़े के ऊपर लटकी थी.
decrease	घटना	वसंत में लागत घटी.
deeply	गहराई से	उसने गहराई से साँस ली.
defeat	हार	हार टीम के लिए कठिन थी.
defence	रक्षा	रक्षा पक्ष ने नया सबूत दिया.
defend	बचाव करना	उसने अपने निर्णय का बचाव किया.
delay	देरी	देरी एक घंटे तक रही.
deliberate	जानबूझकर	यह जानबूझकर किया गया चुनाव था.
deliberately	जानबूझकर	उसने इसे जानबूझकर छोड़ दिया.
delight	खुशी	खबर ने सबको खुशी दी.
delighted	प्रसन्न	वह परिणाम से प्रसन्न थी.
delivery	डिलीवरी	डिलीवरी थोड़ी देर से हुई.
demand	मांग	मांग तेजी से बढ़ी.
demonstrate	दिखाना	प्रयोग ने प्रभाव साफ दिखाया.
deny	इनकार करना	उसने आरोप से इनकार किया.
depressed	उदास	वह उदास महसूस कर रही थी.
depressing	निराशाजनक	मौसम सचमुच निराशाजनक था.
depth	गहराई	झील की गहराई ने हमें चौंका दिया.
deserve	योग्य होना	वे प्रशंसा के योग्य हैं.
desire	इच्छा	मजबूत इच्छा ने उसे आगे बढ़ाया.
desperate	बेचैन	वे मदद के लिए बेचैन थे.
detailed	विस्तृत	रिपोर्ट बहुत विस्तृत थी.
detect	पता लगाना	सेंसर ने गति का पता लगाया.
dig	खोदना	बच्चों ने रेत में गड्ढा खोदा.
disc	डिस्क	पुरानी डिस्क नहीं खुली.
discipline	अनुशासन	खेल में अनुशासन चाहिए.
dishonest	बेईमान	बेईमान जवाब ने भरोसा तोड़ दिया.
dismiss	बर्खास्त करना	प्रबंधक ने कर्मचारी को बर्खास्त किया.
display	दिखाना	स्क्रीन ने नया संदेश दिखाया.
distribute	बाँटना	उन्होंने कक्षा में पन्ने बाँटे.
distribution	वितरण	वितरण असमान था.
district	जिला	यह जिला तेजी से बढ़ा है.
division	विभाग	कंपनी ने नया विभाग बनाया.
domestic	घरेलू	घरेलू बाजार मजबूत रहा.
dominate	हावी होना	एक टीम खेल पर हावी रही.
downwards	नीचे की ओर	कीमत नीचे की ओर गई.
dozen	दर्जन	मेज पर एक दर्जन अंडे थे.
draft	मसौदा	उसने मुझे मसौदा भेजा.
drag	खींचना	आइकन को स्क्रीन पर खींचो.
dramatic	नाटकीय	बदलाव नाटकीय था.
edit	संपादित करना	मुझे पाठ संपादित करना है.
edition	संस्करण	नया संस्करण आज आया.
efficient	कुशल	प्रणाली अब अधिक कुशल है.
elderly	बुजुर्ग	बुजुर्ग महिला पार्क में बैठी थी.
elect	चुनना	उन्होंने नया नेता चुना.
elsewhere	कहीं और	उत्तर कहीं और खोजो.
emerge	सामने आना	नए तथ्य बाद में सामने आए.
emotional	भावनात्मक	भाषण बहुत भावनात्मक था.
emphasis	ज़ोर	शिक्षक ने स्पष्टता पर ज़ोर दिया.
emphasize	ज़ोर देना	उसने समय सीमा पर ज़ोर दिया.
enable	सक्षम बनाना	नया उपकरण तेज काम सक्षम बनाता है.
encounter	सामना करना	यात्रा में हमें कई समस्याओं का सामना करना पड़ा.
engage	शामिल करना	शिक्षक ने सबको शामिल करने की कोशिश की.
enhance	बेहतर बनाना	नई रोशनी ने तस्वीर बेहतर बनाई.
enquiry	पूछताछ	पूछताछ सुबह भेजी गई.
ensure	सुनिश्चित करना	जाँच गुणवत्ता सुनिश्चित करती है.
enthusiasm	उत्साह	उसने बड़े उत्साह से बात की.
enthusiastic	उत्साही	दर्शक उत्साही थे.
entire	पूरा	पूरी टीम देर से आई.
entirely	पूरी तरह	मैं पूरी तरह सहमत नहीं हूँ.
establish	स्थापित करना	उन्होंने नया क्लब स्थापित किया.
estate	संपत्ति	संपत्ति जल्दी बिक गई.
estimate	अनुमान	प्रारंभिक अनुमान ऊँचा था.
ethical	नैतिक	यह एक नैतिक सवाल है.
evaluate	मूल्यांकन करना	हमें परिणामों का मूल्यांकन करना है.
evil	बुरा	कहानी में बुरा राजा था.
examination	परीक्षा	परीक्षा नौ बजे शुरू हुई.
excuse	बहाना	यह बहाना भरोसेमंद नहीं लगा.
executive	कार्यकारी	कार्यकारी ने योजना की पुष्टि की.
existence	अस्तित्व	सबूतों ने उसके अस्तित्व की पुष्टि की.
expectation	अपेक्षा	अपेक्षा बहुत ऊँची थी.
expense	खर्च	यह खर्च बजट से आया.
exploration	अन्वेषण	गुफा का अन्वेषण जारी रहा.
expose	उजागर करना	अध्ययन ने गलती उजागर की.
extend	बढ़ाना	उन्होंने समय सीमा बढ़ाई.
extent	सीमा	नुकसान की सीमा बाद में स्पष्ट हुई.
external	बाहरी	बाहरी ऑडिट कल शुरू होगा.
extraordinary	असाधारण	यह असाधारण उपलब्धि थी.
facility	सुविधा	नई सुविधा वसंत में खुली.
failure	विफलता	विफलता ने हमें बहुत सिखाया.
faith	विश्वास	उसने विश्वास नहीं खोया.
fault	गलती	गलती उसकी नहीं थी.
feather	पंख	पंख धीरे से नीचे गिरा.
fee	शुल्क	शुल्क पहले देना होगा.
feedback	प्रतिक्रिया	हमें उपयोगी प्रतिक्रिया मिली.
fellow	साथी	उसका साथी बाहर इंतज़ार कर रहा था.
finance	वित्त	वित्त को सटीक आँकड़े चाहिए.
finding	निष्कर्ष	मुख्य निष्कर्ष अप्रत्याशित था.
firm	कंपनी	कंपनी ने नए लोग रखे.
flame	लौ	लौ हवा में हिली.
flash	चमक	हमने आकाश में तेज चमक देखी.
flexible	लचीला	कार्यक्रम काफी लचीला है.
float	तैरना	नाव पानी पर शांत तैर रही थी.
folding	मुड़ने वाला	मुड़ने वाली कुर्सी अलमारी में आ गई.
forgive	माफ करना	वह आखिरकार माफ कर सकी.
former	पूर्व	पूर्व नेता ने साक्षात्कार दिया.
fortune	धन	उसे बड़ी संपत्ति विरासत में मिली.
found	स्थापित करना	उन्होंने बहुत पहले स्कूल स्थापित किया.
freedom	स्वतंत्रता	स्वतंत्रता उसके लिए महत्वपूर्ण है.
frequency	आवृत्ति	प्रयोग के दौरान आवृत्ति बदली.
fully	पूरी तरह	दरवाज़ा पूरी तरह खुला था.
fund	कोष	कोष युवा वैज्ञानिकों की सहायता करता है.
fundamental	मूलभूत	यह मूलभूत सिद्धांत है.
funding	वित्त पोषण	वित्त पोषण शरद ऋतु में समाप्त हुआ.
furthermore	इसके अलावा	इसके अलावा योजना बहुत महँगी थी.
gain	हासिल करना	उसने जल्दी अनुभव हासिल किया.
gang	गिरोह	गिरोह स्टेशन के पास जमा हुआ.
generate	उत्पन्न करना	प्रणाली अपने आप रिपोर्ट उत्पन्न करती है.
genre	शैली	यह शैली युवाओं को पसंद है.
govern	नियंत्रित करना	कानून इस प्रक्रिया को नियंत्रित करते हैं.
grab	पकड़ना	उसने जल्दी बैग पकड़ लिया.
gradually	धीरे-धीरे	दर्द धीरे-धीरे गायब हुआ.
grand	भव्य	योजना बहुत भव्य थी.
grant	अनुदान	विश्वविद्यालय को नया अनुदान मिला.
guarantee	गारंटी	गारंटी दो साल तक मान्य है.
handle	संभालना	यह उपकरण बड़ी फ़ाइलें संभालता है.
harm	हानि	धुआँ हानि पहुँचा सकता है.
harmful	हानिकारक	यह पदार्थ हानिकारक है.
hearing	सुनवाई	उम्र के साथ सुनवाई कमजोर हुई.
heaven	स्वर्ग	बादलों ने आकाश ढक दिया.
heel	एड़ी	दौड़ के बाद एड़ी में दर्द हुआ.
hell	नरक	कमरा नरक जैसा गर्म था.
hesitate	हिचकिचाना	मदद माँगने में हिचकिचाओ मत.
hollow	खोखला	पेड़ का तना खोखला था.
holy	पवित्र	यह पवित्र स्थान है.
honour	सम्मान	उसे बड़ा सम्मान मिला.
household	घर-परिवार	घर-परिवार ने कम ऊर्जा खर्च की.
housing	आवास	शहर ने आवास में निवेश किया.
humorous	हास्यपूर्ण	लेख हास्यपूर्ण था.
humour	हास्य	उसके हास्य ने तनाव कम किया.
hunting	शिकार	यहाँ शिकार कड़े रूप से सीमित है.
illustrate	समझाना	चित्र ने विचार समझाया.
illustration	चित्रण	किताब में सुंदर चित्रण था.
imagination	कल्पना	बच्चों ने कल्पना का उपयोग किया.
impatient	अधीर	वह कतार में अधीर हो गया.
imply	संकेत देना	उसके उत्तर ने समस्या का संकेत दिया.
impose	लगाना	सरकार ने नया कर लगाया.
impress	प्रभावित करना	प्रस्तुति ने दर्शकों को प्रभावित किया.
impressed	प्रभावित	मैं उसके काम से प्रभावित था.
inch	इंच	मेज एक इंच खिसकी.
incident	घटना	घटना शाम को हुई.
income	आय	आय धीरे-धीरे बढ़ी.
increasingly	तेजी से	काम तेजी से डिजिटल हो गया.
industrial	औद्योगिक	औद्योगिक क्षेत्र शहर से बाहर था.
infection	संक्रमण	संक्रमण तेजी से फैला.
inform	सूचित करना	कृपया मुझे बदलाव के बारे में सूचित करो.
initial	प्रारंभिक	प्रारंभिक परिणाम सकारात्मक था.
initially	शुरू में	शुरू में सब आसान लगा.
initiative	पहल	पहल छात्रों की ओर से आई.
inner	भीतरी	भीतरी दरवाज़ा बंद था.
insight	अंतर्दृष्टि	चर्चा ने नई अंतर्दृष्टि दी.
insist	ज़ोर देना	उसने स्पष्ट उत्तर पर ज़ोर दिया.
inspire	प्रेरित करना	उसकी कहानी ने हमें प्रेरित किया.
install	स्थापित करना	तकनीशियन ने सॉफ्टवेयर स्थापित किया.
instance	उदाहरण	यह एक स्पष्ट उदाहरण है.
