source_headword	KN	example_KN
debris	ಅವಶೇಷಗಳು	ಚಂಡಮಾರುತದ ಅವಶೇಷಗಳು ರಸ್ತೆಯನ್ನು ನಿರ್ಬಂಧಿಸಿದವು.
debut	ಚೊಚ್ಚಲ ಪ್ರವೇಶ	ಅವಳ ಚೊಚ್ಚಲ ಪ್ರವೇಶವು ರಾಷ್ಟ್ರೀಯ ಗಮನವನ್ನು ಸೆಳೆಯಿತು.
decision-making	ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳುವಿಕೆ	ಉತ್ತಮ ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳಲು ಸ್ಪಷ್ಟವಾದ ಮಾಹಿತಿ ಬೇಕು.
decisive	ನಿರ್ಣಾಯಕ	ಅವಳ ನಿರ್ಣಾಯಕ ಕ್ರಮವು ಹೆಚ್ಚಿನ ಹಾನಿಯನ್ನು ತಡೆಯಿತು.
declaration	ಘೋಷಣೆ	ಮಂತ್ರಿಗಳು ಅಧಿಕೃತ ಘೋಷಣೆಯನ್ನು ಓದಿದರು.
dedicated	ಸಮರ್ಪಿತ	ಸಮರ್ಪಿತ ನರ್ಸ್ ರಾತ್ರಿಯಿಡೀ ಕೆಲಸ ಮಾಡಿದರು.
dedication	ಸಮರ್ಪಣೆ	ಅವನ ಸಮರ್ಪಣೆಯು ಕಿರಿಯ ಆಟಗಾರರಿಗೆ ಸ್ಫೂರ್ತಿ ನೀಡಿತು.
deed	ಕಾರ್ಯ	ಆ ಕೆಚ್ಚೆದೆಯ ಕಾರ್ಯವು ಎರಡು ಜೀವಗಳನ್ನು ಉಳಿಸಿತು.
deem	ಪರಿಗಣಿಸು	ನ್ಯಾಯಾಲಯವು ಒಪ್ಪಂದವನ್ನು ಅಮಾನ್ಯವೆಂದು ಪರಿಗಣಿಸಬಹುದು.
default	ಪೂರ್ವನಿಯೋಜಿತ	ಸದ್ಯಕ್ಕೆ ಪೂರ್ವನಿಯೋಜಿತ ಸೆಟ್ಟಿಂಗ್ ಅನ್ನು ಬಳಸಿ.
defect	ದೋಷ	ಇನ್ಸ್‌ಪೆಕ್ಟರ್‌ಗಳು ಗಂಭೀರವಾದ ದೋಷವನ್ನು ಕಂಡುಕೊಂಡರು.
defensive	ರಕ್ಷಣಾತ್ಮಕ	ಅವನ ರಕ್ಷಣಾತ್ಮಕ ಧ್ವನಿಯು ಎಲ್ಲರಿಗೂ ಆಶ್ಚರ್ಯ ತಂದಿತು.
deficiency	ಕೊರತೆ	ಕಬ್ಬಿಣಾಂಶದ ಕೊರತೆಯು ಆರೋಗ್ಯದ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರಬಹುದು.
deficit	ಕೊರತೆ	ಬಜೆಟ್ ಕೊರತೆಯು ಅಧಿಕಾರಿಗಳನ್ನು ಚಿಂತೆಗೀಡು ಮಾಡಿತು.
defy	ಧಿಕ್ಕರಿಸು	ಪ್ರತಿಭಟನಾಕಾರರು ನಿಷೇಧವನ್ನು ಧಿಕ್ಕರಿಸಲು ನಿರ್ಧರಿಸಿದರು.
delegate	ಪ್ರತಿನಿಧಿ	ಪ್ರತಿಯೊಬ್ಬ ಪ್ರತಿನಿಧಿಯು ಮತದಾನದ ಚೀಟಿಯನ್ನು ಪಡೆದರು.
delegation	ನಿಯೋಗ	ನಿಯೋಗವು ಮಧ್ಯಾಹ್ನಕ್ಕೂ ಮುಂಚೆಯೇ ಆಗಮಿಸಿತು.
delicate	ಸೂಕ್ಷ್ಮವಾದ	ಸೂಕ್ಷ್ಮವಾದ ಗಾಜು ಸುಲಭವಾಗಿ ಒಡೆಯಿತು.
demon	ರಾಕ್ಷಸ	ಕಥೆಯು ಪ್ರಾಚೀನ ರಾಕ್ಷಸನನ್ನು ವಿವರಿಸುತ್ತದೆ.
denial	ನಿರಾಕರಣೆ	ಅವನ ನಿರಾಕರಣೆಯು ಸಂತ್ರಸ್ತರನ್ನು ಕೆರಳಿಸಿತು.
denounce	ಖಂಡಿಸು	ನಾಯಕರು ಶಾಲೆಗಳಲ್ಲಿನ ಹಿಂಸಾಚಾರವನ್ನು ಖಂಡಿಸುತ್ತಾರೆ.
dense	ದಟ್ಟವಾದ	ದಟ್ಟವಾದ ಕಾಡು ಸೂರ್ಯನ ಬೆಳಕನ್ನು ತಡೆಯಿತು.
density	ಸಾಂದ್ರತೆ	ಡೌನ್‌ಟೌನ್‌ನಲ್ಲಿ ಜನಸಾಂದ್ರತೆಯು ಹೆಚ್ಚಾಗಿದೆ.
dependence	ಅವಲಂಬನೆ	ತೈಲದ ಮೇಲಿನ ದೇಶದ ಅವಲಂಬನೆಯು ಕಡಿಮೆಯಾಯಿತು.
depict	ಚಿತ್ರಿಸು	ಭಿತ್ತಿಚಿತ್ರವು ಹಳ್ಳಿಯ ಜೀವನವನ್ನು ಚಿತ್ರಿಸುತ್ತದೆ.
deploy	ನಿಯೋಜಿಸು	ಸೈನ್ಯವು ಹೆಚ್ಚುವರಿ ಸಿಬ್ಬಂದಿಯನ್ನು ನಿಯೋಜಿಸುತ್ತದೆ.
deployment	ನಿಯೋಜನೆ	ಸೈನ್ಯದ ನಿಯೋಜನೆಯು ಸೋಮವಾರ ಪ್ರಾರಂಭವಾಯಿತು.
deprive	ವಂಚಿತಗೊಳಿಸು	ನಿದ್ರೆಯ ಕೊರತೆಯು ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಗಮನದಿಂದ ವಂಚಿತಗೊಳಿಸಬಹುದು.
deputy	ಡೆಪ್ಯುಟಿ	ಉಪ ಅಧಿಕಾರಿಯು ಒಪ್ಪಂದಕ್ಕೆ ಸಹಿ ಹಾಕಿದರು.
descend	ಇಳಿ	ದಾರಿಯು ತೀವ್ರವಾಗಿ ಇಳಿಯಲಾರಂಭಿಸಿತು.
descent	ಇಳಿಯುವಿಕೆ	ವಿಮಾನವು ಕೆಳಗೆ ಇಳಿಯಲಾರಂಭಿಸಿತು.
designate	ಮೀಸಲಿಡು	ನಗರವು ಹೊಸ ಉದ್ಯಾನವನವನ್ನು ಮೀಸಲಿಡುತ್ತದೆ.
desirable	ಅಪೇಕ್ಷಣೀಯ	ತರಗತಿಗಳಲ್ಲಿ ಉತ್ತಮ ಬೆಳಕು ಅಪೇಕ್ಷಣೀಯವಾಗಿದೆ.
desktop	ಡೆಸ್ಕ್‌ಟಾಪ್	ಆ ಫೈಲ್ ನನ್ನ ಡೆಸ್ಕ್‌ಟಾಪ್‌ನಲ್ಲಿದೆ.
destructive	ವಿನಾಶಕಾರಿ	ಚಂಡಮಾರುತವು ವಿನಾಶಕಾರಿ ಶಕ್ತಿಯನ್ನು ಹೊಂದಿತ್ತು.
detain	ಬಂಧಿಸಿಡು	ಪೊಲೀಸರು ಶಂಕಿತರನ್ನು ರಾತ್ರಿಯಿಡೀ ಬಂಧಿಸಿಡಬಹುದು.
detection	ಪತ್ತೆ	ಮುಂಚಿನ ಪತ್ತೆಯು ಕ್ಯಾನ್ಸರ್ ಚಿಕಿತ್ಸೆಯನ್ನು ಸುಧಾರಿಸುತ್ತದೆ.
detention	ಬಂಧನ	ಬಂಧನದ ಪರಿಸ್ಥಿತಿಗಳ ವಿರುದ್ಧ ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರತಿಭಟಿಸಿದರು.
deteriorate	ಹದಗೆಡು	ಅವನ ಆರೋಗ್ಯ ಹದಗೆಡಲಾರಂಭಿಸಿತು.
devastate	ಧ್ವಂಸಮಾಡು	ಭೂಕಂಪವು ಕರಾವಳಿ ಪಟ್ಟಣಗಳನ್ನು ಧ್ವಂಸಮಾಡಬಹುದು.
devil	ದೆವ್ವ	ಮಗು ನಗುತ್ತಿರುವ ದೆವ್ವದ ಚಿತ್ರವನ್ನು ಬಿಡಿಸಿತು.
devise	ರೂಪಿಸು	ಎಂಜಿನಿಯರ್‌ಗಳು ಸುರಕ್ಷಿತ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆಗಳನ್ನು ರೂಪಿಸುತ್ತಾರೆ.
diagnose	ರೋಗನಿರ್ಣಯ ಮಾಡು	ವೈದ್ಯರು ರಕ್ತ ಪರೀಕ್ಷೆಗಳೊಂದಿಗೆ ರೋಗವನ್ನು ನಿರ್ಣಯಿಸುತ್ತಾರೆ.
diagnosis	ರೋಗನಿರ್ಣಯ	ರೋಗನಿರ್ಣಯವು ಅವಳ ರೋಗಲಕ್ಷಣಗಳನ್ನು ವಿವರಿಸಿತು.
dictate	ನಿರ್ದೇಶಿಸು	ಒಪ್ಪಂದವು ಪಾವತಿ ನಿಯಮಗಳನ್ನು ನಿರ್ದೇಶಿಸುತ್ತದೆ.
dictator	ಸರ್ವಾಧಿಕಾರಿ	ಸರ್ವಾಧಿಕಾರಿಯು ಮಾಧ್ಯಮವನ್ನು ನಿಯಂತ್ರಿಸಿದನು.
differentiate	ವ್ಯತ್ಯಾಸ ಗುರುತಿಸು	ನೀವು ಅಭಿಪ್ರಾಯದಿಂದ ಸತ್ಯವನ್ನು ಪ್ರತ್ಯೇಕಿಸಬಲ್ಲಿರಾ?
dignity	ಘನತೆ	ಕೆಲಸದಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬರೂ ಘನತೆಗೆ ಅರ್ಹರು.
dilemma	ಸಂದಿಗ್ಧತೆ	ವ್ಯವಸ್ಥಾಪಕರು ಗಂಭೀರ ಸಂದಿಗ್ಧತೆಯನ್ನು ಎದುರಿಸಿದರು.
dimension	ಆಯಾಮ	ಈ ಸಮಸ್ಯೆಯು ರಾಜಕೀಯ ಆಯಾಮವನ್ನು ಹೊಂದಿದೆ.
diminish	ಕಡಿಮೆಯಾಗು	ನೋವು ನಿಧಾನವಾಗಿ ಕಡಿಮೆಯಾಗಬೇಕು.
dip	ಇಳಿ	ತಾಪಮಾನವು ಘನೀಕರಿಸುವ ಮಟ್ಟಕ್ಕಿಂತ ಕೆಳಗೆ ಇಳಿಯಬಹುದು.
diplomat	ರಾಜತಾಂತ್ರಿಕ	ರಾಜತಾಂತ್ರಿಕರು ವಿದೇಶಿ ನಾಯಕರನ್ನು ಭೇಟಿಯಾದರು.
diplomatic	ರಾಜತಾಂತ್ರಿಕ	ರಾಜತಾಂತ್ರಿಕ ಮಾತುಕತೆಗಳು ರಾತ್ರಿಯಿಡೀ ಮುಂದುವರಿದವು.
directory	ಡೈರೆಕ್ಟರಿ	ಅವನ ಸಂಖ್ಯೆಗಾಗಿ ಡೈರೆಕ್ಟರಿಯನ್ನು ಹುಡುಕಿ.
disastrous	ವಿನಾಶಕಾರಿ	ವಿನಾಶಕಾರಿ ಪ್ರವಾಹವು ಹಲವಾರು ಸೇತುವೆಗಳನ್ನು ನಾಶಮಾಡಿತು.
discard	ಬಿಸಾಡು	ಉಪಯುಕ್ತ ದಾಖಲೆಗಳನ್ನು ಬಿಸಾಡಬೇಡಿ.
discharge	ಬಿಡುಗಡೆ ಮಾಡು	ಆಸ್ಪತ್ರೆಯು ನಾಳೆ ಅವನನ್ನು ಬಿಡುಗಡೆ ಮಾಡುತ್ತದೆ.
disclose	ಬಹಿರಂಗಪಡಿಸು	ಅಂಕಿಅಂಶಗಳನ್ನು ಬಹಿರಂಗಪಡಿಸಲು ಅಧಿಕಾರಿಗಳು ನಿರಾಕರಿಸಿದರು.
disclosure	ಬಹಿರಂಗಪಡಿಸುವಿಕೆ	ಈ ಬಹಿರಂಗಪಡಿಸುವಿಕೆಯು ಮಂಡಳಿಯನ್ನು ಬೆಚ್ಚಿಬೀಳಿಸಿತು.
discourse	ಚರ್ಚೆ	ಸಾರ್ವಜನಿಕ ಚರ್ಚೆಯು ಹೆಚ್ಚು ವಿನಯಶೀಲವಾಯಿತು.
discretion	ವಿವೇಚನೆ	ಸೂಕ್ಷ್ಮ ಪ್ರಕರಣಗಳೊಂದಿಗೆ ನಿಮ್ಮ ವಿವೇಚನೆಯನ್ನು ಬಳಸಿ.
discrimination	ತಾರತಮ್ಯ	ಉದ್ಯೋಗ ನೇಮಕಾತಿಯಲ್ಲಿ ತಾರತಮ್ಯವನ್ನು ಕಾನೂನು ನಿಷೇಧಿಸುತ್ತದೆ.
dismissal	ವಜಾಗೊಳಿಸುವಿಕೆ	ಅವನ ವಜಾಗೊಳಿಸುವಿಕೆಯು ಸಾರ್ವಜನಿಕರ ಆಕ್ರೋಶಕ್ಕೆ ಕಾರಣವಾಯಿತು.
displace	ಸ್ಥಳಾಂತರಿಸು	ಯುದ್ಧವು ಸಾವಿರಾರು ಜನರನ್ನು ಸ್ಥಳಾಂತರಿಸಬಹುದು.
disposal	ವಿಲೇವಾರಿ	ತ್ಯಾಜ್ಯ ವಿಲೇವಾರಿಯು ಸ್ಥಳೀಯ ಸಮಸ್ಯೆಯಾಗಿ ಉಳಿದಿದೆ.
dispose	ವಿಲೇವಾರಿ ಮಾಡು	ಕಂಪನಿಯು ರಾಸಾಯನಿಕಗಳನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ವಿಲೇವಾರಿ ಮಾಡಬೇಕು.
dispute	ವಿವಾದ	ವಿವಾದವು ತಿಂಗಳುಗಳ ಕಾಲ ನಡೆಯಿತು.
disrupt	ಅಡ್ಡಿಪಡಿಸು	ಶಬ್ದವು ಏಕಾಗ್ರತೆಗೆ ಅಡ್ಡಿಪಡಿಸಬಹುದು.
disruption	ಅಡಚಣೆ	ಮುಷ್ಕರವು ದೊಡ್ಡ ಅಡಚಣೆಯನ್ನು ಉಂಟುಮಾಡಿತು.
dissolve	ಕರಗು	ಬಿಸಿ ಚಹಾದಲ್ಲಿ ಸಕ್ಕರೆ ಕರಗುತ್ತದೆ.
distinction	ವ್ಯತ್ಯಾಸ	ಅವುಗಳ ನಡುವಿನ ವ್ಯತ್ಯಾಸವು ಮುಖ್ಯವಾಗಿದೆ.
distinctive	ವಿಶಿಷ್ಟವಾದ	ಅವಳು ವಿಶಿಷ್ಟವಾದ ಧ್ವನಿಯನ್ನು ಹೊಂದಿದ್ದಾಳೆ.
distort	ವಿರೂಪಗೊಳಿಸು	ಕನ್ನಡಿಯು ನಿಮ್ಮ ಪ್ರತಿಬಿಂಬವನ್ನು ವಿರೂಪಗೊಳಿಸಬಹುದು.
distress	ಸಂಕಟ	ಆ ಕರೆಯು ತೀವ್ರ ಸಂಕಟವನ್ನು ಉಂಟುಮಾಡಿತು.
disturbing	ವಿಚಲಿತಗೊಳಿಸುವ	ಸಾಕ್ಷ್ಯಚಿತ್ರವು ವಿಚಲಿತಗೊಳಿಸುವ ದೃಶ್ಯಗಳನ್ನು ತೋರಿಸಿತು.
divert	ಬೇರೆಡೆಗೆ ತಿರುಗಿಸು	ಪೊಲೀಸರು ಸಂಚಾರವನ್ನು ಬೇರೆಡೆಗೆ ತಿರುಗಿಸಬೇಕಾಯಿತು.
divine	ದೈವಿಕ	ಪ್ರಾರ್ಥನಾ ಮಂದಿರವು ದೈವಿಕ ವಾತಾವರಣವನ್ನು ಹೊಂದಿದೆ.
doctrine	ಸಿದ್ಧಾಂತ	ಪಕ್ಷವು ಹಳೆಯ ಸಿದ್ಧಾಂತವನ್ನು ತಿರಸ್ಕರಿಸಿತು.
documentation	ದಸ್ತಾವೇಜು	ಬಿಡುಗಡೆ ಮಾಡುವ ಮೊದಲು ದಸ್ತಾವೇಜು ಪ್ರಕ್ರಿಯೆಯನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ.
domain	ಡೊಮೇನ್	ವೆಬ್‌ಸೈಟ್ ಸುರಕ್ಷಿತ ಡೊಮೇನ್ ಅನ್ನು ಬಳಸುತ್ತದೆ.
dominance	ಪ್ರಾಬಲ್ಯ	ತಂಡದ ಪ್ರಾಬಲ್ಯವು ಒಂದು ದಶಕದವರೆಗೆ ನಡೆಯಿತು.
donor	ದಾನಿ	ದಾನಿ ಇಂದು ರಕ್ತ ನೀಡಿದರು.
dose	ಡೋಸ್	ಬೆಳಗಿನ ಉಪಾಹಾರದ ನಂತರ ಒಂದು ಡೋಸ್ ತೆಗೆದುಕೊಳ್ಳಿ.
drain	ಹರಿಯುವುದು	ನೀರು ನದಿಗೆ ಹರಿಯುತ್ತದೆ.
drift	ತೇಲು	ಹೊಗೆಯು ರಸ್ತೆಯ ಉದ್ದಕ್ಕೂ ಹರಡಲು ಪ್ರಾರಂಭಿಸಿತು.
driving	ಪ್ರಮುಖ	ವಿಳಂಬಕ್ಕೆ ಮಳೆಯೇ ಪ್ರಮುಖ ಕಾರಣವಾಗಿತ್ತು.
drown	ಮುಳುಗು	ಪ್ರವಾಹಗಳು ನಿಮ್ಮನ್ನು ಮುಳುಗಿಸುವ ಸ್ಥಳದಲ್ಲಿ ಎಂದಿಗೂ ಈಜಬೇಡಿ.
dual	ಉಭಯ	ಸಾಧನವು ಉಭಯ ಕಾರ್ಯವನ್ನು ಹೊಂದಿದೆ.
dub	ಹೆಸರಿಸು	ವಿಮರ್ಶಕರು ನಗರವನ್ನು ಸಾಂಸ್ಕೃತಿಕ ರಾಜಧಾನಿ ಎಂದು ಕರೆಯುತ್ತಾರೆ.
dumb	ಮೂರ್ಖ	ಅದೊಂದು ಮೂರ್ಖ ತಪ್ಪಾಗಿತ್ತು.
duo	ಜೋಡಿ	ಕಾಮಿಡಿ ಜೋಡಿ ಯುರೋಪ್ ಪ್ರವಾಸ ಮಾಡಿದರು.
eager	ಕಾತುರ	ವಿದ್ಯಾರ್ಥಿಗಳು ಪ್ರಾರಂಭಿಸಲು ಕಾತುರರಾಗಿದ್ದರು.
earnings	ಗಳಿಕೆ	ಕಂಪನಿಯ ಗಳಿಕೆ ತೀವ್ರವಾಗಿ ಏರಿತು.
ease	ಸುಲಭಗೊಳಿಸು	ಹೊಸ ರಸ್ತೆಯು ಸಂಚಾರವನ್ನು ಸುಲಭಗೊಳಿಸುತ್ತದೆ.
echo	ಪ್ರತಿಧ್ವನಿಸು	ಅವಳ ಧ್ವನಿ ಸಭಾಂಗಣದಲ್ಲಿ ಪ್ರತಿಧ್ವನಿಸಿತು.
ecological	ಪರಿಸರ	ಪರಿಸರ ಪ್ರಭಾವವು ಅನಿಶ್ಚಿತವಾಗಿ ಉಳಿದಿದೆ.
educator	ಶಿಕ್ಷಣತಜ್ಞ	ಶಿಕ್ಷಣತಜ್ಞರು ಹೊಸ ಕೋರ್ಸ್ ಅನ್ನು ವಿನ್ಯಾಸಗೊಳಿಸಿದರು.
effectiveness	ಪರಿಣಾಮಕಾರಿತ್ವ	ಅಧ್ಯಯನವು ಲಸಿಕೆಯ ಪರಿಣಾಮಕಾರಿತ್ವವನ್ನು ಅಳೆಯಿತು.
efficiency	ದಕ್ಷತೆ	ಉತ್ತಮ ಸಾಫ್ಟ್‌ವೇರ್ ದಕ್ಷತೆಯನ್ನು ಸುಧಾರಿಸಿತು.
ego	ಅಹಂ	ಅವನ ಅಹಂಕಾರವು ಕೆಲಸದಲ್ಲಿ ಸಮಸ್ಯೆಗಳನ್ನು ಉಂಟುಮಾಡಿತು.
elaborate	ವಿಸ್ತಾರವಾದ	ವಿಸ್ತಾರವಾದ ವೇಷಭೂಷಣಕ್ಕೆ ವಾರಗಳೇ ಬೇಕಾಯಿತು.
electoral	ಚುನಾವಣಾ	ಕಳೆದ ವರ್ಷ ಚುನಾವಣಾ ವ್ಯವಸ್ಥೆ ಬದಲಾಯಿತು.
elevate	ಎತ್ತರಿಸು	ಪ್ರಶಸ್ತಿಯು ಅವಳ ವರ್ಚಸ್ಸನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ.
eligible	ಅರ್ಹ	ನಿವಾಸಿಗಳು ಮಾತ್ರ ರಿಯಾಯಿತಿಗಳಿಗೆ ಅರ್ಹರಾಗಿದ್ದಾರೆ.
elite	ಗಣ್ಯ	ಗಣ್ಯರು ಖಾಸಗಿ ಅಕಾಡೆಮಿಯಲ್ಲಿ ತರಬೇತಿ ಪಡೆದರು.
embark	ಪ್ರಾರಂಭಿಸು	ಅವರು ಸುದೀರ್ಘ ಪ್ರಯಾಣವನ್ನು ಪ್ರಾರಂಭಿಸುತ್ತಾರೆ.
embarrassment	ಮುಜುಗರ	ತನ್ನ ಮುಜುಗರವನ್ನು ಮರೆಮಾಚಲು ಅವನು ನಕ್ಕನು.
embassy	ರಾಯಭಾರ ಕಚೇರಿ	ರಾಯಭಾರ ಕಚೇರಿಯು ಹೊಸ ಪ್ರಯಾಣ ಸಲಹೆಯನ್ನು ನೀಡಿತು.
embed	ಅಳವಡಿಸು	ಪತ್ರಕರ್ತರು ಘಟಕದೊಂದಿಗೆ ಸೇರಿಕೊಳ್ಳುತ್ತಾರೆ.
embody	ಸಾಕಾರಗೊಳಿಸು	ಪ್ರತಿಮೆಯು ಧೈರ್ಯವನ್ನು ಸಾಕಾರಗೊಳಿಸುವಂತೆ ತೋರುತ್ತದೆ.
emergence	ಹೊರಹೊಮ್ಮುವಿಕೆ	ಫೋನ್‌ಗಳ ಹೊರಹೊಮ್ಮುವಿಕೆಯು ದೈನಂದಿನ ಜೀವನವನ್ನು ಬದಲಾಯಿಸಿತು.
empirical	ಪ್ರಾಯೋಗಿಕ	ಈ ಪ್ರಬಂಧವು ಪ್ರಾಯೋಗಿಕ ಪುರಾವೆಗಳನ್ನು ಅವಲಂಬಿಸಿದೆ.
empower	ಸಬಲೀಕರಣಗೊಳಿಸು	ಶಿಕ್ಷಣವು ಸ್ಥಳೀಯ ಸಮುದಾಯಗಳನ್ನು ಸಬಲೀಕರಣಗೊಳಿಸಬಹುದು.
enact	ಜಾರಿಗೆ ತರು	ಸುಧಾರಣೆಯನ್ನು ಜಾರಿಗೆ ತರಲು ಸಂಸತ್ತು ಮತ ಹಾಕಿತು.
encompass	ಒಳಗೊಳ್ಳು	ಈ ಕೋರ್ಸ್ ಆಧುನಿಕ ಇತಿಹಾಸವನ್ನು ಒಳಗೊಳ್ಳುತ್ತದೆ.
encouragement	ಪ್ರೋತ್ಸಾಹ	ಅವಳ ಪ್ರೋತ್ಸಾಹವು ಅವನಿಗೆ ಮುಂದುವರಿಯಲು ಸಹಾಯ ಮಾಡಿತು.
encouraging	ಪ್ರೋತ್ಸಾಹದಾಯಕ	ಆರಂಭಿಕ ಫಲಿತಾಂಶಗಳು ಪ್ರೋತ್ಸಾಹದಾಯಕವಾಗಿ ಕಾಣುತ್ತವೆ.
endeavour	ಪ್ರಯತ್ನ	ರಕ್ಷಣಾ ಕಾರ್ಯಾಚರಣೆಯು ಕಷ್ಟಕರವಾದ ಪ್ರಯತ್ನವಾಗಿತ್ತು.
endless	ಅಂತ್ಯವಿಲ್ಲದ	ಮರುಭೂಮಿಯು ಅಂತ್ಯವಿಲ್ಲದಂತೆ ತೋರಿತು.
endorse	ಬೆಂಬಲಿಸು	ಒಕ್ಕೂಟವು ಅಭ್ಯರ್ಥಿಯನ್ನು ಬೆಂಬಲಿಸಲು ನಿರಾಕರಿಸಿತು.
endorsement	ಅನುಮೋದನೆ	ಅವನ ಅನುಮೋದನೆಯು ಅವಳ ಪ್ರಚಾರವನ್ನು ಹೆಚ್ಚಿಸಿತು.
endure	ಸಹಿಸು	ಸಸ್ಯಗಳು ಕಠಿಣ ಚಳಿಗಾಲವನ್ನು ಸಹಿಸಿಕೊಳ್ಳಬಲ್ಲವು.
enforce	ಜಾರಿಗೊಳಿಸು	ಪೊಲೀಸರು ವೇಗದ ಮಿತಿಯನ್ನು ಜಾರಿಗೊಳಿಸುತ್ತಾರೆ.
enforcement	ಜಾರಿ	ಬಲವಾದ ಜಾರಿಯು ಅಕ್ರಮ ಡಂಪಿಂಗ್ ಅನ್ನು ಕಡಿಮೆ ಮಾಡಿತು.
engagement	ತೊಡಗಿಸಿಕೊಳ್ಳುವಿಕೆ	ಈ ಸೆಮಿಸ್ಟರ್‌ನಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳ ತೊಡಗಿಸಿಕೊಳ್ಳುವಿಕೆ ಸುಧಾರಿಸಿದೆ.
engaging	ಆಕರ್ಷಕ	ಭಾಷಣಕಾರರು ಆಕರ್ಷಕ ಭಾಷಣವನ್ನು ನೀಡಿದರು.
enquire	ವಿಚಾರಿಸು	ದಯವಿಟ್ಟು ಮುಂಭಾಗದ ಡೆಸ್ಕ್‌ನಲ್ಲಿ ವಿಚಾರಿಸಿ.
