source_headword	KM	example_KM
protocol	ពិធីការ	ពិធីការតម្រូវឱ្យមានការយល់ព្រមជាលាយលក្ខណ៍អក្សរ។
province	ខេត្ត	ខេត្តបានវិនិយោគលើការដឹកជញ្ជូន។
provincial	ថ្នាក់ខេត្ត	មន្ត្រីខេត្តបានប្រកាសផែនការនេះ។
provision	បទប្បញ្ញត្តិ	កិច្ចសន្យារួមមានបទប្បញ្ញត្តិសុវត្ថិភាព។
provoke	បង្ក	សុន្ទរកថាអាចបង្កឱ្យមានប្រតិកម្មខ្លាំង។
psychiatric	ផ្នែកចិត្តសាស្ត្រ	មន្ទីរពេទ្យបានបើកផ្នែកចិត្តសាស្ត្រ។
pulse	ជីពចរ	គិលានុបដ្ឋាយិកាបានពិនិត្យជីពចររបស់គាត់។
pump	ស្នប់	ស្នប់បូមទឹកឡើងលើ។
punch	ការដាល់	គាត់បានដាល់ដោយក្តីខឹង។
query	សំណួរ	សូមផ្ញើសំណួររបស់អ្នកទៅផ្នែកគាំទ្រ។
quest	ការស្វែងរក	ការស្វែងរកយុត្តិធម៌របស់ពួកគេនៅតែបន្ត។
quota	កូតា	ក្រុមនេះសម្រេចបានកូតាលក់របស់ខ្លួន។
radar	រ៉ាដា	ព្យុះនេះបានលេចឡើងនៅលើរ៉ាដា។
radical	រ៉ាឌីកាល់	ក្រុមនេះបានស្នើកំណែទម្រង់រ៉ាឌីកាល់។
rage	កំហឹង	កំហឹងរបស់គាត់បានរសាយទៅវិញយ៉ាងលឿន។
raid	ការវាយឆ្មក់	ប៉ូលីសបានធ្វើការវាយឆ្មក់នៅពេលព្រឹកព្រលឹម។
rally	ការប្រមូលផ្តុំ	អ្នកគាំទ្របានចូលរួមការប្រមូលផ្តុំនៅកណ្តាលក្រុង។
ranking	ចំណាត់ថ្នាក់	សាកលវិទ្យាល័យបានកែលម្អចំណាត់ថ្នាក់របស់ខ្លួន។
rape	ការរំលោភសេពសន្ថវៈ	ករណីរំលោភសេពសន្ថវៈត្រូវការការស៊ើបអង្កេតយ៉ាងយកចិត្តទុកដាក់។
ratio	សមាមាត្រ	ថ្នាក់រៀនមានសមាមាត្រគ្រូបង្រៀនទាប។
rational	សមហេតុផល	ការសម្រេចចិត្តរបស់នាងគឺសមហេតុផល។
ray	កាំរស្មី	កាំរស្មីព្រះអាទិត្យមួយបានជះចូល។
readily	យ៉ាងងាយស្រួល	គាត់បានទទួលយកការផ្តល់ជូននេះយ៉ាងងាយស្រួល។
realization	ការយល់ដឹង	ការយល់ដឹងនេះបានផ្លាស់ប្តូរផែនការរបស់នាង។
realm	អាណាចក្រ	សំណួរនេះជារបស់អាណាចក្រផ្សេង។
rear	ខាងក្រោយ	សូមប្រើច្រកចូលខាងក្រោយនៅថ្ងៃនេះ។
reasoning	ការវែកញែក	ការវែកញែករបស់គាត់គឺច្បាស់លាស់។
reassure	ធានាអះអាង	គ្រូពេទ្យបានព្យាយាមធានាអះអាងនាង។
rebel	ជនបះបោរ	មេដឹកនាំជនបះបោរបានគេចផុតពីការចាប់ខ្លួន។
rebellion	ការបះបោរ	ការបះបោរបានបញ្ចប់បន្ទាប់ពីការចរចា។
recipient	អ្នកទទួល	អ្នកទទួលសំបុត្របានចុះហត្ថលេខាលើទម្រង់បែបបទ។
reconstruction	ការសាងសង់ឡើងវិញ	ការសាងសង់ឡើងវិញបានចាប់ផ្តើមបន្ទាប់ពីទឹកជំនន់។
recount1	រៀបរាប់	នាងអាចរៀបរាប់ពីព្រឹត្តិការណ៍យ៉ាងច្បាស់។
referendum	ប្រជាមតិ	ការធ្វើប្រជាមតិបានបំបែកប្រទេសនេះ។
reflection	ការឆ្លុះបញ្ចាំង	អត្ថបទនេះត្រូវការការឆ្លុះបញ្ចាំងកាន់តែស៊ីជម្រៅ។
reform	កំណែទម្រង់	កំណែទម្រង់បានកែលម្អសេវាសាធារណៈ។
refuge	កន្លែងជ្រកកោន	គ្រួសារនេះបានស្វែងរកកន្លែងជ្រកកោននៅបរទេស។
refusal	ការបដិសេធ	ការបដិសេធរបស់នាងធ្វើឱ្យគណៈកម្មាធិការភ្ញាក់ផ្អើល។
regain	ទទួលបានមកវិញ	គាត់ខិតខំប្រឹងប្រែងដើម្បីទទួលបានទំនុកចិត្តមកវិញ។
regardless	ទោះបីជាយ៉ាងណាក៏ដោយ	ពួកគេនៅតែបន្តទោះបីជាមានការរិះគន់ក៏ដោយ។
regime	របប	របបនេះបានរឹតបន្តឹងសេរីភាពនៃការបញ្ចេញមតិ។
regulator	និយតករ	និយតករបានពិន័យក្រុមហ៊ុននេះ។
regulatory	ផ្នែកបទប្បញ្ញត្តិ	ការអនុម័តផ្នែកបទប្បញ្ញត្តិត្រូវចំណាយពេលច្រើនខែ។
rehabilitation	ការស្តារនីតិសម្បទា	ការស្តារនីតិសម្បទាបានជួយគាត់ឱ្យដើរបានម្តងទៀត។
reign	រជ្ជកាល	រជ្ជកាលរបស់ស្តេចមានរយៈពេលជាច្រើនទសវត្សរ៍។
rejection	ការបដិសេធ	ការបដិសេធបានធ្វើឱ្យប៉ះពាល់ដល់ទំនុកចិត្តរបស់នាង។
relevance	ភាពពាក់ព័ន្ធ	ទិន្នន័យនេះមានភាពពាក់ព័ន្ធមានកម្រិត។
reliability	ភាពអាចជឿជាក់បាន	ភាពអាចជឿជាក់បានមានសារៈសំខាន់នៅក្នុងប្រព័ន្ធសង្គ្រោះបន្ទាន់។
reluctant	ស្ទាក់ស្ទើរ	គាត់មានភាពស្ទាក់ស្ទើរក្នុងការនិយាយ។
remainder	ផ្នែកដែលនៅសល់	ផ្នែកដែលនៅសល់ត្រូវបានបរិច្ចាគដល់សប្បុរសធម៌។
remains	អដ្ឋិធាតុ	អដ្ឋិធាតុត្រូវបានពិនិត្យយ៉ាងយកចិត្តទុកដាក់។
remedy	ដំណោះស្រាយ	ច្បាប់ផ្តល់នូវដំណោះស្រាយមួយ។
reminder	ការរំលឹក	អ៊ីមែលគឺជាការរំលឹកដ៏មានប្រយោជន៍មួយ។
removal	ការដកចេញ	ការដកចេញនូវឧបសគ្គបានជួយដល់ពាណិជ្ជកម្ម។
render	ធ្វើឱ្យ	កំហុសនេះបានធ្វើឱ្យកិច្ចសន្យាមិនមានសុពលភាព។
renew	បន្តជាថ្មី	សូមបន្តជាថ្មីនូវលិខិតឆ្លងដែនរបស់អ្នកឱ្យបានឆាប់។
renowned	ល្បីល្បាញ	នាងមានភាពល្បីល្បាញដោយសារការស្រាវជ្រាវរបស់នាង។
rental	ការជួល	ការជួលមានរួមបញ្ចូលការធានារ៉ាប់រង។
replacement	ការជំនួស	គ្រឿងបន្លាស់ជំនួសបានមកដល់នៅថ្ងៃនេះ។
reportedly	តាមសេចក្តីរាយការណ៍	រដ្ឋមន្ត្រីបានលាលែងពីតំណែងកាលពីម្សិលមិញតាមសេចក្តីរាយការណ៍។
representation	ការតំណាង	ការតំណាងដោយយុត្តិធម៌នៅតែមានសារៈសំខាន់។
reproduce	បន្តពូជ	រុក្ខជាតិទាំងនេះបន្តពូជយ៉ាងឆាប់រហ័ស។
reproduction	ការចម្លង	ការចម្លងតាមបែបឌីជីថលបានកែលម្អការចូលប្រើប្រាស់។
republic	សាធារណរដ្ឋ	សាធារណរដ្ឋបានរៀបចំការបោះឆ្នោត។
resemble	ស្រដៀងគ្នា	រចនាប័ទ្មទាំងពីរមានលក្ខណៈស្រដៀងគ្នាខ្លាំងណាស់។
reside	រស់នៅ	ពួកគេរស់នៅក្បែរព្រំដែន។
residence	លំនៅដ្ឋាន	គេហដ្ឋានផ្លូវការរបស់គាត់ត្រូវបានយាមកាម។
residential	លំនៅដ្ឋាន	តំបន់នេះភាគច្រើនជាតំបន់លំនៅដ្ឋាន។
residue	កាកសំណល់	ទឹកសម្អាតបានបន្សល់ទុកនូវកាកសំណល់ស្អិតៗ។
resignation	ការលាលែងពីតំណែង	ការលាលែងពីតំណែងរបស់នាងបានធ្វើឱ្យក្រុមប្រឹក្សាភិបាលភ្ញាក់ផ្អើល។
resistance	ការប្រឆាំង	ការប្រឆាំងនឹងការផ្លាស់ប្តូរមានភាពខ្លាំងក្លា។
respective	រៀងៗខ្លួន	ពួកគេបានត្រឡប់ទៅការិយាល័យរៀងៗខ្លួនវិញ។
respectively	រៀងគ្នា	ពិន្ទុគឺ៨០និង៩០រៀងគ្នា។
restoration	ការជួសជុលឡើងវិញ	ការជួសជុលអគារឡើងវិញចំណាយពេលច្រើនឆ្នាំ។
restraint	ការអត់ធ្មត់	ប៉ូលីសបានបង្ហាញការអត់ធ្មត់។
resume	បន្តឡើងវិញ	ថ្នាក់រៀនបន្តឡើងវិញនៅសប្តាហ៍ក្រោយ។
retreat	ការដកថយ	កងទ័ពបានចាប់ផ្តើមដកថយ។
retrieve	យកមកវិញ	នាងបានយកឯកសារនោះមកវិញ។
revelation	ការបើកសម្តែង	ការបើកសម្តែងនេះបានបំផ្លាញកេរ្តិ៍ឈ្មោះរបស់គាត់។
revenge	ការសងសឹក	គាត់ចង់សងសឹកចំពោះការប្រមាថនេះ។
reverse	បញ្ច្រាស	តុលាការបានលុបចោលសេចក្តីសម្រេចនេះ។
revival	ការរស់ឡើងវិញ	ទីក្រុងនេះបានឃើញការរស់ឡើងវិញនៃសេដ្ឋកិច្ច។
revive	ធ្វើឱ្យរស់ឡើងវិញ	ពិធីបុណ្យនេះបានជួយធ្វើឱ្យប្រពៃណីក្នុងតំបន់រស់ឡើងវិញ។
revolutionary	ដែលបដិវត្តន៍	ការច្នៃប្រឌិតនេះគឺជាបដិវត្តន៍។
rhetoric	វោហារសាស្ត្រ	វោហារសាស្ត្ររបស់គាត់ស្តាប់ទៅហាក់ដូចជាឆេវឆាវ។
rifle	កាំភ្លើងវែង	កាំភ្លើងវែងត្រូវបានរក្សាទុកយ៉ាងមានសុវត្ថិភាព។
riot	កុបកម្ម	កុបកម្មមានរយៈពេលជាច្រើនម៉ោង។
rip	ហែក	សូមហែកក្រដាសដោយប្រុងប្រយ័ត្ន។
ritual	ពិធីសាសនា	ពិធីនេះជាការសម្គាល់រដូវប្រមូលផល។
robust	រឹងមាំ	ប្រព័ន្ធនេះមានភាពរឹងមាំ។
rock	អង្រួន	ការផ្ទុះនេះបានអង្រួនភូមិ។
rod	ដំបង	វាំងននត្រូវបានព្យួរពីលើដំបង។
rotate	បង្វិល	បង្វិលចំណុចទាញយឺតៗ។
rotation	ការបង្វិល	ការបង្វិលដំណាំជួយការពារដី។
ruling	សេចក្តីសម្រេច	តុលាការបានចេញសេចក្តីសម្រេចមួយ។
rumour	ពាក្យចចាមអារ៉ាម	ពាក្យចចាមអារ៉ាមបានសាយភាយយ៉ាងលឿន។
sack	បណ្តេញចេញពីការងារ	ក្រុមប្រឹក្សាភិបាលអាចនឹងបណ្តេញគ្រូបង្វឹកចេញពីការងារ។
sacred	ពិសិដ្ឋ	ប្រាសាទនេះគឺពិសិដ្ឋ។
sacrifice	ការលះបង់	ឪពុកម្តាយតែងតែធ្វើការលះបង់។
saint	បុគ្គលបរិសុទ្ធ	ព្រះវិហារគោរពដល់បុគ្គលបរិសុទ្ធក្នុងតំបន់។
sake	ប្រយោជន៍	គាត់បានស្នាក់នៅដើម្បីជាប្រយោជន៍ដល់នាង។
sanction	ទណ្ឌកម្ម	ទណ្ឌកម្មបានប៉ះពាល់ដល់ពាណិជ្ជកម្មអន្តរជាតិ។
say	សិទ្ធិបញ្ចេញមតិ	និយោជិកមានសិទ្ធិបញ្ចេញមតិក្នុងការរៀបចំកាលវិភាគ។
scattered	ដែលរាយប៉ាយ	ក្រដាសដែលរាយប៉ាយបានគ្របដណ្តប់លើតុ។
sceptical	ដែលសង្ស័យ	នាងនៅតែមានការសង្ស័យចំពោះការអះអាងនេះ។
scope	វិសាលភាព	វិសាលភាពនៃគម្រោងបានពង្រីក។
screw	ខ្ចៅ	សូមរឹតខ្ចៅដោយប្រុងប្រយ័ត្ន។
scrutiny	ការពិនិត្យយ៉ាងល្អិតល្អន់	កិច្ចព្រមព្រៀងនេះប្រឈមនឹងការពិនិត្យយ៉ាងល្អិតល្អន់ពីសាធារណជន។
seal	បិទត្រា	សូមបិទស្រោមសំបុត្រមុនពេលបញ្ជូន។
secular	ទាក់ទងនឹងលោកិយ	សាលារៀនអនុវត្តតាមកម្មវិធីសិក្សាមិនពាក់ព័ន្ធនឹងសាសនា។
seemingly	មើលទៅហាក់បីដូចជា	កិច្ចការនេះមើលទៅហាក់បីដូចជាសាមញ្ញ។
segment	ផ្នែក	ផ្នែកចុងក្រោយគឺខ្លីជាង។
seize	រឹបអូស	ប៉ូលីសបានរឹបអូសឯកសារ។
seldom	កម្រ	នាងកម្រខកខានការចូលរៀនណាស់។
selective	ដែលរើសអើង	កម្មវិធីនេះមានការជ្រើសរើសយ៉ាងតឹងរ៉ឹង។
senator	សមាជិកព្រឹទ្ធសភា	សមាជិកព្រឹទ្ធសភាបានគាំទ្រសេចក្តីព្រាងច្បាប់នេះ។
sensation	អារម្មណ៍	ការរកឃើញនេះបានធ្វើឱ្យមានការភ្ញាក់ផ្អើលយ៉ាងខ្លាំង។
sensitivity	ភាពរសើប	បញ្ហានេះទាមទារឱ្យមានភាពរសើប។
sentiment	មនោសញ្ចេតនា	មនោសញ្ចេតនារបស់សាធារណជនបានផ្លាស់ប្តូរយ៉ាងលឿន។
separation	ការបែកគ្នា	ការបែកគ្នាគឺជារឿងពិបាក។
serial	ជាស៊េរី	លេខស៊េរីបានបាត់។
settlement	ការដោះស្រាយ	ការដោះស្រាយបានបញ្ចប់ជម្លោះ។
set-up	ការរៀបចំ	ការរៀបចំបានចំណាយពេលពេញមួយព្រឹក។
sexuality	និស្ស័យផ្លូវភេទ	វគ្គសិក្សានេះពិភាក្សាអំពីអត្តសញ្ញាណ និងនិស្ស័យផ្លូវភេទ។
shareholder	ម្ចាស់ភាគហ៊ុន	ម្ចាស់ភាគហ៊ុនម្នាក់បានសួរសំណួរទៅកាន់ក្រុមប្រឹក្សាភិបាល។
shatter	បំបែក	ព័ត៌មាននេះបានបំបែកទំនុកចិត្តរបស់គាត់។
shed	កាត់បន្ថយ	ក្រុមហ៊ុននឹងកាត់បន្ថយការងារ។
sheer	សុទ្ធសាធ	ទំហំដ៏ធំរបស់វាធ្វើឱ្យអ្នករាល់គ្នាភ្ញាក់ផ្អើល។
shipping	ការដឹកជញ្ជូន	ថ្លៃដឹកជញ្ជូនបានកើនឡើង។
shoot	ការថតរូប	ការថតរូបបានបញ្ចប់មុនពេលកំណត់។
shrink	រួញ	អាវនេះអាចរួញ។
shrug	គ្រវីស្មា	នាងបានគ្រវីស្មាបន្តិច។
sigh	ដកដង្ហើមធំ	គាត់បានដកដង្ហើមធំដោយធូរស្បើយ។
simulate	ក្លែងធ្វើ	កម្មវិធីនេះអាចក្លែងធ្វើចរាចរណ៍បាន។
simulation	ការក្លែងធ្វើ	ការក្លែងធ្វើបានព្យាករណ៍ពីទឹកជំនន់។
simultaneously	ក្នុងពេលដំណាលគ្នា	សំឡេងរោទិ៍ពីរបានបន្លឺឡើងក្នុងពេលដំណាលគ្នា។
sin	អំពើបាប	ភាពក្រអឺតក្រទមត្រូវបានចាត់ទុកថាជាអំពើបាប។
situated	មានទីតាំង	សណ្ឋាគារមានទីតាំងនៅកណ្តាលទីក្រុង។
sketch	គំនូរព្រាង	នាងបានគូរគំនូរព្រាងយ៉ាងរហ័ស។
skip	រំលង	កុំរំលងអាហារពេលព្រឹក។
slam	បិទខ្លាំងៗ	គាត់អាចបិទទ្វារយ៉ាងខ្លាំង។
slap	ទះ	កុំទះតុ។
slavery	ទាសភាព	ទាសភាពបានបង្កើតប្រវត្តិសាស្ត្ររបស់តំបន់នេះ។
slot	ចន្លោះពេល	កក់ចន្លោះពេលតាមអ៊ីនធឺណិត។
smash	វាយបំបែក	កញ្ចក់បានបែកនៅលើឥដ្ឋ។
snap	បាក់	មែកឈើបានបាក់នៅក្នុងខ្យល់។
soak	ត្រាំ	ត្រាំសណ្តែកពេញមួយយប់។
soar	កើនឡើងខ្ពស់	តម្លៃប្រេងឥន្ធនៈអាចកើនឡើងខ្ពស់។
socialist	សង្គមនិយម	គណបក្សនេះគាំទ្រគោលនយោបាយសង្គមនិយម។
sole	តែមួយគត់	គាត់គឺជាអ្នករស់រានមានជីវិតតែមួយគត់។
solely	តែម្នាក់ឯង	ការសម្រេចចិត្តនេះគឺជារបស់គាត់តែម្នាក់ឯង។
solicitor	មេធាវី	មេធាវីបានរៀបចំកិច្ចសន្យា។
solidarity	សាមគ្គីភាព	កម្មករបានបង្ហាញពីសាមគ្គីភាព។
solo	ទោល	នាងបានចេញអាល់ប៊ុមទោល។
sound	ត្រឹមត្រូវ	ផែនការនេះគឺត្រឹមត្រូវនិងជាក់ស្តែង។
sovereignty	អធិបតេយ្យភាព	សន្ធិសញ្ញានេះការពារអធិបតេយ្យភាពជាតិ។
spam	សារឥតបានការ	សារឥតបានការបានបំពេញប្រអប់សំបុត្រ។
span	លាតសន្ធឹង	ស្ពាននេះលាតសន្ធឹងឆ្លងកាត់ទន្លេ។
spark	បង្កឱ្យមាន	ការអត្ថាធិប្បាយតូចមួយបានបង្កឱ្យមានការជជែកដេញដោល។
specialized	ជំនាញ	គ្លីនិកនេះផ្តល់ការថែទាំឯកទេស។
specification	លក្ខណៈបច្ចេកទេស	ការរចនានេះបំពេញតាមរាល់លក្ខណៈបច្ចេកទេស។
specimen	គំរូ	គំរូនេះត្រូវបានរក្សាទុកដោយសុវត្ថិភាព។
spectacle	ទស្សនីយភាព	ក្បួនដង្ហែគឺជាទស្សនីយភាពដ៏រស់រវើក។
spectrum	វិសាលភាព	មតិយោបល់គ្របដណ្តប់លើវិសាលភាពយ៉ាងទូលំទូលាយ។
spell	រយៈពេល	រយៈពេលស្ងួតបានអូសបន្លាយជាច្រើនសប្តាហ៍។
sphere	វិស័យ	នយោបាយបានឈានចូលវិស័យវប្បធម៌។
spin	វិល	កង់ចាប់ផ្តើមវិល។
spine	ឆ្អឹងខ្នង	របួសបានប៉ះពាល់ដល់ឆ្អឹងខ្នងរបស់គាត់។
spotlight	ការចាប់អារម្មណ៍	រឿងអាស្រូវនេះបានធ្វើឱ្យគាត់ទទួលបានការចាប់អារម្មណ៍។
spouse	ប្តីប្រពន្ធ	ប្តីប្រពន្ធរបស់នាងបានចូលរួមពិធីនេះ។
spy	ចារកម្ម	ចារកម្មបានផ្ញើសារជាកូដ។
squad	ក្រុម	ក្រុមសង្គ្រោះបានមកដល់យ៉ាងលឿន។
squeeze	ច្របាច់	ច្របាច់ចំណុចទាញថ្នមៗ។
stab	ចាក់	របាយការណ៍បានពិពណ៌នាអំពីមុខរបួសដោយសារការចាក់។
stability	ស្ថិរភាព	គោលនយោបាយបាននាំមកនូវស្ថិរភាព។
stabilize	ធ្វើឱ្យមានស្ថិរភាព	ថ្នាំនេះបានជួយធ្វើឱ្យគាត់មានស្ថិរភាព។
stake	ភាគហ៊ុន	អ្នកវិនិយោគមានភាគហ៊ុននៅទីនេះ។
standing	ឋានៈ	ឋានៈរបស់នាងនៅក្នុងគណបក្សបានកើនឡើង។
stark	ខុសគ្នាស្រឡះ	លទ្ធផលបានបង្ហាញពីភាពផ្ទុយគ្នាស្រឡះ។
statistical	ស្ថិតិ	ការសិក្សានេះប្រើវិធីសាស្ត្រស្ថិតិ។
steer	ចង្កូត	គាត់បានព្យាយាមដឹកនាំការជជែកដេញដោល។
stem	ដើម	ដើមវាបានបាក់នៅក្នុងព្យុះ។
stereotype	ទស្សនៈចាស់គំរឹល	ភាពយន្តនេះបានប្រឆាំងនឹងទស្សនៈចាស់គំរឹល។
stimulus	ការជំរុញ	កញ្ចប់ថវិកានេះបានផ្តល់ការជំរុញសេដ្ឋកិច្ច។
stir	កូរ	កូរទឹកជ្រលក់យឺតៗ។
storage	ការផ្ទុក	កន្លែងនេះផ្តល់នូវការផ្ទុកដោយសុវត្ថិភាព។
straightforward	ត្រង់ៗ	ការណែនាំគឺសាមញ្ញនិងងាយយល់។
strain	ភាពតានតឹង	ការពន្យារពេលដ៏យូរបានបង្កឱ្យមានភាពតានតឹង។
strand	សរសៃ	សរសៃសក់មួយបានជ្រុះចុះមក។
strategic	យុទ្ធសាស្រ្ត	ក្រុមហ៊ុនបានធ្វើការវិនិយោគជាយុទ្ធសាស្ត្រ។
strip (long narrow piece)	បន្ទះ	កាត់បន្ទះក្រដាសតូចមួយ។
strip (remove clothes/a layer)	របក	បកថ្នាំលាបចាស់ចេញដោយប្រុងប្រយ័ត្ន។
strive	ខិតខំ	ពួកគេខិតខំប្រឹងប្រែងដើម្បីភាពល្អឥតខ្ចោះ។
structural	រចនាសម្ព័ន្ធ	ស្ពាននេះមានការខូចខាតផ្នែករចនាសម្ព័ន្ធ។
stumble	ជំពប់ដួល	គាត់បានជំពប់ដួលនៅលើជណ្តើរ។
stun	ធ្វើឱ្យភ្ញាក់ផ្អើល	ព័ត៌មាននេះអាចធ្វើឱ្យមនុស្សភ្ញាក់ផ្អើល។
submission	ការដាក់ស្នើ	កាលបរិច្ឆេទកំណត់សម្រាប់ការដាក់ស្នើបានកន្លងផុតទៅ។
subscriber	អ្នកជាវ	អ្នកជាវម្នាក់ៗទទួលបានព័ត៌មានថ្មីៗ។
subscription	ការជាវ	ការជាវបន្តដោយស្វ័យប្រវត្តិ។
subsidy	ការឧបត្ថម្ភធន	ការឧបត្ថម្ភធនបានបន្ថយថ្លៃប្រេងឥន្ធនៈ។
substantial	ច្រើន	គម្រោងនេះត្រូវការថវិកាច្រើន។
substantially	យ៉ាងច្រើន	តម្លៃបានកើនឡើងយ៉ាងច្រើន។
substitute	ជំនួស	ប្រើទឹកដោះគោជាការជំនួស។
substitution	ការជំនួស	ការជំនួសនេះបានផ្លាស់ប្តូររូបមន្ត។
subtle	មិនសូវច្បាស់	គំនូរនេះមានព័ត៌មានលម្អិតដ៏ស្រស់ស្អាត។
suburban	ជាយក្រុង	ពួកគេបានរើទៅតំបន់ជាយក្រុង។
succession	ភាពបន្តបន្ទាប់	វិបត្តិបានកើតឡើងបន្ទាប់ពីការបរាជ័យជាបន្តបន្ទាប់។
successive	ជាបន្តបន្ទាប់	រដ្ឋាភិបាលបន្តបន្ទាប់បានមិនអើពើនឹងបញ្ហានេះ។
successor	អ្នកស្នងតំណែង	អ្នកស្នងតំណែងនឹងចាប់ផ្តើមនៅថ្ងៃច័ន្ទ។
suck	បឺត	ម៉ាស៊ីននេះអាចបឺតធូលីបាន។
sue	ប្តឹង	នាងបានសម្រេចចិត្តប្តឹងក្រុមហ៊ុន។
suicide	ការធ្វើអត្តឃាត	ការការពារការធ្វើអត្តឃាតត្រូវការការផ្តល់ថវិកាប្រកបដោយនិរន្តរភាព។
suite	បន្ទប់ឈុត	បន្ទប់ឈុតសណ្ឋាគារអាចមើលឃើញទន្លេ។
summit	កិច្ចប្រជុំកំពូល	មេដឹកនាំបានជួបប្រជុំគ្នានៅក្នុងកិច្ចប្រជុំកំពូល។
superb	អស្ចារ្យ	ការសម្តែងនេះពិតជាអស្ចារ្យណាស់។
superior	ល្អជាង	ម៉ូដែលថ្មីគឺល្អជាង។
supervise	ត្រួតពិនិត្យ	នាងនឹងត្រួតពិនិត្យសិក្ខាកាម។
supervision	ការត្រួតពិនិត្យ	កុមារត្រូវការការត្រួតពិនិត្យពីមនុស្សពេញវ័យ។
supervisor	អ្នកត្រួតពិនិត្យ	សួរអ្នកត្រួតពិនិត្យរបស់អ្នកជាមុនសិន។
supplement	ការបន្ថែម	របាយការណ៍នេះរួមមានការបន្ថែមមួយ។
supportive	គាំទ្រ	គ្រួសាររបស់នាងបានគាំទ្រយ៉ាងខ្លាំង។
supposedly	តាមការស្មាន	ឯកសារនេះត្រូវបានគេសន្មតថាត្រូវបានលុបចោលហើយ។
suppress	បង្រ្កាប	របបនេះបានព្យាយាមបង្ក្រាបការតវ៉ា។
supreme	កំពូល	តុលាការកំពូលបានស្តាប់សំណុំរឿងនេះ។
surge	ការកើនឡើងយ៉ាងខ្លាំង	ការកើនឡើងភ្លាមៗបានធ្វើឱ្យឧបករណ៍ខូច។
surgical	វះកាត់	អ្នកជំងឺត្រូវការការព្យាបាលដោយការវះកាត់។
surplus	អតិរេក	ឃ្លាំងនេះមានអតិរេក។
surrender	ចុះចាញ់	ទាហានបានយល់ព្រមចុះចាញ់។
surveillance	ការឃ្លាំមើល	កាមេរ៉ាសុវត្ថិភាពបានថតរូបភាពនៅច្រកចូល។
suspension	ការផ្អាក	ការផ្អាកនេះមានរយៈពេលពីរសប្តាហ៍។
suspicion	ការសង្ស័យ	អាកប្បកិរិយារបស់គាត់បានបង្កឱ្យមានការសង្ស័យ។
suspicious	គួរឱ្យសង្ស័យ	កញ្ចប់នេះមើលទៅគួរឱ្យសង្ស័យ។
