source_headword	MY	example_MY
agreement	သဘောတူညီချက်	သူတို့ ဒီနေ့ သဘောတူညီချက် ရခဲ့တယ်။
ahead	ရှေ့မှာ	ရှေ့မှာရှိတဲ့ လမ်းက ရှင်းနေတယ်။
aim	ရည်ရွယ်သည်	ကျွန်ုပ်တို့ မကြာခင် ပြီးစီးဖို့ ရည်ရွယ်တယ်။
alarm	နှိုးစက်	နှိုးစက်က ခြောက်နာရီမှာ မြည်ခဲ့တယ်။
album	အယ်လ်ဘမ်	ဒီအယ်လ်ဘမ်မှာ သီချင်းဆယ်ပုဒ် ပါတယ်။
alcohol	အရက်	ဟိုတယ်က အရက် မရောင်းဘူး။
alcoholic	အရက်ပါသော	ဒီသောက်စရာက အရက်ပါသော သောက်စရာ မဟုတ်ဘူး။
amazed	အံ့အားသင့်သော	ရလဒ်ကြောင့် သူမ အံ့အားသင့်ခဲ့တယ်။
ambition	ရည်မှန်းချက်	သူ့ရည်မှန်းချက်က လေယာဉ်မှူးဖြစ်ဖို့ပါ။
ambitious	ရည်မှန်းချက်ကြီးသော	သူမမှာ ရည်မှန်းချက်ကြီးတဲ့ အစီအစဉ် ရှိတယ်။
analyse	ခွဲခြမ်းစိတ်ဖြာသည်	ကျွန်ုပ်တို့ ရလဒ်တွေကို ခွဲခြမ်းစိတ်ဖြာဖို့ လိုတယ်။
analysis	ခွဲခြမ်းစိတ်ဖြာမှု	သူမရဲ့ ခွဲခြမ်းစိတ်ဖြာမှုက ရှင်းလင်းပြီး ဂရုစိုက်မှုရှိတယ်။
announce	ကြေညာသည်	သူတို့ မနက်ဖြန် အနိုင်ရသူကို ကြေညာမယ်။
announcement	ကြေညာချက်	ကြေညာချက်က လူတိုင်းကို အံ့အားသင့်စေခဲ့တယ်။
annoy	စိတ်အနှောင့်အယှက်ဖြစ်စေသည်	အသံကျယ်တဲ့ သီချင်းက အိမ်နီးချင်းတွေကို စိတ်အနှောင့်အယှက် ဖြစ်စေနိုင်တယ်။
annoyed	စိတ်အနှောင့်အယှက်ဖြစ်သော	နှောင့်နှေးမှုနောက်မှာ သူ စိတ်အနှောင့်အယှက် ဖြစ်နေသလို မြင်ရတယ်။
annoying	စိတ်အနှောင့်အယှက်ဖြစ်စေသော	အဲဒီအသံက တကယ် စိတ်အနှောင့်အယှက် ဖြစ်စေတယ်။
apart	ကွာခြား၍	အိမ်တွေက နှစ်မီတာ ကွာတယ်။
apologize	တောင်းပန်သည်	နောက်ကျသွားလို့ ကျွန်ုပ် တောင်းပန်ပါတယ်။
application	လျှောက်လွှာ	ကျေးဇူးပြု၍ လျှောက်လွှာကို အွန်လိုင်းမှာ ဖြည့်ပါ။
appointment	ချိန်းဆိုမှု	မနက်ဖြန် သွားဆရာဝန်နဲ့ ချိန်းဆိုမှု ရှိတယ်။
appreciate	ကျေးဇူးတင်သည်	သင့်အကူအညီကို ကျွန်ုပ် ကျေးဇူးတင်တယ်။
approximately	ခန့်မှန်းခြေ	လမ်းလျှောက်တာ ခန့်မှန်းခြေ မိနစ်နှစ်ဆယ် ကြာတယ်။
arrest	ဖမ်းဆီးသည်	ရဲတွေက ယာဉ်မောင်းကို ဖမ်းဆီးခဲ့တယ်။
arrival	ရောက်ရှိမှု	ကျွန်ုပ်တို့ ရောက်ရှိမှုက မျှော်လင့်ထားတာထက် နောက်ကျခဲ့တယ်။
assignment	တာဝန်ပေးစာ	တာဝန်ပေးစာကို သောကြာနေ့မှာ တင်ရမယ်။
assist	ကူညီသည်	သူနာပြုတွေက ဆရာဝန်ကို ကူညီတယ်။
atmosphere	ဝန်းကျင်အငွေ့အသက်	ကဖေးမှာ အေးဆေးတဲ့ ဝန်းကျင်အငွေ့အသက် ရှိတယ်။
attach	တွဲတင်သည်	ဖိုင်ကို သင့်အီးမေးလ်နဲ့ တွဲတင်ပါ။
attitude	သဘောထား	အစည်းအဝေးပြီးနောက် သူမရဲ့ သဘောထား ပြောင်းသွားတယ်။
attract	ဆွဲဆောင်သည်	အရောင်တောက်တဲ့ ပန်းတွေက ပျားတွေကို ဆွဲဆောင်တယ်။
attraction	ဆွဲဆောင်မှုရှိရာ	ရဲတိုက်က လူကြိုက်များတဲ့ ဆွဲဆောင်မှုရှိရာ နေရာ ဖြစ်တယ်။
authority	အာဏာပိုင်အဖွဲ့	ဒေသခံ အာဏာပိုင်အဖွဲ့က လမ်းကို ပြုပြင်ခဲ့တယ်။
aware	သတိရှိသော	သူမ အန္တရာယ်ကို သတိထားမိတယ်။
backwards	နောက်သို့	သူက သတိထားပြီး နောက်သို့ လမ်းလျှောက်ခဲ့တယ်။
bake	ဖုတ်သည်	ကျွန်ုပ် တနင်္ဂနွေနေ့တိုင်း ပေါင်မုန့် ဖုတ်တယ်။
balance	ဟန်ချက်	ကောင်းတဲ့ ဖိနပ်တွေက သင့်ဟန်ချက်ကို ကူညီတယ်။
ban	ပိတ်ပင်သည်	မြို့က ကားတွေကို ပိတ်ပင်မယ်။
bank (river)	မြစ်ကမ်း	ကျွန်ုပ်တို့ မြစ်ကမ်းပေါ်မှာ ထိုင်ခဲ့တယ်။
base	အခြေစခန်း	အဖွဲ့က အခြေစခန်းကို ပြန်လာခဲ့တယ်။
basic	အခြေခံ	လူတိုင်း အခြေခံ ကွန်ပျူတာကျွမ်းကျင်မှု လိုတယ်။
basis	အခြေခံ	ယုံကြည်မှုက မိတ်ဆွေဖြစ်မှုရဲ့ အခြေခံ ဖြစ်တယ်။
battery	ဘက်ထရီ	ကျွန်ုပ်ဖုန်းရဲ့ ဘက်ထရီ အားနည်းနေတယ်။
battle	တိုက်ပွဲ	တိုက်ပွဲက တစ်ညလုံး ကြာခဲ့တယ်။
beauty	အလှ	ကျွန်ုပ်တို့ တောင်တွေရဲ့ အလှကို ချီးကျူးခဲ့တယ်။
bee	ပျား	ပျားတစ်ကောင် ပန်းပေါ် ဆင်းသက်ခဲ့တယ်။
belief	ယုံကြည်ချက်	သူ့ယုံကြည်ချက်က သူ့ကို သတ္တိပေးခဲ့တယ်။
bell	ခေါင်းလောင်း	ကျောင်းခေါင်းလောင်းက ကျယ်ကျယ် မြည်ခဲ့တယ်။
bend	ကွေးသည်	မြှောက်တဲ့အခါ ဒူးတွေကို ကွေးပါ။
bite	ကိုက်သည်	ခွေးက မသိတဲ့လူတွေကို ကိုက်နိုင်တယ်။
block	ပိတ်ဆို့သည်	လဲကျတဲ့ သစ်ပင်တစ်ပင်က လမ်းကို ပိတ်ဆို့ခဲ့တယ်။
bomb	ဗုံး	ဗုံးက အဆောက်အအုံအချို့ကို ပျက်စီးစေခဲ့တယ်။
border	နယ်စပ်	သူတို့ ညမှာ နယ်စပ်ကို ဖြတ်ကျော်ခဲ့တယ်။
bother	အနှောင့်အယှက်ပေးသည်	ကျေးဇူးပြု၍ သင့်ညီမကို အနှောင့်အယှက် မပေးပါနဲ့။
branch	အကိုင်း	မုန်တိုင်းအတွင်း အကိုင်းတစ်ကိုင်း ကျိုးသွားတယ်။
brand	အမှတ်တံဆိပ်	ဒီအမှတ်တံဆိပ်က ကျောင်းသားတွေကြားမှာ လူကြိုက်များတယ်။
brave	ရဲရင့်သော	ရဲရင့်တဲ့ လူက ကလေးကို ကယ်ခဲ့တယ်။
breath	အသက်ရှူသံ	အသက်ကို နက်နက်ရှူပါ။
breathe	အသက်ရှူသည်	ဒီမီးခိုးထဲမှာ ကျွန်ုပ် အသက်ရှူလို့ မရဘူး။
breathing	အသက်ရှူခြင်း	သူမရဲ့ အသက်ရှူခြင်းက နှေးနေတယ်။
bride	သတို့သမီး	သတို့သမီးက အဖြူရောင်ဝတ်စုံ ဝတ်ထားတယ်။
bubble	ဖူဖောင်း	ဖူဖောင်းတစ်လုံး ဖန်ခွက်အပေါ်မှာ လွင့်နေတယ်။
bury	မြှုပ်သည်	သူတို့ သေတ္တာကို သဲထဲမှာ မြှုပ်ခဲ့တယ်။
calm	တည်ငြိမ်သော	စာမေးပွဲအတွင်း တည်ငြိမ်နေပါ။
campaign	လှုပ်ရှားမှု	လှုပ်ရှားမှုက ကျောင်းတွေအတွက် ငွေစုဆောင်းခဲ့တယ်။
campus	တက္ကသိုလ်ဝင်း	ကျောင်းသားတွေ တက္ကသိုလ်ဝင်းအနီးမှာ နေကြတယ်။
candidate	ကိုယ်စားလှယ်လောင်း	ကိုယ်စားလှယ်လောင်းတိုင်း မေးခွန်းသုံးခု ဖြေခဲ့တယ်။
cap	ဦးထုပ်	သူက ဘေ့စ်ဘောဦးထုပ် ဝတ်ထားတယ်။
captain	ခေါင်းဆောင်	ခေါင်းဆောင်က အဖွဲ့ကို စကားပြောခဲ့တယ်။
careless	ပေါ့ဆသော	ပေါ့ဆတဲ့ အမှားတစ်ခုက ကျွန်ုပ်တို့ အချိန်ကုန်စေခဲ့တယ်။
category	အမျိုးအစား	မှန်ကန်တဲ့ အမျိုးအစားကို ရွေးပါ။
ceiling	မျက်နှာကျက်	မျက်နှာကျက်ကို အဖြူရောင် ဆေးသုတ်ထားတယ်။
celebration	အောင်ပွဲခံပွဲ	အောင်ပွဲခံပွဲက ညနေတစ်လျှောက် ကြာခဲ့တယ်။
central	ဗဟိုပိုင်းရှိသော	ဟိုတယ်မှာ ဗဟိုပိုင်းနေရာကောင်း ရှိတယ်။
ceremony	အခမ်းအနား	အခမ်းအနားက နေ့လယ်မှာ စတင်ခဲ့တယ်။
chain	ကြိုးကွင်း	သူမ ငွေရောင် ကြိုးကွင်း ဝတ်ထားတယ်။
challenge	စိန်ခေါ်မှု	ဒီစီမံကိန်းက တကယ့် စိန်ခေါ်မှု ဖြစ်တယ်။
champion	ချန်ပီယံ	ချန်ပီယံက သူမနည်းပြကို ကျေးဇူးတင်ခဲ့တယ်။
channel	ချန်နယ်	ကျေးဇူးပြု၍ ချန်နယ်ကို ပြောင်းပါ။
chapter	အခန်း	ဒီည နောက်အခန်းကို ဖတ်ပါ။
charge	အခကြေးငွေ	ကလေးတွေအတွက် အခကြေးငွေ မရှိဘူး။
cheat	လိမ်လည်သည်	စာမေးပွဲမှာ မလိမ်ပါနဲ့။
cheerful	ရွှင်လန်းသော	ဒီမနက် သူမ အသံက ရွှင်လန်းနေတယ်။
chemical	ဓာတုဆိုင်ရာ	ဓာတုအနံ့က ပြင်းတယ်။
chest	ရင်ဘတ်	ပြေးပြီးနောက် သူ့ရင်ဘတ် နာတယ်။
childhood	ကလေးဘဝ	ကျွန်ုပ် ကလေးဘဝအိမ်ကို မှတ်မိတယ်။
claim	ဆိုသည်	သူတို့ ထုတ်ကုန်က ဘေးကင်းတယ်လို့ ဆိုတယ်။
clause	ဝါကျပိုဒ်	ဒီဝါကျပိုဒ်က အဓိပ္ပါယ်ကို ပြောင်းတယ်။
click	နှိပ်သည်	အပြာရောင် ခလုတ်ကို နှိပ်ပါ။
client	ဖောက်သည်	ဖောက်သည်က အသေးစိတ် ပိုမေးခဲ့တယ်။
cloth	အဝတ်စ	ဒီအဝတ်စနဲ့ စားပွဲကို သုတ်ပါ။
clue	အရိပ်အမြွက်	အရိပ်အမြွက်က ကျွန်ုပ်တို့ ဖြေရှင်းနိုင်ဖို့ ကူညီခဲ့တယ်။
coal	ကျောက်မီးသွေး	ရထားဟောင်းက ကျောက်မီးသွေး သုံးခဲ့တယ်။
coin	ဒင်္ဂါး	သူ ကြမ်းပြင်ပေါ်မှာ ဒင်္ဂါးတစ်ပြား တွေ့ခဲ့တယ်။
collection	စုဆောင်းမှု	သူမရဲ့ တံဆိပ်ခေါင်းစုဆောင်းမှုက ကြီးတယ်။
coloured	ရောင်စုံ	သူမ ရောင်စုံ ပဝါ ဝတ်ထားတယ်။
combine	ပေါင်းစပ်သည်	ဂျုံမှုန့်နဲ့ ရေကို ပေါင်းစပ်ပါ။
commercial	ကြော်ငြာပိုင်း	ကြော်ငြာပိုင်းက ငါးမိနစ် ကြာခဲ့တယ်။
commit	ကတိကဝတ်ပြုသည်	ကျွန်ုပ်တို့ အစီအစဉ်ကို ကတိကဝတ်ပြုရမယ်။
communication	ဆက်သွယ်ရေး	ကောင်းတဲ့ ဆက်သွယ်ရေးက အမှားတွေကို ကာကွယ်တယ်။
comparison	နှိုင်းယှဉ်မှု	ဒီနှိုင်းယှဉ်မှုက အသုံးဝင်တယ်။
competitive	ယှဉ်ပြိုင်မှုများသော	ဈေးကွက်က အလွန် ယှဉ်ပြိုင်မှုများတယ်။
competitor	ပြိုင်ဘက်	ကျွန်ုပ်တို့ရဲ့ အဓိက ပြိုင်ဘက်က ဈေးလျှော့ခဲ့တယ်။
complaint	တိုင်ကြားချက်	သူမ ဆူညံသံအကြောင်း တိုင်ကြားချက် လုပ်ခဲ့တယ်။
complex	ရှုပ်ထွေးသော	ညွှန်ကြားချက်တွေက အလွန် ရှုပ်ထွေးတယ်။
concentrate	အာရုံစိုက်သည်	သီချင်းဖွင့်ထားရင် ကျွန်ုပ် အာရုံစိုက်လို့ မရဘူး။
conclude	နိဂုံးချုပ်သည်	ကျွန်ုပ်တို့ အစည်းအဝေးကို အခု နိဂုံးချုပ်တယ်။
conclusion	နိဂုံးချုပ်ချက်	သူ့နိဂုံးချုပ်ချက်က သင့်လျော်ပုံရတယ်။
confident	ယုံကြည်မှုရှိသော	အင်တာဗျူးမတိုင်ခင် သူမ ယုံကြည်မှုရှိခဲ့တယ်။
confirm	အတည်ပြုသည်	ကျေးဇူးပြု၍ သင့်အီးမေးလ်လိပ်စာကို အတည်ပြုပါ။
confuse	ရှုပ်ထွေးစေသည်	ဒီနာမည်နှစ်ခုက ကျွန်ုပ်ကို ရှုပ်ထွေးစေတယ်။
confused	ရှုပ်ထွေးနေသော	မြေပုံကြောင့် ကျွန်ုပ် ရှုပ်ထွေးနေခဲ့တယ်။
connection	ချိတ်ဆက်မှု	အင်တာနက် ချိတ်ဆက်မှုက နှေးတယ်။
consequence	အကျိုးဆက်	အိပ်ရေးမဝခြင်းမှာ အကျိုးဆက် ရှိတယ်။
consist	ပါဝင်သည်	အစားအစာမှာ ဟင်းလျာသုံးမျိုး ပါဝင်တယ်။
consume	စားသုံးသည်	ကားကြီးတွေက လောင်စာပိုစားသုံးတယ်။
consumer	စားသုံးသူ	စားသုံးသူက ရှင်းလင်းတဲ့ သတင်းအချက်အလက် လိုချင်တယ်။
contact	ဆက်သွယ်သည်	နေ့လယ်စာပြီးနောက် ကျွန်ုပ်ကို ဆက်သွယ်ပါ။
container	ထည့်စရာဘူး	ဟင်းချိုကို ထည့်စရာဘူးထဲ ထည့်ပါ။
content1	အကြောင်းအရာ	သင်တန်းရဲ့ အကြောင်းအရာက အသုံးဝင်တယ်။
continuous	ဆက်တိုက်ဖြစ်သော	စက်က ဆက်တိုက်အသံ ထုတ်နေတယ်။
contrast	ကွာခြားမှု	သူတို့အကြား ကွာခြားမှုက ရှင်းတယ်။
convenient	အဆင်ပြေသော	ဘူတာရုံက အလွန် အဆင်ပြေတယ်။
convince	ယုံကြည်စေသည်	သူမက သူ့ကို ထပ်ကြိုးစားဖို့ ယုံကြည်စေခဲ့တယ်။
costume	ဝတ်စုံ	သူက ပင်လယ်ဓားပြ ဝတ်စုံ ဝတ်ထားတယ်။
cottage	အိမ်ငယ်	သူတို့ အိမ်ငယ်တစ်လုံး ငှားခဲ့တယ်။
cotton	ချည်	ဒီအင်္ကျီက ချည်နဲ့ လုပ်ထားတယ်။
countryside	ကျေးလက်ဒေသ	ကျွန်ုပ်တို့ ကျေးလက်ဒေသထဲ လမ်းလျှောက်ခဲ့တယ်။
court	တရားရုံး	အမှုက တရားရုံးကို ရောက်သွားတယ်။
covered	ဖုံးလွှမ်းထားသော	စားပွဲကို စာရွက်တွေနဲ့ ဖုံးလွှမ်းထားတယ်။
cruel	ရက်စက်သော	ရယ်မောတာက ရက်စက်တယ်။
cultural	ယဉ်ကျေးမှုဆိုင်ရာ	ပြတိုက်က ယဉ်ကျေးမှုဆိုင်ရာ ပွဲတွေ ပေးတယ်။
currency	ငွေကြေး	ဒေသခံ ငွေကြေးက ယူရို ဖြစ်တယ်။
current	လက်ရှိ	လက်ရှိ အခြေအနေက ခက်ခဲတယ်။
currently	လက်ရှိတွင်	သူမ လက်ရှိတွင် နိုင်ငံခြားမှာ ပညာသင်နေတယ်။
curtain	ကုလားကာ	ညမှာ ကုလားကာကို ပိတ်ပါ။
custom	ဓလေ့ထုံးစံ	ဒီဓလေ့ထုံးစံက အလွန် ဟောင်းတယ်။
damage	ပျက်စီးမှု	မုန်တိုင်းက ကြီးမားတဲ့ ပျက်စီးမှု ဖြစ်စေခဲ့တယ်။
decade	ဆယ်စုနှစ်	သူတို့ အဲဒီမှာ ဆယ်စုနှစ်တစ်ခု နေခဲ့တယ်။
decorate	အလှဆင်သည်	ကျွန်ုပ်တို့ အခန်းကို အတူ အလှဆင်တယ်။
define	အဓိပ္ပါယ်ဖွင့်ဆိုသည်	ဒီဝေါဟာရကို အဓိပ္ပါယ်ဖွင့်ဆိုနိုင်လား။
definite	တိကျသော	ကျွန်ုပ်တို့ တိကျတဲ့ အဖြေ လိုတယ်။
definition	အဓိပ္ပါယ်ဖွင့်ဆိုချက်	အဓိပ္ပါယ်ဖွင့်ဆိုချက်ကို သင့်မှတ်စုစာအုပ်ထဲ ရေးပါ။
deliver	ပို့ဆောင်သည်	သူတို့ ကျွန်ုပ်တို့အိမ်ကို အစားအစာ ပို့ဆောင်တယ်။
departure	ထွက်ခွာချိန်	ထွက်ခွာချိန် ပြောင်းသွားတယ်။
despite	ရှိသော်လည်း	မိုးရွာနေပေမဲ့ ကျွန်ုပ်တို့ လမ်းလျှောက်ခဲ့တယ်။
destination	သွားမည့်နေရာ	ပါရီက သူတို့ရဲ့ နောက်ဆုံး သွားမည့်နေရာ ဖြစ်ခဲ့တယ်။
determine	ဆုံးဖြတ်သည်	စစ်ဆေးမှုတွေက သင့်အဆင့်ကို ဆုံးဖြတ်တယ်။
determined	စိတ်ပိုင်းဖြတ်ထားသော	သူမ အောင်မြင်ဖို့ စိတ်ပိုင်းဖြတ်ထားတယ်။
development	ဖွံ့ဖြိုးတိုးတက်မှု	မြို့ရဲ့ ဖွံ့ဖြိုးတိုးတက်မှုက မြန်တယ်။
diagram	ပုံကြမ်း	ရိုးရှင်းတဲ့ ပုံကြမ်းတစ်ခု ဆွဲပါ။
diamond	စိန်	လက်စွပ်မှာ စိန်သေးသေးတစ်လုံး ပါတယ်။
difficulty	အခက်အခဲ	သူ တံခါးဖွင့်ရာမှာ အခက်အခဲ ရှိခဲ့တယ်။
directly	တိုက်ရိုက်	ကျေးဇူးပြု၍ ကျွန်ုပ်ကို တိုက်ရိုက် ပြောပါ။
dirt	ဖုန်မြေ	သူ့ဖိနပ်တွေ ဖုန်မြေနဲ့ ဖုံးနေတယ်။
disadvantage	အားနည်းချက်	ခရီးရှည်က အားနည်းချက်တစ်ခု ဖြစ်တယ်။
disappointed	စိတ်ပျက်သော	ရလဒ်ကြောင့် သူမ စိတ်ပျက်ခဲ့တယ်။
disappointing	စိတ်ပျက်စရာ	အဆုံးသတ်က စိတ်ပျက်စရာ ဖြစ်တယ်။
discount	လျှော့စျေး	ကျောင်းသားတွေ ဒီမှာ လျှော့စျေး ရတယ်။
dislike	မကြိုက်သည်	ကျွန်ုပ် အလွန် အသံကျယ်တဲ့ သီချင်းကို မကြိုက်ဘူး။
divide	ခွဲသည်	ကိတ်မုန့်ကို အပိုင်းများ ခွဲပါ။
documentary	မှတ်တမ်းရုပ်ရှင်	ကျွန်ုပ်တို့ အာကာသအကြောင်း မှတ်တမ်းရုပ်ရှင် ကြည့်ခဲ့တယ်။
donate	လှူဒါန်းသည်	လူများစွာ အဝတ်ဟောင်းတွေ လှူဒါန်းတယ်။
doubt	သံသယ	ဒီအကြောင်းမှာ ကျွန်ုပ် သံသယမရှိဘူး။
dressed	ဝတ်ဆင်ထားသော	သူက အနက်ရောင် ဝတ်ဆင်ထားတယ်။
drum	ဒရမ်	ဒရမ်သံက အခန်းတစ်လျှောက် ကြားရတယ်။
drunk	မူးနေသော	ယာဉ်မောင်းက မူးနေတယ်။
due	သတ်မှတ်ချိန်ရှိသော	အစီရင်ခံစာကို မနက်ဖြန် တင်ရမယ်။
dust	ဖုန်မှုန့်	စာအုပ်ဟောင်းတွေကို ဖုန်မှုန့် ဖုံးထားတယ်။
duty	တာဝန်	ကူညီဖို့က ကျွန်ုပ်ရဲ့ တာဝန် ဖြစ်တယ်။
earthquake	ငလျင်	ငလျင်က တံတားကို ပျက်စီးစေခဲ့တယ်။
eastern	အရှေ့ပိုင်း	အရှေ့ပိုင်းကမ်းရိုးတန်းက လေပြင်းတယ်။
economic	စီးပွားရေးဆိုင်ရာ	နိုင်ငံက စီးပွားရေးဆိုင်ရာ ပြဿနာတွေ ရင်ဆိုင်နေရတယ်။
economy	စီးပွားရေး	ဒီနှစ် စီးပွားရေး တိုးတက်ခဲ့တယ်။
edge	အစွန်း	အစွန်းကနေ ဝေးဝေး ရပ်ပါ။
editor	အယ်ဒီတာ	အယ်ဒီတာက ဆောင်းပါးကို စစ်ဆေးခဲ့တယ်။
educate	ပညာပေးသည်	ကျောင်းတွေက လူငယ်တွေကို ပညာပေးတယ်။
educated	ပညာတတ်သော	သူမ အလွန် ပညာတတ်တယ်။
educational	ပညာရေးဆိုင်ရာ	ဂိမ်းက ပညာရေးဆိုင်ရာ ဖြစ်တယ်။
effective	ထိရောက်သော	ဒီဆေးက ထိရောက်တယ်။
effectively	ထိရောက်စွာ	သူမ စည်းမျဉ်းကို ထိရောက်စွာ ရှင်းပြခဲ့တယ်။
effort	ကြိုးစားအားထုတ်မှု	သင့် ကြိုးစားအားထုတ်မှုက ကွာခြားမှု ဖြစ်စေခဲ့တယ်။
election	ရွေးကောက်ပွဲ	ရွေးကောက်ပွဲ ရလဒ်က နီးကပ်တယ်။
element	အစိတ်အပိုင်း	ယုံကြည်မှုက အရေးကြီးတဲ့ အစိတ်အပိုင်း ဖြစ်တယ်။
embarrassed	ရှက်ရွံ့သော	လဲကျပြီးနောက် သူ ရှက်ရွံ့ခဲ့တယ်။
embarrassing	ရှက်စရာကောင်းသော	အဲဒါ ရှက်စရာကောင်းတဲ့ အမှား ဖြစ်ခဲ့တယ်။
emergency	အရေးပေါ်အခြေအနေ	အရေးပေါ်အခြေအနေမှာ ဒီနံပါတ်ကို ခေါ်ပါ။
emotion	ခံစားချက်	ကြောက်ရွံ့မှုက ပြင်းထန်တဲ့ ခံစားချက် ဖြစ်တယ်။
employment	အလုပ်အကိုင်	ဒီလ အလုပ်အကိုင် တိုးလာတယ်။
encourage	အားပေးသည်	ဆရာတွေက ကျောင်းသားတွေကို စာဖတ်ဖို့ အားပေးတယ်။
enemy	ရန်သူ	နိုင်ငံနှစ်နိုင်ငံက ရန်သူတွေ ဖြစ်ခဲ့တယ်။
engaged	စေ့စပ်ထားသော	သူတို့ မနှစ်နွေဦးမှာ စေ့စပ်ခဲ့တယ်။
engineering	အင်ဂျင်နီယာပညာ	သူမ တက္ကသိုလ်မှာ အင်ဂျင်နီယာပညာ လေ့လာတယ်။
entertain	ဖျော်ဖြေသည်	အဆိုတော်က ဧည့်သည်တွေကို ဖျော်ဖြေမယ်။
entertainment	ဖျော်ဖြေရေး	မြို့က ညပိုင်း ဖျော်ဖြေရေး ပေးတယ်။
entrance	ဝင်ပေါက်	ဝင်ပေါက်မှာ ကျွန်ုပ်ကို တွေ့ပါ။
entry	ဝင်ခွင့်	ကလေးတွေအတွက် ဝင်ခွင့် အခမဲ့ ဖြစ်တယ်။
environmental	ပတ်ဝန်းကျင်ဆိုင်ရာ	ကျွန်ုပ်တို့ ပတ်ဝန်းကျင်ဆိုင်ရာ ပြဿနာတွေကို ဆွေးနွေးခဲ့တယ်။
episode	အပိုင်း	နောက်ဆုံးအပိုင်းက စိတ်လှုပ်ရှားစရာ ဖြစ်တယ်။
equal	တန်းတူသော	သူတို့ တန်းတူ လစာ ရတယ်။
equally	တန်းတူစွာ	အလုပ်ကို တန်းတူစွာ ခွဲဝေထားတယ်။
escape	လွတ်မြောက်သည်	အကျဉ်းသားတွေ လွတ်မြောက်ဖို့ ကြိုးစားခဲ့တယ်။
essential	မရှိမဖြစ်လိုအပ်သော	ရေက အသက်အတွက် မရှိမဖြစ်လိုအပ်တယ်။
eventually	နောက်ဆုံးတွင်	နောက်ဆုံးတွင် ကျွန်ုပ်တို့ ဟိုတယ်ကို တွေ့ခဲ့တယ်။
examine	စစ်ဆေးသည်	ဆရာဝန်က ကျွန်ုပ်လက်မောင်းကို စစ်ဆေးခဲ့တယ်။
exchange	လဲလှယ်မှု	ကျွန်ုပ်တို့ ဆိုင်မှာ လဲလှယ်မှု လုပ်ခဲ့တယ်။
excitement	စိတ်လှုပ်ရှားမှု	ဂိမ်းက စိတ်လှုပ်ရှားမှုနဲ့ ပြည့်နေတယ်။
exhibition	ပြပွဲ	အနုပညာပြပွဲက မနက်ဖြန် ဖွင့်မယ်။
expand	ချဲ့ထွင်သည်	ကုမ္ပဏီက ချဲ့ထွင်ဖို့ စီစဉ်နေတယ်။
expected	မျှော်လင့်ထားသော	မျှော်လင့်ထားတဲ့ ကုန်ကျစရိတ်က မြင့်တယ်။
expedition	စူးစမ်းခရီး	စူးစမ်းခရီးအဖွဲ့က သဲကန္တာရကို ဖြတ်ကျော်ခဲ့တယ်။
experienced	အတွေ့အကြုံရှိသော	သူမ အတွေ့အကြုံရှိတဲ့ သူနာပြု ဖြစ်တယ်။
explode	ပေါက်ကွဲသည်	ပုလင်းက အပူအောက်မှာ ပေါက်ကွဲနိုင်တယ်။
explore	စူးစမ်းလေ့လာသည်	ကျွန်ုပ်တို့ မြို့ဟောင်းကို စူးစမ်းလေ့လာခဲ့တယ်။
