source_headword	SI	example_SI
allowance	දීමනාව	ඇගේ දීමනාව දිවා ආහාරය සහ ප්‍රවාහනය ආවරණය කරයි.
ally	මිත්‍රයා	කැනඩාව සමීප මිත්‍රයෙකු බවට පත් විය.
aluminium	ඇලුමිනියම්	රාමුව ඇලුමිනියම් වලින් සාදා ඇත.
amateur	ආධුනික	ආධුනික ඡායාරූප ශිල්පියෙක් පින්තූරය ගත්තේය.
ambassador	තානාපති	තානාපතිවරයා ප්‍රදේශයේ සිසුන් හමුවිය.
amend	සංශෝධනය කරනවා	නීතිය සංශෝධනය කිරීමට පාර්ලිමේන්තුව ඡන්දය දුන්නේය.
amendment	සංශෝධනය	සංශෝධනය මගින් එක් ඡේදයක් වෙනස් කරන ලදී.
amid	මධ්‍යයේ	වර්ධනය වන ආතතිය මධ්‍යයේ කතාව පැමිණියේය.
analogy	ප්‍රතිසමය	ගුරුවරයා සරල ප්‍රතිසමයක් භාවිතා කළේය.
anchor	නැංගුරම	බෝට්ටුව දූපත අසල නැංගුරම හෙළුවේය.
angel	දේවදූතයා	දරුවා දේවදූත ඇඳුමක් ඇඳ සිටියේය.
anonymous	නිර්නාමික	පැමිණිල්ල නිර්නාමික විය.
apparatus	උපකරණය	රසායනාගාර උපකරණය පිරිසිදු කිරීම අවශ්‍ය වේ.
appealing	සිත්ගන්නාසුළු	මෙම දීමනාව සිසුන්ට සිත්ගන්නාසුළු බව පෙනේ.
appetite	ආහාර රුචිය	ව්‍යායාම කිරීම ඔහුගේ ආහාර රුචිය වැඩි කළේය.
applaud	අත්පොළසන් දෙනවා	ප්‍රේක්ෂකයෝ මහ හඬින් අත්පොළසන් දෙන්නට වූහ.
applicable	අදාළ වන	වට්ටම අද දිනට අදාළ වේ.
appoint	පත් කරනවා	මණ්ඩලය විසින් අධ්‍යක්ෂවරයෙකු පත් කරනු ඇත.
appreciation	අගය කිරීම	ඔවුන්ගේ උදව් වෙනුවෙන් ඇය සිය අගය කිරීම ප්‍රකාශ කළාය.
arbitrary	අත්තනෝමතික	අවසන් දිනය කාර්ය මණ්ඩලයට අත්තනෝමතික ලෙස පෙනුණි.
architectural	වාස්තු විද්‍යාත්මක	නගරය එහි වාස්තු විද්‍යාත්මක උරුමය ආරක්ෂා කරයි.
archive	ලේඛනාගාරය	ලේඛනාගාරය පැරණි ඡායාරූප ගබඩා කරයි.
arena	පිටිය	විවාදය පොදු පිටියට ගෙන ගියේය.
arguably	තර්කානුකූලව	තර්කානුකූලව මෙය ඔහුගේ හොඳම නවකතාවයි.
arm	සන්නද්ධ කරනවා	ආරක්ෂකයින් රථ පෙළ සන්නද්ධ කරනු ඇත.
array	පෙළගැස්ම	වෙළඳසැල උපකරණ පෙළගැස්මක් ඉදිරිපත් කරයි.
articulate	පැහැදිලිව ප්‍රකාශ කරනවා	ඇයට සංකීර්ණ අදහස් පැහැදිලිව ප්‍රකාශ කළ හැකිය.
ash	අළු	ගින්නෙන් පසු මෝටර් රථය අළු වලින් වැසී ගියේය.
aspiration	අභිලාෂය	ඇගේ අභිලාෂය ශල්‍ය වෛද්‍යවරියක වීමයි.
aspire	අපේක්ෂා කරනවා	බොහෝ සිසුන් විදේශයන්හි ඉගෙනීමට අපේක්ෂා කරති.
assassination	ඝාතනය	ඝාතනය රටේ දේශපාලනය වෙනස් කළේය.
assault	පහර දීම	දුම්රිය ස්ථානය අසලදී මෙම පහර දීම සිදුවී ඇත.
assemble	එකලස් කරනවා	කම්කරුවන් ගෘහ භාණ්ඩ අතින් එකලස් කරයි.
assembly	රැස්වීම	පාසල් රැස්වීම නවයට ආරම්භ වේ.
assert	තහවුරු කරනවා	ඔහු තම අධිකාරිය තහවුරු කිරීමට උත්සාහ කළේය.
assertion	ප්‍රකාශය	ඇගේ ප්‍රකාශය මණ්ඩලය පුදුමයට පත් කළේය.
assurance	සහතිකය	කළමනාකරු සහයෝගය පිළිබඳ සහතිකය ලබා දුන්නේය.
asylum	රැකවරණය	පවුල දේශසීමාවේ රැකවරණය ඉල්ලා සිටියේය.
atrocity	කෲරකම	චිත්‍රපටය යුධ සමයේ කෲරකමක් විස්තර කළේය.
attain	ළඟා කර ගන්නවා	ධාවකයන් කිහිප දෙනෙකුට එම වේගය ළඟා කර ගත හැකිය.
attendance	පැමිණීම	නිවේදනයෙන් පසු පැමිණීම වැඩිදියුණු විය.
attorney	නීතිඥයා	නීතිඥයා සාක්ෂිකරුගෙන් ප්‍රශ්න කළේය.
attribute	ආරෝපණය කරනවා	විද්‍යාඥයින් මෙම වර්ධනය දූෂණයට ආරෝපණය කරයි.
audit	විගණනය	විගණනයේදී දෝෂ කිහිපයක් හමු විය.
authentic	අව්‍යාජ	අවන්හල අව්‍යාජ කලාපීය ආහාර පිරිනමයි.
authorize	අවසර දෙනවා	මුදල් ආපසු ගෙවීම් සඳහා අවසර දිය හැක්කේ කළමනාකරුවන්ට පමණි.
auto	ස්වයංක්‍රීය	මෝටර් රථ කර්මාන්තය වේගයෙන් වෙනස් විය.
autonomy	ස්වයං පාලනය	කලාපයට වැඩි ස්වයං පාලනයක් අවශ්‍යයි.
availability	ලබා ගත හැකි බව	ආසන ලබා ගත හැකි බව සීමිතය.
await	බලා සිටීම	පණිවිඩ කිහිපයක් ඔබගේ පිළිතුර බලාපොරොත්තුවෙන් සිටී.
backdrop	පසුබිම	කඳු නාට්‍යමය පසුබිමක් නිර්මාණය කළේය.
backing	සහාය	යෝජනාවට ඡන්දදායකයින්ගේ සහාය ලැබුණි.
backup	උපස්ථය	පද්ධතිය දිනපතා උපස්ථයක් නිර්මාණය කරයි.
bail	ඇප	විනිසුරුවරයා දහවල් කාලයේදී ඇප නියම කළේය.
ballot	ඡන්ද පත්‍රිකාව	සෑම ඡන්දදායකයෙකුටම ඡන්ද පත්‍රිකාවක් ලැබුණි.
banner	බැනරය	පිවිසුමට ඉහළින් බැනරය එල්ලා තිබුණි.
bare	හිස්	කාමරයේ හිස් බිත්ති තිබුණි.
barrel	බැරලය	බැරලය ජලයෙන් පිරී තිබුණි.
bass1	බේස්	බේස් හඬ ගැඹුරු සහ උණුසුම් ලෙස ඇසුණි.
battlefield	යුධ පිටිය	පැරණි යුධ පිටිය ස්මාරකයක් බවට පත් විය.
bay	බොක්ක	ගම්මානය නිස්කලංක බොක්කක් අසල පිහිටා ඇත.
beam	බාල්කය	වානේ බාල්කයක් වහලයට ආධාරක වේ.
beast	මෘගයා	කතාවෙන් දරුණු මෘගයෙකු විස්තර කෙරේ.
behalf	වෙනුවෙන්	ඇය තම කණ්ඩායම වෙනුවෙන් කතා කළාය.
beloved	ආදරණීය	ආදරණීය ගුරුවරයා අද විශ්‍රාම ගියේය.
bench	බංකුව	ඔවුන් ලී බංකුවක් මත වාඩි විය.
benchmark	මිණුම් ලකුණ	පරීක්ෂණය කර්මාන්තයේ මිණුම් ලකුණක් බවට පත් විය.
beneath	යටතේ	ලිපිගොනු ෆෝල්ඩරයට යටින් තිබුණි.
beneficiary	ප්‍රතිලාභියා	ඇයගේ පුතා ප්‍රධාන ප්‍රතිලාභියා විය.
betray	පාවා දීම	ඔබේ මිතුරාගේ විශ්වාසය පාවා නොදෙන්න.
bind	බැඳීම	ගිවිසුම සමාගම් දෙකම බැඳී සිටිනු ඇත.
biography	චරිතාපදානය	ඔහුගේ චරිතාපදානයේ පිටපත් රාශියක් අලෙවි විය.
bishop	බිෂොප්වරයා	බිෂොප්වරයා ගමේ පල්ලියට ගියේය.
bizarre	අමුතු	චිත්‍රපටයේ අමුතු අවසානයක් තිබුණි.
blade	තලය	තලයෙන් කඹය කැපුණි.
blast	පිපිරීම	පිපිරීමෙන් අසල තිබූ ජනේල කැඩී ගියේය.
bleed	ලේ ගැලීම	තුවාලයෙන් තදින් ලේ ගැලීමට පටන් ගත්තේය.
blend	මිශ්‍ර කිරීම	සෝස් සිනිඳු වන තෙක් මිශ්‍ර කරන්න.
bless	ආශීර්වාද කිරීම	පූජකයා නිවසට ආශීර්වාද කරනු ඇත.
blessing	ආශීර්වාදය	සහාය ලැබීම ආශීර්වාදයක් විය.
boast	පුරසාරම් දෙඩීම	ඔහු මුදල් ගැන පුරසාරම් දෙඩීමට කැමතියි.
bonus	ප්‍රසාද දීමනාව	සේවකයින්ට නිවාඩු ප්‍රසාද දීමනාවක් ලැබුණි.
boom	වර්ධනය	නගරය ඉදිකිරීම් වර්ධනයක් අත්විඳින ලදී.
bounce	පැනීම	බෝලය ඉතා ඉහළට පැනිය හැක.
boundary	මායිම	ගඟ මායිම සලකුණු කරයි.
bow1	හිස නැමීම	නළුවා ගැඹුරින් හිස නැමුවේය.
breach	උල්ලංඝනය කිරීම	උල්ලංඝනය කිරීම නිසා පුද්ගලික දත්ත නිරාවරණය විය.
breakdown	බිඳවැටීම	වාර්තාවට පිරිවැය බිඳවැටීමක් ඇතුළත් වේ.
breakthrough	ජයග්‍රහණය	මෙම සොයාගැනීම ප්‍රධාන ජයග්‍රහණයක් විය.
breed	බෝ කිරීම	මෙම පක්ෂීන් වසන්තයේ දී බෝ වේ.
broadband	බ්‍රෝඩ්බෑන්ඩ්	කාර්යාලයට වේගවත් බ්‍රෝඩ්බෑන්ඩ් අවශ්‍ය වේ.
browser	බ්‍රව්සරය	ප්‍රවේශ වීමට පෙර ඔබගේ බ්‍රව්සරය යාවත්කාලීන කරන්න.
brutal	ම්ලේච්ඡ	ප්‍රහාරය ම්ලේච්ඡ සහ හදිසි එකක් විය.
buck	ඩොලරය	ටිකට් පතේ මිල ඩොලර් දහයකි.
buddy	මිතුරා	ඔහුගේ මිතුරා පිටත බලා සිටියේය.
buffer	බෆරය	ගස් ශබ්ද බෆරයක් නිර්මාණය කරයි.
bulk	තොග	ඔවුන් සහල් තොග වශයෙන් මිලදී ගත්හ.
burden	බර	ණය විශාල බරක් බවට පත් විය.
bureaucracy	නිලධාරිවාදය	නිලධාරිවාදය හේතුවෙන් බලපත්‍රය ප්‍රමාද විය.
burial	භූමදානය	භූමදානය අලුයම සිදු විය.
burst	පිපිරීම	පීඩනය යටතේ නළය පුපුරා යා හැක.
cabinet	කැබිනට් මණ්ඩලය	කැබිනට් මණ්ඩලය සැලසුම අනුමත කළේය.
calculation	ගණනය කිරීම	ගණනය කිරීම සඳහා මිනිත්තු කිහිපයක් ගත විය.
canvas	කැන්වසය	චිත්‍ර ශිල්පියා විශාල කැන්වසයක් මත පින්තාරු කළේය.
capability	හැකියාව	උපාංගයට රැහැන් රහිත හැකියාව ඇත.
capitalism	ධනවාදය	ධනවාදය නවීන ආර්ථිකය හැඩගස්වා ඇත.
capitalist	ධනපති	ධනපති ක්‍රමය පුද්ගලික ආයෝජන සඳහා ප්‍රතිලාභ ලබා දෙයි.
cargo	භාණ්ඩ	නැව වෛද්‍ය භාණ්ඩ රැගෙන ගියේය.
carriage	මැදිරිය	දුම්රිය මැදිරිය බොහෝ දුරට හිස්ව තිබුණි.
carve	කැටයම් කිරීම	ඔහු ලී ඉතා ප්‍රවේශමෙන් කැටයම් කරනු ඇත.
casino	කැසිනෝව	හෝටලය අසල කැසිනෝවක් විවෘත විය.
casualty	මරණය	අනතුරෙන් එක් මරණයක් සිදු විය.
catalogue	නාමාවලිය	නාමාවලිය සෑම නිෂ්පාදනයක්ම ලැයිස්තුගත කරයි.
cater	සපයනවා	ආපනශාලාවට විශාල උත්සව සඳහා ආහාර සැපයිය හැකිය.
cattle	ගවයින්	ගවයින් ගඟ අසල තණකොළ කමින් සිටියහ.
caution	අවවාදය	අයිස් සහිත මාර්ගවල ප්‍රවේශම් වන්න.
cautious	ප්‍රවේශම් සහගත	ආයෝජකයින් මෙම සතියේ ප්‍රවේශම් සහගතව සිටිති.
cease	නතර කිරීම	කර්මාන්තශාලාව ඉක්මනින් නිෂ්පාදනය නතර කරනු ඇත.
cemetery	සුසාන භූමිය	සුසාන භූමියට මුහුද පෙනේ.
chamber	කුටිය	ඡන්දය ප්‍රකාශ කරන අවස්ථාවේ කුටිය නිහඬ විය.
chaos	අවුල	ප්‍රමාදය ගුවන් තොටුපළේ අවුලක් ඇති කළේය.
characterize	සංලක්ෂිත කිරීම	විශේෂඥයින් මෙම සැලැස්ම අවදානම් සහිත එකක් ලෙස සංලක්ෂිත කරයි.
charm	ආකර්ෂණය	නගරයට පැරණි ලෝකයේ ආකර්ෂණයක් ඇත.
charter	ප්‍රඥප්තිය	ප්‍රඥප්තිය මූලික අයිතිවාසිකම් ආරක්ෂා කරයි.
chronic	නිදන්ගත	ඔහු නිදන්ගත කොන්දේ අමාරුවෙන් පීඩා විඳියි.
chunk	කෑල්ල	චීස් කෑල්ලකට කපන්න.
circulate	බෙදා හැරීම	කරුණාකර අද න්‍යාය පත්‍රය බෙදා හරින්න.
circulation	සංසරණය	පුවත්පතේ සංසරණය තියුනු ලෙස පහත වැටුණි.
citizenship	පුරවැසිභාවය	ඇය ප්‍රංශ පුරවැසිභාවය සඳහා ඉල්ලුම් කළාය.
civic	සිවිල්	සිවිල් නායකයින් රැස්වීමට සහභාගී විය.
civilian	සිවිල්	සිවිල් වැසියන්ගේ නිවාස කිහිපයකට හානි සිදු විය.
clarity	පැහැදිලි බව	රූප සටහන වාර්තාවට පැහැදිලි බවක් එක් කළේය.
clash	ගැටුම	පාගමනින් පසු ගැටුම ආරම්භ විය.
classification	වර්ගීකරණය	වර්ගීකරණය ප්‍රමාණය මත රඳා පවතී.
cling	ඇලී සිටීම	තෙත් ඇඳුම් සමට ඇලී පවතී.
clinical	සායනික	සායනික පරීක්ෂණය ලබන මාසයේ ආරම්භ වේ.
closure	වසා දැමීම	නඩුවෙන් පසු පවුලට වසා දැමීමක් අවශ්‍ය විය.
cluster	පොකුර	නිවාස පොකුරක් අසල පිහිටා තිබුණි.
coalition	සන්ධානය	සන්ධානයට එහි බහුතරය අහිමි විය.
coastal	වෙරළබඩ	වෙරළබඩ ගම්මාන ගංවතුර සඳහා සූදානම් විය.
cocktail	කොක්ටේල්	ඇය පලතුරු කොක්ටේල් එකක් ඇණවුම් කළාය.
cognitive	සංජානන	පුහුණුවීමෙන් සංජානන කුසලතා වැඩි දියුණු වේ.
coincide	සමගාමී වීම	උත්සවය උපාධි ප්‍රදානෝත්සවය සමඟ සමපාත වනු ඇත.
collaborate	සහයෝගයෙන් කටයුතු කිරීම	කණ්ඩායම් මෘදුකාංග සඳහා සහයෝගයෙන් කටයුතු කරයි.
collaboration	සහයෝගීතාව	ඔවුන්ගේ සහයෝගීතාවය ප්‍රබල ප්‍රතිඵල ලබා දුන්නේය.
collective	සාමූහික	තීරණය සාමූහික උත්සාහයක් විය.
collision	ගැටීම	ගැටීම නිසා අධිවේගී මාර්ගය අවහිර විය.
colonial	යටත් විජිත	ගොඩනැගිල්ලේ යටත් විජිත වාස්තු විද්‍යාව ඇත.
columnist	තීරු ලිපි රචකයා	තීරු ලිපි රචකයා ප්‍රතිපත්තිය විවේචනය කළේය.
combat	සටන	සොල්දාදුවන් සටන සඳහා පුහුණු විය.
commence	ආරම්භ වෙනවා	උත්සවය දහවල් කාලයේදී ආරම්භ වේ.
commentary	විස්තර ප්‍රචාරය	තරඟයේ විස්තර ප්‍රචාරය සජීවී විය.
commentator	විස්තර විචාරකයා	විස්තර විචාරකයා තීරණය පැහැදිලි කළේය.
commerce	වාණිජ්‍යය	මාර්ගගත වාණිජ්‍යය වේගයෙන් වර්ධනය විය.
commissioner	කොමසාරිස්වරයා	කොමසාරිස්වරයා නව නීති නිවේදනය කළේය.
commodity	වෙළඳ භාණ්ඩය	තිරිඟු වැදගත් වෙළඳ භාණ්ඩයකි.
communist	කොමියුනිස්ට්	කොමියුනිස්ට් පක්ෂය රැස්වීමක් පැවැත්වීය.
companion	සහකරු	ඇගේ බල්ලා විශ්වාසවන්ත සහකරුවෙකි.
comparable	සැසඳිය හැකි	නගර දෙක ප්‍රමාණයෙන් සැසඳිය හැකිය.
compassion	අනුකම්පාව	හෙදිය මහත් අනුකම්පාවක් දැක්වුවාය.
compel	බල කරනවා	සාක්ෂි මගින් ප්‍රතිචාරයක් දැක්වීමට බල කෙරෙනු ඇත.
compelling	ප්‍රබල	වාර්තා චිත්‍රපටය ප්‍රබල කරුණක් ඉදිරිපත් කළේය.
compensate	වන්දි ගෙවනවා	සමාගම බලපෑමට ලක්වූ පාරිභෝගිකයින්ට වන්දි ගෙවනු ඇත.
compensation	වන්දිය	කම්කරුවන් සාධාරණ වන්දියක් ඉල්ලා සිටියහ.
competence	නිපුණතාවය	පරීක්ෂණයෙන් වෘත්තීය නිපුණතාවය මැනේ.
competent	දක්ෂ	ඇය දක්ෂ ඉංජිනේරුවරියකි.
compile	සම්පාදනය කරනවා	පර්යේෂකයින් රෝහල්වලින් දත්ත සම්පාදනය කරති.
complement	සම්පූර්ණ කරනවා	වයින් ආහාරය සම්පූර්ණ කරනු ඇත.
complexity	සංකීර්ණත්වය	ව්‍යාපෘතියට අනපේක්ෂිත සංකීර්ණත්වයක් ඇත.
compliance	අනුකූලතාවය	විගණනය මගින් නීතිමය අනුකූලතාවය පරීක්ෂා කරන ලදී.
complication	සංකූලතාවය	සැත්කමේ එක් සංකූලතාවයක් තිබුණි.
comply	අනුකූල වෙනවා	සමාගම් රෙගුලාසිවලට අනුකූල විය යුතුය.
composition	සංයුතිය	සංයුතියට වයලීනය සහ පියානෝව ඇතුළත් වේ.
compromise	සම්මුතිය	සම්මුතිය පාර්ශව දෙකම තෘප්තිමත් කළේය.
compute	ගණනය කරනවා	වැඩසටහනට එකතුව ගණනය කළ හැක.
conceal	සඟවනවා	ඔහු හානිය වසන් කිරීමට උත්සාහ කළේය.
concede	පිළිගන්නවා	අමාත්‍යවරයා පරාජය පිළිගැනීම ප්‍රතික්ෂේප කළේය.
conceive	සිතාගන්නවා	ඔවුන්ට වඩා හොඳ සැලැස්මක් ගැන සිතාගත නොහැකි විය.
conception	සංකල්පය	චිත්‍රපටය ඉතිහාසය පිළිබඳ මගේ සංකල්පය වෙනස් කළේය.
concession	සහනය	සමාගම එක් සහනයක් ලබා දුන්නේය.
condemn	හෙළා දකිනවා	නායකයෝ ප්‍රසිද්ධියේ ප්‍රහාරය හෙළා දකිති.
confer	ප්‍රදානය කරනවා	සම්මානය මගින් කීර්තියක් හිමිවනු ඇත.
confession	පාපොච්චාරණය	ඔහුගේ පාපොච්චාරණය උසාවිය පුදුමයට පත් කළේය.
configuration	වින්‍යාසය	වින්‍යාසය ජාල ප්‍රවේශය පාලනය කරයි.
confine	සීමා කරනවා	නීති මගින් සුනඛයන් මෙම ප්‍රදේශයට සීමා කරයි.
confirmation	තහවුරු කිරීම	අපට විද්‍යුත් තැපෑලෙන් තහවුරු කිරීමක් ලැබුණි.
confront	මුහුණ දෙනවා	ඇය ගැටලුවට මුහුණ දීමට තීරණය කළාය.
confrontation	ගැටුම	ගැටුම ප්‍රචණ්ඩත්වයකින් තොරව අවසන් විය.
congratulate	සුබ පතනවා	මම මගේ සහෝදරියට සුබ පැතීමට කතා කළෙමි.
congregation	සභාව	සභාව එකට ගීතිකා ගායනා කළා.
congressional	කොන්ග්‍රස්	කොන්ග්‍රස් විභාගය පැය ගණනක් පැවතුනි.
conquer	ජය ගන්නවා	කණ්ඩායම වෙළඳපල ජය ගැනීමට බලාපොරොත්තු වේ.
conscience	හෘද සාක්ෂිය	ඔහුගේ හෘද සාක්ෂිය බොරු කීමට ඉඩ නොදෙනු ඇත.
consciousness	සිහිය	අනතුර ඔහුගේ සිහියට බලපෑවේය.
consecutive	අඛණ්ඩ	ඇය අඛණ්ඩව තරග තුනක් ජය ගත්තාය.
consensus	එකඟතාවය	කමිටුව ඉක්මනින් එකඟතාවයකට පැමිණියේය.
consent	කැමැත්ත	ලිඛිත කැමැත්ත අවශ්‍ය වේ.
conserve	සංරක්ෂණය කරනවා	නියඟ කාලවලදී අපි ජලය සංරක්ෂණය කරමු.
consistency	අඛණ්ඩතාව	භාෂා අධ්‍යයනයේදී අඛණ්ඩතාව වැදගත් වේ.
consolidate	ඒකාබද්ධ කරනවා	සමාගම කාර්යාල දෙකක් ඒකාබද්ධ කරනු ඇත.
constituency	මැතිවරණ කොට්ඨාසය	අපේක්ෂකයා සෑම මැතිවරණ කොට්ඨාසයකටම ගියේය.
constitute	සමන්විත වෙනවා	කාන්තාවන් කමිටුවෙන් අඩක් සමන්විත වේ.
constitution	ආණ්ඩුක්‍රම ව්‍යවස්ථාව	ආණ්ඩුක්‍රම ව්‍යවස්ථාවෙන් කතා කිරීමේ නිදහස සහතික කරයි.
constitutional	ආණ්ඩුක්‍රම ව්‍යවස්ථාපිත	අධිකරණය ව්‍යවස්ථාපිත අයිතිවාසිකම් සමාලෝචනය කළේය.
constraint	සීමාව	අයවැය සීමාව ව්‍යාපෘතිය සීමා කළේය.
consultation	උපදේශනය	උපදේශනය සති දෙකක් පැවතුනි.
contemplate	කල්පනා කරනවා	ඇය දීමනාව ගැන කල්පනා කිරීමට නතර වූවාය.
contempt	අවමානය	ඔහු නීති කෙරෙහි අවමානයක් දැක්වීය.
contend	තරඟ කරනවා	සමාගම් කිහිපයක් කොන්ත්‍රාත්තුව සඳහා තරඟ කරති.
contender	තරඟකරුවා	ඇය ප්‍රබල තරඟකාරියකි.
content2	සෑහීමකට පත් වූ	ඔහු ප්‍රතිඵලය ගැන සෑහීමකට පත් විය.
contention	මතභේදය	ප්‍රධාන මතභේදය අරමුදල් සැපයීම පිළිබඳ වේ.
continually	අඛණ්ඩව	පද්ධතිය අඛණ්ඩව දෝෂ සඳහා පරීක්ෂා කරයි.
contractor	කොන්ත්‍රාත්කරු	කොන්ත්‍රාත්කරු වහලය අලුත්වැඩියා කළේය.
contradiction	පරස්පර විරෝධය	ඔහුගේ ප්‍රකාශයේ පරස්පර විරෝධයක් අඩංගු විය.
contrary	ප්‍රතිවිරුද්ධ	ප්‍රතිවිරුද්ධ සාක්ෂි නඩුව වෙනස් කළේය.
contributor	දායකයා	ඇය නිත්‍ය දායකයෙකි.
conversion	පරිවර්තනය	පරිවර්තනය ඩොලර් යුරෝ බවට පත් කළේය.
convict	වරදකරු කරනවා	ජූරිය සැකකරු වරදකරු කළ හැක.
