source_headword	TE	example_TE
invitation	ఆహ్వానం	నాకు ఒక ఆహ్వానం వచ్చింది.
invite	ఆహ్వానించు	నీ స్నేహితుడిని కూడా ఆహ్వానించు.
involve	చేర్చు	ఈ ఉద్యోగం ప్రయాణాన్ని చేర్చుతుంది.
item	వస్తువు	ఒక వస్తువును ఎంచుకో.
itself	దానంతట అదే	యంత్రం దానంతట అదే ఆగిపోతుంది.
jam	జామ్	రొట్టెపై జామ్ రాయు.
jazz	జాజ్	ఈ రాత్రి జాజ్ బాగా వినిపిస్తుంది.
jewellery	ఆభరణాలు	ఆమె ఆభరణాలను పెట్టెలో ఉంచుతుంది.
joke	జోకు	నాకు ఒక జోకు చెప్పు.
journalist	పత్రికా ప్రతినిధి	పత్రికా ప్రతినిధి ప్రశ్నలు అడిగాడు.
jump	దూకు	గీతపైగా దూకు.
kid	పిల్లవాడు	పిల్లవాడు నవ్వుతున్నాడు.
kill	చంపు	పురుగును చంపవద్దు.
king	రాజు	రాజు రాజభవనంలో నివసించాడు.
knee	మోకాలు	నా మోకాలి నొప్పిగా ఉంది.
knife	కత్తి	పదునైన కత్తి ఉపయోగించు.
knock	తట్టు	లోపలికి రావడానికి ముందు తట్టు.
knowledge	జ్ఞానం	అభ్యాసంతో జ్ఞానం పెరుగుతుంది.
lab	ప్రయోగశాల	ప్రయోగశాల మూసివేయబడింది.
lady	మహిళ	ఆ మహిళ మమ్మల్ని చూసి నవ్వింది.
lake	సరస్సు	సరస్సు ప్రశాంతంగా ఉంది.
lamp	దీపం	దీపం వెలిగించు.
laptop	ల్యాప్‌టాప్	నా ల్యాప్‌టాప్ కొత్తది.
last1 (taking time)	కొనసాగు	సినిమా రెండు గంటలు కొనసాగుతుంది.
laughter	నవ్వు	బయట నవ్వు వినిపించింది.
law	చట్టం	చట్టం నిన్న మారింది.
lawyer	న్యాయవాది	న్యాయవాది నాకు ఫోన్ చేశాడు.
lazy	సోమరి	సోమరిగా ఉండవద్దు.
lead1	నడిపించు	మంచి నాయకులు ఉదాహరణతో నడిపిస్తారు.
leader	నాయకుడు	ఆమె జట్టు నాయకురాలు.
learning	అభ్యాసం	అభ్యాసానికి సమయం పడుతుంది.
least	అతి తక్కువ	అతి తక్కువ ధర ఉన్నదాన్ని ఎంచుకో.
lecture	ఉపన్యాసం	ఉపన్యాసం పది గంటలకు మొదలవుతుంది.
lemon	నిమ్మకాయ	టీలో నిమ్మకాయ జోడించు.
lend	అప్పుగా ఇవ్వు	నాకు ఐదు డాలర్లు అప్పుగా ఇవ్వగలవా?
less	తక్కువ	చక్కెర తక్కువగా తిను.
level	స్థాయి	ఈ స్థాయి సులభం.
lifestyle	జీవనశైలి	అతనికి ఆరోగ్యకరమైన జీవనశైలి ఉంది.
lift	ఎత్తు	పెట్టెను జాగ్రత్తగా ఎత్తు.
light	వెలిగించు	మెవ్వత్తిని జాగ్రత్తగా వెలిగించు.
light (not heavy)	తేలికైన	ఈ సంచి తేలికగా ఉంది.
likely	అవకాశమున్న	రేపు వర్షం పడే అవకాశం ఉంది.
link	లింకు	నాకు లింకు పంపు.
listener	వినేవాడు	మంచి వినేవాడిగా ఉండు.
lock	తాళం వేయు	తలుపుకు తాళం వేయు.
lorry	లారీ	లారీ పెట్టెలను తీసుకెళ్లింది.
lost	దారి తప్పిన	మేము దారి తప్పాము.
loud	బిగ్గరైన	సంగీతం బిగ్గరగా ఉంది.
loudly	బిగ్గరగా	దయచేసి బిగ్గరగా మాట్లాడవద్దు.
lovely	అందమైన	ఎంత అందమైన తోట.
low	తక్కువ	కుర్చీ తక్కువ ఎత్తులో ఉంది.
luck	అదృష్టం	నీ పరీక్షకు మంచి అదృష్టం.
lucky	అదృష్టవంతుడు	నీవు ఈ రోజు అదృష్టవంతుడివి.
mail	అంచె	ఈ ఉదయం నాకు అంచె వచ్చింది.
major	ప్రధాన	ఇది ఒక ప్రధాన సమస్య.
male	మగ	మగ పక్షి ప్రకాశవంతంగా ఉంది.
manage	నిర్వహించు	ఈ పనిని నీవు నిర్వహించగలవా?
manager	మేనేజర్	మేనేజర్ బిజీగా ఉన్నాడు.
manner	విధానం	మర్యాదపూర్వక విధానంలో మాట్లాడు.
mark	గుర్తు పెట్టు	నీ సమాధానాన్ని స్పష్టంగా గుర్తు పెట్టు.
marry	వివాహం చేసుకో	వారు జూన్‌లో వివాహం చేసుకుంటారు.
material	పదార్థం	ఈ పదార్థం మృదువుగా అనిపిస్తుంది.
mathematics	గణితం	గణితం నాకు ఇష్టమైన విషయం.
maths	గణితం	గణితం నాకు కష్టం.
matter	విషయం	అది ముఖ్యమైన విషయం కాదు.
may modal	కావచ్చు	నీవు ఇప్పుడు వెళ్లవచ్చు.
media	మీడియా	మీడియా కథను ప్రసారం చేసింది.
medical	వైద్య	ఆమెకు వైద్య సహాయం అవసరం.
medicine	ఔషధం	మధ్యాహ్న భోజనం తర్వాత ఈ ఔషధం తీసుకో.
memory	జ్ఞాపకం	నా జ్ఞాపకం బాగుంది.
mention	ప్రస్తావించు	నా పేరును ప్రస్తావించవద్దు.
metal	లోహం	గేటు లోహంతో తయారైంది.
method	పద్ధతి	ఈ పద్ధతి బాగా పనిచేస్తుంది.
middle	మధ్య	మధ్యలో నిలబడు.
might modal	కావచ్చు	తర్వాత వర్షం పడవచ్చు.
mind	మనసు	నేను నా మనసు మార్చుకున్నాను.
mine (belongs to me)	నాది	ఈ పుస్తకం నాది.
mirror	అద్దం	అద్దంలో చూడు.
missing	కనిపించని	నా తాళాలు కనిపించడం లేదు.
mobile	మొబైల్	నా మొబైల్ మెజ్‌పై ఉంది.
monkey	కోతి	కోతి చెట్టెక్కింది.
moon	చంద్రుడు	చంద్రుడు ప్రకాశవంతంగా ఉన్నాడు.
mostly	ఎక్కువగా	తరగతి ఎక్కువగా నిశ్శబ్దంగా ఉంది.
motorcycle	మోటార్ సైకిల్	అతను మోటార్ సైకిల్ నడుపుతాడు.
movement	కదలిక	చెట్ల మధ్య కదలిక చూశాను.
musical	సంగీత సంబంధిత	ఇది సంగీత సంబంధిత సినిమా.
musician	సంగీతకారుడు	సంగీతకారుడు గిటార్ వాయించాడు.
myself	నేనే	నేనే దీన్ని చేశాను.
narrow	సంకుచిత	రోడ్డు సంకుచితంగా ఉంది.
national	జాతీయ	ఇది జాతీయ సెలవు రోజు.
nature	ప్రకృతి	నాకు ప్రకృతి ఇష్టం.
nearly	దాదాపు	మేము దాదాపు అక్కడ ఉన్నాము.
necessary	అవసరమైన	ఇది అవసరమా?
neck	మెడ	నా మెడ నొప్పిగా ఉంది.
neither	రెండింటిలో ఏదీ కాదు	రెండు సమాధానాల్లో ఏదీ సరైంది కాదు.
nervous	ఆందోళనగా	ఆమెకు ఆందోళనగా ఉంది.
network	నెట్‌వర్క్	నెట్‌వర్క్ పనిచేయడం లేదు.
noise	శబ్దం	నేను పెద్ద శబ్దం విన్నాను.
noisy	శబ్దంగా	వీధి శబ్దంగా ఉంది.
none	ఎవరూ లేరు	వారిలో ఎవరూ రాలేదు.
normal	సాధారణ	ఇది సాధారణం.
normally	సాధారణంగా	నేను సాధారణంగా త్వరగా లేస్తాను.
notice	గమనించు	నీవు ఆ గుర్తును గమనించావా?
novel	నవల	ఆమె ఒక నవల రాసింది.
nowhere	ఎక్కడా లేదు	కూర్చోవడానికి ఎక్కడా లేదు.
nut	గింజ	గింజ గట్టిగా ఉంది.
ocean	మహాసముద్రం	మహాసముద్రం లోతుగా ఉంది.
offer	ప్రతిపాదన	నేను ప్రతిపాదనను అంగీకరించాను.
officer	అధికారి	అధికారి నా టికెట్‌ను పరిశీలించాడు.
oil	నూనె	పాన్‌లో నూనె వేసు.
onto	మీదకు	దాన్ని తాటిపై మీదకు పెట్టు.
opportunity	అవకాశం	ఇది మంచి అవకాశం.
option	ఎంపిక	ఉత్తమ ఎంపికను ఎంచుకో.
ordinary	సాధారణ	అది ఒక సాధారణ రోజు.
organization	సంస్థ	సంస్థ విద్యార్థులకు సహాయం చేస్తుంది.
organize	క్రమబద్ధం చేయు	దయచేసి ఫైళ్లను క్రమబద్ధం చేయు.
original	అసలు	అసలు రసీదును ఉంచుకో.
ourselves	మనమే	మనమే రాత్రి భోజనం వండాము.
oven	ఓవెన్	ఓవెన్ వేడిగా ఉంది.
owner	యజమాని	యజమాని దుకాణం తెరిచాడు.
pack	సర్దు	నీ సంచిని ఇప్పుడు సర్దు.
pain	నొప్పి	నా వీపులో నొప్పి అనిపిస్తోంది.
painter	చిత్రకారుడు	చిత్రకారుడు గోడను పూర్తి చేశాడు.
palace	రాజభవనం	రాజభవనం పాతది.
pants	ప్యాంటు	ఈ ప్యాంటు చాలా పొడవుగా ఉంది.
parking	పార్కింగ్	ఇక్కడ పార్కింగ్ కష్టం.
particular	నిర్దిష్ట	నాకు ఒక నిర్దిష్ట పుస్తకం కావాలి.
pass	ఇవ్వు	నాకు ఉప్పు ఇవ్వు.
passenger	ప్రయాణికుడు	ప్రతి ప్రయాణికుడికి టికెట్ కావాలి.
patient	సహనశీలి	పిల్లలతో సహనంగా ఉండు.
pattern	నమూనా	ఈ నమూనా సరళమైనది.
peace	శాంతి	మనమంతా శాంతిని కోరుకుంటాము.
penny	చిన్న నాణెం	నాకు ఒక చిన్న నాణెం దొరికింది.
per	ప్రతి	టికెట్లు ఒక్కొక్కరికి పది డాలర్లు ఖర్చవుతాయి.
per cent	శాతం	ఐదు శాతం చిన్నది.
perform	ప్రదర్శించు	బ్యాండ్ ఈ రాత్రి ప్రదర్శిస్తుంది.
perhaps	బహుశా	బహుశా ఆమె ఇంట్లో ఉంటుంది.
permission	అనుమతి	ముందుగా అనుమతి అడుగు.
personality	వ్యక్తిత్వం	అతనికి స్నేహపూర్వక వ్యక్తిత్వం ఉంది.
pet	పెంపుడు జంతువు	నా పెంపుడు జంతువు పిల్లి.
petrol	పెట్రోలు	కారుకు పెట్రోలు కావాలి.
physical	శారీరక	శారీరక వ్యాయామం ఆరోగ్యానికి సహాయపడుతుంది.
physics	భౌతిక శాస్త్రం	భౌతిక శాస్త్రం కష్టం.
pick	ఎంచుకో	ఒక కార్డును ఎంచుకో.
pilot	పైలట్	పైలట్ స్పష్టంగా మాట్లాడాడు.
planet	గ్రహం	భూమి ఒక గ్రహం.
plastic	ప్లాస్టిక్	ఈ సీసా ప్లాస్టిక్‌తో ఉంది.
plate	పళ్ళెం	ఆహారాన్ని పళ్ళెంలో పెట్టు.
platform	వేదిక	రెండవ వేదికపై వేచి ఉండు.
pleased	సంతోషించిన	నిన్ను కలవడం నాకు సంతోషం.
pocket	జేబు	టికెట్ నా జేబులో ఉంది.
polite	మర్యాదైన	అందరితో మర్యాదగా ఉండు.
pollution	కాలుష్యం	కాలుష్యం మహాసముద్రానికి హాని చేస్తుంది.
pop	పాప్	నాకు పాప్ సంగీతం ఇష్టం.
population	జనాభా	జనాభా పెరుగుతోంది.
position	స్థానం	నీ స్థానాన్ని మార్చు.
possession	స్వంతం	ఈ ఉంగరం నా స్వంతం.
possibility	సాధ్యత	వర్షం పడే సాధ్యత ఉంది.
poster	పోస్టర్	పోస్టర్‌ను గోడపై పెట్టు.
power	శక్తి	కంప్యూటర్‌కు శక్తి కావాలి.
predict	అంచనా వేయు	మనం వాతావరణాన్ని అంచనా వేయలేము.
president	అధ్యక్షుడు	అధ్యక్షుడు ప్రసంగం ఇచ్చాడు.
prevent	నిరోధించు	వ్యాధిని నిరోధించడానికి చేతులు కడుగు.
print	ముద్రించు	పత్రాన్ని ముద్రించు.
printer	ముద్రణ యంత్రం	ముద్రణ యంత్రం పాడైంది.
prison	జైలు	అతను జైలుకు వెళ్లాడు.
prize	బహుమతి	ఆమె ఒక బహుమతి గెలిచింది.
process	ప్రక్రియ	ప్రక్రియకు సమయం పడుతుంది.
produce	ఉత్పత్తి చేయు	పొలాలు ఆహారం ఉత్పత్తి చేస్తాయి.
professional	వృత్తిపరమైన	ఆమె వృత్తిపరమైన నర్తకి.
professor	ప్రొఫెసర్	ప్రొఫెసర్ ప్రశ్నలకు సమాధానమిచ్చాడు.
profile	ప్రొఫైల్	నీ ప్రొఫైల్‌ను నవీకరించు.
program	కార్యక్రమం	కార్యక్రమం ఇప్పుడు మొదలవుతుంది.
progress	పురోగతి	మేము ఈ రోజు పురోగతి సాధించాము.
promise	వాగ్దానం	నీ వాగ్దానాన్ని నిలబెట్టుకో.
pronounce	ఉచ్చరించు	దయచేసి ఈ పదాన్ని ఉచ్చరించు.
protect	రక్షించు	నీ కళ్లను రక్షించు.
provide	అందించు	వారు ఉచిత నీరు అందిస్తారు.
pub	మద్యశాల	మేము మద్యశాలలో కలిశాము.
public	ప్రజా	ఉద్యానం ప్రజలకు తెరిచి ఉంది.
publish	ప్రచురించు	వారు ఒక పత్రికను ప్రచురిస్తారు.
pull	లాగు	తలుపును లాగు.
purpose	ఉద్దేశ్యం	ఉద్దేశ్యం ఏమిటి?
push	నెట్టు	బటన్‌ను నెట్టు.
quality	నాణ్యత	నాణ్యత ఎక్కువగా ఉంది.
quantity	పరిమాణం	పరిమాణాన్ని తనిఖీ చేయు.
queen	రాణి	రాణి చేయి ఊపింది.
quietly	నిశ్శబ్దంగా	నిశ్శబ్దంగా మాట్లాడు.
race (competition)	పందెం	పందెం త్వరలో మొదలవుతుంది.
railway	రైల్వే	రైల్వే మూసివేయబడింది.
raise	పైకి ఎత్తు	నీ చేతిని పైకి ఎత్తు.
rate	రేటు	హోటల్ రేటు ఎక్కువగా ఉంది.
rather	కొంచెం	నేను కొంచెం అలసిపోయాను.
reach	చేరుకో	నీవు తాటిని చేరుకోగలవా?
react	ప్రతిస్పందించు	అతను ఎలా ప్రతిస్పందించాడు?
realize	గ్రహించు	నేను నా తప్పును గ్రహించాను.
receive	స్వీకరించు	నీవు నా సందేశాన్ని స్వీకరించావా?
recent	ఇటీవలి	ఇది ఇటీవలి ఫోటో.
recently	ఇటీవల	నేను ఇటీవల ఇక్కడికి మారాను.
reception	స్వాగతం	స్వాగతం సోమవారం ఉంటుంది.
recipe	వంటకం	ఈ వంటకం సులభం.
recognize	గుర్తించు	ఆ పాటను నేను గుర్తిస్తున్నాను.
recommend	సిఫార్సు చేయు	నేను ఈ పుస్తకాన్ని సిఫార్సు చేస్తున్నాను.
record	రికార్డు	చెల్లింపుల రికార్డు ఉంచు.
recording	రికార్డింగ్	రికార్డింగ్ స్పష్టంగా వినిపిస్తుంది.
recycle	మళ్లీ ఉపయోగించు	కాగితం మరియు ప్లాస్టిక్‌ను మళ్లీ ఉపయోగించు.
reduce	తగ్గించు	వేడిని తగ్గించు.
refer	సూచించు	రెండవ పేజీని సూచించు.
refuse1	నిరాకరించు	నేను అబద్ధం చెప్పడానికి నిరాకరిస్తాను.
region	ప్రాంతం	ఈ ప్రాంతం చల్లగా ఉంది.
regular	క్రమమైన	అతను క్రమమైన కస్టమర్.
relationship	సంబంధం	వారి సంబంధం బలంగా ఉంది.
remove	తొలగించు	నీ చెప్పులు తొలగించు.
repair	మరమ్మతు చేయు	సైకిల్‌ను ఈ రోజు మరమ్మతు చేయు.
replace	మార్చు	పాత బ్యాటరీని మార్చు.
reply	సమాధానం ఇవ్వు	దయచేసి త్వరగా సమాధానం ఇవ్వు.
reporter	వార్తా ప్రతినిధి	వార్తా ప్రతినిధి గమనికలు తీసుకున్నాడు.
request	అభ్యర్థన	నేను ఒక అభ్యర్థన చేశాను.
research	పరిశోధన	మేము స్థానిక చరిత్రను పరిశోధిస్తాము.
researcher	పరిశోధకుడు	పరిశోధకుడు డేటాను తనిఖీ చేశాడు.
respond	ప్రతిస్పందించు	దయచేసి ఈ రోజు ప్రతిస్పందించు.
response	ప్రతిస్పందన	ఆమె ప్రతిస్పందన త్వరగా వచ్చింది.
rest (remaining part)	మిగతా భాగం	మిగతా భాగాన్ని తర్వాత తిను.
rest (sleep/relax)	విశ్రాంతి	నీకు విశ్రాంతి అవసరం.
review	సమీక్షించు	ఈ రాత్రి నీ గమనికలను సమీక్షించు.
ring1	ఉంగరం	ఆమె బంగారు ఉంగరం ధరించింది.
ring2	ఫోన్ చేయు	మధ్యాహ్న భోజనం తర్వాత నాకు ఫోన్ చేయు.
rise	పెరుగు	ధరలు ప్రతి సంవత్సరం పెరుగుతాయి.
rock (stone)	రాయి	రాయి బరువుగా ఉంది.
