source_headword	SI	example_SI
cheat	වංචා කරන්න	පරීක්ෂණයේදී වංචා නොකරන්න.
cheerful	ප්‍රීතිමත්	ඇය අද උදෑසන ප්‍රීතිමත් ලෙස ඇසුණි.
chemical	රසායනික	රසායනික සුවඳ දැඩි විය.
chest	පපුව	දිවීමෙන් පසු ඔහුගේ පපුව රිදුණි.
childhood	ළමා කාලය	මට මගේ ළමා කාලයේ නිවස මතකය.
claim	දාවා කරන්න	ඔවුහු නිෂ්පාදනය ආරක්ෂිත බව දාවා කරති.
clause	උපවාක්‍යය	මෙම උපවාක්‍යය අර්ථය වෙනස් කරයි.
click	ක්ලික් කරන්න	නිල් බොත්තම ක්ලික් කරන්න.
client	සේවාදායකයා	සේවාදායකයා තවත් විස්තර ඉල්ලා සිටියේය.
cloth	රෙදි	මෙම රෙදිවලින් මේසය පිසන්න.
clue	ඉඟිය	ඉඟිය අපට එය විසඳීමට උදව් කළේය.
coal	ගල් අඟුරු	පැරණි දුම්රිය ගල් අඟුරු භාවිත කළේය.
coin	කාසිය	ඔහු බිම කාසියක් සොයා ගත්තේය.
collection	එකතුව	ඇගේ මුද්දර එකතුව විශාලය.
coloured	වර්ණවත්	ඇය වර්ණවත් ස්කාෆ් එකක් පැළඳ සිටියාය.
combine	එකට මිශ්‍ර කරන්න	පිටි සහ ජලය එකට මිශ්‍ර කරන්න.
commercial	වාණිජ	වාණිජ විරාමය විනාඩි පහක් පැවතිණි.
commit	කැපවෙන්න	අපි සැලැස්මට කැපවිය යුතුය.
communication	සන්නිවේදනය	හොඳ සන්නිවේදනය වැරදි වැළැක්වයි.
comparison	සංසන්දනය	මෙම සංසන්දනය ප්‍රයෝජනවත්ය.
competitive	තරඟකාරී	වෙළඳපොළ ඉතා තරඟකාරීය.
competitor	තරඟකරු	අපගේ ප්‍රධාන තරඟකරු මිල අඩු කළේය.
complaint	පැමිණිල්ල	ඇය ශබ්දය ගැන පැමිණිල්ලක් කළාය.
complex	සංකීර්ණ	උපදෙස් ඉතා සංකීර්ණය.
concentrate	අවධානය යොමු කරන්න	සංගීතය වාදනය වන විට මට අවධානය යොමු කළ නොහැක.
conclude	නිගමනය කරන්න	අපි රැස්වීම දැන් නිගමනය කරමු.
conclusion	නිගමනය	ඔහුගේ නිගමනය යුක්ති සහගත ලෙස පෙනුණි.
confident	විශ්වාසයෙන්	ඇය සම්මුඛ සාකච්ඡාවට පෙර විශ්වාසයෙන් සිටියාය.
confirm	තහවුරු කරන්න	කරුණාකර ඔබේ විද්‍යුත් තැපැල් ලිපිනය තහවුරු කරන්න.
confuse	අවුල් කරන්න	මෙම නම් දෙක මාව අවුල් කරයි.
confused	අවුල් වූ	මම සිතියම නිසා අවුල් වූවෙමි.
connection	සම්බන්ධතාවය	අන්තර්ජාල සම්බන්ධතාවය මන්දය.
consequence	ප්‍රතිඵලය	නින්ද අඩුවීමේ ප්‍රතිඵලයක් ඇත.
consist	සමන්විත වන්න	ආහාරය පාඨ තුනකින් සමන්විත වේ.
consume	පරිභෝජනය කරන්න	විශාල මෝටර් රථ වැඩි ඉන්ධන පරිභෝජනය කරයි.
consumer	පාරිභෝගිකයා	පාරිභෝගිකයා පැහැදිලි තොරතුරු අවශ්‍ය කරයි.
contact	සම්බන්ධ වන්න	දවල් ආහාරයෙන් පසු මාව සම්බන්ධ වන්න.
container	බහාලුම	සුප් එක බහාලුමකට දමන්න.
content1	අන්තර්ගතය	පාඨමාලාවේ අන්තර්ගතය ප්‍රයෝජනවත්ය.
continuous	අඛණ්ඩ	යන්ත්‍රය අඛණ්ඩ ශබ්දයක් කළේය.
contrast	වෙනස	ඔවුන් අතර වෙනස පැහැදිලිය.
convenient	පහසු	ස්ථානය ඉතා පහසුය.
convince	ඒත්තු ගන්වන්න	ඇය ඔහුට නැවත උත්සාහ කිරීමට ඒත්තු ගැන්වුවාය.
costume	වේශභූෂාව	ඔහු මුහුදු කොල්ලකරුවෙකුගේ වේශභූෂාවක් ඇඳ සිටියේය.
cottage	කුඩා නිවස	ඔවුහු කුඩා නිවසක් කුලියට ගත්තහ.
cotton	කපු	මෙම කමිසය කපු වලින් සාදා ඇත.
countryside	ගම්බද	අපි ගම්බද හරහා ඇවිද්දෙමු.
court	අධිකරණය	නඩුව අධිකරණයට ගියේය.
covered	ආවරණය වූ	මේසය කඩදාසිවලින් ආවරණය වී තිබුණි.
cruel	කෲර	හිනාවීම කෲර විය.
cultural	සංස්කෘතික	කෞතුකාගාරය සංස්කෘතික වැඩසටහන් ඉදිරිපත් කරයි.
currency	මුදල් ඒකකය	දේශීය මුදල් ඒකකය යුරෝය.
current	වත්මන්	වත්මන් තත්ත්වය දුෂ්කරය.
currently	දැනට	ඇය දැනට විදේශයේ අධ්‍යයනය කරයි.
curtain	තිරය	රාත්‍රියේ තිරය වසන්න.
custom	සිරිත	මෙම සිරිත ඉතා පැරණිය.
damage	හානිය	කුණාටුව බරපතළ හානියක් කළේය.
decade	දශකය	ඔවුහු එහි දශකයක් ජීවත් වූහ.
decorate	සැරසන්න	අපි කාමරය එකට සැරසමු.
define	අර්ථ දක්වන්න	ඔබට මෙම පදය අර්ථ දක්විය හැකිද?
definite	නිශ්චිත	අපට නිශ්චිත පිළිතුරක් අවශ්‍යය.
definition	අර්ථ දැක්වීම	අර්ථ දැක්වීම ඔබේ සටහන් පොතේ ලියන්න.
deliver	භාර දෙන්න	ඔවුහු අපගේ නිවසට ආහාර භාර දෙති.
departure	පිටත්වීම	පිටත්වීමේ වේලාව වෙනස් විය.
despite	තිබුණද	වැස්ස තිබුණද අපි ඇවිද්දෙමු.
destination	ගමනාන්තය	පැරිස් ඔවුන්ගේ අවසාන ගමනාන්තය විය.
determine	තීරණය කරන්න	පරීක්ෂණ ඔබේ මට්ටම තීරණය කරයි.
determined	දෘඪ අධිෂ්ඨානයෙන්	ඇය සාර්ථක වීමට දෘඪ අධිෂ්ඨානයෙන් සිටියාය.
development	සංවර්ධනය	නගරයේ සංවර්ධනය වේගවත් විය.
diagram	රූප සටහන	සරල රූප සටහනක් අඳින්න.
diamond	දියමන්තිය	මුද්දේ කුඩා දියමන්තියක් තිබුණි.
difficulty	අපහසුව	ඔහුට දොර විවෘත කිරීමට අපහසුවක් විය.
directly	සෘජුවම	කරුණාකර මට සෘජුවම කතා කරන්න.
dirt	කුණු මඩ	ඔහුගේ සපත්තු කුණු මඩෙන් ආවරණය වී තිබුණි.
disadvantage	අවාසිය	දිගු ගමන අවාසියකි.
disappointed	බලාපොරොත්තු සුන් වූ	ඇය ප්‍රතිඵලයෙන් බලාපොරොත්තු සුන් වූවාය.
disappointing	බලාපොරොත්තු සුන් කරවන	අවසානය බලාපොරොත්තු සුන් කරවන විය.
discount	වට්ටම	සිසුන්ට මෙහි වට්ටමක් ලැබේ.
dislike	අකමැති වන්න	මම ඉතා ඝෝෂාකාරී සංගීතයට අකමැතියි.
divide	බෙදන්න	කේක් එක කැබලිවලට බෙදන්න.
documentary	වාර්තා චිත්‍රපටය	අපි අභ්‍යවකාශය ගැන වාර්තා චිත්‍රපටයක් නැරඹුවෙමු.
donate	පරිත්‍යාග කරන්න	බොහෝ අය පැරණි ඇඳුම් පරිත්‍යාග කරති.
doubt	සැකය	මට ඒ ගැන කිසිදු සැකයක් නැත.
dressed	ඇඳ සිටින	ඔහු කළු ඇඳුමකින් ඇඳ සිටියේය.
drum	බෙරය	බෙර ශබ්දය කාමරය හරහා ඇසුණි.
drunk	මත් වූ	රියදුරු මත් වී සිටියේය.
due	නියමිත	වාර්තාව හෙට නියමිතය.
dust	දූවිලි	පැරණි පොත් දූවිලිවලින් ආවරණය විය.
duty	යුතුකම	උදව් කිරීම මගේ යුතුකමයි.
earthquake	භූමිකම්පාව	භූමිකම්පාව පාලමට හානි කළේය.
eastern	නැගෙනහිර	නැගෙනහිර වෙරළ සුළං සහිතය.
economic	ආර්ථික	රට ආර්ථික ගැටලු මුහුණ දෙයි.
economy	ආර්ථිකය	ආර්ථිකය මෙම වසරේ වර්ධනය විය.
edge	අද්දර	අද්දරින් ඉවතට සිටින්න.
editor	සංස්කාරකයා	සංස්කාරකයා ලිපිය පරීක්ෂා කළේය.
educate	අධ්‍යාපනය දෙන්න	පාසල් තරුණයන්ට අධ්‍යාපනය දෙයි.
educated	අධ්‍යාපිත	ඇය ඉතා අධ්‍යාපිතය.
educational	අධ්‍යාපනික	ක්‍රීඩාව අධ්‍යාපනිකය.
effective	ඵලදායී	මෙම ඖෂධය ඵලදායීය.
effectively	ඵලදායී ලෙස	ඇය නීතිය ඵලදායී ලෙස පැහැදිලි කළාය.
effort	උත්සාහය	ඔබේ උත්සාහය වෙනසක් කළේය.
election	මැතිවරණය	මැතිවරණ ප්‍රතිඵලය ආසන්න විය.
element	අංගය	විශ්වාසය වැදගත් අංගයකි.
embarrassed	ලජ්ජාවට පත්	වැටීමෙන් පසු ඔහු ලජ්ජාවට පත් විය.
embarrassing	ලජ්ජා සහගත	ඒ ලජ්ජා සහගත වැරැද්දක් විය.
emergency	හදිසි අවස්ථාව	හදිසි අවස්ථාවක මෙම අංකයට අමතන්න.
emotion	භාවය	බිය ශක්තිමත් භාවයකි.
employment	රැකියා	මෙම මාසයේ රැකියා වැඩි විය.
encourage	දිරිගන්වන්න	ගුරුවරු සිසුන්ට කියවීමට දිරිගන්වති.
enemy	සතුරා	රටවල් දෙක සතුරන් විය.
engaged	විවාහ ගිවිසගත්	ඔවුහු පසුගිය වසන්තයේ විවාහ ගිවිසගත්හ.
engineering	ඉංජිනේරු විද්‍යාව	ඇය විශ්වවිද්‍යාලයේ ඉංජිනේරු විද්‍යාව හදාරයි.
entertain	විනෝදයට පත් කරන්න	ගායකයා අමුත්තන් විනෝදයට පත් කරනු ඇත.
entertainment	විනෝදාස්වාදය	නගරය සන්ධ්‍යා විනෝදාස්වාදය සපයයි.
entrance	ප්‍රවේශය	මාව ප්‍රවේශය අසල හමුවන්න.
entry	ඇතුල්වීම	දරුවන්ට ඇතුල්වීම නොමිලේය.
environmental	පරිසර	අපි පරිසර ගැටලු සාකච්ඡා කළෙමු.
episode	කථාංගය	අවසාන කථාංගය උද්වේගකර විය.
equal	සමාන	ඔවුන්ට සමාන වැටුප් ලැබේ.
equally	සමානව	වැඩ සමානව බෙදා ඇත.
escape	පලා යන්න	සිරකරුවන් පලා යාමට උත්සාහ කළහ.
essential	අත්‍යවශ්‍ය	ජලය ජීවිතයට අත්‍යවශ්‍යය.
eventually	අවසානයේ	අවසානයේ අපි හෝටලය සොයා ගත්තෙමු.
examine	පරීක්ෂා කරන්න	වෛද්‍යවරයා මගේ අත පරීක්ෂා කළේය.
exchange	හුවමාරුව	අපි වෙළඳසැලේදී හුවමාරුවක් කළෙමු.
excitement	උද්වේගය	ක්‍රීඩාව උද්වේගයෙන් පිරී තිබුණි.
exhibition	ප්‍රදර්ශනය	කලා ප්‍රදර්ශනය හෙට විවෘත වේ.
expand	පුළුල් කරන්න	සමාගම පුළුල් වීමට සැලසුම් කරයි.
expected	අපේක්ෂිත	අපේක්ෂිත වියදම ඉහළය.
expedition	ගවේෂණය	ගවේෂණය කාන්තාරය තරණය කළේය.
experienced	අත්දැකීම් සහිත	ඇය අත්දැකීම් සහිත හෙදියකි.
explode	පුපුරන්න	උෂ්ණත්වයේදී බෝතලය පුපුරා යා හැකිය.
explore	ගවේෂණය කරන්න	අපි පැරණි නගරය ගවේෂණය කළෙමු.
explosion	පිපිරීම	පිපිරීම ජනෙල් කිහිපයක් බිඳ දැමීය.
export	අපනයනය	කෝපි වැදගත් අපනයනයකි.
fairly	තරමක්	පරීක්ෂණය තරමක් පහසු විය.
familiar	හුරුපුරුදු	ඇගේ මුහුණ හුරුපුරුදු ලෙස පෙනුණි.
fancy	කැමති වන්න	ඔබට කෝපි එකක් කැමතිද?
fascinating	මනරම්	කතාව මනරම් විය.
fashionable	විලාසිතාමය	ඒ සපත්තු විලාසිතාමයයි.
fasten	බඳින්න	ඔබේ ආසන පටිය බඳින්න.
favour	උදව්ව	ඔබට මට උදව්වක් කළ හැකිද?
fence	වැට	වැට උයන වට කරයි.
fighting	සටන්	සටන් උදෑසන නතර විය.
file	ගොනුව	වසීමට පෙර ගොනුව සුරකින්න.
financial	මූල්‍ය	ඇයට මූල්‍ය උපදෙස් අවශ්‍යය.
fitness	ශාරීරික යෝග්‍යතාව	දිවීම ඔබේ ශාරීරික යෝග්‍යතාව වැඩි කරයි.
fixed	ස්ථිර	මිල ස්ථිරය.
flag	කොඩිය	කොඩිය පාසලට ඉහළින් ලෙලදුණි.
flood	ගංවතුර	ගංවතුර නිවාස බොහෝකට හානි කළේය.
flour	පිටි	බඳුනට පිටි එකතු කරන්න.
flow	ගලා යන්න	ගඟ නගරය හරහා ගලා යයි.
fold	නවන්න	කඩදාසිය අඩකට නවන්න.
folk	ජන	ජන සංගීතය ශාලාව පුරා පිරුණි.
force	බලය	සුළඟට විශාල බලයක් තිබුණි.
forever	සදහටම	මම මෙය සදහටම මතක තබා ගනිමි.
frame	රාමුව	ඡායාරූපයට රාමුවක් අවශ්‍යය.
freeze	හිමවන්න	ජලය රාත්‍රියේ හිමවනු ඇත.
frequently	නිතර	ඔහු නිතර තම දෙමාපියන් බලන්න යයි.
friendship	මිත්‍රත්වය	ඔවුන්ගේ මිත්‍රත්වය වසර ගණනාවක් පැවතිණි.
frighten	බය කරන්න	ඝෝෂාකාරී ශබ්ද දරුවා බය කරයි.
frightened	බිය වූ	දරුවා බිය වූ බව පෙනුණි.
frightening	භයානක	කුණාටුව භයානක විය.
frozen	හිම වූ	විල හිම වී තිබුණි.
fry	බදින්න	ලූනු විනාඩි පහක් බදින්න.
fuel	ඉන්ධන	මෝටර් රථයට තවත් ඉන්ධන අවශ්‍යය.
function	කාර්යය	මෙම බොත්තමට එක් කාර්යයක් ඇත.
fur	ලොම්	බළලාට මෘදු ලොම් ඇත.
garage	ගරාජය	මෝටර් රථය ගරාජයේ ඇත.
gather	එකතු වන්න	අපි මේසය වටා එකතු වුණෙමු.
generally	සාමාන්‍යයෙන්	ඇය සාමාන්‍යයෙන් කලින් පැමිණෙයි.
generation	පරම්පරාව	සෑම පරම්පරාවක්ම නව ගැටලු මුහුණ දෙයි.
generous	ත්‍යාගශීලී	ඔහු තම කාලය ගැන ත්‍යාගශීලීය.
gentle	මෘදු	මෘදු හඬක් භාවිත කරන්න.
gentleman	මහත්මයා	මහත්මයා දොර විවෘත කළේය.
ghost	භූතයා	කතාව භූතයෙකු ගැන සඳහන් කරයි.
giant	දැවැන්ත	දැවැන්ත තිරයක් වේදිකාව පිරවීය.
glad	සතුටු	ඔබ පැමිණීම ගැන මම සතුටු වෙමි.
global	ගෝලීය	දේශගුණ වෙනස ගෝලීය ගැටලුවකි.
glove	අත්වැස්ම	මම එක් අත්වැස්මක් නැති කළෙමි.
goods	භාණ්ඩ	භාණ්ඩ ප්‍රමාදව පැමිණියේය.
grade	ශ්‍රේණිය	ඇයට ඉහළ ශ්‍රේණියක් ලැබුණි.
graduate	උපාධිධාරියා	ඔහු නව උපාධිධාරියෙකි.
grain	ධාන්‍ය	සහල් ධාන්‍යයක් වැටුණි.
grateful	කෘතඥ	මම ඔබේ සහයෝගයට කෘතඥ වෙමි.
growth	වර්ධනය	ශාකය ස්ථිර වර්ධනයක් පෙන්වීය.
guard	මුරකරු	මුරකරු අපගේ ටිකට් පරීක්ෂා කළේය.
guilty	වරදකරු	බොරු කීම ගැන ඔහු වරදකරු ලෙස දැනුණි.
hang	එල්ලන්න	ඔබේ කබාය මෙහි එල්ලන්න.
happiness	සතුට	මුදල් සතුට මිලදී ගත නොහැක.
hardly	අමාරුවෙන්	මට ඔබව අමාරුවෙන් ඇසුණි.
headline	සිරස්තලය	සිරස්තලය මගේ අවධානය ගත්තේය.
heating	උණුසුම් කිරීම	උණුසුම් කිරීම ක්‍රියා කිරීම නතර විය.
heavily	දැඩි ලෙස	මුළු රාත්‍රියම දැඩි ලෙස වැස්ස.
helicopter	හෙලිකොප්ටරය	හෙලිකොප්ටරයක් අසල ගොඩ බැසියේය.
highlight	ඉස්මතු කරන්න	කරුණාකර ප්‍රධාන අදහස ඉස්මතු කරන්න.
highly	ඉතා	ඇය ඉතා ගෞරවයට පාත්‍රය.
hire	කුලියට ගන්න	අපට මෝටර් රථයක් කුලියට ගත යුතුය.
historic	ඓතිහාසික	අපි ඓතිහාසික ගොඩනැගිල්ලක් නැරඹුවෙමු.
historical	ඉතිහාසමය	ඇය ඉතිහාසමය නවකතා ආදරය කරයි.
honest	අවංක	කරුණාකර අවංක පිළිතුරක් දෙන්න.
horrible	අතිභයානක	සුවඳ අතිභයානක විය.
horror	භීතිය	ඔහු භීති චිත්‍රපට රසවිඳයි.
host	සත්කාරකයා	සත්කාරකයා සෑම අමුත්තෙකුම පිළිගත්තේය.
