source_headword	TA	example_TA
fast	வேகமான	இந்த ரயில் வேகமாக உள்ளது.
fat	பருமனான	பூனை பருமனாக உள்ளது.
father	அப்பா	என் அப்பா உயரமாக உள்ளார்.
favourite	பிடித்த	இது எனக்கு பிடித்த பாடல்.
February	பிப்ரவரி	இங்கே பிப்ரவரி குளிராக இருக்கும்.
feel	உணர்	நான் மகிழ்ச்சியாக உணர்கிறேன்.
feeling	உணர்வு	அந்த உணர்வை நான் அறிவேன்.
festival	திருவிழா	திருவிழா நாளை தொடங்குகிறது.
few	சில	சில மாணவர்கள் இங்கே இருக்கிறார்கள்.
fifteen	பதினைந்து	எனக்கு பதினைந்து வயது.
fifth	ஐந்தாவது	இது ஐந்தாவது பாடம்.
fifty	ஐம்பது	என் அம்மாவுக்கு ஐம்பது வயது.
fill	நிரப்பு	கோப்பையில் தண்ணீர் நிரப்பு.
film	திரைப்படம்	நாம் ஒரு திரைப்படம் பார்க்கிறோம்.
final	இறுதி	இது இறுதி கேள்வி.
find	கண்டுபிடி	நான் என் சாவிகளை கண்டுபிடிக்கிறேன்.
fine	நன்றாக	நான் இப்போது நன்றாக இருக்கிறேன்.
finish	முடி	உன் வீட்டுப்பாடத்தை முடி.
fire	நெருப்பு	நெருப்பு சூடாக உள்ளது.
first	முதல்	அவள் வரிசையில் முதலில் இருக்கிறாள்.
fish	மீன்	நான் இரவு உணவுக்கு மீன் சாப்பிடுகிறேன்.
five	ஐந்து	என்னிடம் ஐந்து புத்தகங்கள் உள்ளன.
flat	குடியிருப்பு	என் குடியிருப்பு சிறியது.
flight	விமானப் பயணம்	விமானப் பயணம் தாமதமாக உள்ளது.
floor	தரை; மாடி	பை தரையில் உள்ளது.
flower	மலர்	இந்த மலர் மஞ்சள் நிறம்.
fly	பற	பறவைகள் வானில் பறக்கின்றன.
follow	பின்தொடர்	தயவுசெய்து என்னைப் பின்தொடர்.
food	உணவு	உணவு தயாராக உள்ளது.
foot	கால்	என் கால் வலிக்கிறது.
football	கால்பந்து	நாம் இன்று கால்பந்து விளையாடுகிறோம்.
for	க்காக	இந்த பரிசு உனக்காக.
forget	மறந்து விடு	உன் சாவிகளை மறந்து விடாதே.
form	படிவம்; உருவாக்கு	படிவத்தை நிரப்பு.
forty	நாற்பது	என் அப்பாவுக்கு நாற்பது வயது.
four	நான்கு	நான் நான்கு பறவைகளை பார்க்கிறேன்.
fourteen	பதினான்கு	அவளுக்கு பதினான்கு வயது.
fourth	நான்காவது	இது நான்காவது மாடி.
free	இலவசம்; சுதந்திரமான	சீட்டு இலவசம்.
Friday	வெள்ளிக்கிழமை	நாம் வெள்ளிக்கிழமை சந்திக்கிறோம்.
friend	நண்பர்	என் நண்பர் இங்கே இருக்கிறார்.
friendly	நட்பான	ஆசிரியர் நட்பாக இருக்கிறார்.
from	இருந்து	நான் இங்கிருந்து வந்தவன்.
front	முன்பக்கம்	முன்பக்கத்தில் நில்.
fruit	பழம்	நான் ஒவ்வொரு நாளும் பழம் சாப்பிடுகிறேன்.
full	நிறைந்த	பாட்டில் நிறைந்துள்ளது.
fun	வேடிக்கை	இந்த விளையாட்டு வேடிக்கையானது.
funny	நகைச்சுவையான	திரைப்படம் நகைச்சுவையானது.
future	எதிர்காலம்	உன் எதிர்காலத்தைப் பற்றி சிந்தி.
game	விளையாட்டு	விளையாட்டு இப்போது தொடங்குகிறது.
garden	தோட்டம்	தோட்டம் அழகாக உள்ளது.
geography	புவியியல்	நான் பள்ளியில் புவியியல் படிக்கிறேன்.
get	பெறு; செல்	நான் ஆறு மணிக்கு வீட்டுக்கு செல்கிறேன்.
girl	சிறுமி	சிறுமி சிரிக்கிறாள்.
girlfriend	காதலி	அவனுடைய காதலி நல்லவள்.
give	கொடு	எனக்கு புத்தகத்தை கொடு.
glass	கண்ணாடி கோப்பை	நான் கண்ணாடி கோப்பையில் இருந்து குடிக்கிறேன்.
go	போ	நாம் இப்போது வீட்டுக்கு போகிறோம்.
good	நல்ல	இந்த காபி நல்லது.
goodbye	பிரியாவிடை	பிரியாவிடை, நாளை சந்திப்போம்.
grandfather	தாத்தா	என் தாத்தா வயதானவர்.
grandmother	பாட்டி	என் பாட்டி சூப் செய்கிறார்.
grandparent	தாத்தா அல்லது பாட்டி	ஒரு தாத்தா அல்லது பாட்டி எங்களுடன் வசிக்கிறார்.
great	சிறந்த; பெரிய	இது சிறந்த யோசனை.
green	பச்சை	கதவு பச்சையாக உள்ளது.
grey	சாம்பல் நிறம்	வானம் சாம்பல் நிறமாக உள்ளது.
group	குழு	சிறிய குழுவில் வேலை செய்.
grow	வளர்; வளர்த்து செய்	செடிகள் தோட்டத்தில் வளர்கின்றன.
guess	ஊகி சொல்	பதிலை ஊகி சொல்.
guitar	கித்தார்	அவன் கித்தார் வாசிக்கிறான்.
gym	உடற்பயிற்சி கூடம்	நான் உடற்பயிற்சி கூடத்துக்குச் செல்கிறேன்.
hair	முடி	அவளுடைய முடி நீளமாக உள்ளது.
half	பாதி	கேக்கை பாதியாக வெட்டு.
hand	கை	உன் கையை உயர்த்து.
happen	நட	அடுத்து என்ன நடக்கும்?
happy	மகிழ்ச்சி	நான் இன்று மகிழ்ச்சியாக இருக்கிறேன்.
hard	கடினமான	இந்த நாற்காலி கடினமாக உள்ளது.
hat	தொப்பி	என் தொப்பி கருப்பு.
hate	வெறுப்பு கொள்	எனக்கு குளிர்ந்த தேநீர் பிடிக்காது.
have	உள்ளது; வைத்திரு	என்னிடம் கார் உள்ளது.
have to modal	வேண்டும்	நான் படிக்க வேண்டும்.
he	அவன்	அவன் என் சகோதரன்.
head	தலை	என் தலை வலிக்கிறது.
health	ஆரோக்கியம்	நல்ல உணவு ஆரோக்கியத்திற்கு உதவுகிறது.
healthy	ஆரோக்கியமான	இந்த உணவு ஆரோக்கியமானது.
hear	கேள்	நான் இசை கேட்கிறேன்.
hello	வணக்கம்	வணக்கம், உன்னை சந்தித்ததில் மகிழ்ச்சி.
help	உதவி; உதவு	தயவுசெய்து எனக்கு உதவு.
her	அவளை; அவளுடைய	இது அவளுடைய பை.
here	இங்கே	இப்போது இங்கே வா.
hey	ஏய்	ஏய், என்னை காத்திரு.
hi	வணக்கம்	வணக்கம், நீ எப்படி இருக்கிறாய்?
high	உயரமான	சுவர் உயரமாக உள்ளது.
him	அவனை	நான் அவனை அறிவேன்.
his	அவனுடைய	அவனுடைய மேலங்கி நீலமாக உள்ளது.
history	வரலாறு	நான் வரலாறு படிக்கிறேன்.
hobby	பொழுதுபோக்கு	வாசிப்பது என் பொழுதுபோக்கு.
holiday	விடுமுறை	நாம் ஜூலை மாதத்தில் விடுமுறை எடுக்கிறோம்.
home	வீடு	நான் வீட்டில் இருக்கிறேன்.
homework	வீட்டுப்பாடம்	இன்றிரவு உன் வீட்டுப்பாடத்தை செய்.
hope	நம்பு	நீ வருவாய் என்று நான் நம்புகிறேன்.
horse	குதிரை	குதிரை வேகமாக ஓடுகிறது.
hospital	மருத்துவமனை	மருத்துவமனை இங்கே அருகில் உள்ளது.
hot	சூடான	சூப் சூடாக உள்ளது.
hotel	விடுதி	விடுதி சுத்தமாக உள்ளது.
hour	மணி நேரம்	ஒரு மணி நேரம் காத்திரு.
house	வீடு	இந்த வீடு பழையது.
how	எப்படி	நீ எப்படி இருக்கிறாய்?
however	ஆனால்	ஆனால், நான் இங்கே தங்க முடியும்.
hundred	நூறு	நூறு பேர் வந்தனர்.
hungry	பசியாக	எனக்கு பசியாக உள்ளது.
husband	கணவர்	அவளுடைய கணவர் மருத்துவர்.
I	நான்	எனக்கு தேநீர் பிடிக்கும்.
ice	பனி	பனி குளிராக உள்ளது.
ice cream	ஐஸ்கிரீம்	எனக்கு ஐஸ்கிரீம் வேண்டும்.
idea	யோசனை	அது நல்ல யோசனை.
if	என்றால்	உனக்கு உதவி தேவை என்றால் என்னை அழை.
imagine	கற்பனை செய்	ஒரு சிறிய வீட்டை கற்பனை செய்.
important	முக்கியமான	இந்த பாடம் முக்கியமானது.
improve	மேம்படுத்து	நான் மேம்பட விரும்புகிறேன்.
in	உள்ளே; இல்	சாவிகள் என் பையில் உள்ளன.
include	சேர்க்க	தயவுசெய்து உன் பெயரை சேர்க்க.
information	தகவல்	எனக்கு மேலும் தகவல் தேவை.
interest	ஆர்வம்	அவளுக்கு கலையில் ஆர்வம் உள்ளது.
interested	ஆர்வமுள்ள	எனக்கு இசையில் ஆர்வம் உள்ளது.
interesting	சுவாரஸ்யமான	இந்த புத்தகம் சுவாரஸ்யமானது.
internet	இணையம்	இணையம் மெதுவாக உள்ளது.
interview	நேர்காணல்	இன்று எனக்கு நேர்காணல் உள்ளது.
into	உள்ளே	புத்தகங்களை பைக்குள் வை.
introduce	அறிமுகப்படுத்து	தயவுசெய்து உன் நண்பரை அறிமுகப்படுத்து.
island	தீவு	இந்த தீவு சிறியது.
it	அது	அது குளிராக உள்ளது.
its	அதன்	நாய்க்கு அதன் படுக்கை பிடிக்கும்.
jacket	ஜாக்கெட்	என் ஜாக்கெட் புதியது.
January	ஜனவரி	ஜனவரி முதல் மாதம்.
jeans	ஜீன்ஸ்	என் ஜீன்ஸ் நீலமாக உள்ளது.
job	வேலை	எனக்கு புதிய வேலை தேவை.
join	சேரு	இன்று எங்கள் வகுப்பில் சேரு.
journey	பயணம்	பயணம் நீளமாக உள்ளது.
juice	சாறு	நான் ஆரஞ்சு சாறு குடிக்கிறேன்.
July	ஜூலை	நாம் ஜூலையில் பயணம் செய்கிறோம்.
June	ஜூன்	பள்ளி ஜூனில் முடிகிறது.
just	மட்டும்; இப்போதுதான்	எனக்கு தண்ணீர் மட்டும் தேவை.
keep	வைத்திரு	இந்த சாவியை வைத்திரு.
key	சாவி	என் சாவி தொலைந்தது.
kilometre	கிலோமீட்டர்	ஒரு கிலோமீட்டர் நட.
kind (type)	வகை	உனக்கு எந்த வகை இசை பிடிக்கும்?
kitchen	சமையலறை	சமையலறை சுத்தமாக உள்ளது.
know	அறி	எனக்கு பதில் தெரியும்.
land	நிலம்	விமானம் நிலத்தில் உள்ளது.
language	மொழி	ஆங்கிலம் ஒரு மொழி.
large	பெரிய	இந்த அறை பெரியது.
last1 (final)	கடைசி	இது கடைசி பக்கம்.
late	தாமதமான	பேருந்து தாமதமாக உள்ளது.
later	பிறகு	பிறகு சந்திப்போம்.
laugh	சிரி	நாம் சேர்ந்து சிரிக்கிறோம்.
learn	கற்று கொள்	நான் ஆங்கிலம் கற்றுக்கொள்கிறேன்.
leave	விட்டு செல்; விடு	கதவை திறந்தே விடு.
left	இடது	இங்கே இடதுபுறம் திரும்பு.
leg	கால்	என் கால் வலிக்கிறது.
lesson	பாடம்	பாடம் இப்போது தொடங்குகிறது.
let	அனுமதி கொடு	நான் உனக்கு உதவ அனுமதி கொடு.
letter	கடிதம்; எழுத்து	நான் ஒரு கடிதம் எழுதுகிறேன்.
library	நூலகம்	நூலகம் ஒன்பது மணிக்கு திறக்கிறது.
lie1	படுத்து	தயவுசெய்து படுக்கையில் படுத்துக் கொள்.
life	வாழ்க்கை	நகர வாழ்க்கை பிஸியாக உள்ளது.
like (similar)	போல்	அது ஒரு விளையாட்டு போல் உள்ளது.
like (find sb/sth pleasant)	பிடிக்கும்	எனக்கு இந்த பாடல் பிடிக்கும்.
line	வரிசை; கோடு	வரிசையில் நில்.
lion	சிங்கம்	சிங்கம் தூங்குகிறது.
list	பட்டியல்	வாங்கும் பட்டியலை உருவாக்கு.
listen	கேள்	ஆசிரியரை கேள்.
little	சிறிய; கொஞ்சம்	என்னிடம் கொஞ்சம் பணம் உள்ளது.
live1	வசிக்க	நான் பள்ளி அருகில் வசிக்கிறேன்.
local	உள்ளூர்	இது உள்ளூர் கடை.
long1	நீண்ட	சாலை நீண்டது.
look	பார்	படத்தை பார்.
lose	இழ	உன் சீட்டை இழக்காதே.
lot	நிறைய	எனக்கு நிறைய வீட்டுப்பாடம் உள்ளது.
love	அன்பு; நேசி	நான் என் குடும்பத்தை நேசிக்கிறேன்.
lunch	மதிய உணவு	மதிய உணவு தயாராக உள்ளது.
