source_headword	BN	example_BN
lay	রাখা	বইটি টেবিলে রাখো।
layer	স্তর	রঙের আরেকটি স্তর যোগ করো।
leading	নেতৃস্থানীয়	সে একজন নেতৃস্থানীয় বিজ্ঞানী।
leaf	পাতা	একটি পাতা আমার কোটে পড়ল।
leather	চামড়া	তার ব্যাগ চামড়ার তৈরি।
legal	আইনি	আমাদের আইনি পরামর্শ দরকার।
leisure	অবসর	পড়া আমার প্রিয় অবসর কাজ।
length	দৈর্ঘ্য	ঘরের দৈর্ঘ্য মাপো।
lie2 (tell a lie)	মিথ্যা বলা	তোমার বাবা-মাকে মিথ্যা বলো না।
limit	সীমা	গতিসীমা পঞ্চাশ।
lip	ঠোঁট	সে ঠোঁট কামড়েছিল।
liquid	তরল	পানি স্বচ্ছ তরল।
literature	সাহিত্য	সে ফরাসি সাহিত্য পড়ে।
live2	সরাসরি	ব্যান্ডটি গত রাতে সরাসরি বাজিয়েছে।
living	জীবন্ত	জীবন্ত গাছের আলো দরকার।
locate	খুঁজে বের করা	তুমি কি ফাইলটি খুঁজে বের করতে পারবে?
located	অবস্থিত	অফিসটি শহরের কেন্দ্রে অবস্থিত।
location	অবস্থান	এটি ভালো অবস্থান।
lonely	একাকী	স্থান বদলের পর সে একাকী বোধ করেছিল।
loss	ক্ষতি	ক্ষতিটি সবার জন্য কঠিন ছিল।
luxury	বিলাসিতা	হোটেলটি সত্যিকারের বিলাসিতা দেয়।
mad	রাগান্বিত	সে দেরি নিয়ে রাগান্বিত ছিল।
magic	জাদু	অনুষ্ঠানটি জাদুতে ভরা ছিল।
mainly	প্রধানত	দলটি প্রধানত ছাত্রদের।
mall	মল	আমরা মলে দেখা করেছি।
management	ব্যবস্থাপনা	ভালো ব্যবস্থাপনা সময় বাঁচায়।
marketing	বিপণন	বিপণন পণ্য বিক্রি করতে সাহায্য করে।
marriage	বিয়ে	তাদের বিয়ে ত্রিশ বছর টিকেছিল।
meanwhile	এদিকে	এদিকে আমি রাতের খাবার রান্না করেছিলাম।
measure	মাপা	টেবিলটি সাবধানে মাপো।
medium	মাঝারি	আমি মাঝারি পিজা অর্ডার করেছি।
mental	মানসিক	চাপ মানসিক স্বাস্থ্যকে প্রভাবিত করে।
mess	অগোছালো অবস্থা	এই অগোছালো অবস্থা পরিষ্কার করো।
mild	মৃদু	স্যুপের স্বাদ মৃদু।
mine (hole in the ground)	খনি	খনিটি গত বছর বন্ধ হয়েছে।
mix	মেশানো	ডিমগুলো দুধের সঙ্গে মেশাও।
mixture	মিশ্রণ	মিশ্রণটি ঘন হয়ে গেল।
mood	মেজাজ	সঙ্গীত তার মেজাজ বদলেছে।
mud	কাদা	তার জুতা কাদায় ঢাকা ছিল।
murder	হত্যা	হত্যাটি রাতে ঘটেছিল।
muscle	পেশি	ব্যায়াম পেশি গড়ে।
mystery	রহস্য	পুরোনো বাড়িটি রহস্য।
nail	নখ	আমার একটি নখ ভেঙেছে।
narrative	বর্ণনা	উপন্যাসে স্পষ্ট বর্ণনা আছে।
nation	জাতি	পুরো জাতি উদযাপন করেছে।
native	মাতৃ	স্প্যানিশ তার মাতৃভাষা।
naturally	স্বাভাবিকভাবে	শিশুরা খেলায় স্বাভাবিকভাবে শেখে।
necessarily	অগত্যা	দামি খাবার অগত্যা ভালো নয়।
needle	সুচ	সুচটি খুব ধারালো।
neighbourhood	পাড়া	তারা শান্ত পাড়ায় থাকে।
net	জাল	জেলে তার জাল মেরামত করেছে।
nor	না	সে হাসেনি, কথাও বলেনি।
northern	উত্তরাঞ্চলীয়	তারা উত্তরাঞ্চলীয় উপকূল দেখেছে।
nuclear	পারমাণবিক	বিতর্কটি পারমাণবিক শক্তি নিয়ে ছিল।
obvious	স্পষ্ট	উত্তরটি স্পষ্ট ছিল।
obviously	স্পষ্টতই	স্পষ্টতই আমাদের আরও সময় দরকার।
occasion	উপলক্ষ	এটি বিশেষ উপলক্ষ।
occur	ঘটতে	দুর্ঘটনা যেকোনো জায়গায় ঘটতে পারে।
odd	অদ্ভুত	এটি অদ্ভুত প্রশ্ন ছিল।
official	সরকারি	সরকারি ফলাফল আজ এসেছে।
old-fashioned	সেকেলে	তার ফোনটি সেকেলে দেখায়।
operation	অপারেশন	অপারেশনটি দুই ঘণ্টা স্থায়ী ছিল।
organized	সংগঠিত	তার ডেস্ক খুব সংগঠিত।
organizer	আয়োজক	আয়োজক অতিথিদের স্বাগত জানাল।
originally	মূলত	সে মূলত কানাডা থেকে এসেছে।
ought modal	উচিত	তোমার বিশ্রাম নেওয়া উচিত।
ours	আমাদের	এই টেবিলটি আমাদের।
outdoor	বাইরের	আমরা বাইরের আসবাব কিনেছি।
outdoors	বাইরে	শিশুদের বাইরে খেলা উচিত।
package	প্যাকেজ	প্যাকেজটি আজ সকালে এসেছে।
painful	বেদনাদায়ক	কাটাটি বেদনাদায়ক ছিল।
pale	ফ্যাকাশে	তার মুখ ফ্যাকাশে দেখাচ্ছিল।
pan	প্যান	আগে প্যানটি গরম করো।
participate	অংশ নেওয়া	সবাই অংশ নিতে পারে।
particularly	বিশেষভাবে	আমি এই গানটি বিশেষভাবে পছন্দ করি।
passion	আবেগ	সঙ্গীত তার আবেগ।
path	পথ	পার্কের ভেতর দিয়ে পথ অনুসরণ করো।
payment	পরিশোধ	পরিশোধ কাল দিতে হবে।
peaceful	শান্তিপূর্ণ	বাগানটি শান্তিপূর্ণ।
percentage	শতাংশ	ছোট শতাংশ সম্মত হয়েছিল।
perfectly	নিখুঁতভাবে	পরিকল্পনাটি নিখুঁতভাবে কাজ করেছে।
performance	পরিবেশনা	তার পরিবেশনা চমৎকার ছিল।
personally	ব্যক্তিগতভাবে	ব্যক্তিগতভাবে আমি চা পছন্দ করি।
persuade	রাজি করানো	তুমি কি তাকে যোগ দিতে রাজি করাতে পারবে?
photographer	ফটোগ্রাফার	ফটোগ্রাফার অনেক ছবি তুলেছে।
photography	ফটোগ্রাফি	ফটোগ্রাফি তার প্রিয় শখ।
pin	পিন	মানচিত্রে একটি পিন লাগাও।
pipe	পাইপ	পাইপটি পানি বহন করে।
planning	পরিকল্পনা	পরিকল্পনা করতে সময় লাগে।
pleasant	মনোরম	আমাদের মনোরম সন্ধ্যা ছিল।
pleasure	আনন্দ	তোমার সঙ্গে দেখা করে আনন্দ হলো।
plenty	প্রচুর	আমাদের প্রচুর সময় আছে।
plot	কাহিনি	কাহিনি অনুসরণ করা সহজ ছিল।
plus1	প্লাস	দুই প্লাস তিন পাঁচ।
poem	কবিতা	সে একটি ছোট কবিতা লিখেছে।
poet	কবি	কবি জোরে পড়লেন।
poetry	কবিতা	সে আধুনিক কবিতা উপভোগ করে।
poison	বিষ	বিষ শিশুদের থেকে দূরে রাখো।
poisonous	বিষাক্ত	কিছু মাশরুম বিষাক্ত।
policy	নীতি	কোম্পানি তার নীতি বদলেছে।
political	রাজনৈতিক	বক্তৃতাটি রাজনৈতিক ছিল।
politician	রাজনীতিবিদ	রাজনীতিবিদ প্রশ্নের উত্তর দিয়েছেন।
politics	রাজনীতি	রাজনীতি জটিল হতে পারে।
port	বন্দর	জাহাজটি বন্দরে ঢুকল।
portrait	প্রতিকৃতি	প্রতিকৃতিটি হলে ঝুলছে।
possibly	সম্ভবত	সে সম্ভবত দেরিতে আসবে।
pot	টব	গাছটির বড় টব দরকার।
pour	ঢালা	দুধটি ধীরে ঢালো।
poverty	দারিদ্র্য	অনেক পরিবার দারিদ্র্যে থাকে।
powder	গুঁড়া	গুঁড়াটি পানিতে যোগ করো।
powerful	শক্তিশালী	ইঞ্জিনটি শক্তিশালী।
practical	ব্যবহারিক	এটি ব্যবহারিক সমাধান।
pray	প্রার্থনা করা	তারা প্রতিদিন সকালে প্রার্থনা করে।
prayer	প্রার্থনা	সে নীরব প্রার্থনা বলল।
prediction	ভবিষ্যদ্বাণী	তার ভবিষ্যদ্বাণী ঠিক ছিল।
prepared	প্রস্তুত	আমি পরীক্ষার জন্য প্রস্তুত।
presentation	উপস্থাপনা	তার উপস্থাপনা স্পষ্ট ছিল।
press	চাপা	বোতামটি একবার চাপো।
pressure	চাপ	চাপ তোমার স্বাস্থ্যকে প্রভাবিত করতে পারে।
pretend	ভান করা	ঘুমিয়ে থাকার ভান করো না।
previous	আগের	আগের পাঠ সহজ ছিল।
previously	আগে	আমরা আগে রোমে থাকতাম।
priest	পুরোহিত	পুরোহিত আস্তে কথা বললেন।
primary	প্রধান	স্বাস্থ্য আমাদের প্রধান উদ্বেগ।
prince	রাজপুত্র	রাজপুত্র স্কুলে গেলেন।
princess	রাজকুমারী	রাজকুমারী নীল পোশাক পরেছিল।
printing	মুদ্রণ	প্রতিবেদন মুদ্রণ করতে কয়েক মিনিট লেগেছিল।
prisoner	বন্দী	বন্দী রাতে পালিয়েছে।
private	ব্যক্তিগত	এটি ব্যক্তিগত কথোপকথন।
producer	প্রযোজক	প্রযোজকের চলচ্চিত্রটি পছন্দ হয়েছে।
production	উৎপাদন	উৎপাদন আগামী সপ্তাহে শুরু হবে।
profession	পেশা	শিক্ষকতা সম্মানিত পেশা।
profit	লাভ	দোকানটি লাভ করেছে।
promote	প্রচার করা	তারা স্বাস্থ্যকর খাবার প্রচার করে।
proper	উপযুক্ত	হাঁটার জন্য উপযুক্ত জুতা পরো।
properly	ঠিকভাবে	দরজাটি ঠিকভাবে বন্ধ করো।
property	সম্পত্তি	তারা নদীর কাছে সম্পত্তি কিনেছে।
protest	প্রতিবাদ	প্রতিবাদ শান্তিপূর্ণভাবে শেষ হয়েছে।
proud	গর্বিত	সে তার ছেলেকে নিয়ে গর্বিত বোধ করেছে।
prove	প্রমাণ করা	তুমি কি তোমার উত্তর প্রমাণ করতে পারো?
punish	শাস্তি দেওয়া	শিক্ষক তাকে শাস্তি দেননি।
punishment	শাস্তি	শাস্তি ন্যায্য মনে হয়েছিল।
qualification	যোগ্যতা	এই কাজের জন্য যোগ্যতা দরকার।
qualified	যোগ্য	সে যোগ্য নার্স।
qualify	যোগ্য হওয়া	আমাদের দল যোগ্য হতে পারে।
queue	সারি	আমরা দীর্ঘ সারিতে অপেক্ষা করেছি।
quit	ছাড়া	সে ধূমপান ছাড়ার সিদ্ধান্ত নিয়েছে।
quotation	উদ্ধৃতি	প্রবন্ধটি উদ্ধৃতি দিয়ে শুরু হয়।
quote	উদ্ধৃত করা	আমি কি তোমার কথা উদ্ধৃত করতে পারি?
race (people)	জাতি	ফর্মটি জাতি সম্পর্কে জিজ্ঞেস করে।
racing	দৌড়	ঘোড়দৌড় সেখানে জনপ্রিয়।
range	পরিসর	দোকানটি বিস্তৃত পরিসর বিক্রি করে।
rare	বিরল	এই পাখি বিরল।
rarely	খুব কমই	আমরা খুব কমই বাইরে খাই।
reaction	প্রতিক্রিয়া	তার প্রতিক্রিয়া আমাকে অবাক করেছে।
reality	বাস্তবতা	বাস্তবতা তার স্বপ্ন থেকে আলাদা ছিল।
receipt	রসিদ	রসিদটি রেখে দাও।
recommendation	সুপারিশ	সুপারিশের জন্য ধন্যবাদ।
reference	সূত্র	শেষে একটি সূত্র যোগ করো।
reflect	প্রতিফলিত করা	আয়না আলো প্রতিফলিত করতে পারে।
regularly	নিয়মিত	সে নিয়মিত ব্যায়াম করে।
reject	প্রত্যাখ্যান করা	তারা প্রস্তাব প্রত্যাখ্যান করতে পারে।
relate	সম্পর্ক অনুভব করা	আমি সেই গল্পের সঙ্গে সম্পর্ক অনুভব করি।
related	সম্পর্কিত	দুটি সমস্যা সম্পর্কিত।
relation	সম্পর্ক	তাদের মধ্যে সম্পর্ক আছে।
relative	আপেক্ষিক	গতি আপেক্ষিক।
relaxed	শিথিল	রাতের খাবারের পরে সে শিথিল বোধ করেছিল।
relaxing	আরামদায়ক	সঙ্গীতটি আরামদায়ক ছিল।
release	মুক্তি দেওয়া	তারা শিগগির চলচ্চিত্রটি মুক্তি দেবে।
reliable	নির্ভরযোগ্য	এই বাস সাধারণত নির্ভরযোগ্য।
religion	ধর্ম	ধর্ম তার কাছে গুরুত্বপূর্ণ।
religious	ধর্মীয়	তারা ধর্মীয় ভবন দেখেছে।
remain	থাকা	অনুগ্রহ করে শান্ত থাকুন।
remind	মনে করিয়ে দেওয়া	কাল আমাকে মনে করিয়ে দিও।
remote	দূরবর্তী	তারা দূরবর্তী গ্রামে থাকে।
rent	ভাড়া	ভাড়া আজ দেওয়ার কথা।
repeated	পুনরাবৃত্ত	পুনরাবৃত্ত ভুল কাজ ধীর করেছে।
represent	প্রতিনিধিত্ব করা	তারাটি আশার প্রতিনিধিত্ব করে।
require	প্রয়োজন হওয়া	এই কাজে প্রশিক্ষণ প্রয়োজন হবে।
reservation	সংরক্ষণ	আমি সংরক্ষণ করেছি।
resource	সম্পদ	গ্রন্থাগারটি উপকারী সম্পদ।
respect	সম্মান করা	তোমার সহপাঠীদের সম্মান করো।
responsibility	দায়িত্ব	শিশুর যত্ন বড় দায়িত্ব।
responsible	দায়ী	সে টিকিটের জন্য দায়ী।
retire	অবসর নেওয়া	আমার বাবা শিগগির অবসর নেবেন।
retired	অবসরপ্রাপ্ত	তিনি অবসরপ্রাপ্ত শিক্ষক।
revise	সংশোধন করা	আজ রাতে তোমার প্রবন্ধ সংশোধন করো।
risk	ঝুঁকি	বৃষ্টির ঝুঁকি আছে।
robot	রোবট	রোবট মেঝে পরিষ্কার করেছে।
roll	গড়ানো	বলটি আমার দিকে গড়াও।
romantic	রোমান্টিক	তাদের রোমান্টিক রাতের খাবার ছিল।
rope	দড়ি	দড়িটি শক্ত করে বাঁধো।
rough	খসখসে	রাস্তা খসখসে ছিল।
row1	সারি	সামনের সারিতে বসো।
royal	রাজকীয়	রাজকীয় পরিবার এসেছে।
rugby	রাগবি	আমরা টেলিভিশনে রাগবি দেখেছি।
safety	নিরাপত্তা	কাজে নিরাপত্তা গুরুত্বপূর্ণ।
sailor	নাবিক	নাবিক নৌকাটি মেরামত করেছে।
sample	নমুনা	নার্স রক্তের নমুনা নিয়েছেন।
sand	বালি	বালি আমার জুতা ঢেকেছে।
scan	স্ক্যান করা	আগে নথিটি স্ক্যান করো।
scientific	বৈজ্ঞানিক	এটি বৈজ্ঞানিক পদ্ধতি।
script	চিত্রনাট্য	অভিনেতা চিত্রনাট্য পড়লেন।
sculpture	ভাস্কর্য	ভাস্কর্যটি বাইরে দাঁড়িয়ে আছে।
secondary	গৌণ	এটি গৌণ সমস্যা।
security	নিরাপত্তা	নিরাপত্তা আমাদের ব্যাগ পরীক্ষা করেছে।
seed	বীজ	বীজটি মাটিতে লাগাও।
sensible	যুক্তিসঙ্গত	এটি যুক্তিসঙ্গত ধারণা।
seriously	গুরুত্ব দিয়ে	এই সমস্যাকে গুরুত্ব দিয়ে নাও।
servant	চাকর	চাকর দরজা খুলেছে।
set (put)	রাখা	গ্লাসটি টেবিলে রাখো।
set (group)	সেট	এই সেটে ছয়টি কাপ আছে।
setting	পরিবেশ	গল্পটির শহুরে পরিবেশ আছে।
sex	লিঙ্গ	ফর্মটি বয়স এবং লিঙ্গ জিজ্ঞেস করে।
sexual	যৌন	ক্লাসটি যৌন স্বাস্থ্য নিয়ে আলোচনা করেছে।
sharp	ধারালো	এই ছুরিটি ধারালো।
shelf	তাক	বইটি তাকে রাখো।
shell	খোলস	খোলসটি খালি ছিল।
shift	পালা	আমার পালা আটটায় শুরু হয়।
shine	জ্বলা	তারাগুলো রাতে জ্বলে।
shiny	চকচকে	তার জুতা চকচকে।
shoot	শুট করা	ফটোগ্রাফার দৃশ্যটি শুট করবে।
shy	লাজুক	সে অপরিচিতদের সঙ্গে লাজুক।
sight	দৃশ্য	পাহাড়টি সুন্দর দৃশ্য ছিল।
signal	সংকেত	সংকেত দুর্বল ছিল।
silent	নীরব	ঘরটি নীরব হয়ে গেল।
silly	বোকা	এটি বোকা ভুল ছিল।
similarity	মিল	স্পষ্ট মিল আছে।
similarly	একইভাবে	দ্বিতীয় পরিকল্পনা একইভাবে কাজ করে।
simply	শুধু	শুধু এই বোতাম চাপো।
sink	ডোবা	ভারী পাথর দ্রুত ডোবে।
slice	টুকরা	আমি কেকের এক টুকরা খেয়েছি।
slightly	সামান্য	ঘরটি সামান্য উষ্ণ।
smart	মার্জিত	সে মার্জিত জ্যাকেট পরেছিল।
smooth	মসৃণ	রাস্তা মসৃণ।
software	সফটওয়্যার	সফটওয়্যারের আপডেট দরকার।
soil	মাটি	মাটি শুকনো।
solid	শক্ত	দেয়ালটি শক্ত।
southern	দক্ষিণী	তারা দক্ষিণী উপকূলে থাকে।
specifically	বিশেষভাবে	আমি বিশেষভাবে চা চেয়েছিলাম।
spending	খরচ	সরকারি খরচ বেড়েছে।
spicy	মসলাদার	এই কারি মসলাদার।
spirit	মনোবল	দলটি বড় মনোবল দেখিয়েছে।
spoken	কথ্য	কথ্য ইংরেজি অনুশীলনে উন্নত হয়।
spot	জায়গা	এই জায়গা নিখুঁত।
spread	লাগানো	রুটিতে মাখন লাগাও।
stadium	স্টেডিয়াম	স্টেডিয়ামটি ভর্তি ছিল।
staff	কর্মী	কর্মীরা সহায়ক ছিল।
standard	মান	মানটি উচ্চ ছিল।
statistic	পরিসংখ্যান	এই পরিসংখ্যান আশ্চর্যজনক।
statue	মূর্তি	মূর্তিটি চত্বরে দাঁড়িয়ে আছে।
stick (push into/attach)	লাগানো	লেবেলটি বাক্সে লাগাও।
stick (piece of wood)	কাঠি	সে একটি কাঠি তুলেছে।
