source_headword	MY	example_MY
alter	ပြောင်းလဲသည်	အသေးစိတ်တစ်ခုက ရလဒ်ကို ပြောင်းလဲခဲ့သည်.
anger	ဒေါသ	သူ၏ ဒေါသကို ရှင်းရှင်းလင်းလင်း မြင်ရသည်.
angle	ထောင့်	ဓာတ်ပုံကို နိမ့်သော ထောင့်မှ ရိုက်ခဲ့သည်.
anniversary	နှစ်ပတ်လည်နေ့	သူတို့ အိမ်တွင် နှစ်ပတ်လည်နေ့ကို ကျင်းပခဲ့သည်.
annual	နှစ်စဉ်သော	နှစ်စဉ် အစည်းအဝေးသည် မေလတွင် ဖြစ်သည်.
anxious	စိုးရိမ်သော	သူမသည် စာမေးပွဲမတိုင်မီ စိုးရိမ်နေသည်.
apparent	ထင်ရှားသော	အမှားသည် ချက်ချင်း ထင်ရှားခဲ့သည်.
apparently	ထင်ရသည်	ရထား နောက်ကျခဲ့သည်ဟု ထင်ရသည်.
appeal	တောင်းဆိုချက်	တောင်းဆိုချက်သည် လူအများထံ ရောက်ခဲ့သည်.
approach	ချဉ်းကပ်နည်း	ဤချဉ်းကပ်နည်းသည် ပိုကောင်းစွာ အလုပ်ဖြစ်ခဲ့သည်.
appropriate	သင့်လျော်သော	သင့်လျော်သော အဖြေကို ရွေးပါ.
approval	အတည်ပြုချက်	အစီအစဉ်သည် မန်နေဂျာ၏ အတည်ပြုချက် ရရှိခဲ့သည်.
approve	အတည်ပြုသည်	ကော်မတီသည် ဘတ်ဂျက်ကို အတည်ပြုခဲ့သည်.
arise	ပေါ်ပေါက်သည်	အစည်းအဝေးတွင် မေးခွန်းတစ်ခု ပေါ်ပေါက်ခဲ့သည်.
armed	လက်နက်ကိုင်သော	လက်နက်ကိုင် အစောင့်သည် တံခါးတွင် ရှိနေခဲ့သည်.
arms	လက်နက်များ	လက်နက်များကို သော့ခတ်ထားသော ဗီရိုထဲတွင် သိမ်းထားသည်.
artificial	အတုသော	အရသာသည် အလွန် အတုဆန်သည်.
artistic	အနုပညာဆိုင်ရာ	သူမတွင် အနုပညာဆိုင်ရာ အမြင်အားကောင်းသည်.
ashamed	ရှက်သော	သူသည် မိမိစကားများအတွက် ရှက်နေခဲ့သည်.
aspect	ရှုထောင့်	ဤရှုထောင့်သည် ပိုမို အာရုံစိုက်မှု လိုအပ်သည်.
assess	အကဲဖြတ်သည်	ဆရာက ကျွန်ုပ်တို့၏ အလုပ်ကို အကဲဖြတ်ခဲ့သည်.
assessment	အကဲဖြတ်ချက်	စာမေးပွဲပြီးနောက် အကဲဖြတ်ချက် ပြီးစီးခဲ့သည်.
associate	ဆက်စပ်သည်	လူများစွာက ဤအနံ့ကို နွေရာသီနှင့် ဆက်စပ်ကြသည်.
associated	ဆက်စပ်သော	ဤအန္တရာယ်များသည် စီမံကိန်းနှင့် ဆက်စပ်သည်.
association	အသင်း	အသင်းသည် ဖွင့်လှစ် ဆွေးနွေးပွဲ ပြုလုပ်ခဲ့သည်.
assume	ယူဆသည်	သူလာမည်ဟု ကျွန်ုပ် ယူဆသည်.
attempt	ကြိုးပမ်းမှု	ပထမ ကြိုးပမ်းမှု မအောင်မြင်ခဲ့သည်.
bacteria	ဘက်တီးရီးယား	ဘက်တီးရီးယားသည် နွေးသောရေတွင် ပျံ့နှံ့သည်.
barrier	အတားအဆီး	ဘာသာစကားသည် ကြီးမားသော အတားအဆီး ဖြစ်ခဲ့သည်.
basically	အခြေခံအားဖြင့်	အခြေခံအားဖြင့် အစီအစဉ်သည် ရိုးရှင်းသည်.
bear (deal with)	ခံနိုင်သည်	ဤဆူညံသံကို ကျွန်ုပ် မခံနိုင်ပါ.
beg	တောင်းပန်သည်	သူမက အကူအညီကို ရိုးသားစွာ တောင်းပန်ခဲ့သည်.
being	သတ္တဝါ	ထိုသတ္တဝါသည် ဖြည်းဖြည်း လှုပ်ရှားခဲ့သည်.
bent	ကွေးသော	ကွေးနေသော ကြိုးသည် လွယ်ကူစွာ ကျိုးသွားသည်.
bet	လောင်းကြေး	သူသည် လောင်းကြေးသေးသေးကို နိုင်ခဲ့သည်.
beyond	ကျော်လွန်၍	လမ်းသည် အိမ်ကို ကျော်လွန်၍ ဆက်သွားသည်.
bitter	ခါးသော	ကော်ဖီသည် အလွန် ခါးသည်.
blame	အပြစ်တင်သည်	အရာအားလုံးအတွက် သူ့ကို အပြစ်မတင်ပါနှင့်.
blind	မျက်မမြင်သော	မျက်မမြင် အမျိုးသားသည် တံခါးကို မှတ်မိခဲ့သည်.
bond	နှောင်ကြိုး	နှစ်များအတွင်း ခိုင်မာသော နှောင်ကြိုး ပေါ်လာခဲ့သည်.
breast	ရင်သား	ဆရာဝန်သည် ရင်သားကို ဂရုတစိုက် စစ်ဆေးခဲ့သည်.
brief	တိုတောင်းသော	အစည်းအဝေးသည် တိုတောင်းသည်.
broad	ကျယ်သော	လမ်းသည် ကျယ်ပြီး တိတ်ဆိတ်သည်.
broadcast	ထုတ်လွှင့်သည်	ချန်နယ်သည် ပွဲကို ထုတ်လွှင့်ခဲ့သည်.
budget	ဘတ်ဂျက်	ယခုနှစ် ဘတ်ဂျက်သည် သေးသည်.
bullet	ကျည်ဆန်	ကျည်ဆန်သည် သတ္တုပြားကို ထိမှန်ခဲ့သည်.
bunch	အစု	စားပွဲပေါ်တွင် ပန်းအစုတစ်ခု ရှိသည်.
bush	ချုံ	ချုံသည် ပြတင်းပေါက်အောက်တွင် ကြီးထွားခဲ့သည်.
cable	ကေဘယ်ကြိုး	ကေဘယ်ကြိုးသည် စားပွဲနောက်သို့ သွားခဲ့သည်.
calculate	တွက်ချက်သည်	ပရိုဂရမ်သည် စုစုပေါင်းကို ကိုယ်တိုင် တွက်ချက်သည်.
cancel	ဖျက်သိမ်းသည်	သူတို့ မနက်တွင် လေယာဉ်ခရီးစဉ်ကို ဖျက်သိမ်းခဲ့သည်.
cancer	ကင်ဆာ	ကင်ဆာသည် စောစီးသော ကုသမှု လိုအပ်သည်.
capable	စွမ်းဆောင်နိုင်သော	သူမသည် ဤအရာကို လုပ်နိုင်စွမ်းရှိသည်.
capacity	စွမ်းရည်	ခန်းမ၏ စွမ်းရည်သည် ကန့်သတ်ထားသည်.
capture	ဖမ်းယူသည်	ကင်မရာသည် ထိုအခိုက်အတန့်ကို ဖမ်းယူခဲ့သည်.
cast	သရုပ်ဆောင်အဖွဲ့	ရုပ်ရှင်၏ သရုပ်ဆောင်အဖွဲ့သည် လူသိများသည်.
cell	ဆဲလ်	ဆဲလ်တိုင်းတွင် အချက်အလက် ပါရှိသည်.
chairman	ဥက္ကဋ္ဌ	ဥက္ကဋ္ဌသည် အစည်းအဝေးကို ဖွင့်ခဲ့သည်.
characteristic	လက္ခဏာ	ဤလက္ခဏာသည် မျိုးစိတ်ကို ခွဲခြားပြသည်.
chief	အဓိကသော	အဓိက အကြောင်းရင်းမှာ ရာသီဥတု ဖြစ်သည်.
circumstance	အခြေအနေ	ဤအခြေအနေက ဆုံးဖြတ်ချက်ကို ပြောင်းခဲ့သည်.
cite	ကိုးကားသည်	ဆောင်းပါးသည် လေ့လာမှုဟောင်းကို ကိုးကားခဲ့သည်.
citizen	နိုင်ငံသား	နိုင်ငံသားတိုင်း မဲပေးနိုင်ခဲ့သည်.
civil	မြို့ပြဆိုင်ရာ	မြို့ပြဆိုင်ရာ ဥပဒေသည် ဤနေရာတွင် အကျုံးဝင်သည်.
classic	ဂန္ထဝင်သော	ဤသည်မှာ ဂန္ထဝင် ဥပမာတစ်ခု ဖြစ်သည်.
closely	နီးကပ်စွာ	သူတို့ အခြေအနေကို နီးကပ်စွာ စောင့်ကြည့်ခဲ့သည်.
collapse	ပြိုကျသည်	နံရံဟောင်းသည် ပြိုကျခဲ့သည်.
combination	ပေါင်းစပ်မှု	ဤပေါင်းစပ်မှုသည် ကောင်းစွာ အလုပ်ဖြစ်သည်.
comfort	သက်သာမှု	ကုလားထိုင်သည် ပိုမို သက်သာမှု ပေးသည်.
command	အမိန့်	ကွန်ပျူတာသည် အမိန့်ကို မသိရှိခဲ့ပါ.
commission	ကော်မရှင်	ကော်မရှင်သည် ဖြစ်ရပ်ကို စုံစမ်းခဲ့သည်.
commitment	ကတိကဝတ်	အလုပ်သည် ကြီးမားသော ကတိကဝတ် လိုအပ်သည်.
committee	ကော်မတီ	ကော်မတီသည် အဆိုပြုချက်ကို မဲခွဲခဲ့သည်.
commonly	ပုံမှန်အားဖြင့်	ဤစကားလုံးကို ကျောင်းတွင် ပုံမှန်အားဖြင့် သုံးသည်.
complicated	ရှုပ်ထွေးသော	ညွှန်ကြားချက်များသည် အလွန် ရှုပ်ထွေးသည်.
component	အစိတ်အပိုင်း	အစိတ်အပိုင်းတစ်ခုကို အစားထိုးရသည်.
concentration	အာရုံစူးစိုက်မှု	ဆူညံသံကြောင့် အာရုံစူးစိုက်မှု ပျောက်သွားသည်.
concept	အယူအဆ	ဤအယူအဆသည် ရှင်းပြချက် လိုအပ်သည်.
concern	စိုးရိမ်မှု	သူ၏ အဓိက စိုးရိမ်မှုမှာ လုံခြုံရေး ဖြစ်သည်.
concerned	စိုးရိမ်သော	မိဘများသည် ကလေးများအတွက် စိုးရိမ်နေကြသည်.
conduct	ဆောင်ရွက်သည်	အဖွဲ့သည် လေ့လာမှုကို ဆောင်ရွက်ခဲ့သည်.
confidence	ယုံကြည်မှု	အောင်ပွဲပြီးနောက် ယုံကြည်မှု တိုးလာသည်.
conflict	ပဋိပက္ခ	ပဋိပက္ခသည် ငြင်းခုံမှုသေးသေးဖြင့် စတင်ခဲ့သည်.
confusing	ရှုပ်ထွေးစေသော	ညွှန်ကြားချက်များသည် ရှုပ်ထွေးစေသည်.
conscious	သတိရှိသော	သူမသည် အန္တရာယ်ကို သတိရှိသည်.
conservative	ရှေးရိုးစွဲသော	ဤသည်မှာ ရှေးရိုးစွဲ ခန့်မှန်းချက် ဖြစ်သည်.
consideration	စဉ်းစားချက်	ဤစဉ်းစားချက်က ဆုံးဖြတ်ချက်ကို သက်ရောက်ခဲ့သည်.
consistent	တသမတ်တည်းသော	သူ၏ အလုပ်သည် တသမတ်တည်း ဖြစ်သည်.
constant	အမြဲတမ်းသော	အမြဲတမ်း ဆူညံသံက လူတိုင်းကို ပင်ပန်းစေသည်.
constantly	အမြဲတမ်း	ဖုန်းသည် အမြဲတမ်း မြည်နေသည်.
construct	တည်ဆောက်သည်	သူတို့ ယာယီ တံတားကို တည်ဆောက်ခဲ့သည်.
construction	တည်ဆောက်ရေး	တည်ဆောက်ရေးသည် နှစ်လ ကြာခဲ့သည်.
contemporary	ခေတ်ပြိုင်သော	ပြခန်းသည် ခေတ်ပြိုင် အနုပညာကို ပြသခဲ့သည်.
contest	ပြိုင်ပွဲ	ပြိုင်ပွဲသည် နေ့လယ်တွင် စတင်ခဲ့သည်.
contract	စာချုပ်	စာချုပ်ကို ယနေ့ လက်မှတ်ရေးထိုးခဲ့သည်.
contribute	ပါဝင်ကူညီသည်	လူတိုင်း စီမံကိန်းတွင် ပါဝင်ကူညီရသည်.
contribution	ပံ့ပိုးမှု	သူမ၏ ပံ့ပိုးမှုသည် အရေးကြီးသည်.
convert	ပြောင်းလဲသည်	ပရိုဂရမ်သည် ဖိုင်ကို မြန်မြန် ပြောင်းလဲသည်.
convinced	ယုံကြည်သေချာသော	ကျွန်ုပ်သည် ဤအရာကို လုံးဝ ယုံကြည်သေချာသည်.
core	အဓိက	အဓိက အဖွဲ့သည် မပြောင်းလဲခဲ့ပါ.
corporate	ကုမ္ပဏီဆိုင်ရာ	ကုမ္ပဏီဆိုင်ရာ စည်းမျဉ်းများသည် တင်းကျပ်သည်.
council	ကောင်စီ	ကောင်စီသည် ညနေတွင် တွေ့ဆုံခဲ့သည်.
county	ခရိုင်	ခရိုင်သည် လမ်းအသစ်ကို ဖွင့်ခဲ့သည်.
courage	သတ္တိ	သူမတွင် ပြောရဲသော သတ္တိ ရှိသည်.
crash	တိုက်မှု	တိုက်မှုသည် ယာဉ်ကြောကို ရပ်တန့်စေခဲ့သည်.
creation	ဖန်တီးမှု	စနစ်အသစ်၏ ဖန်တီးမှုသည် အချိန်ယူခဲ့သည်.
creature	သတ္တဝါ	သတ္တဝါသေးသေးသည် တောထဲသို့ ပျောက်သွားသည်.
crew	အဖွဲ့သား	အဖွဲ့သားများသည် သင်္ဘောကို ပြင်ဆင်ခဲ့သည်.
crisis	အကျပ်အတည်း	အကျပ်အတည်းသည် တစ်ပတ်လုံး ကြာခဲ့သည်.
criterion	စံသတ်မှတ်ချက်	အဓိက စံသတ်မှတ်ချက်မှာ ရှင်းလင်းမှု ဖြစ်သည်.
critic	ဝေဖန်ရေးသမား	ဝေဖန်ရေးသမားက ဖျော်ဖြေမှုကို ချီးကျူးခဲ့သည်.
critical	အရေးကြီးသော	ဤသည်မှာ အရေးကြီးသော အခိုက်အတန့် ဖြစ်သည်.
criticism	ဝေဖန်မှု	ဝေဖန်မှုသည် အတော် ပြင်းထန်သည်.
criticize	ဝေဖန်သည်	သူတို့ ဆုံးဖြတ်ချက်ကို အများရှေ့တွင် ဝေဖန်ခဲ့သည်.
crop	သီးနှံ	ယခုနှစ် သီးနှံသည် ကောင်းသည်.
crucial	အဆုံးအဖြတ်ဖြစ်သော	အချိန်သည် အဆုံးအဖြတ်ဖြစ်သော အချက် ဖြစ်သည်.
cure	ကုသနည်း	ဆရာဝန်များသည် ကုသနည်းအသစ်ကို ရှာဖွေနေကြသည်.
curve	ကွေးကောက်မှု	လမ်းသည် ပြင်းသော ကွေးကောက်မှု လုပ်ခဲ့သည်.
curved	ကွေးသော	ကွေးသော မှန်သည် အလင်းကို ပြန်လှန်ခဲ့သည်.
debate	ငြင်းခုံဆွေးနွေးမှု	ငြင်းခုံဆွေးနွေးမှုသည် ကြာခဲ့သည်.
debt	အကြွေး	အကြွေးကို နောက်ဆုံးတွင် ဆပ်ခဲ့သည်.
decent	သင့်တော်သော	အခန်းသည် သင့်တော်ပြီး သန့်ရှင်းသည်.
declare	ကြေညာသည်	မြို့သည် အရေးပေါ်အခြေအနေကို ကြေညာခဲ့သည်.
decline	ကျဆင်းမှု	ရောင်းအားတွင် ရှင်းလင်းသော ကျဆင်းမှု ရှိသည်.
decoration	အလှဆင်ပစ္စည်း	အလှဆင်ပစ္စည်းသည် တံခါးအပေါ်တွင် ချိတ်ထားသည်.
decrease	လျော့ကျသည်	နွေဦးတွင် ကုန်ကျစရိတ် လျော့ကျခဲ့သည်.
deeply	နက်ရှိုင်းစွာ	သူသည် နက်ရှိုင်းစွာ အသက်ရှူခဲ့သည်.
defeat	ရှုံးနိမ့်မှု	ရှုံးနိမ့်မှုသည် အဖွဲ့အတွက် ခက်ခဲသည်.
defence	ကာကွယ်ရေး	ကာကွယ်ရေးဘက်က သက်သေအသစ် တင်ပြခဲ့သည်.
defend	ကာကွယ်သည်	သူက မိမိကိုယ်ကို ကာကွယ်ခဲ့သည်.
delay	နှောင့်နှေးမှု	နှောင့်နှေးမှုသည် တစ်နာရီ ကြာခဲ့သည်.
deliberate	ရည်ရွယ်ထားသော	ဤသည်မှာ ရည်ရွယ်ထားသော ရွေးချယ်မှု ဖြစ်သည်.
deliberately	ရည်ရွယ်၍	သူသည် ၎င်းကို ရည်ရွယ်၍ ချန်ထားခဲ့သည်.
delight	ပျော်ရွှင်မှု	သတင်းသည် လူတိုင်းကို ပျော်ရွှင်မှု ပေးခဲ့သည်.
delighted	ဝမ်းသာသော	သူမသည် ရလဒ်အတွက် ဝမ်းသာနေသည်.
delivery	ပို့ဆောင်မှု	ပို့ဆောင်မှုသည် အနည်းငယ် နောက်ကျခဲ့သည်.
demand	လိုအပ်ချက်	လိုအပ်ချက်သည် မြန်မြန် တိုးလာသည်.
demonstrate	ပြသသည်	စမ်းသပ်မှုသည် သက်ရောက်မှုကို ရှင်းလင်းစွာ ပြသခဲ့သည်.
deny	ငြင်းဆိုသည်	သူသည် စွပ်စွဲချက်ကို ငြင်းဆိုခဲ့သည်.
depressed	စိတ်ဓာတ်ကျသော	သူမသည် စိတ်ဓာတ်ကျနေသည်.
depressing	စိတ်ဓာတ်ကျစေသော	ရာသီဥတုသည် တကယ် စိတ်ဓာတ်ကျစေသည်.
depth	အနက်	ကန်၏ အနက်က ကျွန်ုပ်တို့ကို အံ့အားသင့်စေသည်.
deserve	ထိုက်တန်သည်	သူတို့သည် ချီးကျူးမှု ထိုက်တန်သည်.
desire	ဆန္ဒ	ပြင်းထန်သော ဆန္ဒက သူ့ကို ရှေ့သို့ တွန်းခဲ့သည်.
desperate	အလွန်လိုအပ်နေသော	သူတို့ အကူအညီကို အလွန်လိုအပ်နေခဲ့သည်.
detailed	အသေးစိတ်သော	အစီရင်ခံစာသည် အလွန် အသေးစိတ်သည်.
detect	ရှာဖွေတွေ့ရှိသည်	ဆင်ဆာသည် လှုပ်ရှားမှုကို ရှာဖွေတွေ့ရှိခဲ့သည်.
dig	တူးသည်	ကလေးများသည် သဲထဲတွင် တွင်းတစ်ခု တူးခဲ့သည်.
disc	ဒစ်	ဒစ်အဟောင်းသည် မဖွင့်နိုင်ခဲ့ပါ.
discipline	စည်းကမ်း	အားကစားသည် စည်းကမ်း လိုအပ်သည်.
dishonest	မရိုးသားသော	မရိုးသားသော အဖြေက ယုံကြည်မှုကို ဖျက်ဆီးခဲ့သည်.
dismiss	အလုပ်မှ ထုတ်သည်	မန်နေဂျာသည် ဝန်ထမ်းကို အလုပ်မှ ထုတ်ခဲ့သည်.
display	ပြသသည်	ဖန်သားပြင်သည် မက်ဆေ့ခ်ျအသစ်ကို ပြသခဲ့သည်.
distribute	ဖြန့်ဝေသည်	သူတို့ စာရွက်များကို အတန်းထဲတွင် ဖြန့်ဝေခဲ့သည်.
distribution	ဖြန့်ဝေမှု	ဖြန့်ဝေမှုသည် မညီမျှပါ.
district	မြို့နယ်	ဤမြို့နယ်သည် မြန်မြန် ကြီးထွားခဲ့သည်.
division	ဌာနခွဲ	ကုမ္ပဏီသည် ဌာနခွဲအသစ် တည်ထောင်ခဲ့သည်.
domestic	ပြည်တွင်းသော	ပြည်တွင်း စျေးကွက်သည် ခိုင်မာနေခဲ့သည်.
dominate	လွှမ်းမိုးသည်	အဖွဲ့တစ်ဖွဲ့သည် ပွဲကို လွှမ်းမိုးခဲ့သည်.
downwards	အောက်သို့	စျေးနှုန်းသည် အောက်သို့ ရွေ့ခဲ့သည်.
dozen	တစ်ဒါဇင်	စားပွဲပေါ်တွင် ကြက်ဥတစ်ဒါဇင် ရှိသည်.
draft	မူကြမ်း	သူမသည် မူကြမ်းကို ကျွန်ုပ်ထံ ပို့ခဲ့သည်.
drag	ဆွဲယူသည်	အိုင်ကွန်ကို ဖန်သားပြင်ပေါ်သို့ ဆွဲယူပါ.
dramatic	ထူးခြားပြင်းထန်သော	ပြောင်းလဲမှုသည် ထူးခြားပြင်းထန်သည်.
edit	တည်းဖြတ်သည်	ကျွန်ုပ် စာသားကို တည်းဖြတ်ရမည်.
edition	ထုတ်ဝေမှု	ထုတ်ဝေမှုအသစ်သည် ယနေ့ ထွက်လာသည်.
efficient	ထိရောက်သော	စနစ်သည် ယခု ပိုမို ထိရောက်သည်.
elderly	အသက်ကြီးသော	အသက်ကြီးသော အမျိုးသမီးသည် ပန်းခြံတွင် ထိုင်နေသည်.
elect	ရွေးကောက်သည်	သူတို့ ခေါင်းဆောင်အသစ်ကို ရွေးကောက်ခဲ့သည်.
elsewhere	အခြားနေရာတွင်	အဖြေကို အခြားနေရာတွင် ရှာပါ.
emerge	ပေါ်ထွက်လာသည်	အချက်အလက်အသစ်များ နောက်ပိုင်းတွင် ပေါ်ထွက်လာခဲ့သည်.
emotional	စိတ်ခံစားမှုဆိုင်ရာ	မိန့်ခွန်းသည် အလွန် စိတ်ခံစားမှုဆိုင်ရာ ဖြစ်သည်.
emphasis	အလေးပေးမှု	ဆရာက ရှင်းလင်းမှုကို အလေးပေးခဲ့သည်.
emphasize	အလေးပေးသည်	သူမသည် သတ်မှတ်ချိန်ကို အလေးပေးခဲ့သည်.
enable	ဖြစ်နိုင်စေသည်	ကိရိယာအသစ်သည် အလုပ်ကို ပိုမြန်စေသည်.
encounter	ကြုံတွေ့သည်	ခရီးတွင် ပြဿနာအချို့ကို ကြုံတွေ့ခဲ့သည်.
engage	ပါဝင်စေသည်	သင်တန်းသည် လူကြီး သင်ယူသူများကို ပါဝင်စေသည်.
enhance	မြှင့်တင်သည်	အလင်းအသစ်သည် ပုံကို မြှင့်တင်ခဲ့သည်.
enquiry	မေးမြန်းချက်	မေးမြန်းချက်ကို မနက်တွင် ပို့ခဲ့သည်.
ensure	သေချာစေသည်	စစ်ဆေးမှုသည် အရည်အသွေးကို သေချာစေသည်.
enthusiasm	စိတ်အားထက်သန်မှု	သူမသည် စိတ်အားထက်သန်မှုကြီးစွာ ပြောခဲ့သည်.
enthusiastic	စိတ်အားထက်သန်သော	ပရိသတ်သည် စိတ်အားထက်သန်သည်.
entire	တစ်ခုလုံးသော	အဖွဲ့တစ်ခုလုံး နောက်ကျခဲ့သည်.
entirely	လုံးဝ	ကျွန်ုပ် လုံးဝ သဘောမတူပါ.
establish	တည်ထောင်သည်	သူတို့ ကလပ်အသစ်ကို တည်ထောင်ခဲ့သည်.
estate	ပိုင်ဆိုင်မှု	ပိုင်ဆိုင်မှုသည် မြန်မြန် ရောင်းထွက်ခဲ့သည်.
estimate	ခန့်မှန်းချက်	ပထမ ခန့်မှန်းချက်သည် မြင့်ခဲ့သည်.
ethical	ကျင့်ဝတ်ဆိုင်ရာ	ဤသည်မှာ ကျင့်ဝတ်ဆိုင်ရာ မေးခွန်း ဖြစ်သည်.
evaluate	အကဲဖြတ်သည်	ရလဒ်များကို ကျွန်ုပ်တို့ အကဲဖြတ်ရမည်.
evil	ဆိုးယုတ်သော	ဇာတ်လမ်းတွင် ဆိုးယုတ်သော ဘုရင် ရှိသည်.
examination	စာမေးပွဲ	စာမေးပွဲသည် ကိုးနာရီတွင် စတင်ခဲ့သည်.
excuse	အကြောင်းပြချက်	ဤအကြောင်းပြချက်သည် မယုံကြည်ရပါ.
executive	အမှုဆောင်	အမှုဆောင်က အစီအစဉ်ကို အတည်ပြုခဲ့သည်.
existence	တည်ရှိမှု	သက်သေများသည် ၎င်း၏ တည်ရှိမှုကို အတည်ပြုခဲ့သည်.
expectation	မျှော်လင့်ချက်	မျှော်လင့်ချက်သည် အလွန် မြင့်သည်.
expense	ကုန်ကျစရိတ်	ဤကုန်ကျစရိတ်သည် ဘတ်ဂျက်မှ လာသည်.
exploration	စူးစမ်းလေ့လာမှု	ဂူ၏ စူးစမ်းလေ့လာမှု ဆက်လက်ရှိသည်.
expose	ဖော်ထုတ်သည်	လေ့လာမှုသည် အမှားကို ဖော်ထုတ်ခဲ့သည်.
extend	တိုးချဲ့သည်	သူတို့ သတ်မှတ်ချိန်ကို တိုးချဲ့ခဲ့သည်.
extent	အတိုင်းအတာ	ပျက်စီးမှု၏ အတိုင်းအတာသည် နောက်မှ သိရသည်.
external	ပြင်ပသော	ပြင်ပ စစ်ဆေးမှုသည် မနက်ဖြန် စတင်မည်.
extraordinary	ထူးခြားသော	ဤအောင်မြင်မှုသည် ထူးခြားသည်.
facility	အဆောက်အအုံ	အဆောက်အအုံအသစ်သည် နွေဦးတွင် ဖွင့်ခဲ့သည်.
failure	မအောင်မြင်မှု	မအောင်မြင်မှုက ကျွန်ုပ်တို့ကို များစွာ သင်ပေးခဲ့သည်.
faith	ယုံကြည်ခြင်း	သူမ ယုံကြည်ခြင်းကို မဆုံးရှုံးခဲ့ပါ.
fault	အပြစ်	အမှားသည် သူ့အပြစ် မဟုတ်ပါ.
feather	အမွေး	အမွေးသည် ဖြည်းဖြည်း ကျလာသည်.
fee	ကြေး	ကြေးကို ကြိုတင် ပေးရမည်.
feedback	တုံ့ပြန်ချက်	ကျွန်ုပ်တို့ အသုံးဝင်သော တုံ့ပြန်ချက် ရရှိခဲ့သည်.
fellow	အဖော်	သူ၏ အဖော်သည် အပြင်တွင် စောင့်နေခဲ့သည်.
finance	ဘဏ္ဍာရေး	ဘဏ္ဍာရေးသည် တိကျသော အချက်အလက် လိုအပ်သည်.
finding	တွေ့ရှိချက်	အဓိက တွေ့ရှိချက်သည် မမျှော်လင့်ထားသော အရာ ဖြစ်သည်.
firm	ကုမ္ပဏီ	ကုမ္ပဏီသည် လူသစ်များ ခန့်ထားခဲ့သည်.
flame	မီးတောက်	မီးတောက်သည် လေထဲတွင် လှုပ်ရှားခဲ့သည်.
flash	လျှပ်တပြက်အလင်း	ကျွန်ုပ်တို့ ကောင်းကင်တွင် တောက်ပသော လျှပ်တပြက်အလင်း မြင်ခဲ့သည်.
flexible	ပြောင်းလွယ်ပြင်လွယ်သော	အချိန်ဇယားသည် အတော် ပြောင်းလွယ်ပြင်လွယ် ဖြစ်သည်.
float	မျောသည်	လှေသည် ရေပေါ်တွင် ငြိမ်သက်စွာ မျောနေသည်.
folding	ခေါက်နိုင်သော	ခေါက်နိုင်သော ကုလားထိုင်သည် ဗီရိုထဲ ဝင်သည်.
forgive	ခွင့်လွှတ်သည်	နောက်ဆုံးတွင် သူမ ခွင့်လွှတ်နိုင်ခဲ့သည်.
