hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
533:宾馆	宾馆	宾馆	ホテル; 宿泊施設	私たちは空港の近くのホテルに泊まっています。	호텔; 숙소	우리는 공항 근처 호텔에 머물고 있어요.	khách sạn	Chúng tôi ở khách sạn gần sân bay.	โรงแรม	เราพักที่โรงแรมใกล้สนามบิน	hotel; rumah tumpangan	Kami menginap di hotel berhampiran lapangan terbang.	penginapan; hotel	Kami menginap di hotel dekat bandara.
534:冰	冰	冰	氷	コップの中に氷があります。	얼음	컵 안에 얼음이 있어요.	đá; nước đá	Trong cốc có đá.	น้ำแข็ง	ในแก้วมีน้ำแข็ง	ais	Di dalam gelas ada ais.	es	Di dalam gelas ada es.
537:病人	病人	病人	患者; 病人	医者は今、患者を診ています。	환자; 아픈 사람	의사가 지금 환자를 보고 있어요.	bệnh nhân; người bệnh	Bác sĩ đang khám cho bệnh nhân.	ผู้ป่วย; คนไข้	หมอกำลังดูคนไข้อยู่	pesakit	 Doktor sedang memeriksa pesakit.	pasien; orang sakit	Dokter sedang memeriksa pasien.
538:不但	不但	不但	それだけでなく; だけでなく	彼は中国語だけでなく英語も話せます。	뿐만 아니라	그는 중국어뿐만 아니라 영어도 할 수 있어요.	không những; không chỉ	Anh ấy không chỉ nói được tiếng Trung mà còn nói được tiếng Anh.	ไม่เพียงแต่	เขาไม่เพียงแต่พูดภาษาจีนได้ แต่ยังพูดภาษาอังกฤษได้ด้วย	bukan sahaja	Dia bukan sahaja boleh berbahasa Cina, malah boleh berbahasa Inggeris.	tidak hanya	Dia tidak hanya bisa berbahasa Mandarin, tetapi juga bahasa Inggris.
539:不见	不见	不见	見えない; 会わない; 消える	お久しぶりです。最近お元気ですか。	보이지 않다; 만나지 못하다	오랜만이에요. 요즘 잘 지냈어요?	không thấy; biến mất	Lâu rồi không gặp, gần đây bạn thế nào?	ไม่เห็น; หายไป	ไม่ได้เจอกันนาน ช่วงนี้เป็นอย่างไรบ้าง	tidak nampak; lama tidak berjumpa	Lama tidak berjumpa, kebelakangan ini kamu baik-baik sahaja?	tidak terlihat; lama tidak bertemu	Lama tidak bertemu, akhir-akhir ini kamu bagaimana?
540:不用	不用	不用	必要ない; 使わない	私を待たなくていいです。	필요 없다; 쓰지 않다	저를 기다릴 필요 없어요.	không cần; không dùng	Bạn không cần đợi tôi.	ไม่ต้อง; ไม่ใช้	คุณไม่ต้องรอฉัน	tidak perlu; tidak menggunakan	Kamu tidak perlu menunggu saya.	tidak perlu; tidak memakai	Kamu tidak perlu menunggu saya.
541:不同	不同	不同	違う; 異なる	私たちは違う考えを持っています。	다르다	우리는 생각이 달라요.	khác nhau	Chúng tôi có suy nghĩ khác nhau.	แตกต่างกัน	พวกเรามีความคิดแตกต่างกัน	berbeza	Kami mempunyai fikiran yang berbeza.	berbeda	Kami punya pemikiran yang berbeda.
542:不久	不久	不久	まもなく; ほどなく	まもなく彼は上海へ引っ越しました。	오래지 않아; 곧	얼마 지나지 않아 그는 상하이로 이사했어요.	không lâu sau; chẳng bao lâu	Không lâu sau, anh ấy chuyển đến Thượng Hải.	ไม่นาน; ในไม่ช้า	ไม่นานหลังจากนั้นเขาย้ายไปเซี่ยงไฮ้	tidak lama kemudian; tidak lama	Tidak lama kemudian, dia berpindah ke Shanghai.	tidak lama kemudian	Tidak lama kemudian, dia pindah ke Shanghai.
543:不行	不行	不行	だめだ; できない	今日はだめです。授業があります。	안 되다; 불가능하다	오늘은 안 돼요. 수업이 있어요.	không được; không ổn	Hôm nay không được, tôi có lớp.	ไม่ได้; ไม่ไหว	วันนี้ไม่ได้ ฉันมีเรียน	tidak boleh; tidak menjadi	Hari ini tidak boleh, saya ada kelas.	tidak bisa; tidak boleh	Hari ini tidak bisa, saya ada kelas.
544:才1	才1	才	やっと; になって初めて	彼は十時になってやっと家に着きました。	비로소; 겨우	그는 열 시가 되어서야 집에 도착했어요.	mới; đến lúc đó mới	Đến mười giờ anh ấy mới về đến nhà.	เพิ่ง; จึงจะ	เขาเพิ่งถึงบ้านตอนสิบโมง	sampai; baru	Dia hanya sampai di rumah pada pukul sepuluh.	baru	Dia baru sampai rumah pukul sepuluh.
548:草地	草地	草地	芝生; 草地	子どもたちは芝生で遊んでいます。	잔디밭; 풀밭	아이들이 잔디밭에서 놀고 있어요.	bãi cỏ; thảm cỏ	Trẻ con đang chơi trên bãi cỏ.	สนามหญ้า; พื้นหญ้า	เด็ก ๆ กำลังเล่นบนสนามหญ้า	rumput; padang rumput	Kanak-kanak bermain di atas rumput.	rumput; halaman rumput	Anak-anak bermain di atas rumput.
550:查	查	查	調べる; 確認する	チケットの値段を確認したいです。	확인하다; 찾아보다	저는 표 가격을 확인하고 싶어요.	tra; kiểm tra	Tôi muốn kiểm tra giá vé.	ตรวจสอบ; ค้นหา	ฉันอยากตรวจสอบราคาตั๋ว	menyemak; mencari	Saya mahu menyemak harga tiket.	mengecek; mencari	Saya ingin mengecek harga tiket.
554:常	常	常	よく; しばしば	彼はよくその本屋へ行きます。	자주	그는 그 서점에 자주 가요.	thường	Anh ấy thường đến hiệu sách đó.	บ่อย ๆ	เขาไปร้านหนังสือนั้นบ่อย ๆ	selalu; kerap	Dia kerap pergi ke kedai buku itu.	sering	Dia sering pergi ke toko buku itu.
555:常见	常见	常见	よくある; よく見られる	これはよくある質問です。	흔하다; 자주 보이다	이것은 흔한 질문이에요.	thường gặp; phổ biến	Đây là một câu hỏi thường gặp.	พบบ่อย; ธรรมดา	นี่เป็นคำถามที่พบบ่อย	biasa; lazim	Ini ialah soalan yang biasa ditemui.	umum; sering ditemui	Ini adalah pertanyaan yang umum.
556:常用	常用	常用	よく使う; 常用の	スマートフォンはよく使う道具です。	자주 쓰는; 상용의	휴대전화는 자주 쓰는 도구예요.	thường dùng	Điện thoại là công cụ thường dùng.	ใช้บ่อย	โทรศัพท์เป็นเครื่องมือที่ใช้บ่อย	biasa digunakan	Telefon ialah alat yang biasa digunakan.	sering digunakan	Ponsel adalah alat yang sering digunakan.
557:常常	常常	常常	よく; たびたび	私はよく夜に本を読みます。	자주; 흔히	저는 밤에 자주 책을 읽어요.	thường xuyên; hay	Tôi thường đọc sách vào buổi tối.	บ่อย ๆ; เป็นประจำ	ฉันอ่านหนังสือตอนกลางคืนบ่อย ๆ	selalu; kerap	Saya kerap membaca buku pada waktu malam.	sering; kerap	Saya sering membaca buku pada malam hari.
564:出院	出院	出院	退院する	彼は今日退院できます。	퇴원하다	그는 오늘 퇴원할 수 있어요.	ra viện	Hôm nay anh ấy có thể ra viện.	ออกจากโรงพยาบาล	วันนี้เขาออกจากโรงพยาบาลได้	keluar hospital; discaj	Dia boleh keluar hospital hari ini.	keluar dari rumah sakit	Hari ini dia boleh keluar dari rumah sakit.
565:初中	初中	初中	中学校; ジュニアハイスクール	妹は中学校で勉強しています。	중학교	제 여동생은 중학교에 다녀요.	trung học cơ sở	Em gái tôi học ở trường trung học cơ sở.	มัธยมต้น	น้องสาวของฉันเรียนอยู่มัธยมต้น	sekolah menengah rendah	Adik perempuan saya belajar di sekolah menengah rendah.	sekolah menengah pertama	Adik perempuan saya belajar di SMP.
568:春天	春天	春天	春	春が来て、花が咲きました。	봄	봄이 오고 꽃이 피었어요.	mùa xuân	Mùa xuân đến, hoa đều nở.	ฤดูใบไม้ผลิ	ฤดูใบไม้ผลิมาถึงแล้ว ดอกไม้บานแล้ว	musim bunga	Musim bunga sudah tiba, dan bunga-bunga mekar.	musim semi	Musim semi sudah tiba, dan bunga-bunga bermekaran.
574:大人	大人	大人	大人; 成人	大人たちはリビングでおしゃべりしています。	어른; 성인	어른들이 거실에서 이야기하고 있어요.	người lớn	Người lớn đang trò chuyện trong phòng khách.	ผู้ใหญ่	ผู้ใหญ่กำลังคุยกันในห้องนั่งเล่น	orang dewasa	Orang dewasa sedang berbual di ruang tamu.	orang dewasa	Orang dewasa sedang mengobrol di ruang tamu.
575:大小	大小	大小	大きさ; サイズ	この二枚の服は同じサイズです。	크기; 사이즈	이 두 옷은 크기가 같아요.	kích cỡ; độ lớn	Hai bộ quần áo này có cùng kích cỡ.	ขนาด	เสื้อผ้าสองชิ้นนี้มีขนาดเท่ากัน	saiz; besar kecil	Kedua-dua pakaian ini sama saiz.	ukuran; besar kecil	Kedua pakaian ini ukurannya sama.
576:大熊猫	大熊猫	大熊猫	ジャイアントパンダ	ジャイアントパンダが竹を食べています。	자이언트판다	자이언트판다가 대나무를 먹고 있어요.	gấu trúc lớn	Gấu trúc lớn đang ăn tre.	แพนด้ายักษ์	แพนด้ายักษ์กำลังกินไผ่	panda gergasi	Panda gergasi sedang makan buluh.	panda raksasa	Panda raksasa sedang makan bambu.
577:大衣	大衣	大衣	オーバーコート; コート	寒いのでコートを着ます。	외투; 코트	날씨가 추워서 외투를 입어요.	áo khoác dài	Trời lạnh nên tôi mặc áo khoác dài.	เสื้อโค้ต	อากาศหนาว ฉันจึงใส่เสื้อโค้ต	kot tebal; kot panjang	Hari sejuk, jadi saya memakai kot tebal.	mantel; jas panjang	Cuaca dingin, jadi saya memakai mantel.
583:得	得	得	得る; 獲得する	彼は一生懸命勉強して、ついに高得点を取りました。	얻다; 획득하다	그는 열심히 공부해서 마침내 높은 점수를 얻었어요.	đạt được; nhận được	Anh ấy học chăm chỉ và cuối cùng đạt điểm cao.	ได้; ได้รับ	เขาตั้งใจเรียนและในที่สุดก็ได้คะแนนสูง	mendapat; memperoleh	Dia belajar bersungguh-sungguh dan akhirnya mendapat markah tinggi.	mendapat; memperoleh	Dia belajar keras dan akhirnya mendapat nilai tinggi.
584:得到	得到	得到	得る; 受け取る	私は先生の助けを受けました。	받다; 얻다	저는 선생님의 도움을 받았어요.	nhận được; đạt được	Tôi nhận được sự giúp đỡ của thầy giáo.	ได้รับ	ฉันได้รับความช่วยเหลือจากครู	mendapat; menerima	Saya mendapat bantuan daripada guru.	mendapat; menerima	Saya mendapat bantuan dari guru.
585:得分	得分	得分	得点する; 点数	この試合で彼がいちばん多く得点しました。	득점하다; 점수	이 경기에서 그가 가장 높은 점수를 냈어요.	ghi điểm; điểm số	Trong trận này anh ấy ghi được nhiều điểm nhất.	ทำคะแนน; คะแนน	ในการแข่งขันครั้งนี้เขาทำคะแนนได้สูงสุด	menjaringkan mata; markah	Dalam perlawanan ini dia mendapat markah paling tinggi.	mencetak skor; nilai	Dalam pertandingan ini dia mendapat nilai tertinggi.
586:的话	的话	的话	なら; ということなら	時間があるなら、一緒に行きましょう。	라면; 그렇다면	시간이 있다면 우리 같이 가요.	nếu; nếu như	Nếu bạn có thời gian thì chúng ta cùng đi.	ถ้า; หากว่า	ถ้าคุณมีเวลา เราไปด้วยกันเถอะ	jika; sekiranya	Jika kamu ada masa, mari kita pergi bersama.	jika; kalau	Kalau kamu punya waktu, mari kita pergi bersama.
589:地	地	地	土地; 地面	この土地では野菜を育てられます。	땅; 토지	이 땅에서는 채소를 심을 수 있어요.	đất; mảnh đất	Mảnh đất này có thể trồng rau.	ที่ดิน; พื้นดิน	ที่ดินผืนนี้ปลูกผักได้	tanah; bidang tanah	Tanah ini boleh digunakan untuk menanam sayur.	tanah; lahan	Lahan ini bisa dipakai untuk menanam sayur.
593:电	电	电	電気; 電力	部屋にはもう電気がありません。	전기	방 안에 전기가 없어요.	điện	Trong phòng không còn điện.	ไฟฟ้า	ในห้องไม่มีไฟฟ้าแล้ว	elektrik	Bilik itu sudah tiada elektrik.	listrik	Di kamar sudah tidak ada listrik.
595:电子书	电子书	电子书	電子書籍; 電子ブック	私はスマートフォンで電子書籍を読みます。	전자책	저는 휴대전화로 전자책을 읽어요.	sách điện tử	Tôi đọc sách điện tử trên điện thoại.	หนังสืออิเล็กทรอนิกส์	ฉันอ่านหนังสืออิเล็กทรอนิกส์บนโทรศัพท์	e-buku; buku digital	Saya membaca e-buku di telefon.	buku elektronik; e-book	Saya membaca buku elektronik di ponsel.
598:东北	东北	东北	北東; 東北	私の家は町の北東にあります。	동북쪽; 북동쪽	우리 집은 도시의 북동쪽에 있어요.	đông bắc	Nhà tôi ở phía đông bắc thành phố.	ตะวันออกเฉียงเหนือ	บ้านของฉันอยู่ทางตะวันออกเฉียงเหนือของเมือง	timur laut	Rumah saya terletak di timur laut bandar.	timur laut	Rumah saya berada di timur laut kota.
599:东方	东方	东方	東方; 東	太陽は東から昇ります。	동쪽; 동방	해는 동쪽에서 떠요.	phương đông; phía đông	Mặt trời mọc từ phía đông.	ทิศตะวันออก	ดวงอาทิตย์ขึ้นจากทิศตะวันออก	timur; dunia Timur	Matahari terbit dari timur.	timur; Dunia Timur	Matahari terbit dari timur.
600:东南	东南	东南	南東	学校は町の南東にあります。	동남쪽; 남동쪽	학교는 도시의 남동쪽에 있어요.	đông nam	Trường nằm ở phía đông nam thành phố.	ตะวันออกเฉียงใต้	โรงเรียนอยู่ทางตะวันออกเฉียงใต้ของเมือง	tenggara	Sekolah terletak di tenggara bandar.	tenggara	Sekolah berada di tenggara kota.
601:冬天	冬天	冬天	冬; 冬の季節	冬、ここはとても寒いです。	겨울	겨울에는 이곳이 아주 추워요.	mùa đông	Mùa đông ở đây rất lạnh.	ฤดูหนาว	ฤดูหนาวที่นี่หนาวมาก	musim sejuk	Tempat ini sangat sejuk pada musim sejuk.	musim dingin	Di sini sangat dingin pada musim dingin.
602:懂得	懂得	懂得	わかる; 知っている	彼は人の世話の仕方を知っています。	알다; 이해하다	그는 다른 사람을 돌볼 줄 알아요.	biết; hiểu	Anh ấy biết chăm sóc người khác.	รู้จัก; เข้าใจ	เขารู้จักดูแลคนอื่น	tahu; memahami	Dia tahu menjaga orang lain.	tahu; memahami	Dia tahu cara merawat orang lain.
604:动物园	动物园	动物园	動物園	週末、私たちは動物園へ行きます。	동물원	주말에 우리는 동물원에 가요.	sở thú; vườn thú	Cuối tuần chúng tôi đi sở thú.	สวนสัตว์	สุดสัปดาห์เราจะไปสวนสัตว์	zoo; taman haiwan	Hujung minggu ini kami pergi ke zoo.	kebun binatang	Akhir pekan ini kami pergi ke kebun binatang.
606:短裤	短裤	短裤	ショートパンツ; 半ズボン	夏、私はよくショートパンツをはきます。	반바지	여름에 저는 반바지를 자주 입어요.	quần đùi; quần short	Mùa hè tôi thường mặc quần short.	กางเกงขาสั้น	ฤดูร้อนฉันมักใส่กางเกงขาสั้น	seluar pendek	Pada musim panas saya kerap memakai seluar pendek.	celana pendek	Pada musim panas saya sering memakai celana pendek.
611:而且	而且	而且	そのうえ; しかも	この店は安くて、そのうえサービスもいいです。	게다가; 또한	이 가게는 싸고 서비스도 좋아요.	hơn nữa; và	Quán này rẻ, hơn nữa phục vụ tốt.	อีกทั้ง; และยัง	ร้านนี้ราคาถูก อีกทั้งบริการดี	dan lagi; tambahan pula	Kedai ini murah, dan layanannya baik.	dan lagi; selain itu	Toko ini murah, selain itu pelayanannya baik.
613:耳机	耳机	耳机	イヤホン; ヘッドホン	私のイヤホンは机の上にあります。	이어폰; 헤드폰	제 이어폰은 책상 위에 있어요.	tai nghe	Tai nghe của tôi để trên bàn.	หูฟัง	หูฟังของฉันวางอยู่บนโต๊ะ	fon telinga; fon kepala	Fon telinga saya berada di atas meja.	earphone; headphone	Earphone saya ada di atas meja.
620:方便面	方便面	方便面	インスタント麺	私はたまにインスタント麺を食べます。	라면; 즉석면	저는 가끔 라면을 먹어요.	mì ăn liền	Thỉnh thoảng tôi ăn mì ăn liền.	บะหมี่กึ่งสำเร็จรูป	ฉันกินบะหมี่กึ่งสำเร็จรูปเป็นครั้งคราว	mi segera	Kadang-kadang saya makan mi segera.	mi instan	Sesekali saya makan mi instan.
623:房子	房子	房子	家; 住まい	この部屋はとてもきれいです。	집; 주택	이 집은 아주 깨끗해요.	nhà; căn hộ	Căn hộ này rất sạch.	บ้าน; ห้องพัก	ห้องชุดนี้สะอาดมาก	rumah; apartmen	Apartmen ini sangat bersih.	rumah; apartemen	Apartemen ini sangat bersih.
625:放假	放假	放假	休みになる; 休暇に入る	来週、私たちは三日間休みです。	방학하다; 쉬다	다음 주에 우리는 사흘 동안 쉬어요.	nghỉ; được nghỉ	Tuần sau chúng tôi được nghỉ ba ngày.	หยุดเรียน; ได้หยุด	สัปดาห์หน้าเราหยุดสามวัน	bercuti; mendapat cuti	Minggu depan kami bercuti selama tiga hari.	libur; mendapat libur	Minggu depan kami libur tiga hari.
627:放学	放学	放学	学校が終わる; 放課後	学校が終わった後、私は図書館へ行きます。	학교가 끝나다; 하교하다	학교가 끝난 뒤 저는 도서관에 가요.	tan học	Sau khi tan học, tôi đến thư viện.	เลิกเรียน	หลังเลิกเรียนฉันไปห้องสมุด	habis sekolah; tamat kelas	Selepas habis sekolah, saya pergi ke perpustakaan.	pulang sekolah; selesai sekolah	Setelah pulang sekolah, saya pergi ke perpustakaan.
628:分开	分开	分开	分ける; 離す	これらの本を分けてください。	나누다; 분리하다	이 책들을 따로 나눠 주세요.	tách ra; chia riêng	Xin hãy tách những quyển sách này ra.	แยกออก	กรุณาแยกหนังสือเหล่านี้ออกจากกัน	pisahkan; asingkan	Sila asingkan buku-buku ini.	memisahkan; pisahkan	Tolong pisahkan buku-buku ini.
629:风	风	风	風; 風向き	今日は風がとても強いです。	바람	오늘은 바람이 아주 세요.	gió	Hôm nay gió rất mạnh.	ลม	วันนี้ลมแรงมาก	angin	Hari ini angin sangat kuat.	angin	Hari ini anginnya sangat kencang.
630:封	封	封	通; 手紙の助数詞	私は手紙を一通受け取りました。	통; 편지의 단위	저는 편지 한 통을 받았어요.	lá; lượng từ cho thư	Tôi nhận được một lá thư.	ฉบับ; ลักษณนามของจดหมาย	ฉันได้รับจดหมายหนึ่งฉบับ	penjodoh bilangan untuk surat	Saya menerima sepucuk surat.	kata bantu bilangan untuk surat	Saya menerima sepucuk surat.
631:夫妻	夫妻	夫妻	夫婦; 夫妻	その夫婦はとても親切です。	부부; 남편과 아내	이 부부는 아주 친절해요.	vợ chồng; cặp vợ chồng	Cặp vợ chồng này rất thân thiện.	สามีภรรยา; คู่สมรส	คู่สามีภรรยาคู่นี้เป็นมิตรมาก	suami isteri; pasangan	Suami isteri ini sangat ramah.	suami istri; pasangan	Pasangan suami istri ini sangat ramah.
632:服务	服务	服务	サービス; 接客する	このレストランはサービスがとてもいいです。	서비스; 봉사하다	이 식당은 서비스가 아주 좋아요.	phục vụ; dịch vụ	Nhà hàng này phục vụ rất tốt.	บริการ	ร้านอาหารนี้บริการดีมาก	perkhidmatan; melayan	Restoran ini mempunyai perkhidmatan yang sangat baik.	layanan; melayani	Restoran ini punya layanan yang sangat baik.
635:该1	该1	该	すべきだ; そろそろ	私たちはそろそろ行くべきです。	마땅히 ~해야 하다	우리는 이제 가야 해요.	nên; đã đến lúc	Chúng ta nên đi rồi.	ควร; ถึงเวลา	พวกเราควรไปแล้ว	patut; sudah tiba masa	Kita patut pergi sekarang.	seharusnya; sudah saatnya	Kita seharusnya pergi sekarang.
638:感到	感到	感到	感じる	私は少し疲れを感じます。	느끼다	저는 조금 피곤하다고 느껴요.	cảm thấy	Tôi cảm thấy hơi mệt.	รู้สึก	ฉันรู้สึกเหนื่อยนิดหน่อย	berasa	Saya berasa sedikit letih.	merasa	Saya merasa sedikit lelah.
643:刚刚	刚刚	刚刚	たった今; さっき	彼はたった今、教室を出ました。	방금; 막	그는 방금 교실을 떠났어요.	vừa mới; mới đây	Anh ấy vừa rời khỏi lớp học.	เพิ่ง; เมื่อกี้	เขาเพิ่งออกจากห้องเรียน	baru sahaja	Dia baru sahaja meninggalkan bilik darjah.	baru saja	Dia baru saja meninggalkan ruang kelas.
644:高铁	高铁	高铁	高速鉄道; 新幹線型列車	明日、私は高速鉄道で北京へ行きます。	고속철도	저는 내일 고속철도를 타고 베이징에 가요.	tàu cao tốc	Ngày mai tôi đi Bắc Kinh bằng tàu cao tốc.	รถไฟความเร็วสูง	พรุ่งนี้ฉันจะนั่งรถไฟความเร็วสูงไปปักกิ่ง	kereta api laju	Esok saya menaiki kereta api laju ke Beijing.	kereta cepat; kereta api cepat	Besok saya naik kereta cepat ke Beijing.
649:工作日	工作日	工作日	平日; 勤務日	平日は朝七時に起きます。	근무일; 평일	근무일에는 아침 일곱 시에 일어나요.	ngày làm việc	Ngày làm việc tôi dậy lúc bảy giờ sáng.	วันทำงาน	วันทำงานฉันตื่นตอนเจ็ดโมงเช้า	hari bekerja	Pada hari bekerja, saya bangun pukul tujuh pagi.	hari kerja	Pada hari kerja, saya bangun jam tujuh pagi.
651:刮	刮	刮	吹く; こする	外では強い風が吹いています。	불다; 긁다	밖에 강한 바람이 불고 있어요.	thổi; cạo	Bên ngoài đang có gió mạnh thổi.	พัด; ขูด	ข้างนอกลมแรงกำลังพัด	bertiup; mengikis	Di luar angin kuat sedang bertiup.	bertiup; mengikis	Di luar sedang bertiup angin kencang.
653:关机	关机	关机	電源を切る; シャットダウンする	授業中は携帯電話の電源を切ってください。	전원을 끄다	수업 중에는 휴대전화 전원을 꺼 주세요.	tắt máy; tắt nguồn	Xin hãy tắt điện thoại trong giờ học.	ปิดเครื่อง	ระหว่างเรียนกรุณาปิดโทรศัพท์	matikan; tutup peranti	Sila matikan telefon semasa kelas.	mematikan; mematikan perangkat	Tolong matikan ponsel saat pelajaran.
657:关注	关注	关注	注目する; 気にかける	私は子どもの勉強をとても気にかけています。	관심을 가지다; 주목하다	저는 아이의 공부에 많은 관심을 가져요.	quan tâm; theo dõi	Tôi rất quan tâm đến việc học của con.	สนใจ; ติดตาม	ฉันสนใจการเรียนของลูกมาก	memberi perhatian; mengikuti	Saya sangat memberi perhatian kepada pelajaran anak saya.	memperhatikan; mengikuti	Saya sangat memperhatikan pelajaran anak saya.
659:过节	过节	过节	祝日を過ごす; 祭りを祝う	祝日になると家の中はとてもにぎやかです。	명절을 보내다; 축제를 지내다	명절 때는 집 안이 아주 북적거려요.	ăn lễ; đón tết	Khi ăn lễ, trong nhà rất nhộn nhịp.	ฉลองเทศกาล	ตอนฉลองเทศกาล บ้านคึกคักมาก	menyambut perayaan	Apabila menyambut perayaan, rumah sangat meriah.	merayakan hari raya	Saat merayakan hari raya, rumah sangat ramai.
661:海	海	海	海辺; 海	私は海辺へ旅行に行きたいです。	바다	저는 바닷가로 여행을 가고 싶어요.	biển	Tôi muốn đi du lịch ra bờ biển.	ทะเล	ฉันอยากไปเที่ยวชายทะเล	laut	Saya mahu melancong ke tepi laut.	laut	Saya ingin bepergian ke tepi laut.
663:好多	好多	好多	たくさん; 多くの	店には新しい本がたくさんあります。	아주 많다; 많이	가게 안에 새 책이 아주 많아요.	rất nhiều	Trong cửa hàng có rất nhiều sách mới.	มากมาย	ในร้านมีหนังสือใหม่มากมาย	banyak sekali	Di kedai ada banyak sekali buku baharu.	banyak sekali	Di toko ada banyak sekali buku baru.
664:好久	好久	好久	長い間; 久しく	私たちは長い間会っていません。	오랫동안	우리는 오랫동안 만나지 못했어요.	rất lâu	Lâu rồi chúng tôi chưa gặp nhau.	นานมาก	พวกเราไม่ได้เจอกันนานมาก	lama sekali	Kami sudah lama sekali tidak berjumpa.	lama sekali	Kami sudah lama sekali tidak bertemu.
667:河	河	河	川; 河川	この川は広いです。	강; 하천	이 강은 넓어요.	sông	Con sông này rất rộng.	แม่น้ำ	แม่น้ำสายนี้กว้างมาก	sungai	Sungai ini lebar.	sungai	Sungai ini lebar.
