source_headword	FI	example_FI
diplomat	diplomaatti	Diplomaatti tapasi ulkomaisia johtajia.
diplomatic	diplomaattinen	Diplomaattiset neuvottelut jatkuivat yön yli.
directory	hakemisto	Etsi hakemistosta hänen numeronsa.
disastrous	katastrofaalinen	Tuhoisa tulva tuhosi useita siltoja.
discard	hylätä	Älä hävitä hyödyllisiä asiakirjoja.
discharge	purkaa	Sairaala kotiuttaa hänet huomenna.
disclose	paljastaa	Virkamiehet kieltäytyivät paljastamasta lukuja.
disclosure	paljastaminen	Paljastus järkytti hallitusta.
discourse	diskurssi	Julkinen keskustelu muuttui kohteliaammaksi.
discretion	harkintavalta	Käytä harkintaasi arkaluonteisten tapausten yhteydessä.
discrimination	syrjintä	Laki kieltää syrjinnän palkkauksessa.
dismissal	erottaminen	Hänen erottamisensa herätti julkista vihaa.
displace	syrjäyttää	Sota voi syrjäyttää tuhansia.
disposal	hävittäminen	Jätehuolto on edelleen paikallinen ongelma.
dispose	hävittää	Yrityksen on hävitettävä kemikaalit turvallisesti.
dispute	kiista	Kiista kesti kuukausia.
disrupt	häiritä	Melu voi häiritä keskittymistä.
disruption	häiriö	Lakko aiheutti suuria häiriöitä.
dissolve	liueta	Sokeri liukenee kuumaan teehen.
distinction	ero	Niiden välinen ero on tärkeä.
distinctive	erottuva	Hänellä on erottuva ääni.
distort	vääristää	Peili voi vääristää heijastuksesi.
distress	hätä	Puhelu aiheutti vakavaa hätää.
disturbing	häiritsevä	Dokumentti näytti häiritseviä kohtauksia.
divert	ohjata	Poliisin täytyi ohjata liikennettä.
divine	jumalallinen	Kappelissa on jumalallinen ilmapiiri.
doctrine	oppi	Puolue hylkäsi vanhan opin.
documentation	dokumentaatio	Täydennä asiakirjat ennen julkaisua.
domain	verkkotunnus	Sivusto käyttää turvallista verkkotunnusta.
dominance	valta-asema	Joukkueen valta-asema kesti vuosikymmenen.
donor	luovuttaja	Luovuttaja antoi verta tänään.
dose	annos	Ota yksi annos aamiaisen jälkeen.
drain	valua	Vesi valuu jokeen.
drift	ajelehtia	Savu alkoi ajelehtia tien yli.
driving	ratkaiseva	Sade oli ratkaiseva tekijä viivästysten takana.
drown	hukkua	Älä koskaan ui siellä, missä virtaukset voivat hukuttaa sinut.
dual	kaksinkertainen	Laitteella on kaksinkertainen toiminto.
dub	kutsua	Kriitikot kutsuvat kaupunkia kulttuuripääkaupungiksi.
dumb	tyhmä	Se oli tyhmä virhe.
duo	kaksikko	Komediakaksikko kiersi Eurooppaa.
eager	innokas	Opiskelijat olivat innokkaita aloittamaan.
earnings	tulot	Yrityksen tulot nousivat jyrkästi.
ease	helpottaa	Uusi tie helpottaa liikennettä.
echo	kaikua	Hänen äänensä kaikui salissa.
ecological	ekologinen	Ekologinen vaikutus on edelleen epävarma.
educator	kouluttaja	Kouluttaja suunnitteli uuden kurssin.
effectiveness	tehokkuus	Tutkimus mittasi rokotteen tehokkuutta.
efficiency	tehokkuus	Parempi ohjelmisto paransi tehokkuutta.
ego	ego	Hänen egonsa aiheutti ongelmia töissä.
elaborate	monimutkainen	Monimutkainen puku vei viikkoja.
electoral	vaaleihin liittyvä	Vaalijärjestelmä muuttui viime vuonna.
elevate	kohottaa	Palkinto kohottaa hänen profiiliaan.
eligible	oikeutettu	Vain asukkaat ovat oikeutettuja alennuksiin.
elite	eliitti	Eliitti harjoitteli yksityisessä akatemiassa.
embark	aloittaa	He aloittavat pitkän matkan.
embarrassment	nolous	Hän nauroi piilottaakseen noloutensa.
embassy	suurlähetystö	Suurlähetystö antoi uuden matkustustiedotteen.
embed	liittää	Toimittaja liittyy yksikköön.
embody	ilmentää	Patsas näyttää ilmentävän rohkeutta.
emergence	ilmestyminen	Puhelimien ilmestyminen muutti jokapäiväistä elämää.
empirical	empiirinen	Tutkielma nojaa empiiriseen näyttöön.
empower	valtuuttaa	Koulutus voi valtuuttaa paikallisyhteisöjä.
enact	säätää	Parlamentti äänesti uudistuksen säätämisestä.
encompass	käsittää	Kurssi käsittää modernin historian.
encouragement	kannustus	Hänen kannustuksensa auttoi häntä jatkamaan.
encouraging	rohkaiseva	Varhaiset tulokset näyttävät rohkaisevilta.
endeavour	pyrkimys	Pelastus oli vaikea pyrkimys.
endless	loputon	Aavikko vaikutti loputtomalta.
endorse	tukea	Ammattiliitto kieltäytyi tukemasta ehdokasta.
endorsement	tuki	Hänen tukensa edisti hänen kampanjaansa.
endure	kestää	Kasvit voivat kestää ankaria talvia.
enforce	valvoa	Poliisi valvoo nopeusrajoitusta.
enforcement	valvonta	Tiukempi valvonta vähensi laitonta kaatopaikkaa.
engagement	sitoutuminen	Opiskelijoiden sitoutuminen parani tällä lukukaudella.
engaging	mukaansatempaava	Puhuja piti mukaansatempaavan puheen.
enquire	tiedustella	Tiedustele asiaa vastaanotosta.
enrich	rikastaa	Matkustaminen voi rikastaa ymmärrystäsi.
enrol	ilmoittautua	Opiskelijoiden on ilmoittauduttava ennen syyskuuta.
ensue	seurata	Ilmoituksesta voi seurata kaaos.
enterprise	yritys	Yritys työllistää paikallisia taiteilijoita.
enthusiast	harrastaja	Jokainen pyöräilyharrastaja tuntee tämän reitin.
entitle	oikeuttaa	Lippu oikeuttaa sisäänpääsyyn.
entity	yksikkö	Yritys on erillinen oikeudellinen yksikkö.
epidemic	epidemia	Epidemia levisi useille alueille.
equality	tasa-arvo	Liike taisteli tasa-arvon puolesta.
equation	yhtälö	Yhtälö sisältää kaksi tuntematonta.
erect	pystyttää	Työntekijät pystyttävät uuden aidan.
escalate	kärjistyä	Konflikti voisi kärjistyä nopeasti.
essence	olemus	Runo vangitsee lapsuuden olemuksen.
establishment	laitos	Laitos vastusti uudistusta.
eternal	ikuinen	He lupasivat ikuisen ystävyyden.
evacuate	evakuoida	Palomiehet auttoivat asukkaita evakuoitumaan turvallisesti.
evoke	herättää	Laulu voi herättää vahvoja muistoja.
evolutionary	evoluutio-	Fossiili osoittaa evoluutiomuutoksen.
exaggerate	liioitella	Älä liioittele kokemustasi.
excellence	erinomaisuus	Koulu palkitsee akateemisen erinomaisuuden.
exceptional	poikkeuksellinen	Hän osoitti poikkeuksellista taitoa.
excess	ylimääräinen	Ylimääräinen vesi tulvi kellariin.
exclusion	syrjäytyminen	Sosiaalinen syrjäytyminen vahingoittaa nuoria.
exclusive	yksinomainen	Klubi tarjoaa yksinomaisen pääsyn.
exclusively	yksinomaan	Tämä huone on yksinomaan henkilökunnan käytössä.
execute	suorittaa	Joukkue suorittaa suunnitelman huolellisesti.
execution	toteutus	Strategian toteutus kesti kuukausia.
exert	käyttää	Sinun on käytettävä enemmän painetta.
exile	maanpako	Kirjailija asui maanpaossa.
expenditure	menot	Julkiset menot kasvoivat viime vuonna.
experimental	kokeellinen	Hoito on edelleen kokeellinen.
expire	umpeutua	Passini umpeutuu pian.
explicit	selkeä	Ohjeet olivat selkeät.
explicitly	nimenomaisesti	Säännöt kieltävät tupakoinnin nimenomaisesti.
exploitation	hyväksikäyttö	Raportti paljasti työntekijöiden hyväksikäytön.
explosive	räjähtävä	Räjähtävä laite poistettiin turvallisesti.
extremist	ääriajattelija	Ääriryhmä menetti tukensa.
facilitate	helpottaa	Sovellus helpottaa etäopiskelua.
faction	ryhmittymä	Yksi ryhmittymä vastusti johtajaa.
faculty	tiedekunta	Tiedekunta hyväksyi ehdotuksen.
fade	haalistua	Maali haalistuu auringonvalossa.
fairness	oikeudenmukaisuus	Oikeudenmukaisuus on tärkeää jokaisessa kilpailussa.
fatal	kohtalokas	Onnettomuus aiheutti kohtalokkaita vammoja.
fate	kohtalo	Kukaan ei tiennyt hänen kohtaloaan.
favourable	suotuisa	Arvostelu oli suotuisa.
feat	saavutus	Kyseisen huipun kiipeäminen oli saavutus.
feminist	feministinen	Feministinen liike muutti julkista keskustelua.
fibre	kuitu	Tämä leipä sisältää ylimääräistä kuitua.
fierce	raju	Raju myrsky vaurioitti kattoja.
film-maker	elokuvantekijä	Elokuvantekijä vastasi kysymyksiin jälkikäteen.
filter	suodatin	Suodatin poistaa pölyn ilmasta.
fine	sakko	Yritys maksoi sakon.
firearm	ampuma-ase	Poliisi löysi varastetun ampuma-aseen.
fit	sopivuus	Uudet kengät sopivat täydellisesti.
fixture	kiinteä kaluste	Lamppu on kiinteä kaluste.
flaw	puute	Suunnitelmassa on yksi vakava puute.
flawed	puutteellinen	Puutteellinen tutkimus antoi vääriä tuloksia.
flee	paeta	Perheiden täytyi paeta taisteluita.
fleet	laivasto	Lentoyhtiö uudisti laivastonsa.
flesh	liha	Piikki lävisti hänen lihansa.
flexibility	joustavuus	Etätyö tarjoaa enemmän joustavuutta.
flourish	kukoistaa	Pienyritykset voivat kukoistaa täällä.
fluid	neste	Juo runsaasti nestettä liikunnan jälkeen.
footage	kuvamateriaali	Kuvamateriaali näytti onnettomuuden.
foreigner	ulkomaalainen	Lomakkeessa kysytään, oletko ulkomaalainen.
forge	solmia	He yrittivät solmia uuden liiton.
formula	kaava	Kaava ratkaisi ongelman.
formulate	muotoilla	Tutkijat muotoilevat uuden teorian.
forth	eteenpäin	Joki kuljetti venettä eteenpäin.
forthcoming	tuleva	Tuleva raportti selittää kaiken.
foster	edistää	Ohjelma auttaa edistämään itsenäisyyttä.
fragile	hauras	Hauras maljakko vaatii varovaista käsittelyä.
franchise	franchise	Ravintolasta tuli maailmanlaajuinen franchise.
frankly	suoraan sanottuna	Suoraan sanottuna tarvitsemme lisää aikaa.
frustrated	turhautunut	Työntekijät tunsivat itsensä turhautuneiksi viivästyksestä.
frustrating	turhauttava	Hidas yhteys oli turhauttava.
frustration	turhautuminen	Turhautuminen kasvoi kokouksen aikana.
functional	toimiva	Vanha keittiö on yhä toimiva.
fundraising	varainkeruu	Varainkeruu alkaa ensi viikolla.
funeral	hautajaiset	Hautajaiset pidettiin perjantaina.
gallon	gallona	Säiliöön mahtuu yksi gallona.
gambling	uhkapeli	Uhkapeliä on rajoitettu lailla.
gathering	kokoontuminen	Kokoontuminen päättyi rauhallisesti.
gaze	katse	Hän vastasi hänen katseeseensa lyhyesti.
gear	varusteet	Pakkaa turvavarusteet ennen kiipeämistä.
generic	geneerinen	Geneerinen versio maksaa vähemmän.
genocide	kansanmurha	Kansanmurha jätti syvän kansallisen trauman.
glance	vilkaisu	Hän loi nopean vilkaisun.
glimpse	vilahdus	Näin vilauksen merestä.
glorious	loistava	Joukkue nautti loistavasta voitosta.
glory	kunnia	Hän haaveili olympiakunniasta.
governance	hallinto	Hyvä hallinto edellyttää avoimuutta.
grace	arvokkuus	Hän hyväksyi tappion arvokkaasti.
grasp	käsittää	Hän ei pystynyt käsittämään käsitettä.
grave (for dead person)	hauta	Hauta oli peitetty kukilla.
grave (serious)	vakava	Tilanne on edelleen vakava.
gravity	painovoima	Painovoima vetää esineitä kohti maata.
grid	ruudukko	Kartta käyttää yksinkertaista ruudukkoa.
grief	suru	Suru muutti hänen koko perheensä.
grin	virnistys	Poika väläytti leveän virnistyksen.
grind	jauhaa	Työntekijät jauhavat pavut joka aamu.
grip	ote	Pidä tiukka ote köydestä.
gross	brutto	Bruttotulot nousivat jyrkästi.
guerrilla	sissit	Sissitaistelijat piiloutuivat kukkuloille.
guidance	opastus	Opas tarjoaa käytännön opastusta.
guilt	syyllisyys	Hän tunsi syyllisyyttä valehdeltuaan.
gut	vaisto	Luota vaistoosi vaikeissa valinnoissa.
hail	ylistää	Kyläläiset ylistävät lääkäriä sankarina.
halfway	puolivälissä	Pysähdyimme puolivälissä mäkeä.
halt	pysähdys	Juna pysähtyi äkillisesti.
handful	kourallinen	Kourallinen vapaaehtoisia jäi myöhään.
handling	käsittely	Oikea käsittely estää vaurioita.
handy	kätevä	Tämä työkalu on kätevä korjauksiin.
harassment	häirintä	Yritys tutki häirintävalituksia.
hardware	laitteisto	Kauppa myy tietokonelaitteistoja.
harmony	harmonia	Kuoro lauloi täydellisessä harmoniassa.
harsh	ankara	Tuomari antoi ankaran tuomion.
harvest	sadonkorjuu	Sadonkorjuu alkaa syyskuussa.
haunt	vainota	Muisto jatkoi hänen vainoamistaan.
hazard	vaara	Jää on vakava tievaara.
heighten	lisätä	Puhe voi lisätä jännitteitä.
heritage	perintö	Linna on osa paikallista perintöä.
hierarchy	hierarkia	Toimiston hierarkia on selkeästi määritelty.
high-profile	näkyvä	Näkyvä oikeudenkäynti houkutteli toimittajia.
hint	vihje	Hän antoi minulle hyödyllisen vihjeen.
homeland	kotimaa	Hän palasi kotimaahansa.
hopeful	toiveikas	Lääkärit ovat toiveikkaita toipumisen suhteen.
horizon	horisontti	Aurinko katosi horisontin taakse.
horn	torvi	Auton äänitorvi herätti kaikki.
hostage	panttivanki	Panttivanki palasi kotiin.
hostile	vihamielinen	Väkijoukosta tuli vihamielinen.
hostility	vihamielisyys	Avoin vihamielisyys päätti neuvottelut.
humanitarian	humanitaarinen	Humanitaarinen operaatio toimitti ruokaa.
humanity	ihmiskunta	Ihmiskunta kohtaa yhteisiä haasteita.
humble	nöyrä	Hän pysyi nöyränä menestyksen jälkeen.
hydrogen	vety	Vety palaa erittäin helposti.
identification	henkilöllisyystodistus	Henkilöllisyystodistus vaaditaan sisäänkäynnillä.
ideological	ideologinen	Kiistalla oli ideologiset juuret.
ideology	ideologia	Hänen ideologiansa muokkasi jokaista puhetta.
idiot	idiootti	Älä kutsu ketään idiootiksi.
ignorance	tietämättömyys	Tietämättömyys voi levittää pelkoa.
imagery	kuvakieli	Runo käyttää elävää kuvakieltä.
immense	valtava	Projekti vaati valtavaa vaivaa.
imminent	uhkaava	Myrsky vaikutti uhkaavalta.
implementation	toimeenpano	Lain toimeenpano oli hidasta.
imprison	vangita	Hallinto yritti vangita kriitikkoja.
imprisonment	vankeus	Hänen vankeutensa kesti viisi vuotta.
inability	kykenemättömyys	Hänen kykenemättömyytensä keskittyä huolestutti opettajia.
inadequate	riittämätön	Suojassa oli riittämätön lämmitys.
inappropriate	sopimaton	Hänen vitsinsä oli sopimaton.
incidence	esiintyvyys	Influenssan esiintyvyys kasvoi.
inclined	taipuvainen	Hän on taipuvainen olemaan samaa mieltä.
inclusion	osallisuus	Koulu edistää osallisuutta.
