source_headword	TE	example_TE
denounce	ఖండించు	పాఠశాలల్లో హింసను నాయకులు ఖండిస్తున్నారు.
dense	దట్టమైన	దట్టమైన అడవి సూర్యరశ్మిని అడ్డుకుంది.
density	సాంద్రత	డౌన్‌టౌన్‌లో జనాభా సాంద్రత ఎక్కువగా ఉంది.
dependence	ఆధారపడటం	చమురుపై దేశం ఆధారపడటం తగ్గింది.
depict	చిత్రీకరించు	కుడ్యచిత్రం గ్రామ జీవితాన్ని చిత్రీకరిస్తుంది.
deploy	మోహరించు	సైన్యం అదనపు సిబ్బందిని మోహరిస్తుంది.
deployment	మోహరింపు	దళాల మోహరింపు సోమవారం ప్రారంభమైంది.
deprive	దూరం చేయు	నిద్రలేమి విద్యార్థులను ఏకాగ్రతకు దూరం చేస్తుంది.
deputy	డిప్యూటీ	డిప్యూటీ ఒప్పందంపై సంతకం చేశారు.
descend	దిగు	మార్గం వేగంగా కిందకు దిగడం ప్రారంభించింది.
descent	దిగువకు రావడం	విమానం కిందికి దిగడం ప్రారంభించింది.
designate	కేటాయించు	నగరం ఒక కొత్త పార్కును కేటాయిస్తుంది.
desirable	వాంఛనీయమైన	తరగతి గదుల్లో మంచి లైటింగ్ వాంఛనీయం.
desktop	డెస్క్‌టాప్	ఆ ఫైల్ నా డెస్క్‌టాప్‌పై ఉంది.
destructive	వినాశకరమైన	తుఫాను వినాశకరమైన శక్తిని కలిగి ఉంది.
detain	నిర్బంధించు	పోలీసులు అనుమానితులను రాత్రిపూట నిర్బంధించవచ్చు.
detection	గుర్తింపు	ముందస్తు గుర్తింపు క్యాన్సర్ చికిత్సను మెరుగుపరుస్తుంది.
detention	నిర్బంధం	నిర్బంధ పరిస్థితులపై విద్యార్థులు నిరసన వ్యక్తం చేశారు.
deteriorate	క్షీణించు	అతని ఆరోగ్యం క్షీణించడం ప్రారంభించింది.
devastate	నాశనం చేయు	భూకంపం తీరప్రాంత పట్టణాలను నాశనం చేయగలదు.
devil	దెయ్యం	ఆ బిడ్డ నవ్వుతున్న దెయ్యం బొమ్మను గీసింది.
devise	రూపొందించు	ఇంజనీర్లు సురక్షితమైన రవాణా వ్యవస్థలను రూపొందిస్తారు.
diagnose	రోగనిర్ధారణ చేయు	రక్త పరీక్షలతో వైద్యులు వ్యాధిని నిర్ధారిస్తారు.
diagnosis	రోగనిర్ధారణ	రోగనిర్ధారణ ఆమె లక్షణాలను వివరించింది.
dictate	నిర్దేశించు	ఒప్పందం చెల్లింపు నిబంధనలను నిర్దేశిస్తుంది.
dictator	నియంత	నియంత మీడియాను నియంత్రించాడు.
differentiate	వేరు చేయు	మీరు అభిప్రాయం నుండి వాస్తవాన్ని వేరు చేయగలరా?
dignity	గౌరవం	కార్యాలయంలో ప్రతి ఒక్కరికీ గౌరవం దక్కాలి.
dilemma	సందిగ్ధత	మేనేజర్ తీవ్ర సందిగ్ధతను ఎదుర్కొన్నాడు.
dimension	కోణం	ఈ సమస్యకు రాజకీయ కోణం కూడా ఉంది.
diminish	తగ్గించు	నొప్పి నెమ్మదిగా తగ్గాలి.
dip	పడిపోవు	ఉష్ణోగ్రతలు గడ్డకట్టే స్థాయికి పడిపోవచ్చు.
diplomat	దౌత్యవేత్త	దౌత్యవేత్త విదేశీ నాయకులను కలిశారు.
diplomatic	దౌత్యపరమైన	దౌత్యపరమైన చర్చలు రాత్రంతా కొనసాగాయి.
directory	డైరెక్టరీ	అతని నంబర్ కోసం డైరెక్టరీలో వెతకండి.
disastrous	వినాశకరమైన	వినాశకరమైన వరద అనేక వంతెనలను ధ్వంసం చేసింది.
discard	పారవేయు	ఉపయోగకరమైన రికార్డులను పారవేయవద్దు.
discharge	డిశ్చార్జ్	ఆసుపత్రి రేపు అతన్ని డిశ్చార్జ్ చేస్తుంది.
disclose	వెల్లడించు	గణాంకాలను వెల్లడించేందుకు అధికారులు నిరాకరించారు.
disclosure	వెల్లడి	ఆ విషయం వెల్లడి కావడం బోర్డును దిగ్భ్రాంతికి గురిచేసింది.
discourse	చర్చ	బహిరంగ చర్చ మరింత మర్యాదపూర్వకంగా మారింది.
discretion	విచక్షణ	సున్నితమైన కేసులలో మీ విచక్షణను ఉపయోగించండి.
discrimination	వివక్ష	నియామకాల్లో వివక్షను చట్టం నిషేధించింది.
dismissal	తొలగింపు	అతని తొలగింపు ప్రజల్లో ఆగ్రహాన్ని కలిగించింది.
displace	స్థానభ్రంశం చేయు	యుద్ధం వేలాది మందిని స్థానభ్రంశం చేయవచ్చు.
disposal	పారవేయడం	చెత్తను పారవేయడం స్థానిక సమస్యగా మిగిలిపోయింది.
dispose	వదిలించుకొను	కంపెనీ రసాయనాలను సురక్షితంగా వదిలించుకోవాలి.
dispute	వివాదం	ఈ వివాదం నెలల తరబడి కొనసాగింది.
disrupt	అంతరాయం కలిగించు	శబ్దం ఏకాగ్రతకు అంతరాయం కలిగిస్తుంది.
disruption	అంతరాయం	ఈ సమ్మె తీవ్ర అంతరాయం కలిగించింది.
dissolve	కరుగు	వేడి టీలో చక్కెర కరుగుతుంది.
distinction	వ్యత్యాసం	వాటి మధ్య వ్యత్యాసం ముఖ్యం.
distinctive	ప్రత్యేకమైన	ఆమెకు ప్రత్యేకమైన స్వరం ఉంది.
distort	వక్రీకరించు	అద్దం మీ ప్రతిబింబాన్ని వక్రీకరిస్తుంది.
distress	వేదన	ఆ కాల్ తీవ్ర వేదనను కలిగించింది.
disturbing	కలవరపెట్టే	డాక్యుమెంటరీ కలవరపెట్టే దృశ్యాలను చూపించింది.
divert	మళ్లించు	పోలీసులు ట్రాఫిక్‌ను మళ్లించాల్సి వచ్చింది.
divine	దైవికమైన	ప్రార్థనా మందిరంలో దైవికమైన వాతావరణం ఉంది.
doctrine	సిద్ధాంతం	పార్టీ పాత సిద్ధాంతాన్ని తిరస్కరించింది.
documentation	డాక్యుమెంటేషన్	ప్రారంభించే ముందు డాక్యుమెంటేషన్ పూర్తి చేయండి.
domain	డొమైన్	వెబ్‌సైట్ సురక్షిత డొమైన్‌ను ఉపయోగిస్తుంది.
dominance	ఆధిపత్యం	జట్టు ఆధిపత్యం ఒక దశాబ్దం పాటు కొనసాగింది.
donor	దాత	దాత ఈ రోజు రక్తం ఇచ్చారు.
dose	మోతాదు	అల్పాహారం తర్వాత ఒక మోతాదు తీసుకోండి.
drain	పారు	నీరు నదిలోకి పారుతుంది.
drift	కొట్టుకుపోవు	రోడ్డు మీదుగా పొగ వ్యాపించడం ప్రారంభమైంది.
driving	ప్రధాన	ఆలస్యానికి వర్షమే ప్రధాన కారణం.
drown	మునిగిపోవు	ప్రవాహాలు మిమ్మల్ని ముంచే చోట ఎప్పుడూ ఈదకండి.
dual	ద్వంద్వ	పరికరం ద్వంద్వ పనితీరును కలిగి ఉంది.
dub	పిలుచు	విమర్శకులు నగరాన్ని సాంస్కృతిక రాజధానిగా పిలుస్తారు.
dumb	తెలివితక్కువ	అది తెలివితక్కువ పొరపాటు.
duo	జంట	కామెడీ జంట ఐరోపాలో పర్యటించింది.
eager	ఉత్సాహంగా	విద్యార్థులు ప్రారంభించడానికి ఉత్సాహంగా ఉన్నారు.
earnings	ఆదాయం	కంపెనీ ఆదాయం బాగా పెరిగింది.
ease	సులభతరం చేయు	కొత్త రోడ్డు ట్రాఫిక్‌ను సులభతరం చేస్తుంది.
echo	ప్రతిధ్వనించు	హాల్‌లో ఆమె వాయిస్ ప్రతిధ్వనించింది.
ecological	పర్యావరణ	పర్యావరణ ప్రభావం ఇంకా అనిశ్చితంగా ఉంది.
educator	విద్యావేత్త	విద్యావేత్త కొత్త కోర్సును రూపొందించారు.
effectiveness	సమర్థత	ఈ అధ్యయనం వ్యాక్సిన్ సమర్థతను కొలిచింది.
efficiency	సామర్థ్యం	మెరుగైన సాఫ్ట్‌వేర్ సామర్థ్యాన్ని పెంచింది.
ego	అహం	అతని అహం కారణంగా పనిలో సమస్యలు వచ్చాయి.
elaborate	విస్తృతమైన	ఆ విస్తృతమైన దుస్తుల తయారీకి వారాలు పట్టింది.
electoral	ఎన్నికల	గత సంవత్సరం ఎన్నికల వ్యవస్థ మారింది.
elevate	పెంచు	ఈ అవార్డు ఆమె స్థాయిని పెంచుతుంది.
eligible	అర్హత	నివాసితులకు మాత్రమే తగ్గింపులకు అర్హత ఉంది.
elite	ఉన్నత వర్గం	ఉన్నత వర్గం ప్రైవేట్ అకాడమీలో శిక్షణ పొందింది.
embark	ప్రారంభించు	వారు సుదీర్ఘ ప్రయాణాన్ని ప్రారంభిస్తారు.
embarrassment	ఇబ్బంది	తన ఇబ్బందిని దాచుకోవడానికి అతను నవ్వాడు.
embassy	రాయబార కార్యాలయం	రాయబార కార్యాలయం కొత్త ప్రయాణ సలహాలను జారీ చేసింది.
embed	పొందుపరుచు	జర్నలిస్ట్ యూనిట్‌తో కలిసి ఉంటారు.
embody	ప్రతిబింబించు	విగ్రహం ధైర్యాన్ని ప్రతిబింబిస్తున్నట్లు కనిపిస్తుంది.
emergence	ఆవిర్భావం	ఫోన్ల ఆవిర్భావం దైనందిన జీవితాన్ని మార్చివేసింది.
empirical	అనుభావిక	ఈ పత్రం అనుభావిక ఆధారాలపై ఆధారపడి ఉంటుంది.
empower	సాధికారత కల్పించు	విద్య స్థానిక వర్గాలకు సాధికారత కల్పిస్తుంది.
enact	చట్టం చేయు	సంస్కరణను చట్టం చేయడానికి పార్లమెంటు ఓటు వేసింది.
encompass	కలిగి ఉండు	ఈ కోర్సు ఆధునిక చరిత్రను కలిగి ఉంటుంది.
encouragement	ప్రోత్సాహం	ఆమె ప్రోత్సాహం అతనికి కొనసాగడానికి సహాయపడింది.
encouraging	ప్రోత్సాహకరమైన	ప్రారంభ ఫలితాలు ప్రోత్సాహకరంగా కనిపిస్తున్నాయి.
endeavour	ప్రయత్నం	రక్షణ అనేది ఒక కష్టమైన ప్రయత్నం.
endless	అంతులేని	ఎడారి అంతులేనిదిగా అనిపించింది.
endorse	మద్దతు ఇవ్వు	యూనియన్ అభ్యర్థికి మద్దతు ఇవ్వడానికి నిరాకరించింది.
endorsement	మద్దతు	అతని మద్దతు ఆమె ప్రచారాన్ని పెంచింది.
endure	భరించు	మొక్కలు కఠినమైన చలికాలాన్ని భరించగలవు.
enforce	అమలు చేయు	పోలీసులు వేగ పరిమితిని అమలు చేస్తారు.
enforcement	అమలు	కఠినమైన అమలు అక్రమ డంపింగ్‌ను తగ్గించింది.
engagement	భాగస్వామ్యం	ఈ సెమిస్టర్‌లో విద్యార్థుల భాగస్వామ్యం మెరుగుపడింది.
engaging	ఆకర్షణీయమైన	వక్త ఆకర్షణీయమైన ప్రసంగం ఇచ్చారు.
enquire	విచారించు	దయచేసి ఫ్రంట్ డెస్క్ వద్ద విచారించండి.
enrich	సుసంపన్నం చేయు	ప్రయాణం మీ అవగాహనను సుసంపన్నం చేస్తుంది.
enrol	నమోదు చేసుకో	విద్యార్థులు సెప్టెంబర్‌కు ముందు నమోదు చేసుకోవాలి.
ensue	పరిణమించు	ప్రకటన తర్వాత గందరగోళం ఏర్పడవచ్చు.
enterprise	సంస్థ	ఆ సంస్థ స్థానిక కళాకారులకు ఉపాధి కల్పిస్తుంది.
enthusiast	ఔత్సాహికుడు	ప్రతి సైక్లింగ్ ఔత్సాహికుడికి ఈ మార్గం తెలుసు.
entitle	హక్కు కల్పించు	ఈ టికెట్ మీకు ప్రవేశ హక్కును కల్పిస్తుంది.
entity	సంస్థ	కంపెనీ అనేది ఒక ప్రత్యేక చట్టపరమైన సంస్థ.
epidemic	అంటువ్యాధి	అంటువ్యాధి అనేక ప్రాంతాలకు వ్యాపించింది.
equality	సమానత్వం	ఆ ఉద్యమం సమానత్వం కోసం పోరాడింది.
equation	సమీకరణం	ఆ సమీకరణంలో రెండు తెలియనివి ఉన్నాయి.
erect	నిర్మించు	కార్మికులు కొత్త కంచెను నిర్మిస్తారు.
escalate	తీవ్రతరం చేయు	వివాదం త్వరగా తీవ్రతరం కావచ్చు.
essence	సారాంశం	ఆ కవిత బాల్యం సారాంశాన్ని సంగ్రహిస్తుంది.
establishment	సంస్థ	ఆ సంస్థ సంస్కరణను వ్యతిరేకించింది.
eternal	శాశ్వతమైన	వారు శాశ్వత స్నేహానికి వాగ్దానం చేశారు.
evacuate	ఖాళీ చేయించు	నివాసితులను సురక్షితంగా ఖాళీ చేయించడంలో అగ్నిమాపక సిబ్బంది సహాయపడ్డారు.
evoke	రేకెత్తించు	ఈ పాట బలమైన జ్ఞాపకాలను రేకెత్తిస్తుంది.
evolutionary	పరిణామ	శిలాజం పరిణామ మార్పును చూపుతుంది.
exaggerate	పెంచి చెప్పు	మీ అనుభవాన్ని పెంచి చెప్పకండి.
excellence	నైపుణ్యం	పాఠశాల అకడమిక్ నైపుణ్యానికి బహుమతి ఇస్తుంది.
exceptional	అసాధారణమైన	ఆమె అసాధారణమైన నైపుణ్యాన్ని కనబరిచింది.
excess	అదనపు	అదనపు నీరు బేస్‌మెంట్‌ను ముంచెత్తింది.
exclusion	మినహాయింపు	సామాజిక మినహాయింపు యువతకు హాని చేస్తుంది.
exclusive	ప్రత్యేకమైన	క్లబ్ ప్రత్యేకమైన ప్రాప్యతను అందిస్తుంది.
exclusively	ప్రత్యేకంగా	ఈ గదిని ప్రత్యేకంగా సిబ్బంది ఉపయోగిస్తారు.
execute	అమలు చేయు	బృందం ప్రణాళికను జాగ్రత్తగా అమలు చేస్తుంది.
execution	అమలు	వ్యూహాన్ని అమలు చేయడానికి నెలల సమయం పట్టింది.
exert	ప్రయోగించు	మీరు మరింత ఒత్తిడిని ప్రయోగించాలి.
exile	ప్రవాసం	రచయిత ప్రవాసంలో జీవించారు.
expenditure	వ్యయం	గత ఏడాది ప్రభుత్వ వ్యయం పెరిగింది.
experimental	ప్రయోగాత్మక	చికిత్స ఇంకా ప్రయోగాత్మకంగానే ఉంది.
expire	గడువు ముగియు	నా పాస్‌పోర్ట్ గడువు త్వరలో ముగుస్తుంది.
explicit	స్పష్టమైన	సూచనలు స్పష్టంగా ఉన్నాయి.
explicitly	స్పష్టంగా	నియమాలు ధూమపానాన్ని స్పష్టంగా నిషేధించాయి.
exploitation	దోపిడీ	నివేదిక కార్మికుల దోపిడీని బహిర్గతం చేసింది.
explosive	పేలుడు	ఆ పేలుడు పరికరాన్ని సురక్షితంగా తొలగించారు.
extremist	తీవ్రవాద	తీవ్రవాద బృందం మద్దతును కోల్పోయింది.
facilitate	సులభతరం చేయు	ఈ యాప్ రిమోట్ లెర్నింగ్‌ను సులభతరం చేస్తుంది.
faction	వర్గం	ఒక వర్గం నాయకుడిని వ్యతిరేకించింది.
faculty	అధ్యాపక బృందం	అధ్యాపక బృందం ఈ ప్రతిపాదనను ఆమోదించింది.
fade	వెలిసిపోవు	సూర్యరశ్మిలో పెయింట్ వెలిసిపోతుంది.
fairness	నిష్పక్షపాతం	ప్రతి పోటీలోనూ నిష్పక్షపాతం ముఖ్యం.
fatal	ప్రాణాంతక	ఈ ప్రమాదం ప్రాణాంతక గాయాలకు దారితీసింది.
fate	విధి	అతని విధి ఎవరికీ తెలియదు.
favourable	అనుకూలమైన	సమీక్ష అనుకూలమైనది.
feat	ఘనకార్యం	ఆ శిఖరాన్ని అధిరోహించడం ఒక ఘనకార్యం.
feminist	స్త్రీవాద	స్త్రీవాద ఉద్యమం బహిరంగ చర్చను మార్చివేసింది.
fibre	ఫైబర్	ఈ బ్రెడ్‌లో అదనపు ఫైబర్ ఉంది.
fierce	భయంకరమైన	భయంకరమైన తుఫాను పైకప్పులను దెబ్బతీసింది.
film-maker	చలనచిత్ర నిర్మాత	ఆ తర్వాత చలనచిత్ర నిర్మాత ప్రశ్నలకు సమాధానమిచ్చారు.
filter	ఫిల్టర్	ఫిల్టర్ గాలిలోని దుమ్మును తొలగిస్తుంది.
fine	జరిమానా	కంపెనీ జరిమానా చెల్లించింది.
firearm	తుపాకీ	అధికారి దొంగిలించబడిన తుపాకీని స్వాధీనం చేసుకున్నారు.
fit	సరిపోవడం / నప్పు	కొత్త బూట్లు సరిగ్గా సరిపోయాయి.
fixture	ఫిక్చర్ / స్థిర వస్తువు	ఆ దీపం ఒక శాశ్వతమైన స్థిర వస్తువు.
flaw	లోపం / తప్పు	డిజైన్‌లో ఒక తీవ్రమైన లోపం ఉంది.
flawed	లోపభూయిష్టమైన	లోపభూయిష్టమైన అధ్యయనం తప్పుడు ఫలితాలను ఇచ్చింది.
flee	పారిపోవు	కుటుంబాలు పోరాటం నుండి పారిపోవాల్సి వచ్చింది.
fleet	విమానాల సమూహం / ఫ్లీట్	విమానయాన సంస్థ తన విమానాల సమూహాన్ని పునరుద్ధరించింది.
flesh	మాంసం	ముల్లు అతని మాంసాన్ని గుచ్చుకుంది.
flexibility	వశ్యత / వెసులుబాటు	రిమోట్ వర్క్ మరింత వెసులుబాటును అందిస్తుంది.
flourish	వర్ధిల్లు / అభివృద్ధి చెందు	చిన్న వ్యాపారాలు ఇక్కడ వర్ధిల్లగలవు.
fluid	ద్రవం	వ్యాయామం తర్వాత ద్రవాలను ఎక్కువగా తాగండి.
footage	ఫుటేజ్ / వీడియో దృశ్యాలు	ఆ ఫుటేజ్ ప్రమాదాన్ని చూపించింది.
foreigner	విదేశీయుడు / విదేశీయురాలు	మీరు విదేశీయులా అని ఫారం అడుగుతుంది.
forge	ఏర్పరచు / నిర్మించు	వారు కొత్త పొత్తును ఏర్పరచుకోవడానికి ప్రయత్నించారు.
formula	సూత్రం	ఆ సూత్రం సమస్యను పరిష్కరించింది.
formulate	రూపొందించు	శాస్త్రవేత్తలు ఒక కొత్త సిద్ధాంతాన్ని రూపొందించారు.
forth	ముందుకు	నది పడవను ముందుకు తీసుకువెళ్ళింది.
forthcoming	రాబోయే / రానున్న	రాబోయే నివేదిక అంతా వివరిస్తుంది.
foster	పెంపొందించు	ఆ కార్యక్రమం స్వతంత్రాన్ని పెంపొందించడానికి సహాయపడుతుంది.
fragile	పెళుసైన	పెళుసైన జాడీని జాగ్రత్తగా నిర్వహించాలి.
franchise	ఫ్రాంచైజీ	ఆ రెస్టారెంట్ గ్లోబల్ ఫ్రాంచైజీగా మారింది.
frankly	నిజాయితీగా / స్పష్టంగా చెప్పాలంటే	స్పష్టంగా చెప్పాలంటే, మాకు మరింత సమయం కావాలి.
frustrated	నిరాశకు గురైన / విసుగు చెందిన	ఆలస్యం పట్ల కార్మికులు విసుగు చెందారు.
frustrating	విసుగు తెప్పించే	నెమ్మదిగా ఉన్న కనెక్షన్ విసుగు తెప్పించింది.
frustration	నిరాశ / విసుగు	సమావేశంలో విసుగు పెరిగింది.
functional	పనిచేసే / ఉపయోగకరమైన	పాత వంటగది ఇంకా పనిచేసే స్థితిలోనే ఉంది.
fundraising	నిధుల సేకరణ	నిధుల సేకరణ వచ్చే వారం ప్రారంభమవుతుంది.
funeral	అంత్యక్రియలు	అంత్యక్రియలు శుక్రవారం జరిగాయి.
gallon	గ్యాలన్	ఆ ట్యాంక్ ఒక గ్యాలన్ పడుతుంది.
gambling	జూదం	జూదం చట్టం ద్వారా పరిమితం చేయబడింది.
gathering	సమావేశం / గుమిగూడటం	సమావేశం శాంతియుతంగా ముగిసింది.
gaze	చూపు	ఆమె కాసేపు అతని వైపు అలాగే చూసింది.
gear	గేర్ / సామాగ్రి	ఎక్కడానికి ముందు భద్రతా సామాగ్రిని సర్దుకోండి.
generic	జెనరిక్ / సాధారణ	జెనరిక్ వెర్షన్ ధర తక్కువ.
genocide	జాతినిర్మూలన / మారణహోమం	మారణహోమం లోతైన జాతీయ గాయాన్ని మిగిల్చింది.
glance	ఒక్క చూపు	అతను త్వరగా ఒక్క చూపు చూశాడు.
glimpse	అస్పష్టమైన దృశ్యం / క్షణిక వీక్షణం	నేను సముద్రాన్ని ఒక్క క్షణం చూశాను.
glorious	అద్భుతమైన / ఘనమైన	జట్టు ఘనమైన విజయాన్ని ఆస్వాదించింది.
glory	కీర్తి / వైభవం	ఆమె ఒలింపిక్ కీర్తి గురించి కలలు కంది.
governance	పాలన	సుపరిపాలనకు పారదర్శకత అవసరం.
grace	కృప / హుందాతనం	ఆమె ఓటమిని హుందాతనంతో అంగీకరించింది.
grasp	అర్థం చేసుకో / గ్రహించు	అతను ఆ కాన్సెప్ట్‌ను అర్థం చేసుకోవడంలో విఫలమయ్యాడు.
grave (for dead person)	సమాధి	సమాధిని పూలతో కప్పారు.
grave (serious)	తీవ్రమైన	పరిస్థితి తీవ్రంగానే ఉంది.
gravity	గురుత్వాకర్షణ	గురుత్వాకర్షణ వస్తువులను భూమి వైపు లాగుతుంది.
grid	గ్రిడ్	ఆ మ్యాప్ సాధారణ గ్రిడ్‌ను ఉపయోగిస్తుంది.
grief	దుఃఖం / శోకం	దుఃఖం అతని కుటుంబం మొత్తాన్ని మార్చేసింది.
grin	చిరునవ్వు / పళ్ళు ఇకిలించడం	ఆ అబ్బాయి పెద్ద చిరునవ్వు నవ్వాడు.
grind	రుబ్బు / పొడిచేయు	కార్మికులు ప్రతిరోజూ ఉదయం గింజలను రుబ్బుతారు.
grip	పట్టు	తాడుపై గట్టి పట్టు ఉంచండి.
gross	స్థూల	స్థూల ఆదాయం బాగా పెరిగింది.
guerrilla	గెరిల్లా	గెరిల్లా యోధులు కొండల్లో దాక్కున్నారు.
guidance	మార్గదర్శకత్వం	గైడ్ ఆచరణాత్మక మార్గదర్శకత్వాన్ని అందిస్తుంది.
guilt	అపరాధ భావం	అబద్ధం చెప్పిన తర్వాత ఆమె అపరాధ భావానికి గురైంది.
gut	పేగు / అంతర్గత భావన	కష్టమైన ఎంపికలలో మీ అంతర్గత భావనను విశ్వసించండి.
hail	ప్రశంసించు / జేజేలు పలుకు	గ్రామస్థులు వైద్యుడిని హీరోగా ప్రశంసిస్తారు.
halfway	సగం దారిలో	మేము కొండ ఎక్కేటప్పుడు సగం దారిలో ఆగాము.
halt	నిలుపుదల / ఆగు	రైలు అకస్మాత్తుగా ఆగింది.
handful	గుప్పెడు / కొద్దిమంది	కొద్దిమంది వాలంటీర్లు ఆలస్యంగా ఉండిపోయారు.
handling	నిర్వహణ	సరైన నిర్వహణ నష్టాన్ని నివారిస్తుంది.
handy	సులభంగా ఉపయోగపడే / అందుబాటులో ఉన్న	ఈ సాధనం మరమ్మతులకు సులభంగా ఉపయోగపడుతుంది.
harassment	వేధింపు	కంపెనీ వేధింపుల ఫిర్యాదులను విచారించింది.
hardware	హార్డ్‌వేర్	ఈ స్టోర్ కంప్యూటర్ హార్డ్‌వేర్‌ను విక్రయిస్తుంది.
harmony	సామరస్యం / శృతి	గాయక బృందం ఖచ్చితమైన శృతిలో పాడింది.
harsh	కఠినమైన	న్యాయమూర్తి కఠినమైన శిక్ష విధించారు.
harvest	పంట కోత	పంట కోత సెప్టెంబర్లో ప్రారంభమవుతుంది.
haunt	వెంటాడు	ఆ జ్ఞాపకం అతన్ని వెంటాడుతూనే ఉంది.
hazard	ప్రమాదం / ఆపద	మంచు ఒక తీవ్రమైన రహదారి ప్రమాదం.
heighten	పెంచు / ఉధృతం చేయు	ఆ ప్రసంగం ఉద్రిక్తతలను పెంచవచ్చు.
heritage	వారసత్వం	ఆ కోట స్థానిక వారసత్వంలో భాగం.
hierarchy	సోపానక్రమం / క్రమానుగత శ్రేణి	కార్యాలయ సోపానక్రమం స్పష్టంగా నిర్వచించబడింది.
high-profile	హై-ప్రొఫైల్ / ప్రముఖమైన	ఆ హై-ప్రొఫైల్ విచారణ రిపోర్టర్లను ఆకర్షించింది.
hint	సూచన / హింట్	ఆమె నాకు ఒక ఉపయోగకరమైన సూచన ఇచ్చింది.
homeland	మాతృభూమి	అతను తన మాతృభూమికి తిరిగి వచ్చాడు.
hopeful	ఆశాజనకంగా	కోలుకుంటారని వైద్యులు ఆశాజనకంగా ఉన్నారు.
