source_headword	NE	example_NE
intake	सेवन	चिनीको सेवन सन्तुलित हुनुपर्छ।
integral	अभिन्न	विश्वास टोलीको लागि अभिन्न हो।
integrated	एकीकृत	विद्यालयले एकीकृत सहयोग प्रदान गर्दछ।
integration	एकीकरण	एकीकरणले सम्पूर्ण प्रणाली सुधार गर्‍यो।
integrity	अखण्डता	न्यायाधीशले ठूलो अखण्डता देखाए।
intensify	तीव्र हुनु	आँधी रातारात तीव्र हुन सक्छ।
intensity	तीव्रता	तालिमको तीव्रता बढ्यो।
intensive	सघन	उनीहरूले सघन भाषा तालिम पूरा गरे।
intent	मनसाय	उसको मनसाय प्रमाणित गर्न गाह्रो थियो।
interactive	अन्तर्क्रियात्मक	संग्रहालयमा अन्तर्क्रियात्मक प्रदर्शनहरू छन्।
interface	इन्टरफेस	इन्टरफेस नेभिगेट गर्न सजिलो छ।
interfere	हस्तक्षेप गर्नु	अनुसन्धानमा हस्तक्षेप नगर्नुहोस्।
interference	हस्तक्षेप	सिग्नल हस्तक्षेपले कललाई बाधा पुर्यायो।
interim	अन्तरिम	भोलि अन्तरिम प्रतिवेदन आउँछ।
interior	भित्री	भित्री पर्खालहरूलाई रङ चाहिन्छ।
intermediate	मध्यवर्ती	उनी मध्यवर्ती कक्षामा सामेल भइन्।
intervene	हस्तक्षेप गर्नु	प्रहरीले छिटो हस्तक्षेप गर्नुपर्‍यो।
intervention	हस्तक्षेप	प्रारम्भिक हस्तक्षेपले बिरामीलाई मद्दत गर्‍यो।
intimate	घनिष्ठ	तिनीहरूले घनिष्ठ पारिवारिक समारोह आयोजना गरे।
intriguing	चाखलाग्दो	डाटाले एउटा चाखलाग्दो ढाँचा प्रकट गर्‍यो।
investigator	अनुसन्धानकर्ता	अनुसन्धानकर्ताले प्रत्येक साक्षीको अन्तर्वार्ता लिए।
invisible	अदृश्य	ग्यास अदृश्य र खतरनाक छ।
invoke	आह्वान गर्नु	वकिलले पूर्वदृष्टान्त आह्वान गर्ने प्रयास गरे।
involvement	संलग्नता	उसको संलग्नता अस्पष्ट रह्यो।
ironic	व्यंग्यात्मक	व्यंग्यात्मक टिप्पणीले सबैलाई हँसायो।
ironically	विडम्बनापूर्वक	विडम्बनापूर्वक, यो बाटोले बढी समय लियो।
irony	विडम्बना	विडम्बना सबैको लागि स्पष्ट थियो।
irrelevant	असान्दर्भिक	त्यो विवरण यहाँ असान्दर्भिक छ।
isolation	एक्लोपन	एक्लोपनले मानसिक स्वास्थ्यलाई हानि पुर्याउन सक्छ।
judicial	न्यायिक	न्यायिक समीक्षा सोमबारबाट सुरु हुन्छ।
junction	चोक	चोकमा देब्रे घुम्नुहोस्।
jurisdiction	अधिकार क्षेत्र	अदालतको सीमित अधिकार क्षेत्र छ।
just	उचित	न्यायाधीशले उचित निर्णय गरे।
justification	औचित्य	हामीलाई खर्चको लागि स्पष्ट औचित्य चाहिन्छ।
kidnap	अपहरण गर्नु	अपराधीहरूले कूटनीतिज्ञलाई अपहरण गर्ने प्रयास गरे।
kidney	मिर्गौला	उनको मिर्गौलाको काममा सुधार आयो।
kingdom	राज्य	उसको शासनकालमा राज्य विस्तार भयो।
lad	केटो	युवा केटोले झोलाहरू बोक्यो।
landlord	घरधनी	घरधनीले तताउने प्रणाली मर्मत गरे।
landmark	स्थलचिह्न	टावर सहरको स्थलचिह्न बन्यो।
lap	काख	बच्चा उनको काखमा बस्यो।
large-scale	ठूलो परिमाणको	सहरले ठूलो परिमाणको मर्मत गर्ने योजना बनायो।
laser	लेजर	लेजरले दूरी नाप्यो।
latter	पछिल्लो	पछिल्लो विकल्प सुरक्षित देखिन्छ।
lawn	चौर	बच्चाहरू चौरमा खेले।
lawsuit	मुद्दा	कम्पनीले मुद्दा मिलायो।
layout	लेआउट	पृष्ठको लेआउट स्पष्ट देखिन्छ।
leak	चुहावट	पाइपको चुहावटले भान्साकोठामा पानी भरियो।
leap	फड्को	बिक्रीले अचानक फड्को मार्यो।
legacy	विरासत	उनको विरासतले विश्वविद्यालयलाई आकार दियो।
legendary	पौराणिक	पौराणिक गायक मञ्चमा फर्के।
legislation	कानुन	नयाँ कानुनले भाडामा बस्नेहरूलाई सुरक्षा गर्छ।
legislative	विधायी	विधायी समिति आज बस्यो।
legislature	व्यवस्थापिका	व्यवस्थापिकाले बजेट पारित गर्‍यो।
legitimate	वैध	तिनीहरूले वैध चिन्ताहरू उठाए।
lengthy	लामो	लामो बहसले मतदानमा ढिलाइ गर्‍यो।
lesbian	समलिङ्गी महिला	समलिङ्गी महिला कार्यकर्ताले मञ्चमा बोलिन्।
lesser	कम	कम जोखिम छान्नुहोस्।
lethal	घातक	रसायन घातक हुन सक्छ।
liable	उत्तरदायी	चालकहरू क्षतिको लागि उत्तरदायी हुन्छन्।
liberal	उदार	उनी उदार सामाजिक नीतिहरूलाई समर्थन गर्छन्।
liberation	मुक्ति	मुक्तिले देशको भविष्य बदल्यो।
liberty	स्वतन्त्रता	कानुनले व्यक्तिगत स्वतन्त्रताको रक्षा गर्छ।
license	लाइसेन्स दिनु	राज्यले नयाँ क्लिनिकहरूलाई लाइसेन्स दिन सक्छ।
lifelong	आजीवन	उनले त्यहाँ आजीवन साथीहरू बनाइन्।
likelihood	सम्भावना	वर्षाको सम्भावना बढ्यो।
limb	अङ्ग	घाइते अङ्ग बिस्तारै निको भयो।
linear	रेखीय	चार्टले रेखीय प्रवृत्ति देखाउँछ।
line-up	लाइनअप	चाडको लाइनअपमा स्थानीय ब्यान्डहरू समावेश छन्।
linger	रहिरहनु	गन्ध घण्टौंसम्म रहिरहन सक्छ।
listing	सूची	अपार्टमेन्टको सूची सही देखियो।
literacy	साक्षरता	वयस्क साक्षरता कार्यक्रमहरू विस्तार गरियो।
liver	कलेजो	कलेजोले हानिकारक पदार्थहरू छान्छ।
lobby	लबी	दिउँसोपछि लबीमा भीड थियो।
log	लग	प्रणालीले दैनिक लग राख्छ।
logic	तर्क	उसको तर्क विफल भयो।
long-standing	लामो समयदेखिको	तिनीहरूले लामो समयदेखिको विवाद समाधान गरे।
long-time	लामो समयदेखिको	उनी लामो समयदेखिको स्वयंसेवक हुन्।
loom	देखा पर्नु	कालो बादल उपत्यकामाथि देखा पर्यो।
loop	घेरा	बाटोले एउटा घेरा बनाउँछ।
loyalty	वफादारी	उसको वफादारीले टोलीलाई प्रभावित गर्‍यो।
machinery	मेसिनरी	कारखानाले नयाँ मेसिनरी जडान गर्‍यो।
magical	जादुई	बगैंचा राती जादुई देखिन्थ्यो।
magistrate	म्याजिस्ट्रेट	म्याजिस्ट्रेटले मुद्दाको सुनुवाइ गरे।
magnetic	चुम्बकीय	चुम्बकीय क्षेत्रले कम्पासलाई असर गर्‍यो।
magnitude	परिमाण	क्षतिको परिमाण स्पष्ट थियो।
mainland	मुख्य भूमि	फेरीले टापुहरूलाई मुख्य भूमिसँग जोड्छ।
mainstream	मूलधार	यो विचार मूलधारको राजनीतिमा प्रवेश गर्‍यो।
maintenance	मर्मतसम्भार	नियमित मर्मतसम्भारले ब्रेकडाउन रोक्छ।
mandate	जनादेश	राष्ट्रपतिले बलियो जनादेशको दाबी गरे।
mandatory	अनिवार्य	प्रशिक्षार्थीहरूको लागि उपस्थिति अनिवार्य छ।
manifest	देखा पर्नु	लक्षणहरू हप्ताहरूपछि देखा पर्न सक्छन्।
manipulate	हेरफेर गर्नु	सर्वेक्षणको नतिजा हेरफेर नगर्नुहोस्।
manipulation	हेरफेर	डाटा हेरफेर पत्ता लाग्यो।
manuscript	पाण्डुलिपि	प्रकाशकले उनको पाण्डुलिपि स्वीकार गर्‍यो।
march	मार्च गर्नु	प्रदर्शनकारीहरू शहरको केन्द्रतर्फ मार्च गर्नेछन्।
marginal	सीमान्त	परिवर्तनले सीमान्त फाइदाहरू दियो।
marine	समुद्री	समुद्री जीवनलाई सफा पानी चाहिन्छ।
marketplace	बजार	अनलाइन बजार छिटो विस्तार भयो।
mask	मास्क	कामदारहरूले मास्क लगाउनुपर्छ।
massacre	नरसंहार	नरसंहारले सम्पूर्ण क्षेत्रलाई स्तब्ध बनायो।
mathematical	गणितीय	गणितीय मोडेलले मागको भविष्यवाणी गर्‍यो।
mature	परिपक्व	परिपक्व रूखहरूले छाया दिन्छन्।
maximize	अधिकतम गर्नु	अपडेटले ब्याट्री लाइफ अधिकतम गर्नेछ।
meaningful	अर्थपूर्ण	उनीहरूले अर्थपूर्ण कुराकानी गरे।
meantime	यसैबीच	यसैबीच, बाहिर पर्खनुहोस्।
medieval	मध्यकालीन	महलका पर्खालहरू मध्यकालीन हुन्।
meditation	ध्यान	दैनिक ध्यानले उनको दिमागलाई शान्त पार्छ।
melody	धुन	धुन मेरो दिमागमा रहिरह्यो।
memo	मेमो	मेमोले नीति स्पष्ट गर्‍यो।
memoir	संस्मरण	उनको संस्मरणले बाल्यकालको निर्वासनको वर्णन गर्दछ।
memorial	स्मारक	स्मारकले स्थानीय सिपाहीहरूलाई सम्मान गर्दछ।
mentor	सल्लाहकार	उनको सल्लाहकारले प्रस्तावको समीक्षा गरे।
merchant	व्यापारी	व्यापारीले रेशम र मसलाहरू बेच्थे।
mercy	दया	न्यायाधीशले दया देखाए।
mere	मात्र	एक मात्र झलकले त्रुटि प्रकट गर्‍यो।
merely	केवल	उनले केवल निर्देशनहरू दोहोर्याइन्।
merge	गाभिनु	दुई कम्पनीहरू गाभिनेछन्।
merger	विलय	विलयले एउटा ठूलो बैंक बनायो।
merit	योग्यता	प्रस्तावमा स्पष्ट योग्यता छ।
methodology	कार्यप्रणाली	अध्ययनले यसको कार्यप्रणालीको व्याख्या गर्दछ।
midst	बीचमा	उनीहरूले अराजकताको बीचमा काम गरे।
migration	बसाइँसराइ	मौसमी बसाइँसराइले स्थानीय रोजगारीलाई असर गर्छ।
militant	विद्रोही	विद्रोही समूहले वार्ता अस्वीकार गर्‍यो।
militia	मिलिसिया	मिलिसियाले सडक नियन्त्रण गर्‍यो।
mill	मिल	पुरानो मिल एउटा संग्रहालय बन्यो।
minimal	न्यूनतम	योजनालाई न्यूनतम प्रयास चाहिन्छ।
minimize	न्यूनतम गर्नु	हामीले अनावश्यक जोखिम न्यूनतम गर्नुपर्छ।
mining	खानी	खानीले नदी उपत्यकालाई क्षति पुर्‍यायो।
ministry	मन्त्रालय	मन्त्रालयले नयाँ नियमहरू घोषणा गर्‍यो।
minute2	सानो	गिलासमा एउटा सानो दरार देखियो।
miracle	चमत्कार	उसको रिकभरी चमत्कार जस्तै देखिन्थ्यो।
misery	दुःख	शरणार्थीहरूले वर्षौंसम्म दुःख भोगे।
misleading	भ्रामक	भ्रामक चार्टले पाठकहरूलाई अलमलमा पार्‍यो।
missile	क्षेप्यास्त्र	क्षेप्यास्त्र परीक्षणले तनाव बढायो।
mob	भीड	क्रोधित भीडले ट्राफिक रोक्यो।
mobility	गतिशीलता	राम्रो बसहरूले शहरी गतिशीलता सुधार गर्छन्।
mobilize	परिचालन गर्नु	नेताहरूले स्वयंसेवकहरूलाई छिट्टै परिचालन गर्छन्।
moderate	मध्यम	उम्मेदवारले मध्यम विचार राख्छन्।
modification	परिमार्जन	डिजाइनलाई एउटा परिमार्जन चाहिन्छ।
momentum	गति	अभियानले छिट्टै गति लियो।
monk	भिक्षु	भिक्षु मौन बसे।
monopoly	एकाधिकार	फर्मले एकाधिकार राखेको थियो।
morality	नैतिकता	पाठ्यक्रमले सार्वजनिक नैतिकताको परीक्षण गर्दछ।
motive	मनसाय	प्रहरीले उसको मनसायबारे प्रश्न गर्‍यो।
motorist	मोटर चालक	मोटर चालक रातो बत्तीमा रोकिए।
municipal	नगरपालिका	यस वर्ष नगरपालिकाका सेवाहरू सुधार भए।
mutual	आपसी	उनीहरू आपसी सम्झौतामा पुगे।
namely	अर्थात्	एउटा समस्या बाँकी छ, अर्थात् कोष।
nationwide	देशव्यापी	हडतालले देशव्यापी ढिलाइ निम्त्यायो।
naval	नौसेना	नौसेना आधार गत वर्ष बन्द भयो।
neglect	बेवास्ता गर्नु	आधारभूत सुरक्षालाई बेवास्ता नगर्नुहोस्।
neighbouring	छिमेकी	छिमेकी शहरहरूले अस्पताल साझा गरे।
nest	गुँड	चराले गुँड बनायो।
net	खुद	खुद नाफा तीव्र रूपमा बढ्यो।
newsletter	न्यूजलेटर	न्यूजलेटर हरेक शुक्रबार आइपुग्छ।
niche	विशिष्ट बजार	कम्पनीले एउटा लाभदायक विशिष्ट बजार फेला पार्यो।
noble	महान	उनको महान कार्यले सबैलाई प्रभावित गर्‍यो।
nod	टाउको हल्लाउनु	यदि तपाईंले बुझ्नुभयो भने कृपया टाउको हल्लाउनुहोस्।
nominate	मनोनीत गर्नु	तिनीहरूले नयाँ अध्यक्ष मनोनीत गर्नेछन्।
nomination	मनोनयन	उनको मनोनयनले समितिलाई चकित पार्यो।
nominee	मनोनित	मनोनित व्यक्तिले गाह्रो प्रश्नहरूको जवाफ दिए।
nonetheless	यद्यपि	यद्यपि, योजना अगाडि बढ्यो।
non-profit	गैर-नाफामुखी	उनी गैर-नाफामुखी क्लिनिकको लागि काम गर्छिन्।
nonsense	बकवास	त्यो हल्ला पूर्ण बकवास हो।
noon	दिउँसो	बैठक दिउँसो सुरु हुन्छ।
notable	उल्लेखनीय	रिपोर्टले उल्लेखनीय प्रगति गर्‍यो।
notably	विशेष गरी	विशेष गरी, मे महिनामा लागत घट्यो।
notify	सूचित गर्नु	कृपया बाहिर निस्कनु अघि कर्मचारीलाई सूचित गर्नुहोस्।
notorious	कुख्यात	सडक दुर्घटनाका लागि कुख्यात छ।
novel	नयाँ	उनीहरूले एउटा नयाँ समाधान प्रस्ताव गरे।
nursery	नर्सरी	नर्सरीले शिशुहरूको हेरचाह गर्दछ।
objection	आपत्ति	वकिलले आपत्ति जनाए।
oblige	बाध्य गर्नु	नियमहरूले चालकहरूलाई रोक्न बाध्य गर्छन्।
obsess	ग्रस्त हुनु	साना गल्तीहरूमा ग्रस्त नहुनुहोस्।
obsession	धुन	उसको धुनले उसको कामलाई हानि पुर्यायो।
occasional	कहिलेकाहीँको	कहिलेकाहीँ ढिलाइ हुने अपेक्षा गरिन्छ।
occurrence	घटना	यस्तो घटना दुर्लभ हुन्छ।
odds	सम्भावना	सफलताको सम्भावना सुधार भयो।
offering	प्रस्ताव	विश्वविद्यालयले आफ्नो प्रस्ताव विस्तार गर्यो।
offspring	सन्तान	फ्याउरोले आफ्नो सन्तानको रक्षा गर्यो।
operational	सञ्चालनमा	नयाँ प्रणाली सञ्चालनमा छ।
opt	रोज्नु	धेरै विद्यार्थीहरू अनलाइन कक्षाहरू रोज्छन्।
optical	अप्टिकल	अप्टिकल लेन्स सफा गर्न आवश्यक छ।
optimism	आशावाद	घोषणा पछि आशावाद फर्कियो।
oral	मौखिक	मौखिक परीक्षा भोलि सुरु हुन्छ।
organizational	संगठनात्मक	संगठनात्मक परिवर्तनहरू तुरुन्तै सुरु भयो।
orientation	अभिमुखीकरण	कार्यशालाले कर्मचारी अभिमुखीकरणलाई कभर गर्यो।
originate	उत्पन्न हुनु	धेरै परम्पराहरू ग्रामीण गाउँहरूमा उत्पन्न हुन्छन्।
outbreak	प्रकोप	प्रकोप शहरभरि फैलियो।
outing	भ्रमण	कक्षाले संग्रहालय भ्रमणको आनन्द लियो।
outlet	आउटलेट	आउटलेटले छुटको कपडा बेच्छ।
outlook	दृष्टिकोण	आर्थिक दृष्टिकोण अनिश्चित छ।
outrage	आक्रोश	निर्णयले सार्वजनिक आक्रोश निम्त्यायो।
outsider	बाहिरी व्यक्ति	बाहिरी व्यक्तिको रूपमा, उनले समस्याहरू देखे।
overlook	बेवास्ता गर्नु	साना विवरणहरूलाई बेवास्ता नगर्नुहोस्।
overly	धेरै	निर्देशनहरू धेरै जटिल थिए।
oversee	रेखदेख गर्नु	उनले परियोजनाको रेखदेख गर्नेछिन्।
overturn	पल्टाउनु	अदालतले फैसला पल्टाउन सक्छ।
overwhelm	अभिभूत गर्नु	धेरै जानकारीले शिक्षार्थीहरूलाई अभिभूत गर्न सक्छ।
overwhelming	भारी	प्रमाण भारी थियो।
pad	प्याड	घुँडा जोगाउन प्याड प्रयोग गर्नुहोस्।
parameter	प्यारामिटर	एक पटकमा एउटा प्यारामिटर समायोजन गर्नुहोस्।
parental	अभिभावकीय	अभिभावकीय समर्थनले उपस्थिति सुधार गर्यो।
parish	पेरिस	पेरिसले परोपकारी रात्रिभोज आयोजना गर्यो।
parliamentary	संसदीय	संसदीय बहस घण्टौं चल्यो।
partial	आंशिक	रिपोर्टले आंशिक जवाफ दियो।
partially	आंशिक रूपमा	झ्याल आंशिक रूपमा खुला थियो।
passing	निधन	उनको निधन अचानक भयो।
passive	निष्क्रिय	निष्क्रिय लगानीकर्ताहरूले स्थिर प्रतिफल स्वीकार गरे।
pastor	पादरी	पादरीले परिवारलाई भेटे।
patch	प्याच	ज्याकेटलाई सानो प्याच चाहिन्छ।
patent	प्याटेन्ट	कम्पनीले प्याटेन्ट दर्ता गर्यो।
pathway	मार्ग	यो मार्ग प्रमाणीकरणतर्फ लैजान्छ।
patrol	गस्ती	पुलिसले राति क्षेत्रमा गस्ती गर्छ।
patron	संरक्षक	संग्रहालयले यसको संरक्षकलाई धन्यवाद दियो।
peak	शिखर	माग जाडोको शिखरमा पुग्यो।
peasant	किसान	किसानको थोरै जग्गा थियो।
peculiar	अनौठो	कोठामा अनौठो गन्ध थियो।
persist	लागिरहनु	लक्षणहरू दिनौंसम्म लागिरहन सक्छ।
persistent	लगातार	लगातारको खोकीमा ध्यान दिन आवश्यक छ।
personnel	कर्मचारी	कर्मचारी अभिलेखहरू गोप्य हुन्छन्।
petition	निवेदन	निवेदनले हजारौं हस्ताक्षरहरू जम्मा गर्यो।
philosopher	दार्शनिक	दार्शनिकले साझा धारणाहरूमाथि प्रश्न उठाए।
philosophical	दार्शनिक	छलफल दार्शनिक भयो।
physician	चिकित्सक	चिकित्सकले रगत परीक्षणको आदेश दिए।
pioneer	अग्रगामी	उनी चिकित्सा क्षेत्रमा अग्रगामी बनिन्।
pipeline	पाइपलाइन	पाइपलाइनले जमिनमुनि ग्यास बोक्छ।
pirate	समुद्री डाकू	समुद्री डाकूको जहाज किनारमा देखा पर्यो।
pit	खाडल	कामदारहरूले गहिरो खाडल खने।
plea	निवेदन	उनको मद्दतको लागि निवेदनलाई बेवास्ता गरियो।
plead	दोष स्वीकार्नु	संदिग्धले दोष स्वीकार गर्नेछ।
pledge	वाचा	तिनीहरू सुधारका लागि समर्थन गर्ने वाचा गर्छन्।
plug	जोड्नु	सकेटमा केबल जोड्नुहोस्।
plunge	घट्नु	काण्डपछि मूल्य घट्नसक्छ।
pole	खम्बा	झण्डा खम्बाबाट झुन्ड्याइएको थियो।
poll	मतदान	मतदानले परिवर्तन भइरहेको राय देखायो।
pond	पोखरी	हाँसहरू जमेको पोखरी तरे।
pop	फुट्नु	धारिला वस्तुहरू नजिकै बेलुनहरू फुट्छन्।
portfolio	पोर्टफोलियो	उनको पोर्टफोलियोमा धेरै स्टार्टअपहरू समावेश छन्।
portray	चित्रण गर्नु	चलचित्रले ग्रामीण जीवनलाई चित्रण गर्नेछ।
postpone	स्थगित गर्नु	तिनीहरूले सुनुवाइ स्थगित गर्ने निर्णय गरे।
post-war	युद्धपछिको	युद्धपछिको आवास तत्काल आवश्यक थियो।
practitioner	व्यवसायी	व्यवसायीले उपचारको व्याख्या गरे।
preach	प्रचार गर्नु	मन्त्रीले आइतबार प्रचार गर्नेछन्।
precedent	नजिर	फैसलाले महत्त्वपूर्ण नजिर स्थापित गर्यो।
precision	शुद्धता	मेसिनले शुद्धताको साथ काट्छ।
predator	शिकारी	शिकारी नदीको छेउमा पर्खिरहेको थियो।
predecessor	पूर्ववर्ती	उनको पूर्ववर्तीले विस्तृत नोटहरू छोडे।
predominantly	मुख्यतया	क्षेत्र मुख्यतया आवासीय छ।
pregnancy	गर्भावस्था	गर्भावस्थालाई नियमित चिकित्सा हेरचाह आवश्यक पर्छ।
prejudice	पूर्वाग्रह	अभियानले जातीय पूर्वाग्रहलाई चुनौती दियो।
preliminary	प्रारम्भिक	प्रारम्भिक नतिजाहरू आशाजनक देखिन्छन्।
premier	प्रिमियर	प्रिमियरले आज संसदलाई सम्बोधन गरे।
premise	आधार	तर्क झूटो आधारमा टिक्छ।
premium	प्रिमियम	ग्राहकहरूले गतिको लागि प्रिमियम तिरे।
prescribe	सिफारिस गर्नु	डाक्टरहरूले ध्यानपूर्वक एन्टिबायोटिक सिफारिस गर्छन्।
prescription	प्रेस्क्रिप्शन	प्रेस्क्रिप्शन अर्को महिना सकिन्छ।
presently	हाल	उनी हाल उपलब्ध छैनन्।
preservation	संरक्षण	संरक्षणले ऐतिहासिक भवनहरूलाई जोगाउँछ।
preside	अध्यक्षता गर्नु	न्यायाधीशले सुनुवाइको अध्यक्षता गर्नेछन्।
presidency	अध्यक्षता	उनको अध्यक्षता आठ वर्षसम्म रह्यो।
presidential	राष्ट्रपतीय	राष्ट्रपतीय चुनावले ध्यान खिच्यो।
prestigious	प्रतिष्ठित	उनले प्रतिष्ठित छात्रवृत्ति जितिन्।
presumably	सम्भवतः	कार्यालय सम्भवतः आज बन्द छ।
presume	अनुमान गर्नु	हामी अनुमान गर्छौं कि कागजातहरू वास्तविक हुन्।
prevail	जित्नु	सामान्य ज्ञानले जित्नुपर्छ।
prevalence	व्यापकता	दमको व्यापकता बढ्यो।
prevention	रोकथाम	मर्मतभन्दा रोकथाम सस्तो छ।
