source_headword	LO	example_LO
query	ຄຳຖາມ	ສົ່ງຄຳຖາມຂອງທ່ານໄປຫາຝ່າຍຊ່ວຍເຫຼືອ.
quest	ການສະແຫວງຫາ	ການສະແຫວງຫາຄວາມຍຸດຕິທຳຂອງພວກເຂົາຍັງດຳເນີນຕໍ່ໄປ.
quota	ໂກຕ້າ	ທີມງານສາມາດບັນລຸໂກຕ້າການຂາຍໄດ້.
radar	ເຣດາ	ພາຍຸໄດ້ປາກົດຢູ່ໃນເຣດາ.
radical	ແບບຮາກຖານ	ກຸ່ມດັ່ງກ່າວໄດ້ສະເໜີການປະຕິຮູບແບບຮາກຖານ.
rage	ຄວາມໂກດແຄ້ນ	ຄວາມໂກດແຄ້ນຂອງລາວຈາງຫາຍໄປຢ່າງໄວວາ.
raid	ການຈູ່ໂຈມ	ຕຳຫຼວດໄດ້ທຳການຈູ່ໂຈມໃນຕອນເຊົ້າ.
rally	ການໂຮມຊຸມນຸມ	ຜູ້ສະໜັບສະໜູນໄດ້ເຂົ້າຮ່ວມການໂຮມຊຸມນຸມຢູ່ໃນຕົວເມືອງ.
ranking	ການຈັດອັນດັບ	ມະຫາວິທະຍາໄລໄດ້ປັບປຸງການຈັດອັນດັບຂອງຕົນ.
rape	ການຂົ່ມຂືນ	ຄະດີການຂົ່ມຂືນຮຽກຮ້ອງໃຫ້ມີການສືບສວນຢ່າງລະມັດລະວັງ.
ratio	ອັດຕາສ່ວນ	ຫ້ອງຮຽນມີອັດຕາສ່ວນຄູທີ່ຕໍ່າ.
rational	ມີເຫດຜົນ	ການຕັດສິນໃຈຂອງນາງແມ່ນມີເຫດຜົນ.
ray	ແສງ	ແສງຕາເວັນໄດ້ສ່ອງເຂົ້າມາ.
readily	ຢ່າງເຕັມໃຈ	ລາວຍອມຮັບຂໍ້ສະເໜີຢ່າງເຕັມໃຈ.
realization	ການຮັບຮູ້	ການຮັບຮູ້ດັ່ງກ່າວໄດ້ປ່ຽນແປງແຜນການຂອງນາງ.
realm	ຂົງເຂດ	ຄຳຖາມນີ້ຢູ່ໃນອີກຂົງເຂດໜຶ່ງ.
rear	ດ້ານຫຼັງ	ໃຊ້ທາງເຂົ້າດ້ານຫຼັງໃນມື້ນີ້.
reasoning	ເຫດຜົນ	ເຫດຜົນຂອງລາວແມ່ນຈະແຈ້ງ.
reassure	ເຮັດໃຫ້ໝັ້ນໃຈ	ທ່ານໝໍພະຍາຍາມເຮັດໃຫ້ນາງໝັ້ນໃຈ.
rebel	ກະບົດ	ຜູ້ນຳກະບົດໄດ້ຫຼົບໜີການຈັບກຸມ.
rebellion	ການກະບົດ	ການກະບົດໄດ້ສິ້ນສຸດລົງຫຼັງຈາກການເຈລະຈາ.
recipient	ຜູ້ຮັບ	ຜູ້ຮັບໄດ້ເຊັນໃນແບບຟອມ.
reconstruction	ການກໍ່ສ້າງຄືນໃໝ່	ການກໍ່ສ້າງຄືນໃໝ່ໄດ້ເລີ່ມຕົ້ນຫຼັງຈາກນໍ້າຖ້ວມ.
recount1	ເລົ່າເລື່ອງ	ນາງສາມາດເລົ່າເຫດການໄດ້ຢ່າງຈະແຈ້ງ.
referendum	ການລົງປະຊາມະຕິ	ການລົງປະຊາມະຕິໄດ້ແບ່ງແຍກປະເທດ.
reflection	ການຄິດທົບທວນ	ບົດຂຽນຕ້ອງການການຄິດທົບທວນທີ່ເລິກເຊິ່ງກວ່າ.
reform	ການປະຕິຮູບ	ການປະຕິຮູບໄດ້ປັບປຸງການບໍລິການສາທາລະນະ.
refuge	ບ່ອນລີ້ໄພ	ຄອບຄົວໄດ້ຊອກຫາບ່ອນລີ້ໄພຢູ່ຕ່າງປະເທດ.
refusal	ການປະຕິເສດ	ການປະຕິເສດຂອງນາງເຮັດໃຫ້ຄະນະກຳມະການປະຫຼາດໃຈ.
regain	ໄດ້ຮັບຄືນມາ	ລາວເຮັດວຽກໜັກເພື່ອໃຫ້ໄດ້ຮັບຄວາມໄວ້ວາງໃຈຄືນມາ.
regardless	ໂດຍບໍ່ຄຳນຶງເຖິງ	ພວກເຂົາສືບຕໍ່ໄປໂດຍບໍ່ຄຳນຶງເຖິງການວິພາກວິຈານ.
regime	ລະບອບການປົກຄອງ	ລະບອບການປົກຄອງໄດ້ຈຳກັດສິດເສລີພາບໃນການປາກເວົ້າ.
regulator	ຜູ້ຄວບຄຸມ	ຜູ້ຄວບຄຸມໄດ້ປັບໃໝບໍລິສັດ.
regulatory	ກ່ຽວກັບການກຳກັບດູແລ	ການອະນຸມັດກ່ຽວກັບການກຳກັບດູແລໃຊ້ເວລາຫຼາຍເດືອນ.
rehabilitation	ການຟື້ນຟູ	ການຟື້ນຟູໄດ້ຊ່ວຍໃຫ້ລາວຍ່າງໄດ້ອີກຄັ້ງ.
reign	ການປົກຄອງ	ການປົກຄອງຂອງກະສັດແກ່ຍາວເປັນເວລາຫຼາຍທົດສະວັດ.
rejection	ການປະຕິເສດ	ການປະຕິເສດໄດ້ທຳລາຍຄວາມໝັ້ນໃຈຂອງນາງ.
relevance	ຄວາມກ່ຽວຂ້ອງ	ຂໍ້ມູນດັ່ງກ່າວມີຄວາມກ່ຽວຂ້ອງທີ່ຈຳກັດ.
reliability	ຄວາມໜ້າເຊື່ອຖື	ຄວາມໜ້າເຊື່ອຖືມີຄວາມສຳຄັນໃນລະບົບສຸກເສີນ.
reluctant	ລັງເລ	ລາວລັງເລທີ່ຈະເວົ້າ.
remainder	ສ່ວນທີ່ເຫຼືອ	ສ່ວນທີ່ເຫຼືອແມ່ນໄດ້ໄປບໍລິຈາກ.
remains	ຊາກສົບ	ຊາກສົບໄດ້ຖືກກວດສອບຢ່າງລະມັດລະວັງ.
remedy	ວິທີແກ້ໄຂ	ກົດໝາຍໄດ້ໃຫ້ວິທີແກ້ໄຂ.
reminder	ການແຈ້ງເຕືອນ	ອີເມວເປັນການແຈ້ງເຕືອນທີ່ເປັນປະໂຫຍດ.
removal	ການກຳຈັດ	ການກຳຈັດສິ່ງກີດຂວາງຊ່ວຍໃນການຄ້າ.
render	ເຮັດໃຫ້	ຄວາມຜິດພາດເຮັດໃຫ້ສັນຍາເປັນໂມຄະ.
renew	ຕໍ່ອາຍຸ	ຕໍ່ອາຍຸໜັງສືຜ່ານແດນຂອງທ່ານໃນໄວໆນີ້.
renowned	ມີຊື່ສຽງ	ນາງມີຊື່ສຽງໃນດ້ານການຄົ້ນຄວ້າຂອງນາງ.
rental	ຄ່າເຊົ່າ	ຄ່າເຊົ່າລວມມີປະກັນໄພ.
replacement	ການປ່ຽນແທນ	ຊິ້ນສ່ວນການປ່ຽນແທນມາຮອດມື້ນີ້ແລ້ວ.
reportedly	ຕາມລາຍງານ	ຕາມລາຍງານ, ລັດຖະມົນຕີໄດ້ລາອອກໃນມື້ວານນີ້.
representation	ການເປັນຕົວແທນ	ການເປັນຕົວແທນທີ່ຍຸດຕິທຳຍັງຄົງເປັນສິ່ງສຳຄັນ.
reproduce	ສືບພັນ	ພືດເຫຼົ່ານີ້ສືບພັນໄດ້ໄວ.
reproduction	ການຜະລິດຊໍ້າ	ການຜະລິດຊໍ້າແບບດິຈິຕອລໄດ້ປັບປຸງການເຂົ້າເຖິງ.
republic	ສາທາລະນະລັດ	ສາທາລະນະລັດໄດ້ຈັດການເລືອກຕັ້ງ.
resemble	ຄ້າຍຄື	ສອງການອອກແບບນີ້ຄ້າຍຄືກັນຫຼາຍ.
reside	ອາໄສຢູ່	ພວກເຂົາອາໄສຢູ່ໃກ້ຊາຍແດນ.
residence	ທີ່ຢູ່ອາໄສ	ທີ່ຢູ່ອາໄສຢ່າງເປັນທາງການຂອງລາວແມ່ນໄດ້ຮັບການຍາມ.
residential	ທີ່ຢູ່ອາໄສ	ພື້ນທີ່ດັ່ງກ່າວສ່ວນໃຫຍ່ແມ່ນທີ່ຢູ່ອາໄສ.
residue	ສານຕົກຄ້າງ	ນໍ້າຢາທຳຄວາມສະອາດປະສານຕົກຄ້າງທີ່ໜຽວໄວ້.
resignation	ການລາອອກ	ການລາອອກຂອງນາງເຮັດໃຫ້ຄະນະກຳມະການຕົກໃຈ.
resistance	ການຕໍ່ຕ້ານ	ການຕໍ່ຕ້ານການປ່ຽນແປງແມ່ນມີຄວາມຮຸນແຮງ.
respective	ແຕ່ລະອັນ	ພວກເຂົາໄດ້ກັບຄືນໄປຫ້ອງການຂອງແຕ່ລະຄົນ.
respectively	ຕາມລຳດັບ	ຄະແນນແມ່ນ 80 ແລະ 90 ຕາມລຳດັບ.
restoration	ການບູລະນະ	ການບູລະນະອາຄານໃຊ້ເວລາຫຼາຍປີ.
restraint	ການຍັບຍັ້ງ	ຕຳຫຼວດໄດ້ສະແດງການຍັບຍັ້ງ.
resume	ເລີ່ມຕົ້ນໃໝ່	ຫ້ອງຮຽນຈະເລີ່ມຕົ້ນໃໝ່ໃນອາທິດໜ້າ.
retreat	ຖອຍຫລັງ	ກອງທັບໄດ້ເລີ່ມຖອຍຫລັງ.
retrieve	ດຶງຂໍ້ມູນມາ	ນາງໄດ້ດຶງຂໍ້ມູນໄຟລ໌ມາ.
revelation	ການເປີດເຜີຍ	ການເປີດເຜີຍນັ້ນໄດ້ທຳລາຍຊື່ສຽງຂອງລາວ.
revenge	ການແກ້ແຄ້ນ	ລາວຕ້ອງການການແກ້ແຄ້ນສຳລັບການດູຖູກ.
reverse	ປີ້ນກັບກັນ	ສານໄດ້ກັບຄືນການຕັດສິນໃຈ.
revival	ການຟື້ນຟູ	ເມືອງໄດ້ເຫັນການຟື້ນຟູທາງດ້ານເສດຖະກິດ.
revive	ຟື້ນຟູ	ງານບຸນຊ່ວຍຟື້ນຟູປະເພນີທ້ອງຖິ່ນ.
revolutionary	ການປະຕິວັດ	ການປະດິດສ້າງດັ່ງກ່າວເປັນການປະຕິວັດ.
rhetoric	ວາທະສິນ	ວາທະສິນຂອງລາວຟັງເບິ່ງຄືວ່າຮຸກຮານ.
rifle	ປືນຍາວ	ປືນຍາວຖືກເກັບມ້ຽນຢ່າງປອດໄພ.
riot	ການຈະລາຈົນ	ການຈະລາຈົນແກ່ຍາວເປັນເວລາຫຼາຍຊົ່ວໂມງ.
rip	ຈີກ	ຈີກເຈ້ຍຢ່າງລະມັດລະວັງ.
ritual	ພິທີກຳ	ພິທີກຳເປັນການສະເຫຼີມສະຫຼອງການເກັບກ່ຽວ.
robust	ເຂັ້ມແຂງ	ລະບົບແມ່ນມີຄວາມເຂັ້ມແຂງ.
rock	ສັ່ນສະເທືອນ	ການລະເບີດໄດ້ສັ່ນສະເທືອນໝູ່ບ້ານ.
rod	ຮາວ	ຜ້າມ່ານຫ້ອຍຈາກຮາວ.
rotate	ໝູນ	ໝູນມືຈັບຊ້າໆ.
rotation	ການໝູນວຽນ	ການໝູນວຽນການປູກພືດຊ່ວຍປົກປ້ອງດິນ.
ruling	ຄຳຕັດສິນ	ສານໄດ້ອອກຄຳຕັດສິນ.
rumour	ຂ່າວລື	ຂ່າວລືແຜ່ລາມຢ່າງໄວວາ.
sack	ໄລ່ອອກ	ຄະນະກຳມະການອາດຈະໄລ່ຄູຝຶກອອກ.
sacred	ສັກສິດ	ວັດນີ້ເປັນບ່ອນສັກສິດ.
sacrifice	ການເສຍສະຫຼະ	ພໍ່ແມ່ມັກຈະມີການເສຍສະຫຼະສະເໝີ.
saint	ນັກບຸນ	ໂບດໃຫ້ກຽດນັກບຸນທ້ອງຖິ່ນ.
sake	ຜົນປະໂຫຍດ	ລາວຢູ່ເພື່ອເຫັນແກ່ນາງ.
sanction	ການລົງໂທດ	ການລົງໂທດໄດ້ສົ່ງຜົນກະທົບຕໍ່ການຄ້າລະຫວ່າງປະເທດ.
say	ສິດສະແດງຄວາມຄິດເຫັນ	ພະນັກງານມີສິດສະແດງຄວາມຄິດເຫັນໃນການກຳນົດເວລາ.
scattered	ກະແຈກກະຈາຍ	ເອກະສານທີ່ກະແຈກກະຈາຍປົກຄຸມໂຕະ.
sceptical	ສົງໄສ	ນາງຍັງຄົງສົງໄສກ່ຽວກັບການຮຽກຮ້ອງ.
scope	ຂອບເຂດ	ຂອບເຂດຂອງໂຄງການໄດ້ຂະຫຍາຍອອກ.
screw	ນັອດ	ຫັນນັອດໃຫ້ແໜ້ນຢ່າງລະມັດລະວັງ.
scrutiny	ການກວດສອບ	ຂໍ້ຕົກລົງດັ່ງກ່າວໄດ້ປະເຊີນກັບການກວດສອບຈາກສາທາລະນະຊົນ.
seal	ປິດຜະນຶກ	ປິດຜະນຶກຊອງຈົດໝາຍກ່ອນສົ່ງ.
secular	ທາງໂລກ	ໂຮງຮຽນປະຕິບັດຕາມຫຼັກສູດທາງໂລກ.
seemingly	ເບິ່ງຄືວ່າ	ວຽກນັ້ນເບິ່ງຄືວ່າງ່າຍດາຍ.
segment	ພາກສ່ວນ	ພາກສ່ວນສຸດທ້າຍແມ່ນສັ້ນກວ່າ.
seize	ຍຶດ	ຕຳຫຼວດໄດ້ຍຶດເອກະສານ.
seldom	ບໍ່ຄ່ອຍຈະ	ນາງບໍ່ຄ່ອຍຈະຂາດຮຽນ.
selective	ເລືອກເຟັ້ນ	ໂຄງການນີ້ມີການເລືອກເຟັ້ນຢ່າງສູງ.
senator	ສະມາຊິກສະພາສູງ	ສະມາຊິກສະພາສູງສະໜັບສະໜູນຮ່າງກົດໝາຍດັ່ງກ່າວ.
sensation	ຄວາມຮືຮາ	ການຄົ້ນພົບເຮັດໃຫ້ເກີດຄວາມຮືຮາ.
sensitivity	ຄວາມອ່ອນໄຫວ	ບັນຫາດັ່ງກ່າວຮຽກຮ້ອງໃຫ້ມີຄວາມອ່ອນໄຫວ.
sentiment	ຄວາມຮູ້ສຶກ	ຄວາມຮູ້ສຶກຂອງມວນຊົນປ່ຽນແປງຢ່າງໄວວາ.
separation	ການແຍກຈາກກັນ	ການແຍກຈາກກັນນັ້ນເປັນເລື່ອງຍາກ.
serial	ລຳດັບ	ໝາຍເລກລຳດັບຫາຍໄປ.
settlement	ການຕົກລົງ	ການຕົກລົງດັ່ງກ່າວໄດ້ສິ້ນສຸດການຂັດແຍ້ງ.
set-up	ການຕິດຕັ້ງ	ການຕິດຕັ້ງໃຊ້ເວລາໝົດຕອນເຊົ້າ.
sexuality	ເພດວິຖີ	ຫຼັກສູດນີ້ປຶກສາຫາລືກ່ຽວກັບຕົວຕົນ ແລະ ເພດວິຖີ.
shareholder	ຜູ້ຖືຫຸ້ນ	ຜູ້ຖືຫຸ້ນໄດ້ຕັ້ງຄຳຖາມຕໍ່ຄະນະກຳມະການ.
shatter	ແຕກສະຫລາຍ	ຂ່າວນີ້ເຮັດໃຫ້ຄວາມໝັ້ນໃຈຂອງລາວແຕກສະຫລາຍ.
shed	ຫຼຸດຜ່ອນ	ບໍລິສັດຈະຫຼຸດຜ່ອນວຽກງານ.
sheer	ຢ່າງແທ້ຈິງ	ຂະໜາດທີ່ໃຫຍ່ຢ່າງແທ້ຈິງເຮັດໃຫ້ທຸກຄົນແປກໃຈ.
shipping	ການຂົນສົ່ງ	ຄ່າການຂົນສົ່ງເພີ່ມຂຶ້ນ.
shoot	ການຖ່າຍຮູບ	ການຖ່າຍຮູບຈົບລົງກ່ອນກຳນົດ.
shrink	ຫົດ	ເສື້ອອາດຈະຫົດ.
shrug	ຍັກບ່າ	ລາວໄດ້ຍັກບ່ານ້ອຍໆ.
sigh	ຖອນຫາຍໃຈ	ລາວຖອນຫາຍໃຈດ້ວຍຄວາມໂລ່ງອົກ.
simulate	ຈຳລອງ	ຊອບແວສາມາດຈຳລອງການຈະລາຈອນໄດ້.
simulation	ການຈຳລອງ	ການຈຳລອງໄດ້ຄາດການວ່ານ້ຳຈະຖ້ວມ.
simultaneously	ພ້ອມກັນ	ໂມງປຸກສອງໜ່ວຍດັງຂຶ້ນພ້ອມກັນ.
sin	ບາບ	ຄວາມຈອງຫອງຖືວ່າເປັນບາບ.
situated	ຕັ້ງຢູ່	ໂຮງແຮມຕັ້ງຢູ່ໃນຕົວເມືອງ.
sketch	ຮູບຮ່າງ	ນາງໄດ້ແຕ້ມຮູບຮ່າງຢ່າງໄວວາ.
skip	ຂ້າມ	ຢ່າຂ້າມອາຫານເຊົ້າ.
slam	ປິດຢ່າງແຮງ	ລາວສາມາດປິດປະຕູຢ່າງແຮງ.
slap	ຕົບ	ຢ່າຕົບໂຕະ.
slavery	ຂ້າທາດ	ຂ້າທາດໄດ້ສ້າງປະຫວັດສາດຂອງພາກພື້ນ.
slot	ຊ່ອງເວລາ	ຈອງຊ່ອງເວລາທາງອອນລາຍ.
smash	ທຸບແຕກ	ແກ້ວແຕກກະຈາຍຢູ່ເທິງພື້ນ.
snap	ຫັກ	ກິ່ງໄມ້ຫັກຍ້ອນລົມ.
soak	ແຊ່	ແຊ່ໝາກຖົ່ວໄວ້ຄ້າງຄືນ.
soar	ພຸ່ງສູງຂຶ້ນ	ລາຄານ້ຳມັນອາດຈະພຸ່ງສູງຂຶ້ນ.
socialist	ສັງຄົມນິຍົມ	ພັກນີ້ສະໜັບສະໜູນນະໂຍບາຍສັງຄົມນິຍົມ.
sole	ພຽງຜູ້ດຽວ	ລາວເປັນຜູ້ລອດຊີວິດພຽງຜູ້ດຽວ.
solely	ພຽງແຕ່	ການຕັດສິນໃຈເປັນຂອງລາວພຽງຜູ້ດຽວ.
solicitor	ທະນາຍຄວາມ	ທະນາຍຄວາມໄດ້ກະກຽມສັນຍາ.
solidarity	ຄວາມສາມັກຄີ	ຜູ້ອອກແຮງງານໄດ້ສະແດງຄວາມສາມັກຄີກັນ.
solo	ດ່ຽວ	ລາວອອກອາລະບຳດ່ຽວ.
sound	ສົມເຫດສົມຜົນ	ແຜນການນີ້ແມ່ນສົມເຫດສົມຜົນແລະໃຊ້ໄດ້ຈິງ.
sovereignty	ອະທິປະໄຕ	ສົນທິສັນຍານີ້ໄດ້ປົກປ້ອງອະທິປະໄຕແຫ່ງຊາດ.
spam	ສະແປມ	ອີເມວສະແປມເຕັມກ່ອງຈົດໝາຍ.
span	ຂ້າມ	ຂົວຂ້າມແມ່ນ້ຳ.
spark	ຈູດປະກາຍ	ຄຳເວົ້າເລັກນ້ອຍໄດ້ຈູດປະກາຍການໂຕ້ຖຽງກັນ.
specialized	ສະເພາະທາງ	ຄລີນິກໃຫ້ການດູແລສະເພາະທາງ.
specification	ຂໍ້ກຳນົດສະເພາະ	ການອອກແບບໄດ້ຕອບສະໜອງທຸກຂໍ້ກຳນົດສະເພາະ.
specimen	ຕົວຢ່າງ	ຕົວຢ່າງຖືກເກັບໄວ້ຢ່າງປອດໄພ.
spectacle	ພາບທີ່ໜ້າຕື່ນຕາຕື່ນໃຈ	ຂະບວນແຫ່ເປັນພາບທີ່ໜ້າຕື່ນຕາຕື່ນໃຈຫຼາຍ.
spectrum	ຂອບເຂດ	ຄວາມຄິດເຫັນກວມເອົາຂອບເຂດທີ່ກວ້າງຂວາງ.
spell	ຊ່ວງເວລາ	ຊ່ວງເວລາທີ່ແຫ້ງແລ້ງແກ່ຍາວເປັນເວລາຫຼາຍອາທິດ.
sphere	ວົງການ	ການເມືອງໄດ້ເຂົ້າສູ່ວົງການວັດທະນະທຳ.
spin	ໝຸນ	ລໍ້ເລີ່ມໝຸນ.
spine	ກະດູກສັນຫຼັງ	ການບາດເຈັບສົ່ງຜົນກະທົບຕໍ່ກະດູກສັນຫຼັງຂອງລາວ.
spotlight	ຈຸດສົນໃຈ	ເລື່ອງອື້ສາວເຮັດໃຫ້ລາວກາຍເປັນຈຸດສົນໃຈ.
spouse	ຄູ່ສົມລົດ	ຄູ່ສົມລົດຂອງລາວເຂົ້າຮ່ວມພິທີດັ່ງກ່າວ.
spy	ສາຍລັບ	ສາຍລັບສົ່ງຂໍ້ຄວາມທີ່ເຂົ້າລະຫັດໄວ້.
squad	ທີມ	ທີມກູ້ໄພມາຮອດຢ່າງໄວວາ.
squeeze	ບີບ	ບີບມືຈັບເບົາໆ.
stab	ແທງ	ບົດລາຍງານໄດ້ອະທິບາຍເຖິງບາດແຜຖືກແທງ.
stability	ຄວາມໝັ້ນຄົງ	ນະໂຍບາຍໄດ້ນຳມາເຊິ່ງຄວາມໝັ້ນຄົງ.
stabilize	ເຮັດໃຫ້ຄົງທີ່	ຢາຊ່ວຍເຮັດໃຫ້ລາວອາການຄົງທີ່.
stake	ຜົນປະໂຫຍດ	ນັກລົງທຶນມີຜົນປະໂຫຍດຢູ່ທີ່ນີ້.
standing	ຖານະ	ຖານະຂອງລາວໃນພັກໄດ້ສູງຂຶ້ນ.
stark	ຊັດເຈນ	ຜົນໄດ້ຮັບສະແດງໃຫ້ເຫັນຄວາມແຕກຕ່າງຢ່າງຊັດເຈນ.
statistical	ທາງສະຖິຕິ	ການສຶກສາໄດ້ນຳໃຊ້ວິທີການທາງສະຖິຕິ.
steer	ຄວບຄຸມ	ລາວພະຍາຍາມຄວບຄຸມການໂຕ້ຖຽງ.
stem	ລຳຕົ້ນ	ລຳຕົ້ນຫັກໃນຊ່ວງພາຍຸ.
stereotype	ແບບແຜນຄວາມຄິດ	ຮູບເງົາໄດ້ທ້າທາຍແບບແຜນຄວາມຄິດເດີມໆ.
stimulus	ການກະຕຸ້ນ	ຊຸດນະໂຍບາຍໄດ້ໃຫ້ການກະຕຸ້ນທາງດ້ານເສດຖະກິດ.
stir	ຄົນ	ຄົນຊອດຢ່າງຊ້າໆ.
storage	ບ່ອນເກັບມ້ຽນ	ສະຖານທີ່ນີ້ມີບ່ອນເກັບມ້ຽນທີ່ປອດໄພ.
straightforward	ກົງໄປກົງມາ	ຄຳແນະນຳແມ່ນກົງໄປກົງມາ.
strain	ຄວາມເຄັ່ງຕຶງ	ການຊັກຊ້າເປັນເວລາດົນເຮັດໃຫ້ເກີດຄວາມເຄັ່ງຕຶງ.
strand	ເສັ້ນ	ເສັ້ນຜົມຕົກລົງມາ.
strategic	ທາງຍຸດທະສາດ	ບໍລິສັດໄດ້ລົງທຶນທາງຍຸດທະສາດ.
strip (long narrow piece)	ແຜ່ນຍາວ	ຕັດເຈ້ຍເປັນແຜ່ນຍາວ.
strip (remove clothes/a layer)	ລອກອອກ	ລອກສີເກົ່າອອກຢ່າງລະມັດລະວັງ.
strive	ພະຍາຍາມ	ພວກເຂົາພະຍາຍາມເພື່ອຄວາມເປັນເລີດ.
structural	ທາງໂຄງສ້າງ	ຂົວມີຄວາມເສຍຫາຍທາງໂຄງສ້າງ.
stumble	ສະດຸດ	ລາວສະດຸດຢູ່ເທິງຂັ້ນໄດ.
stun	ເຮັດໃຫ້ຕົກໃຈ	ຂ່າວນີ້ສາມາດເຮັດໃຫ້ຜູ້ຄົນຕົກໃຈໄດ້.
submission	ການສົ່ງ	ກຳນົດເວລາສຳລັບການສົ່ງໄດ້ຜ່ານໄປແລ້ວ.
subscriber	ຜູ້ຕິດຕາມ	ຜູ້ຕິດຕາມແຕ່ລະຄົນຈະໄດ້ຮັບການອັບເດດ.
subscription	ການສະໝັກສະມາຊິກ	ການສະໝັກສະມາຊິກຈະຕໍ່ອາຍຸໂດຍອັດຕະໂນມັດ.
subsidy	ເງິນອຸດໜູນ	ເງິນອຸດໜູນໄດ້ຫຼຸດຜ່ອນຄ່າໃຊ້ຈ່າຍນ້ຳມັນ.
substantial	ຢ່າງຫຼວງຫຼາຍ	ໂຄງການຕ້ອງການເງິນທຶນຢ່າງຫຼວງຫຼາຍ.
