part_of_speech	source_lemma	display_ES	display_ES_419	article_ES	article_ES_419	gender	number_policy	verb_infinitive	verb_group	meaning_note	semantic_scene	topic_domain	example_ES	example_ES_419
adverb	encima	encima	encima	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	on top	place above	location_direction	El vaso está encima.	El vaso está encima.
adverb	debajo	debajo	debajo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	underneath	place below	location_direction	La caja está debajo.	La caja está debajo.
adverb	afuera	afuera	afuera	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	outside	outside a place	location_direction	Los niños están afuera.	Los niños están afuera.
adverb	adentro	adentro	adentro	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	inside	inside a place	location_direction	El perro está adentro.	El perro está adentro.
adverb	enseguida	enseguida	enseguida	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	right away	immediate action	time_sequence	Voy enseguida a la puerta.	Voy enseguida a la puerta.
adverb	finalmente	finalmente	finalmente	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	finally	last step	time_sequence	Finalmente llegamos al hotel.	Finalmente llegamos al hotel.
adverb	recientemente	recientemente	recientemente	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	recently	recent event	time_sequence	Recientemente cambié de trabajo.	Recientemente cambié de trabajo.
adverb	aproximadamente	aproximadamente	aproximadamente	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	approximately	estimated amount	degree_manner	Cuesta aproximadamente diez euros.	Cuesta aproximadamente diez euros.
adverb	directamente	directamente	directamente	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	directly	direct route	degree_manner	Voy directamente al banco.	Voy directamente al banco.
ordinal	cuarto	cuarto	cuarto	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	fourth	order in a line	numbers_order	Soy el cuarto en la fila.	Soy el cuarto en la fila.
ordinal	quinto	quinto	quinto	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	fifth	order in a list	numbers_order	El quinto ejercicio es fácil.	El quinto ejercicio es fácil.
ordinal	sexto	sexto	sexto	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	sixth	order in a list	numbers_order	Vivo en el sexto piso.	Vivo en el sexto piso.
ordinal	séptimo	séptimo	séptimo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	seventh	order in a list	numbers_order	El séptimo día descanso.	El séptimo día descanso.
ordinal	octavo	octavo	octavo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	eighth	order in a list	numbers_order	El octavo capítulo es corto.	El octavo capítulo es corto.
ordinal	noveno	noveno	noveno	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	ninth	order in a list	numbers_order	El noveno tren llega tarde.	El noveno tren llega tarde.
ordinal	décimo	décimo	décimo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	tenth	order in a list	numbers_order	El décimo alumno lee la frase.	El décimo alumno lee la frase.
numeral	cuarenta	cuarenta	cuarenta	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	forty	counting euros	numbers_order	El abrigo cuesta cuarenta euros.	El abrigo cuesta cuarenta euros.
numeral	cincuenta	cincuenta	cincuenta	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	fifty	counting minutes	numbers_order	El viaje dura cincuenta minutos.	El viaje dura cincuenta minutos.
numeral	sesenta	sesenta	sesenta	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	sixty	counting minutes	numbers_order	La clase dura sesenta minutos.	La clase dura sesenta minutos.
numeral	setenta	setenta	setenta	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	seventy	counting euros	numbers_order	La cuenta es de setenta euros.	La cuenta es de setenta euros.
numeral	ochenta	ochenta	ochenta	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	eighty	counting kilometers	numbers_order	La ciudad está a ochenta kilómetros.	La ciudad está a ochenta kilómetros.
numeral	noventa	noventa	noventa	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	ninety	counting minutes	numbers_order	El vuelo dura noventa minutos.	El vuelo dura noventa minutos.
numeral	cien	cien	cien	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	one hundred	counting units	numbers_order	Hay cien personas en la plaza.	Hay cien personas en la plaza.
numeral	mil	mil	mil	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	one thousand	large number	numbers_order	El pueblo tiene mil habitantes.	El pueblo tiene mil habitantes.
noun	mitad	mitad	mitad	la	la	feminine	singular_default	not_applicable	not_applicable	half	half portion	grammar_function_words	Quiero la mitad del pan.	Quiero la mitad del pan.
noun	vez	vez	vez	la	la	feminine	singular_default	not_applicable	not_applicable	time or occasion	one occasion	time_sequence	Esta vez voy contigo.	Esta vez voy contigo.
noun	final	final	final	el	el	masculine	singular_default	not_applicable	not_applicable	end	end of a route	time_sequence	El final del camino está cerca.	El final del camino está cerca.
noun	principio	principio	principio	el	el	masculine	singular_default	not_applicable	not_applicable	beginning	beginning of a lesson	time_sequence	El principio de la clase es fácil.	El principio de la clase es fácil.
noun	futuro	futuro	futuro	el	el	masculine	singular_default	not_applicable	not_applicable	future	future plan	time_sequence	El futuro parece tranquilo.	El futuro parece tranquilo.
noun	pasado	pasado	pasado	el	el	masculine	singular_default	not_applicable	not_applicable	past	past time	time_sequence	El pasado queda atrás.	El pasado queda atrás.
noun	presente	presente	presente	el	el	masculine	singular_default	not_applicable	not_applicable	present	current time	time_sequence	Vivo en el presente.	Vivo en el presente.
noun	orden	orden	orden	el	el	masculine	singular_default	not_applicable	not_applicable	order	correct order	grammar_function_words	El orden de la lista es claro.	El orden de la lista es claro.
noun	ejemplo	ejemplo	ejemplo	el	el	masculine	singular_default	not_applicable	not_applicable	example	example sentence	learning_basics	El ejemplo ayuda mucho.	El ejemplo ayuda mucho.
noun	idea	idea	idea	la	la	feminine	singular_default	not_applicable	not_applicable	idea	simple idea	learning_basics	La idea es buena.	La idea es buena.
noun	bebé	bebé	bebé	el	el	masculine	singular_default	not_applicable	not_applicable	baby	baby at home	people_family	El bebé duerme en la cuna.	El bebé duerme en la cuna.
noun	adulto	adulto	adulto	el	el	masculine	singular_default	not_applicable	not_applicable	adult man	adult person	people_family	El adulto firma el papel.	El adulto firma el papel.
noun	adulta	adulta	adulta	la	la	feminine	singular_default	not_applicable	not_applicable	adult woman	adult person	people_family	La adulta ayuda al niño.	La adulta ayuda al niño.
noun	adolescente	adolescente	adolescente	not_applicable	not_applicable	common	singular_default	not_applicable	not_applicable	teenager	teenager at school	people_family	El adolescente lee en clase.	El adolescente lee en clase.
noun	anciano	anciano	anciano	el	el	masculine	singular_default	not_applicable	not_applicable	elderly man	older person	people_family	El anciano camina despacio.	El anciano camina despacio.
noun	anciana	anciana	anciana	la	la	feminine	singular_default	not_applicable	not_applicable	elderly woman	older person	people_family	La anciana toma té.	La anciana toma té.
noun	novio	novio	novio	el	el	masculine	singular_default	not_applicable	not_applicable	boyfriend or groom	partner	people_family	Mi novio trabaja hoy.	Mi novio trabaja hoy.
noun	novia	novia	novia	la	la	feminine	singular_default	not_applicable	not_applicable	girlfriend or bride	partner	people_family	Mi novia estudia español.	Mi novia estudia español.
noun	marido	marido	marido	el	el	masculine	singular_default	not_applicable	not_applicable	husband	family relation	people_family	Mi marido cocina arroz.	Mi marido cocina arroz.
noun	esposa	esposa	esposa	la	la	feminine	singular_default	not_applicable	not_applicable	wife	family relation	people_family	Mi esposa lee un libro.	Mi esposa lee un libro.
noun	suegro	suegro	suegro	el	el	masculine	singular_default	not_applicable	not_applicable	father-in-law	family relation	people_family	Mi suegro vive cerca.	Mi suegro vive cerca.
noun	suegra	suegra	suegra	la	la	feminine	singular_default	not_applicable	not_applicable	mother-in-law	family relation	people_family	Mi suegra llama por teléfono.	Mi suegra llama por teléfono.
noun	cuñado	cuñado	cuñado	el	el	masculine	singular_default	not_applicable	not_applicable	brother-in-law	family relation	people_family	Mi cuñado trabaja en una tienda.	Mi cuñado trabaja en una tienda.
noun	cuñada	cuñada	cuñada	la	la	feminine	singular_default	not_applicable	not_applicable	sister-in-law	family relation	people_family	Mi cuñada prepara café.	Mi cuñada prepara café.
noun	abogado	abogado	abogado	el	el	masculine	singular_default	not_applicable	not_applicable	lawyer	work role	people_work	El abogado revisa el contrato.	El abogado revisa el contrato.
noun	abogada	abogada	abogada	la	la	feminine	singular_default	not_applicable	not_applicable	female lawyer	work role	people_work	La abogada lee el documento.	La abogada lee el documento.
noun	arquitecto	arquitecto	arquitecto	el	el	masculine	singular_default	not_applicable	not_applicable	architect	work role	people_work	El arquitecto dibuja una casa.	El arquitecto dibuja una casa.
noun	arquitecta	arquitecta	arquitecta	la	la	feminine	singular_default	not_applicable	not_applicable	female architect	work role	people_work	La arquitecta mira el plano.	La arquitecta mira el plano.
noun	ingeniero	ingeniero	ingeniero	el	el	masculine	singular_default	not_applicable	not_applicable	engineer	work role	people_work	El ingeniero arregla la máquina.	El ingeniero arregla la máquina.
noun	ingeniera	ingeniera	ingeniera	la	la	feminine	singular_default	not_applicable	not_applicable	female engineer	work role	people_work	La ingeniera prueba el motor.	La ingeniera prueba el motor.
noun	taxista	taxista	taxista	not_applicable	not_applicable	common	singular_default	not_applicable	not_applicable	taxi driver	driver role	people_transport	La taxista espera en la parada.	La taxista espera en la parada.
noun	soldado	soldado	soldado	not_applicable	not_applicable	common	singular_default	not_applicable	not_applicable	soldier	work role	people_work	El soldado está en la puerta.	El soldado está en la puerta.
noun	bombero	bombero	bombero	el	el	masculine	singular_default	not_applicable	not_applicable	firefighter	work role	people_work	El bombero ayuda en la calle.	El bombero ayuda en la calle.
noun	bombera	bombera	bombera	la	la	feminine	singular_default	not_applicable	not_applicable	female firefighter	work role	people_work	La bombera lleva agua.	La bombera lleva agua.
noun	peluquero	peluquero	peluquero	el	el	masculine	singular_default	not_applicable	not_applicable	hairdresser	service role	people_services	El peluquero corta el pelo.	El peluquero corta el pelo.
noun	peluquera	peluquera	peluquera	la	la	feminine	singular_default	not_applicable	not_applicable	female hairdresser	service role	people_services	La peluquera lava el pelo.	La peluquera lava el pelo.
noun	vendedor	vendedor	vendedor	el	el	masculine	singular_default	not_applicable	not_applicable	salesman	shop role	people_services	El vendedor muestra una chaqueta.	El vendedor muestra una chaqueta.
noun	vendedora	vendedora	vendedora	la	la	feminine	singular_default	not_applicable	not_applicable	saleswoman	shop role	people_services	La vendedora cobra en la caja.	La vendedora cobra en la caja.
noun	panadero	panadero	panadero	el	el	masculine	singular_default	not_applicable	not_applicable	baker	food job	people_food_services	El panadero hace pan.	El panadero hace pan.
noun	panadera	panadera	panadera	la	la	feminine	singular_default	not_applicable	not_applicable	female baker	food job	people_food_services	La panadera vende pasteles.	La panadera vende pasteles.
noun	carnicero	carnicero	carnicero	el	el	masculine	singular_default	not_applicable	not_applicable	butcher	food job	people_food_services	El carnicero corta carne.	El carnicero corta carne.
noun	carnicera	carnicera	carnicera	la	la	feminine	singular_default	not_applicable	not_applicable	female butcher	food job	people_food_services	La carnicera pesa el pollo.	La carnicera pesa el pollo.
noun	mecánico	mecánico	mecánico	el	el	masculine	singular_default	not_applicable	not_applicable	mechanic	repair role	people_services	El mecánico revisa el coche.	El mecánico revisa el coche.
noun	mecánica	mecánica	mecánica	la	la	feminine	singular_default	not_applicable	not_applicable	female mechanic	repair role	people_services	La mecánica cambia una rueda.	La mecánica cambia una rueda.
noun	cajera	cajera	cajera	la	la	feminine	singular_default	not_applicable	not_applicable	cashier	cash desk role	people_services	La cajera da el recibo.	La cajera da el recibo.
noun	agenda	agenda	agenda	la	la	feminine	singular_default	not_applicable	not_applicable	planner	planning object	study_office_digital	La agenda tiene una cita.	La agenda tiene una cita.
noun	carpeta	carpeta	carpeta	la	la	feminine	singular_default	not_applicable	not_applicable	folder	office object	study_office_digital	La carpeta está en el escritorio.	La carpeta está en el escritorio.
noun	archivo	archivo	archivo	el	el	masculine	singular_default	not_applicable	not_applicable	file	digital file	study_office_digital	El archivo está en la computadora.	El archivo está en la computadora.
noun	papel	papel	papel	el	el	masculine	singular_default	not_applicable	not_applicable	paper	writing material	study_office_digital	El papel está sobre la mesa.	El papel está sobre la mesa.
noun	lápiz	lápiz	lápiz	el	el	masculine	singular_default	not_applicable	not_applicable	pencil	writing tool	study_office_digital	El lápiz escribe bien.	El lápiz escribe bien.
noun	goma	goma	goma	la	la	feminine	singular_default	not_applicable	not_applicable	eraser	school object	study_office_digital	La goma borra la palabra.	La goma borra la palabra.
noun	regla	regla	regla	la	la	feminine	singular_default	not_applicable	not_applicable	ruler	school object	study_office_digital	La regla está en la mochila.	La regla está en la mochila.
noun	pizarra	pizarra	pizarra	la	la	feminine	singular_default	not_applicable	not_applicable	board	classroom object	study_office_digital	La pizarra está limpia.	La pizarra está limpia.
noun	escritorio	escritorio	escritorio	el	el	masculine	singular_default	not_applicable	not_applicable	desk	work furniture	study_office_digital	El escritorio tiene una lámpara.	El escritorio tiene una lámpara.
noun	pantalla	pantalla	pantalla	la	la	feminine	singular_default	not_applicable	not_applicable	screen	computer screen	study_office_digital	La pantalla está encendida.	La pantalla está encendida.
noun	teclado	teclado	teclado	el	el	masculine	singular_default	not_applicable	not_applicable	keyboard	computer object	study_office_digital	El teclado está limpio.	El teclado está limpio.
noun	ratón	ratón	ratón	el	el	masculine	singular_default	not_applicable	not_applicable	computer mouse	computer object	study_office_digital	El ratón está junto al teclado.	El ratón está junto al teclado.
noun	impresora	impresora	impresora	la	la	feminine	singular_default	not_applicable	not_applicable	printer	office machine	study_office_digital	La impresora no funciona.	La impresora no funciona.
noun	cable	cable	cable	el	el	masculine	singular_default	not_applicable	not_applicable	cable	tech object	study_office_digital	El cable está en la bolsa.	El cable está en la bolsa.
noun	cargador	cargador	cargador	el	el	masculine	singular_default	not_applicable	not_applicable	charger	phone charger	study_office_digital	El cargador está en la mesa.	El cargador está en la mesa.
noun	batería	batería	batería	la	la	feminine	singular_default	not_applicable	not_applicable	battery	device power	study_office_digital	La batería está baja.	La batería está baja.
noun	contraseña	contraseña	contraseña	la	la	feminine	singular_default	not_applicable	not_applicable	password	login word	study_office_digital	La contraseña es corta.	La contraseña es corta.
noun	mensaje	mensaje	mensaje	el	el	masculine	singular_default	not_applicable	not_applicable	message	phone message	study_office_digital	El mensaje llega ahora.	El mensaje llega ahora.
noun	llamada	llamada	llamada	la	la	feminine	singular_default	not_applicable	not_applicable	call	phone call	study_office_digital	La llamada dura poco.	La llamada dura poco.
noun	página	página	página	la	la	feminine	singular_default	not_applicable	not_applicable	page	book page	study_office_digital	La página tiene una foto.	La página tiene una foto.
noun	aplicación	aplicación	aplicación	la	la	feminine	singular_default	not_applicable	not_applicable	application	phone app	study_office_digital	La aplicación abre rápido.	La aplicación abre rápido.
noun	cámara	cámara	cámara	la	la	feminine	singular_default	not_applicable	not_applicable	camera	taking a photo	study_office_digital	La cámara está en la mochila.	La cámara está en la mochila.
noun	vídeo	vídeo	vídeo	el	el	masculine	singular_default	not_applicable	not_applicable	video	watching a video	study_office_digital	El vídeo dura dos minutos.	El vídeo dura dos minutos.
noun	internet	internet	internet	el	el	masculine	singular_default	not_applicable	not_applicable	internet	online access	study_office_digital	El internet funciona bien.	El internet funciona bien.
noun	computadora	computadora	computadora	la	la	feminine	singular_default	not_applicable	not_applicable	computer	computer on a desk	study_office_digital	La computadora está encendida.	La computadora está encendida.
noun	tableta	tableta	tableta	la	la	feminine	singular_default	not_applicable	not_applicable	tablet	tablet device	study_office_digital	La tableta tiene una aplicación.	La tableta tiene una aplicación.
noun	auricular	auricular	auricular	el	el	masculine	singular_default	not_applicable	not_applicable	earbud or earphone	audio object	study_office_digital	El auricular está en la bolsa.	El auricular está en la bolsa.
noun	altavoz	altavoz	altavoz	el	el	masculine	singular_default	not_applicable	not_applicable	speaker	audio device	study_office_digital	El altavoz suena fuerte.	El altavoz suena fuerte.
noun	micrófono	micrófono	micrófono	el	el	masculine	singular_default	not_applicable	not_applicable	microphone	audio device	study_office_digital	El micrófono está abierto.	El micrófono está abierto.
noun	fotocopia	fotocopia	fotocopia	la	la	feminine	singular_default	not_applicable	not_applicable	photocopy	copy on paper	study_office_digital	La fotocopia está lista.	La fotocopia está lista.
noun	copia	copia	copia	la	la	feminine	singular_default	not_applicable	not_applicable	copy	copy of a document	study_office_digital	Necesito una copia del documento.	Necesito una copia del documento.
noun	tinta	tinta	tinta	la	la	feminine	singular_default	not_applicable	not_applicable	ink	printer ink	study_office_digital	La tinta es negra.	La tinta es negra.
noun	contrato	contrato	contrato	el	el	masculine	singular_default	not_applicable	not_applicable	contract	work contract	admin_services	El contrato está firmado.	El contrato está firmado.
noun	factura	factura	factura	la	la	feminine	singular_default	not_applicable	not_applicable	invoice or bill	service bill	admin_services	La factura llega por correo.	La factura llega por correo.
noun	impuesto	impuesto	impuesto	el	el	masculine	singular_default	not_applicable	not_applicable	tax	payment duty	admin_services	El impuesto es alto.	El impuesto es alto.
noun	multa	multa	multa	la	la	feminine	singular_default	not_applicable	not_applicable	fine	traffic fine	admin_services	La multa cuesta mucho.	La multa cuesta mucho.
noun	turno	turno	turno	el	el	masculine	singular_default	not_applicable	not_applicable	turn or shift	waiting turn	admin_services	Mi turno empieza ahora.	Mi turno empieza ahora.
noun	cola	cola	cola	la	la	feminine	singular_default	not_applicable	not_applicable	queue or line	waiting line	admin_services	La cola es larga.	La cola es larga.
noun	permiso	permiso	permiso	el	el	masculine	singular_default	not_applicable	not_applicable	permit or permission	official permission	admin_services	Necesito permiso para entrar.	Necesito permiso para entrar.
noun	anuncio	anuncio	anuncio	el	el	masculine	singular_default	not_applicable	not_applicable	advertisement or announcement	public notice	media_leisure	El anuncio está en la pared.	El anuncio está en la pared.
noun	noticia	noticia	noticia	la	la	feminine	singular_default	not_applicable	not_applicable	news item	news story	media_leisure	La noticia es importante.	La noticia es importante.
noun	artículo	artículo	artículo	el	el	masculine	singular_default	not_applicable	not_applicable	article	written article	media_leisure	El artículo es corto.	El artículo es corto.
noun	sección	sección	sección	la	la	feminine	singular_default	not_applicable	not_applicable	section	book section	media_leisure	La sección empieza aquí.	La sección empieza aquí.
noun	capítulo	capítulo	capítulo	el	el	masculine	singular_default	not_applicable	not_applicable	chapter	book chapter	media_leisure	El capítulo termina hoy.	El capítulo termina hoy.
noun	frente	frente	frente	la	la	feminine	singular_default	not_applicable	not_applicable	forehead	body part	body_health_clothing	Me duele la frente.	Me duele la frente.
noun	mejilla	mejilla	mejilla	la	la	feminine	singular_default	not_applicable	not_applicable	cheek	body part	body_health_clothing	La mejilla está roja.	La mejilla está roja.
noun	codo	codo	codo	el	el	masculine	singular_default	not_applicable	not_applicable	elbow	body part	body_health_clothing	Me duele el codo.	Me duele el codo.
noun	muñeca	muñeca	muñeca	la	la	feminine	singular_default	not_applicable	not_applicable	wrist	body part	body_health_clothing	La muñeca está hinchada.	La muñeca está hinchada.
noun	vientre	vientre	vientre	el	el	masculine	singular_default	not_applicable	not_applicable	belly	body part	body_health_clothing	Me duele el vientre.	Me duele el vientre.
noun	pulmón	pulmón	pulmón	el	el	masculine	singular_default	not_applicable	not_applicable	lung	body organ	body_health_clothing	El pulmón necesita aire.	El pulmón necesita aire.
noun	hígado	hígado	hígado	el	el	masculine	singular_default	not_applicable	not_applicable	liver	body organ	body_health_clothing	El hígado está en el cuerpo.	El hígado está en el cuerpo.
noun	cerebro	cerebro	cerebro	el	el	masculine	singular_default	not_applicable	not_applicable	brain	body organ	body_health_clothing	El cerebro trabaja siempre.	El cerebro trabaja siempre.
noun	memoria	memoria	memoria	la	la	feminine	singular_default	not_applicable	not_applicable	memory	remembering	body_health_clothing	Mi memoria es buena.	Mi memoria es buena.
noun	lágrima	lágrima	lágrima	la	la	feminine	singular_default	not_applicable	not_applicable	tear	crying	body_health_clothing	La lágrima cae despacio.	La lágrima cae despacio.
noun	sonrisa	sonrisa	sonrisa	la	la	feminine	singular_default	not_applicable	not_applicable	smile	friendly expression	body_health_clothing	Su sonrisa es bonita.	Su sonrisa es bonita.
noun	sueño	sueño	sueño	el	el	masculine	singular_default	not_applicable	not_applicable	sleepiness or dream	feeling sleepy	body_health_clothing	Tengo sueño esta noche.	Tengo sueño esta noche.
noun	cansancio	cansancio	cansancio	el	el	masculine	singular_default	not_applicable	not_applicable	tiredness	feeling tired	body_health_clothing	El cansancio llega tarde.	El cansancio llega tarde.
noun	enfermedad	enfermedad	enfermedad	la	la	feminine	singular_default	not_applicable	not_applicable	illness	health problem	body_health_clothing	La enfermedad no es grave.	La enfermedad no es grave.
noun	síntoma	síntoma	síntoma	el	el	masculine	singular_default	not_applicable	not_applicable	symptom	health sign	body_health_clothing	El síntoma empieza hoy.	El síntoma empieza hoy.
noun	jarabe	jarabe	jarabe	el	el	masculine	singular_default	not_applicable	not_applicable	syrup	medicine syrup	body_health_clothing	El jarabe está en la cocina.	El jarabe está en la cocina.
noun	inyección	inyección	inyección	la	la	feminine	singular_default	not_applicable	not_applicable	injection	medical injection	body_health_clothing	La inyección es rápida.	La inyección es rápida.
noun	operación	operación	operación	la	la	feminine	singular_default	not_applicable	not_applicable	operation	medical operation	body_health_clothing	La operación es mañana.	La operación es mañana.
noun	urgencia	urgencia	urgencia	la	la	feminine	singular_default	not_applicable	not_applicable	emergency	urgent problem	body_health_clothing	La urgencia empieza ahora.	La urgencia empieza ahora.
noun	alcohol	alcohol	alcohol	el	el	masculine	singular_default	not_applicable	not_applicable	alcohol	cleaning liquid	body_health_clothing	El alcohol está en el botiquín.	El alcohol está en el botiquín.
noun	algodón	algodón	algodón	el	el	masculine	singular_default	not_applicable	not_applicable	cotton	medical cotton	body_health_clothing	El algodón está limpio.	El algodón está limpio.
noun	mascarilla	mascarilla	mascarilla	la	la	feminine	singular_default	not_applicable	not_applicable	mask	face mask	body_health_clothing	La mascarilla está en la bolsa.	La mascarilla está en la bolsa.
noun	esponja	esponja	esponja	la	la	feminine	singular_default	not_applicable	not_applicable	sponge	bath item	body_health_clothing	La esponja está en la ducha.	La esponja está en la ducha.
noun	secador	secador	secador	el	el	masculine	singular_default	not_applicable	not_applicable	hair dryer	bathroom item	body_health_clothing	El secador está en el baño.	El secador está en el baño.
noun	maquillaje	maquillaje	maquillaje	el	el	masculine	singular_default	not_applicable	not_applicable	makeup	personal care	body_health_clothing	El maquillaje está en la mesa.	El maquillaje está en la mesa.
noun	afeitadora	afeitadora	afeitadora	la	la	feminine	singular_default	not_applicable	not_applicable	razor	personal care	body_health_clothing	La afeitadora está apagada.	La afeitadora está apagada.
noun	cinturón	cinturón	cinturón	el	el	masculine	singular_default	not_applicable	not_applicable	belt	clothing accessory	body_health_clothing	El cinturón es negro.	El cinturón es negro.
noun	bufanda	bufanda	bufanda	la	la	feminine	singular_default	not_applicable	not_applicable	scarf	clothing accessory	body_health_clothing	La bufanda es roja.	La bufanda es roja.
noun	guante	guante	guante	el	el	masculine	singular_default	not_applicable	not_applicable	glove	clothing accessory	body_health_clothing	El guante está mojado.	El guante está mojado.
noun	pijama	pijama	pijama	el	el	masculine	singular_default	not_applicable	not_applicable	pajamas	sleep clothes	body_health_clothing	El pijama es cómodo.	El pijama es cómodo.
noun	uniforme	uniforme	uniforme	el	el	masculine	singular_default	not_applicable	not_applicable	uniform	school clothes	body_health_clothing	El uniforme está limpio.	El uniforme está limpio.
noun	bolsillo	bolsillo	bolsillo	el	el	masculine	singular_default	not_applicable	not_applicable	pocket	clothing part	body_health_clothing	La llave está en el bolsillo.	La llave está en el bolsillo.
noun	talla	talla	talla	la	la	feminine	singular_default	not_applicable	not_applicable	size	clothing size	body_health_clothing	La talla es pequeña.	La talla es pequeña.
noun	marca	marca	marca	la	la	feminine	singular_default	not_applicable	not_applicable	brand	product brand	body_health_clothing	La marca es nueva.	La marca es nueva.
noun	botón	botón	botón	el	el	masculine	singular_default	not_applicable	not_applicable	button	clothing button	body_health_clothing	El botón está roto.	El botón está roto.
noun	azotea	azotea	azotea	la	la	feminine	singular_default	not_applicable	not_applicable	roof terrace	building top	home_city_travel_nature	La azotea tiene plantas.	La azotea tiene plantas.
noun	calefacción	calefacción	calefacción	la	la	feminine	singular_default	not_applicable	not_applicable	heating	home heating	home_city_travel_nature	La calefacción está encendida.	La calefacción está encendida.
noun	ventilador	ventilador	ventilador	el	el	masculine	singular_default	not_applicable	not_applicable	fan	home appliance	home_city_travel_nature	El ventilador mueve el aire.	El ventilador mueve el aire.
noun	persiana	persiana	persiana	la	la	feminine	singular_default	not_applicable	not_applicable	blind or shutter	window covering	home_city_travel_nature	La persiana está bajada.	La persiana está bajada.
noun	interruptor	interruptor	interruptor	el	el	masculine	singular_default	not_applicable	not_applicable	light switch	wall switch	home_city_travel_nature	El interruptor está junto a la puerta.	El interruptor está junto a la puerta.
noun	mueble	mueble	mueble	el	el	masculine	singular_default	not_applicable	not_applicable	piece of furniture	home object	home_city_travel_nature	El mueble es de madera.	El mueble es de madera.
noun	colchón	colchón	colchón	el	el	masculine	singular_default	not_applicable	not_applicable	mattress	bed part	home_city_travel_nature	El colchón es cómodo.	El colchón es cómodo.
noun	sillón	sillón	sillón	el	el	masculine	singular_default	not_applicable	not_applicable	armchair	living room chair	home_city_travel_nature	El sillón está junto al sofá.	El sillón está junto al sofá.
