hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
2041:本地	本地	本地	ဒေသခံ; ဒေသဆိုင်ရာ	ဒီဆိုင်က အဓိကအားဖြင့် ဒေသထွက်အသီးတွေ ရောင်းတယ်။	មូលដ្ឋាន; ក្នុងតំបន់	ហាងនេះលក់ផ្លែឈើក្នុងតំបន់ជាចម្បង។	ທ້ອງຖິ່ນ	ຮ້ານນີ້ຂາຍໝາກໄມ້ທ້ອງຖິ່ນເປັນຫຼັກ.	स्थानीय	यो पसलले मुख्य रूपमा स्थानीय फलफूल बेच्छ।
2046:比分	比分	比分	ရမှတ်; ပွဲရလဒ်	ပွဲပြီးချိန်မှာ ရမှတ်က သုံးနှစ် ဖြစ်တယ်။	ពិន្ទុប្រកួត	ពេលការប្រកួតបញ្ចប់ ពិន្ទុគឺបីទល់នឹងពីរ។	ຄະແນນແຂ່ງຂັນ	ເມື່ອການແຂ່ງຂັນຈົບ ຄະແນນແມ່ນສາມຕໍ່ສອງ.	स्कोर	खेल सकिँदा स्कोर तीन-दुई थियो।
2049:必	必	必	မဖြစ်မနေ; သေချာပေါက်	အရေးကြီးစာရွက်စာတမ်းကို သက်ဆိုင်သူကိုယ်တိုင် လက်မှတ်ထိုးရမယ်။	ត្រូវតែ; ប្រាកដជា	ឯកសារសំខាន់ត្រូវឱ្យមនុស្សពាក់ព័ន្ធចុះហត្ថលេខាផ្ទាល់។	ຕ້ອງ; ແນ່ນອນ	ເອກະສານສຳຄັນຕ້ອງໃຫ້ເຈົ້າຕົວເຊັນເອງ.	अनिवार्य रूपमा; पक्कै	महत्त्वपूर्ण कागजात सम्बन्धित व्यक्तिले आफैँ हस्ताक्षर गर्नुपर्छ।
2052:闭幕式	闭幕式	闭幕式	ပိတ်ပွဲအခမ်းအနား	အားကစားပွဲတော်ရဲ့ ပိတ်ပွဲအခမ်းအနားကို ညပိုင်းမှာ ကျင်းပမယ်။	ពិធីបិទ	ពិធីបិទការប្រកួតកីឡានឹងធ្វើនៅពេលយប់។	ພິທີປິດ	ພິທີປິດງານກິລາຈະຈັດຂຶ້ນໃນຕອນແລງ.	समापन समारोह	खेलकुदको समापन समारोह बेलुका हुन्छ।
2054:必需	必需	必需	မရှိမဖြစ်လိုအပ်သော	ရေနဲ့ အစားအစာက ခရီးမှာ မရှိမဖြစ်လိုအပ်တဲ့ ပစ္စည်းတွေပါ။	ចាំបាច់; មិនអាចខ្វះបាន	ទឹកនិងអាហារជារបស់ចាំបាច់ក្នុងការធ្វើដំណើរ។	ຈຳເປັນ; ຂາດບໍ່ໄດ້	ນ້ຳແລະອາຫານແມ່ນສິ່ງຈຳເປັນໃນການເດີນທາງ.	आवश्यक; नभई नहुने	पानी र खाना यात्रामा नभई नहुने कुरा हुन्।
2057:变动	变动	变动	ပြောင်းလဲမှု	ဒီလ အလုပ်အစီအစဉ်မှာ ပြောင်းလဲမှုရှိတယ်။	ការផ្លាស់ប្តូរ	កាលវិភាគការងារខែនេះមានការផ្លាស់ប្តូរ។	ການປ່ຽນແປງ	ຕາຕະລາງວຽກເດືອນນີ້ມີການປ່ຽນແປງ.	परिवर्तन	यो महिनाको कामको तालिकामा परिवर्तन छ।
2059:便利店	便利店	便利店	အဆင်ပြေဆိုင်; မီနီမတ်	အောက်ထပ်က အဆင်ပြေဆိုင်က နှစ်ဆယ့်လေးနာရီ ဖွင့်တယ်။	ហាងងាយស្រួល	ហាងងាយស្រួលខាងក្រោមបើកម្ភៃបួនម៉ោង។	ຮ້ານສະດວກຊື້	ຮ້ານສະດວກຊື້ຊັ້ນລຸ່ມເປີດຊາວສີ່ຊົ່ວໂມງ.	सुविधा पसल	तलको सुविधा पसल चौबिसै घण्टा खुल्छ।
2067:饼	饼	饼	ပန်ကိတ်; ပြားပြားမုန့်	မနက်မှာ အမေက ကျွန်တော့်အတွက် ကြက်ဥပန်ကိတ် လုပ်ပေးတယ်။	នំបន្ទះ; នំផេនខេក	ម៉ាក់ធ្វើនំពងមាន់មួយឱ្យខ្ញុំនៅពេលព្រឹក។	ແຜ່ນເຂົ້າຈີ່; ແພນເຄັກ	ຕອນເຊົ້າ ແມ່ເຮັດແພນເຄັກໄຂ່ໃຫ້ຂ້ອຍ.	रोटी जस्तो केक; प्यानकेक	आमाले बिहान मेरो लागि अन्डाको प्यानकेक बनाइदिनुभयो।
2068:病房	病房	病房	ဆေးရုံအခန်း; လူနာခန်း	သူနာပြုက လူနာကို လူနာခန်းထဲ ခေါ်သွားတယ်။	បន្ទប់អ្នកជំងឺ	គិលានុបដ្ឋាយិកាបាននាំអ្នកជំងឺទៅបន្ទប់អ្នកជំងឺ។	ຫ້ອງຄົນເຈັບ	ພະຍາບານໄດ້ພາຄົນເຈັບໄປຫ້ອງຄົນເຈັບ.	अस्पतालको वार्ड	नर्सले बिरामीलाई वार्डमा लगिन्।
2069:病情	病情	病情	ရောဂါအခြေအနေ	ဆရာဝန်က သူ့ရောဂါအခြေအနေ ကောင်းလာပြီလို့ ပြောတယ်။	ស្ថានភាពជំងឺ	គ្រូពេទ្យនិយាយថាស្ថានភាពជំងឺរបស់គាត់បានប្រសើរឡើងហើយ។	ອາການປ່ວຍ; ສະພາບໂລກ	ທ່ານໝໍເວົ້າວ່າອາການປ່ວຍຂອງລາວດີຂຶ້ນແລ້ວ.	रोगको अवस्था	डाक्टरले उसको रोगको अवस्था सुधार भएको बताए।
2070:拨打	拨打	拨打	နံပါတ်ခေါ်သည်; ဖုန်းဆက်သည်	မီးလောင်ရင် အရေးပေါ်နံပါတ်ကို ဖုန်းဆက်ပါ။	ចុចលេខទូរស័ព្ទ; ហៅទូរស័ព្ទ	បើមានភ្លើងឆេះ សូមហៅលេខអាសន្ន។	ກົດເບີໂທ; ໂທຫາ	ຖ້າເກີດໄຟໄໝ້ ກະລຸນາໂທຫາເບີສຸກເສີນ.	नम्बर डायल गर्नु; फोन गर्नु	आगलागी भएमा आपतकालीन नम्बरमा फोन गर्नुहोस्।
2073:不利	不利	不利	မကောင်းသော; အားနည်းစေသော	လေပြင်းက ပြိုင်ပွဲအတွက် မကောင်းဘူး။	មិនអំណោយផល; ប៉ះពាល់អាក្រក់	ខ្យល់ខ្លាំងមិនអំណោយផលសម្រាប់ការប្រកួតទេ។	ບໍ່ເປັນຜົນດີ; ເສຍປຽບ	ລົມແຮງບໍ່ເປັນຜົນດີຕໍ່ການແຂ່ງຂັນ.	प्रतिकूल; हानिकारक	तेज हावा खेलका लागि प्रतिकूल छ।
2074:不幸	不幸	不幸	ကံမကောင်းသော; မပျော်ရွှင်မှု	သူ့ကလေးဘဝမှာ ကံမကောင်းတဲ့ အတွေ့အကြုံတစ်ခု ရှိခဲ့တယ်။	អកុសល; សំណាងអាក្រក់	កាលនៅក្មេង គាត់ធ្លាប់មានបទពិសោធន៍អកុសលមួយ។	ໂຊກຮ້າຍ; ບໍ່ໂຊກດີ	ໃນໄວເດັກ ລາວເຄີຍມີປະສົບການໂຊກຮ້າຍຊ່ວງໜຶ່ງ.	दुर्भाग्यपूर्ण; दुर्भाग्य	उसको बाल्यकालमा एउटा दुर्भाग्यपूर्ण अनुभव थियो।
2078:不符	不符	不符	မကိုက်ညီပါ	လက်မှတ်ပေါ်က နာမည်က မှတ်ပုံတင်နဲ့ မကိုက်ညီဘူး။	មិនត្រូវគ្នា	ឈ្មោះលើសំបុត្រមិនត្រូវគ្នានឹងឯកសារទេ។	ບໍ່ກົງກັນ	ຊື່ໃນປີ້ບໍ່ກົງກັບເອກະສານ.	नमिल्नु	टिकटमा भएको नाम कागजातसँग मिल्दैन।
2079:不良	不良	不良	မကောင်းသော; အန္တရာယ်ရှိသော	ညအိပ်နောက်ကျတာကြာလာရင် မကောင်းတဲ့ အလေ့အကျင့်တစ်ခု ဖြစ်တယ်။	អាក្រក់; បង្កគ្រោះថ្នាក់	ការគេងយប់ជ្រៅយូរអង្វែងជាទម្លាប់អាក្រក់មួយ។	ບໍ່ດີ; ເປັນອັນຕະລາຍ	ການນອນດຶກເປັນເວລາດົນແມ່ນນິໄສບໍ່ດີ.	खराब; हानिकारक	लामो समय राति अबेरसम्म जाग्नु खराब बानी हो।
2081:步行	步行	步行	ခြေလျင်သွားသည်	ဒီနေရာကနေ ကျောင်းအထိ ခြေလျင်သွားလို့ရတယ်။	ដើរជើង	ពីទីនេះទៅសាលារៀនអាចដើរជើងបាន។	ຍ່າງໄປ	ຈາກນີ້ໄປໂຮງຮຽນສາມາດຍ່າງໄປໄດ້.	पैदल जानु	यहाँबाट विद्यालयसम्म पैदल जान सकिन्छ।
2083:才2	才2	才	ပါရမီ; စွမ်းရည်	သူက ငယ်ငယ်ကတည်းက ဂီတပါရမီကို ပြသခဲ့တယ်။	ទេពកោសល្យ; សមត្ថភាព	គាត់បង្ហាញទេពកោសល្យតន្ត្រីតាំងពីតូច។	ພອນສະຫວັນ; ຄວາມສາມາດ	ລາວສະແດງພອນສະຫວັນທາງດົນຕີຕັ້ງແຕ່ນ້ອຍ.	प्रतिभा; क्षमता	उसले सानैदेखि संगीतको प्रतिभा देखायो।
2087:彩色	彩色	彩色	ရောင်စုံသော	ကလေးတွေက ရောင်စုံမြေပုံတစ်ခု ဆွဲခဲ့ကြတယ်။	ពណ៌; ចម្រុះពណ៌	ក្មេងៗបានគូរផែនទីចម្រុះពណ៌មួយ។	ສີສັນ; ຫຼາຍສີ	ເດັກນ້ອຍແຕ້ມແຜນທີ່ສີສັນແຜ່ນໜຶ່ງ.	रङ्गीन	बालबालिकाले एउटा रङ्गीन नक्सा बनाए।
2088:采用	采用	采用	လက်ခံအသုံးပြုသည်; သုံးသည်	ကုမ္ပဏီက စီမံခန့်ခွဲမှုနည်းလမ်းအသစ်ကို လက်ခံအသုံးပြုဖို့ ဆုံးဖြတ်တယ်။	ទទួលយកប្រើ; ប្រើប្រាស់	ក្រុមហ៊ុនសម្រេចចិត្តទទួលយកប្រើវិធីគ្រប់គ្រងថ្មី។	ນຳໃຊ້; ຮັບໃຊ້	ບໍລິສັດຕັດສິນໃຈນຳໃຊ້ວິທີບໍລິຫານໃໝ່.	अपनाउनु; प्रयोग गर्नु	कम्पनीले नयाँ व्यवस्थापन तरिका अपनाउने निर्णय गर्यो।
2090:餐饮	餐饮	餐饮	စားသောက်ရေးဝန်ဆောင်မှု	ဒီဈေးဝယ်စင်တာရဲ့ စားသောက်ရေးဇုန်က ပဉ္စမထပ်မှာ ရှိတယ်။	សេវាអាហារនិងភេសជ្ជៈ	តំបន់អាហារនិងភេសជ្ជៈរបស់ផ្សារទំនើបនេះនៅជាន់ទីប្រាំ។	ບໍລິການອາຫານແລະເຄື່ອງດື່ມ	ເຂດອາຫານຂອງສູນການຄ້ານີ້ຢູ່ຊັ້ນຫ້າ.	खानपान सेवा	यो मलको खानपान क्षेत्र पाँचौँ तलामा छ।
2092:藏	藏	藏	ဖုံးကွယ်သည်; သိမ်းထားသည်	သူမက လက်ဆောင်ကို ဗီရိုထဲမှာ ဖုံးကွယ်ထားတယ်။	លាក់; រក្សាទុក	នាងលាក់អំណោយនៅក្នុងទូ។	ເຊື່ອງ; ເກັບໄວ້	ນາງເຊື່ອງຂອງຂວັນໄວ້ໃນຕູ້.	लुकाउनु; राख्नु	उनले उपहार दराजमा लुकाइन्।
2095:测	测	测	တိုင်းသည်; စမ်းသည်	ဆရာက ကျွန်တော်တို့ကို ရေအပူချိန် တိုင်းခိုင်းတယ်။	វាស់; សាកល្បង	គ្រូបានឱ្យយើងវាស់សីតុណ្ហភាពទឹក។	ວັດ; ທົດສອບ	ຄູໃຫ້ພວກເຮົາວັດອຸນຫະພູມນ້ຳ.	मापन गर्नु; परीक्षण गर्नु	शिक्षकले हामीलाई पानीको तापक्रम मापन गर्न भन्नुभयो।
2096:测试	测试	测试	စမ်းသပ်မှု; စမ်းသပ်သည်	ဆော့ဖ်ဝဲအသစ်ကို မနက်ဖြန် စတင်စမ်းသပ်မယ်။	ការធ្វើតេស្ត; សាកល្បង	កម្មវិធីថ្មីនឹងចាប់ផ្តើមធ្វើតេស្តថ្ងៃស្អែក។	ການທົດສອບ; ທົດສອບ	ຊອບແວໃໝ່ຈະເລີ່ມທົດສອບມື້ອື່ນ.	परीक्षण; परीक्षण गर्नु	नयाँ सफ्टवेयरको परीक्षण भोलिदेखि सुरु हुनेछ।
2097:曾	曾	曾	တစ်ချိန်က; ယခင်က	သူက တစ်ချိန်က ပေကျင်းမှာ သုံးနှစ် အလုပ်လုပ်ခဲ့တယ်။	ធ្លាប់; កាលពីមុន	គាត់ធ្លាប់ធ្វើការនៅប៉េកាំងបីឆ្នាំ។	ເຄີຍ; ກ່ອນນີ້	ລາວເຄີຍເຮັດວຽກຢູ່ປັກກິ່ງສາມປີ.	पहिले; कहिल्यै	उसले पहिले बेइजिङमा तीन वर्ष काम गरेको थियो।
2104:产	产	产	ထုတ်လုပ်သည်; မွေးသည်	ဒီအသီးခြံက အဓိကအားဖြင့် ပန်းသီး ထုတ်လုပ်တယ်။	ផលិត; កើត	ចម្ការផ្លែឈើនេះផលិតផ្លែប៉ោមជាចម្បង។	ຜະລິດ; ເກີດລູກ	ສວນໝາກໄມ້ນີ້ຜະລິດໝາກແອັບເປີນເປັນຫຼັກ.	उत्पादन गर्नु; जन्म दिनु	यो फलफूल बगैँचाले मुख्य रूपमा स्याउ उत्पादन गर्छ।
2105:产量	产量	产量	ထုတ်လုပ်မှုပမာဏ; အထွက်နှုန်း	ဒီနှစ် စပါးအထွက်နှုန်း တိုးလာတယ်။	បរិមាណផលិត; ទិន្នផល	ទិន្នផលស្រូវឆ្នាំនេះបានកើនឡើង។	ປະລິມານຜະລິດ; ຜົນຜະລິດ	ຜົນຜະລິດເມັດພືດປີນີ້ເພີ່ມຂຶ້ນ.	उत्पादन मात्रा; उत्पादन	यस वर्ष अन्न उत्पादन बढेको छ।
2108:长处	长处	长处	အားသာချက်; ကောင်းကွက်	သည်းခံနိုင်ခြင်းက သူ့ရဲ့ အားသာချက်ပါ။	ចំណុចខ្លាំង; គុណសម្បត្តិ	ភាពអត់ធ្មត់ជាចំណុចខ្លាំងរបស់គាត់។	ຈຸດແຂງ; ຂໍ້ດີ	ຄວາມອົດທົນແມ່ນຈຸດແຂງຂອງລາວ.	बलियो पक्ष; राम्रो गुण	धैर्य उसको बलियो पक्ष हो।
2109:长度	长度	长度	အလျား	ဒီကြိုးရဲ့ အလျားက တိတိကျကျ သင့်တော်တယ်။	ប្រវែង	ប្រវែងខ្សែនេះសមល្មមណាស់។	ຄວາມຍາວ	ຄວາມຍາວຂອງເຊືອກນີ້ພໍດີ.	लम्बाइ	यो डोरीको लम्बाइ ठिक्क मिलेको छ।
2110:长久	长久	长久	ကြာရှည်သော	စစ်မှန်တဲ့ မိတ်ဆွေမှုက ကြာရှည်နိုင်တယ်။	យូរអង្វែង	មិត្តភាពពិតអាចយូរអង្វែងបាន។	ຍາວນານ; ຄົງທົນ	ມິດຕະພາບແທ້ສາມາດຢູ່ໄດ້ຍາວນານ.	दीर्घकालीन; लामो समय टिक्ने	साँचो मित्रता लामो समय टिक्न सक्छ।
2111:长期	长期	长期	ရေရှည်သော	ရေရှည် လေ့ကျင့်ခန်းလုပ်ခြင်းက ခန္ဓာကိုယ်အတွက် ကောင်းတယ်။	រយៈពេលវែង	ការហាត់ប្រាណរយៈពេលវែងល្អសម្រាប់រាងកាយ។	ໄລຍະຍາວ	ການອອກກຳລັງກາຍໄລຍະຍາວດີຕໍ່ຮ່າງກາຍ.	दीर्घकालीन	दीर्घकालीन व्यायाम शरीरका लागि राम्रो हुन्छ।
2115:长远	长远	长远	ရေရှည်သော; အနာဂတ်အတွက်	ဆုံးဖြတ်ချက်ချတဲ့အခါ ရေရှည်အကျိုးသက်ရောက်မှုကို စဉ်းစားရမယ်။	រយៈពេលវែង; ឆ្ងាយទៅមុខ	ពេលសម្រេចចិត្ត ត្រូវគិតពីផលប៉ះពាល់រយៈពេលវែង។	ໄລຍະຍາວ; ມອງໄກ	ເວລາຕັດສິນໃຈ ຕ້ອງຄິດເຖິງຜົນກະທົບໄລຍະຍາວ.	दीर्घकालीन; दूरगामी	निर्णय गर्दा दीर्घकालीन प्रभाव विचार गर्नुपर्छ।
2117:超	超	超	ကျော်လွန်သည်; ပိုသည်	ဒီလ အသုံးစရိတ်က ဘတ်ဂျက်ကို ကျော်သွားတယ်။	លើស; លើសពី	ចំណាយខែនេះលើសថវិកា។	ເກີນ; ລື່ນ	ຄ່າໃຊ້ຈ່າຍເດືອນນີ້ເກີນງົບປະມານ.	नाघ्नु; बढी हुनु	यो महिनाको खर्च बजेटभन्दा बढी भयो।
2118:超出	超出	超出	ကျော်လွန်သည်; အပြင်သို့ထွက်သည်	အမှန်တကယ်ကုန်ကျစရိတ်က ကျွန်တော်တို့အစီအစဉ်ကို ကျော်လွန်သွားတယ်။	លើសពី; ហួសចេញ	ចំណាយពិតប្រាកដលើសពីផែនការរបស់យើង។	ເກີນອອກ; ເກີນກວ່າ	ຄ່າໃຊ້ຈ່າຍຈິງເກີນແຜນຂອງພວກເຮົາ.	नाघ्नु; सीमाभन्दा बाहिर जानु	वास्तविक खर्च हाम्रो योजनाभन्दा बढी भयो।
2120:超速	超速	超速	အရှိန်လွန်မောင်းသည်	ဒီကားက အရှိန်လွန်မောင်းလို့ ဒဏ်ငွေခံရတယ်။	បើកលើសល្បឿនកំណត់	រថយន្តនេះត្រូវពិន័យព្រោះបើកលើសល្បឿនកំណត់។	ຂັບເກີນຄວາມໄວກຳນົດ	ລົດຄັນນີ້ຖືກປັບເພາະຂັບເກີນຄວາມໄວກຳນົດ.	गति सीमा नाघ्नु	यो गाडीलाई गति सीमा नाघेकाले जरिवाना गरियो।
2124:车祸	车祸	车祸	ယာဉ်မတော်တဆမှု	အဲဒီ ယာဉ်မတော်တဆမှုမှာ ပြင်းထန်ဒဏ်ရာ မရှိခဲ့ဘူး။	គ្រោះថ្នាក់ចរាចរណ៍	គ្រោះថ្នាក់ចរាចរណ៍នោះមិនបណ្តាលឱ្យរបួសធ្ងន់ទេ។	ອຸບັດເຫດຈະລາຈອນ	ອຸບັດເຫດຈະລາຈອນນັ້ນບໍ່ໄດ້ເຮັດໃຫ້ມີບາດເຈັບໜັກ.	सवारी दुर्घटना	त्यो सवारी दुर्घटनाले गम्भीर चोट पुर्याएन।
2126:车辆	车辆	车辆	ယာဉ်	တိုက်ခန်းဝင်းဝမှာ ပြင်ပယာဉ်တွေ ဝင်ခွင့်မပြုဘူး။	យានយន្ត	នៅមាត់ទ្វារបុរី ហាមយានយន្តខាងក្រៅចូល។	ຍານພາຫະນະ	ປະຕູຊຸມຊົນຫ້າມຍານພາຫະນະພາຍນອກເຂົ້າ.	सवारी साधन	आवास क्षेत्रको गेटमा बाहिरी सवारी साधन प्रवेश गर्न निषेध छ।
2128:车主	车主	车主	ကားပိုင်ရှင်	ကားပိုင်ရှင်က အာမခံကုမ္ပဏီကို ဆက်သွယ်ပြီးပြီ။	ម្ចាស់រថយន្ត	ម្ចាស់រថយន្តបានទាក់ទងក្រុមហ៊ុនធានារ៉ាប់រងរួចហើយ។	ເຈົ້າຂອງລົດ	ເຈົ້າຂອງລົດໄດ້ຕິດຕໍ່ບໍລິສັດປະກັນແລ້ວ.	गाडी मालिक	गाडी मालिकले बीमा कम्पनीलाई सम्पर्क गरिसकेका छन्।
2130:沉	沉	沉	နစ်မြုပ်သည်; လေးသည်	ကျောက်ခဲက ရေထဲကျပြီး မကြာခင် နစ်သွားတယ်။	លិច; ធ្ងន់	ថ្មធ្លាក់ទៅក្នុងទឹក ហើយលិចយ៉ាងលឿន។	ຈົມ; ໜັກ	ກ້ອນຫີນຕົກລົງນ້ຳ ແລ້ວຈົມຢ່າງໄວ.	डुब्नु; भारी हुनु	ढुंगा पानीमा खस्यो र छिट्टै डुब्यो।
2134:称为	称为	称为	ဟုခေါ်သည်	ဒီလက်ဖက်ရည်ကို ဒေသမှာ နွေလက်ဖက်ရည်လို့ ခေါ်ကြတယ်။	ហៅថា	តែប្រភេទនេះនៅតំបន់នោះហៅថាតែនិទាឃរដូវ។	ຖືກເອີ້ນວ່າ	ຊາຊະນິດນີ້ໃນທ້ອງຖິ່ນຖືກເອີ້ນວ່າຊາລະດູບານໃໝ່.	भनिनु; कहलिनु	यो चिया स्थानीय रूपमा वसन्त चिया भनिन्छ।
2143:成年1	成年1	成年	လူကြီးဖြစ်သည်	သူက ဒီနှစ်မှ လူကြီးဖြစ်လာပြီး လုပ်ငန်းစဉ်တွေကို တစ်ယောက်တည်း ဆောင်ရွက်နိုင်ပြီ။	ពេញវ័យ	ឆ្នាំនេះគាត់ទើបពេញវ័យ ហើយអាចធ្វើនីតិវិធីដោយខ្លួនឯងបាន។	ເປັນຜູ້ໃຫຍ່	ປີນີ້ລາວຫາກໍເປັນຜູ້ໃຫຍ່ ແລະສາມາດຈັດການເອກະສານດ້ວຍຕົນເອງໄດ້.	वयस्क हुनु	ऊ यस वर्ष मात्र वयस्क भयो र प्रक्रिया आफैँ गर्न सक्छ।
2144:城区	城区	城区	မြို့ပြဧရိယာ; မြို့ပိုင်း	မြို့ဟောင်းပိုင်းရဲ့ လမ်းတွေက နည်းနည်း ကျဉ်းတယ်။	តំបន់ទីក្រុង	ផ្លូវក្នុងតំបន់ទីក្រុងចាស់តូចបន្តិច។	ເຂດເມືອງ	ຖະໜົນໃນເຂດເມືອງເກົ່າຄ່ອນຂ້າງແຄບ.	सहरी क्षेत्र	पुरानो सहरी क्षेत्रका सडकहरू अलि साँघुरा छन्।
