hsk_key	source_word	simplified	TE	example_TE	KN	example_KN
3625:保修	保修	保修	వారంటీలో మరమ్మతు చేయు	ఈ కంప్యూటర్ ఒక సంవత్సరం ఉచితంగా వారంటీలో మరమ్మతు చేయించుకోవచ్చు.	ವಾರಂಟಿಯಲ್ಲಿ ದುರಸ್ತಿ ಮಾಡು	ಈ ಕಂಪ್ಯೂಟರ್ ಅನ್ನು ಒಂದು ವರ್ಷ ಉಚಿತವಾಗಿ ವಾರಂಟಿಯಲ್ಲಿ ದುರಸ್ತಿ ಮಾಡಿಸಬಹುದು.
3627:爆	爆	爆	పేలిపో; చిట్లిపో	బెలూన్ అకస్మాత్తుగా పేలిపోయింది.	ಸಿಡಿ; ಸ್ಫೋಟಿಸು	ಬಲೂನ್ ಅಕಸ್ಮಾತ್ ಸಿಡಿದಿತು.
3629:报刊	报刊	报刊	పత్రికలు మరియు నియతకాలికాలు	గ్రంథాలయంలో చాలా చైనీస్ పత్రికలు మరియు నియతకాలికాలు ఉన్నాయి.	ಪತ್ರಿಕೆಗಳು ಮತ್ತು ನಿಯತಕಾಲಿಕೆಗಳು	ಗ್ರಂಥಾಲಯದಲ್ಲಿ ಬಹಳಷ್ಟು ಚೀನೀ ಪತ್ರಿಕೆಗಳು ಮತ್ತು ನಿಯತಕಾಲಿಕೆಗಳು ಇವೆ.
3635:悲剧	悲剧	悲剧	విషాదం; దురంతం	ఈ ప్రమాదం ఒక దురంతం.	ದುರಂತ; ಶೋಕಾಂತಿಕೆ	ಈ ಅಪಘಾತ ಒಂದು ದುರಂತ.
3636:悲伤	悲伤	悲伤	విషాదంగా; దుఃఖంగా	ఆ వార్త విని అతను చాలా దుఃఖించాడు.	ದುಃಖಿತ; ಬೇಸರಗೊಂಡ	ಆ ಸುದ್ದಿಯನ್ನು ಕೇಳಿ ಅವನು ಬಹಳ ದುಃಖಪಟ್ಟನು.
3638:北美洲	北美洲	北美洲	ఉత్తర అమెరికా	కెనడా ఉత్తర అమెరికాలో ఉంది.	ಉತ್ತರ ಅಮೆರಿಕಾ	ಕೆನಡಾ ಉತ್ತರ ಅಮೆರಿಕಾದಲ್ಲಿದೆ.
3640:被迫	被迫	被迫	బలవంతం చేయబడిన	భారీ వర్షం వల్ల పోటీ రద్దు చేయాల్సి వచ్చింది.	ಬಲವಂತಪಡಿಸಲಾದ	ಭಾರಿ ಮಳೆಯ ಕಾರಣ ಪಂದ್ಯವನ್ನು ರದ್ದುಪಡಿಸಬೇಕಾಯಿತು.
3641:背心	背心	背心	బనియన్; స్లీవ్‌లెస్ చొక్కా	వేసవిలో అతను తరచుగా బనియన్ ధరిస్తాడు.	ಬನಿಯನ್; ತೋಳಿಲ್ಲದ ಅಂಗಿ	ಬೇಸಿಗೆಯಲ್ಲಿ ಅವನು ಹೆಚ್ಚು ಬಾರಿ ಬನಿಯನ್ ಧರಿಸುತ್ತಾನೆ.
3642:备用	备用	备用	అదనపు; నిల్వ కోసం	దయచేసి ఒక అదనపు తాళం సిద్ధం చేయండి.	ಬದಲಿ; ಮೀಸಲು	ದಯವಿಟ್ಟು ಒಂದು ಬದಲಿ ಕೀಲಿಯನ್ನು ಸಿದ್ಧಪಡಿಸಿ.
3643:倍增	倍增	倍增	గణనీయంగా పెరుగు; రెట్టింపు అవు	ఈ సంవత్సరం ఆర్డర్ల సంఖ్య గణనీయంగా పెరిగింది.	ಹೆಚ್ಚಾಗಿ ಹೆಚ್ಚಾಗು; ದ್ವಿಗುಣವಾಗು	ಈ ವರ್ಷ ಆರ್ಡರ್‌ಗಳ ಸಂಖ್ಯೆ ಬಹಳವಾಗಿ ಹೆಚ್ಚಾಯಿತು.
3644:奔跑	奔跑	奔跑	పరుగెత్తు	పిల్లవాడు మైదానంలో పరుగెడుతున్నాడు.	ಓಡು	ಮಗುವು ಮೈದಾನದಲ್ಲಿ ಓಡುತ್ತಿದೆ.
3647:本土	本土	本土	స్థానిక; స్వదేశపు	ఈ సంస్థ స్థానిక సంస్కృతిని గౌరవిస్తుంది.	ಸ್ಥಳೀಯ; ಸ್ವದೇಶದ	ಈ ಕಂಪನಿ ಸ್ಥಳೀಯ ಸಂಸ್ಕೃತಿಗೆ ಮಹತ್ವ ನೀಡುತ್ತದೆ.
3648:逼	逼	逼	బలవంతం చేయు; ఒత్తిడి చేయు	పిల్లలు ఇష్టపడని పనులు చేయమని బలవంతం చేయవద్దు.	ಬಲವಂತ ಮಾಡು; ಒತ್ತಾಯಿಸು	ಮಕ್ಕಳಿಗೆ ಇಷ್ಟವಿಲ್ಲದ ಕೆಲಸಗಳನ್ನು ಮಾಡಲು ಬಲವಂತಪಡಿಸಬೇಡಿ.
3651:闭	闭	闭	మూయు	దయచేసి తలుపు మూయండి.	ಮುಚ್ಚು	ದಯವಿಟ್ಟು ಬಾಗಿಲನ್ನು ಮುಚ್ಚಿ.
3652:避	避	避	తప్పించు; దూరంగా ఉండు	వాహనం నడిపేటప్పుడు రద్దీ సమయాన్ని తప్పించాలి.	ತಪ್ಪಿಸು; ದೂರವಿರು	ವಾಹನ ಓಡಿಸುವಾಗ ಗರಿಷ್ಠ ಸಂಚಾರ ಸಮಯವನ್ನು ತಪ್ಪಿಸಬೇಕು.
3653:必修	必修	必修	తప్పనిసరి	ఈ కోర్సు విశ్వవిద్యాలయ మొదటి సంవత్సరం విద్యార్థులకు తప్పనిసరి.	ಕಡ್ಡಾಯ	ಈ ಪಠ್ಯಕ್ರಮ ವಿಶ್ವವಿದ್ಯಾಲಯದ ಮೊದಲ ವರ್ಷದ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಕಡ್ಡಾಯವಾಗಿದೆ.
3654:编	编	编	సంపాదించు; సంకలనం చేయు	అతను చైనీస్ పాఠ్యపుస్తకాన్ని సంకలనం చేస్తున్నాడు.	ಸಂಕಲಿಸು; ಸಂಪಾದಿಸು	ಅವನು ಚೀನೀ ಪಾಠ್ಯಪುಸ್ತಕವನ್ನು ಸಂಕಲಿಸುತ್ತಿದ್ದಾನೆ.
3656:编写	编写	编写	రచించి సంకలనం చేయు	ఉపాధ్యాయుడు ఒక వ్యాయామ ప్రశ్నల సమాహారం రచించి సంకలనం చేశాడు.	ಬರೆದು ಸಂಕಲಿಸು	ಶಿಕ್ಷಕರು ವ್ಯಾಯಾಮ ಪ್ರಶ್ನೆಗಳ ಒಂದು ಸಂಗ್ರಹವನ್ನು ಬರೆದು ಸಂಕಲಿಸಿದರು.
3657:遍地	遍地	遍地	ఎక్కడ చూసినా; అంతటా	వసంతంలో పార్కంతా పూలతో నిండిపోయింది.	ಎಲ್ಲೆಡೆ; ತುಂಬೆಲ್ಲ	ವಸಂತದಲ್ಲಿ ಉದ್ಯಾನವನದ ತುಂಬೆಲ್ಲ ಹೂಗಳು ಇರುತ್ತವೆ.
3658:便捷	便捷	便捷	సౌకర్యవంతమైన	ఈ చెల్లింపు విధానం చాలా సౌకర్యవంతంగా ఉంది.	ಅನುಕೂಲಕರ; ಸುಲಭವಾದ	ಈ ಪಾವತಿ ವಿಧಾನ ತುಂಬಾ ಅನುಕೂಲಕರವಾಗಿದೆ.
3660:兵	兵	兵	సైనికుడు	ఈ సైనికుడు సరిహద్దులో సేవ చేస్తున్నాడు.	ಸೈನಿಕ	ಈ ಸೈನಿಕನು ಗಡಿಯಲ್ಲಿ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಾನೆ.
3662:播	播	播	ప్రసారం చేయు; ప్లే చేయు	టీవీ కేంద్రం ఈ రాత్రి ఈ డాక్యుమెంటరీని ప్రసారం చేస్తుంది.	ಪ್ರಸಾರ ಮಾಡು; ಪ್ಲೇ ಮಾಡು	ದೂರದರ್ಶನ ಕೇಂದ್ರವು ಇಂದು ರಾತ್ರಿ ಈ ಸಾಕ್ಷ್ಯಚಿತ್ರವನ್ನು ಪ್ರಸಾರ ಮಾಡುತ್ತದೆ.
3670:不适	不适	不适	అసౌకర్యం; అనారోగ్యంగా	మందు తీసుకున్న తర్వాత అతనికి శరీరం బాగోలేదని అనిపించింది.	ಅಸ್ವಸ್ಥತೆ; ಚೆನ್ನಾಗಿಲ್ಲದ	ಔಷಧಿ ತೆಗೆದುಕೊಂಡ ನಂತರ ಅವನಿಗೆ ದೇಹ ಅಸ್ವಸ್ಥವಾಗಿರುವಂತೆ ಅನಿಸಿತು.
3671:不至于	不至于	不至于	అంతవరకు కాదు	ఈ చిన్న తప్పు ఫలితాన్ని ప్రభావితం చేసేంత కాదు.	ಆ ಮಟ್ಟಿಗೆ ಅಲ್ಲ	ಈ ಸಣ್ಣ ತಪ್ಪು ಫಲಿತಾಂಶವನ್ನು ಪ್ರಭಾವಿಸುವ ಮಟ್ಟಿಗೆ ಇಲ್ಲ.
3672:补	补	补	పూరించు; జోడించు	ఈ నివేదికకు ఇంకా కొన్ని డేటా జోడించాలి.	ಪೂರೈಸು; ಸೇರಿಸು	ಈ ವರದಿಗೆ ಇನ್ನೂ ಕೆಲವು ಡೇಟಾವನ್ನು ಸೇರಿಸಬೇಕು.
3673:捕	捕	捕	పట్టు; పట్టుకో	పోలీసులు అనుమానితుడిని త్వరగా పట్టుకున్నారు.	ಹಿಡಿ; ಬಂಧಿಸು	ಪೊಲೀಸರು ಅನುಮಾನಿತನನ್ನು ಬೇಗ ಹಿಡಿದರು.
3675:补课	补课	补课	మిస్సైన పాఠాలు భర్తీ చేయు	అనారోగ్యం తర్వాత అతనికి మిస్సైన పాఠాలు భర్తీ చేసుకోవాలి.	ಬಿಟ್ಟ ಪಾಠಗಳನ್ನು ಪೂರೈಸು	ಅನಾರೋಗ್ಯದ ನಂತರ ಅವನು ಬಿಟ್ಟ ಪಾಠಗಳನ್ನು ಪೂರೈಸಬೇಕು.
3677:补习	补习	补习	అదనపు పాఠాలు నేర్చుకో; ట్యూషన్ తీసుకో	ఆమె వారాంతంలో గణితానికి ట్యూషన్‌కు వెళ్తుంది.	ಹೆಚ್ಚುವರಿ ಪಾಠ ಕಲಿಯು; ಟ್ಯೂಷನ್ ತೆಗೆದುಕೊಳ್ಳು	ಅವಳು ವಾರಾಂತ್ಯದಲ್ಲಿ ಗಣಿತಕ್ಕೆ ಟ್ಯೂಷನ್‌ಗೆ ಹೋಗುತ್ತಾಳೆ.
3680:不曾	不曾	不曾	ఎప్పుడూ కాదు; ఒక్కసారైనా కాదు	నేను ఈ విషయం ఎప్పుడూ వినలేదు.	ಎಂದಿಗೂ ಇಲ್ಲ; ಒಮ್ಮೆಯೂ ಇಲ್ಲ	ನಾನು ಈ ವಿಷಯವನ್ನು ಎಂದಿಗೂ ಕೇಳಿಲ್ಲ.
3681:不成	不成	不成	సరిపోదు; పని చేయదు	ఇలా చేస్తే బహుశా పని చేయదు.	ಸಾಧ್ಯವಾಗದು; ಕೆಲಸ ಆಗದು	ಹೀಗೆ ಮಾಡಿದರೆ ಬಹುಶಃ ಕೆಲಸ ಆಗದು.
3682:不得	不得	不得	చేయరాదు; అనుమతి లేదు	ప్రజా ప్రదేశాల్లో ధూమపానం చేయరాదు.	ಮಾಡಬಾರದು; ಅನುಮತಿ ಇಲ್ಲ	ಸಾರ್ವಜನಿಕ ಸ್ಥಳಗಳಲ್ಲಿ ಧೂಮಪಾನ ಮಾಡಬಾರದು.
3683:部队	部队	部队	సైనిక దళం; దళాలు	ఈ దళం పర్వత ప్రాంతంలో శిక్షణ పొందుతోంది.	ಸೈನಿಕ ದಳ; ಪಡೆ	ಈ ಪಡೆ ಪರ್ವತ ಪ್ರದೇಶದಲ್ಲಿ ತರಬೇತಿ ಪಡೆಯುತ್ತಿದೆ.
3687:不许	不许	不许	అనుమతించరు; చేయకూడదు	ఇక్కడ పార్కింగ్ చేయకూడదు.	ಅನುಮತಿಸದು; ಮಾಡಬಾರದು	ಇಲ್ಲಿ ವಾಹನ ನಿಲ್ಲಿಸಲು ಅನುಮತಿ ಇಲ್ಲ.
3688:不宜	不宜	不宜	సరైనది కాదు; తగదు	భోజనం తర్వాత వెంటనే వ్యాయామం చేయడం తగదు.	ಸೂಕ್ತವಲ್ಲ; ಮಾಡುವುದು ಒಳ್ಳೆಯದಲ್ಲ	ಊಟದ ನಂತರ ತಕ್ಷಣ ವ್ಯಾಯಾಮ ಮಾಡುವುದು ಸೂಕ್ತವಲ್ಲ.
3689:不已	不已	不已	ఆగకుండా; అంతులేకుండా	మంచి వార్త విని అందరూ ఎంతో ఉత్సాహపడ్డారు.	ನಿಲ್ಲದೆ; ತುಂಬಾಗಿ	ಒಳ್ಳೆಯ ಸುದ್ದಿ ಕೇಳಿ ಎಲ್ಲರೂ ತುಂಬಾ ಉತ್ಸಾಹಗೊಂಡರು.
3693:猜测	猜测	猜测	ఊహించు; అంచనా వేయు	అతను కేవలం ఊహిస్తున్నాడు, ఇంకా ఆధారం లేదు.	ಊಹಿಸು; ಅಂದಾಜು ಮಾಡು	ಅವನು ಕೇವಲ ಊಹಿಸುತ್ತಿದ್ದಾನೆ, ಇನ್ನೂ ಸಾಕ್ಷ್ಯ ಇಲ್ಲ.
3696:才华	才华	才华	ప్రతిభ	ఆమెకు సంగీతంలో గొప్ప ప్రతిభ ఉంది.	ಪ್ರತಿಭೆ	ಅವಳಿಗೆ ಸಂಗೀತದಲ್ಲಿ ಉತ್ತಮ ಪ್ರತಿಭೆ ಇದೆ.
3697:才能	才能	才能	సామర్థ్యం; ప్రతిభ	ఈ ప్రాజెక్టుకు నిర్వహణ సామర్థ్యం అవసరం.	ಸಾಮರ್ಥ್ಯ; ಪ್ರತಿಭೆ	ಈ ಯೋಜನೆಗೆ ನಿರ್ವಹಣಾ ಸಾಮರ್ಥ್ಯ ಬೇಕು.
3699:财物	财物	财物	ఆస్తులు; వ్యక్తిగత వస్తువులు	దయచేసి మీ వ్యక్తిగత వస్తువులను జాగ్రత్తగా చూసుకోండి.	ಸಂಪತ್ತು; ವೈಯಕ್ತಿಕ ವಸ್ತುಗಳು	ದಯವಿಟ್ಟು ನಿಮ್ಮ ವೈಯಕ್ತಿಕ ವಸ್ತುಗಳನ್ನು ಚೆನ್ನಾಗಿ ಕಾಪಾಡಿಕೊಳ್ಳಿ.
3700:材质	材质	材质	వస్తు గుణం; పదార్థం	ఈ దుస్తుల పదార్థం చాలా సౌకర్యంగా ఉంది.	ವಸ್ತು ಗುಣ; ಪದಾರ್ಥ	ಈ ಬಟ್ಟೆಯ ಪದಾರ್ಥ ತುಂಬಾ ಆರಾಮಕರವಾಗಿದೆ.
3707:参展	参展	参展	ప్రదర్శనలో పాల్గొను	కంపెనీ ఈ సంవత్సరం మొదటిసారి ప్రదర్శనలో పాల్గొంటోంది.	ಪ್ರದರ್ಶನದಲ್ಲಿ ಭಾಗವಹಿಸು	ಕಂಪನಿ ಈ ವರ್ಷ ಮೊದಲ ಬಾರಿಗೆ ಪ್ರದರ್ಶನದಲ್ಲಿ ಭಾಗವಹಿಸುತ್ತಿದೆ.
3710:草原	草原	草原	గడ్డి మైదానం	వేసవిలో గడ్డి మైదానం చాలా అందంగా ఉంటుంది.	ಹುಲ್ಲುಗಾವಲು	ಬೇಸಿಗೆಯಲ್ಲಿ ಹುಲ್ಲುಗಾವಲು ಬಹಳ ಸುಂದರವಾಗಿರುತ್ತದೆ.
3711:侧	侧	侧	వైపు; పక్క	అతను రోడ్డుకి ఎడమ వైపున నిలబడ్డాడు.	ಬದಿ; ಪಕ್ಕ	ಅವನು ರಸ್ತೆಯ ಎಡ ಬದಿಯಲ್ಲಿ ನಿಂತನು.
3716:层面	层面	层面	స్థాయి; కోణం	ఈ సమస్యను చట్టపరమైన కోణం నుంచి విశ్లేషించాలి.	ಮಟ್ಟ; ಅಂಶ	ಈ ಸಮಸ್ಯೆಯನ್ನು ಕಾನೂನು ಅಂಶದಿಂದ ವಿಶ್ಲೇಷಿಸಬೇಕು.
3717:叉	叉	叉	ఫోర్క్	వెయిటర్ నాకు ఒక ఫోర్క్ ఇచ్చాడు.	ಫೋರ್ಕ್	ಸೇವಕನು ನನಗೆ ಒಂದು ಫೋರ್ಕ್ ಕೊಟ್ಟನು.
3718:差异	差异	差异	తేడా; వ్యత్యాసం	ఉత్తర దక్షిణ ప్రాంతాల వాతావరణంలో పెద్ద తేడా ఉంది.	ವ್ಯತ್ಯಾಸ; ಭಿನ್ನತೆ	ಉತ್ತರ ಮತ್ತು ದಕ್ಷಿಣ ಹವಾಮಾನದಲ್ಲಿ ದೊಡ್ಡ ವ್ಯತ್ಯಾಸವಿದೆ.
3720:查询	查询	查询	వెతుకు; విచారించు	మీరు ఆన్‌లైన్‌లో విమాన సమాచారం వెతకవచ్చు.	ಹುಡುಕು; ವಿಚಾರಿಸು	ನೀವು ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ವಿಮಾನ ಮಾಹಿತಿಯನ್ನು ಹುಡುಕಬಹುದು.
3721:拆除	拆除	拆除	కూల్చివేయు; తొలగించు	ఈ పాత వంతెన వచ్చే నెల కూల్చివేయబడుతుంది.	ಕೆಡವಿ ಹಾಕು; ತೆಗೆದುಹಾಕು	ಈ ಹಳೆಯ ಸೇತುವೆಯನ್ನು ಮುಂದಿನ ತಿಂಗಳು ಕೆಡವಲಾಗುತ್ತದೆ.
3722:产出	产出	产出	ఉత్పత్తి చేయు; దిగుబడి ఇవ్వు	ఈ భూమి ప్రతి సంవత్సరం చాలా ధాన్యం ఉత్పత్తి చేస్తుంది.	ಉತ್ಪಾದಿಸು; ಉತ್ಪನ್ನ ನೀಡು	ಈ ಭೂಮಿ ಪ್ರತಿವರ್ಷ ಬಹಳಷ್ಟು ಧಾನ್ಯ ಉತ್ಪಾದಿಸುತ್ತದೆ.
3723:产地	产地	产地	ఉత్పత్తి స్థలం; మూల ప్రాంతం	ఈ టీ యొక్క మూల ప్రాంతం యున్నాన్‌లో ఉంది.	ಉತ್ಪತ್ತಿ ಸ್ಥಳ; ಮೂಲ ಪ್ರದೇಶ	ಈ ಚಹಾದ ಮೂಲ ಪ್ರದೇಶ ಯುನ್ನಾನ್‌ನಲ್ಲಿದೆ.
3724:肠	肠	肠	ప్రేగు	వైద్యుడు అతని ప్రేగును పరీక్షించాడు.	ಕರುಳು	ವೈದ್ಯರು ಅವನ ಕರುಳನ್ನು ಪರಿಶೀಲಿಸಿದರು.
3725:长短	长短	长短	పొడవు; పొడవు తేడా	ఈ రెండు తాళ్ల పొడవు వేరుగా ఉంది.	ಉದ್ದ; ಉದ್ದದ ವ್ಯತ್ಯಾಸ	ಈ ಎರಡು ಕಯಿಗಳ ಉದ್ದ ಬೇರೆಬೇರೆಯಾಗಿದೆ.
3726:常规	常规	常规	సాధారణ; నియమిత	ఇది ఆసుపత్రిలో చేసే సాధారణ పరీక్ష.	ಸಾಮಾನ್ಯ; ನಿಯಮಿತ	ಇದು ಆಸ್ಪತ್ರೆಯ ನಿಯಮಿತ ಪರೀಕ್ಷೆ.
3727:常年	常年	常年	సంవత్సరం పొడవునా	ఇక్కడ సంవత్సరం పొడవునా వాతావరణం సౌమ్యంగా ఉంటుంది.	ವರ್ಷಪೂರ್ತಿ	ಇಲ್ಲಿ ವರ್ಷಪೂರ್ತಿ ಹವಾಮಾನ ಮೃದುವಾಗಿರುತ್ತದೆ.
3728:长寿	长寿	长寿	దీర్ఘాయువు	ఆరోగ్యకరమైన జీవన అలవాట్లు దీర్ఘాయువుకు సహాయపడతాయి.	ದೀರ್ಘಾಯುಷ್ಯ	ಆರೋಗ್ಯಕರ ಜೀವನ ಅಭ್ಯಾಸಗಳು ದೀರ್ಘಾಯುಷ್ಯಕ್ಕೆ ಸಹಾಯ ಮಾಡುತ್ತವೆ.
3729:常温	常温	常温	గది ఉష్ణోగ్రత; సాధారణ ఉష్ణోగ్రత	ఈ మందును గది ఉష్ణోగ్రతలో నిల్వ చేయవచ్చు.	ಕೊಠಡಿ ತಾಪಮಾನ; ಸಾಮಾನ್ಯ ತಾಪಮಾನ	ಈ ಔಷಧಿಯನ್ನು ಕೊಠಡಿ ತಾಪಮಾನದಲ್ಲಿ ಇಡಬಹುದು.
3730:场次	场次	场次	ప్రదర్శన సమయం; సెషన్	ఈ రోజు ప్రదర్శనకు మూడు సమయాలు ఉన్నాయి.	ಪ್ರದರ್ಶನ ಸಮಯ; ಅವಧಿ	ಇಂದಿನ ಪ್ರದರ್ಶನಕ್ಕೆ ಮೂರು ಸಮಯಗಳಿವೆ.
3731:场地	场地	场地	స్థలం; వేదిక	పాఠశాల పోటీకి స్థలం ఇచ్చింది.	ಸ್ಥಳ; ಮೈದಾನ	ಶಾಲೆಯು ಸ್ಪರ್ಧೆಗೆ ಮೈದಾನ ಒದಗಿಸಿತು.
3732:场馆	场馆	场馆	వేదిక; స్టేడియం	కొత్త వేదికలో ఇరవై వేల మంది చేరగలరు.	ಕ್ರೀಡಾಂಗಣ; ಸಭಾಂಗಣ	ಹೊಸ ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ ಇಪ್ಪತ್ತು ಸಾವಿರ ಜನರು ಸೇರಬಹುದು.
3734:厂家	厂家	厂家	తయారీదారు; కర్మాగారం	ఈ తయారీదారు అమ్మకాల తర్వాత సేవ అందిస్తుంది.	ತಯಾರಕ; ಕಾರ್ಖಾನೆ	ಈ ತಯಾರಕ ಮಾರಾಟಾನಂತರ ಸೇವೆ ಒದಗಿಸುತ್ತದೆ.
3735:场景	场景	场景	దృశ్యం; సందర్భం	సినిమాలోని ఈ దృశ్యం చాలా మనసును కదిలిస్తుంది.	ದೃಶ್ಯ; ಸಂದರ್ಭ	ಚಿತ್ರದಲ್ಲಿನ ಈ ದೃಶ್ಯ ತುಂಬಾ ಮನಸಿಗೆ ತಟ್ಟುತ್ತದೆ.
3737:厂商	厂商	厂商	తయారీదారు; విక్రేత	చాలా మంది తయారీదారులు విడుదల కార్యక్రమంలో పాల్గొన్నారు.	ತಯಾರಕ; ಮಾರಾಟಗಾರ	ಹಲವಾರು ಮಾರಾಟಗಾರರು ಬಿಡುಗಡೆ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಭಾಗವಹಿಸಿದರು.
3746:炒股	炒股	炒股	షేర్లలో వ్యాపారం చేయు	అతను ఇటీవల షేర్లలో వ్యాపారం చేయడం నేర్చుకోవడం ప్రారంభించాడు.	ಷೇರು ವ್ಯಾಪಾರ ಮಾಡು	ಅವನು ಇತ್ತೀಚೆಗೆ ಷೇರು ವ್ಯಾಪಾರ ಕಲಿಯಲು ಆರಂಭಿಸಿದ್ದಾನೆ.
3748:撤回	撤回	撤回	ఉపసంహరించు	కంపెనీ ఈ దరఖాస్తును ఉపసంహరించుకుంది.	ಹಿಂಪಡೆ; ವಾಪಸು ತೆಗೆದುಕೊಳ್ಳು	ಕಂಪನಿಯು ಈ ಅರ್ಜಿಯನ್ನು ಹಿಂಪಡೆದುಕೊಂಡಿತು.
3752:撑	撑	撑	ఆధారమివ్వు; తెరువు	ఈ గొడుగు ఇక తెరుచుకోవడం లేదు.	ಆಧರಿಸು; ತೆರೆ	ಈ ಛತ್ರಿ ಈಗ ತೆರೆಯಲಾಗುತ್ತಿಲ್ಲ.
3755:称作	称作	称作	అని పిలువు	ప్రజలు ఈ ప్రదేశాన్ని నగర తోట అని పిలుస్తారు.	ಎಂದು ಕರೆಯು	ಜನರು ಈ ಸ್ಥಳವನ್ನು ನಗರದ ತೋಟ ಎಂದು ಕರೆಯುತ್ತಾರೆ.
3756:成	成	成	పది శాతం భాగం; వంతు	ఈ సంవత్సరం ఆదాయం ముప్పై శాతం పెరిగింది.	ಹತ್ತು ಶೇಕಡಾ ಭಾಗ; ಅನುಪಾತ	ಈ ವರ್ಷ ಆದಾಯ ಮೂವತ್ತು ಶೇಕಡಾ ಹೆಚ್ಚಾಯಿತು.
