source_headword	HY	example_HY
minister	նախարար	Նախարարը պատասխանեց բարդ հարցերին։
minor	աննշան	Վթարը աննշան վնաս պատճառեց։
minority	փոքրամասնություն	Փոքրամասնությունը դեմ արտահայտվեց նոր կանոնին։
mission	առաքելություն	Նրանց առաքելությունն ավարտվեց անվտանգ։
mixed	խառը	Լուրերը խառը արձագանքներ ստացան։
modify	փոփոխել	Մենք կարող ենք դիզայնը ավելի ուշ փոփոխել։
monitor	վերահսկել	Բուժքույրը կվերահսկի նրա վիճակը։
moral	բարոյական	Պատմությունը բարոյական դաս ունի։
motor	շարժիչ	Շարժիչը առանց զգուշացման կանգ առավ։
mount	տեղադրել	Նրանք տեսախցիկներ են տեղադրում մուտքի մոտ։
multiple	բազմաթիվ	Բազմաթիվ գործոններ պատճառ դարձան ուշացման համար։
multiply	բազմապատկել	Բազմապատկեք թիվը տասով։
mysterious	առեղծվածային	Դրսում առեղծվածային լույս հայտնվեց։
neat	կոկիկ	Նրա սեղանը միշտ կոկիկ է։
nerve	նյարդ	Վնասվածքը վնասել էր նյարդը։
nevertheless	այնուամենայնիվ	Առաջադրանքը բարդ էր, այնուամենայնիվ մենք այն ավարտեցինք։
nightmare	մղձավանջ	Ուղևորությունը վերածվեց մղձավանջի։
notion	հասկացություն	Մերժեք այն հասկացությունը, որ փոփոխությունն անհնար է։
numerous	բազմաթիվ	Բազմաթիվ ուսումնասիրություններ հաստատում են այս գաղափարը։
obey	ենթարկվել	Վարորդները պետք է ենթարկվեն նշաններին։
objective	նպատակ	Մեր նպատակն է նվազեցնել թափոնները։
obligation	պարտավորություն	Ծնողները երեխաներին պաշտպանելու պարտավորություն ունեն։
observation	դիտարկում	Նրա դիտարկումը փոխեց քննարկումը։
observe	դիտել	Գիտնականները դիտում են թռչուններին ամեն գարուն։
obtain	ստանալ	Դուք պետք է գրավոր թույլտվություն ստանաք։
occasionally	երբեմն	Նա երբեմն տանից է աշխատում։
offence	վիրավորանք	Մեկնաբանությունը լուրջ վիրավորանքի պատճառ դարձավ։
offend	վիրավորել	Ես չէի ուզում որևէ մեկին վիրավորել։
offensive	վիրավորական	Պաստառը վիրավորական բառեր էր պարունակում։
opening	թափուր աշխատատեղ	Թափուր աշխատատեղը գրավեց շատ դիմորդների։
operate	գործել	Մեքենան կարող է գործել ինքնաբերաբար։
opponent	հակառակորդ	Նրա հակառակորդը քննադատեց քաղաքականությունը։
oppose	ընդդիմանալ	Շատ բնակիչներ ընդդիմանում են ծրագրին։
opposed	հակադիր	Խմբերը հակադիր տեսակետներ ունեին։
opposition	դիմադրություն	Առաջարկը հանդիպեց ուժեղ դիմադրության։
organ	օրգան	Սիրտը կենսական օրգան է։
origin	ծագում	Հրդեհի ծագումը անհայտ է։
otherwise	հակառակ դեպքում	Հիմա գնացեք, հակառակ դեպքում դուք կուշանաք։
outcome	արդյունք	Արդյունքը զարմացրեց բոլորին։
outer	արտաքին	Արտաքին պատը վերանորոգման կարիք ունի։
outline	ուրվագծել	Խնդրում ենք ուրվագծել ձեր հիմնական փաստարկը։
overall	ընդհանուր	Ընդհանուր արդյունքը դրական էր։
owe	պարտք լինել	Ես ձեզնից ներողություն եմ խնդրում։
pace	տեմպ	Քայլեք կայուն տեմպով։
panel	խումբ	Խումբը քննարկեց կլիմայի քաղաքականությունը։
parliament	խորհրդարան	Խորհրդարանը հաստատեց նոր օրենքը։
participant	մասնակից	Յուրաքանչյուր մասնակից ստորագրեց ձևաթուղթը։
partly	մասամբ	Ուշացումը մասամբ մեր մեղքն էր։
passage	հատված	Նախքան պատասխանելը կարդացեք հատվածը։
pension1	թոշակ	Նրա թոշակը ապահովում է նրան թոշակի անցնելուց հետո։
permanent	մշտական	Նրանց մշտական լուծում է պետք։
permit	թույլատրել	Կանոնները թույլատրում են կարճ այցելություններ։
perspective	տեսանկյուն	Փորձեք տեսնել նրա տեսանկյունից։
phase	փուլ	Նախագիծը մտավ իր վերջնական փուլ։
phenomenon	երեւույթ	Այս երեւույթը հանդիպում է շատ մշակույթներում։
philosophy	փիլիսոփայություն	Նրա փիլիսոփայությունը գնահատում է գործնական քայլերը։
pile	կույտ	Սեղանի վրա թղթերի կույտ էր։
pitch	խաղադաշտ	Թիմն ուշադիր նախապատրաստեց խաղադաշտը։
plain	պարզ	Հրահանգները պարզ էին եւ հստակ։
pointed	սուր	Նա սուր դիտողություն արեց։
popularity	ժողովրդականություն	Երգիչն առցանց ժողովրդականություն ձեռք բերեց։
pose	առաջացնել	Հարցը կարող է խնդիր առաջացնել։
possess	տիրապետել	Քիչ ուսանողներ են տիրապետում այդ հմտությանը։
potential	ներուժ	Այս գաղափարն իրական ներուժ ունի։
praise	գովեստ	Ուսուցիչն անկեղծորեն գովեց։
pregnant	հղի	Նա վեց ամսական հղի է։
preparation	նախապատրաստում	Լավ նախապատրաստումը նվազեցնում է սթրեսը։
presence	ներկայություն	Նրա ներկայությունը փոխեց տրամադրությունը։
preserve	պահպանել	Մենք պետք է պահպանենք այս պատմական շենքը։
prime	հիմնական	Հիմնական պատճառը վատ պլանավորումն էր։
principle	սկզբունք	Որոշումը հիմնված էր հստակ սկզբունքի վրա։
priority	առաջնահերթություն	Անվտանգությունը մեր առաջին առաջնահերթությունն է։
privacy	գաղտնիություն	Հաճախորդներն առցանց գաղտնիություն են ակնկալում։
procedure	ընթացակարգ	Ընթացակարգը տեւում է երեսուն րոպե։
proof	ապացույց	Գործելուց առաջ մեզ ապացույց է պետք։
proposal	առաջարկ	Առաջարկը լրացուցիչ մանրամասների կարիք ունի։
propose	առաջարկել	Ես այլ լուծում եմ առաջարկում։
prospect	հեռանկար	Անհաջողության հեռանկարը նրանց անհանգստացրեց։
protection	պաշտպանություն	Սաղավարտն ապահովում է հիմնական պաշտպանություն։
psychologist	հոգեբան	Հոգեբանը բացատրեց թեստի արդյունքները։
psychology	հոգեբանություն	Նա հոգեբանություն է ուսումնասիրում համալսարանում։
publication	հրապարակում	Հրապարակումը գրավեց հանրության ուշադրությունը։
pupil	աշակերտ	Յուրաքանչյուր աշակերտ ստացավ նոր դասագիրք։
purchase	գնել	Նրանք ամեն ամիս պարագաներ են գնում։
pure	մաքուր	Ջուրը մաքուր էր եւ սառը։
pursue	հետամուտ լինել	Նա կզբաղվի բժշկական կարիերայով։
rank	կոչում	Նա բարձր կոչում ունի։
rapid	արագ	Երկրում արագ աճ գրանցվեց։
rapidly	արագորեն	Այս տարի գներն արագորեն աճեցին։
raw	հում	Խոհարարը հում բանջարեղեն պատրաստեց։
realistic	իրատեսական	Սահմանեք իրատեսական վերջնաժամկետ։
reasonable	խելամիտ	Դա խելամիտ խնդրանք է թվում։
recall	հիշել	Ես հիշում եմ նրա հստակ բառերը։
recover	ապաքինվել	Նա կապաքինվի բուժումից հետո։
reduction	նվազեցում	Նվազեցումը խնայեց գումարը։
regard	համարել	Շատերը նրան ազնիվ են համարում։
regional	տարածաշրջանային	Տարածաշրջանային գրասենյակն այսօր փակվեց։
register	գրանցվել	Խնդրում ենք գրանցվել համաժողովից առաջ։
regret	զղջալ	Ես զղջում եմ իմ նախկին որոշման համար։
regulation	կանոնակարգ	Նոր կանոնակարգն ազդում է բոլոր վարորդների վրա։
relatively	համեմատաբար	Քննությունը համեմատաբար հեշտ էր։
relevant	համապատասխան	Ընտրեք միայն համապատասխան մանրամասները։
relief	թեթեւացում	Լուրը մեծ թեթեւացում բերեց։
rely	ապավինել	Երեխաներն ապավինում են մեծահասակների աջակցությանը։
remark	դիտողություն	Նրա դիտողությունը ավարտեց քննարկումը։
representative	ներկայացուցիչ	Ներկայացուցիչը հանդիպեց տեղի բանվորների հետ։
reputation	համբավ	Հյուրանոցը լավ համբավ ունի։
requirement	պահանջ	Փորձը հիմնական պահանջ է։
rescue	փրկել	Նրանք մարդկանց փրկում են ջրհեղեղներից։
reserve	ամրագրել	Մենք հյուրերի համար տեղեր ենք ամրագրում։
resident	բնակիչ	Յուրաքանչյուր բնակիչ ծանուցում ստացավ։
resist	դիմադրել	Փորձեք դիմադրել ճնշմանը։
resolve	լուծել	Նրանք խաղաղ ճանապարհով լուծեցին վեճը։
resort	հանգստավայր	Կղզու հանգստավայրը բացվեց մայիսին։
retain	պահպանել	Ընկերությունը ցանկանում է պահպանել աշխատակիցներին։
reveal	բացահայտել	Զեկույցը կբացահայտի ճշմարտությունը։
revolution	հեղափոխություն	Հեղափոխությունը փոխեց երկիրը։
reward	պարգև	Ծանր աշխատանքը պարգևի է արժանի։
rhythm	ռիթմ	Երգն ունի կայուն ռիթմ։
rid	ազատվել	Ազատվեք այդ հին ֆայլերից։
root	արմատ	Խնդրի արմատը փողն է։
rub	շփել	Մակերեսը շփեք կտորով։
rubber	ռետինե	Ռետինե կնիքը կանխում է արտահոսքը։
rural	գյուղական	Շատ գյուղական դպրոցներ աջակցության կարիք ունեն։
rush	շտապել	Մի շտապեք այս որոշման հարցում։
satellite	արբանյակ	Արբանյակը նոր նկարներ ուղարկեց։
satisfied	գոհ	Հաճախորդը գոհ էր թվում։
satisfy	բավարարել	Պատասխանը նրան չբավարարեց։
saving	խնայողություն	Էներգիայի խնայողությունը նվազեցնում է ամսական ծախսերը։
scale	մասշտաբ	Վնասի մասշտաբը հսկայական էր։
scheme	ծրագիր	Ծրագիրն օգնում է երիտասարդ աշխատողներին։
scream	ճիչ	Նրանք դրսում ճիչ լսեցին։
sector	ոլորտ	Տեխնոլոգիական ոլորտը աճում է։
secure	ապահովել	Ապահովելու համար կողպեք դուռը։
seek	փնտրել	Նրանք խորհուրդ են փնտրում փորձագետներից։
select	ընտրել	Ընտրեք լավագույն տարբերակը։
selection	ընտրություն	Խանութն առաջարկում է լայն ընտրություն։
self	ես	Նա ցույց տվեց իր իրական ես-ը։
senior	ավագ	Ավագ բժիշկը ստուգեց հիվանդին։
sensitive	զգայուն	Այս թեման շատ զգայուն է։
sequence	հաջորդականություն	Հետևեք քայլերի հաջորդականությանը։
session	սեսիա	Դասընթացի սեսիան սկսվում է կեսօրին։
settle	հարթել	Նրանք արագ հարթեցին վեճը։
severe	ծանր	Փոթորիկը ծանր ջրհեղեղ առաջացրեց։
shade	ստվեր	Նստեք ստվերում։
shadow	ստվեր	Մի ստվեր անցավ պատուհանով։
shallow	ծանծաղ	Լիճն այստեղ ծանծաղ է։
shame	ամոթ	Ստելուց հետո նա ամոթ զգաց։
shelter	ապաստան	Դպրոցը տրամադրեց արտակարգ ապաստան։
shock	շոկ	Որոշումը շոկ էր։
shocked	ցնցված	Նա ցնցված էր թվում լուրից։
shooting	կրակոց	Կրակոցը տեղի է ունեցել կայարանի մոտ։
shot	հարված	Հաղթական հարվածը զարմացրեց բոլորին։
significant	զգալի	Հայտնագործությունը զգալի էր։
significantly	զգալիորեն	Անցյալ տարի ծախսերը զգալիորեն աճել են։
silence	լռություն	Սենյակում լռություն տիրեց։
silk	մետաքս	Զգեստը մետաքսից էր։
sincere	անկեղծ	Խնդրում եմ ընդունել իմ անկեղծ շնորհակալությունը։
slave	ստրուկ	Օրենքը ազատեց յուրաքանչյուր ստրուկի։
slide	սահել	Երեխան իջավ սահարանով։
slight	թեթև	Կար մի փոքր ուշացում։
slip	սայթաքել	Չսայթաքեք թաց հատակին։
slope	թեքություն	Արահետը գնում է կտրուկ թեքությամբ։
solar	արևային	Տունը օգտագործում է արևային էներգիա։
somewhat	որոշ չափով	Հրահանգները որոշ չափով շփոթեցնող էին։
soul	հոգի	Երաժշտությունը բարձրացրեց նրա հոգին։
specialist	մասնագետ	Մասնագետը հետազոտեց հիվանդին։
species	տեսակ	Այս տեսակը ապրում է գետերի մոտ։
spiritual	հոգևոր	Նա նկարագրեց հոգևոր փորձառությունը։
split	կիսել	Նրանք հավասարապես կիսեցին հաշիվը։
sponsor	հովանավորել	Ընկերությունը կհովանավորի միջոցառումը։
stable	կայուն	Հիվանդի վիճակը կայուն է։
stare	սևեռուն նայել	Մի սևեռուն նայեք անծանոթներին։
status	կարգավիճակ	Նրա կարգավիճակը փոխվեց մեկ գիշերվա ընթացքում։
steady	կայուն	Պահպանեք կայուն արագություն։
steel	պողպատ	Կամուրջը պատրաստված է պողպատից։
steep	զառիթափ	Բլուրը զառիթափ է։
sticky	կպչուն	Հատակը կպչուն է։
stiff	կոշտ	Նրա ուսը կոշտացած էր։
stock	պաշար	Խանութում պաշար չի մնացել։
stream	առվակ	Մի փոքր առվակ հոսում է դաշտով։
stretch	ձգվել	Թռիչքից հետո ձգեք ձեր ոտքերը։
strict	խիստ	Դպրոցն ունի խիստ կանոններ։
strike	գործադուլ անել	Աշխատողները կարող են վաղը գործադուլ անել։
struggle	պայքարել	Շատ ընտանիքներ դժվարանում են վճարել վարձը։
submit	ներկայացնել	Ներկայացրեք ձևաթուղթը մինչև ուրբաթ։
sum	գումար	Գումարը սպասվածից բարձր էր։
surgery	վիրահատություն	Վիրահատությունը տևեց երկու ժամ։
surround	շրջապատել	Բարձր ծառերը շրջապատում են տունը։
surrounding	շրջակա	Շրջակա տարածքը հանգիստ է։
suspect	կասկածել	Ոստիկանությունը կասկածում է տեղացի մի տղամարդու։
swear	հայհոյել	Դասարանում մի հայհոյեք։
sweep	ավլել	Հյուրերի ժամանելուց առաջ ավլեք հատակը։
sympathy	կարեկցանք	Նա կարեկցանք հայտնեց զոհերին։
tale	հեքիաթ	Տատիկը տարօրինակ հեքիաթ պատմեց։
tank	բաք	Բաքը պարունակում է մաքուր ջուր։
tear1	պատռել	Մի պատռեք փաստաթուղթը։
tear2	արցունք	Արցունքը գլորվեց նրա այտով։
temporary	ժամանակավոր	Գրասենյակը ժամանակավոր կացարան է։
therapy	թերապիա	Ֆիզիկական թերապիան օգնեց նրա ապաքինմանը։
threat	սպառնալիք	Հաղորդագրությունը սպառնալիք էր պարունակում։
threaten	սպառնալ	Փոթորիկը կարող է սպառնալ բերքին։
thus	այսպիսով	Ճանապարհը փակ էր, այսպիսով, մենք սպասեցինք։
tone	ձայներանգ	Նրա ձայներանգը հանգիստ էր։
tough	դժվար	Հարցազրույցը դժվար էր։
transfer	փոխանցել	Նրանք ամեն գիշեր փոխանցում են տվյալները։
transform	վերափոխել	Նոր քաղաքականությունը կվերափոխի ծառայությունները։
transition	անցում	Անցումը տևեց մի քանի ամիս։
trial	դատավարություն	Դատավարությունը սկսվում է հաջորդ շաբաթ։
tropical	արևադարձային	Արևադարձային փոթորիկներն այստեղ տարածված են։
truly	իսկապես	Ես իսկապես գնահատում եմ ձեր օգնությունը։
trust	վստահություն	Վստահություն կառուցելու համար ժամանակ է պահանջվում։
tune	մեղեդի	Խումբը ուրախ մեղեդի նվագեց։
tunnel	թունել	Թունելն անցնում է գետի տակով։
ultimately	ի վերջո	Ի վերջո, ծրագիրը հաջողվեց։
unconscious	անգիտակից	Հիվանդը մնաց անգիտակից վիճակում։
unexpected	անսպասելի	Ուշացումն անսպասելի էր։
unique	եզակի	Յուրաքանչյուր դիզայն եզակի է։
universe	տիեզերք	Տիեզերքն ընդարձակվում է։
unknown	անհայտ	Անունը մնում է անհայտ։
upper	վերին	Վերին դարակը դատարկ է։
upwards	դեպի վեր	Ծուխը բարձրացավ դեպի վեր։
urban	քաղաքային	Քաղաքային տարածքներն ավելի լավ տրանսպորտի կարիք ունեն։
urge	հորդորել	Բժիշկները հորդորում են մարդկանց մարզվել։
vary	տարբերվել	Գները տարբերվում են ըստ տարածաշրջանի։
vast	ընդարձակ	Անապատը զբաղեցնում է ընդարձակ տարածք։
venue	վայր	Վայրը տեղավորում է հինգ հարյուր մարդ։
via	միջոցով	Ուղարկեք փաստաթուղթը էլեկտրոնային փոստի միջոցով։
victory	հաղթանակ	Թիմը նշեց իր հաղթանակը։
violence	բռնություն	Քաղաքը տուժեց քաղաքական բռնությունից։
virtual	վիրտուալ	Հանդիպումը վիրտուալ է։
vision	տեսլական	Նրա տեսլականը ձևավորեց ընկերությունը։
visual	տեսողական	Զեկույցը ներառում է տեսողական օրինակներ։
vital	կենսական	Ջուրը կենսական նշանակություն ունի կյանքի համար։
vitamin	վիտամին	Նարինջը պարունակում է վիտամին C։
volume	ձայն	Իջեցրեք ձայնը։
wage	աշխատավարձ	Բանվորները պահանջեցին ավելի բարձր աշխատավարձ։
weakness	թուլություն	Ծրագիրն ունի մեկ թուլություն։
wealth	հարստություն	Նրա հարստությունը եկել է առևտրից։
wealthy	հարուստ	Հարուստ ընտանիքը ֆինանսավորեց թանգարանը։
whereas	մինչդեռ	Նա սիրում է թեյ, մինչդեռ ես նախընտրում եմ սուրճ։
wherever	որտեղ էլ որ	Նստեք այնտեղ, որտեղ ձեզ հարմար է։
whisper	շշնջալ	Խնդրում եմ արարողության ժամանակ շշնջացեք։
whom	ում	Ո՞ւմ հրավիրեցիք։
widely	լայնորեն	Գիրքը լայնորեն ընթերցվում է։
wildlife	վայրի բնություն	Այգին պաշտպանում է տեղի վայրի բնությունը։
willing	պատրաստակամ	Նա պատրաստակամ է օգնել։
wind2	փաթաթել	Փաթաթեք մալուխը կոճի շուրջը։
wire	լար	Լարը միացնում է երկու սարքերը։
wise	իմաստուն	Դա իմաստուն որոշում էր։
witness	վկա	Վկան նկարագրեց վթարը։
wound	վերք	Զգուշորեն մաքրեք վերքը։
wrap	փաթեթավորել	Նվերը փաթեթավորեք թղթի մեջ։
zone	գոտի	Այս գոտին փակ է երթևեկության համար։
