source_headword	KN	example_KN
understand	ಅರ್ಥಮಾಡಿಕೊಳ್ಳು	ನನಗೆ ಪ್ರಶ್ನೆ ಅರ್ಥವಾಗಿದೆ.
university	ವಿಶ್ವವಿದ್ಯಾಲಯ	ವಿಶ್ವವಿದ್ಯಾಲಯ ಹತ್ತಿರದಲ್ಲಿದೆ.
until	ವರೆಗೆ	ಐದು ಗಂಟೆಯವರೆಗೆ ಕಾಯು.
up	ಮೇಲೆ; ಎದ್ದು	ಈಗ ಎದ್ದು ನಿಲ್ಲು.
upstairs	ಮೇಲ್ಮಹಡಿಯಲ್ಲಿ	ನನ್ನ ಕೊಠಡಿ ಮೇಲ್ಮಹಡಿಯಲ್ಲಿ ಇದೆ.
us	ನಮ್ಮನ್ನು; ನಮಗೆ	ದಯವಿಟ್ಟು ನಮಗೆ ಸಹಾಯ ಮಾಡು.
use	ಬಳಸು; ಬಳಕೆ	ಈ ಪೆನ್ ಬಳಸು.
useful	ಉಪಯುಕ್ತ	ಈ ನಕ್ಷೆ ಉಪಯುಕ್ತವಾಗಿದೆ.
usually	ಸಾಮಾನ್ಯವಾಗಿ	ನಾನು ಸಾಮಾನ್ಯವಾಗಿ ಮನೆಗೆ ನಡೆದು ಹೋಗುತ್ತೇನೆ.
vacation	ರಜೆ; ವಿರಾಮ	ನಮ್ಮ ರಜೆ ನಾಳೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
vegetable	ತರಕಾರಿ	ಕ್ಯಾರಟ್ ಒಂದು ತರಕಾರಿ.
very	ತುಂಬಾ	ಕೊಠಡಿ ತುಂಬಾ ಶಾಂತವಾಗಿದೆ.
video	ವೀಡಿಯೊ	ಈ ವೀಡಿಯೊ ನೋಡು.
village	ಗ್ರಾಮ	ಗ್ರಾಮ ಚಿಕ್ಕದು.
visit	ಭೇಟಿ ಮಾಡು; ಸಂದರ್ಶಿಸು	ನಾವು ಅತ್ತೆಯನ್ನು ಭೇಟಿ ಮಾಡುತ್ತೇವೆ.
visitor	ಸಂದರ್ಶಕ; ಅತಿಥಿ	ಸಂದರ್ಶಕ ಹೊರಗೆ ಕಾಯುತ್ತಾನೆ.
wait	ಕಾಯು	ದಯವಿಟ್ಟು ಇಲ್ಲಿ ಕಾಯು.
waiter	ಪರಿಚಾರಕ	ಪರಿಚಾರಕ ಚಹಾ ತರುತ್ತಾನೆ.
wake	ಎಚ್ಚರಗೊಳ್ಳು; ಎಬ್ಬಿಸು	ನಾನು ಬೆಳಿಗ್ಗೆ ಬೇಗ ಎಚ್ಚರಗೊಳ್ಳುತ್ತೇನೆ.
walk	ನಡೆ	ನಾವು ಶಾಲೆಗೆ ನಡೆದು ಹೋಗುತ್ತೇವೆ.
wall	ಗೋಡೆ	ಗೋಡೆ ಬಿಳಿಯಾಗಿದೆ.
want	ಬೇಕು; ಬಯಸು	ನನಗೆ ನೀರು ಬೇಕು.
warm	ಬೆಚ್ಚಗಿನ	ಕೊಠಡಿ ಬೆಚ್ಚಗಿದೆ.
wash	ತೊಳೆಯು	ನಿನ್ನ ಕೈಗಳನ್ನು ತೊಳೆಯು.
watch	ನೋಡು; ಕೈಗಡಿಯಾರ	ನಾನು ಟೀವಿ ನೋಡುತ್ತೇನೆ.
water	ನೀರು; ನೀರು ಹಾಕು	ಸ್ವಲ್ಪ ನೀರು ಕುಡಿ.
way	ದಾರಿ; ವಿಧಾನ	ಈ ದಾರಿ ಚಿಕ್ಕದು.
we	ನಾವು	ನಾವು ಆಂಗ್ಲ ಭಾಷೆ ಕಲಿಯುತ್ತೇವೆ.
wear	ಧರಿಸು	ನಾನು ಜಾಕೆಟ್ ಧರಿಸುತ್ತೇನೆ.
weather	ಹವಾಮಾನ	ಹವಾಮಾನ ಚಳಿಯಾಗಿದೆ.
website	ಜಾಲತಾಣ	ಈ ಜಾಲತಾಣ ಉಪಯುಕ್ತವಾಗಿದೆ.
Wednesday	ಬುಧವಾರ	ತರಗತಿ ಬುಧವಾರ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
week	ವಾರ	ಈ ವಾರ ಕೆಲಸ ಹೆಚ್ಚು.
weekend	ವಾರಾಂತ್ಯ	ವಾರಾಂತ್ಯ ನಾಳೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
welcome	ಸ್ವಾಗತ; ಸ್ವಾಗತಿಸು	ನಮ್ಮ ತರಗತಿಗೆ ಸ್ವಾಗತ.
well	ಚೆನ್ನಾಗಿ	ಅವಳು ಚೆನ್ನಾಗಿ ಹಾಡುತ್ತಾಳೆ.
west	ಪಶ್ಚಿಮ	ಸೂರ್ಯ ಪಶ್ಚಿಮದಲ್ಲಿ ಅಸ್ತಮಿಸುತ್ತಾನೆ.
what	ಏನು	ಅದು ಏನು?
when	ಯಾವಾಗ	ನೀನು ಯಾವಾಗ ಓದುತ್ತೀಯ?
where	ಎಲ್ಲಿ	ನಿಲ್ದಾಣ ಎಲ್ಲಿ ಇದೆ?
which	ಯಾವುದು; ಯಾವ	ಯಾವ ಚೀಲ ನಿನ್ನದು?
white	ಬಿಳಿ	ಗೋಡೆ ಬಿಳಿಯಾಗಿದೆ.
who	ಯಾರು	ಅದು ಯಾರು?
why	ಏಕೆ	ನೀನು ಏಕೆ ತಡವಾಗಿ ಬಂದೆ?
wife	ಪತ್ನಿ; ಹೆಂಡತಿ	ಅವನ ಪತ್ನಿ ಶಿಕ್ಷಕಿ.
will modal	ಭವಿಷ್ಯ ಸೂಚಕ ಸಹಾಯಕ ಪದ	ನಾನು ನಿನಗೆ ಸಹಾಯ ಮಾಡುತ್ತೇನೆ.
win	ಗೆಲ್ಲು	ನಮ್ಮ ತಂಡ ಗೆಲ್ಲಬಹುದು.
window	ಕಿಟಕಿ	ಕಿಟಕಿ ತೆರೆಯು.
wine	ವೈನ್; ದ್ರಾಕ್ಷಿ ಮದ್ಯ	ಈ ವೈನ್ ಕೆಂಪಾಗಿದೆ.
winter	ಚಳಿಗಾಲ	ಇಲ್ಲಿ ಚಳಿಗಾಲ ಚಳಿಯಾಗಿದೆ.
with	ಜೊತೆ	ನನ್ನ ಜೊತೆ ಬಾ.
without	ಇಲ್ಲದೆ	ಸಕ್ಕರೆ ಇಲ್ಲದೆ ಚಹಾ ಒಳ್ಳೆಯದು.
woman	ಮಹಿಳೆ; ಸ್ತ್ರೀ	ಮಹಿಳೆ ಪುಸ್ತಕ ಓದುತ್ತಾಳೆ.
wonderful	ಅದ್ಭುತ	ದೃಶ್ಯ ಅದ್ಭುತವಾಗಿದೆ.
word	ಪದ	ಒಂದು ಪದ ಬರೆಯು.
work	ಕೆಲಸ ಮಾಡು; ಕೆಲಸ	ನಾನು ಮನೆಯಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತೇನೆ.
worker	ಕಾರ್ಮಿಕ; ಉದ್ಯೋಗಿ	ಉದ್ಯೋಗಿ ನಿರತನಾಗಿದ್ದಾನೆ.
world	ಜಗತ್ತು; ವಿಶ್ವ	ಜಗತ್ತು ದೊಡ್ಡದು.
would modal	ಇಷ್ಟಪಡುತ್ತೇನೆ; ಮಾಡುತ್ತಿದ್ದೆ	ನನಗೆ ಚಹಾ ಬೇಕಾಗಿದೆ.
write	ಬರೆಯು	ನಿನ್ನ ಹೆಸರು ಬರೆಯು.
writer	ಲೇಖಕ; ಲೇಖಕಿ	ಲೇಖಕ ಇಲ್ಲಿ ವಾಸಿಸುತ್ತಾನೆ.
writing	ಬರಹ; ಕೈಬರಹ	ಅವಳ ಕೈಬರಹ ಸ್ಪಷ್ಟವಾಗಿದೆ.
wrong	ತಪ್ಪು	ಈ ಉತ್ತರ ತಪ್ಪಾಗಿದೆ.
yeah	ಹೌದು	ಹೌದು, ನಾನು ಬರಬಹುದು.
year	ವರ್ಷ	ಈ ವರ್ಷ ಒಳ್ಳೆಯದು.
yellow	ಹಳದಿ	ಬಾಳೆಹಣ್ಣು ಹಳದಿಯಾಗಿದೆ.
yes	ಹೌದು	ಹೌದು, ನನಗೆ ಅರ್ಥವಾಗಿದೆ.
yesterday	ನಿನ್ನೆ	ನಾನು ನಿನ್ನೆ ಕರೆ ಮಾಡಿದೆ.
you	ನೀನು; ನೀವು	ನೀನು ನನ್ನ ಸ್ನೇಹಿತ.
young	ಯುವ; ಚಿಕ್ಕ	ಮಗು ಚಿಕ್ಕದು.
your	ನಿನ್ನ; ನಿಮ್ಮ	ನಿನ್ನ ಚೀಲ ಇಲ್ಲಿ ಇದೆ.
yourself	ನೀನೇ; ನೀವೇ	ಚಹಾ ನೀನೇ ತೆಗೆದುಕೋ.
