hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
1046:不够	不够	不够	足りない	これらの椅子は皆が座るには足りません。	부족하다; 충분하지 않다	이 의자들은 모두가 앉기에 부족합니다.	không đủ	Những chiếc ghế này không đủ cho mọi người ngồi.	ไม่พอ	เก้าอี้เหล่านี้ไม่พอให้ทุกคนนั่ง.	tidak cukup	Kerusi ini tidak cukup untuk semua orang duduk.	tidak cukup	Kursi-kursi ini tidak cukup untuk semua orang duduk.
1048:不论	不论	不论	どんなにしても; にかかわらず	天気がどうであっても、私たちは出発します。	상관없이; 막론하고	날씨가 어떻든 우리는 출발할 것입니다.	bất luận; dù	Dù thời tiết thế nào, chúng tôi cũng sẽ xuất phát.	ไม่ว่า; โดยไม่คำนึงถึง	ไม่ว่าอากาศจะเป็นอย่างไร พวกเราก็จะออกเดินทาง.	tidak kira; tanpa mengira	Tidak kira cuaca bagaimana, kami tetap akan bertolak.	tidak peduli; tanpa memandang	Tidak peduli cuacanya seperti apa, kami tetap akan berangkat.
1049:步	步	步	一歩; 歩み	彼は前へ一歩進みました。	걸음; 보	그는 앞으로 한 걸음 걸었습니다.	bước	Anh ấy bước một bước về phía trước.	ก้าว	เขาก้าวไปข้างหน้าหนึ่งก้าว.	langkah	Dia melangkah satu langkah ke hadapan.	langkah	Dia melangkah satu langkah ke depan.
1050:部	部	部	冊; 本; 部門	この映画はとても面白いです。	편; 부; 부서	이 영화는 매우 재미있습니다.	lượng từ cho phim/sách; bộ phận	Bộ phim này rất thú vị.	ลักษณนามสำหรับภาพยนตร์หรือหนังสือ; แผนก	ภาพยนตร์เรื่องนี้น่าสนใจมาก.	penjodoh bilangan untuk filem atau buku; jabatan	Filem ini sangat menarik.	kata bantu bilangan untuk film atau buku; departemen	Film ini sangat menarik.
1054:不光	不光	不光	だけでなく	子どもだけでなく、大人もこのゲームが好きです。	뿐만 아니라	아이들뿐만 아니라 어른들도 이 게임을 좋아합니다.	không chỉ	Không chỉ trẻ em mà người lớn cũng thích trò chơi này.	ไม่เพียงแต่	ไม่เพียงแต่เด็ก ผู้ใหญ่ก็ชอบเกมนี้ด้วย.	bukan sahaja	Bukan sahaja kanak-kanak, orang dewasa juga suka permainan ini.	bukan hanya	Bukan hanya anak-anak, orang dewasa juga menyukai permainan ini.
1056:不满	不满	不满	不満な	彼はこの結果にとても不満です。	불만스러워하다	그는 이 결과에 매우 불만입니다.	bất mãn; không hài lòng	Anh ấy rất không hài lòng với kết quả này.	ไม่พอใจ	เขาไม่พอใจกับผลลัพธ์นี้มาก.	tidak puas hati	Dia sangat tidak puas hati dengan keputusan ini.	tidak puas	Dia sangat tidak puas dengan hasil ini.
1063:参赛	参赛	参赛	試合に参加する	私たちのクラスから五人が大会に参加します。	대회에 참가하다	우리 반에서는 다섯 명이 대회에 참가합니다.	tham gia cuộc thi	Lớp chúng tôi có năm người tham gia cuộc thi.	เข้าร่วมการแข่งขัน	ห้องเรียนของเรามีห้าคนเข้าร่วมการแข่งขัน.	menyertai pertandingan	Lima orang daripada kelas kami menyertai pertandingan.	ikut lomba	Lima orang dari kelas kami ikut lomba.
1067:查看	查看	查看	確認する; 調べる	先生は学生名簿を確認しています。	확인하다; 살펴보다	선생님이 학생 명단을 확인하고 있습니다.	kiểm tra; xem	Giáo viên đang kiểm tra danh sách học sinh.	ตรวจดู; ตรวจสอบ	ครูกำลังตรวจดูรายชื่อนักเรียน.	menyemak; melihat	Guru sedang menyemak senarai pelajar.	memeriksa; melihat	Guru sedang memeriksa daftar siswa.
1068:茶叶	茶叶	茶叶	茶葉	この店の茶葉はとても新鮮です。	찻잎	이 가게의 찻잎은 매우 신선합니다.	lá trà	Lá trà của cửa hàng này rất tươi.	ใบชา	ใบชาของร้านนี้สดมาก.	daun teh	Daun teh di kedai ini sangat segar.	daun teh	Daun teh di toko ini sangat segar.
1069:查找	查找	查找	検索する; 探す	私はネットで資料を探しています。	찾아보다; 검색하다	저는 인터넷에서 자료를 찾고 있습니다.	tìm kiếm	Tôi đang tìm tài liệu trên mạng.	ค้นหา	ฉันกำลังค้นหาข้อมูลทางอินเทอร์เน็ต.	mencari	Saya sedang mencari bahan di internet.	mencari	Saya sedang mencari bahan di internet.
1070:差点儿	差点儿	差点儿	もう少しで; 危うく	私はもう少しでバスに乗り遅れるところでした。	하마터면; 거의	저는 하마터면 버스를 놓칠 뻔했습니다.	suýt nữa	Tôi suýt lỡ xe buýt.	เกือบจะ	ฉันเกือบพลาดรถเมล์.	hampir	Saya hampir terlepas bas.	hampir	Saya hampir ketinggalan bus.
1072:厂	厂	厂	工場	この工場は携帯電話を生産しています。	공장	이 공장은 휴대폰을 생산합니다.	nhà máy	Nhà máy này sản xuất điện thoại di động.	โรงงาน	โรงงานนี้ผลิตโทรศัพท์มือถือ.	kilang	Kilang ini menghasilkan telefon bimbit.	pabrik	Pabrik ini memproduksi ponsel.
1075:车速	车速	车速	車の速度	雨の日は車の速度を少し落とすべきです。	차량 속도	비 오는 날에는 차량 속도를 조금 늦춰야 합니다.	tốc độ xe	Trời mưa thì tốc độ xe nên chậm hơn một chút.	ความเร็วรถ	วันที่ฝนตกควรขับรถให้ช้าลงเล็กน้อย.	kelajuan kenderaan	Pada hari hujan, kelajuan kenderaan perlu sedikit lebih perlahan.	kecepatan kendaraan	Saat hujan, kecepatan kendaraan harus sedikit lebih lambat.
1076:车位	车位	车位	駐車スペース	下の階にはまだ駐車スペースが一つあります。	주차 공간	아래층에는 아직 주차 공간이 하나 있습니다.	chỗ đỗ xe	Dưới lầu vẫn còn một chỗ đỗ xe.	ที่จอดรถ	ชั้นล่างยังมีที่จอดรถอีกหนึ่งที่.	tempat letak kereta	Di tingkat bawah masih ada satu tempat letak kereta.	tempat parkir	Di bawah masih ada satu tempat parkir.
1077:城	城	城	町; 都市	この町には古い通りがたくさんあります。	도시; 성	이 도시에는 오래된 거리가 많습니다.	thành; thành phố	Thành phố này có nhiều con phố cổ.	เมือง	เมืองนี้มีถนนเก่าอยู่มากมาย.	kota; bandar	Bandar ini mempunyai banyak jalan lama.	kota	Kota ini memiliki banyak jalan tua.
1080:乘客	乘客	乘客	乗客	乗客の皆さん、後ろのドアから降りてください。	승객	승객 여러분, 뒷문으로 내려 주세요.	hành khách	Hành khách vui lòng xuống xe bằng cửa sau.	ผู้โดยสาร	ผู้โดยสารกรุณาลงทางประตูหลัง.	penumpang	Para penumpang, sila turun melalui pintu belakang.	penumpang	Para penumpang, silakan turun lewat pintu belakang.
1085:迟	迟	迟	遅い	彼は今日少し遅く来ました。	늦다	그는 오늘 조금 늦게 왔습니다.	muộn; trễ	Hôm nay anh ấy đến hơi muộn.	สาย; ช้า	วันนี้เขามาถึงช้าไปหน่อย.	lewat; lambat	Dia datang agak lewat hari ini.	terlambat; lambat	Dia datang agak terlambat hari ini.
1086:重	重	重	再び; 繰り返して	この作文はもう一度書き直す必要があります。	다시; 거듭	이 작문은 한 번 다시 써야 합니다.	lại; lặp lại	Bài văn này cần viết lại một lần.	อีกครั้ง; ซ้ำ	เรียงความนี้ต้องเขียนใหม่อีกครั้ง.	semula; berulang kali	Karangan ini perlu ditulis semula sekali.	lagi; berulang	Kerangka tulisan ini perlu ditulis ulang sekali.
1091:出行	出行	出行	外出する; 移動する	休日に出かける人はとても多いです。	외출하다; 이동하다	휴일에는 이동하는 사람이 많습니다.	đi lại; ra ngoài	Vào ngày nghỉ, rất nhiều người đi lại.	เดินทางออกไป	วันหยุดมีคนเดินทางออกไปจำนวนมาก.	keluar berjalan; melakukan perjalanan	Ramai orang melakukan perjalanan semasa cuti.	bepergian	Banyak orang bepergian saat hari libur.
1092:出租	出租	出租	貸し出す	この部屋は貸し出すことができます。	임대하다; 빌려주다	이 집은 임대할 수 있습니다.	cho thuê	Căn hộ này có thể cho thuê.	ให้เช่า	ห้องชุดนี้สามารถให้เช่าได้.	menyewakan	Rumah ini boleh disewakan.	menyewakan	Apartemen ini dapat disewakan.
1094:厨师	厨师	厨师	料理人; シェフ	この料理人は料理を作るのがとても速いです。	요리사	이 요리사는 음식을 매우 빨리 만듭니다.	đầu bếp	Đầu bếp này nấu ăn rất nhanh.	พ่อครัว; เชฟ	เชฟคนนี้ทำอาหารเร็วมาก.	tukang masak; cef	Tukang masak ini memasak dengan sangat cepat.	koki; juru masak	Koki ini memasak dengan sangat cepat.
1095:窗	窗	窗	窓	窓を少し開けてください。	창문	창문을 조금 열어 주세요.	cửa sổ	Xin hãy mở cửa sổ ra một chút.	หน้าต่าง	กรุณาเปิดหน้าต่างนิดหน่อย.	tingkap	Sila buka tingkap sedikit.	jendela	Tolong buka jendela sedikit.
1099:此	此	此	ここ; この	ここでは駐車が禁止されています。	이; 여기	이곳은 주차가 금지되어 있습니다.	này; nơi đây	Ở đây cấm đỗ xe.	นี้; ที่นี่	ห้ามจอดรถบริเวณนี้.	ini; di sini	Meletak kereta dilarang di sini.	ini; di sini	Parkir dilarang di sini.
1100:此次	此次	此次	今回	今回の会議はとても重要です。	이번	이번 회의는 매우 중요합니다.	lần này	Cuộc họp lần này rất quan trọng.	ครั้งนี้	การประชุมครั้งนี้สำคัญมาก.	kali ini	Mesyuarat kali ini sangat penting.	kali ini	Rapat kali ini sangat penting.
1104:从中	从中	从中	その中から; そこから	彼はそこから多くのことを学びました。	그중에서; 그로부터	그는 그중에서 많은 것을 배웠습니다.	từ đó; trong đó	Anh ấy đã học được rất nhiều từ đó.	จากนั้น; จากในนั้น	เขาได้เรียนรู้อะไรมากมายจากเรื่องนี้.	daripadanya; daripada situ	Dia belajar banyak daripadanya.	dari situ; dari antara itu	Dia belajar banyak dari situ.
1105:粗	粗	粗	太い; 粗い	この縄は比較的太いです。	굵다; 거칠다	이 밧줄은 비교적 굵습니다.	to; thô	Sợi dây này khá to.	หนา; หยาบ	เชือกเส้นนี้ค่อนข้างหนา.	tebal; kasar	Tali ini agak tebal.	tebal; kasar	Tali ini cukup tebal.
1107:村	村	村	村落; むら	祖母は小さな村に住んでいます。	마을	할머니는 작은 마을에 살고 계십니다.	làng	Bà nội sống trong một ngôi làng nhỏ.	หมู่บ้าน	คุณยายอาศัยอยู่ในหมู่บ้านเล็ก ๆ แห่งหนึ่ง.	kampung	Nenek tinggal di sebuah kampung kecil.	desa	Nenek tinggal di sebuah desa kecil.
1109:错过	错过	错过	逃す; 見逃す	明日の試合を見逃さないでください。	놓치다	내일 경기를 놓치지 마세요.	bỏ lỡ	Đừng bỏ lỡ trận đấu ngày mai.	พลาด	อย่าพลาดการแข่งขันวันพรุ่งนี้.	terlepas	Jangan terlepas perlawanan esok.	melewatkan; ketinggalan	Jangan melewatkan pertandingan besok.
1112:答	答	答	答える	彼はすぐにこの問題に答えました。	답하다	그는 이 문제에 매우 빨리 답했습니다.	trả lời	Anh ấy trả lời câu hỏi này rất nhanh.	ตอบ	เขาตอบข้อนี้ได้อย่างรวดเร็ว.	menjawab	Dia menjawab soalan ini dengan cepat.	menjawab	Dia menjawab soal ini dengan cepat.
1116:打败	打败	打败	打ち負かす	彼らはついに強いチームを打ち負かしました。	물리치다; 이기다	그들은 마침내 강팀을 이겼습니다.	đánh bại	Cuối cùng họ đã đánh bại đội mạnh.	เอาชนะ	ในที่สุดพวกเขาก็เอาชนะทีมแข็งแกร่งได้.	mengalahkan	Akhirnya mereka mengalahkan pasukan yang kuat.	mengalahkan	Akhirnya mereka mengalahkan tim yang kuat.
1120:打印机	打印机	打印机	プリンター	事務室のプリンターが壊れました。	프린터	사무실의 프린터가 고장 났습니다.	máy in	Máy in trong văn phòng bị hỏng.	เครื่องพิมพ์	เครื่องพิมพ์ในสำนักงานเสียแล้ว.	pencetak	Pencetak di pejabat rosak.	mesin cetak; printer	Printer di kantor rusak.
1123:大巴	大巴	大巴	大型バス; コーチバス	私たちは大型バスで空港へ行きます。	대형 버스; 관광버스	우리는 대형 버스를 타고 공항에 갑니다.	xe buýt đường dài; xe khách	Chúng tôi đi xe khách đến sân bay.	รถบัสขนาดใหญ่	พวกเรานั่งรถบัสใหญ่ไปสนามบิน.	bas ekspres; bas besar	Kami menaiki bas besar ke lapangan terbang.	bus besar; bus antarkota	Kami naik bus besar ke bandara.
1124:大大	大大	大大	大いに; 非常に	今回の活動は興味を大いに高めました。	크게; 매우	이번 활동은 흥미를 크게 높였습니다.	rất nhiều; đáng kể	Hoạt động lần này đã làm tăng hứng thú rất nhiều.	อย่างมาก	กิจกรรมครั้งนี้เพิ่มความสนใจขึ้นอย่างมาก.	dengan besar; sangat	Aktiviti kali ini sangat meningkatkan minat.	sangat; secara besar	Kegiatan kali ini sangat meningkatkan minat.
1126:大量	大量	大量	大量の	スーパーには大量の新鮮な果物があります。	대량의; 많은	슈퍼마켓에는 신선한 과일이 많이 있습니다.	số lượng lớn	Trong siêu thị có rất nhiều trái cây tươi.	จำนวนมาก	ในซูเปอร์มาร์เก็ตมีผลไม้สดจำนวนมาก.	jumlah besar	Di pasar raya ada banyak buah segar.	jumlah besar	Di supermarket ada banyak buah segar.
1127:大赛	大赛	大赛	大きな大会; 大会	学校は来週、中国語コンテストを開きます。	큰 대회; 대회	학교는 다음 주에 중국어 대회를 엽니다.	cuộc thi lớn	Tuần sau trường sẽ tổ chức cuộc thi tiếng Trung.	การแข่งขันใหญ่	โรงเรียนจะจัดการแข่งขันภาษาจีนในสัปดาห์หน้า.	pertandingan besar	Sekolah akan mengadakan pertandingan bahasa Cina minggu depan.	kompetisi besar	Sekolah akan mengadakan lomba bahasa Mandarin minggu depan.
1128:大厅	大厅	大厅	大きなホール; ロビー	お客さんはロビーで車を待っています。	홀; 로비	손님들이 로비에서 차를 기다리고 있습니다.	sảnh lớn; tiền sảnh	Khách đang chờ xe ở tiền sảnh.	โถงใหญ่; ล็อบบี้	แขกกำลังรอรถอยู่ที่ล็อบบี้.	dewan besar; lobi	Para tetamu sedang menunggu kereta di lobi.	aula besar; lobi	Para tamu sedang menunggu mobil di lobi.
1130:大自然	大自然	大自然	自然界; 大きな自然	子どもたちは自然の中で遊ぶのが好きです。	대자연; 자연	아이들은 자연 속에서 노는 것을 좋아합니다.	thiên nhiên	Trẻ em thích chơi trong thiên nhiên.	ธรรมชาติ	เด็ก ๆ ชอบเล่นในธรรมชาติ.	alam semula jadi	Kanak-kanak suka bermain di alam semula jadi.	alam	Anak-anak suka bermain di alam.
1131:待	待	待	滞在する; いる	彼は家に一日いました。	머무르다; 있다	그는 집에 하루 머물렀습니다.	ở lại	Anh ấy ở nhà một ngày.	อยู่; พัก	เขาอยู่บ้านหนึ่งวัน.	tinggal; berada	Dia tinggal di rumah selama sehari.	tinggal; berada	Dia tinggal di rumah selama sehari.
1133:袋子	袋子	袋子	袋	果物を袋の中に入れてください。	봉지; 주머니	과일을 봉지에 넣어 주세요.	túi	Xin hãy cho trái cây vào túi.	ถุง	กรุณาใส่ผลไม้ลงในถุง.	beg; kantung	Sila masukkan buah ke dalam beg.	kantong; tas	Tolong masukkan buah ke dalam kantong.
1140:道	道	道	問題の助数詞; 道路	この問題は難しくありません。	문제의 양사; 길	이 문제는 어렵지 않습니다.	lượng từ cho câu hỏi; đường	Câu này không khó.	ลักษณนามของคำถาม; ถนน	ข้อนี้ไม่ยาก.	penjodoh bilangan untuk soalan; jalan	Soalan ini tidak susah.	kata bantu bilangan untuk soal; jalan	Soal ini tidak sulit.
1142:到来	到来	到来	到来; やって来ること	春の到来は人をうれしくさせます。	도래; 도착	봄이 오는 것은 사람들을 기쁘게 합니다.	sự đến; đến	Sự đến của mùa xuân làm người ta vui.	การมาถึง	การมาถึงของฤดูใบไม้ผลิทำให้คนดีใจ.	kedatangan	Kedatangan musim bunga membuat orang gembira.	kedatangan	Kedatangan musim semi membuat orang senang.
1143:道路	道路	道路	道路; 道	この道は村へ通じています。	도로; 길	이 도로는 마을로 이어집니다.	đường	Con đường này dẫn đến làng.	ถนน	ถนนสายนี้นำไปสู่หมู่บ้าน.	jalan	Jalan ini menuju ke kampung.	jalan	Jalan ini menuju desa.
1146:登机	登机	登机	搭乗する	三十分前に搭乗してください。	탑승하다	30분 일찍 탑승해 주세요.	lên máy bay	Xin hãy lên máy bay trước nửa giờ.	ขึ้นเครื่อง	กรุณาขึ้นเครื่องล่วงหน้าครึ่งชั่วโมง.	menaiki pesawat	Sila naik pesawat setengah jam lebih awal.	naik pesawat	Silakan naik pesawat setengah jam lebih awal.
1148:等到	等到	等到	待ってから; まで待つ	雨が止んでから、私たちは出発します。	기다려서 ...하다; 때까지 기다리다	비가 그치면 우리는 떠나겠습니다.	đợi đến khi	Đợi mưa tạnh rồi chúng tôi sẽ đi.	รอจนกว่า	รอจนฝนหยุดแล้วพวกเราค่อยไป.	menunggu hingga	Selepas hujan berhenti, kami akan pergi.	menunggu sampai	Setelah hujan berhenti, kami baru pergi.
1150:低价	低价	低价	低価格	この店はよく安い航空券を売っています。	낮은 가격; 저가	이 가게는 종종 저가 항공권을 팝니다.	giá thấp	Cửa hàng này thường bán vé máy bay giá thấp.	ราคาต่ำ	ร้านนี้มักขายตั๋วเครื่องบินราคาถูก.	harga rendah	Kedai ini sering menjual tiket kapal terbang harga rendah.	harga rendah	Toko ini sering menjual tiket pesawat berharga rendah.
1151:低温	低温	低温	低い気温; 低温	低温の天気では服を多く着るべきです。	저온	저온 날씨에는 옷을 더 많이 입어야 합니다.	nhiệt độ thấp	Thời tiết nhiệt độ thấp thì nên mặc nhiều quần áo hơn.	อุณหภูมิต่ำ	อากาศอุณหภูมิต่ำควรใส่เสื้อผ้าให้มากขึ้น.	suhu rendah	Dalam cuaca bersuhu rendah, anda patut memakai lebih banyak pakaian.	suhu rendah	Dalam cuaca bersuhu rendah, sebaiknya memakai pakaian lebih banyak.
1152:低于	低于	低于	より低い	今日の気温は昨日より低いです。	보다 낮다	오늘 기온은 어제보다 낮습니다.	thấp hơn	Nhiệt độ hôm nay thấp hơn hôm qua.	ต่ำกว่า	อุณหภูมิวันนี้ต่ำกว่าเมื่อวาน.	lebih rendah daripada	Suhu hari ini lebih rendah daripada semalam.	lebih rendah dari	Suhu hari ini lebih rendah dari kemarin.
1154:底下	底下	底下	下; 下の方	机の下にかばんが一つあります。	아래; 밑	책상 아래에 가방이 하나 있습니다.	phía dưới	Dưới bàn có một cái túi.	ข้างใต้; ด้านล่าง	ใต้โต๊ะมีกระเป๋าหนึ่งใบ.	di bawah	Di bawah meja ada sebuah beg.	di bawah	Di bawah meja ada sebuah tas.
1157:点名	点名	点名	出席を取る	先生は授業の前に出席を取ります。	출석을 부르다	선생님은 수업 전에 출석을 부릅니다.	điểm danh	Giáo viên điểm danh trước giờ học.	เช็กชื่อ	ครูจะเช็กชื่อก่อนเริ่มเรียน.	memanggil nama; mengambil kehadiran	Guru mengambil kehadiran sebelum kelas.	memanggil nama; mengabsen	Guru mengabsen sebelum kelas.
1158:点头	点头	点头	うなずく	彼女は同意を示すためにうなずきました。	고개를 끄덕이다	그녀는 동의를 나타내려고 고개를 끄덕였습니다.	gật đầu	Cô ấy gật đầu để tỏ ý đồng ý.	พยักหน้า	เธอพยักหน้าเพื่อแสดงว่าเห็นด้วย.	mengangguk	Dia mengangguk untuk menunjukkan persetujuan.	mengangguk	Dia mengangguk untuk menunjukkan persetujuan.
1159:电动车	电动车	电动车	電動車; 電動バイク	彼は電動バイクで通勤しています。	전기차; 전동차	그는 전동차를 타고 출근합니다.	xe điện	Anh ấy đi xe điện đi làm.	รถไฟฟ้า; รถจักรยานไฟฟ้า	เขาขี่รถไฟฟ้าไปทำงาน.	kenderaan elektrik	Dia menaiki kenderaan elektrik ke tempat kerja.	kendaraan listrik	Dia naik kendaraan listrik ke kantor.
1160:电视剧	电视剧	电视剧	テレビドラマ	私の母はテレビドラマを見るのが好きです。	드라마; TV 드라마	우리 어머니는 드라마 보는 것을 좋아합니다.	phim truyền hình	Mẹ tôi thích xem phim truyền hình.	ละครโทรทัศน์	แม่ของฉันชอบดูละครโทรทัศน์.	drama televisyen	Ibu saya suka menonton drama televisyen.	sinetron; drama televisi	Ibu saya suka menonton drama televisi.
1163:订	订	订	予約する; 注文する	私はすでに航空券を一枚予約しました。	예약하다; 주문하다	저는 이미 비행기 표 한 장을 예약했습니다.	đặt; đặt mua	Tôi đã đặt một vé máy bay rồi.	จอง; สั่ง	ฉันจองตั๋วเครื่องบินหนึ่งใบแล้ว.	menempah; memesan	Saya sudah menempah satu tiket kapal terbang.	memesan; memesan tiket	Saya sudah memesan satu tiket pesawat.
1164:定	定	定	決める; 設定する	会議の時間はすでに決まりました。	정하다; 정해지다	회의 시간이 이미 정해졌습니다.	định; quyết định	Thời gian cuộc họp đã được ấn định.	กำหนด; ตัดสิน	เวลาประชุมถูกกำหนดแล้ว.	menetapkan; menentukan	Masa mesyuarat sudah ditetapkan.	menentukan; menetapkan	Waktu rapat sudah ditentukan.
1165:东部	东部	东部	東部地域	町の東部には新しい公園があります。	동부	도시 동부에는 새 공원이 하나 있습니다.	phần phía đông	Phía đông thành phố có một công viên mới.	ภาคตะวันออก; ส่วนตะวันออก	ทางตะวันออกของเมืองมีสวนสาธารณะใหม่แห่งหนึ่ง.	bahagian timur	Di bahagian timur bandar ada sebuah taman baharu.	bagian timur	Di bagian timur kota ada taman baru.
