source_headword	TH	example_TH
blanket	ผ้าห่ม	เด็กนอนหลับอยู่ใต้ผ้าห่ม.
blow	การเป่า/การตี	แรงกระแทกอย่างแรงทำให้หน้าต่างแตก.
bold	กล้าหาญ	พาดหัวข่าวใช้ตัวอักษรตัวหนา.
bombing	การทิ้งระเบิด	การวางระเบิดทำให้เกิดความเสียหายต่ออาคารหลายหลัง.
booking	การจอง	ฉันยืนยันการจองโรงแรมแล้ว.
boost	การส่งเสริม	ชัยชนะนี้ช่วยเพิ่มความมั่นใจให้กับทีม.
bound	ผูกพัน/มุ่งหน้าไป	พัสดุถูกผูกด้วยเชือก.
brick	อิฐ	ผนังนี้ทำมาจากอิฐ.
briefly	อย่างสั้นๆ	เธอพูดสั้นๆหลังอาหารกลางวัน.
broadcaster	ผู้ประกาศ	ผู้ประกาศข่าวได้สัมภาษณ์นายกเทศมนตรี.
broadly	อย่างกว้างๆ	แผนงานทั้งสองนี้มีความคล้ายคลึงกันโดยทั่วไป.
bug	แมลง/ข้อบกพร่อง	แอปล่มเนื่องจากข้อผิดพลาด.
cabin	กระท่อม/ห้องโดยสาร	เราพักในกระท่อมเล็กๆ.
canal	คลอง	เรือเคลื่อนตัวอย่างช้าๆไปตามคลอง.
candle	เทียน	เทียนถูกจุดไฟบนโต๊ะ.
carbon	คาร์บอน	ต้นไม้ช่วยดูดซับคาร์บอนจากอากาศ.
casual	สบายๆ/ไม่เป็นทางการ	เขาสวมใส่เสื้อผ้าแบบสบายๆไปทำงาน.
cave	ถ้ำ	นักปีนเขาเดินเข้าไปในถ้ำ.
certainty	ความแน่นอน	เราไม่สามารถรู้ได้อย่างแน่นอน.
certificate	ใบรับรอง	เธอได้รับใบรับรองการฝึกอบรม.
challenging	ท้าทาย	หลักสูตรนี้ท้าทายแต่มีประโยชน์.
championship	การแข่งขันชิงแชมป์	ทีมของเราได้เข้าสู่รอบชิงชนะเลิศของการแข่งขันชิงแชมป์.
charming	มีเสน่ห์	ถนนเก่าแก่นี้ดูมีเสน่ห์มาก.
chase	การไล่ล่า	สุนัขวิ่งไล่ลูกบอล.
cheek	แก้ม	น้ำตาไหลอาบแก้มของเธอ.
cheer	การเชียร์	ฝูงชนเริ่มโห่ร้องอย่างดัง.
choir	คณะนักร้องประสานเสียง	คณะนักร้องประสานเสียงร้องเพลงได้ไพเราะมาก.
chop	สับ/หั่น	สับหัวหอมให้เป็นชิ้นเล็กๆ.
circuit	วงจร	นักวิ่งวิ่งครบรอบ.
civilization	อารยธรรม	อารยธรรมโบราณได้หล่อหลอมภูมิภาคนี้.
clarify	ทำให้กระจ่าง	โปรดทำให้ประเด็นสุดท้ายกระจ่าง.
classify	จัดประเภท	นักวิทยาศาสตร์จำแนกสัตว์ตามสายพันธุ์.
clerk	เสมียน	เสมียนพิมพ์ใบเสร็จ.
cliff	หน้าผา	เส้นทางนี้สิ้นสุดใกล้กับหน้าผา.
clinic	คลินิก	คลินิกเปิดตอนแปดโมง.
clip	คลิป/ที่หนีบ	เธอติดคลิปเข้ากับกระดาษ.
coincidence	ความบังเอิญ	การพบเขาที่นั่นเป็นความบังเอิญ.
collector	นักสะสม	นักสะสมซื้อเหรียญหายาก.
colony	อาณานิคม	มดสร้างอาณานิคมขนาดใหญ่.
colourful	มีสีสัน	ตลาดสว่างไสวและมีสีสัน.
comic	หนังสือการ์ตูน	ฉากตลกทำให้พวกเราหัวเราะ.
commander	ผู้บัญชาการ	ผู้บังคับบัญชาออกคำสั่งอย่างชัดเจน.
comparative	เชิงเปรียบเทียบ	เรียงความใช้ข้อมูลเชิงเปรียบเทียบ.
completion	การสำเร็จ	สะพานใกล้จะเสร็จสมบูรณ์แล้ว.
compose	ประกอบ	เขาจะประพันธ์เพลงสำหรับภาพยนตร์.
composer	นักแต่งเพลง	นักแต่งเพลงเขียนเพลงใหม่.
compound	สารประกอบ	สารประกอบประกอบด้วยสารเคมีสองชนิด.
comprehensive	ครอบคลุม	คู่มือให้คำแนะนำที่ครอบคลุม.
comprise	ประกอบด้วย	ทีมประกอบด้วยสมาชิกห้าคน.
compulsory	บังคับ	การเข้าเรียนเป็นสิ่งที่บังคับสำหรับชั้นเรียนนี้.
concrete	คอนกรีต	พื้นทำจากคอนกรีต.
confess	สารภาพ	เขาสารภาพความผิดต่อครู.
confusion	ความสับสน	ความล่าช้าทำให้เกิดความสับสน.
consequently	ดังนั้น	ฝนตกดังนั้นการแข่งขันจึงหยุดลง.
conservation	การอนุรักษ์	การอนุรักษ์ช่วยปกป้องสัตว์หายาก.
considerable	มากพอสมควร	การซ่อมแซมใช้เวลาค่อนข้างมาก.
considerably	อย่างมาก	ราคาเพิ่มขึ้นอย่างมากในปีนี้.
consistently	อย่างสม่ำเสมอ	เธอทำผลงานได้ดีอย่างสม่ำเสมอ.
conspiracy	การสมรู้ร่วมคิด	ตำรวจสืบสวนการสมรู้ร่วมคิด.
consult	ปรึกษา	ปรึกษาแพทย์ก่อนรับประทานยา.
consultant	ที่ปรึกษา	ที่ปรึกษาแนะนำกลยุทธ์ใหม่.
consumption	การบริโภค	การบริโภคพลังงานลดลงเมื่อเดือนที่แล้ว.
controversial	เป็นที่ถกเถียง	นโยบายยังคงเป็นที่ถกเถียง.
controversy	ความขัดแย้ง	การตัดสินใจทำให้เกิดความขัดแย้ง.
convenience	ความสะดวกสบาย	ร้านค้าให้ความสะดวกสบายอย่างมาก.
convention	การประชุม	การประชุมประจำปีเริ่มวันจันทร์.
conventional	ตามธรรมเนียม	เขาเลือกการออกแบบแบบดั้งเดิม.
convey	สื่อสาร	ข้อความสื่อถึงความเห็นอกเห็นใจ.
convincing	น่าเชื่อถือ	คำอธิบายของเธอน่าเชื่อถือ.
cope	รับมือ	เธอเรียนรู้ที่จะรับมือกับความเครียด.
corporation	บริษัท	บริษัทเปิดสำนักงานใหม่.
corridor	ระเบียง	ระเบียงแคบและเงียบ.
counter (long flat surface)	เคาน์เตอร์	กุญแจอยู่บนเคาน์เตอร์ห้องครัว.
coverage	การรายงานข่าว	การรายงานข่าวกินเวลาตลอดทั้งเย็น.
crack	รอยร้าว	รอยร้าวปรากฏขึ้นบนผนัง.
craft	งานฝีมือ	เธอขายงานฝีมือทำมือทางออนไลน์.
creativity	ความคิดสร้างสรรค์	ความคิดสร้างสรรค์ช่วยแก้ปัญหา.
critically	อย่างมีวิจารณญาณ	บทความนี้มีความสำคัญอย่างยิ่ง.
cruise	การล่องเรือ	พวกเขาจองการล่องเรือไปกรีซ.
cue	สัญญาณ	นักแสดงพลาดคิวของเขา.
curious	อยากรู้อยากเห็น	เด็กอยากรู้อยากเห็นเกี่ยวกับอวกาศ.
curriculum	หลักสูตร	โรงเรียนปรับปรุงหลักสูตร.
cute	น่ารัก	ลูกสุนัขดูน่ารัก.
dairy	ผลิตภัณฑ์นม	ฟาร์มผลิตผลิตภัณฑ์นม.
dare	กล้า	ฉันท้าให้คุณลองทำ.
darkness	ความมืด	ห้องเต็มไปด้วยความมืด.
database	ฐานข้อมูล	ฐานข้อมูลจัดเก็บระเบียนลูกค้า.
deadline	เส้นตาย	กำหนดส่งคือวันศุกร์.
deadly	ร้ายแรงถึงตาย	งูมีพิษที่ร้ายแรงถึงตาย.
dealer	ตัวแทนจำหน่าย	ตัวแทนจำหน่ายรถยนต์เสนอส่วนลด.
deck	ดาดฟ้าเรือ	เก้าอี้อยู่บนดาดฟ้า.
defender	ผู้ป้องกัน	กองหลังบล็อกลูกยิง.
delete	ลบ	ลบข้อความเก่า.
democracy	ประชาธิปไตย	ประชาธิปไตยขึ้นอยู่กับการเลือกตั้งที่เสรี.
democratic	เป็นประชาธิปไตย	การลงคะแนนเป็นไปตามกฎระบอบประชาธิปไตย.
demonstration	การประท้วง	นักศึกษาเข้าร่วมการประท้วง.
depart	ออกเดินทาง	รถไฟจะออกเดินทางตอนเที่ยง.
dependent	พึ่งพา	เด็กพึ่งพาผู้ใหญ่.
deposit	เงินฝาก	เธอจ่ายเงินมัดจำสำหรับอพาร์ตเมนต์.
depression	ภาวะซึมเศร้า	ภาวะซึมเศร้าต้องการความช่วยเหลือจากผู้เชี่ยวชาญ.
derive	ได้รับ	หลายคำมาจากภาษาละติน.
desperately	อย่างสิ้นหวัง	เขาต้องการน้ำอย่างยิ่ง.
destruction	การทำลายล้าง	พายุทำให้เกิดการทำลายล้างเป็นวงกว้าง.
determination	ความมุ่งมั่น	ความมุ่งมั่นของเธอทำให้โค้ชประทับใจ.
devote	อุทิศ	เธออุทิศวันหยุดสุดสัปดาห์เพื่อการเรียน.
differ	แตกต่าง	ความคิดเห็นของพวกเขาแตกต่างกันอย่างชัดเจน.
disability	ความพิการ	อาคารมีทางเข้าสำหรับคนพิการ.
disabled	ถูกปิดใช้งาน	นักกีฬาพิการได้รับเหรียญรางวัล.
disagreement	ความขัดแย้ง	การประชุมจบลงด้วยความไม่เห็นด้วย.
disappoint	ทำให้ผิดหวัง	ผลลัพธ์อาจทำให้แฟนๆผิดหวัง.
disappointment	ความผิดหวัง	เขารู้สึกถึงความผิดหวังอย่างสุดซึ้ง.
discourage	ทำให้หมดกำลังใจ	อย่าทำให้ผู้เรียนอายุน้อยท้อแท้.
disorder	ความผิดปกติ	แพทย์วินิจฉัยว่าเป็นความผิดปกติของการนอนหลับ.
distant	ห่างไกล	ภูเขาดูห่างไกล.
distinct	ชัดเจน	เสียงสองเสียงนั้นแตกต่างกัน.
distinguish	แยกแยะ	คุณแยกแยะสีเหล่านี้ได้ไหม.
distract	ทำให้ไขว้เขว	เสียงรบกวนสามารถทำให้นักเรียนเสียสมาธิ.
disturb	รบกวน	กรุณาอย่ารบกวนผู้ป่วย.
dive	ดำน้ำ	พวกเขาจะดำน้ำใกล้แนวปะการัง.
diverse	หลากหลาย	เมืองนี้มีวัฒนธรรมที่หลากหลาย.
diversity	ความหลากหลาย	เราเฉลิมฉลองความหลากหลายทางวัฒนธรรม.
divorce	การหย่าร้าง	การหย่าร้างเป็นเรื่องยากสำหรับทุกคน.
dominant	มีอำนาจเหนือ	ทีมที่โดดเด่นควบคุมเกม.
donation	การบริจาค	องค์กรการกุศลได้รับการบริจาค.
dot	จุด	ใส่จุดหลังตัวเลข.
downtown	ใจกลางเมือง	เราพบกันใจกลางเมืองหลังเลิกงาน.
dramatically	อย่างน่าทึ่ง	ราคาลดลงอย่างมาก.
drought	ภัยแล้ง	ภัยแล้งทำลายพืชผล.
dull	น่าเบื่อ	การบรรยายนั้นน่าเบื่อ.
dump	ทิ้ง	ห้ามทิ้งขยะที่นี่.
duration	ระยะเวลา	ระยะเวลาของเที่ยวบินคือสามชั่วโมง.
dynamic	พลวัต	ห้องเรียนรู้สึกกระตือรือร้น.
economics	เศรษฐศาสตร์	เธอเรียนเศรษฐศาสตร์ที่มหาวิทยาลัย.
economist	นักเศรษฐศาสตร์	นักเศรษฐศาสตร์คาดการณ์การเติบโตที่ช้าลง.
editorial	เกี่ยวกับบรรณาธิการ	บทบรรณาธิการวิพากษ์วิจารณ์กฎหมาย.
efficiently	อย่างมีประสิทธิภาพ	ทีมทำงานอย่างมีประสิทธิภาพ.
elbow	ข้อศอก	เขาทำข้อศอกเจ็บ.
electronics	อุปกรณ์อิเล็กทรอนิกส์	ร้านนี้ขายอุปกรณ์อิเล็กทรอนิกส์.
elegant	สง่างาม	ชุดนี้ดูสง่างาม.
elementary	เบื้องต้น	หนังสือเล่มนี้อธิบายไวยากรณ์พื้นฐาน.
eliminate	กำจัด	ทีมกำจัดข้อผิดพลาดไปหลายจุด.
embrace	ยอมรับ	เธอยอมรับแนวคิดใหม่.
emission	การปล่อยมลพิษ	ระดับการปล่อยไอเสียรถยนต์ลดลง.
emotionally	ด้วยอารมณ์	เขาพูดถึงครอบครัวอย่างมีอารมณ์.
empire	จักรวรรดิ	อาณาจักรนี้ดำรงอยู่นานหลายศตวรรษ.
enjoyable	น่าสนุก	การเดินทางครั้งนี้สนุกสนานมาก.
entertaining	ให้ความบันเทิง	การแสดงนี้ให้ความบันเทิง.
entrepreneur	ผู้ประกอบการ	ผู้ประกอบการเปิดร้านกาแฟ.
envelope	ซองจดหมาย	ใส่จดหมายลงในซองจดหมาย.
equip	จัดเตรียม	โรงเรียนจะจัดเตรียมห้องทดลอง.
equivalent	สิ่งที่เทียบเท่ากัน	เงินหนึ่งดอลลาร์ไม่เท่ากันที่นี่.
era	ยุคสมัย	การค้นพบนี้ได้เริ่มต้นยุคใหม่.
erupt	ปะทุ	ภูเขาไฟอาจปะทุในเร็วๆนี้.
essentially	โดยพื้นฐานแล้ว	วิธีการสองวิธีนี้เหมือนกันโดยพื้นฐาน.
ethic	จริยธรรม	จริยธรรมในการทำงานของเขาแข็งแกร่งมาก.
ethnic	ทางชาติพันธุ์	เทศกาลนี้เฉลิมฉลองประเพณีทางชาติพันธุ์.
evaluation	การประเมิน	หลักสูตรนี้มีการประเมินผลตอนท้าย.
evident	ชัดเจน	ความประหม่าของเขาเห็นได้ชัด.
evolution	วิวัฒนาการ	วิวัฒนาการอธิบายถึงการเปลี่ยนแปลงทางชีววิทยาหลายประการ.
evolve	พัฒนา	ภาษาเกิดวิวัฒนาการเมื่อเวลาผ่านไป.
exceed	เกิน	ความต้องการอาจเกินอุปทาน.
exception	ข้อยกเว้น	มีข้อยกเว้นประการหนึ่ง.
excessive	มากเกินไป	เสียงดังมากเกินไปรบกวนเพื่อนบ้าน.
exclude	ยกเว้น	รายชื่อนี้ไม่รวมพนักงานชั่วคราว.
exhibit	สิ่งจัดแสดง	พิพิธภัณฑ์จะจัดแสดงภาพถ่ายหายาก.
exit	ทางออก	ทางออกอยู่หลังเวที.
exotic	แปลกตา	ร้านนี้ขายผลไม้แปลกใหม่.
expansion	การขยายตัว	บริษัทวางแผนที่จะขยายตัว.
expertise	ความเชี่ยวชาญ	ความเชี่ยวชาญของเธอทำให้โครงการดีขึ้น.
exploit	แสวงหาผลประโยชน์	อาชญากรหาประโยชน์จากรหัสผ่านที่เดาง่าย.
exposure	การเปิดเผย	การสัมผัสแสงแดดอาจทำลายผิวได้.
extension	การต่ออายุ	การขยายเวลาส่งงานช่วยทุกคนได้.
extensive	กว้างขวาง	ห้องสมุดมีทรัพยากรที่ครอบคลุมมาก.
extensively	อย่างกว้างขวาง	หัวข้อนี้ได้รับการศึกษาอย่างกว้างขวาง.
extract	ข้อความที่ตัดตอนมา	สารสกัดวานิลลาให้รสชาติ.
fabric	เนื้อผ้า	ผ้านี้รู้สึกนุ่ม.
fabulous	ยอดเยี่ยม	มื้ออาหารนั้นยอดเยี่ยมมาก.
failed	ล้มเหลว	ความพยายามที่ล้มเหลวสอนบางสิ่งให้เรา.
fake	ปลอม	เว็บไซต์นี้ขายตั๋วปลอม.
fame	ชื่อเสียง	ชื่อเสียงเปลี่ยนแปลงชีวิตส่วนตัวของเขา.
fantasy	จินตนาการ	นวนิยายเรื่องนี้เป็นเรื่องจินตนาการ.
fare	ค่าโดยสาร	ค่าโดยสารรถประจำทางเพิ่มขึ้น.
federal	ของรัฐบาลกลาง	รัฐบาลกลางประกาศการให้ทุนสนับสนุน.
fever	อาการไข้	เด็กมีไข้.
firefighter	นักดับเพลิง	นักดับเพลิงช่วยสุนัขไว้.
firework	ดอกไม้ไฟ	ดอกไม้ไฟระเบิดเหนือสวนสาธารณะ.
firm	แน่วแน่	ที่นอนนี้แน่น.
firmly	อย่างแน่วแน่	เธอปิดประตูอย่างหนักแน่น.
flavour	รสชาติ	ซุปมีรสชาติเข้มข้น.
fond	ซึ่งรักใคร่	เขาชอบดนตรีแจ๊ส.
fool	คนโง่	อย่าทำตัวเหมือนคนโง่.
forbid	ห้าม	กฎหมายห้ามสูบบุหรี่ที่นี่.
forecast	การพยากรณ์	การพยากรณ์ทำนายว่าฝนจะตก.
format	รูปแบบ	ใช้รูปแบบไฟล์ที่ถูกต้อง.
formation	การก่อตัว	การก่อตัวของเมฆเปลี่ยนแปลงอย่างรวดเร็ว.
formerly	แต่ก่อน	อาคารแห่งนี้เคยเป็นโรงเรียนมาก่อน.
fortunate	โชคดี	เราโชคดีที่มาถึงก่อนเวลา.
forum	ฟอรัม	ฟอรัมได้พูดคุยเกี่ยวกับนโยบายสภาพภูมิอากาศ.
fossil	ฟอสซิล	ฟอสซิลถูกพบในก้อนหิน.
foundation	รากฐาน	บ้านมีรากฐานที่แข็งแรง.
founder	ผู้ก่อตั้ง	ผู้ก่อตั้งให้การต้อนรับแขก.
fraction	สัดส่วน	มีนักเรียนเพียงส่วนน้อยที่มา.
fragment	ชิ้นส่วน	ชิ้นส่วนแก้วตกอยู่บนพื้น.
framework	กรอบการทำงาน	กฎหมายได้สร้างกรอบการทำงานที่ชัดเจน.
fraud	การฉ้อโกง	ธนาคารตรวจพบการฉ้อโกง.
freely	อย่างอิสระ	เด็กๆเล่นกันอย่างอิสระข้างนอก.
frequent	บ่อยครั้ง	การพักบ่อยครั้งจะช่วยเพิ่มสมาธิ.
fulfil	เติมเต็ม	ฉันหวังว่าจะทำตามสัญญาของฉันได้.
full-time	เต็มเวลา	เธอมีงานทำเต็มเวลา.
fundamentally	โดยพื้นฐาน	แผนนี้มีความแตกต่างโดยพื้นฐาน.
furious	โกรธจัด	เขาโกรธมากเรื่องความล่าช้า.
gaming	การเล่นเกม	การเล่นเกมสามารถพัฒนาปฏิกิริยาตอบสนองได้.
gay	เกย์	เขาสนับสนุนสิทธิของเกย์.
gender	เพศ	แบบสำรวจถามเกี่ยวกับเรื่องเพศ.
gene	ยีน	ยีนส่งผลต่อสีตา.
genetic	ทางพันธุกรรม	โรคนี้มีสาเหตุทางพันธุกรรม.
genius	อัจฉริยะ	นักเปียโนหนุ่มคนนี้เป็นอัจฉริยะ.
genuine	แท้จริง	รอยยิ้มของเธอดูจริงใจ.
genuinely	อย่างแท้จริง	เขาต้องการจะช่วยเหลืออย่างแท้จริง.
gesture	ท่าทาง	เธอทำท่าทางที่เป็นมิตร.
gig	งานแสดงสด	วงดนตรีเล่นการแสดงสดในเมือง.
globalization	โลกาภิวัตน์	โลกาภิวัตน์ส่งผลกระทบต่อธุรกิจในท้องถิ่น.
globe	ลูกโลก	ลูกโลกแสดงทวีปทุกทวีป.
golden	สีทอง	พระอาทิตย์ตกเปลี่ยนเป็นสีทอง.
goodness	ความดี	เธอเชื่อในความดีของมนุษย์.
gorgeous	งดงาม	สวนแห่งนี้ดูงดงามมาก.
governor	ผู้ว่าการ	ผู้ว่าการได้ลงนามในร่างกฎหมาย.
graphic	ซึ่งมีภาพประกอบ	ภาพกราฟิกทำให้ผู้ชมตกใจ.
graphics	กราฟิก	เกมนี้มีกราฟิกที่เรียบง่าย.
greatly	อย่างมาก	คำแนะนำของคุณช่วยได้อย่างมาก.
greenhouse	เรือนกระจก	มะเขือเทศเติบโตภายในเรือนกระจก.
grocery	ร้านขายของชำ	เธอซื้อของชำหลังเลิกงาน.
guideline	แนวทางปฏิบัติ	แนวทางปฏิบัติได้อธิบายถึงการปฏิบัติที่ปลอดภัย.
habitat	ถิ่นที่อยู่	ป่าแห่งนี้เป็นถิ่นที่อยู่ของนก.
harbour	ท่าเรือ	เรือได้เข้าสู่ท่าเรือ.
headquarters	สำนักงานใหญ่	สำนักงานใหญ่ของบริษัทได้ย้ายเข้าไปในเมือง.
