source_headword	LO	example_LO
participation	ການມີສ່ວນຮ່ວມ	ການມີສ່ວນຮ່ວມໃນຫ້ອງຮຽນໄດ້ຮັບການປັບປຸງ.
partnership	ການເປັນຮຸ້ນສ່ວນ	ການເປັນຮຸ້ນສ່ວນໄດ້ຊ່ວຍທັງສອງບໍລິສັດ.
part-time	ນອກເວລາ	ລາວຊອກຫາວຽກນອກເວລາໄດ້.
passionate	ມີຄວາມຫຼົງໄຫຼ	ລາວມີຄວາມຫຼົງໄຫຼໃນດົນຕີ.
password	ລະຫັດຜ່ານ	ເລືອກລະຫັດຜ່ານທີ່ເຂັ້ມແຂງ.
patience	ຄວາມອົດທົນ	ການສອນເດັກນ້ອຍຮຽກຮ້ອງໃຫ້ມີຄວາມອົດທົນ.
pause	ຢຸດຊົ່ວຄາວ	ຢຸດວິດີໂອຊົ່ວຄາວດຽວນີ້.
peer	ໝູ່ເພື່ອນ	ຄວາມກົດດັນຈາກໝູ່ເພື່ອນມີອິດທິພົນຕໍ່ການເລືອກຂອງລາວ.
penalty	ການລົງໂທດ	ຜູ້ຫຼິ້ນໄດ້ຮັບການລົງໂທດ.
perceive	ຮັບຮູ້	ຄົນເຮົາຮັບຮູ້ຄວາມສ່ຽງແຕກຕ່າງກັນ.
perception	ການຮັບຮູ້	ການຮັບຮູ້ຂອງລາວກ່ຽວກັບອັນຕະລາຍໄດ້ປ່ຽນໄປ.
permanently	ຢ່າງຖາວອນ	ຮ້ານປິດຢ່າງຖາວອນ.
pill	ຢາເມັດ	ກິນຢາໜຶ່ງເມັດຫຼັງອາຫານເຊົ້າ.
pity	ຄວາມໜ້າສົງສານ	ມັນເປັນເລື່ອງທີ່ໜ້າສົງສານ.
placement	ການຈັດວາງ	ການຈັດວາງໂຊຟາມີຄວາມສຳຄັນ.
portion	ສ່ວນ	ເສີບເຂົ້າສ່ວນນ້ອຍໆ.
potentially	ອາດຈະ	ການປ່ຽນແປງນີ້ອາດຈະເປັນປະໂຫຍດ.
precede	ມາກ່ອນ	ເມກດຳມັກຈະມາກ່ອນຝົນ.
precious	ລ້ຳຄ່າ	ແຫວນວົງນີ້ມີຄ່າ.
precise	ຊັດເຈນ	ຄຳແນະນຳເຫຼົ່ານັ້ນຊັດເຈນດີ.
precisely	ຢ່າງຊັດເຈນ	ວັດແທກໄລຍະທາງຢ່າງຊັດເຈນ.
predictable	ຄາດເດົາໄດ້	ຕອນຈົບນັ້ນຄາດເດົາໄດ້.
preference	ຄວາມມັກ	ລາວໄດ້ສະແດງຄວາມມັກໃນການດື່ມຊາ.
pride	ຄວາມພາກພູມໃຈ	ລາວຮູ້ສຶກພາກພູມໃຈຫຼັງຈາກເຮັດສຳເລັດ.
primarily	ໂດຍສ່ວນໃຫຍ່	ຫຼັກສູດນີ້ໂດຍສ່ວນໃຫຍ່ແມ່ນຮຽນອອນໄລນ໌.
principal	ອຳນວຍການ	ຜູ້ອຳນວຍການໂຮງຮຽນຕ້ອນຮັບນັກຮຽນໃໝ່.
prior	ລ່ວງໜ້າ	ພວກເຮົາຕ້ອງການການອະນຸມັດລ່ວງໜ້າ.
probability	ຄວາມເປັນໄປໄດ້	ຄວາມເປັນໄປໄດ້ທີ່ຝົນຈະຕົກແມ່ນສູງ.
probable	ເປັນໄປໄດ້	ຄືນນີ້ຝົນອາດຈະຕົກ.
proceed	ດຳເນີນຕໍ່ໄປ	ກະລຸນາດຳເນີນຕໍ່ໄປທີ່ຫ້ອງຖັດໄປ.
programming	ການຂຽນໂປຣແກຣມ	ການຂຽນໂປຣແກຣມຕ້ອງໃຊ້ການຝຶກຝົນ.
progressive	ກ້າວໜ້າ	ນະໂຍບາຍດັ່ງກ່າວກ້າວໜ້າສຳລັບຍຸກສະໄໝນັ້ນ.
prohibit	ຫ້າມ	ກົດລະບຽບຫ້າມສູບຢາ.
promising	ມີແນວໂນ້ມທີ່ດີ	ຜົນໄດ້ຮັບເບິ່ງຄືວ່າມີແນວໂນ້ມທີ່ດີ.
promotion	ການເລື່ອນຕຳແໜ່ງ	ລາວໄດ້ຮັບການເລື່ອນຕຳແໜ່ງໃນບ່ອນເຮັດວຽກ.
prompt	ວ່ອງໄວ	ການຕອບຮັບທີ່ວ່ອງໄວຊ່ວຍປະຢັດເວລາ.
proportion	ສັດສ່ວນ	ສັດສ່ວນອັນໃຫຍ່ຫຼວງໄດ້ລົງຄະແນນສຽງເຫັນດີ.
protein	ໂປຣຕີນ	ໝາກຖົ່ວມີໂປຣຕີນ.
protester	ຜູ້ປະທ້ວງ	ຜູ້ປະທ້ວງໄດ້ຖືປ້າຍ.
psychological	ທາງຈິດຕະວິທະຍາ	ອຸບັດຕິເຫດເຮັດໃຫ້ເກີດຄວາມເຄັ່ງຕຶງທາງຈິດໃຈ.
publicity	ການໂຄສະນາ	ງານດັ່ງກ່າວໄດ້ຮັບການເຜີຍແຜ່.
publishing	ການພິມຈຳໜ່າຍ	ລາວເຮັດວຽກໃນດ້ານການພິມຈຳໜ່າຍ.
punk	ພັງ	ດົນຕີພັງໄດ້ຮັບຄວາມນິຍົມຢູ່ທີ່ນັ້ນ.
purely	ຢ່າງແທ້ຈິງ	ທາງເລືອກນັ້ນແມ່ນເພື່ອການປະຕິບັດລ້ວນໆ.
pursuit	ການສະແຫວງຫາ	ລາວສືບຕໍ່ການສະແຫວງຫາຄວາມຍຸດຕິທຳຂອງລາວ.
puzzle	ປິດສະໜາ	ປິດສະໜາໃຊ້ເວລາໜຶ່ງຊົ່ວໂມງ.
questionnaire	ແບບສອບຖາມ	ກະລຸນາຕື່ມຂໍ້ມູນໃສ່ແບບສອບຖາມໃຫ້ຄົບຖ້ວນ.
racial	ທາງເຊື້ອຊາດ	ບົດລາຍງານໄດ້ສົນທະນາກ່ຽວກັບຄວາມບໍ່ສະເໝີພາບທາງເຊື້ອຊາດ.
racism	ການຈຳແນກເຊື້ອຊາດ	ການຈຳແນກເຊື້ອຊາດທຳລາຍຊຸມຊົນ.
racist	ຄົນຈຳແນກເຊື້ອຊາດ	ຄຳເຫັນນັ້ນເປັນການຈຳແນກເຊື້ອຊາດ.
radiation	ລັງສີ	ລັງສີສາມາດທຳລາຍຈຸລັງ.
rail	ຮາວ	ຈັບຮາວຢູ່ຂັ້ນໄດໄວ້.
random	ສຸ່ມ	ຄອມພິວເຕີເລືອກຕົວເລກແບບສຸ່ມ.
rat	ໜູ	ໜູແລ່ນຢູ່ຫຼັງຖັງຂີ້ເຫຍື້ອ.
rating	ຄະແນນຈັດອັນດັບ	ໂຮງແຮມນີ້ມີຄະແນນຈັດອັນດັບສູງ.
reasonably	ຢ່າງສົມເຫດສົມຜົນ	ຫ້ອງນັ້ນສະອາດສົມເຫດສົມຜົນ.
rebuild	ສ້າງໃໝ່	ພວກເຂົາຈະສ້າງຂົວຄືນໃໝ່.
receiver	ຜູ້ຮັບ	ຜູ້ຮັບຮັບບານໄດ້.
recession	ພາວະເສດຖະກິດຖົດຖອຍ	ພາວະເສດຖະກິດຖົດຖອຍເຮັດໃຫ້ການໃຊ້ຈ່າຍຫຼຸດລົງ.
reckon	ຄາດຄະເນ	ຂ້ອຍຄິດວ່າລົດໄຟມາຊ້າ.
recognition	ການຍອມຮັບ	ລາວໄດ້ຮັບການຍອມຮັບສຳລັບວຽກຂອງລາວ.
recovery	ການຟື້ນຕົວ	ການຟື້ນຕົວໃຊ້ເວລາຫຼາຍອາທິດ.
recruit	ຮັບສະໝັກ	ບໍລິສັດຈະຮັບສະໝັກວິສະວະກອນ.
recruitment	ການຮັບສະໝັກ	ການຮັບສະໝັກເລີ່ມຕົ້ນໃນວັນຈັນໜ້າ.
referee	ກຳມະການ	ກຳມະການຢຸດການແຂ່ງຂັນ.
refugee	ຜູ້ອົບພະຍົບ	ຜູ້ອົບພະຍົບໄດ້ພົບເຮືອນທີ່ປອດໄພ.
registration	ການລົງທະບຽນ	ການລົງທະບຽນປິດໃນວັນສຸກ.
regulate	ຄວບຄຸມ	ກົດໝາຍຈະຄວບຄຸມການປ່ອຍອາຍພິດ.
reinforce	ເສີມກຳລັງ	ເສົາເສີມຊ່ວຍເສີມຄວາມແຂງແຮງໃຫ້ຫຼັງຄາ.
relieve	ບັນເທົາ	ຢາສາມາດບັນເທົາອາການເຈັບປວດໄດ້.
relieved	ໂລ່ງໃຈ	ລາວຮູ້ສຶກໂລ່ງໃຈຫຼັງຈາກການໂທ.
remarkable	ໂດດເດັ່ນ	ການຟື້ນຕົວນັ້ນເປັນໜ້າສັງເກດ.
remarkably	ຢ່າງໂດດເດັ່ນ	ລາວຟື້ນຕົວຢ່າງໄວວາຢ່າງໂດດເດັ່ນ.
reporting	ການລາຍງານ	ການລາຍງານທີ່ຖືກຕ້ອງເປັນສິ່ງສຳຄັນ.
resign	ລາອອກ	ຜູ້ຈັດການຈະລາອອກມື້ອື່ນ.
resolution	ຄວາມລະອຽດ	ໜ້າຈໍມີຄວາມລະອຽດສູງ.
