source_headword	MY	example_MY
acre	ဧက	လယ်ယာမြေသည် တစ်ဧက ကျယ်ဝန်းသည်။
activation	အသက်သွင်းခြင်း	ကတ်ကို အသက်သွင်းရန် မိနစ်အနည်းငယ် ကြာသည်။
activist	တက်ကြွလှုပ်ရှားသူ	တက်ကြွလှုပ်ရှားသူသည် လူထုစုဝေးပွဲတွင် စကားပြောကြားခဲ့သည်။
acute	ပြင်းထန်သော	သူမသည် ပြေးပြီးနောက် ပြင်းထန်သော နာကျင်မှုကို ခံစားခဲ့ရသည်။
adaptation	မှီငြမ်းပြုခြင်း	မှီငြမ်းမှုက ဝတ္ထု၏ ဇာတ်သိမ်းကို ပြောင်းလဲစေခဲ့သည်။
adhere	လိုက်နာသည်	ဝန်ထမ်းများသည် ဘေးကင်းရေးစည်းမျဉ်းများကို လိုက်နာရမည်။
adjacent	ကပ်လျက်ရှိသော	ဟိုတယ်သည် ဘူတာရုံနှင့် ကပ်လျက်ရှိသည်။
adjustment	ပြုပြင်ပြောင်းလဲခြင်း	အနည်းငယ် ပြုပြင်ပြောင်းလဲမှုက ပြဿနာကို ဖြေရှင်းပေးခဲ့သည်။
administer	စီမံခန့်ခွဲသည်	သူနာပြုများသည် ကာကွယ်ဆေးကို ဂရုတစိုက် ထိုးပေးသည်။
administrative	အုပ်ချုပ်ရေးဆိုင်ရာ	အုပ်ချုပ်ရေးဝန်ထမ်းများသည် ဖောင်များကို ကိုင်တွယ်ဆောင်ရွက်သည်။
administrator	အုပ်ချုပ်သူ	စီမံခန့်ခွဲသူက ကျွန်တော့်စကားဝှက်ကို ပြန်လည်သတ်မှတ်ပေးခဲ့သည်။
admission	ဝင်ခွင့်	ပြတိုက်သို့ ဝင်ခွင့် အခမဲ့ဖြစ်သည်။
adolescent	ဆယ်ကျော်သက်	ဆယ်ကျော်သက်သည် အပိုပံ့ပိုးမှု လိုအပ်ခဲ့သည်။
adoption	မွေးစားခြင်း	မွေးစားခြင်းက ကလေးကို တည်ငြိမ်သော အိမ်တစ်လုံး ပေးခဲ့သည်။
adverse	ဆိုးရွားသော	ဆေးက ဆိုးရွားသော သက်ရောက်မှုများကို ဖြစ်စေခဲ့သည်။
advocate	ရှေ့နေ	ရှေ့နေက အိမ်ငှားများ၏ အခွင့်အရေးကို ကာကွယ်ပေးခဲ့သည်။
aesthetic	အလှအပဆိုင်ရာ	အခန်းသည် တည်ငြိမ်သော အလှအပဆိုင်ရာ စတိုင်ရှိသည်။
affection	ချစ်ခင်မှု	သူမသည် မိသားစုအပေါ် ချစ်ခင်မှုကို ပြသခဲ့သည်။
aftermath	နောက်ဆက်တွဲအကျိုးဆက်	မုန်တိုင်း၏ နောက်ဆက်တွဲအခြေအနေသည် ခက်ခဲခဲ့သည်။
aggression	ရန်လိုမှု	အနားယူချိန်တွင် ရန်လိုမှုကို ဆရာမက သတိထားမိခဲ့သည်။
agricultural	စိုက်ပျိုးရေးဆိုင်ရာ	ယခုနှစ်တွင် စိုက်ပျိုးရေးပို့ကုန်များ တိုးလာသည်။
aide	အကူ	အကူက ဝန်ကြီး၏ အချိန်ဇယားကို စီစဉ်ပေးခဲ့သည်။
albeit	သို့သော်လည်း	အစီအစဉ်သည် နှေးကွေးသော်လည်း အလုပ်ဖြစ်ခဲ့သည်။
alert	သတိပေးသည်	ဝန်ထမ်းများကို ချက်ချင်း သတိပေးပါ။
align	တန်းစီသည်	မြှားများသည် လမ်းနှင့် တစ်တန်းတည်းရှိသည်။
alignment	ချိန်ညှိခြင်း	ဘီးချိန်ညှိခြင်းက ကားမောင်းနှင်မှုကို ပိုကောင်းစေခဲ့သည်။
alike	တူညီသော	အမြွှာများသည် စနေတနင်္ဂနွေများတွင် အတူတူ ဝတ်ဆင်ကြသည်။
allegation	စွပ်စွဲချက်	စွပ်စွဲချက်သည် သတင်းစာတွင် ပါလာသည်။
allege	စွပ်စွဲသည်	သူတို့က ငွေများ ပျောက်ဆုံးသွားကြောင်း စွပ်စွဲသည်။
allegedly	စွပ်စွဲချက်အရ	ယာဉ်မောင်းသည် သတိပေးချက်ကို လျစ်လျူရှုခဲ့သည်ဟု ဆိုသည်။
alliance	မဟာမိတ်အဖွဲ့	ပါတီများသည် ယာယီမဟာမိတ်အဖွဲ့ကို ဖွဲ့စည်းခဲ့သည်။
allocate	ခွဲဝေချထားပေးသည်	မြို့တော်သည် ကျောင်းများအတွက် ငွေကြေး ခွဲဝေချထားပေးမည်ဖြစ်သည်။
allocation	ခွဲဝေပေးခြင်း	ထိုင်ခုံခွဲဝေမှုသည် မတရားပါ။
allowance	ထောက်ပံ့ကြေး	သူမ၏ မုန့်ဖိုးသည် နေ့လယ်စာနှင့် သယ်ယူပို့ဆောင်ရေးအတွက် လုံလောက်သည်။
ally	မဟာမိတ်	ကနေဒါသည် ရင်းနှီးသော မဟာမိတ် ဖြစ်လာခဲ့သည်။
aluminium	အလူမီနီယမ်	ဘောင်ကို အလူမီနီယမ်ဖြင့် ပြုလုပ်ထားသည်။
amateur	အပျော်တမ်း	အပျော်တမ်း ဓာတ်ပုံဆရာတစ်ဦးက ပုံရိုက်ခဲ့သည်။
ambassador	သံအမတ်	သံအမတ်ကြီးသည် ဒေသခံကျောင်းသားများနှင့် တွေ့ဆုံခဲ့သည်။
amend	ပြင်ဆင်သည်	လွှတ်တော်က ဥပဒေကို ပြင်ဆင်ခဲ့သည်။
amendment	ပြင်ဆင်ချက်	ပြင်ဆင်ချက်က စာပိုဒ်တစ်ပိုဒ်ကို ပြောင်းလဲသွားစေသည်။
amid	ကြားတွင်	တင်းမာမှုများ ကြီးထွားလာနေချိန်တွင် မိန့်ခွန်းထွက်ပေါ်လာသည်။
analogy	နှိုင်းယှဉ်ချက်	ဆရာက ရိုးရှင်းသော နှိုင်းယှဉ်ချက်ကို အသုံးပြုခဲ့သည်။
anchor	ကျောက်ဆူး	လှေသည် ကျွန်းအနီးတွင် ကျောက်ချခဲ့သည်။
angel	ကောင်းကင်တမန်	ကလေးသည် နတ်သမီးဝတ်စုံကို ဝတ်ဆင်ထားသည်။
anonymous	အမည်မသိ	တိုင်ကြားချက်သည် အမည်မဖော်ပြထားပါ။
apparatus	ကိရိယာ	ဓာတ်ခွဲခန်းသုံး ကိရိယာကို သန့်ရှင်းရေးလုပ်ရန် လိုအပ်သည်။
appealing	ဆွဲဆောင်မှုရှိသော	ထိုကမ်းလှမ်းချက်သည် ကျောင်းသားများအတွက် ဆွဲဆောင်မှုရှိပုံရသည်။
appetite	စားချင်စိတ်	လေ့ကျင့်ခန်းလုပ်ခြင်းက သူ၏ စားချင်စိတ်ကို တိုးစေသည်။
applaud	လက်ခုပ်တီးသည်	ပရိသတ်ကြီးသည် ကျယ်လောင်စွာ လက်ခုပ်တီးလာကြသည်။
applicable	အကျုံးဝင်သော	လျှော့စျေးသည် ယနေ့ အကျုံးဝင်သည်။
appoint	ခန့်အပ်သည်	ဘုတ်အဖွဲ့သည် ဒါရိုက်တာတစ်ဦးကို ခန့်အပ်မည်ဖြစ်သည်။
appreciation	ကျေးဇူးတင်ရှိခြင်း	သူတို့၏ အကူအညီအတွက် သူမက ကျေးဇူးတင်ကြောင်း ပြောကြားခဲ့သည်။
arbitrary	အကြောင်းပြချက်မရှိသော	သတ်မှတ်ရက်သည် ဝန်ထမ်းများအတွက် အကြောင်းပြချက်မရှိ ဖြစ်နေပုံရသည်။
architectural	ဗိသုကာဆိုင်ရာ	မြို့တော်သည် ၎င်း၏ ဗိသုကာဆိုင်ရာ အမွေအနှစ်များကို ကာကွယ်ထားသည်။
archive	မော်ကွန်းတိုက်	မော်ကွန်းတိုက်တွင် ဓာတ်ပုံဟောင်းများကို သိမ်းဆည်းထားသည်။
arena	နယ်ပယ်	စကားစစ်ထိုးပွဲသည် ပြည်သူ့နယ်ပယ်သို့ ရောက်ရှိသွားသည်။
arguably	ဆိုရလောက်အောင်	၎င်းသည် သူ၏ အကောင်းဆုံးဝတ္ထုဟု ဆိုရလောက်သည်။
arm	လက်နက်တပ်ဆင်ပေးသည်	အစောင့်များသည် ယာဉ်တန်းကို လက်နက်တပ်ဆင်ပေးလိမ့်မည်။
array	အစီအရီ	ဆိုင်တွင် ကိရိယာမျိုးစုံကို ရောင်းချပေးသည်။
articulate	ရှင်းလင်းစွာပြောဆိုသည်	သူမသည် ရှုပ်ထွေးသော အကြံဉာဏ်များကို ရှင်းလင်းစွာ ပြောဆိုနိုင်သည်။
ash	ပြာ	မီးလောင်ပြီးနောက် ပြာများ ကားကို ဖုံးလွှမ်းသွားသည်။
aspiration	ရည်မှန်းချက်	သူမ၏ ရည်မှန်းချက်မှာ ခွဲစိတ်ဆရာဝန်တစ်ဦး ဖြစ်လာရန်ဖြစ်သည်။
aspire	ရည်မှန်းသည်	ကျောင်းသားများစွာသည် ဆရာဝန်ဘဝကို ရည်မှန်းထားကြသည်။
assassination	လုပ်ကြံသတ်ဖြတ်ခြင်း	လုပ်ကြံသတ်ဖြတ်မှုက နိုင်ငံ၏ နိုင်ငံရေးကို ပြောင်းလဲစေခဲ့သည်။
assault	တိုက်ခိုက်မှု	တိုက်ခိုက်မှုသည် ဘူတာရုံအနီးတွင် ဖြစ်ပွားခဲ့သည်။
assemble	တပ်ဆင်သည်	အလုပ်သမားများသည် ပရိဘောဂများကို လက်ဖြင့် တပ်ဆင်ကြသည်။
assembly	စုဝေးခြင်း	ကျောင်းစုဝေးပွဲကို ကိုးနာရီတွင် စတင်သည်။
assert	အခိုင်အမာပြောဆိုသည်	သူသည် မိမိ၏ အခွင့်အရေးကို အခိုင်အမာပြောဆိုခဲ့သည်။
assertion	အခိုင်အမာပြောဆိုချက်	သူမ၏ အခိုင်အမာ ပြောဆိုချက်က အဖွဲ့ကို အံ့သြစေခဲ့သည်။
assurance	အာမခံချက်	မန်နေဂျာက ပံ့ပိုးကူညီမည်ဟု အာမခံချက် ပေးခဲ့သည်။
asylum	ခိုလှုံခွင့်	မိသားစုသည် နယ်စပ်တွင် ခိုလှုံခွင့် တောင်းခံခဲ့သည်။
atrocity	ရက်စက်ကြမ်းကြုတ်မှု	ရုပ်ရှင်တွင် စစ်အတွင်းက ရက်စက်ကြမ်းကြုတ်မှုများကို ဖော်ပြထားသည်။
attain	ရရှိသည်	အပြေးသမား အနည်းငယ်သာ ထိုအမြန်နှုန်းကို ရရှိသည်။
attendance	တက်ရောက်မှု	ကြေညာပြီးနောက် တက်ရောက်မှု ပိုမိုကောင်းမွန်လာသည်။
attorney	ရှေ့နေ	ရှေ့နေက သက်သေကို မေးခွန်းထုတ်ခဲ့သည်။
attribute	အကြောင်းရင်းဟုသတ်မှတ်သည်	သိပ္ပံပညာရှင်များက မြင့်တက်လာမှုကို ညစ်ညမ်းမှုကြောင့်ဟု သတ်မှတ်သည်။
audit	စာရင်းစစ်ဆေးခြင်း	စာရင်းစစ်ဆေးမှုတွင် အမှားများစွာကို တွေ့ရှိခဲ့သည်။
authentic	စစ်မှန်သော	စားသောက်ဆိုင်သည် စစ်မှန်သော ဒေသအစားအစာများကို တည်ခင်းပေးသည်။
authorize	အခွင့်အာဏာပေးသည်	မန်နေဂျာများသာ ငွေပြန်အမ်းမှုကို ခွင့်ပြုနိုင်သည်။
auto	မော်တော်ကား	မော်တော်ကားလုပ်ငန်းသည် လျင်မြန်စွာ ပြောင်းလဲသွားသည်။
autonomy	ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်	ဒေသသည် ပိုမိုကြီးမားသော ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ကို လိုချင်သည်။
availability	ရရှိနိုင်မှု	ထိုင်ခုံရရှိနိုင်မှုမှာ ကန့်သတ်ထားသည်။
await	စောင့်ဆိုင်း	မက်ဆေ့ချ်များစွာသည် သင့်အကြောင်းပြန်ချက်ကို စောင့်ဆိုင်းနေသည်။
backdrop	နောက်ခံ	တောင်များသည် ထူးခြားသော နောက်ခံတစ်ခု ဖြစ်လာသည်။
backing	ထောက်ခံမှု	အဆိုပြုချက်သည် မဲဆန္ဒရှင်များထံမှ ထောက်ခံမှု ရရှိခဲ့သည်။
backup	အရန်	စနစ်သည် နေ့စဉ် အရန်တစ်ခုကို ဖန်တီးသည်။
bail	အာမခံ	တရားသူကြီးက မွန်းတည့်ချိန်တွင် အာမခံသတ်မှတ်ခဲ့သည်။
ballot	မဲလက်မှတ်	မဲဆန္ဒရှင်တစ်ဦးစီသည် မဲလက်မှတ်တစ်စောင် ရရှိခဲ့သည်။
banner	စာတန်း	စာတန်းကို ဝင်ပေါက်အထက်တွင် ချိတ်ဆွဲထားသည်။
bare	ဗလာဖြစ်သော	အခန်းတွင် ဗလာဖြစ်နေသော နံရံများ ရှိသည်။
barrel	စည်	စည်ထဲတွင် ရေပြည့်နေသည်။
bass1	ဘေ့စ်သံ	ဘေ့စ်သံသည် နက်ရှိုင်းပြီး နွေးထွေးသည်။
battlefield	စစ်တလင်း	စစ်တလင်းဟောင်းသည် အထိမ်းအမှတ်နေရာတစ်ခု ဖြစ်လာသည်။
bay	ပင်လယ်အော်	ရွာသည် တိတ်ဆိတ်သော ပင်လယ်အော်ဘေးတွင် ရှိသည်။
beam	ထုပ်တန်း	သံမဏိထုပ်တန်းသည် အမိုးကို ထောက်မထားသည်။
beast	သားရဲ	ဇာတ်လမ်းက ကြမ်းကြုတ်သော သားရဲအကြောင်းကို ဖော်ပြသည်။
behalf	ကိုယ်စား	သူမသည် အသင်းကိုယ်စား စကားပြောခဲ့သည်။
beloved	ချစ်မြတ်နိုးရသော	ချစ်မြတ်နိုးရသော ဆရာသည် ယနေ့ အငြိမ်းစားယူသွားသည်။
bench	ခုံတန်းလျား	သူတို့သည် သစ်သားခုံတန်းလျားပေါ်တွင် ထိုင်ခဲ့ကြသည်။
benchmark	စံသတ်မှတ်ချက်	စမ်းသပ်မှုသည် လုပ်ငန်းစံသတ်မှတ်ချက်တစ်ခု ဖြစ်လာသည်။
beneath	အောက်တွင်	စာရွက်စာတမ်းများသည် ဖိုင်တွဲအောက်တွင် ရှိသည်။
beneficiary	အကျိုးခံစားခွင့်ရှိသူ	သူမ၏သားသည် အဓိက အကျိုးခံစားခွင့်ရှိသူ ဖြစ်သည်။
betray	သစ္စာဖောက်	သင့်သူငယ်ချင်း၏ ယုံကြည်မှုကို သစ္စာမဖောက်ပါနှင့်။
bind	ချည်နှောင်	သဘောတူညီချက်သည် ကုမ္ပဏီနှစ်ခုလုံးကို ချည်နှောင်ထားမည်ဖြစ်သည်။
biography	အတ္ထုပ္ပတ္တိ	သူ၏ အတ္ထုပ္ပတ္တိ စာအုပ်များစွာ ရောင်းချခဲ့ရသည်။
bishop	ဘုန်းတော်ကြီး	ဘုန်းတော်ကြီးသည် ရွာဘုရားကျောင်းသို့ လာရောက်လည်ပတ်ခဲ့သည်။
bizarre	ထူးဆန်းသော	ရုပ်ရှင်တွင် ထူးဆန်းသော ဇာတ်သိမ်းတစ်ခု ရှိသည်။
blade	ဓားသွား	ဓားသွားသည် ကြိုးကို ဖြတ်တောက်လိုက်သည်။
blast	ပေါက်ကွဲမှု	ပေါက်ကွဲမှုကြောင့် အနီးနားရှိ ပြတင်းပေါက်များ ကွဲသွားသည်။
bleed	သွေးထွက်	ပြတ်ရှရာသည် သွေးများစွာ ထွက်လာသည်။
blend	ရောနှော	ငံပြာရည်ကို ချောမွေ့သွားသည်အထိ ရောနှောပါ။
bless	ကောင်းချီးပေး	ဘုန်းကြီးက အိမ်ကို ကောင်းချီးပေးလိမ့်မည်။
blessing	ကောင်းချီး	ပံ့ပိုးမှုရရှိခြင်းသည် ကောင်းချီးတစ်ခုဖြစ်သည်။
boast	ကြွားလုံးထုတ်	သူသည် ငွေကြေးနှင့်ပတ်သက်ပြီး ကြွားလုံးထုတ်ရသည်ကို နှစ်သက်သည်။
bonus	ဆုကြေးငွေ	ဝန်ထမ်းများသည် အားလပ်ရက် ဆုကြေးငွေ ရရှိခဲ့သည်။
boom	တိုးတက်မှု	မြို့သည် ဆောက်လုပ်ရေးလုပ်ငန်းများ တိုးတက်မှုကို ကြုံတွေ့ခဲ့ရသည်။
bounce	ခုန်ပေါက်	ဘောလုံးသည် အလွန်မြင့်မားစွာ ခုန်ပေါက်နိုင်သည်။
boundary	နယ်နိမိတ်	မြစ်သည် နယ်နိမိတ်ကို မှတ်သားထားသည်။
bow1	ဦးညွှတ်	သရုပ်ဆောင်သည် နက်ရှိုင်းစွာ ဦးညွှတ်လိုက်သည်။
breach	ချိုးဖောက်မှု	ချိုးဖောက်မှုသည် ကိုယ်ရေးကိုယ်တာ အချက်အလက်များကို ပေါက်ကြားစေသည်။
breakdown	ခွဲခြမ်းစိတ်ဖြာမှု	အစီရင်ခံစာတွင် ကုန်ကျစရိတ် ခွဲခြမ်းစိတ်ဖြာမှု ပါဝင်သည်။
breakthrough	အောင်မြင်မှု	တွေ့ရှိချက်သည် ကြီးမားသော အောင်မြင်မှုတစ်ခုဖြစ်သည်။
breed	မျိုးပွား	ဤငှက်များသည် နွေဦးရာသီတွင် မျိုးပွားကြသည်။
broadband	ဘရော့ဘန်း	ရုံးသည် ပိုမိုမြန်ဆန်သော ဘရော့ဘန်း လိုအပ်သည်။
browser	ဘရောက်ဆာ	လော့ဂ်အင်မဝင်မီ သင့်ဘရောက်ဆာကို အပ်ဒိတ်လုပ်ပါ။
brutal	ရက်စက်ကြမ်းကြုတ်သော	တိုက်ခိုက်မှုသည် ရက်စက်ကြမ်းကြုတ်ပြီး ရုတ်တရက်ဖြစ်သည်။
buck	ဒေါ်လာ	လက်မှတ်သည် ဆယ်ဒေါ်လာ ကျသင့်သည်။
buddy	သူငယ်ချင်း	သူ့သူငယ်ချင်းက အပြင်မှာ စောင့်နေခဲ့သည်။
buffer	ကြားခံ	သစ်ပင်များသည် ဆူညံသံကို ကာကွယ်ပေးသော ကြားခံတစ်ခုကို ဖန်တီးပေးသည်။
bulk	အမြောက်အမြား	သူတို့သည် ဆန်ကို အမြောက်အမြား ဝယ်ယူခဲ့ကြသည်။
burden	ဝန်ထုပ်ဝန်ပိုး	အကြွေးသည် လေးလံသော ဝန်ထုပ်ဝန်ပိုး ဖြစ်လာသည်။
bureaucracy	ဗျူရိုကရေစီ	ဗျူရိုကရေစီကြောင့် ခွင့်ပြုချက် နှောင့်နှေးခဲ့သည်။
burial	သင်္ဂြိုဟ်ခြင်း	သင်္ဂြိုဟ်ခြင်းကို အရုဏ်တက်ချိန်တွင် ပြုလုပ်ခဲ့သည်။
burst	ပေါက်ကွဲ	ဖိအားကြောင့် ပိုက်ပေါက်ကွဲနိုင်သည်။
cabinet	အစိုးရအဖွဲ့	အစိုးရအဖွဲ့သည် အစီအစဉ်ကို အတည်ပြုခဲ့သည်။
calculation	တွက်ချက်မှု	တွက်ချက်မှုသည် မိနစ်အနည်းငယ် ကြာသည်။
canvas	ပတ္တူစ	ပန်းချီဆရာသည် ကြီးမားသော ပတ္တူစပေါ်တွင် ပန်းချီဆွဲခဲ့သည်။
capability	စွမ်းဆောင်ရည်	ကိရိယာတွင် ဝါယာလက်စွမ်းဆောင်ရည် ရှိသည်။
capitalism	အရင်းရှင်စနစ်	အရင်းရှင်စနစ်သည် ခေတ်သစ်စီးပွားရေးကို ပုံဖော်ခဲ့သည်။
capitalist	အရင်းရှင်	အရင်းရှင်စနစ်သည် ပုဂ္ဂလိက ရင်းနှီးမြှုပ်နှံမှုကို ဆုချသည်။
cargo	ကုန်ပစ္စည်း	သင်္ဘောသည် ဆေးဘက်ဆိုင်ရာ ကုန်ပစ္စည်းများကို သယ်ဆောင်လာသည်။
carriage	ရထားတွဲ	ရထားတွဲသည် နီးပါး လွတ်နေသည်။
carve	ထွင်းထု	သူသည် သစ်သားကို ဂရုတစိုက် ထွင်းထုလိမ့်မည်။
casino	ကာစီနို	ကာစီနိုသည် ဟိုတယ်အနီးတွင် ဖွင့်လှစ်ခဲ့သည်။
casualty	သေဆုံးဒဏ်ရာရသူ	ယာဉ်တိုက်မှုကြောင့် လူတစ်ဦး သေဆုံးဒဏ်ရာရခဲ့သည်။
catalogue	ကတ်တလောက်	ကတ်တလောက်တွင် ထုတ်ကုန်တိုင်းကို စာရင်းပြုစုထားသည်။
cater	ဧည့်ခံကျွေးမွေး	စားသောက်ဆိုင်သည် ကြီးမားသော ပွဲများကို ဧည့်ခံကျွေးမွေးနိုင်သည်။
cattle	ကျွဲနွား	ကျွဲနွားများသည် မြစ်အနီးတွင် မြက်စားနေကြသည်။
caution	သတိ	ရေခဲနေသော လမ်းများတွင် သတိပြုပါ။
cautious	သတိထားသော	ရင်းနှီးမြှုပ်နှံသူများသည် ယခုအပတ်တွင် သတိထားနေဆဲဖြစ်သည်။
cease	ရပ်တန့်	စက်ရုံသည် မကြာမီ ထုတ်လုပ်မှုကို ရပ်တန့်တော့မည်။
cemetery	သင်္ချိုင်း	သင်္ချိုင်းသည် ပင်လယ်ကို စီးမိုးကြည့်ရှုနိုင်သည်။
chamber	အခန်း	မဲပေးစဉ်အတွင်း အခန်းသည် တိတ်ဆိတ်နေခဲ့သည်။
chaos	ပရမ်းပတာ	နှောင့်နှေးမှုကြောင့် လေဆိပ်တွင် ပရမ်းပတာ ဖြစ်စေခဲ့သည်။
characterize	ဝိသေသလက္ခဏာပြ	ကျွမ်းကျင်သူများက အစီအစဉ်ကို အန္တရာယ်ရှိသည်ဟု ဝိသေသလက္ခဏာပြသည်။
charm	ဆွဲဆောင်မှု	မြို့တွင် ရှေးဟောင်းဆွဲဆောင်မှု ရှိသည်။
charter	ပဋိညာဉ်စာတမ်း	ပဋိညာဉ်စာတမ်းသည် အခြေခံအခွင့်အရေးများကို ကာကွယ်ပေးသည်။
chronic	နာတာရှည်	သူသည် နာတာရှည် ခါးနာရောဂါကို ခံစားနေရသည်။
chunk	အတုံး	ဒိန်ခဲကို အတုံးတစ်ခုဖြစ်အောင် လှီးဖြတ်ပါ။
circulate	လည်ပတ်	ကျေးဇူးပြု၍ ယနေ့ အစီအစဉ်ကို ဖြန့်ဝေပေးပါ။
circulation	ပျံ့နှံ့မှု	သတင်းစာပျံ့နှံ့မှုသည် သိသိသာသာ ကျဆင်းသွားသည်။
citizenship	နိုင်ငံသားဖြစ်မှု	သူမသည် ပြင်သစ်နိုင်ငံသားအဖြစ် လျှောက်ထားခဲ့သည်။
civic	မြို့ပြဆိုင်ရာ	မြို့ပြခေါင်းဆောင်များသည် အစည်းအဝေးသို့ တက်ရောက်ခဲ့ကြသည်။
civilian	အရပ်သား	အရပ်သားနေအိမ် အများအပြား ပျက်စီးခဲ့သည်။
clarity	ရှင်းလင်းမှု	ပုံကြမ်းသည် အစီရင်ခံစာကို ပိုမိုရှင်းလင်းစေသည်။
clash	ပဋိပက္ခ	ချီတက်ဆန္ဒပြပြီးနောက် ပဋိပက္ခ စတင်ခဲ့သည်။
classification	အမျိုးအစားခွဲခြားခြင်း	အမျိုးအစားခွဲခြားခြင်းသည် အရွယ်အစားပေါ်တွင် မူတည်သည်။
cling	ကပ်တွယ်	စိုစွတ်သော အဝတ်အစားများသည် အရေပြားကို ကပ်တွယ်နေသည်။
clinical	ဆေးခန်းဆိုင်ရာ	ဆေးခန်းဆိုင်ရာ စမ်းသပ်မှုသည် နောက်လတွင် စတင်မည်ဖြစ်သည်။
closure	ပိတ်သိမ်းခြင်း	မိသားစုသည် အမှုပြီးနောက် ပြီးဆုံးမှုကို လိုချင်ခဲ့သည်။
cluster	အစုအဝေး	အနီးအနားတွင် အိမ်တစ်စု ရှိသည်။
coalition	ညွန့်ပေါင်း	ညွန့်ပေါင်းအဖွဲ့သည် ၎င်း၏ အများစုနေရာကို ဆုံးရှုံးခဲ့သည်။
coastal	ကမ်းရိုးတန်း	ကမ်းရိုးတန်းရွာများသည် ရေကြီးမှုအတွက် ပြင်ဆင်ခဲ့ကြသည်။
cocktail	ကော့တေး	သူမသည် သစ်သီးကော့တေးကို မှာယူခဲ့သည်။
cognitive	သိမြင်မှုဆိုင်ရာ	သိမြင်မှုဆိုင်ရာ စွမ်းရည်များသည် လေ့ကျင့်မှုဖြင့် တိုးတက်လာသည်။
coincide	တိုက်ဆိုင်	ပွဲတော်သည် ဘွဲ့နှင်းသဘင်နှင့် တိုက်ဆိုင်လိမ့်မည်။
collaborate	ပူးပေါင်းဆောင်ရွက်	အဖွဲ့များသည် ဆော့ဖ်ဝဲလ်တွင် ပူးပေါင်းဆောင်ရွက်ကြသည်။
