source_headword	LO	example_LO
major	ສຳຄັນ;ໃຫຍ່	ນີ້ແມ່ນບັນຫາສຳຄັນ.
male	ເພດຊາຍ	ນົກເພດຊາຍມີສີສົດ.
manage	ຈັດການ;ເຮັດໄດ້	ເຈົ້າເຮັດວຽກນີ້ໄດ້ບໍ.
manager	ຜູ້ຈັດການ	ຜູ້ຈັດການກຳລັງຫຍຸ້ງ.
manner	ວິທີ;ມາລະຍາດ	ເວົ້າດ້ວຍມາລະຍາດສຸພາບ.
mark	ໝາຍ	ໝາຍຄຳຕອບຂອງເຈົ້າໃຫ້ຊັດ.
marry	ແຕ່ງງານ	ພວກເຂົາຈະແຕ່ງງານໃນເດືອນມິຖຸນາ.
material	ວັດສະດຸ	ວັດສະດຸນີ້ຮູ້ສຶກນຸ່ມ.
mathematics	ຄະນິດສາດ	ຄະນິດສາດເປັນວິຊາທີ່ຂ້ອຍມັກທີ່ສຸດ.
maths	ຄະນິດສາດ	ຄະນິດສາດຍາກສຳລັບຂ້ອຍ.
matter	ສຳຄັນ;ເລື່ອງ	ມັນບໍ່ສຳຄັນ.
may modal	ອາດຈະ;ສາມາດ	ເຈົ້າສາມາດອອກໄປດຽວນີ້.
media	ສື່	ສື່ລາຍງານເລື່ອງນີ້.
medical	ທາງການແພດ	ນາງຕ້ອງການການຊ່ວຍເຫຼືອທາງການແພດ.
medicine	ຢາ	ກິນຢານີ້ຫຼັງອາຫານທ່ຽງ.
memory	ຄວາມຈຳ	ຄວາມຈຳຂອງຂ້ອຍດີ.
mention	ກ່າວເຖິງ	ຢ່າກ່າວເຖິງຊື່ຂ້ອຍ.
metal	ໂລຫະ	ປະຕູຮົ້ວເປັນໂລຫະ.
method	ວິທີການ	ວິທີການນີ້ໃຊ້ໄດ້ດີ.
middle	ກາງ	ຢືນຢູ່ກາງ.
might modal	ອາດຈະ	ມັນອາດຈະຝົນຕົກພາຍຫຼັງ.
mind	ໃຈ;ຄວາມຄິດ	ຂ້ອຍປ່ຽນໃຈ.
mine (belongs to me)	ຂອງຂ້ອຍ	ປຶ້ມນີ້ແມ່ນຂອງຂ້ອຍ.
mirror	ແວ່ນ	ເບິ່ງໃນແວ່ນ.
missing	ຫາຍ	ກະແຈຂອງຂ້ອຍຫາຍ.
mobile	ໂທລະສັບມືຖື	ໂທລະສັບມືຖືຂອງຂ້ອຍຢູ່ເທິງໂຕະ.
monkey	ລີງ	ລີງປີນຕົ້ນໄມ້.
moon	ດວງຈັນ	ດວງຈັນສະຫວ່າງ.
mostly	ເປັນສ່ວນໃຫຍ່	ຫ້ອງຮຽນສະຫງົບເປັນສ່ວນໃຫຍ່.
motorcycle	ລົດຈັກ	ລາວຂີ່ລົດຈັກ.
movement	ການເຄື່ອນໄຫວ	ຂ້ອຍເຫັນການເຄື່ອນໄຫວໃນຕົ້ນໄມ້.
musical	ດົນຕີ;ແບບດົນຕີ	ນີ້ແມ່ນຮູບເງົາດົນຕີ.
musician	ນັກດົນຕີ	ນັກດົນຕີຫຼິ້ນກີຕາ.
myself	ຕົວຂ້ອຍເອງ	ຂ້ອຍເຮັດສິ່ງນີ້ດ້ວຍຕົວຂ້ອຍເອງ.
narrow	ແຄບ	ຖະໜົນນີ້ແຄບ.
national	ແຫ່ງຊາດ	ມື້ນີ້ແມ່ນວັນພັກແຫ່ງຊາດ.
nature	ທຳມະຊາດ	ຂ້ອຍຮັກທຳມະຊາດ.
nearly	ເກືອບ	ພວກເຮົາເກືອບຮອດແລ້ວ.
necessary	ຈຳເປັນ	ສິ່ງນີ້ຈຳເປັນບໍ.
neck	ຄໍ	ຄໍຂອງຂ້ອຍເຈັບ.
neither	ບໍ່ທັງສອງ	ຄຳຕອບທັງສອງບໍ່ຖືກ.
nervous	ປະຫວາດ	ນາງຮູ້ສຶກປະຫວາດ.
network	ເຄືອຂ່າຍ	ເຄືອຂ່າຍເສຍ.
noise	ສຽງລົບກວນ	ຂ້ອຍໄດ້ຍິນສຽງລົບກວນດັງ.
noisy	ມີສຽງດັງ	ຖະໜົນນີ້ມີສຽງດັງ.
none	ບໍ່ມີຜູ້ໃດ	ບໍ່ມີພວກເຂົາມາ.
normal	ປົກກະຕິ	ນີ້ແມ່ນປົກກະຕິ.
normally	ປົກກະຕິແລ້ວ	ປົກກະຕິແລ້ວຂ້ອຍຕື່ນເຊົ້າ.
notice	ສັງເກດ	ເຈົ້າສັງເກດປ້າຍນັ້ນບໍ.
novel	ນະວະນິຍາຍ	ນາງຂຽນນະວະນິຍາຍ.
nowhere	ບໍ່ມີບ່ອນໃດ	ບໍ່ມີບ່ອນໃດໃຫ້ນັ່ງ.
nut	ໝາກແກ່ນ	ໝາກແກ່ນນີ້ແຂງ.
ocean	ມະຫາສະໝຸດ	ມະຫາສະໝຸດເລິກ.
offer	ຂໍ້ສະເໜີ	ຂ້ອຍຍອມຮັບຂໍ້ສະເໜີ.
officer	ເຈົ້າໜ້າທີ່	ເຈົ້າໜ້າທີ່ກວດປີ້ຂອງຂ້ອຍ.
oil	ນ້ຳມັນ	ເພີ່ມນ້ຳມັນໃສ່ກະທະ.
onto	ໄປເທິງ	ວາງມັນໄປເທິງຊັ້ນ.
opportunity	ໂອກາດ	ນີ້ແມ່ນໂອກາດດີ.
option	ທາງເລືອກ	ເລືອກທາງເລືອກທີ່ດີທີ່ສຸດ.
ordinary	ທຳມະດາ	ມັນເປັນມື້ທຳມະດາ.
organization	ອົງການ	ອົງການຊ່ວຍນັກຮຽນ.
organize	ຈັດລະບຽບ	ກະລຸນາຈັດລະບຽບເອກະສານ.
original	ຕົ້ນສະບັບ	ເກັບໃບຮັບເງິນຕົ້ນສະບັບ.
ourselves	ຕົວພວກເຮົາເອງ	ພວກເຮົາແຕ່ງອາຫານແລງດ້ວຍຕົວພວກເຮົາເອງ.
oven	ເຕົາອົບ	ເຕົາອົບຮ້ອນ.
owner	ເຈົ້າຂອງ	ເຈົ້າຂອງເປີດຮ້ານ.
pack	ຈັດກະເປົາ;ຫໍ່	ຈັດກະເປົາຂອງເຈົ້າດຽວນີ້.
pain	ຄວາມເຈັບປວດ	ຂ້ອຍຮູ້ສຶກເຈັບປວດທີ່ຫຼັງ.
painter	ຊ່າງທາສີ	ຊ່າງທາສີເຮັດຝາສຳເລັດ.
palace	ພະລາຊະວັງ	ພະລາຊະວັງເກົ່າ.
pants	ກາງເກງ	ກາງເກງນີ້ຍາວເກີນໄປ.
parking	ບ່ອນຈອດລົດ	ບ່ອນຈອດລົດຍາກຢູ່ທີ່ນີ້.
particular	ສະເພາະ	ຂ້ອຍຕ້ອງການປຶ້ມສະເພາະ.
pass	ສົ່ງໃຫ້;ຜ່ານ	ສົ່ງເກືອໃຫ້ຂ້ອຍ.
passenger	ຜູ້ໂດຍສານ	ຜູ້ໂດຍສານແຕ່ລະຄົນຕ້ອງການປີ້.
patient	ອົດທົນ;ຄົນເຈັບ	ອົດທົນກັບເດັກນ້ອຍ.
pattern	ແບບລາຍ	ແບບລາຍນີ້ງ່າຍ.
peace	ສັນຕິພາບ	ພວກເຮົາທຸກຄົນຕ້ອງການສັນຕິພາບ.
penny	ຫຼຽນນ້ອຍ	ຂ້ອຍພົບຫຼຽນນ້ອຍໜຶ່ງ.
per	ຕໍ່	ປີ້ລາຄາສິບດອລລາຕໍ່ຄົນ.
per cent	ເປີເຊັນ	ຫ້າເປີເຊັນແມ່ນນ້ອຍ.
perform	ສະແດງ	ວົງດົນຕີຈະສະແດງຄືນນີ້.
perhaps	ບາງທີ	ບາງທີນາງຢູ່ເຮືອນ.
permission	ການອະນຸຍາດ	ຂໍອະນຸຍາດກ່ອນ.
personality	ບຸກຄະລິກ	ລາວມີບຸກຄະລິກເປັນມິດ.
pet	ສັດລ້ຽງ	ສັດລ້ຽງຂອງຂ້ອຍແມ່ນແມວ.
petrol	ນ້ຳມັນລົດ	ລົດຕ້ອງການນ້ຳມັນລົດ.
physical	ທາງຮ່າງກາຍ	ການອອກກຳລັງກາຍຊ່ວຍສຸຂະພາບ.
physics	ຟີຊິກ	ຟີຊິກຍາກ.
pick	ເລືອກ	ເລືອກບັດໜຶ່ງ.
pilot	ນັກບິນ	ນັກບິນເວົ້າຊັດ.
planet	ດາວເຄາະ	ໂລກແມ່ນດາວເຄາະ.
plastic	ພາດສະຕິກ	ຂວດນີ້ເປັນພາດສະຕິກ.
plate	ຈານ	ວາງອາຫານໃສ່ຈານ.
platform	ຊານຊາລາ;ເວທີ	ລໍຖ້າຢູ່ຊານຊາລາສອງ.
pleased	ຍິນດີ	ຂ້ອຍຍິນດີທີ່ໄດ້ພົບເຈົ້າ.
pocket	ກະເປົາເສື້ອ	ປີ້ຢູ່ໃນກະເປົາເສື້ອຂ້ອຍ.
polite	ສຸພາບ	ສຸພາບກັບທຸກຄົນ.
pollution	ມົນລະພິດ	ມົນລະພິດທຳລາຍມະຫາສະໝຸດ.
pop	ເພງປັອບ	ຂ້ອຍມັກເພງປັອບ.
population	ປະຊາກອນ	ປະຊາກອນກຳລັງເພີ່ມຂຶ້ນ.
position	ຕຳແໜ່ງ	ປ່ຽນຕຳແໜ່ງຂອງເຈົ້າ.
possession	ຊັບສິນ	ແຫວນນີ້ແມ່ນຊັບສິນຂອງຂ້ອຍ.
possibility	ຄວາມເປັນໄປໄດ້	ມີຄວາມເປັນໄປໄດ້ວ່າຝົນຈະຕົກ.
poster	ໂປສເຕີ	ຕິດໂປສເຕີໃສ່ຝາ.
power	ພະລັງງານ	ຄອມພິວເຕີຕ້ອງການພະລັງງານ.
predict	ຄາດຄະເນ	ພວກເຮົາຄາດຄະເນອາກາດບໍ່ໄດ້.
president	ປະທານາທິບໍດີ	ປະທານາທິບໍດີກ່າວສຸນທອນພົດ.
prevent	ປ້ອງກັນ	ລ້າງມືເພື່ອປ້ອງກັນພະຍາດ.
print	ພິມ	ພິມເອກະສານ.
printer	ເຄື່ອງພິມ	ເຄື່ອງພິມເສຍ.
prison	ຄຸກ	ລາວໄປຄຸກ.
prize	ລາງວັນ	ນາງຊະນະລາງວັນ.
process	ຂະບວນການ	ຂະບວນການນີ້ໃຊ້ເວລາ.
produce	ຜະລິດ	ຟາມຜະລິດອາຫານ.
professional	ມືອາຊີບ	ນາງເປັນນັກເຕັ້ນມືອາຊີບ.
professor	ອາຈານສາດສະດາຈານ	ອາຈານສາດສະດາຈານຕອບຄຳຖາມ.
profile	ປະຫວັດສ່ວນຕົວ	ປັບປຸງປະຫວັດສ່ວນຕົວຂອງເຈົ້າ.
program	ລາຍການ;ໂປຣແກຣມ	ລາຍການເລີ່ມດຽວນີ້.
progress	ຄວາມຄືບໜ້າ	ພວກເຮົາມີຄວາມຄືບໜ້າມື້ນີ້.
promise	ສັນຍາ	ຮັກສາສັນຍາຂອງເຈົ້າ.
pronounce	ອອກສຽງ	ກະລຸນາອອກສຽງຄຳນີ້.
protect	ປົກປ້ອງ	ປົກປ້ອງຕາຂອງເຈົ້າ.
provide	ສະໜອງ	ພວກເຂົາສະໜອງນ້ຳຟຣີ.
pub	ຮ້ານເຫຼົ້າ	ພວກເຮົາພົບກັນທີ່ຮ້ານເຫຼົ້າ.
public	ສາທາລະນະ	ສວນນີ້ເປັນສາທາລະນະ.
publish	ຕີພິມ	ພວກເຂົາຕີພິມວາລະສານ.
pull	ດຶງ	ດຶງປະຕູ.
purpose	ຈຸດປະສົງ	ຈຸດປະສົງແມ່ນຫຍັງ.
push	ຍູ້	ຍູ້ປຸ່ມ.
quality	ຄຸນນະພາບ	ຄຸນນະພາບສູງ.
quantity	ປະລິມານ	ກວດປະລິມານ.
queen	ພະລາຊິນີ	ພະລາຊິນີໂບກມື.
quietly	ຢ່າງງຽບໆ	ເວົ້າຢ່າງງຽບໆ.
race (competition)	ການແຂ່ງຂັນ	ການແຂ່ງຂັນຈະເລີ່ມໄວໆນີ້.
railway	ທາງລົດໄຟ	ທາງລົດໄຟປິດ.
raise	ຍົກ	ຍົກມືຂອງເຈົ້າ.
rate	ອັດຕາ	ອັດຕາໂຮງແຮມສູງ.
rather	ຄ່ອນຂ້າງ	ຂ້ອຍຄ່ອນຂ້າງເມື່ອຍ.
reach	ເອື້ອມເຖິງ	ເຈົ້າເອື້ອມເຖິງຊັ້ນນັ້ນໄດ້ບໍ.
react	ຕອບສະໜອງ	ລາວຕອບສະໜອງແນວໃດ.
realize	ຮູ້ຕົວ	ຂ້ອຍຮູ້ຕົວຄວາມຜິດພາດຂອງຂ້ອຍ.
receive	ໄດ້ຮັບ	ເຈົ້າໄດ້ຮັບຂໍ້ຄວາມຂອງຂ້ອຍບໍ.
recent	ຫຼ້າສຸດ	ນີ້ແມ່ນຮູບຖ່າຍຫຼ້າສຸດ.
recently	ບໍ່ດົນມານີ້	ຂ້ອຍຍ້າຍມາບໍ່ດົນມານີ້.
reception	ການຕ້ອນຮັບ	ການຕ້ອນຮັບຢູ່ວັນຈັນ.
recipe	ສູດອາຫານ	ສູດອາຫານນີ້ງ່າຍ.
recognize	ຈື່ໄດ້	ຂ້ອຍຈື່ເພງນັ້ນໄດ້.
recommend	ແນະນຳ	ຂ້ອຍແນະນຳປຶ້ມນີ້.
record	ບັນທຶກ	ເກັບບັນທຶກການຈ່າຍເງິນ.
recording	ການບັນທຶກສຽງ	ການບັນທຶກສຽງຟັງຊັດ.
recycle	ນຳກັບມາໃຊ້ໃໝ່	ນຳເຈ້ຍແລະພາດສະຕິກກັບມາໃຊ້ໃໝ່.
reduce	ຫຼຸດລົງ	ຫຼຸດຄວາມຮ້ອນລົງ.
refer	ອ້າງອີງ	ອ້າງອີງໄປຫາໜ້າສອງ.
refuse1	ປະຕິເສດ	ຂ້ອຍປະຕິເສດທີ່ຈະຕົວະ.
region	ພາກພື້ນ	ພາກພື້ນນີ້ໜາວ.
regular	ປົກກະຕິ	ລາວເປັນລູກຄ້າປົກກະຕິ.
relationship	ຄວາມສຳພັນ	ຄວາມສຳພັນຂອງພວກເຂົາແຂງແຮງ.
remove	ເອົາອອກ	ເອົາເກີບຂອງເຈົ້າອອກ.
repair	ສ້ອມແປງ	ສ້ອມແປງລົດຖີບມື້ນີ້.
replace	ປ່ຽນແທນ	ປ່ຽນແທນແບັດເກົ່າ.
reply	ຕອບກັບ	ກະລຸນາຕອບກັບໄວໆ.
reporter	ນັກຂ່າວ	ນັກຂ່າວຈົດບັນທຶກ.
request	ຄຳຂໍ	ຂ້ອຍເຮັດຄຳຂໍໜຶ່ງ.
research	ຄົ້ນຄວ້າ	ພວກເຮົາຄົ້ນຄວ້າປະຫວັດສາດທ້ອງຖິ່ນ.
researcher	ນັກຄົ້ນຄວ້າ	ນັກຄົ້ນຄວ້າກວດຂໍ້ມູນ.
respond	ຕອບສະໜອງ	ກະລຸນາຕອບສະໜອງມື້ນີ້.
response	ການຕອບສະໜອງ	ການຕອບສະໜອງຂອງນາງໄວ.
rest (remaining part)	ສ່ວນທີ່ເຫຼືອ	ກິນສ່ວນທີ່ເຫຼືອພາຍຫຼັງ.
rest (sleep/relax)	ພັກຜ່ອນ	ເຈົ້າຕ້ອງພັກຜ່ອນ.
review	ທົບທວນ	ທົບທວນບັນທຶກຂອງເຈົ້າຄືນນີ້.
ring1	ແຫວນ	ນາງໃສ່ແຫວນຄຳ.
ring2	ໂທຫາ	ໂທຫາຂ້ອຍຫຼັງອາຫານທ່ຽງ.
rise	ເພີ່ມຂຶ້ນ	ລາຄາເພີ່ມຂຶ້ນທຸກປີ.
rock (stone)	ກ້ອນຫີນ	ກ້ອນຫີນນີ້ໜັກ.
