source_headword	KA	example_KA
long-time	დიდი ხნის	ის დიდი ხნის მოხალისეა.
loom	გამოჩენა	ბნელი ღრუბლები ველზე გამოჩნდა.
loop	მარყუჟი	ბილიკი მარყუჟს ქმნის.
loyalty	ერთგულება	მისმა ერთგულებამ გუნდზე შთაბეჭდილება მოახდინა.
machinery	ტექნიკა	ქარხანამ ახალი ტექნიკა დაამონტაჟა.
magical	ჯადოსნური	ბაღი ღამით ჯადოსნურად გამოიყურებოდა.
magistrate	მოსამართლე	მოსამართლემ საქმე განიხილა.
magnetic	მაგნიტური	მაგნიტურმა ველმა კომპასზე იმოქმედა.
magnitude	მასშტაბი	ზიანის მასშტაბი ნათელი იყო.
mainland	მატერიკი	ბორანი კუნძულებს მატერიკთან აკავშირებს.
mainstream	ძირითადი მიმდინარეობა	იდეა ძირითად პოლიტიკაში შევიდა.
maintenance	ტექნიკური მომსახურება	რეგულარული ტექნიკური მომსახურება თავიდან აიცილებს დაზიანებებს.
mandate	მანდატი	პრეზიდენტმა ძლიერი მანდატი მოითხოვა.
mandatory	სავალდებულო	დასწრება სავალდებულოა სტაჟიორებისთვის.
manifest	გამოვლენა	სიმპტომები შეიძლება კვირების შემდეგ გამოვლინდეს.
manipulate	მანიპულირება	ნუ მოახდენთ გამოკითხვის შედეგების მანიპულირებას.
manipulation	მანიპულაცია	მონაცემთა მანიპულაცია აღმოაჩინეს.
manuscript	ხელნაწერი	გამომცემელმა მიიღო მისი ხელნაწერი.
march	მარში	მომიტინგეები ქალაქის ცენტრში გაივლიან.
marginal	უმნიშვნელო	ცვლილებას უმნიშვნელო სარგებელი ჰქონდა.
marine	ზღვის	ზღვის სიცოცხლეს სუფთა წყალი სჭირდება.
marketplace	ბაზარი	ონლაინ ბაზარი სწრაფად გაფართოვდა.
mask	ნიღაბი	მუშებმა ნიღაბი უნდა ატარონ.
massacre	ხოცვა-ჟლეტა	ხოცვა-ჟლეტამ მთელი რეგიონი შოკში ჩააგდო.
mathematical	მათემატიკური	მათემატიკურმა მოდელმა იწინასწარმეტყველა მოთხოვნა.
mature	მოწიფული	დიდი ხეები ჩრდილს იძლევა.
maximize	მაქსიმიზაცია	განახლება ბატარეის ხანგრძლივობას გაზრდის.
meaningful	აზრიანი	მათ აზრიანი საუბარი ჰქონდათ.
meantime	ამასობაში	ამასობაში, გარეთ დაელოდეთ.
medieval	შუა საუკუნეების	ციხესიმაგრეს შუა საუკუნეების კედლები აქვს.
meditation	მედიტაცია	ყოველდღიური მედიტაცია მის გონებას ამშვიდებს.
melody	მელოდია	მელოდია თავში ჩამრჩა.
memo	მემორანდუმი	მემორანდუმმა ახსნა პოლიტიკა.
memoir	მემუარები	მისი მემუარები ბავშვობის გადასახლებას აღწერს.
memorial	მემორიალი	მემორიალი პატივს მიაგებს ადგილობრივ ჯარისკაცებს.
mentor	მენტორი	მისმა მენტორმა წინადადება განიხილა.
merchant	ვაჭარი	ვაჭარი აბრეშუმს და სანელებლებს ყიდდა.
mercy	წყალობა	მოსამართლემ წყალობა გამოიჩინა.
mere	მხოლოდ	მხოლოდ ერთი შეხედვით შეცდომა გამოჩნდა.
merely	მხოლოდ	მან მხოლოდ გაიმეორა ინსტრუქციები.
merge	შერწყმა	ორი კომპანია გაერთიანდება.
merger	შერწყმა	შერწყმამ შექმნა უფრო დიდი ბანკი.
merit	ღირსება	წინადადებას აშკარა ღირსება აქვს.
methodology	მეთოდოლოგია	კვლევა ხსნის მის მეთოდოლოგიას.
midst	შუაგული	ისინი ქაოსის შუაგულში მუშაობდნენ.
migration	მიგრაცია	სეზონური მიგრაცია გავლენას ახდენს ადგილობრივ სამუშაოებზე.
militant	მებრძოლი	მებრძოლმა ჯგუფმა უარყო მოლაპარაკებები.
militia	მილიცია	მილიცია აკონტროლებდა გზას.
mill	წისქვილი	ძველი წისქვილი მუზეუმად იქცა.
minimal	მინიმალური	გეგმა მინიმალურ ძალისხმევას მოითხოვს.
minimize	შემცირება	ჩვენ უნდა შევამციროთ ზედმეტი რისკი.
mining	სამთო მოპოვება	სამთო მოპოვებამ დააზიანა მდინარის ხეობა.
ministry	სამინისტრო	სამინისტრომ ახალი წესები გამოაცხადა.
minute2	უმცირესი	მინაზე უმცირესი ბზარი გაჩნდა.
miracle	სასწაული	მისი გამოჯანმრთელება სასწაულს ჰგავდა.
misery	ტანჯვა	ლტოლვილებმა წლების განმავლობაში იტანჯეს.
misleading	შეცდომაში შემყვანი	შეცდომაში შემყვანმა დიაგრამამ დააბნია მკითხველები.
missile	რაკეტა	სარაკეტო ტესტმა დაძაბულობა გაზარდა.
mob	ბრბო	გაბრაზებულმა ბრბომ მოძრაობა გადაკეტა.
mobility	მობილურობა	უკეთესი ავტობუსები აუმჯობესებს საქალაქო მობილურობას.
mobilize	მობილიზება	ლიდერები სწრაფად უკეთებენ მობილიზებას მოხალისეებს.
moderate	ზომიერი	კანდიდატს ზომიერი შეხედულებები აქვს.
modification	მოდიფიკაცია	დიზაინს სჭირდება ერთი მოდიფიკაცია.
momentum	იმპულსი	კამპანიამ სწრაფად მოიპოვა იმპულსი.
monk	ბერი	ბერი სიჩუმეში ცხოვრობდა.
monopoly	მონოპოლია	ფირმას მონოპოლია ეკავა.
morality	მორალი	კურსი იკვლევს საზოგადოებრივ მორალს.
motive	მოტივი	პოლიციამ ეჭვქვეშ დააყენა მისი მოტივი.
motorist	მძღოლი	მძღოლი წითელ შუქზე გაჩერდა.
municipal	მუნიციპალური	მუნიციპალური სერვისები წელს გაუმჯობესდა.
mutual	ორმხრივი	მათ მიაღწიეს ორმხრივ შეთანხმებას.
namely	სახელდობრ	ერთი პრობლემა რჩება, სახელდობრ დაფინანსება.
nationwide	ეროვნული	გაფიცვამ გამოიწვია ეროვნული შეფერხებები.
naval	საზღვაო	საზღვაო ბაზა გასულ წელს დაიხურა.
neglect	უგულებელყოფა	ნუ უგულებელყოფთ ძირითად უსაფრთხოებას.
neighbouring	მეზობელი	მეზობელმა ქალაქებმა საავადმყოფო გაიყვეს.
nest	ბუდე	ჩიტმა ბუდე ააშენა.
net	წმინდა	წმინდა მოგება მკვეთრად გაიზარდა.
newsletter	საინფორმაციო ბიულეტენი	საინფორმაციო ბიულეტენი ყოველ პარასკევს მოდის.
niche	ნიშა	კომპანიამ მომგებიანი ნიშა იპოვა.
noble	კეთილშობილი	მისმა კეთილშობილურმა ჟესტმა ყველაზე შთაბეჭდილება მოახდინა.
nod	თავის დაკვრა	გთხოვთ დაუქნიოთ თავი, თუ გესმით.
nominate	წარდგენა	ისინი დაასახელებენ ახალ თავმჯდომარეს.
nomination	ნომინაცია	მისმა ნომინაციამ გააკვირვა კომიტეტი.
nominee	ნომინანტი	ნომინანტმა რთულ კითხვებს უპასუხა.
nonetheless	მიუხედავად ამისა	მიუხედავად ამისა, გეგმა წინ წავიდა.
non-profit	არაკომერციული	ის არაკომერციულ კლინიკაში მუშაობს.
nonsense	სისულელე	ეს ჭორი სრული სისულელეა.
noon	შუადღე	შეხვედრა შუადღისას იწყება.
notable	აღსანიშნავი	ანგარიშმა აღსანიშნავ პროგრესს მიაღწია.
notably	აღსანიშნავია	აღსანიშნავია, რომ ხარჯები მაისში შემცირდა.
notify	შეტყობინება	წასვლამდე გთხოვთ აცნობოთ პერსონალს.
notorious	ცნობილი	გზა ცნობილია ავარიებით.
novel	ახალი	მათ ახალი გამოსავალი შემოგვთავაზეს.
nursery	საბავშვო ბაღი	საბავშვო ბაღი ჩვილებს უვლის.
objection	წინააღმდეგობა	იურისტმა წინააღმდეგობა გამოთქვა.
oblige	ვალდებულება	წესები მძღოლებს გაჩერებას ავალდებულებს.
obsess	აკვიატება	ნუ ჩაიციკლებით მცირე შეცდომებზე.
obsession	შეპყრობილობა	მისმა შეპყრობილობამ სამუშაო დააზიანა.
occasional	იშვიათი	მოსალოდნელია იშვიათი შეფერხებები.
occurrence	შემთხვევა	ასეთი შემთხვევა იშვიათია.
odds	შანსები	წარმატების შანსები გაუმჯობესდა.
offering	შეთავაზება	უნივერსიტეტმა თავისი შეთავაზებები გააფართოვა.
offspring	შთამომავლობა	მელიამ თავისი შთამომავლობა დაიცვა.
operational	მოქმედი	ახალი სისტემა მუშაობს.
opt	არჩევა	ბევრი სტუდენტი ონლაინ გაკვეთილებს ირჩევს.
optical	ოპტიკური	ოპტიკურ ლინზას გაწმენდა სჭირდება.
optimism	ოპტიმიზმი	განცხადების შემდეგ ოპტიმიზმი დაბრუნდა.
oral	ზეპირი	ზეპირი გამოცდა ხვალ იწყება.
organizational	საორგანიზაციო	საორგანიზაციო ცვლილებები დაუყოვნებლივ დაიწყო.
orientation	ორიენტაცია	სემინარი თანამშრომელთა ორიენტაციას ეხებოდა.
originate	წარმოშობა	ბევრი ტრადიცია სოფლებში იღებს სათავეს.
outbreak	აფეთქება	ეპიდემიის აფეთქება მთელ ქალაქს მოედო.
outing	ექსკურსია	კლასმა მუზეუმში ექსკურსიით ისიამოვნა.
outlet	მაღაზია	მაღაზია ფასდაკლებულ ტანსაცმელს ყიდის.
outlook	პერსპექტივა	ეკონომიკური პერსპექტივა გაურკვეველი რჩება.
outrage	აღშფოთება	გადაწყვეტილებამ საზოგადოების აღშფოთება გამოიწვია.
outsider	გარეშე პირი	როგორც გარეშე პირმა, მან პრობლემები შენიშნა.
overlook	უგულებელყოფა	ნუ გამოგრჩებათ მცირე დეტალები.
overly	ზედმეტად	ინსტრუქციები ზედმეტად რთული იყო.
oversee	ზედამხედველობა	ის პროექტს ზედამხედველობას გაუწევს.
overturn	გაუქმება	სასამართლომ შეიძლება გადაწყვეტილება გააუქმოს.
overwhelm	გადატვირთვა	ზედმეტმა ინფორმაციამ შეიძლება მოსწავლეები გადატვირთოს.
overwhelming	უზარმაზარი	მტკიცებულება უზარმაზარი იყო.
pad	საფენი	მუხლების დასაცავად გამოიყენეთ საფენი.
parameter	პარამეტრი	დაარეგულირეთ თითო პარამეტრი ერთდროულად.
parental	მშობლის	მშობელთა მხარდაჭერამ დასწრება გააუმჯობესა.
parish	მრევლი	მრევლმა საქველმოქმედო ვახშამი მოაწყო.
parliamentary	საპარლამენტო	საპარლამენტო დებატები საათობით გაგრძელდა.
partial	ნაწილობრივი	ანგარიშმა ნაწილობრივი პასუხი გასცა.
partially	ნაწილობრივ	ფანჯარა ნაწილობრივ ღია იყო.
passing	გარდაცვალება	მისი გარდაცვალება მოულოდნელი იყო.
passive	პასიური	პასიურმა ინვესტორებმა სტაბილური შემოსავალი მიიღეს.
pastor	პასტორი	პასტორი ოჯახს ესტუმრა.
patch	საკერებელი	ქურთუკს პატარა საკერებელი სჭირდება.
patent	პატენტი	კომპანიამ პატენტი დაარეგისტრირა.
pathway	გზა	ეს გზა სერტიფიცირებამდე მიდის.
patrol	პატრულირება	პოლიცია ტერიტორიას ღამით პატრულირებს.
patron	სპონსორი	მუზეუმმა სპონსორს მადლობა გადაუხადა.
peak	პიკი	მოთხოვნამ ზამთრის პიკს მიაღწია.
peasant	გლეხი	გლეხს მცირე მიწა ჰქონდა.
peculiar	უცნაური	ოთახს უცნაური სუნი ჰქონდა.
persist	გაგრძელება	სიმპტომები შეიძლება რამდენიმე დღე გაგრძელდეს.
persistent	მუდმივი	მუდმივი ხველა ყურადღებას მოითხოვს.
personnel	პერსონალი	პერსონალის ჩანაწერები კონფიდენციალურია.
petition	პეტიცია	პეტიციამ ათასობით ხელმოწერა შეაგროვა.
philosopher	ფილოსოფოსი	ფილოსოფოსმა ეჭვქვეშ დააყენა საერთო ვარაუდები.
philosophical	ფილოსოფიური	დისკუსია ფილოსოფიური გახდა.
physician	ექიმი	ექიმმა სისხლის ანალიზები დანიშნა.
pioneer	პიონერი	იგი მედიცინაში პიონერი გახდა.
pipeline	მილსადენი	მილსადენს გაზი მიწისქვეშ გადააქვს.
pirate	მეკობრე	მეკობრეთა გემი სანაპიროსთან გამოჩნდა.
pit	ორმო	მუშებმა ღრმა ორმო ამოთხარეს.
plea	თხოვნა	მისი თხოვნა დახმარების შესახებ უგულებელყვეს.
plead	ბრალის აღიარება	ეჭვმიტანილი ბრალს აღიარებს.
pledge	დაპირება	ისინი რეფორმების მხარდაჭერას პირობას დებენ.
plug	შეერთება	შეაერთეთ კაბელი როზეტში.
plunge	ვარდნა	სკანდალის შემდეგ ფასები შეიძლება დაეცეს.
pole	ბოძი	დროშა ბოძზე ეკიდა.
poll	გამოკითხვა	გამოკითხვამ აჩვენა ცვალებადი მოსაზრებები.
pond	ტბორი	იხვებმა გაყინული ტბორი გადაკვეთეს.
pop	გახეთქვა	ბუშტები ბასრი საგნების მახლობლად სკდება.
portfolio	პორტფელი	მისი პორტფელი რამდენიმე სტარტაპს მოიცავს.
portray	ასახვა	ფილმი სოფლის ცხოვრებას ასახავს.
postpone	გადადება	მათ გადაწყვიტეს მოსმენის გადადება.
post-war	ომისშემდგომი	ომისშემდგომი საცხოვრებელი სასწრაფოდ იყო საჭირო.
practitioner	სპეციალისტი	ექიმმა მკურნალობა ახსნა.
preach	ქადაგება	მღვდელი კვირას იქადაგებს.
precedent	პრეცედენტი	გადაწყვეტილებამ მნიშვნელოვანი პრეცედენტი შექმნა.
precision	სიზუსტე	მანქანა სიზუსტით ჭრის.
predator	მტაცებელი	მტაცებელი მდინარის მახლობლად იცდიდა.
predecessor	წინამორბედი	მისმა წინამორბედმა დეტალური ჩანაწერები დატოვა.
predominantly	ძირითადად	ტერიტორია ძირითადად საცხოვრებელია.
pregnancy	ორსულობა	ორსულობა რეგულარულ სამედიცინო მოვლას მოითხოვს.
prejudice	ცრურწმენა	კამპანია რასობრივ ცრურწმენებს დაუპირისპირდა.
preliminary	წინასწარი	წინასწარი შედეგები იმედისმომცემი ჩანს.
premier	პრემიერი	პრემიერმა დღეს პარლამენტს მიმართა.
premise	წინაპირობა	არგუმენტი ცრუ წინაპირობას ემყარება.
premium	დანამატი	მომხმარებლებმა სიჩქარისთვის დანამატი გადაიხადეს.
prescribe	დანიშვნა	ექიმები ანტიბიოტიკებს ფრთხილად ნიშნავენ.
prescription	რეცეპტი	რეცეპტს ვადა მომავალ თვეში გასდის.
presently	ამჟამად	ის ამჟამად მიუწვდომელია.
preservation	შენარჩუნება	შენარჩუნება ისტორიულ შენობებს იცავს.
preside	თავმჯდომარეობა	მოსამართლე სასამართლო პროცესს უხელმძღვანელებს.
presidency	პრეზიდენტობა	მისი პრეზიდენტობა რვა წელი გაგრძელდა.
presidential	საპრეზიდენტო	საპრეზიდენტო არჩევნებმა ყურადღება მიიქცია.
prestigious	პრესტიჟული	მან პრესტიჟული სტიპენდია მოიპოვა.
presumably	სავარაუდოდ	ოფისი სავარაუდოდ დღეს დაკეტილია.
presume	ვარაუდი	ჩვენ ვვარაუდობთ, რომ დოკუმენტები ნამდვილია.
prevail	გაიმარჯვება	საღმა აზრმა უნდა გაიმარჯვოს.
prevalence	გავრცელება	ასთმის გავრცელება გაიზარდა.
prevention	პრევენცია	პრევენცია შეკეთებაზე იაფია.
