hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
3625:保修	保修	保修	အာမခံဖြင့် ပြုပြင်သည်	ဤကွန်ပျူတာကို တစ်နှစ်အတွင်း အခမဲ့ အာမခံပြုပြင်နိုင်သည်။	ជួសជុលតាមការធានា	កុំព្យូទ័រនេះអាចជួសជុលឥតគិតថ្លៃក្នុងការធានារយៈពេលមួយឆ្នាំ។	ສ້ອມແປງຕາມປະກັນ	ຄອມພິວເຕີນີ້ສາມາດສ້ອມແປງຟຣີພາຍໃນປະກັນໜຶ່ງປີ.	वारन्टीमा मर्मत गर्नु	यो कम्प्युटर एक वर्षसम्म वारन्टीमा निःशुल्क मर्मत गर्न सकिन्छ।
3627:爆	爆	爆	ပေါက်ကွဲသည်; ဖောက်ထွက်သည်	ပူဖောင်းသည် ရုတ်တရက် ပေါက်သွားသည်။	ផ្ទុះ; បែកខ្លាំង	ប៉េងប៉ោងបានផ្ទុះភ្លាមៗ។	ລະເບີດ; ແຕກອອກ	ບານລູນແຕກຂຶ້ນທັນທີ.	फुट्नु; विस्फोट हुनु	बेलुन अकस्मात् फुट्यो।
3629:报刊	报刊	报刊	သတင်းစာနှင့် မဂ္ဂဇင်းများ	စာကြည့်တိုက်တွင် တရုတ်သတင်းစာနှင့် မဂ္ဂဇင်းများ အများကြီးရှိသည်။	កាសែតនិងទស្សនាវដ្តី	បណ្ណាល័យមានកាសែតនិងទស្សនាវដ្តីចិនជាច្រើន។	ໜັງສືພິມແລະວາລະສານ	ຫໍສະໝຸດມີໜັງສືພິມແລະວາລະສານຈີນຫຼາຍ.	पत्रपत्रिका	पुस्तकालयमा धेरै चिनियाँ पत्रपत्रिका छन्।
3635:悲剧	悲剧	悲剧	ဝမ်းနည်းဖွယ်ဖြစ်ရပ်; ကြေကွဲဖွယ်ဇာတ်	ဤမတော်တဆမှုသည် ဝမ်းနည်းဖွယ်ဖြစ်ရပ်တစ်ခု ဖြစ်ခဲ့သည်။	សោកនាដកម្ម	គ្រោះថ្នាក់នេះជាសោកនាដកម្មមួយ។	ເຫດການໂສກເສົ້າ; ໂສກນາດຕະກຳ	ອຸບັດຕິເຫດນີ້ເປັນເຫດການໂສກເສົ້າ.	त्रासदी; दुःखद घटना	यो दुर्घटना एउटा त्रासदी थियो।
3636:悲伤	悲伤	悲伤	ဝမ်းနည်းသော; ကြေကွဲသော	သတင်းကိုကြားပြီးနောက် သူ အလွန်ဝမ်းနည်းခဲ့သည်။	សោកសៅ; កើតទុក្ខ	បន្ទាប់ពីឮដំណឹងនេះ គាត់សោកសៅខ្លាំងណាស់។	ໂສກເສົ້າ; ເສຍໃຈ	ຫຼັງຈາກໄດ້ຍິນຂ່າວ ລາວໂສກເສົ້າຫຼາຍ.	दुःखी; शोकाकुल	समाचार सुनेपछि ऊ धेरै दुःखी भयो।
3638:北美洲	北美洲	北美洲	မြောက်အမေရိက	ကနေဒါသည် မြောက်အမေရိကတွင် တည်ရှိသည်။	អាមេរិកខាងជើង	កាណាដាស្ថិតនៅអាមេរិកខាងជើង។	ອາເມລິກາເໜືອ	ການາດາຕັ້ງຢູ່ໃນອາເມລິກາເໜືອ.	उत्तर अमेरिका	क्यानाडा उत्तर अमेरिकामा अवस्थित छ।
3640:被迫	被迫	被迫	အတင်းအကြပ်ဖြစ်ရသည်; မဖြစ်မနေဖြစ်သည်	မိုးသည်းထန်သောကြောင့် ပြိုင်ပွဲကို ဖျက်သိမ်းရန် မဖြစ်မနေဖြစ်ခဲ့သည်။	ត្រូវបានបង្ខំ; ចាំបាច់ត្រូវ	ដោយសារភ្លៀងខ្លាំង ការប្រកួតត្រូវបានបង្ខំឱ្យលុបចោល។	ຖືກບັງຄັບ; ຈຳໃຈ	ເນື່ອງຈາກຝົນໜັກ ການແຂ່ງຂັນຈຶ່ງຖືກບັງຄັບໃຫ້ຍົກເລີກ.	बाध्य हुनु; जबरजस्ती गरिनु	भारी वर्षाका कारण खेल रद्द गर्न बाध्य भयो।
3641:背心	背心	背心	လက်မဲ့အင်္ကျီ; ဗက်စ်	နွေရာသီတွင် သူသည် လက်မဲ့အင်္ကျီ မကြာခဏ ဝတ်သည်။	អាវកាក់; អាវគ្មានដៃ	នៅរដូវក្តៅ គាត់ពាក់អាវគ្មានដៃញឹកញាប់។	ເສື້ອກັກ; ເສື້ອບໍ່ມີແຂນ	ໃນລະດູຮ້ອນ ລາວມັກໃສ່ເສື້ອບໍ່ມີແຂນ.	बनियान; बिना बाहुलाको कमिज	गर्मीमा ऊ प्रायः बनियान लगाउँछ।
3642:备用	备用	备用	အရန်; လိုအပ်ချိန်သုံးရန်	ကျေးဇူးပြု၍ အရန်သော့တစ်ချောင်း ပြင်ဆင်ထားပါ။	បម្រុង; សម្រាប់ប្រើពេលចាំបាច់	សូមរៀបចំកូនសោបម្រុងមួយ។	ສຳຮອງ; ໄວ້ໃຊ້ຍາມຈຳເປັນ	ກະລຸນາກຽມກະແຈສຳຮອງໜຶ່ງດອກ.	जगेडा; वैकल्पिक प्रयोगका लागि	कृपया एउटा जगेडा साँचो तयार पार्नुहोस्।
3643:倍增	倍增	倍增	အလွန်တိုးပွားသည်; နှစ်ဆများလာသည်	ယခုနှစ်တွင် မှာယူမှုအရေအတွက် အလွန်တိုးပွားလာသည်။	កើនឡើងច្រើន; គុណឡើង	ចំនួនការបញ្ជាទិញបានកើនឡើងច្រើននៅឆ្នាំនេះ។	ເພີ່ມຂຶ້ນຫຼາຍ; ຄູນຂຶ້ນ	ຈຳນວນຄຳສັ່ງຊື້ເພີ່ມຂຶ້ນຫຼາຍໃນປີນີ້.	धेरै बढ्नु; गुणा हुनु	यस वर्ष अर्डरको संख्या धेरै बढ्यो।
3644:奔跑	奔跑	奔跑	ပြေးလွှားသည်	ကလေးသည် ကစားကွင်းပေါ်တွင် ပြေးလွှားနေသည်။	រត់លឿន; រត់	ក្មេងកំពុងរត់លើទីលានលេង។	ແລ່ນ	ເດັກນ້ອຍກຳລັງແລ່ນຢູ່ສະໜາມຫຼິ້ນ.	दौडिनु	बच्चा खेलमैदानमा दौडिरहेको छ।
3647:本土	本土	本土	ဒေသခံ; မိခင်မြေ	ဤကုမ္ပဏီသည် ဒေသခံယဉ်ကျေးမှုကို တန်ဖိုးထားသည်။	ក្នុងស្រុក; មាតុភូមិ	ក្រុមហ៊ុននេះឱ្យតម្លៃលើវប្បធម៌ក្នុងស្រុក។	ທ້ອງຖິ່ນ; ແຜ່ນດິນເກີດ	ບໍລິສັດນີ້ໃຫ້ຄຸນຄ່າກັບວັດທະນະທຳທ້ອງຖິ່ນ.	स्थानीय; मातृभूमि	यो कम्पनीले स्थानीय संस्कृतिलाई महत्व दिन्छ।
3648:逼	逼	逼	အတင်းလုပ်ခိုင်းသည်; ဖိအားပေးသည်	ကလေးများကို မကြိုက်သည့်အရာများ လုပ်ရန် အတင်းမလုပ်ခိုင်းပါနှင့်။	បង្ខំ; ដាក់សម្ពាធ	កុំបង្ខំក្មេងឱ្យធ្វើអ្វីដែលពួកគេមិនចូលចិត្ត។	ບັງຄັບ; ກົດດັນ	ຢ່າບັງຄັບເດັກໃຫ້ເຮັດສິ່ງທີ່ບໍ່ມັກ.	जबरजस्ती गर्नु; दबाब दिनु	बालबालिकालाई मन नपर्ने कुरा गर्न जबरजस्ती नगर्नुहोस्।
3651:闭	闭	闭	ပိတ်သည်	ကျေးဇူးပြု၍ တံခါးကို ပိတ်ပါ။	បិទ	សូមបិទទ្វារ។	ປິດ	ກະລຸນາປິດປະຕູ.	बन्द गर्नु	कृपया ढोका बन्द गर्नुहोस्।
3652:避	避	避	ရှောင်သည်	ကားမောင်းသည့်အခါ အလုပ်သွားချိန် လူရှုပ်ချိန်ကို ရှောင်ပါ။	ជៀសវាង	ពេលបើកបរ សូមជៀសវាងម៉ោងចរាចរណ៍មមាញឹក។	ຫຼີກລ້ຽງ	ເວລາຂັບລົດ ຈົ່ງຫຼີກລ້ຽງຊົ່ວໂມງຈາລະຈອນໜາແໜ້ນ.	टार्नु; बच्नु	गाडी चलाउँदा भीडको समय टार्नुहोस्।
3653:必修	必修	必修	မဖြစ်မနေသင်ရသော; မယူမနေရ	ဤသင်တန်းသည် ပထမနှစ်တက္ကသိုလ်ကျောင်းသားများအတွက် မဖြစ်မနေသင်ရသော ဘာသာရပ်ဖြစ်သည်။	ចាំបាច់ត្រូវរៀន; កាតព្វកិច្ច	វគ្គសិក្សានេះជាមុខវិជ្ជាចាំបាច់សម្រាប់និស្សិតឆ្នាំទីមួយ។	ບັງຄັບຮຽນ; ຈຳເປັນຕ້ອງຮຽນ	ວິຊານີ້ເປັນວິຊາບັງຄັບສຳລັບນັກສຶກສາປີທຳອິດ.	अनिवार्य; पढ्नैपर्ने	यो पाठ्यक्रम पहिलो वर्षका विश्वविद्यालय विद्यार्थीका लागि अनिवार्य छ।
3654:编	编	编	စုစည်းတည်းဖြတ်သည်; ရေးသားပြုစုသည်	သူသည် တရုတ်ဘာသာစာအုပ်တစ်အုပ်ကို စုစည်းတည်းဖြတ်နေသည်။	ចងក្រង; កែសម្រួល	គាត់កំពុងចងក្រងសៀវភៅភាសាចិនមួយ។	ຮຽບຮຽງ; ແກ້ໄຂ	ລາວກຳລັງຮຽບຮຽງປຶ້ມຮຽນພາສາຈີນໜຶ່ງເຫຼັ້ມ.	संकलन गर्नु; सम्पादन गर्नु	ऊ चिनियाँ पाठ्यपुस्तक संकलन गर्दैछ।
3656:编写	编写	编写	ရေးသားစုစည်းသည်	ဆရာသည် လေ့ကျင့်ခန်းအစုတစ်ခုကို ရေးသားစုစည်းခဲ့သည်။	ចងក្រងនិងសរសេរ	គ្រូបានចងក្រងនិងសរសេរលំហាត់មួយសំណុំ។	ຮຽບຮຽງແລະຂຽນ	ຄູຮຽບຮຽງແລະຂຽນແບບຝຶກຫັດຊຸດໜຶ່ງ.	संकलन गरी लेख्नु	शिक्षकले अभ्यासहरूको एक सेट संकलन गरी लेखे।
3657:遍地	遍地	遍地	နေရာတိုင်း; အနှံ့အပြား	နွေဦးတွင် ပန်းခြံအနှံ့ ပန်းများ ပွင့်နေသည်။	គ្រប់ទីកន្លែង; ពេញដី	នៅរដូវផ្ការីក ផ្ការីកពេញសួន។	ທົ່ວທຸກບ່ອນ; ເຕັມໄປທົ່ວ	ໃນລະດູບານໃໝ່ ດອກໄມ້ບານທົ່ວສວນ.	जताततै; सबैतिर	वसन्तमा पार्कभरि फूलहरू फुलेका छन्।
3658:便捷	便捷	便捷	အဆင်ပြေသော; လွယ်ကူမြန်ဆန်သော	ဤငွေပေးချေမှုနည်းလမ်းသည် အလွန်အဆင်ပြေသည်။	ងាយស្រួល; រហ័ស	វិធីបង់ប្រាក់នេះងាយស្រួលណាស់។	ສະດວກ; ວ່ອງໄວ	ວິທີຈ່າຍເງິນນີ້ສະດວກຫຼາຍ.	सुविधाजनक; सजिलो	यो भुक्तानी विधि धेरै सुविधाजनक छ।
3660:兵	兵	兵	စစ်သား	ဤစစ်သားသည် နယ်စပ်တွင် တာဝန်ထမ်းဆောင်သည်။	ទាហាន	ទាហាននេះបម្រើការនៅព្រំដែន។	ທະຫານ	ທະຫານຄົນນີ້ຮັບໃຊ້ຢູ່ຊາຍແດນ.	सिपाही; सैनिक	यो सैनिक सीमामा सेवा गर्छ।
3662:播	播	播	ထုတ်လွှင့်သည်; ဖွင့်ပြသည်	တီဗီဌာနသည် ယနေ့ည ဤမှတ်တမ်းရုပ်ရှင်ကို ထုတ်လွှင့်မည်။	ផ្សាយ; ចាក់បញ្ចាំង	ស្ថានីយទូរទស្សន៍នឹងផ្សាយភាពយន្តឯកសារនេះយប់នេះ។	ອອກອາກາດ; ເປີດສາຍ	ສະຖານີໂທລະພາບຈະອອກອາກາດສາລະຄະດີນີ້ຄືນນີ້.	प्रसारण गर्नु; बजाउनु	टिभी स्टेशनले आज राति यो वृत्तचित्र प्रसारण गर्नेछ।
3670:不适	不适	不适	မအီမသာ; နေမကောင်းဖြစ်မှု	ဆေးသောက်ပြီးနောက် သူသည် ကိုယ်မအီမသာ ခံစားခဲ့သည်။	មិនស្រួលខ្លួន; អាការៈមិនស្រួល	បន្ទាប់ពីលេបថ្នាំ គាត់មានអារម្មណ៍មិនស្រួលខ្លួន។	ບໍ່ສະບາຍ; ອາການບໍ່ສະບາຍ	ຫຼັງຈາກກິນຢາ ລາວຮູ້ສຶກບໍ່ສະບາຍຕົວ.	असहजता; अस्वस्थता	औषधि खाएपछि उसलाई शरीर अस्वस्थ महसुस भयो।
3671:不至于	不至于	不至于	ထိုအဆင့်အထိ မဖြစ်ပါ	ဤသေးငယ်သောအမှားသည် ရလဒ်ကို ထိခိုက်စရာမရှိပါ။	មិនដល់ថ្នាក់; មិនដល់កម្រិត	កំហុសតូចនេះមិនដល់ថ្នាក់ប៉ះពាល់លទ្ធផលទេ។	ບໍ່ເຖິງຂັ້ນ; ບໍ່ຮອດລະດັບ	ຄວາມຜິດພາດນ້ອຍນີ້ບໍ່ເຖິງຂັ້ນກະທົບຜົນລັບ.	त्यति हदसम्म होइन	यो सानो गल्तीले नतिजामा असर पार्ने हदसम्म हुँदैन।
3672:补	补	补	ဖြည့်သည်; ပြင်သည်	ဤအစီရင်ခံစာတွင် ဒေတာအချို့ ထပ်ဖြည့်ရန် လိုသေးသည်။	បន្ថែម; ប៉ះជួសជុល	របាយការណ៍នេះនៅតែត្រូវបន្ថែមទិន្នន័យខ្លះ។	ເພີ່ມເຕີມ; ປະຊຸນປະແປງ	ບົດລາຍງານນີ້ຍັງຕ້ອງເພີ່ມຂໍ້ມູນບາງຢ່າງ.	पूरा गर्नु; थप्नु; मर्मत गर्नु	यो प्रतिवेदनमा अझै केही तथ्यांक थप्नुपर्छ।
3673:捕	捕	捕	ဖမ်းသည်; ဖမ်းဆီးသည်	ရဲများသည် သံသယရှိသူကို မြန်မြန် ဖမ်းဆီးနိုင်ခဲ့သည်။	ចាប់; ចាប់ខ្លួន	ប៉ូលិសបានចាប់ជនសង្ស័យយ៉ាងឆាប់រហ័ស។	ຈັບ; ຈັບກຸມ	ຕຳຫຼວດຈັບຜູ້ຕ້ອງສົງໄສໄດ້ຢ່າງໄວວາ.	समात्नु; पक्राउ गर्नु	प्रहरीले शंकास्पद व्यक्तिलाई छिट्टै पक्राउ गर्यो।
3675:补课	补课	补课	လွတ်သွားသောစာကို ပြန်သင်သည်	ဖျားပြီးနောက် သူသည် လွတ်သွားသောစာများကို ပြန်သင်ရမည်။	រៀនបំពេញមេរៀនដែលខកខាន	បន្ទាប់ពីឈឺ គាត់ត្រូវរៀនបំពេញមេរៀនដែលខកខាន។	ຮຽນຊົດເຊີຍບົດຮຽນທີ່ຂາດ	ຫຼັງຈາກເຈັບປ່ວຍ ລາວຕ້ອງຮຽນຊົດເຊີຍບົດຮຽນ.	छुटेको पाठ पूर्ति गर्नु	बिरामी भएपछि उसले छुटेको पाठ पूर्ति गर्नुपर्छ।
3677:补习	补习	补习	အပိုသင်တန်းတက်သည်; ကျူရှင်ယူသည်	သူမသည် စနေ၊ တနင်္ဂနွေတွင် သင်္ချာအပိုသင်တန်း တက်သည်။	រៀនបន្ថែម; រៀនគួរ	នាងទៅរៀនគណិតវិទ្យាបន្ថែមនៅចុងសប្តាហ៍។	ຮຽນເພີ່ມ; ຮຽນພິເສດ	ນາງໄປຮຽນຄະນິດສາດເພີ່ມໃນທ້າຍອາທິດ.	अतिरिक्त कक्षा लिनु; ट्युसन पढ्नु	उनी सप्ताहन्तमा गणितको अतिरिक्त कक्षा लिन जान्छिन्।
3680:不曾	不曾	不曾	ဘယ်တုန်းကမျှ မ; မလုပ်ဖူး	ဤကိစ္စကို ကျွန်ုပ် ဘယ်တုန်းကမျှ မကြားဖူးပါ။	មិនធ្លាប់; មិនដែល	ខ្ញុំមិនធ្លាប់ឮរឿងនេះទេ។	ບໍ່ເຄີຍ	ຂ້ອຍບໍ່ເຄີຍໄດ້ຍິນເລື່ອງນີ້.	कहिल्यै होइन; कहिल्यै नगरेको	मैले यो कुरा कहिल्यै सुनेको छैन।
3681:不成	不成	不成	မအောင်မြင်; အလုပ်မဖြစ်	ဒီလိုလုပ်လျှင် အလုပ်ဖြစ်မည်မဟုတ်ဟု စိုးရိမ်မိသည်။	មិនសម្រេច; មិនដំណើរការ	ខ្ញុំខ្លាចថាធ្វើបែបនេះមិនដំណើរការទេ។	ບໍ່ສຳເລັດ; ໃຊ້ບໍ່ໄດ້	ຂ້ອຍຢ້ານວ່າເຮັດແບບນີ້ຈະໃຊ້ບໍ່ໄດ້.	नचल्नु; सफल नहुनु	यसरी गर्दा काम नबन्ला कि भन्ने डर छ।
3682:不得	不得	不得	မလုပ်ရ; ခွင့်မပြု	အများပြည်သူနေရာများတွင် ဆေးလိပ်သောက်ခွင့်မပြုပါ။	មិនត្រូវ; មិនអាច	មិនអនុញ្ញាតឱ្យជក់បារីនៅកន្លែងសាធារណៈទេ។	ຫ້າມ; ບໍ່ອະນຸຍາດ	ບໍ່ອະນຸຍາດໃຫ້ສູບຢາໃນສະຖານທີ່ສາທາລະນະ.	नपाइने; गर्नु हुँदैन	सार्वजनिक स्थानमा धूम्रपान गर्न अनुमति छैन।
3683:部队	部队	部队	တပ်ဖွဲ့; စစ်တပ်ယူနစ်	ဤတပ်ဖွဲ့သည် တောင်တန်းများတွင် လေ့ကျင့်နေသည်။	កងទ័ព; អង្គភាពយោធា	អង្គភាពយោធានេះកំពុងហ្វឹកហាត់នៅតំបន់ភ្នំ។	ກອງທະຫານ; ໜ່ວຍທະຫານ	ໜ່ວຍທະຫານນີ້ກຳລັງຝຶກຢູ່ໃນພູເຂົາ.	सेना इकाइ; फौज	यो सेना इकाइ पहाडमा तालिम गर्दैछ।
3687:不许	不许	不许	ခွင့်မပြု; မလုပ်ရ	ဤနေရာတွင် ကားရပ်ခွင့်မပြုပါ။	មិនអនុញ្ញាត; ហាម	មិនអនុញ្ញាតឱ្យចតឡាននៅទីនេះទេ។	ບໍ່ອະນຸຍາດ; ຫ້າມ	ບໍ່ອະນຸຍາດໃຫ້ຈອດລົດຢູ່ທີ່ນີ້.	अनुमति नदिनु; निषेध गर्नु	यहाँ पार्किङ गर्न अनुमति छैन।
3688:不宜	不宜	不宜	မသင့်တော်; မလုပ်သင့်	အစာစားပြီးချက်ချင်း လေ့ကျင့်ခန်းလုပ်ခြင်း မသင့်တော်ပါ။	មិនសមស្រប; មិនគួរ	បន្ទាប់ពីបរិភោគអាហារភ្លាមៗ មិនគួរហាត់ប្រាណទេ។	ບໍ່ເໝາະສົມ; ບໍ່ຄວນ	ຫຼັງກິນເຂົ້າທັນທີ ບໍ່ຄວນອອກກຳລັງກາຍ.	उपयुक्त नहुने; गर्नु ठीक नहुने	खाना खाएको तुरुन्तै व्यायाम गर्नु उचित हुँदैन।
3689:不已	不已	不已	မရပ်မနား; အလွန်	သတင်းကောင်းကိုကြားပြီးနောက် လူတိုင်း အလွန်စိတ်လှုပ်ရှားခဲ့ကြသည်။	មិនឈប់; ខ្លាំងណាស់	បន្ទាប់ពីឮដំណឹងល្អ អ្នកទាំងអស់គ្នារំភើបខ្លាំងណាស់។	ບໍ່ຢຸດ; ຫຼາຍຢ່າງ	ຫຼັງຈາກໄດ້ຍິນຂ່າວດີ ທຸກຄົນຕື່ນເຕັ້ນຫຼາຍ.	निरन्तर; अत्यन्त	राम्रो खबर सुनेपछि सबैजना अत्यन्त उत्साहित भए।
3693:猜测	猜测	猜测	ခန့်မှန်းသည်; ထင်မြင်သည်	သူသည် ခန့်မှန်းနေရုံသာဖြစ်ပြီး သက်သေမရှိသေးပါ။	ទាយ; សន្និដ្ឋាន	គាត់គ្រាន់តែទាយប៉ុណ្ណោះ ហើយមិនទាន់មានភស្តុតាងទេ។	ຄາດເດົາ; ສັນນິຖານ	ລາວພຽງແຕ່ຄາດເດົາ ແລະຍັງບໍ່ມີຫຼັກຖານ.	अनुमान गर्नु; अड्कल काट्नु	ऊ केवल अनुमान गर्दैछ, अझै प्रमाण छैन।
3696:才华	才华	才华	ပင်ကိုယ်စွမ်းရည်; ပါရမီ	သူမတွင် ဂီတနယ်ပယ်၌ ကြီးမားသော ပါရမီရှိသည်။	ទេពកោសល្យ; សមត្ថភាពពិសេស	នាងមានទេពកោសល្យខ្លាំងផ្នែកតន្ត្រី។	ພອນສະຫວັນ; ຄວາມສາມາດພິເສດ	ນາງມີພອນສະຫວັນດ້ານດົນຕີຫຼາຍ.	प्रतिभा; वरदान	उनमा संगीतमा ठूलो प्रतिभा छ।
3697:才能	才能	才能	စွမ်းရည်; အရည်အချင်း	ဤစီမံကိန်းအတွက် စီမံခန့်ခွဲရေးစွမ်းရည် လိုအပ်သည်။	សមត្ថភាព; ទេពកោសល្យ	គម្រោងនេះត្រូវការសមត្ថភាពគ្រប់គ្រង។	ຄວາມສາມາດ; ພອນສະຫວັນ	ໂຄງການນີ້ຕ້ອງການຄວາມສາມາດດ້ານການຈັດການ.	क्षमता; प्रतिभा	यो परियोजनामा व्यवस्थापन क्षमता चाहिन्छ।
3699:财物	财物	财物	ပစ္စည်းဥစ္စာ; ကိုယ်ပိုင်ပစ္စည်းများ	ကျေးဇူးပြု၍ သင့်ကိုယ်ပိုင်ပစ္စည်းများကို ကောင်းစွာ ထိန်းသိမ်းပါ။	ទ្រព្យសម្បត្តិ; របស់របរ	សូមថែរក្សារបស់របរផ្ទាល់ខ្លួនរបស់អ្នកឱ្យល្អ។	ຊັບສິນ; ຂອງສ່ວນຕົວ	ກະລຸນາຮັກສາຂອງສ່ວນຕົວຂອງທ່ານໃຫ້ດີ.	सम्पत्ति; सामान	कृपया आफ्नो व्यक्तिगत सामान राम्रोसँग जोगाउनुहोस्।
