primarily	The course is primarily online.
principal	The principal greeted new students.
prior	We need prior approval.
probability	The probability of rain is high.
probable	Rain is probable tonight.
proceed	Please proceed to the next room.
programming	Programming takes practice.
progressive	The policy was progressive for its time.
prohibit	The rules prohibit smoking.
promising	The results look promising.
promotion	She got a promotion at work.
prompt	The prompt response saved time.
proportion	A large proportion voted yes.
protein	Beans contain protein.
protester	The protester held a sign.
psychological	The accident caused psychological stress.
publicity	The event received publicity.
publishing	She works in publishing.
punk	Punk music became popular there.
purely	The choice was purely practical.
pursuit	He continued his pursuit of justice.
puzzle	The puzzle took an hour.
questionnaire	Please complete the questionnaire.
racial	The report discussed racial inequality.
racism	Racism harms communities.
racist	The comment was racist.
radiation	Radiation can damage cells.
rail	Hold the rail on the stairs.
random	The computer chose a random number.
rat	A rat ran behind the bins.
rating	The hotel has a high rating.
reasonably	The room was reasonably clean.
rebuild	They will rebuild the bridge.
receiver	The receiver caught the ball.
recession	The recession reduced spending.
reckon	I reckon the train is late.
recognition	She received recognition for her work.
recovery	Recovery took several weeks.
recruit	The company will recruit engineers.
recruitment	Recruitment begins next Monday.
referee	The referee stopped the match.
refugee	The refugee found a safe home.
registration	Registration closes on Friday.
regulate	The law will regulate emissions.
reinforce	Extra beams reinforce the roof.
relieve	Medicine can relieve pain.
relieved	She felt relieved after the call.
remarkable	The recovery was remarkable.
remarkably	He recovered remarkably quickly.
reporting	Accurate reporting matters.
resign	The manager will resign tomorrow.
resolution	The screen has high resolution.
restore	Workers restore the old painting.
restrict	The rules restrict parking.
restriction	The restriction ends tomorrow.
retail	Retail sales increased.
retirement	She planned her retirement carefully.
revenue	Ticket revenue paid for repairs.
revision	Revision helped before the exam.
ridiculous	The price was ridiculous.
risky	The plan seemed risky.
rival	Our rival opened a new store.
rob	The men tried to rob the bank.
robbery	The robbery happened at night.
rocket	The rocket launched successfully.
romance	The novel includes a romance.
rose	A red rose grew by the fence.
roughly	Roughly twenty people attended.
ruin	The rain may ruin the picnic.
satisfaction	Customer satisfaction improved.
scandal	The scandal damaged his career.
scare	The loud noise gave me a scare.
scenario	The worst scenario is unlikely.
scholar	The scholar studied ancient texts.
scholarship	She won a scholarship.
scratch	The cat left a scratch.
screening	The hospital offers cancer screening.
seeker	The job seeker sent applications.
seminar	The seminar starts at nine.
settler	The settler built a small farm.
severely	The storm severely damaged roads.
sexy	The dress was considered sexy.
shocking	The news was shocking.
shore	We walked along the shore.
shortage	The city faced a water shortage.
shortly	The bus arrived shortly after noon.
short-term	The plan has short-term benefits.
sibling	Each sibling received a gift.
signature	Please add your signature.
significance	The discovery has great significance.
skilled	Skilled workers repaired the roof.
slogan	The campaign used a simple slogan.
so-called	The so-called expert made mistakes.
somehow	Somehow, the keys disappeared.
sometime	Visit us sometime next week.
sophisticated	The software is sophisticated.
spare	We keep a spare key.
specialize	Doctors specialize in different fields.
specify	Please specify your arrival time.
spectacular	The fireworks were spectacular.
spectator	Each spectator received a program.
speculate	Experts speculate about the cause.
speculation	The article encouraged speculation.
spice	Add one spice at a time.
spill	Do not spill the juice.
spite	He succeeded in spite of problems.
spoil	Too much salt can spoil soup.
spokesman	The spokesman answered questions.
spokesperson	The spokesperson read a statement.
spokeswoman	The spokeswoman addressed the press.
sponsorship	The team needs sponsorship.
sporting	The city hosts sporting events.
stall	The market stall sells fruit.
stance	The minister changed his stance.
starve	Without food, animals may starve.
steadily	The company grew steadily.
steam	Steam rose from the soup.
stimulate	Bright colors can stimulate interest.
