equip	The school will equip the lab.
equivalent	One dollar is not equivalent here.
era	The discovery began a new era.
erupt	The volcano may erupt soon.
essentially	The two methods are essentially identical.
ethic	His work ethic is strong.
ethnic	The festival celebrates ethnic traditions.
evaluation	The course includes a final evaluation.
evident	His nervousness was evident.
evolution	Evolution explains many biological changes.
evolve	Languages evolve over time.
exceed	The demand may exceed supply.
exception	There is one exception.
excessive	Excessive noise disturbs neighbors.
exclude	The list excludes temporary workers.
exhibit	The museum will exhibit rare photographs.
exit	The exit is behind the stage.
exotic	The shop sells exotic fruit.
expansion	The company planned an expansion.
expertise	Her expertise improved the project.
exploit	Criminals exploit weak passwords.
exposure	Sun exposure can damage skin.
extension	The deadline extension helped everyone.
extensive	The library has extensive resources.
extensively	The topic was studied extensively.
extract	Vanilla extract gives flavor.
fabric	The fabric feels soft.
fabulous	The meal was fabulous.
failed	The failed attempt taught us something.
fake	The website sold fake tickets.
fame	Fame changed his private life.
fantasy	The novel is a fantasy.
fare	The bus fare increased.
federal	The federal government announced funding.
fever	The child has a fever.
firefighter	The firefighter rescued the dog.
firework	A firework exploded above the park.
firm	The mattress is firm.
firmly	She closed the door firmly.
flavour	The soup has a rich flavour.
fond	He is fond of jazz.
fool	Do not act like a fool.
forbid	The law forbids smoking here.
forecast	The forecast predicts rain.
format	Use the correct file format.
formation	Cloud formation changes quickly.
formerly	The building was formerly a school.
fortunate	We were fortunate to arrive early.
forum	The forum discussed climate policy.
fossil	The fossil was found in stone.
foundation	The house has a strong foundation.
founder	The founder welcomed the guests.
fraction	Only a fraction of students came.
fragment	A glass fragment lay on the floor.
framework	The law creates a clear framework.
fraud	The bank detected fraud.
freely	Children played freely outside.
frequent	Frequent breaks improve focus.
fulfil	I hope to fulfil my promise.
full-time	She has a full-time job.
fundamentally	The plan is fundamentally different.
furious	He was furious about the delay.
gaming	Gaming can improve reaction speed.
gay	He supports gay rights.
gender	The survey asked about gender.
gene	The gene affects eye color.
genetic	The disease has genetic causes.
genius	The young pianist is a genius.
genuine	Her smile seemed genuine.
genuinely	He genuinely wanted to help.
gesture	She made a friendly gesture.
gig	The band played a gig downtown.
globalization	Globalization affects local businesses.
globe	The globe shows every continent.
golden	The sunset turned golden.
goodness	She believes in human goodness.
gorgeous	The garden looked gorgeous.
governor	The governor signed the bill.
graphic	The graphic image shocked viewers.
graphics	The game has simple graphics.
greatly	Your advice helped greatly.
greenhouse	Tomatoes grow inside the greenhouse.
grocery	She bought grocery items after work.
guideline	The guideline explains safe practice.
habitat	The forest is a bird habitat.
harbour	The boat entered the harbour.
headquarters	The company headquarters moved downtown.
