pleasure	It was a pleasure to meet you.
plenty	We have plenty of time.
plot	The plot was easy to follow.
plus1	Two plus three is five.
poem	She wrote a short poem.
poet	The poet read aloud.
poetry	He enjoys modern poetry.
poison	Keep poison away from children.
poisonous	Some mushrooms are poisonous.
policy	The company changed its policy.
political	The speech was political.
politician	The politician answered questions.
politics	Politics can be complicated.
port	The ship entered the port.
portrait	The portrait hangs in the hall.
possibly	She will possibly arrive late.
pot	The plant needs a bigger pot.
pour	Pour the milk slowly.
poverty	Many families live in poverty.
powder	Add the powder to water.
powerful	The engine is powerful.
practical	This is a practical solution.
pray	They pray every morning.
prayer	She said a quiet prayer.
prediction	His prediction was correct.
prepared	I am prepared for the exam.
presentation	Her presentation was clear.
press	Press the button once.
pressure	Pressure can affect your health.
pretend	Do not pretend to be asleep.
previous	The previous lesson was easier.
previously	We previously lived in Rome.
priest	The priest spoke softly.
primary	Health is our primary concern.
prince	The prince visited the school.
princess	The princess wore a blue dress.
printing	Printing the report took minutes.
prisoner	The prisoner escaped at night.
private	This is a private conversation.
producer	The producer liked the film.
production	Production starts next week.
profession	Teaching is a respected profession.
profit	The shop made a profit.
promote	They promote healthy eating.
proper	Wear proper shoes for hiking.
properly	Close the door properly.
property	They bought property near the river.
protest	The protest ended peacefully.
proud	She felt proud of her son.
prove	Can you prove your answer?
punish	The teacher did not punish him.
punishment	The punishment seemed fair.
qualification	You need a qualification for this job.
qualified	She is a qualified nurse.
qualify	Our team may qualify.
queue	We waited in a long queue.
quit	He decided to quit smoking.
quotation	The essay begins with a quotation.
quote	Can I quote your words?
race (people)	The form asks about race.
racing	Horse racing is popular there.
range	The shop sells a wide range.
rare	This bird is rare.
rarely	We rarely eat out.
reaction	Her reaction surprised me.
reality	Reality was different from his dream.
receipt	Keep the receipt.
recommendation	Thank you for the recommendation.
reference	Add a reference at the end.
reflect	The mirror can reflect light.
regularly	She exercises regularly.
reject	They may reject the offer.
relate	I can relate to that story.
related	The two problems are related.
relation	There is a relation between them.
relative	Speed is relative.
relaxed	He felt relaxed after dinner.
relaxing	The music was relaxing.
release	They will release the film soon.
reliable	This bus is usually reliable.
religion	Religion is important to her.
religious	They visited a religious building.
remain	Please remain calm.
remind	Remind me tomorrow.
remote	They live in a remote village.
rent	The rent is due today.
repeated	Repeated mistakes slowed the work.
represent	The star represents hope.
require	This job will require training.
reservation	I made a reservation.
resource	The library is a useful resource.
respect	Respect your classmates.
responsibility	Childcare is a big responsibility.
responsible	She is responsible for tickets.
retire	My father will retire soon.
retired	He is a retired teacher.
revise	Revise your essay tonight.
risk	There is a risk of rain.
robot	The robot cleaned the floor.
roll	Roll the ball to me.
romantic	They had a romantic dinner.
rope	Tie the rope tightly.
rough	The road was rough.
row1	Sit in the front row.
royal	The royal family arrived.
rugby	We watched rugby on television.
safety	Safety is important at work.
sailor	The sailor repaired the boat.
sample	The nurse took a blood sample.
sand	Sand covered my shoes.
scan	Scan the document first.
scientific	This is a scientific method.
script	The actor read the script.
sculpture	The sculpture stands outside.
secondary	This is a secondary problem.
security	Security checked our bags.
seed	Plant the seed in soil.
sensible	That is a sensible idea.
seriously	Take this problem seriously.
servant	The servant opened the door.
set (put)	Set the glass on the table.
set (group)	This set includes six cups.
setting	The story has a city setting.
sex	The form asks for age and sex.
sexual	The class discussed sexual health.
sharp	This knife is sharp.
shelf	Put the book on the shelf.
shell	The shell was empty.
shift	My shift starts at eight.
shine	The stars shine at night.
shiny	Her shoes are shiny.
shoot	The photographer will shoot the scene.
shy	He is shy with strangers.
sight	The mountain was a beautiful sight.
signal	The signal was weak.
silent	The room became silent.
silly	That was a silly mistake.
similarity	There is a clear similarity.
similarly	The second plan works similarly.
simply	Simply press this button.
sink	Heavy stones sink quickly.
slice	I ate a slice of cake.
slightly	The room is slightly warmer.
smart	She wore a smart jacket.
smooth	The road is smooth.
software	The software needs an update.
soil	The soil is dry.
solid	The wall is solid.
southern	They live on the southern coast.
specifically	I asked specifically for tea.
spending	Government spending increased.
spicy	This curry is spicy.
spirit	The team showed great spirit.
spoken	Spoken English improves with practice.
spot	This spot is perfect.
spread	Spread butter on the bread.
stadium	The stadium was full.
staff	The staff were helpful.
standard	The standard was high.
statistic	This statistic is surprising.
statue	The statue stands in the square.
stick (push into/attach)	Stick the label on the box.
stick (piece of wood)	He picked up a stick.
