source_headword	NE	example_NE
concept	अवधारणा	शिक्षकले नयाँ अवधारणा बुझाए.
concern	चिन्ता	बढ्दो खर्च हाम्रो चिन्ता हो.
concerned	चिन्तित	अभिभावकहरू सुरक्षाबारे चिन्तित छन्.
conduct	सञ्चालन गर्नु	विद्यालयले परीक्षा सञ्चालन गर्‍यो.
confidence	आत्मविश्वास	अनुभवले उनको आत्मविश्वास बढायो.
conflict	द्वन्द्व	दुई समूहबीच द्वन्द्व भयो.
confusing	अलमल्याउने	निर्देशन अलमल्याउने खालका थिए.
conscious	सचेत	उनी स्वास्थ्यबारे सचेत छिन्.
conservative	रूढिवादी	उनको परिवार निकै रूढिवादी छ.
consideration	विचार	तपाईंको सुझाव विचारमा लिइनेछ.
consistent	सुसंगत	उनको नतिजा सधैं सुसंगत छ.
constant	लगातार	लगातार आवाजले काम गर्न गाह्रो भयो.
constantly	लगातार	फोन लगातार बजिरहेको थियो.
construct	निर्माण गर्नु	कामदारहरूले नयाँ भवन निर्माण गरे.
construction	निर्माण	निर्माण अर्को महिनासम्म चल्नेछ.
contemporary	समकालीन	यो समकालीन नेपाली कला हो.
contest	प्रतियोगिता	विद्यार्थीहरूले भाषण प्रतियोगितामा भाग लिए.
contract	सम्झौता	कम्पनीले नयाँ सम्झौता हस्ताक्षर गर्‍यो.
contribute	योगदान गर्नु	सबैले परियोजनामा योगदान गरे.
contribution	योगदान	उनको योगदान धेरै महत्त्वपूर्ण थियो.
convert	रूपान्तरण गर्नु	उनीहरूले गोदामलाई कार्यालयमा रूपान्तरण गरे.
convinced	विश्वस्त	म उनको व्याख्याबाट विश्वस्त भएँ.
core	मुख्य	मुख्य समस्या अझै समाधान भएको छैन.
corporate	कर्पोरेट	कर्पोरेट कार्यालय सहरमा छ.
council	परिषद्	नगर परिषद्ले नयाँ योजना पास गर्‍यो.
county	काउन्टी	उनी सानो काउन्टीमा बस्छन्.
courage	साहस	सत्य बोल्न साहस चाहिन्छ.
crash	दुर्घटना	सडक दुर्घटनाले यातायात रोकियो.
creation	सिर्जना	यो चित्र उनको नयाँ सिर्जना हो.
creature	जीव	समुद्रमा अनौठो जीव भेटियो.
crew	टोली	जहाजको टोली तयार थियो.
crisis	संकट	देशले आर्थिक संकट सामना गर्‍यो.
criterion	मापदण्ड	छनोटको मुख्य मापदण्ड अनुभव हो.
critic	आलोचक	आलोचकले फिल्मको प्रशंसा गरे.
critical	महत्त्वपूर्ण	यो निर्णय अत्यन्त महत्त्वपूर्ण छ.
criticism	आलोचना	सरकारले कडा आलोचना सामना गर्‍यो.
criticize	आलोचना गर्नु	शिक्षकले काम होइन, तर तरिका आलोचना गरे.
crop	बाली	यस वर्ष धानको बाली राम्रो भयो.
crucial	निर्णायक	अन्तिम पाँच मिनेट निर्णायक थिए.
cure	उपचार	यस रोगको उपचार उपलब्ध छ.
curve	घुम्ती	सडकको घुम्ती खतरनाक थियो.
curved	घुमेको	घुमेको रेखा नक्सामा देखियो.
debate	बहस	विद्यार्थीहरूले विषयमा बहस गरे.
debt	ऋण	उसले बैंकको ऋण तिर्‍यो.
decent	ठीकठाक	होटल ठीकठाक र सफा थियो.
declare	घोषणा गर्नु	सरकारले सार्वजनिक बिदा घोषणा गर्‍यो.
decline	घट्नु	बिक्री यो महिना घट्यो.
decoration	सजावट	कोठाको सजावट सरल थियो.
decrease	कमी हुनु	तापक्रम राति कमी भयो.
deeply	गहिरो रूपमा	उनी समाचारले गहिरो रूपमा दुखी भइन्.
defeat	हार	टोलीले पहिलो हार स्वीकार गर्‍यो.
defence	रक्षा	वकिलले बलियो रक्षा प्रस्तुत गरे.
defend	रक्षा गर्नु	खेलाडीले आफ्नो उपाधि रक्षा गर्‍यो.
delay	ढिलाइ	रेलमा एक घण्टा ढिलाइ भयो.
deliberate	जानाजानी	यो जानाजानी गरिएको गल्ती थियो.
deliberately	जानाजानी	उसले ढोका जानाजानी खुला छोड्यो.
delight	आनन्द	समाचारले परिवारमा आनन्द ल्यायो.
delighted	प्रसन्न	उनी निमन्त्रणाले प्रसन्न भइन्.
delivery	डेलिभरी	डेलिभरी दिउँसो आइपुग्यो.
demand	माग	पानीको माग गर्मीमा बढ्छ.
demonstrate	देखाउनु	प्रशिक्षकले तरिका देखाए.
deny	अस्वीकार गर्नु	उसले आरोप अस्वीकार गर्‍यो.
depressed	निराश	काम गुमाएपछि ऊ निराश भयो.
depressing	निराशाजनक	लामो वर्षा निराशाजनक लाग्यो.
depth	गहिराइ	पोखरीको गहिराइ मापन गरियो.
deserve	लायक हुनु	तिमी यो पुरस्कारको लायक छौ.
desire	इच्छा	उनको सिक्ने इच्छा बलियो छ.
desperate	निराश	उनी मद्दतका लागि निराश देखिन्थिन्.
detailed	विस्तृत	प्रतिवेदन धेरै विस्तृत थियो.
detect	पत्ता लगाउनु	यन्त्रले धुवाँ पत्ता लगायो.
dig	खन्नु	किसानले माटो खने.
disc	डिस्क	पुरानो डिस्क अझै काम गर्छ.
discipline	अनुशासन	खेलाडीहरूलाई कडा अनुशासन चाहिन्छ.
dishonest	बेइमान	बेइमान व्यवहारले विश्वास घटाउँछ.
dismiss	खारेज गर्नु	न्यायाधीशले उजुरी खारेज गरे.
display	प्रदर्शन गर्नु	संग्रहालयले पुराना नक्सा प्रदर्शन गर्‍यो.
distribute	वितरण गर्नु	स्वयंसेवकहरूले खाना वितरण गरे.
distribution	वितरण	औषधिको वितरण बिहान सुरु भयो.
district	जिल्ला	यो जिल्ला पहाडमा पर्छ.
division	विभाजन	समूहको विभाजन स्पष्ट थियो.
domestic	घरेलु	घरेलु काम सबैले बाँड्नुपर्छ.
dominate	हावी हुनु	एक टोली खेलमा हावी भयो.
downwards	तलतिर	बल तलतिर गुड्यो.
dozen	दर्जन	उनले एक दर्जन अण्डा किने.
draft	मस्यौदा	लेखको पहिलो मस्यौदा तयार छ.
drag	तान्नु	उसले भारी झोला तान्यो.
dramatic	नाटकीय	अन्तिम दृश्य निकै नाटकीय थियो.
edit	सम्पादन गर्नु	म लेख फेरि सम्पादन गर्छु.
edition	संस्करण	पुस्तकको नयाँ संस्करण आयो.
efficient	प्रभावकारी	यो प्रभावकारी काम गर्ने तरिका हो.
elderly	वृद्ध	वृद्ध मानिसलाई सिट दिइयो.
elect	निर्वाचित गर्नु	जनताले नयाँ मेयर निर्वाचित गरे.
elsewhere	अरू ठाउँमा	यो सामान अरू ठाउँमा सस्तो छ.
emerge	देखा पर्नु	अँध्यारोबाट एउटा आकृति देखा पर्‍यो.
emotional	भावनात्मक	भाषण धेरै भावनात्मक थियो.
emphasis	जोड	शिक्षकले उच्चारणमा जोड दिए.
emphasize	जोड दिनु	उनले सुरक्षामा जोड दिइन्.
enable	सक्षम बनाउनु	नयाँ सफ्टवेयरले काम छिटो गर्न सक्षम बनाउँछ.
encounter	भेट्नु	यात्रामा हामीले समस्या भेट्यौं.
engage	संलग्न हुनु	विद्यार्थीहरू छलफलमा संलग्न भए.
enhance	सुधार्नु	अभ्यासले सीप सुधार्छ.
enquiry	सोधपुछ	ग्राहकले मूल्यबारे सोधपुछ गर्‍यो.
ensure	सुनिश्चित गर्नु	कृपया ढोका बन्द भएको सुनिश्चित गर्नुहोस्.
enthusiasm	उत्साह	टोलीमा धेरै उत्साह थियो.
enthusiastic	उत्साहित	बच्चाहरू खेलबारे उत्साहित थिए.
entire	सम्पूर्ण	सम्पूर्ण गाउँ कार्यक्रममा आयो.
entirely	पूर्ण रूपमा	यो निर्णय पूर्ण रूपमा सही थिएन.
establish	स्थापना गर्नु	संस्थाले नयाँ शाखा स्थापना गर्‍यो.
estate	जग्गा	उनले ठूलो जग्गा किने.
estimate	अनुमान गर्नु	इन्जिनियरले लागत अनुमान गरे.
ethical	नैतिक	डाक्टरले नैतिक नियम पालना गरे.
evaluate	मूल्याङ्कन गर्नु	हामीले नतिजा मूल्याङ्कन गर्नुपर्छ.
evil	दुष्ट	कथामा दुष्ट पात्र थियो.
examination	परीक्षा	परीक्षा बिहान नौ बजे सुरु हुन्छ.
excuse	बहाना	ढिलाइको राम्रो बहाना थिएन.
executive	कार्यकारी	कार्यकारी निर्देशकले योजना बताए.
existence	अस्तित्व	पुरानो मन्दिरको अस्तित्व प्रमाणित भयो.
expectation	अपेक्षा	उनको अपेक्षा धेरै उच्च थियो.
expense	खर्च	यात्राको खर्च बढ्यो.
exploration	अन्वेषण	वैज्ञानिक अन्वेषण लामो चल्यो.
expose	उजागर गर्नु	पत्रकारले भ्रष्टाचार उजागर गरे.
extend	विस्तार गर्नु	विद्यालयले समय विस्तार गर्‍यो.
extent	हद	क्षतिको हद अझै स्पष्ट छैन.
external	बाह्य	बाह्य सहयोग आवश्यक भयो.
extraordinary	असाधारण	उनको साहस असाधारण थियो.
facility	सुविधा	अस्पतालमा नयाँ सुविधा थपियो.
failure	असफलता	असफलताबाट पनि सिक्न सकिन्छ.
faith	विश्वास	उसलाई आफ्नो टोलीमा विश्वास छ.
fault	गल्ती	यो मेरो गल्ती थिएन.
feather	प्वाँख	चराको प्वाँख हल्का थियो.
fee	शुल्क	कक्षाको शुल्क बढेको छ.
feedback	प्रतिक्रिया	शिक्षकले उपयोगी प्रतिक्रिया दिए.
fellow	साथी	साथी विद्यार्थीले मलाई सहयोग गर्‍यो.
finance	वित्त	वित्त विभागले खर्च जाँच्यो.
finding	निष्कर्ष	अध्ययनको मुख्य निष्कर्ष स्पष्ट छ.
firm	कम्पनी	सानो कम्पनीले राम्रो सेवा दिन्छ.
flame	ज्वाला	मैनबत्तीको ज्वाला हल्लियो.
flash	चमक	आकाशमा बिजुलीको चमक देखियो.
flexible	लचिलो	कामको समय लचिलो छ.
float	तैरिनु	काठ पानीमा तैरिन्छ.
folding	मोडिने	मोडिने कुर्सी सजिलै राख्न सकिन्छ.
forgive	माफ गर्नु	उसले साथीलाई माफ गर्‍यो.
former	पूर्व	पूर्व शिक्षक कार्यक्रममा आए.
fortune	भाग्य	उसको भाग्य अचानक बदलियो.
found	स्थापना गर्नु	उनीहरूले सानो संस्था स्थापना गरे.
freedom	स्वतन्त्रता	स्वतन्त्रता ठूलो अधिकार हो.
frequency	आवृत्ति	बसको आवृत्ति बिहान बढी हुन्छ.
fully	पूर्ण रूपमा	ढोका पूर्ण रूपमा खुला थियो.
fund	कोष	विद्यालयका लागि नयाँ कोष बन्यो.
fundamental	आधारभूत	यो आधारभूत मानव अधिकार हो.
funding	वित्तीय सहयोग	परियोजनाले वित्तीय सहयोग पायो.
furthermore	यसबाहेक	यसबाहेक, खर्च पनि कम हुनेछ.
gain	प्राप्त गर्नु	उनले अनुभवबाट ज्ञान प्राप्त गरिन्.
gang	गिरोह	प्रहरीले गिरोह पक्राउ गर्‍यो.
generate	उत्पन्न गर्नु	मेसिनले बिजुली उत्पन्न गर्छ.
genre	विधा	मलाई यो संगीत विधा मन पर्छ.
govern	शासन गर्नु	कानुनले समाजलाई शासन गर्छ.
grab	समात्नु	बच्चाले मेरो हात समात्यो.
gradually	बिस्तारै	मौसम बिस्तारै सुध्रियो.
grand	भव्य	उनीहरूले भव्य समारोह गरे.
grant	अनुदान	विद्यालयले अनुसन्धान अनुदान पायो.
guarantee	ग्यारेन्टी	कम्पनीले गुणस्तरको ग्यारेन्टी दिन्छ.
handle	सम्हाल्नु	उनले कठिन अवस्था राम्रोसँग सम्हालिन्.
harm	हानि	धुवाँले स्वास्थ्यलाई हानि गर्छ.
harmful	हानिकारक	यो रसायन हानिकारक हुन सक्छ.
hearing	सुनुवाइ	अदालतको सुनुवाइ भोलि हुन्छ.
heaven	स्वर्ग	कथामा स्वर्ग सुन्दर ठाउँ हो.
heel	एडी	उसको एडीमा चोट लाग्यो.
hell	नर्क	उपन्यासले युद्धलाई नर्कजस्तै देखायो.
hesitate	हिचकिचाउनु	प्रश्न सोध्न नहिचकिचाऊ.
hollow	खोक्रो	रुखको भित्र भाग खोक्रो थियो.
holy	पवित्र	यो पवित्र स्थान शान्त छ.
honour	सम्मान	उनीहरूले पाहुनालाई सम्मान दिए.
household	घरपरिवार	हरेक घरपरिवारले फारम भर्नुपर्छ.
housing	आवास	सहरमा सस्तो आवास कम छ.
humorous	हास्यपूर्ण	उनको भाषण हास्यपूर्ण थियो.
humour	हास्य	हास्यले तनाव घटाउँछ.
hunting	सिकार	यस क्षेत्रमा सिकार निषेध छ.
illustrate	चित्रण गर्नु	चित्रले विचार राम्रोसँग चित्रण गर्छ.
illustration	चित्रण	पुस्तकमा रंगीन चित्रणहरू छन्.
imagination	कल्पना	बच्चाको कल्पना असीमित हुन्छ.
impatient	अधीर	लाममा उनी अधीर भए.
imply	संकेत गर्नु	उनको शब्दले फरक अर्थ संकेत गर्‍यो.
impose	लागू गर्नु	सरकारले नयाँ कर लागू गर्‍यो.
impress	प्रभाव पार्नु	उनको प्रस्तुतीकरणले सबैलाई प्रभाव पार्‍यो.
impressed	प्रभावित	हामी उनको कामबाट प्रभावित भयौं.
inch	इन्च	मेज एक इन्च छोटो थियो.
incident	घटना	सानो घटना चाँडै समाधान भयो.
income	आम्दानी	परिवारको आम्दानी स्थिर छ.
increasingly	बढ्दो रूपमा	मानिसहरू बढ्दो रूपमा अनलाइन काम गर्छन्.
industrial	औद्योगिक	औद्योगिक क्षेत्र सहरबाहिर छ.
infection	संक्रमण	डाक्टरले संक्रमण जाँच गरे.
inform	सूचित गर्नु	कृपया हामीलाई परिवर्तनबारे सूचित गर्नुहोस्.
initial	प्रारम्भिक	प्रारम्भिक नतिजा राम्रो छ.
initially	सुरुमा	सुरुमा योजना कठिन लाग्यो.
initiative	पहल	विद्यार्थीहरूले सफाइ पहल सुरु गरे.
inner	भित्री	भित्री कोठा शान्त थियो.
insight	अन्तर्दृष्टि	अनुसन्धानले नयाँ अन्तर्दृष्टि दियो.
insist	जिद्दी गर्नु	उसले सत्य बोल्न जिद्दी गर्‍यो.
inspire	प्रेरित गर्नु	उनको कथा धेरैलाई प्रेरित गर्छ.
install	जडान गर्नु	प्राविधिकले नयाँ एप जडान गर्‍यो.
instance	उदाहरण	यो एउटा स्पष्ट उदाहरण हो.
