source_headword	BN	example_BN
literacy	সাক্ষরতা	বয়স্ক সাক্ষরতা কর্মসূচিগুলো সম্প্রসারিত হয়েছে।
liver	যকৃৎ	যকৃৎ ক্ষতিকারক পদার্থগুলো ফিল্টার করে।
lobby	লবি	দুপুরের পর লবিতে ভিড় ছিল।
log	লগ	সিস্টেমটি একটি দৈনিক লগ রাখে।
logic	যুক্তি	তার যুক্তির ভিত্তি ব্যর্থ হয়েছে।
long-standing	দীর্ঘস্থায়ী	তারা একটি দীর্ঘস্থায়ী বিরোধের মীমাংসা করেছে।
long-time	দীর্ঘকালীন	তিনি একজন দীর্ঘকালীন স্বেচ্ছাসেবক।
loom	ঘনীভূত হওয়া	উপত্যকার ওপর কালো মেঘ ঘনীভূত হচ্ছে।
loop	লুপ	ট্রেইলটি একটি লুপ তৈরি করে।
loyalty	আনুগত্য	তার আনুগত্য দলকে মুগ্ধ করেছে।
machinery	যন্ত্রপাতি	কারখানাটি নতুন যন্ত্রপাতি স্থাপন করেছে।
magical	জাদুকরী	রাতে বাগানটি জাদুকরী দেখাচ্ছিল।
magistrate	ম্যাজিস্ট্রেট	ম্যাজিস্ট্রেট মামলাটির শুনানি করেছেন।
magnetic	চৌম্বকীয়	চৌম্বকীয় ক্ষেত্রটি কম্পাসকে প্রভাবিত করেছে।
magnitude	তীব্রতা	ক্ষতির তীব্রতা স্পষ্ট ছিল।
mainland	মূল ভূখণ্ড	ফেরিটি দ্বীপগুলোকে মূল ভূখণ্ডের সাথে যুক্ত করে।
mainstream	মূলধারা	ধারণাটি মূলধারার রাজনীতিতে প্রবেশ করেছে।
maintenance	রক্ষণাবেক্ষণ	নিয়মিত রক্ষণাবেক্ষণ বিকল হওয়া রোধ করে।
mandate	ম্যান্ডেট	রাষ্ট্রপতি একটি শক্তিশালী ম্যান্ডেটের দাবি করেছেন।
mandatory	বাধ্যতামূলক	প্রশিক্ষণার্থীদের জন্য উপস্থিতি বাধ্যতামূলক।
manifest	প্রকাশ করা	কয়েক সপ্তাহ পরে লক্ষণগুলো প্রকাশ পেতে পারে।
manipulate	নিপুণভাবে পরিচালনা করা	জরিপের ফলাফলগুলো বিকৃত করবেন না।
manipulation	কারসাজি	তথ্যের কারসাজিটি আবিষ্কৃত হয়েছিল।
manuscript	পাণ্ডুলিপি	প্রকাশক তার পাণ্ডুলিপিটি গ্রহণ করেছেন।
march	কুচকাওয়াজ	বিক্ষোভকারীরা ডাউনটাউনে কুচকাওয়াজ করবে।
marginal	প্রান্তিক	পরিবর্তনটির প্রান্তিক সুবিধা ছিল।
marine	সামুদ্রিক	সামুদ্রিক জীবনের বিশুদ্ধ পানি প্রয়োজন।
marketplace	মার্কেটপ্লেস	অনলাইন মার্কেটপ্লেসটি দ্রুত সম্প্রসারিত হয়েছে।
mask	মাস্ক	শ্রমিকদের অবশ্যই একটি মাস্ক পরতে হবে।
massacre	গণহত্যা	গণহত্যাটি সমগ্র অঞ্চলকে হতবাক করেছিল।
mathematical	গাণিতিক	গাণিতিক মডেলটি চাহিদার পূর্বাভাস দিয়েছে।
mature	পরিপক্ব	পরিপক্ব গাছগুলো ছায়া দেয়।
maximize	সর্বোচ্চ করা	আপডেটটি ব্যাটারি লাইফ সর্বোচ্চ করবে।
meaningful	অর্থপূর্ণ	তাদের একটি অর্থপূর্ণ আলাপ ছিল।
meantime	ইতিমধ্যে	ইতিমধ্যে, বাইরে অপেক্ষা করুন।
medieval	মধ্যযুগীয়	দুর্গটির মধ্যযুগীয় দেয়াল রয়েছে।
meditation	ধ্যান	দৈনন্দিন ধ্যান তার মনকে শান্ত করে।
melody	সুর	সুরটি আমার মাথায় আটকে ছিল।
memo	মেমো	মেমোটি নীতিটি ব্যাখ্যা করেছে।
memoir	স্মৃতিকথা	তার স্মৃতিকথা শৈশবের নির্বাসন বর্ণনা করে।
memorial	স্মৃতিস্তম্ভ	স্মৃতিস্তম্ভটি স্থানীয় সৈন্যদের সম্মান জানায়।
mentor	মেন্টর	তার মেন্টর প্রস্তাবটি পর্যালোচনা করেছেন।
merchant	বণিক	বণিকটি রেশম এবং মশলা বিক্রি করত।
mercy	দয়া	বিচারক দয়া দেখিয়েছেন।
mere	নিছক	এক নিছক দৃষ্টিতেই ভুলটি ধরা পড়েছিল।
merely	শুধুমাত্র	তিনি শুধুমাত্র নির্দেশাবলী পুনরাবৃত্তি করেছেন।
merge	একত্রিত হওয়া	কোম্পানি দুটি একত্রিত হবে।
merger	একত্রীকরণ	একত্রীকরণটি একটি বড় ব্যাংক তৈরি করেছে।
merit	যোগ্যতা	প্রস্তাবটির সুস্পষ্ট যোগ্যতা রয়েছে।
methodology	পদ্ধতি	গবেষণাটি তার পদ্ধতিটি ব্যাখ্যা করে।
midst	মাঝখান	তারা বিশৃঙ্খলার মাঝখানে কাজ করেছে।
migration	অভিবাসন	মৌসুমী অভিবাসন স্থানীয় কর্মসংস্থানকে প্রভাবিত করে।
militant	জঙ্গি	জঙ্গি দলটি আলোচনা প্রত্যাখ্যান করেছে।
militia	মিলিশিয়া	মিলিশিয়া রাস্তাটি নিয়ন্ত্রণ করেছে।
mill	মিল	পুরোনো মিলটি একটি জাদুঘরে পরিণত হয়েছে।
minimal	ন্যূনতম	পরিকল্পনাটির জন্য ন্যূনতম প্রচেষ্টার প্রয়োজন।
minimize	হ্রাস করা	আমাদের অবশ্যই অপ্রয়োজনীয় ঝুঁকি হ্রাস করতে হবে।
mining	খনি	খনি নদী উপত্যকাটিকে ক্ষতিগ্রস্ত করেছে।
ministry	মন্ত্রণালয়	মন্ত্রণালয় নতুন নিয়ম ঘোষণা করেছে।
minute2	ক্ষুদ্র	কাঁচে একটি ক্ষুদ্র ফাটল দেখা দিয়েছে।
miracle	অলৌকিক ঘটনা	তার সুস্থতা একটি অলৌকিক ঘটনার মতো মনে হয়েছিল।
misery	দুর্দশা	শরণার্থীরা বছরের পর বছর দুর্দশা সহ্য করেছে।
misleading	বিভ্রান্তিকর	বিভ্রান্তিকর চার্টটি পাঠকদের বিভ্রান্ত করেছে।
missile	ক্ষেপণাস্ত্র	ক্ষেপণাস্ত্র পরীক্ষাটি উত্তেজনা বাড়িয়েছে।
mob	উন্মত্ত জনতা	বিক্ষুব্ধ জনতা যান চলাচল আটকে দিয়েছে।
mobility	গতিশীলতা	উন্নত বাসগুলো শহুরে গতিশীলতা বাড়ায়।
mobilize	সংঘবদ্ধ করা	নেতারা স্বেচ্ছাসেবকদের দ্রুত সংঘবদ্ধ করেন।
moderate	মধ্যপন্থী	প্রার্থী মধ্যপন্থী দৃষ্টিভঙ্গি পোষণ করেন।
modification	পরিবর্তন	নকশাটিতে একটি পরিবর্তন প্রয়োজন।
momentum	ভরবেগ	প্রচারণাটি দ্রুত ভরবেগ লাভ করেছে।
monk	সন্ন্যাসী	সন্ন্যাসীটি নীরবে বসবাস করতেন।
monopoly	একচেটিয়া আধিপত্য	ফার্মটি একচেটিয়া আধিপত্য বিস্তার করেছিল।
morality	নৈতিকতা	কোর্সটি জনসমক্ষে নৈতিকতা পরীক্ষা করে।
motive	উদ্দেশ্য	পুলিশ তার উদ্দেশ্য নিয়ে প্রশ্ন করেছে।
motorist	গাড়িচালক	গাড়িচালক লাল বাতিতে থেমেছিলেন।
municipal	পৌর	পৌর পরিষেবাগুলো এই বছর উন্নত হয়েছে।
mutual	পারস্পরিক	তারা একটি পারস্পরিক চুক্তিতে পৌঁছেছে।
namely	অর্থাৎ	একটি সমস্যা রয়ে গেছে, অর্থাৎ অর্থায়ন।
nationwide	দেশব্যাপী	ধর্মঘটটি দেশব্যাপী বিলম্ব ঘটিয়েছে।
naval	নৌ	নৌঘাঁটিটি গত বছর বন্ধ হয়ে গেছে।
neglect	অবহেলা করা	প্রাথমিক নিরাপত্তা অবহেলা করবেন না।
neighbouring	প্রতিবেশী	প্রতিবেশী শহরগুলো হাসপাতালটি শেয়ার করেছে।
nest	পাখির বাসা	পাখিটি একটি বাসা তৈরি করেছে।
net	নিট	নিট মুনাফা তীব্রভাবে বৃদ্ধি পেয়েছে।
newsletter	নিউজলেটার	নিউজলেটারটি প্রতি শুক্রবার আসে।
niche	নিস	কোম্পানিটি একটি লাভজনক নিস খুঁজে পেয়েছে।
noble	মহৎ	তার মহৎ আচরণ সবাইকে মুগ্ধ করেছে।
nod	মাথা নাড়ানো	বুঝতে পারলে দয়া করে মাথা নাড়ান।
nominate	মনোনীত করা	তারা একজন নতুন চেয়ারকে মনোনীত করবে।
nomination	মনোনয়ন	তার মনোনয়ন কমিটিকে অবাক করেছে।
nominee	মনোনীত ব্যক্তি	মনোনীত ব্যক্তি কঠিন প্রশ্নের উত্তর দিয়েছেন।
nonetheless	তবুও	তবুও, পরিকল্পনাটি এগিয়ে গেছে।
non-profit	অলাভজনক	তিনি একটি অলাভজনক ক্লিনিকে কাজ করেন।
nonsense	আজেবাজে কথা	ওই গুজবটি সম্পূর্ণ আজেবাজে কথা।
noon	দুপুর	মিটিং দুপুরে শুরু হয়।
notable	উল্লেখযোগ্য	প্রতিবেদনটি উল্লেখযোগ্য অগ্রগতি করেছে।
notably	উল্লেখযোগ্যভাবে	উল্লেখযোগ্যভাবে, মে মাসে খরচ কমেছে।
notify	জানানো	যাওয়ার আগে দয়া করে কর্মীদের জানান।
notorious	কুখ্যাত	রাস্তাটি দুর্ঘটনার জন্য কুখ্যাত।
novel	অভিনব	তারা একটি অভিনব সমাধানের প্রস্তাব করেছিল।
nursery	নার্সারি	নার্সারিটি শিশুদের যত্ন নেয়।
objection	আপত্তি	আইনজীবী একটি আপত্তি তুললেন।
oblige	বাধ্য করা	নিয়মগুলো চালকদের থামতে বাধ্য করে।
obsess	আচ্ছন্ন হওয়া	ছোটখাটো ভুল নিয়ে সবসময় ভাববেন না।
obsession	মোহ	তার মোহ তার কাজের ক্ষতি করেছে।
occasional	মাঝে মাঝে	মাঝে মাঝে বিলম্ব হওয়ার আশঙ্কা রয়েছে।
occurrence	ঘটনা	এমন ঘটনা বিরল।
odds	সম্ভাবনা	সাফল্যের সম্ভাবনা উন্নত হয়েছে।
offering	প্রস্তাব	বিশ্ববিদ্যালয় তাদের পাঠ্যক্রমের প্রস্তাব বাড়িয়েছে।
offspring	শাবক	শিয়ালটি তার শাবকদের রক্ষা করেছিল।
operational	কার্যকর	নতুন সিস্টেমটি এখন কার্যকর।
opt	বেছে নেওয়া	অনেক শিক্ষার্থী অনলাইন ক্লাস বেছে নেয়।
optical	দৃষ্টি সংক্রান্ত	অপটিক্যাল লেন্সটি পরিষ্কার করা প্রয়োজন।
optimism	আশাবাদ	ঘোষণার পর আশাবাদ ফিরে আসে।
oral	মৌখিক	আগামীকাল মৌখিক পরীক্ষা শুরু হবে।
organizational	সাংগঠনিক	সাংগঠনিক পরিবর্তনগুলি অবিলম্বে শুরু হয়েছিল।
orientation	পরিচিতি	কর্মশালায় কর্মীদের পরিচিতি পর্ব ছিল।
originate	উদ্ভূত হওয়া	অনেক ঐতিহ্য গ্রামের গ্রাম থেকে উদ্ভূত হয়।
outbreak	প্রাদুর্ভাব	প্রাদুর্ভাবটি পুরো শহরে ছড়িয়ে পড়ে।
outing	ভ্রমণ	ক্লাসটি একটি মিউজিয়াম ভ্রমণ উপভোগ করেছে।
outlet	আউটলেট	আউটলেটটি ছাড়ের দামে পোশাক বিক্রি করে।
outlook	পূর্বাভাস	অর্থনৈতিক পূর্বাভাস অনিশ্চিত রয়ে গেছে।
outrage	ক্ষোভ	সিদ্ধান্তটি জনগণের ক্ষোভের কারণ হয়েছিল।
outsider	বহিরাগত	একজন বহিরাগত হিসাবে, সে সমস্যাগুলি লক্ষ্য করেছে।
overlook	উপেক্ষা করা	ছোটখাটো বিষয় উপেক্ষা করবেন না।
overly	অতিরিক্ত	নির্দেশনাগুলি অতিরিক্ত জটিল ছিল।
oversee	তদারকি করা	তিনি প্রকল্পটির তদারকি করবেন।
overturn	বাতিল করা	আদালত রায়টি বাতিল করতে পারে।
overwhelm	দিশেহারা করা	অতিরিক্ত তথ্য শিক্ষার্থীদের দিশেহারা করতে পারে।
overwhelming	বিপুল	প্রমাণগুলি বিপুল ছিল।
pad	প্যাড	হাঁটু রক্ষা করতে প্যাড ব্যবহার করুন।
parameter	প্যারামিটার	একবারে একটি প্যারামিটার সামঞ্জস্য করুন।
parental	পিতামাতার	পিতামাতার সমর্থন উপস্থিতি উন্নত করেছে।
parish	প্যারিশ	প্যারিশ একটি দাতব্য নৈশভোজের আয়োজন করেছিল।
parliamentary	সংসদীয়	সংসদীয় বিতর্ক কয়েক ঘণ্টা ধরে চলেছিল।
partial	আংশিক	প্রতিবেদনটি একটি আংশিক উত্তর দিয়েছে।
partially	আংশিকভাবে	জানালাটি আংশিকভাবে খোলা ছিল।
passing	প্রয়াণ	তার প্রয়াণ ছিল আকস্মিক।
passive	নিষ্ক্রিয়	নিষ্ক্রিয় বিনিয়োগকারীরা স্থিতিশীল মুনাফা গ্রহণ করেছিল।
pastor	যাজক	যাজক পরিবারটির সাথে দেখা করেছিলেন।
patch	তালি	জ্যাকেটটিতে একটি ছোট তালি দেওয়া দরকার।
patent	পেটেন্ট	কোম্পানিটি একটি পেটেন্ট দাখিল করেছে।
pathway	পথ	এই পথটি সার্টিফিকেশনের দিকে নিয়ে যায়।
patrol	টহল	পুলিশ রাতে এলাকায় টহল দেয়।
patron	পৃষ্ঠপোষক	যাদুঘরটি তার পৃষ্ঠপোষককে ধন্যবাদ জানিয়েছে।
peak	সর্বোচ্চ পর্যায়	চাহিদা শীতকালীন সর্বোচ্চ পর্যায়ে পৌঁছেছে।
peasant	কৃষক	কৃষকটির খুব কম জমি ছিল।
peculiar	অদ্ভুত	ঘরটিতে একটি অদ্ভুত গন্ধ ছিল।
persist	টিকে থাকা	উপসর্গগুলি কয়েক দিন টিকে থাকতে পারে।
persistent	অবিরাম	অবিরাম কাশির জন্য মনোযোগ দেওয়া প্রয়োজন।
personnel	কর্মী	কর্মীদের রেকর্ড গোপনীয়।
petition	আবেদনপত্র	আবেদনপত্রটি হাজার হাজার স্বাক্ষর সংগ্রহ করেছে।
philosopher	দার্শনিক	দার্শনিক সাধারণ ধারণাগুলি নিয়ে প্রশ্ন তুলেছিলেন।
philosophical	দার্শনিক	আলোচনাটি দার্শনিক হয়ে উঠেছিল।
physician	চিকিৎসক	চিকিৎসক রক্ত পরীক্ষার নির্দেশ দিয়েছেন।
pioneer	পথপ্রদর্শক	তিনি চিকিৎসায় একজন পথপ্রদর্শক হয়েছিলেন।
pipeline	পাইপলাইন	পাইপলাইনটি মাটির নিচ দিয়ে গ্যাস বহন করে।
pirate	জলদস্যু	জলদস্যু জাহাজটি উপকূলের কাছে দেখা গিয়েছিল।
pit	গর্ত	শ্রমিকরা একটি গভীর গর্ত খুঁড়েছিল।
plea	আকুতি	তার সাহায্যের আকুতি উপেক্ষা করা হয়েছিল।
plead	দোষ স্বীকার করা	সন্দেহভাজন ব্যক্তি দোষ স্বীকার করবে।
pledge	অঙ্গীকার	তারা সংস্কারের জন্য সমর্থনের অঙ্গীকার করেছে।
plug	প্লাগ	সকেটে তারের প্লাগ লাগান।
plunge	পতন	কেলেঙ্কারির পর দাম পড়ে যেতে পারে।
pole	খুঁটি	খুঁটি থেকে পতাকাটি ঝুলছিল।
poll	জরিপ	জরিপে মতামতের পরিবর্তন দেখা গেছে।
pond	পুকুর	হাঁসগুলো হিমায়িত পুকুর পার হয়েছিল।
pop	ফাটা	ধারালো বস্তুর কাছে বেলুন ফেটে যায়।
portfolio	পোর্টফোলিও	তার পোর্টফোলিওতে বেশ কয়েকটি স্টার্টআপ অন্তর্ভুক্ত রয়েছে।
portray	চিত্রিত করা	চলচ্চিত্রটি গ্রামীণ জীবনকে চিত্রিত করবে।
postpone	স্থগিত করা	তারা শুনানি স্থগিত করার সিদ্ধান্ত নিয়েছে।
post-war	যুদ্ধোত্তর	যুদ্ধোত্তর আবাসনের জরুরি প্রয়োজন ছিল।
practitioner	চিকিৎসক	চিকিৎসক চিকিৎসার প্রক্রিয়া ব্যাখ্যা করেছেন।
preach	ধর্মপ্রচার করা	ধর্মযাজক রবিবার ধর্মপ্রচার করবেন।
precedent	নজির	রায়টি একটি গুরুত্বপূর্ণ নজির স্থাপন করেছে।
precision	নির্ভুলতা	মেশিনটি নির্ভুলতার সাথে কাটে।
predator	শিকারী	শিকারী প্রাণীটি নদীর কাছে অপেক্ষা করছিল।
predecessor	পূর্বসূরী	তার পূর্বসূরী বিস্তারিত নোট রেখে গেছেন।
predominantly	প্রধানত	এলাকাটি প্রধানত আবাসিক।
pregnancy	গর্ভাবস্থা	গর্ভাবস্থায় নিয়মিত চিকিৎসার প্রয়োজন।
prejudice	কুসংস্কার	প্রচারণাটি জাতিগত কুসংস্কারকে চ্যালেঞ্জ করেছে।
preliminary	প্রাথমিক	প্রাথমিক ফলাফল প্রতিশ্রুতিশীল দেখাচ্ছে।
premier	প্রধানমন্ত্রী	প্রধানমন্ত্রী আজ সংসদে ভাষণ দিয়েছেন।
premise	ভিত্তি	যুক্তিটি একটি মিথ্যা ভিত্তির উপর দাঁড়িয়ে আছে।
premium	অতিরিক্ত মূল্য	গ্রাহকরা গতির জন্য অতিরিক্ত মূল্য প্রদান করেছে।
prescribe	ওষুধ লিখে দেওয়া	ডাক্তাররা সতর্কতার সাথে অ্যান্টিবায়োটিক লিখে দেন।
prescription	প্রেসক্রিপশন	প্রেসক্রিপশনটির মেয়াদ পরের মাসে শেষ হবে।
presently	বর্তমানে	তিনি বর্তমানে অনুপলব্ধ।
preservation	সংরক্ষণ	সংরক্ষণ ঐতিহাসিক ভবনগুলোকে রক্ষা করে।
preside	সভাপতিত্ব করা	বিচারক বিচারের সভাপতিত্ব করবেন।
presidency	রাষ্ট্রপতির মেয়াদ	তার রাষ্ট্রপতির মেয়াদ আট বছর স্থায়ী হয়েছিল।
presidential	রাষ্ট্রপতির	রাষ্ট্রপতি নির্বাচন মনোযোগ আকর্ষণ করেছিল।
prestigious	মর্যাদাপূর্ণ	সে একটি মর্যাদাপূর্ণ বৃত্তি জিতেছিল।
presumably	সম্ভবত	অফিসটি সম্ভবত আজ বন্ধ।
presume	ধরে নেওয়া	আমরা ধরে নিই যে নথিপত্রগুলি আসল।
