hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
1033:表	表	表	form; tablo; saat	Lütfen bu formu doldurun.	fomu; jedwali; saa	Tafadhali jaza fomu hii.	cədvəl; forma; saat	Zəhmət olmasa bu formanı doldurun.	jadval; shakl; soat	Iltimos, bu shaklni to'ldiring.
1039:并	并	并	hiç de; ayrıca; ve	Aslında hiç yorgun hissetmiyorum.	pia; na; kwa kweli	Mimi kwa kweli sijisikii nimechoka.	heç də; həmçinin; və	Mən heç də yorğun hiss etmirəm.	aslo; ham; va	Men aslo charchagan deb o'ylamayman.
1043:不必	不必	不必	gerek yok	Şimdi cevap vermen gerekmez.	si lazima	Huhitaji kujibu sasa.	lazım deyil	Sənin indi cavab verməyinə ehtiyac yoxdur.	shart emas	Hozir javob berishing shart emas.
1044:不便	不便	不便	uygunsuz; elverişsiz	Burada park etmek uygun değil.	si rahisi; isiyofaa	Kuegesha gari hapa si rahisi.	narahat; əlverişsiz	Burada maşın saxlamaq narahatdır.	noqulay	Bu yerda mashina qo'yish noqulay.
1046:不够	不够	不够	yeterli değil	Bu sandalyeler herkes için yeterli değil.	haitoshi	Viti hivi havitoshi kwa kila mtu kukaa.	kifayət deyil	Bu stullar hamının oturması üçün kifayət deyil.	yetarli emas	Bu stullar hammaning o'tirishiga yetmaydi.
1048:不论	不论	不论	ne olursa olsun	Hava nasıl olursa olsun yola çıkacağız.	bila kujali; haijalishi	Hali ya hewa iweje, tutaondoka.	asılı olmayaraq; nə olursa olsun	Hava necə olursa olsun, biz yola çıxacağıq.	qanday bo'lishidan qat'i nazar	Havo qanday bo'lishidan qat'i nazar, yo'lga chiqamiz.
1049:步	步	步	adım	O bir adım öne yürüdü.	hatua	Alipiga hatua moja mbele.	addım	O, irəli bir addım atdı.	qadam	U oldinga bir qadam tashladi.
1050:部	部	部	film veya kitap ölçü sözü; bölüm	Bu film çok ilginç.	kihesabio cha filamu au vitabu; idara	Filamu hii inavutia sana.	film və kitab üçün say sözü; şöbə	Bu film çox maraqlıdır.	film yoki kitob uchun hisob so'zi; bo'lim	Bu film juda qiziqarli.
1054:不光	不光	不光	sadece değil	Bu oyunu sadece çocuklar değil, yetişkinler de seviyor.	si tu	Si watoto tu, hata watu wazima wanapenda mchezo huu.	təkcə deyil	Bu oyunu təkcə uşaqlar deyil, böyüklər də sevir.	faqat emas	Bu o'yinni faqat bolalar emas, kattalar ham yaxshi ko'radi.
1056:不满	不满	不满	memnuniyetsiz	Bu sonuçtan çok memnuniyetsiz.	kutoridhika	Haridhiki na matokeo haya.	narazı	O bu nəticədən çox narazıdır.	norozi	U bu natijadan juda norozi.
1063:参赛	参赛	参赛	yarışmaya katılmak	Sınıfımızdan beş kişi yarışmaya katılıyor.	kushiriki mashindano	Darasani kwetu watu watano wanashiriki mashindano.	yarışda iştirak etmək	Sinifimizdən beş nəfər yarışda iştirak edir.	musobaqada qatnashmoq	Sinfimizdan besh kishi musobaqada qatnashyapti.
1067:查看	查看	查看	kontrol etmek; görüntülemek	Öğretmen öğrenci listesini kontrol ediyor.	kuangalia; kukagua	Mwalimu anakagua orodha ya wanafunzi.	yoxlamaq; baxmaq	Müəllim tələbə siyahısını yoxlayır.	tekshirmoq; ko'rib chiqmoq	O'qituvchi talabalar ro'yxatini tekshiryapti.
1068:茶叶	茶叶	茶叶	çay yaprağı	Bu dükkandaki çay yaprakları çok taze.	majani ya chai	Majani ya chai katika duka hili ni mabichi sana.	çay yarpağı	Bu mağazanın çay yarpaqları çox təzədir.	choy bargi	Bu do'kondagi choy barglari juda yangi.
1069:查找	查找	查找	aramak; araştırmak	İnternette bilgi arıyorum.	kutafuta	Ninatafuta taarifa mtandaoni.	axtarmaq	Mən internetdə məlumat axtarıram.	qidirmoq	Men internetda ma'lumot qidiryapman.
1070:差点儿	差点儿	差点儿	az kalsın	Az kalsın otobüsü kaçırıyordum.	karibu; nusura	Karibu nikose basi.	az qala	Az qala avtobusu qaçırırdım.	sal bo'lmasa	Sal bo'lmasa avtobusdan qolib ketardim.
1072:厂	厂	厂	fabrika	Bu fabrika cep telefonu üretiyor.	kiwanda	Kiwanda hiki kinazalisha simu za mkononi.	zavod; fabrik	Bu zavod mobil telefon istehsal edir.	zavod	Bu zavod mobil telefon ishlab chiqaradi.
1075:车速	车速	车速	araç hızı	Yağmurlu havada araç hızı biraz düşük olmalı.	kasi ya gari	Wakati wa mvua, kasi ya gari inapaswa kuwa polepole kidogo.	maşının sürəti	Yağışlı havada maşının sürəti bir az yavaş olmalıdır.	transport tezligi	Yomg'irli kunda mashina tezligi biroz past bo'lishi kerak.
1076:车位	车位	车位	park yeri	Aşağıda hâlâ bir park yeri var.	nafasi ya kuegesha gari	Chini bado kuna nafasi moja ya kuegesha gari.	park yeri	Aşağıda hələ bir park yeri var.	park joyi	Pastda hali bitta park joyi bor.
1077:城	城	城	şehir; kasaba	Bu şehirde çok eski sokak var.	mji; jiji	Mji huu una mitaa mingi ya zamani.	şəhər	Bu şəhərdə çoxlu köhnə küçə var.	shahar	Bu shaharda ko'p eski ko'chalar bor.
1080:乘客	乘客	乘客	yolcu	Yolcular lütfen arka kapıdan inin.	abiria	Abiria tafadhali shukeni kwa mlango wa nyuma.	sərnişin	Sərnişinlər, zəhmət olmasa arxa qapıdan düşün.	yo'lovchi	Yo'lovchilar, iltimos, orqa eshikdan tushing.
1085:迟	迟	迟	geç	O bugün biraz geç geldi.	kuchelewa	Leo alikuja amechelewa kidogo.	gec	O bu gün bir az gec gəldi.	kech	U bugun biroz kech keldi.
1086:重	重	重	yeniden; tekrar	Bu kompozisyonun bir kez yeniden yazılması gerekiyor.	tena; upya	Insha hii inahitaji kuandikwa tena mara moja.	yeni; təkrar	Bu inşanı bir dəfə yenidən yazmaq lazımdır.	qayta; yana	Bu inshoni bir marta qayta yozish kerak.
1091:出行	出行	出行	yolculuk etmek; dışarı çıkmak	Tatillerde yolculuk eden insan çoktur.	kusafiri; kutoka nje	Wakati wa sikukuu, watu wengi husafiri.	səfərə çıxmaq; yola çıxmaq	Bayram günlərində səfərə çıxan adam çox olur.	safarga chiqmoq; tashqariga chiqmoq	Bayram kunlari safarga chiqadigan odam ko'p bo'ladi.
1092:出租	出租	出租	kiraya vermek	Bu daire kiraya verilebilir.	kupangisha	Nyumba hii inaweza kupangishwa.	kirayə vermək	Bu mənzili kirayə vermək olar.	ijaraga bermoq	Bu kvartirani ijaraga berish mumkin.
1094:厨师	厨师	厨师	aşçı; şef	Bu aşçı yemekleri çok hızlı yapıyor.	mpishi	Mpishi huyu hupika haraka sana.	aşpaz	Bu aşpaz yeməyi çox tez bişirir.	oshpaz	Bu oshpaz ovqatni juda tez tayyorlaydi.
1095:窗	窗	窗	pencere	Lütfen pencereyi biraz aç.	dirisha	Tafadhali fungua dirisha kidogo.	pəncərə	Zəhmət olmasa pəncərəni bir az aç.	deraza	Iltimos, derazani biroz oching.
1099:此	此	此	bu; burada	Burada park etmek yasaktır.	hapa; hili	Hapa hairuhusiwi kuegesha gari.	bu; burada	Burada maşın saxlamaq qadağandır.	bu; shu yer	Bu yerda mashina qo'yish taqiqlanadi.
1100:此次	此次	此次	bu sefer; bu kez	Bu toplantı çok önemli.	mara hii; safari hii	Mkutano huu ni muhimu sana.	bu dəfə; bu toplantı	Bu dəfəki iclas çox vacibdir.	bu safar; bu gal	Bu safargi yig'ilish juda muhim.
1104:从中	从中	从中	bundan; bunların arasından	Bundan çok şey öğrendi.	kutokana na hilo; miongoni mwao	Alijifunza mengi kutokana na hilo.	bundan; onların arasından	O bundan çox şey öyrəndi.	shundan; orasidan	U shundan ko'p narsa o'rgandi.
1105:粗	粗	粗	kalın; kaba	Bu ip oldukça kalın.	nene; korofi	Kamba hii ni nene kiasi.	yoğun; qalın; kobud	Bu kəndir nisbətən qalındır.	qalin; qo'pol	Bu arqon ancha qalin.
1107:村	村	村	köy	Büyükannem küçük bir köyde yaşıyor.	kijiji	Bibi anaishi katika kijiji kidogo.	kənd	Nənəm kiçik bir kənddə yaşayır.	qishloq	Buvim kichik bir qishloqda yashaydi.
1109:错过	错过	错过	kaçırmak	Yarınki maçı kaçırma.	kukosa	Usikose mechi ya kesho.	qaçırmaq	Sabahkı yarışı qaçırma.	o'tkazib yubormoq	Ertangi musobaqani o'tkazib yuborma.
1112:答	答	答	cevaplamak	O bu soruyu çok hızlı cevapladı.	kujibu	Alijibu swali hili haraka sana.	cavab vermək	O bu suala tez cavab verdi.	javob bermoq	U bu savolga tez javob berdi.
1116:打败	打败	打败	yenmek	Sonunda güçlü takımı yendiler.	kushinda	Hatimaye walishinda timu yenye nguvu.	məğlub etmək	Onlar nəhayət güclü komandanı məğlub etdilər.	mag'lub etmoq	Ular nihoyat kuchli jamoani mag'lub etdi.
1120:打印机	打印机	打印机	yazıcı	Ofisteki yazıcı bozuldu.	printeri	Printeri ya ofisini imeharibika.	çap qurğusu; printer	Ofisdəki printer xarab olub.	chop etish qurilmasi; printer	Ofisdagi printer buzildi.
1123:大巴	大巴	大巴	tur otobüsü; büyük otobüs	Havalimanına büyük otobüsle gidiyoruz.	basi kubwa	Tunaenda uwanja wa ndege kwa basi kubwa.	böyük avtobus; sərnişin avtobusu	Biz hava limanına böyük avtobusla gedirik.	katta avtobus	Biz aeroportga katta avtobusda boramiz.
1124:大大	大大	大大	büyük ölçüde; çok	Bu etkinlik ilgiyi büyük ölçüde artırdı.	kwa kiasi kikubwa	Tukio hili liliongeza hamasa kwa kiasi kikubwa.	xeyli; böyük dərəcədə	Bu tədbir marağı xeyli artırdı.	ancha; juda	Bu tadbir qiziqishni ancha oshirdi.
1126:大量	大量	大量	büyük miktar	Süpermarkette çok miktarda taze meyve var.	kiasi kikubwa	Dukani kuna kiasi kikubwa cha matunda mabichi.	böyük miqdar	Supermarketdə böyük miqdarda təzə meyvə var.	katta miqdor	Supermarketda katta miqdorda yangi meva bor.
1127:大赛	大赛	大赛	büyük yarışma	Okul gelecek hafta Çince yarışması düzenliyor.	shindano kubwa	Shule itaandaa shindano kubwa la Kichina wiki ijayo.	böyük yarış	Məktəb gələn həftə Çin dili yarışı keçirəcək.	katta musobaqa	Maktab kelasi hafta xitoy tili bo'yicha katta musobaqa o'tkazadi.
1128:大厅	大厅	大厅	büyük salon; lobi	Misafirler lobide araba bekliyor.	ukumbi mkubwa; sebule	Wageni wanasubiri gari ukumbini.	böyük zal; lobbi	Qonaqlar lobbidə maşın gözləyirlər.	katta zal; vestibyul	Mehmonlar vestibyulda mashina kutyapti.
1130:大自然	大自然	大自然	doğa	Çocuklar doğada oynamayı sever.	asili	Watoto hupenda kucheza katika asili.	təbiət	Uşaqlar təbiətdə oynamağı sevirlər.	tabiyat	Bolalar tabiat qo'ynida o'ynashni yaxshi ko'radi.
1131:待	待	待	kalmak	O evde bir gün kaldı.	kukaa	Alikaa nyumbani siku moja.	qalmaq	O evdə bir gün qaldı.	qolmoq	U uyda bir kun qoldi.
1133:袋子	袋子	袋子	torba; poşet	Lütfen meyveleri torbaya koy.	mfuko	Tafadhali weka matunda kwenye mfuko.	torba; paket	Zəhmət olmasa meyvələri torbaya qoy.	xalta; paket	Iltimos, mevalarni xaltaga soling.
1140:道	道	道	soru veya yol için ölçü sözü	Bu soru zor değil.	kihesabio cha maswali; njia	Swali hili si gumu.	sual üçün say sözü; yol	Bu sual çətin deyil.	savol uchun hisob so'zi; yo'l	Bu savol qiyin emas.
1142:到来	到来	到来	geliş; gelmek	Baharın gelişi insanı mutlu ediyor.	kuwasili; ujio	Kuwasili kwa majira ya kuchipua kunawafurahisha watu.	gəliş	Yazın gəlişi insanı sevindirir.	kelish; yetib kelish	Bahorning kelishi odamni xursand qiladi.
1143:道路	道路	道路	yol	Bu yol köye gidiyor.	barabara	Barabara hii inaelekea kijijini.	yol	Bu yol kəndə aparır.	yo'l	Bu yo'l qishloqqa olib boradi.
1146:登机	登机	登机	uçağa binmek	Lütfen yarım saat önce uçağa binin.	kupanda ndege	Tafadhali panda ndege nusu saa mapema.	təyyarəyə minmək	Zəhmət olmasa yarım saat əvvəl təyyarəyə minin.	samolyotga chiqmoq	Iltimos, yarim soat oldin samolyotga chiqing.
1148:等到	等到	等到	bekleyip olunca	Yağmur durunca gidelim.	kusubiri hadi	Tusubiri hadi mvua isimame, kisha tuondoke.	gözləmək; qədər gözləmək	Yağış dayanana qədər gözləyək, sonra gedək.	kutib turmoq; gacha kutmoq	Yomg'ir to'xtaguncha kutamiz, keyin ketamiz.
1150:低价	低价	低价	düşük fiyat	Bu mağaza sık sık düşük fiyatlı uçak bileti satar.	bei ya chini	Duka hili mara nyingi huuza tiketi za ndege kwa bei ya chini.	aşağı qiymət	Bu mağaza tez-tez aşağı qiymətli aviabilet satır.	arzon narx	Bu do'kon ko'pincha arzon aviachiptalar sotadi.
1151:低温	低温	低温	düşük sıcaklık	Düşük sıcaklıkta daha fazla kıyafet giymek gerekir.	joto la chini	Wakati wa joto la chini, vaa nguo zaidi.	aşağı temperatur	Aşağı temperaturda daha çox paltar geyinmək lazımdır.	past harorat	Past haroratda ko'proq kiyim kiyish kerak.
1152:低于	低于	低于	den düşük olmak	Bugünkü sıcaklık dünkünden düşük.	kuwa chini ya	Joto la leo ni chini ya la jana.	-dən aşağı olmaq	Bugünkü temperatur dünənkindən aşağıdır.	dan past bo'lmoq	Bugungi harorat kechagidan past.
1154:底下	底下	底下	altında; aşağısında	Masanın altında bir çanta var.	chini ya	Chini ya meza kuna mkoba.	altında; aşağıda	Stolun altında bir çanta var.	tagida; ostida	Stol tagida bitta sumka bor.
1157:点名	点名	点名	yoklama almak	Öğretmen dersten önce yoklama alır.	kuitana majina	Mwalimu huitana majina kabla ya somo.	ad çəkmək; yoxlama etmək	Müəllim dərsdən əvvəl ad çəkir.	yo'qlama qilmoq	O'qituvchi darsdan oldin yo'qlama qiladi.
1158:点头	点头	点头	başını sallamak	O kabul ettiğini göstermek için başını salladı.	kutikisa kichwa	Alitikisa kichwa kuonyesha kukubali.	başını tərpətmək	O razı olduğunu göstərmək üçün başını tərpətdi.	bosh irg'amoq	U roziligini bildirib bosh irg'adi.
1159:电动车	电动车	电动车	elektrikli araç; elektrikli bisiklet	O işe elektrikli bisikletle gider.	gari la umeme; baiskeli ya umeme	Anaenda kazini kwa baiskeli ya umeme.	elektrikli nəqliyyat vasitəsi; elektrikli velosiped	O işə elektrikli velosipedlə gedir.	elektr transport; elektr velosiped	U ishga elektr velosipedda boradi.
1160:电视剧	电视剧	电视剧	televizyon dizisi	Annem televizyon dizisi izlemeyi sever.	tamthilia ya televisheni	Mama yangu hupenda kutazama tamthilia za televisheni.	televiziya serialı	Anam televiziya seriallarına baxmağı sevir.	teleserial	Onam teleserial ko'rishni yaxshi ko'radi.
1163:订	订	订	rezerve etmek; sipariş etmek	Ben zaten bir uçak bileti ayırttım.	kuhifadhi; kuagiza	Tayari nimehifadhi tiketi ya ndege.	sifariş etmək; bron etmək	Mən artıq bir aviabilet bron etmişəm.	bron qilmoq; buyurtma bermoq	Men allaqachon bitta aviachipta bron qildim.
1164:定	定	定	belirlemek; kararlaştırmak	Toplantı zamanı artık belirlendi.	kuamua; kupanga	Wakati wa mkutano tayari umeamuliwa.	müəyyən etmək; qərarlaşdırmaq	İclas vaxtı artıq müəyyən edilib.	belgilamoq; qaror qilmoq	Yig'ilish vaqti allaqachon belgilandi.
1165:东部	东部	东部	doğu kısmı	Şehrin doğusunda yeni bir park var.	sehemu ya mashariki	Kuna bustani mpya katika sehemu ya mashariki ya mji.	şərq hissəsi	Şəhərin şərq hissəsində yeni bir park var.	sharqiy qism	Shaharning sharqiy qismida yangi park bor.
1166:动车	动车	动车	hızlı tren	Şanghay'a hızlı trenle gidiyoruz.	treni ya mwendo kasi	Tunaenda Shanghai kwa treni ya mwendo kasi.	sürətli qatar	Biz Şanxaya sürətli qatarla gedirik.	tez yurar poyezd	Biz Shanxayga tez yurar poyezdda boramiz.
1168:读者	读者	读者	okur	Bu kitabın çok genç okuru var.	msomaji	Kitabu hiki kina wasomaji wengi vijana.	oxucu	Bu kitabın çox gənc oxucusu var.	o'quvchi; kitobxon	Bu kitobning ko'p yosh kitobxonlari bor.
1170:度假	度假	度假	tatile gitmek	Onlar deniz kenarına tatile gittiler.	kwenda likizo	Walienda likizo kando ya bahari.	tətilə getmək	Onlar dəniz kənarına tətilə getdilər.	ta'tilga chiqmoq	Ular dengiz bo'yiga ta'tilga ketishdi.
1173:队	队	队	takım; sıra	Kapının önünde bir sıra insan var.	timu; foleni	Mlangoni kuna foleni ya watu.	komanda; sıra	Qapının qarşısında bir sıra adam var.	jamoa; navbat	Eshik oldida bir navbat odam turibdi.
1177:队员	队员	队员	takım üyesi	Her takım üyesi çok çalışıyor.	mwanatimu	Kila mwanatimu anajitahidi sana.	komanda üzvü	Hər komanda üzvü çox çalışır.	jamoa a'zosi	Har bir jamoa a'zosi juda harakat qilmoqda.
1178:队长	队长	队长	takım kaptanı; ekip lideri	Kaptan antrenmanı düzenliyor.	kapteni wa timu; kiongozi wa timu	Kapteni wa timu anapanga mazoezi.	komanda kapitanı; komanda rəhbəri	Komanda kapitanı məşqi təşkil edir.	jamoa sardori	Jamoa sardori mashg'ulotni tashkil qilyapti.
1181:多数	多数	多数	çoğunluk	Öğrencilerin çoğu Çince dersini seçti.	wengi; walio wengi	Wanafunzi wengi walichagua somo la Kichina.	çoxluq; əksəriyyət	Tələbələrin əksəriyyəti Çin dili dərsini seçdi.	ko'pchilik	Talabalarning ko'pchiligi xitoy tili darsini tanladi.
1182:多样	多样	多样	çeşitli; değişik	Buradaki etkinlik biçimleri çok çeşitli.	mbalimbali; tofauti tofauti	Aina za shughuli hapa ni mbalimbali.	müxtəlif	Buradakı fəaliyyət formaları çox müxtəlifdir.	xilma-xil; turli	Bu yerdagi tadbir shakllari juda xilma-xil.
1185:发出	发出	发出	çıkarmak; göndermek	Telefon bir ses çıkardı.	kutoa; kutuma	Simu ilitoa sauti.	çıxarmaq; göndərmək	Telefon səs çıxardı.	chiqarmoq; yubormoq	Telefon ovoz chiqardi.
1186:发送	发送	发送	göndermek	Lütfen e-postayı bana gönder.	kutuma	Tafadhali nitumie barua pepe.	göndərmək	Zəhmət olmasa e-poçtu mənə göndər.	yubormoq	Iltimos, elektron xatni menga yuboring.
1187:法	法	法	yasa; yöntem	Bu yöntem oldukça basit.	sheria; njia	Njia hii ni rahisi kiasi.	qanun; üsul	Bu üsul nisbətən sadədir.	qonun; usul	Bu usul ancha oddiy.
1190:烦	烦	烦	canı sıkılmak; zahmetli	Bu iş onun canını çok sıkıyor.	kuudhika; kusumbua	Jambo hili linamkera sana.	bezmək; narahat olmaq	Bu iş onu çox bezdirir.	zerikmoq; bezovta qilmoq	Bu ish uni juda bezovta qilyapti.
1196:房租	房租	房租	ev kirası	Bu ay ev kirası arttı.	kodi ya nyumba	Kodi ya nyumba imepanda mwezi huu.	ev kirayəsi	Bu ay ev kirayəsi qalxdı.	uy ijarasi	Bu oy uy ijarasi oshdi.
1199:费	费	费	ücret; masraf	Kayıt ücreti ödendi.	ada; gharama	Ada ya kujiandikisha tayari imelipwa.	haqq; xərc	Qeydiyyat haqqı artıq ödənilib.	to'lov; xarajat	Ro'yxatdan o'tish to'lovi allaqachon to'langan.
1200:费用	费用	费用	gider; masraf	Seyahat masrafı yüksek sayılmaz.	gharama	Gharama za safari si kubwa sana.	xərc; məsrəf	Səyahət xərci çox yüksək deyil.	xarajat	Sayohat xarajati uncha yuqori emas.
1201:分数	分数	分数	puan; not	Onun sınav puanı çok yüksek.	alama; maksi	Alama zake za mtihani ni za juu sana.	bal; qiymət	Onun imtahan balı çox yüksəkdir.	bal; baho	Uning imtihon bali juda yuqori.
1202:分为	分为	分为	-e ayrılmak; bölünmek	Bu sınıf üç gruba ayrılıyor.	kugawanywa katika	Darasa hili limegawanywa katika vikundi vitatu.	bölünmək; ayrılmaq	Bu sinif üç qrupa bölünür.	bo'linmoq	Bu sinf uch guruhga bo'linadi.
1209:付	付	付	ödemek	Cep telefonuyla para ödedim.	kulipa	Nimelipa pesa kwa simu.	ödəmək	Mən telefonla pul ödədim.	to'lamoq	Men telefon orqali pul to'ladim.
1210:父母	父母	父母	anne baba	Onun anne babası kuzeyde yaşıyor.	wazazi	Wazazi wake wanaishi kaskazini.	valideynlər	Onun valideynləri şimalda yaşayır.	ota-ona	Uning ota-onasi shimolda yashaydi.
1211:父女	父女	父女	baba ve kız	Bu baba ve kız birlikte seyahat ediyor.	baba na binti	Baba na binti huyu wanasafiri pamoja.	ata və qız	Bu ata və qız birlikdə səyahət edirlər.	ota va qiz	Bu ota va qiz birga sayohat qilyapti.
1216:负责人	负责人	负责人	sorumlu kişi	Sorumlu kişi herkese bildirim gönderecek.	mtu anayehusika	Mtu anayehusika atawatumia wote taarifa.	məsul şəxs	Məsul şəxs hamıya bildiriş göndərəcək.	mas'ul shaxs	Mas'ul shaxs hammaga xabar yuboradi.
1217:父子	父子	父子	baba ve oğul	Bu baba ve oğul sık sık parkta koşar.	baba na mwana	Baba na mwana huyu mara nyingi hukimbia bustanini.	ata və oğul	Bu ata və oğul tez-tez parkda qaçırlar.	ota va o'g'il	Bu ota va o'g'il ko'pincha parkda yuguradi.
1218:改	改	改	değiştirmek; düzeltmek	Lütfen hatayı düzelt.	kubadilisha; kusahihisha	Tafadhali sahihisha kosa hili.	dəyişmək; düzəltmək	Zəhmət olmasa səhvi düzəlt.	o'zgartirmoq; tuzatmoq	Iltimos, xatoni tuzating.
1224:感	感	感	his; duygu	Bu odada güvenlik hissi var.	hisia	Chumba hiki kina hisia ya usalama.	hiss; duyğu	Bu otaqda təhlükəsizlik hissi var.	his; tuyg'u	Bu xonada xavfsizlik hissi bor.
1230:感人	感人	感人	duygulandırıcı	Bu hikaye çok duygulandırıcı.	kugusa hisia	Hadithi hii inagusa hisia sana.	təsirli	Bu hekayə çox təsirlidir.	ta'sirli	Bu hikoya juda ta'sirli.
1231:赶上	赶上	赶上	yetişmek	Sonunda son otobüse yetişti.	kufikia; kuwahi	Hatimaye aliwahi basi la mwisho.	çatmaq; yetişmək	O nəhayət son avtobusa çatdı.	yetib olmoq	U nihoyat oxirgi avtobusga yetib oldi.
1235:钢琴	钢琴	钢琴	piyano	O her gün piyano çalışır.	piano; kinanda	Yeye hufanya mazoezi ya piano kila siku.	piano; fortepiano	O hər gün piano məşq edir.	pianino	U har kuni pianino chalishni mashq qiladi.
1236:高价	高价	高价	yüksek fiyat	O yüksek fiyatlı bilet almak istemiyor.	bei ya juu	Hataki kununua tiketi ya bei ya juu.	yüksək qiymət	O, yüksək qiymətli bilet almaq istəmir.	qimmat narx	U qimmat chipta sotib olmoqchi emas.
1237:高考	高考	高考	gaokao; Çin üniversite giriş sınavı	Birçok öğrenci gaokao için hazırlanıyor.	gaokao; mtihani wa kuingia chuo China	Wanafunzi wengi wanajiandaa kwa gaokao.	gaokao; Çin ali məktəb qəbul imtahanı	Çox tələbə gaokao imtahanına hazırlaşır.	gaokao; Xitoy oliy o'quv yurtiga kirish imtihoni	Ko'p o'quvchilar gaokaoga tayyorlanyapti.
1238:高速	高速	高速	yüksek hız; otoyol	Bu otoyol çok geniş.	mwendo kasi; barabara kuu	Barabara hii kuu ni pana sana.	yüksək sürət; magistral	Bu magistral yol çox genişdir.	yuqori tezlik; magistral yo'l	Bu magistral yo'l juda keng.
1239:高温	高温	高温	yüksek sıcaklık	Yüksek sıcaklıkta uzun koşu uygun değildir.	joto la juu	Hali ya joto la juu haifai kwa kukimbia umbali mrefu.	yüksək temperatur	Yüksək temperaturda uzun qaçış uyğun deyil.	yuqori harorat	Yuqori haroratda uzoq yugurish mos emas.
1240:高于	高于	高于	den yüksek olmak	Bu yılki fiyat geçen yıldan yüksek.	kuwa juu ya	Bei ya mwaka huu ni juu kuliko ya mwaka jana.	-dən yüksək olmaq	Bu ilin qiyməti keçən ildəkindən yüksəkdir.	dan yuqori bo'lmoq	Bu yilgi narx o'tgan yilgidan yuqori.
1242:歌声	歌声	歌声	şarkı sesi; ses	Uzaktan güzel bir şarkı sesi geliyor.	sauti ya kuimba	Sauti nzuri ya kuimba inasikika kutoka mbali.	mahnı səsi	Uzaqdan gözəl mahnı səsi gəlir.	qo'shiq ovozi	Uzoqdan chiroyli qo'shiq ovozi kelyapti.
