hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
2067:饼	饼	饼	පැතලි රොටිය; කේක් වර්ගය	අම්මා උදේ මට බිත්තර රොටියක් සාදා දුන්නාය.	அடை; தட்டையான ரொட்டி	காலை அம்மா எனக்கு முட்டை அடை செய்து தந்தார்.
2068:病房	病房	病房	රෝහල් වාට්ටුව	හෙදිය රෝගියා රෝහල් වාට්ටුවට ගෙන ගියාය.	மருத்துவமனை வார்டு	செவிலியர் நோயாளியை மருத்துவமனை வார்டுக்கு அழைத்துச் சென்றார்.
2069:病情	病情	病情	රෝග තත්ත්වය	වෛද්‍යවරයා ඔහුගේ රෝග තත්ත්වය දැනටමත් හොඳ අතට හැරී ඇති බව කීවේය.	நோய்நிலை	மருத்துவர் அவரது நோய்நிலை ஏற்கனவே மேம்பட்டுள்ளது என்றார்.
2070:拨打	拨打	拨打	අංකය අමතන්න; දුරකථන අංකය ඔබන්න	ගින්නක් සිදුවුවහොත් කරුණාකර හදිසි අංකයට අමතන්න.	தொலைபேசி எண்ணை அழைத்தல்	தீ விபத்து ஏற்பட்டால் அவசர எண்ணை அழையுங்கள்.
2073:不利	不利	不利	අහිතකර	දැඩි සුළඟ තරගයට අහිතකරය.	சாதகமற்ற	பலமான காற்று போட்டிக்கு சாதகமற்றது.
2074:不幸	不幸	不幸	අවාසනාවන්ත; අවාසනාව	ඔහුට ළමා කාලයේ අවාසනාවන්ත අත්දැකීමක් තිබුණි.	துரதிர்ஷ்டமான; துரதிர்ஷ்டம்	அவருக்கு சிறுவயதில் துரதிர்ஷ்டமான அனுபவம் ஒன்று இருந்தது.
2078:不符	不符	不符	නොගැළපෙන; අනුකූල නොවන	ටිකට්පතේ නම හැඳුනුම්පතට නොගැළපේ.	ஒத்துப்போகவில்லை; பொருந்தவில்லை	சீட்டில் உள்ள பெயர் அடையாள அட்டையுடன் ஒத்துப்போகவில்லை.
2079:不良	不良	不良	නරක; හානිකර	දිගු කාලයක් රෑ නිදි නොයා සිටීම නරක පුරුද්දකි.	தீய; கேடான	நீண்ட காலம் இரவு விழித்திருப்பது ஒரு தீய பழக்கம்.
2081:步行	步行	步行	පයින් යාම	මෙතැන් සිට පාසලට පයින් යා හැකිය.	நடந்து செல்வது	இங்கிருந்து பள்ளிக்குச் நடந்து செல்லலாம்.
2083:才2	才2	才	දක්ෂතාව; හැකියාව	ඔහු කුඩා කාලයේ සිටම සංගීත දක්ෂතාව පෙන්වීය.	திறமை; ஆற்றல்	அவர் சிறு வயதிலிருந்தே இசைத் திறமையை காட்டினார்.
2087:彩色	彩色	彩色	වර්ණවත්	ළමයින් වර්ණවත් සිතියමක් ඇඳ ඇත.	வண்ணமயமான	குழந்தைகள் வண்ணமயமான வரைபடம் ஒன்றை வரைந்தனர்.
2088:采用	采用	采用	භාවිතයට ගැනීම; අනුගමනය කිරීම	සමාගම නව කළමනාකරණ ක්‍රමය භාවිතයට ගැනීමට තීරණය කළේය.	ஏற்றுக்கொள்; பயன்படுத்துதல்	நிறுவனம் புதிய மேலாண்மை முறையை ஏற்றுக்கொள்ள முடிவு செய்தது.
2090:餐饮	餐饮	餐饮	ආහාර පාන සේවා	මෙම වෙළඳ සංකීර්ණයේ ආහාර පාන ප්‍රදේශය පස්වන මහලේ ඇත.	உணவு பான சேவை	இந்த வணிக வளாகத்தின் உணவு பான பகுதி ஐந்தாம் மாடியில் உள்ளது.
2092:藏	藏	藏	සඟවීම; ගබඩා කිරීම	ඇය තෑග්ග කැබිනෙට්ටුවේ සඟවා තැබුවාය.	மறைத்தல்; சேமித்தல்	அவள் பரிசை அலமாரியில் மறைத்து வைத்தாள்.
2095:测	测	测	මැනීම; පරීක්ෂා කිරීම	ගුරුවරයා අපට ජලයේ උෂ්ණත්වය මැන බලන්න කීවේය.	அளவிடுதல்; சோதித்தல்	ஆசிரியர் எங்களை நீரின் வெப்பநிலையை அளவிடச் சொன்னார்.
2096:测试	测试	测试	පරීක්ෂා කිරීම	නව මෘදුකාංගය හෙට පරීක්ෂා කිරීම ආරම්භ කරයි.	சோதனை செய்தல்	புதிய மென்பொருள் நாளை சோதனை செய்யத் தொடங்கும்.
2097:曾	曾	曾	කලින්; වරක්	ඔහු කලින් වසර තුනක් බීජිංහි වැඩ කර ඇත.	முன்பு; ஒருகாலத்தில்	அவர் முன்பு மூன்று ஆண்டுகள் பெய்ஜிங்கில் வேலை செய்துள்ளார்.
2104:产	产	产	නිපදවීම; උපත දීම	මෙම පලතුරු වත්ත ප්‍රධාන වශයෙන් ඇපල් නිපදවයි.	உற்பத்தி செய்தல்; பெற்றெடுத்தல்	இந்த பழத்தோட்டம் பெரும்பாலும் ஆப்பிள்களை உற்பத்தி செய்கிறது.
2105:产量	产量	产量	නිෂ්පාදන ප්‍රමාණය; අස්වැන්න	මෙම වසරේ ධාන්‍ය අස්වැන්න වැඩි වී ඇත.	உற்பத்தி அளவு; விளைச்சல்	இந்த ஆண்டின் தானிய விளைச்சல் அதிகரித்துள்ளது.
2108:长处	长处	长处	ශක්තිමත් පැත්ත; වාසිය	ඉවසීම ඔහුගේ ශක්තිමත් පැත්තයි.	வலிமை; சிறப்பு திறன்	பொறுமை அவரின் வலிமை.
2109:长度	长度	长度	දිග	මෙම ලණුවේ දිග හරියටම සුදුසුය.	நீளம்	இந்த கயிற்றின் நீளம் சரியாக பொருந்துகிறது.
2110:长久	长久	长久	දිගුකාලීන; දිගු කලක් පවතින	සැබෑ මිත්‍රත්වය දිගු කලක් පවතින්න පුළුවන්.	நீண்டகாலம் நீடிக்கும்	உண்மையான நட்பு நீண்டகாலம் நீடிக்க முடியும்.
2111:长期	长期	长期	දිගුකාලීන	දිගුකාලීන ව්‍යායාම ශරීරයට හොඳය.	நீண்டகால	நீண்டகால உடற்பயிற்சி உடலுக்கு நல்லது.
2115:长远	长远	长远	දිගුකාලීන; දුරදක්නා	තීරණයක් ගන්නා විට දිගුකාලීන බලපෑම සලකා බැලිය යුතුය.	நீண்டகால; தொலைநோக்கு	முடிவு எடுக்கும்போது நீண்டகால விளைவைக் கருத்தில் கொள்ள வேண்டும்.
2117:超	超	超	ඉක්මවීම; අභිබවා යාම	මෙම මාසයේ වියදම් අයවැය ඉක්මවා ගියේය.	மீறுதல்; கடத்தல்	இந்த மாத செலவு பட்ஜெட்டை மீறியது.
2118:超出	超出	超出	ඉක්මවා යාම; සීමාවෙන් පිටවීම	සැබෑ වියදම අපේ සැලැස්ම ඉක්මවා ගියේය.	மீறுதல்; அப்பால் போதல்	உண்மையான செலவு எங்கள் திட்டத்தை மீறியது.
2120:超速	超速	超速	අධික වේගයෙන් යාම	මෙම වාහනය අධික වේගයෙන් ගිය නිසා දඩ ගසන ලදී.	அதிக வேகமாக ஓட்டுதல்	இந்த வாகனம் அதிக வேகமாக ஓட்டியதால் அபராதம் விதிக்கப்பட்டது.
2124:车祸	车祸	车祸	රථවාහන අනතුර	එම රථවාහන අනතුරෙන් බරපතළ තුවාල සිදු නොවීය.	வாகன விபத்து	அந்த வாகன விபத்தில் கடுமையான காயம் ஏற்படவில்லை.
2126:车辆	车辆	车辆	වාහනය	නේවාසික ප්‍රදේශයේ දොරටුවෙන් පිටතින් පැමිණෙන වාහන ඇතුළු වීම තහනම්ය.	வாகனம்	குடியிருப்பு பகுதி நுழைவாயிலில் வெளி வாகனங்கள் நுழைய அனுமதி இல்லை.
2128:车主	车主	车主	වාහන හිමිකරු	වාහන හිමිකරු දැනටමත් රක්ෂණ සමාගමට සම්බන්ධ වී ඇත.	வாகன உரிமையாளர்	வாகன உரிமையாளர் ஏற்கனவே காப்பீட்டு நிறுவனத்தை தொடர்பு கொண்டுள்ளார்.
2130:沉	沉	沉	ගිලීම; බර	ගල ජලයට වැටී ඉක්මනින් ගිලී ගියේය.	மூழ்குதல்; கனமானது	கல் நீரில் விழுந்து விரைவாக மூழ்கியது.
2134:称为	称为	称为	ලෙස හැඳින්වීම	මෙම තේ වර්ගය එම ප්‍රදේශයේ වසන්ත තේ ලෙස හැඳින්වේ.	என்று அழைக்கப்படுதல்	இந்த வகை தேநீர் உள்ளூரில் வசந்த தேநீர் என்று அழைக்கப்படுகிறது.
2143:成年1	成年1	成年	වැඩිහිටියෙකු වීම	ඔහු මේ වසරේ අලුතෙන් වැඩිහිටියෙකු වී ඇති නිසා කටයුතු තනිව කළ හැක.	பெரியவராகுதல்	அவர் இந்த ஆண்டு தான் பெரியவரானதால், நடைமுறைகளை தனியாக செய்ய முடியும்.
2144:城区	城区	城区	නගර ප්‍රදේශය	පැරණි නගර ප්‍රදේශයේ වීදි ටිකක් පටුය.	நகரப் பகுதி	பழைய நகரப் பகுதியில் உள்ள தெருக்கள் சற்றுக் குறுகியவை.
2149:乘务员	乘务员	乘务员	සේවා කාර්ය මණ්ඩල සාමාජිකයා; ගමන් සේවකයා	සේවා කාර්ය මණ්ඩල සාමාජිකයා සියලු දෙනාට ආරක්ෂක පටිය පැළඳගන්න මතක් කළේය.	பயண சேவை பணியாளர்; குழு உறுப்பினர்	பயண சேவை பணியாளர் அனைவருக்கும் பாதுகாப்புப் பட்டை கட்ட நினைவூட்டினார்.
2153:橙子	橙子	橙子	දොඩම්	මෙම දොඩම් ගෙඩිය මිහිරිද, ඉස්ම බහුලද වේ.	ஆரஞ்சு	இந்த ஆரஞ்சு இனிப்பாகவும் சாறு நிறைந்ததாகவும் உள்ளது.
2154:池	池	池	කුඩා වැව; තටාකය	මළුවේ කුඩා වැවක් ඇත.	குளம்; தொட்டி	முற்றத்தில் ஒரு சிறிய குளம் உள்ளது.
2159:充电	充电	充电	ආරෝපණය කිරීම	දුරකථනයේ බැටරිය ඉවර වෙන්න ළඟයි, එය ආරෝපණය කළ යුතුය.	மின்சாரம் ஏற்றுதல்	தொலைபேசி சக்தி கிட்டத்தட்ட முடிந்துவிட்டது, அதை சார்ஜ் செய்ய வேண்டும்.
2162:充值	充值	充值	මුදල් පිරවීම; නැවත ආරෝපණය කිරීම	මම බස් කාඩ්පතට යුවාන් සියයක් පිරෙව්වා.	மீள்நிரப்பு; பணம் ஏற்றுதல்	நான் பேருந்து அட்டையில் நூறு யுவான் ஏற்றினேன்.
2165:虫子	虫子	虫子	කෘමියා; පණුවා	මල් බඳුනේ කුඩා කෘමීන් කිහිපයක් ඇත.	பூச்சி; சிறு புழு	மலர் குடுவையில் சில சிறிய பூச்சிகள் உள்ளன.
2167:抽	抽	抽	ඇද ගැනීම; දුම් පානය කිරීම; පොම්ප කිරීම	ඔහු පෙට්ටියෙන් කඩදාසි පත්‍රයක් ඇද ගත්තේය.	இழுத்தெடுத்தல்; புகைபிடித்தல்; பம்ப் செய்தல்	அவர் பெட்டியிலிருந்து ஒரு காகிதத் தாளை இழுத்தெடுத்தார்.
2170:初	初	初	ආරම්භය; මුල් කාලය	රැස්වීම ලබන මාසයේ මුල පැවැත්වීමට නියමිතය.	தொடக்கம்; ஆரம்பம்	கூட்டம் அடுத்த மாத தொடக்கத்தில் நடைபெற திட்டமிடப்பட்டுள்ளது.
2173:初期	初期	初期	ආරම්භක අදියර	ව්‍යාපෘතියේ ආරම්භක අදියරට වැඩි මුදල් අවශ්‍ය වේ.	ஆரம்ப கட்டம்	திட்டத்தின் ஆரம்ப கட்டத்திற்கு அதிக நிதி தேவை.
2175:出售	出售	出售	විකිණීම; විකිණීමට ඉදිරිපත් කිරීම	මෙම මහල් නිවස දැන් විකිණීමට ඇත.	விற்பனை செய்தல்; விற்பனைக்கு விடுதல்	இந்த குடியிருப்பு தற்போது விற்பனைக்கு உள்ளது.
2177:出自	出自	出自	උපුටා ගැනීම; මූලාරම්භය	මෙම වාක්‍යය පැරණි පොතකින් උපුටා ගෙන ඇත.	இருந்து வந்தது; மூலம்	இந்த வாக்கியம் ஒரு பழைய புத்தகத்திலிருந்து வந்தது.
2179:处	处	处	හසුරුවීම; කටයුතු කිරීම	ඔහු මේ සංකීර්ණ ගැටලුව හසුරුවමින් සිටී.	கையாளுதல்; சமாளித்தல்	அவர் இந்த சிக்கலான பிரச்சினையை கையாளுகிறார்.
2181:处于	处于	处于	තත්ත්වයක සිටීම; පිහිටීම	සමාගම දැන් වේගවත් සංවර්ධන අදියරක සිටී.	ஒரு நிலையில் இருத்தல்	நிறுவனம் தற்போது வேகமான வளர்ச்சி கட்டத்தில் உள்ளது.
2182:处	处	处	ස්ථානය; තැන	මෙම පැරණි නිවස දැනටමත් අලුත්වැඩියා කර ඇත.	இடம்; பகுதி	இந்த பழைய வீடு ஏற்கனவே பழுது பார்க்கப்பட்டது.
2183:传	传	传	පැවරීම; පතුරවීම	කරුණාකර මෙම ද්‍රව්‍යය සියලු දෙනාට ලබා දෙන්න.	கொடுத்தல்; பரப்புதல்	இந்த பொருளை அனைவருக்கும் கொடுக்கவும்.
2185:传递	传递	传递	සම්ප්‍රේෂණය කිරීම; හුවමාරු කිරීම	සිනහවක් මිත්‍රශීලී පණිවිඩයක් සම්ප්‍රේෂණය කළ හැකිය.	பரிமாறுதல்; அனுப்புதல்	ஒரு புன்னகை நட்பான தகவலை பரிமாற முடியும்.
2188:窗台	窗台	窗台	ජනෙල් පඩිය	ජනෙල් පඩිය මත මල් බඳුන් දෙකක් තබා ඇත.	ஜன்னல் மேடை	ஜன்னல் மேடையில் இரண்டு மலர் குடுவைகள் வைக்கப்பட்டுள்ளன.
2196:此后	此后	此后	ඉන් පසු	ඉන් පසු ඔහු කිසිදා ප්‍රමාද වූයේ නැත.	அதற்குப் பிறகு	அதற்குப் பிறகு அவர் இனி ஒருபோதும் தாமதமாக வரவில்லை.
2197:此前	此前	此前	මෙයට පෙර	මෙයට පෙර අපි මේ ප්‍රශ්නය ගැන දැනටමත් සාකච්ඡා කර තිබුණි.	இதற்கு முன்	இதற்கு முன் நாம் இந்த பிரச்சினையை ஏற்கனவே விவாதித்திருந்தோம்.
2198:此时	此时	此时	මේ මොහොතේ	මේ මොහොතේ පිටත වැස්ස තවත් තද විය.	இந்த நேரத்தில்	இந்த நேரத்தில் வெளியிலுள்ள மழை இன்னும் பலமாகியது.
2200:从不	从不	从不	කවදාවත් නැහැ	ඔහු වැඩ කරන විට කවදාවත් දුරකථනයෙන් සෙල්ලම් නොකරයි.	ஒருபோதும் இல்லை	அவர் வேலை நேரத்தில் ஒருபோதும் கைபேசியில் விளையாடமாட்டார்.
2206:促销	促销	促销	ප්‍රවර්ධන විකුණුම; විකුණුම් ප්‍රවර්ධනය	සුපිරි වෙළඳසැලේ සති අන්තයේ ප්‍රවර්ධන වැඩසටහනක් ඇත.	விற்பனை ஊக்குவிப்பு; சலுகை விற்பனை	சூப்பர் மார்க்கெட்டில் வார இறுதியில் சலுகை விற்பனை உள்ளது.
2208:存放	存放	存放	ගබඩා කිරීම; තබා ගැනීම	කරුණාකර බඩුමලු ඉදිරිපස කවුන්ටරයේ තබන්න.	சேமித்து வைப்பது; வைத்திருத்தல்	தயவுசெய்து உங்கள் பயணப்பைகளை முன் மேசையில் வைத்திடுங்கள்.
2209:存款	存款	存款	තැන්පතුව; ඉතිරි මුදල්	ඇය සෑම මාසයකම මුදල් ප්‍රමාණයක් ඉතිරි කරයි.	வைப்பு; சேமிப்பு	அவள் ஒவ்வொரு மாதமும் ஒரு தொகையை சேமிக்கிறாள்.
2215:打断	打断	打断	බාධා කිරීම	කරුණාකර අන් අය කතා කරන විට බාධා නොකරන්න.	இடைமறித்தல்	மற்றவர்கள் பேசும்போது தயவுசெய்து இடைமறிக்காதீர்கள்.
2216:打破	打破	打破	බිඳීම; කඩ කිරීම	ඔහු නොදැනුවත්ව කෝප්පයක් බිඳ දැමුවේය.	உடைத்தல்; சிதைத்தல்	அவர் கவனக்குறைவாக ஒரு கோப்பையை உடைத்தார்.
2218:大胆	大胆	大胆	ධෛර්යවත්; නිර්භීත	ඇය ධෛර්යවත් අදහසක් ඉදිරිපත් කළාය.	துணிச்சலான; தைரியமான	அவள் ஒரு துணிச்சலான யோசனையை முன்வைத்தாள்.
2219:大多	大多	大多	බොහෝවිට; බහුතරය	මෙහි සිසුන් බොහෝ දෙනෙක් දේශීය ප්‍රදේශයෙන් පැමිණෙති.	பெரும்பாலும்; பெரும்பான்மை	இங்குள்ள மாணவர்கள் பெரும்பாலும் உள்ளூர் பகுதியிலிருந்து வருகிறார்கள்.
2220:大会	大会	大会	මහා සමුළුව; සාමාන්‍ය රැස්වීම	සමාගමේ මහා රැස්වීම සිකුරාදා උදෑසන පැවැත්වේ.	மாநாடு; பொதுக் கூட்டம்	நிறுவனத்தின் பொதுக் கூட்டம் வெள்ளிக்கிழமை காலை நடைபெறும்.
2221:大力	大力	大力	ශක්තිමත්ව; දැඩි ලෙස	පාසල සිසුන්ට තරගයට සහභාගි වීමට දැඩි සහාය දෙයි.	வலுவாக; தீவிரமாக	பள்ளி மாணவர்கள் போட்டியில் பங்கேற்பதை வலுவாக ஆதரிக்கிறது.
2222:大妈	大妈	大妈	නැන්දා; වැඩිහිටි කාන්තාව	පහළ මහලේ නැන්දා සෑම උදෑසනකම නටන්න යයි.	அத்தை; வயதான பெண்	கீழ்மாடி அத்தை தினமும் காலை நடனமாடச் செல்கிறார்.
2223:大米	大米	大米	සහල්	ගෙදර සහල් ඉක්මනින් අවසන් වීමට යයි.	அரிசி	வீட்டிலுள்ள அரிசி கிட்டத்தட்ட முடிந்துவிட்டது.
2224:大脑	大脑	大脑	මොළය	ප්‍රමාණවත් නින්ද මොළයට ඉතා වැදගත්ය.	மூளை	போதுமான தூக்கம் மூளைக்கு மிகவும் முக்கியம்.
2225:大批	大批	大批	විශාල සංඛ්‍යාව; විශාල තොගය	විශාල සංඛ්‍යාවක් සංචාරකයින් දර්ශනීය ප්‍රදේශයට ඇතුළු විය.	பெரிய எண்ணிக்கை; பெரிய தொகுதி	பெரிய எண்ணிக்கையிலான சுற்றுலாப் பயணிகள் சுற்றுலா பகுதிக்குள் நுழைந்தனர்.
2227:大事	大事	大事	විශාල සිදුවීම; වැදගත් කාරණය	නිවස මාරු වීම ඔවුන්ගේ පවුලට වැදගත් කාරණයකි.	பெரிய விஷயம்; முக்கிய நிகழ்வு	வீடு மாறுவது அவர்களின் குடும்பத்திற்கு ஒரு பெரிய விஷயம்.
2230:大爷	大爷	大爷	වැඩිහිටි පුරුෂයා; මාමා	ඒ වැඩිහිටි පුරුෂයා සෑම දිනකම උද්‍යානයේ චෙස් ක්‍රීඩා කරයි.	மூத்த ஆண்; மாமா	அந்த மூத்தவர் தினமும் பூங்காவில் சதுரங்கம் விளையாடுகிறார்.
2231:大于	大于	大于	වඩා විශාල	පහ තුනට වඩා විශාලය; මෙය සරල සැසඳීමකි.	விட பெரியது	ஐந்து மூன்றை விட பெரியது; இது எளிய ஒப்பீடு.
2232:大众	大众	大众	මහජනයා; ජනතාව	මෙම චිත්‍රපටය මහජනයා අතර ඉතා ජනප්‍රියය.	பொது மக்கள்; மக்கள் கூட்டம்	இந்த திரைப்படம் பொதுமக்களிடம் மிகவும் பிரபலமாக உள்ளது.
2233:代	代	代	පරම්පරාව; යුගය	තරුණ පරම්පරාවට තමන්ගේම ජීවන රටාවක් ඇත.	தலைமுறை; காலம்	இளம் தலைமுறைக்கு தங்களுடைய வாழ்க்கை முறை உள்ளது.
2235:带动	带动	带动	ඉදිරියට ගෙන යාම; උත්තේජනය කිරීම	සංචාරක කර්මාන්තය දේශීය ආර්ථික වර්ධනය ඉදිරියට ගෙන ගියේය.	தூண்டுதல்; முன்னேற்றம் ஏற்படுத்துதல்	சுற்றுலா துறை உள்ளூர் பொருளாதார வளர்ச்சியை தூண்டியுள்ளது.
2238:单	单	单	ලැයිස්තුව; බිල්පත; තනි	සේවකයා අපට මෙනු ලැයිස්තුව ලබා දුන්නේය.	பட்டியல்; பில்; தனி	சேவகர் எங்களுக்கு உணவுப் பட்டியலை கொடுத்தார்.
2241:单一	单一	单一	තනි; ඒකීය	මෙම නිෂ්පාදනයේ ක්‍රියාකාරීත්වය සරල හා තනි ස්වභාවයකි.	ஒற்றை; ஒரே மாதிரியான	இந்த தயாரிப்பின் செயல்பாடு ஒப்பீட்டளவில் ஒரே மாதிரியானது.
2243:胆小	胆小	胆小	බියසුලු; ඉක්මනින් බිය වන	ඔහු කුඩා කාලයේ බියසුලු වූ අතර අඳුරට බිය විය.	பயந்துபோகும்; கோழையான	அவர் சிறு வயதில் பயந்துபோகும் குழந்தையாக இருந்து இருளுக்கு பயந்தார்.
2246:当年	当年	当年	ඒ කාලයේ; එම වසරේ	ඒ කාලයේ ඔවුන් ගමේ එකට වැඩ කළහ.	அந்த நாட்களில்; அந்த ஆண்டு	அந்த நாட்களில் அவர்கள் கிராமத்தில் சேர்ந்து வேலை செய்தனர்.
2248:当中	当中	当中	අතර; මැද	පන්තියේ මිතුරන් අතර ඔහුගේ ලකුණු හොඳමය.	மத்தியில்; நடுவில்	வகுப்பு தோழர்களில் அவரது மதிப்பெண்கள் சிறந்தவை.
2251:当成	当成	当成	ලෙස සැලකීම	ඇය මෙම අසාර්ථකත්වය ඉගෙනීමේ අවස්ථාවක් ලෙස සැලකුවාය.	என்று கருதுதல்; என்று எடுத்துக்கொள்	அவள் இந்த தோல்வியை ஒரு கற்றல் வாய்ப்பாக எடுத்துக்கொண்டாள்.
2252:当作	当作	当作	ලෙස සැලකීම; ලෙස ගැනීම	මම ඔහුව මගේ හොඳම මිතුරා ලෙස සලකමි.	என்று கருதுதல்; ஆக எடுத்துக்கொள்	நான் அவரை என் சிறந்த நண்பராக கருதுகிறேன்.
2258:到期	到期	到期	කල් ඉකුත් වීම; ගෙවිය යුතු කාලය පැමිණීම	මගේ විදේශ ගමන් බලපත්‍රය ලබන මාසයේ කල් ඉකුත් වේ.	காலாவதியாகுதல்; தவணை முடிதல்	என் கடவுச்சீட்டு அடுத்த மாதம் காலாவதியாகும்.
2259:登	登	登	නැගීම; පළ කිරීම; පිවිසීම	ඔවුන් උදේම කන්ද නැගීමට පිටත් වූහ.	ஏறுதல்; வெளியிடுதல்; உள்நுழைதல்	அவர்கள் அதிகாலையே மலை ஏற புறப்பட்டனர்.
2260:灯光	灯光	灯光	ආලෝකකරණය; ආලෝකය	වේදිකාවේ ආලෝකකරණය ඉතා ලස්සනයි.	ஒளி; விளக்கொளி	மேடையின் விளக்கொளி மிகவும் அழகாக உள்ளது.
2266:低头	低头	低头	හිස පහත් කිරීම	ඔහු හිස පහත් කර දුරකථනය දෙස බැලුවේය.	தலை குனிதல்	அவர் தலை குனிந்து கைபேசியைப் பார்த்தார்.
2271:地面	地面	地面	බිම; මතුපිට	වැස්සෙන් පසු බිම ලිස්සන සුළුය, එබැවින් ඇවිදීමේදී සැලකිලිමත් වන්න.	தரை; தரைப் பகுதி	மழைக்குப் பிறகு தரை வழுக்கலாக இருக்கும், ஆகவே கவனமாக நடக்கவும்.
2274:地下	地下	地下	භූගත; බිම යට	මෙම නගරයට විශාල භූගත රථගාලක් ඇත.	நிலத்தடி	இந்த நகரத்தில் பெரிய நிலத்தடி வாகன நிறுத்தம் உள்ளது.
