beam	A steel beam supports the roof.
beast	The story describes a fierce beast.
behalf	She spoke on behalf of her team.
beloved	The beloved teacher retired today.
bench	They sat on a wooden bench.
benchmark	The test became an industry benchmark.
beneath	The documents were beneath the folder.
beneficiary	Her son was the main beneficiary.
betray	Do not betray your friend's trust.
bind	The agreement will bind both companies.
biography	His biography sold many copies.
bishop	The bishop visited the village church.
bizarre	The movie had a bizarre ending.
blade	The blade cut the rope.
blast	The blast broke nearby windows.
bleed	The cut began to bleed heavily.
blend	Blend the sauce until smooth.
bless	The priest will bless the house.
blessing	Having support was a blessing.
boast	He likes to boast about money.
bonus	Employees received a holiday bonus.
boom	The city experienced a construction boom.
bounce	The ball can bounce very high.
boundary	The river marks the boundary.
bow1	The actor gave a deep bow.
breach	The breach exposed private data.
breakdown	The report includes a cost breakdown.
breakthrough	The discovery was a major breakthrough.
breed	These birds breed in spring.
broadband	The office needs faster broadband.
browser	Update your browser before logging in.
brutal	The attack was brutal and sudden.
buck	The ticket costs ten bucks.
buddy	His buddy waited outside.
buffer	The trees create a noise buffer.
bulk	They bought rice in bulk.
burden	The debt became a heavy burden.
bureaucracy	Bureaucracy delayed the permit.
burial	The burial took place at dawn.
burst	The pipe may burst under pressure.
cabinet	The cabinet approved the plan.
calculation	The calculation took several minutes.
canvas	The artist painted on a large canvas.
capability	The device has wireless capability.
capitalism	Capitalism shaped the modern economy.
capitalist	The capitalist system rewards private investment.
cargo	The ship carried medical cargo.
carriage	The train carriage was almost empty.
carve	He will carve the wood carefully.
casino	The casino opened near the hotel.
casualty	The crash caused one casualty.
catalogue	The catalogue lists every product.
cater	The restaurant can cater large events.
cattle	The cattle grazed near the river.
caution	Use caution on icy roads.
cautious	Investors remain cautious this week.
cease	The factory will cease production soon.
cemetery	The cemetery overlooks the sea.
chamber	The chamber was silent during voting.
chaos	The delay caused chaos at the airport.
characterize	Experts characterize the plan as risky.
charm	The town has old-world charm.
charter	The charter protects basic rights.
chronic	He suffers from chronic back pain.
chunk	Cut the cheese into a chunk.
circulate	Please circulate the agenda today.
circulation	The newspaper's circulation fell sharply.
citizenship	She applied for French citizenship.
civic	Civic leaders attended the meeting.
civilian	Several civilian homes were damaged.
clarity	The diagram added clarity to the report.
clash	The clash began after the march.
classification	The classification depends on size.
cling	Wet clothes cling to skin.
clinical	The clinical trial starts next month.
closure	The family wanted closure after the case.
cluster	A cluster of houses stood nearby.
coalition	The coalition lost its majority.
coastal	Coastal villages prepared for flooding.
cocktail	She ordered a fruit cocktail.
cognitive	Cognitive skills improve with practice.
coincide	The festival will coincide with graduation.
collaborate	The teams collaborate on software.
collaboration	Their collaboration produced strong results.
collective	The decision was a collective effort.
collision	The collision blocked the highway.
colonial	The building has colonial architecture.
columnist	The columnist criticized the policy.
combat	Soldiers trained for combat.
commence	The ceremony will commence at noon.
commentary	The match commentary was lively.
commentator	The commentator explained the decision.
commerce	Online commerce grew quickly.
commissioner	The commissioner announced new rules.
commodity	Wheat is an important commodity.
communist	The communist party held a meeting.
companion	Her dog is a loyal companion.
comparable	The two cities are comparable in size.
compassion	The nurse showed great compassion.
compel	The evidence may compel a response.
compelling	The documentary made a compelling case.
compensate	The company will compensate affected customers.
compensation	Workers demanded fair compensation.
competence	The test measures professional competence.
competent	She is a competent engineer.
compile	Researchers compile data from hospitals.
complement	The wine will complement the meal.
complexity	The project has unexpected complexity.
compliance	The audit checked legal compliance.
complication	The surgery had one complication.
comply	Companies must comply with regulations.
composition	The composition includes violin and piano.
compromise	The compromise satisfied both sides.
compute	The program can compute the total.
conceal	He tried to conceal the damage.
concede	The minister refused to concede defeat.
conceive	They could not conceive a better plan.
conception	The film changed my conception of history.
concession	The company offered one concession.
condemn	Leaders condemn the attack publicly.
confer	The award will confer prestige.
confession	His confession surprised the court.
configuration	The configuration controls network access.
confine	The rules confine dogs to this area.
confirmation	We received confirmation by email.
confront	She decided to confront the problem.
confrontation	The confrontation ended without violence.
congratulate	I called to congratulate my sister.
congregation	The congregation sang together.
congressional	The congressional hearing lasted hours.
conquer	The team hopes to conquer the market.
conscience	His conscience would not allow lies.
consciousness	The accident affected his consciousness.
consecutive	She won three consecutive matches.
consensus	The committee reached consensus quickly.
consent	Written consent is required.
conserve	We conserve water during droughts.
consistency	Consistency matters in language study.
consolidate	The company will consolidate two offices.
constituency	The candidate visited every constituency.
constitute	Women constitute half the committee.
constitution	The constitution guarantees free speech.
constitutional	The court reviewed constitutional rights.
constraint	Budget constraint limited the project.
consultation	The consultation lasted two weeks.
contemplate	She paused to contemplate the offer.
contempt	He showed contempt for the rules.
contend	Several firms contend for the contract.
contender	She is a strong contender.
content2	He felt content with the result.
contention	The main contention concerns funding.
continually	The system continually checks for errors.
contractor	The contractor repaired the roof.
contradiction	His statement contained a contradiction.
contrary	The contrary evidence changed the case.
contributor	She is a regular contributor.
conversion	The conversion changed dollars into euros.
convict	The jury may convict the suspect.
conviction	His conviction shocked the public.
cooperate	Please cooperate with the investigation.
cooperative	The staff were cooperative and calm.
coordinate	They coordinate deliveries every morning.
coordination	Good coordination saved time.
coordinator	The coordinator assigned each task.
cop	A cop stood outside the station.
copper	The pipe is made of copper.
copyright	The image is protected by copyright.
correction	The teacher made one correction.
correlate	High stress can correlate with illness.
correlation	The study found a strong correlation.
correspond	These numbers correspond to the labels.
correspondence	Their correspondence lasted for years.
correspondent	The correspondent reported from Cairo.
corresponding	Each button has a corresponding light.
corrupt	The corrupt official accepted money.
corruption	Corruption weakened public trust.
costly	The error was costly for the team.
councillor	The councillor answered residents' questions.
counselling	She received counselling after the accident.
counsellor	The counsellor helped new students.
counter (argue against)	She tried to counter his argument.
counterpart	He met his Japanese counterpart.
countless	Countless volunteers joined the search.
coup	The coup removed the president.
courtesy	She thanked them for their courtesy.
