source_headword	KM	example_KM
embarrassment	ភាពអាម៉ាស់	គាត់សើចដើម្បីលាក់ភាពអាម៉ាស់របស់គាត់។
embassy	ស្ថានទូត	ស្ថានទូតបានចេញសេចក្តីណែនាំអំពីការធ្វើដំណើរថ្មី។
embed	បញ្ចូល	អ្នកកាសែតនឹងចូលរួមជាមួយអង្គភាពនេះ។
embody	បង្កប់	រូបសំណាកនេះហាក់ដូចជាបង្កប់នូវភាពក្លាហាន។
emergence	ការលេចចេញ	ការលេចចេញនៃទូរស័ព្ទបានផ្លាស់ប្តូរជីវិតប្រចាំថ្ងៃ។
empirical	ជាក់ស្តែង	ឯកសារនេះពឹងផ្អែកលើភស្តុតាងជាក់ស្តែង។
empower	ផ្តល់អំណាច	ការអប់រំអាចផ្តល់អំណាចដល់សហគមន៍មូលដ្ឋាន។
enact	អនុម័ត	សភាបានបោះឆ្នោតអនុម័តកំណែទម្រង់នេះ។
encompass	រួមបញ្ចូល	វគ្គសិក្សានេះនឹងរួមបញ្ចូលប្រវត្តិសាស្ត្រទំនើប។
encouragement	ការលើកទឹកចិត្ត	ការលើកទឹកចិត្តរបស់នាងបានជួយគាត់ឱ្យបន្ត។
encouraging	ដែលលើកទឹកចិត្ត	លទ្ធផលដំបូងមើលទៅគួរឱ្យលើកទឹកចិត្ត។
endeavour	ការខិតខំប្រឹងប្រែង	ការសង្គ្រោះគឺជាការខិតខំប្រឹងប្រែងដ៏លំបាកមួយ។
endless	គ្មានទីបញ្ចប់	វាលខ្សាច់ហាក់ដូចជាគ្មានទីបញ្ចប់។
endorse	គាំទ្រ	សហជីពបានបដិសេធមិនគាំទ្របេក្ខជន។
endorsement	ការគាំទ្រ	ការគាំទ្ររបស់គាត់បានជម្រុញយុទ្ធនាការរបស់នាង។
endure	ស៊ូទ្រាំ	រុក្ខជាតិអាចស៊ូទ្រាំនឹងរដូវរងាដ៏អាក្រក់។
enforce	អនុវត្ត	ប៉ូលីសអនុវត្តការកំណត់ល្បឿន។
enforcement	ការអនុវត្ត	ការអនុវត្តច្បាប់តឹងរ៉ឹងកាត់បន្ថយការចោលសំរាមខុសច្បាប់។
engagement	ការចូលរួម	ការចូលរួមរបស់សិស្សមានភាពប្រសើរឡើងនៅឆមាសនេះ។
engaging	ដែលទាក់ទាញ	វាគ្មិនបានផ្តល់បទបង្ហាញដ៏ទាក់ទាញ។
enquire	សាកសួរ	សូមសាកសួរនៅបញ្ជរព័ត៌មាន។
enrich	ធ្វើឱ្យសំបូរ	ការធ្វើដំណើរអាចពង្រឹងការយល់ដឹងរបស់អ្នក។
enrol	ចុះឈ្មោះ	សិស្សត្រូវចុះឈ្មោះមុនខែកញ្ញា។
ensue	កើតឡើងជាបន្តបន្ទាប់	ភាពចលាចលអាចកើតឡើងបន្ទាប់ពីការប្រកាស។
enterprise	សហគ្រាស	សហគ្រាសនេះជួលសិល្បករក្នុងស្រុក។
enthusiast	អ្នកចូលចិត្ត	អ្នកចូលចិត្តជិះកង់គ្រប់រូបស្គាល់ផ្លូវនេះ។
entitle	ផ្តល់សិទ្ធិ	សំបុត្រនេះនឹងផ្តល់សិទ្ធិឱ្យអ្នកចូល។
entity	អង្គភាព	ក្រុមហ៊ុនគឺជាអង្គភាពស្របច្បាប់ដាច់ដោយឡែកមួយ។
epidemic	ជំងឺរាតត្បាត	ជំងឺរាតត្បាតបានរាលដាលពាសពេញតំបន់ជាច្រើន។
equality	សមភាព	ចលនានេះបានប្រយុទ្ធដើម្បីសមភាព។
equation	សមីការ	សមីការមានអថេរមិនស្គាល់ពីរ។
erect	សាងសង់	កម្មករនឹងសាងសង់របងថ្មី។
escalate	កើនឡើង	ជម្លោះអាចកើនឡើងយ៉ាងឆាប់រហ័ស។
essence	ខ្លឹមសារ	កំណាព្យចាប់យកខ្លឹមសារនៃកុមារភាព។
establishment	ការបង្កើត	ស្ថាប័ននេះបានប្រឆាំងនឹងកំណែទម្រង់។
eternal	អស់កល្បជានិច្ច	ពួកគេបានសន្យាថានឹងធ្វើជាមិត្តនឹងគ្នាជារៀងរហូត។
evacuate	ជម្លៀស	អ្នកពន្លត់អគ្គីភ័យបានជួយប្រជាពលរដ្ឋជម្លៀសចេញដោយសុវត្ថិភាព។
evoke	ដាស់	បទចម្រៀងនេះអាចដាស់ការចងចាំដ៏រឹងមាំ។
evolutionary	ការវិវត្ត	ផូស៊ីលបង្ហាញពីការផ្លាស់ប្តូរការវិវត្តន៍។
exaggerate	បំផ្លើស	កុំបំផ្លើសបទពិសោធន៍របស់អ្នក។
excellence	ឧត្តមភាព	សាលាផ្តល់រង្វាន់ដល់ការសិក្សាដ៏ពូកែ។
exceptional	ពិសេស	នាងបានបង្ហាញពីជំនាញដ៏ពិសេស។
excess	លើស	ទឹកដែលលើសបានជន់លិចបន្ទប់ក្រោមដី។
exclusion	ការមិនរាប់បញ្ចូល	ការមិនរាប់បញ្ចូលសង្គមធ្វើឱ្យប៉ះពាល់ដល់យុវជន។
exclusive	ផ្តាច់មុខ	ក្លឹបផ្តល់សិទ្ធិចូលប្រើប្រាស់ផ្តាច់មុខ។
exclusively	ផ្តាច់មុខ	បន្ទប់នេះប្រើប្រាស់ដោយបុគ្គលិកតែប៉ុណ្ណោះ។
execute	អនុវត្ត	ក្រុមការងារនឹងអនុវត្តផែនការនេះដោយប្រុងប្រយ័ត្ន។
execution	ការអនុវត្ត	ការអនុវត្តយុទ្ធសាស្ត្រនេះចំណាយពេលច្រើនខែ។
exert	បញ្ចេញ	អ្នកត្រូវតែបញ្ចេញសំពាធបន្ថែមទៀត។
exile	ការនិរទេស	អ្នកនិពន្ធរស់នៅដោយនិរទេសខ្លួន។
expenditure	ការចំណាយ	ចំណាយសាធារណៈបានកើនឡើងកាលពីឆ្នាំមុន។
experimental	ពិសោធន៍	ការព្យាបាលនេះនៅតែជាការពិសោធន៍។
expire	ផុតកំណត់	លិខិតឆ្លងដែនរបស់ខ្ញុំនឹងផុតកំណត់ក្នុងពេលឆាប់ៗនេះ។
explicit	ច្បាស់លាស់	ការណែនាំគឺច្បាស់លាស់។
explicitly	យ៉ាងច្បាស់	ច្បាប់ហាមឃាត់ការជក់បារីយ៉ាងច្បាស់។
exploitation	ការកេងប្រវ័ញ្ច	របាយការណ៍នេះបានលាតត្រដាងពីការកេងប្រវ័ញ្ចកម្មករ។
explosive	គ្រឿងផ្ទុះ	ឧបករណ៍ផ្ទុះត្រូវបានដកចេញដោយសុវត្ថិភាព។
extremist	អ្នកជ្រុលនិយម	ក្រុមជ្រុលនិយមបានបាត់បង់ការគាំទ្រ។
facilitate	សម្របសម្រួល	កម្មវិធីនេះនឹងជួយសម្រួលដល់ការរៀនសូត្រពីចម្ងាយ។
faction	បក្សពួក	បក្សពួកមួយបានប្រឆាំងនឹងមេដឹកនាំ។
faculty	មហាវិទ្យាល័យ	មហាវិទ្យាល័យបានអនុម័តសំណើនេះ។
fade	រសាត់	ថ្នាំលាបនឹងរសាត់នៅក្រោមពន្លឺព្រះអាទិត្យ។
fairness	ភាពយុត្តិធម៌	ភាពយុត្តិធម៌មានសារៈសំខាន់នៅក្នុងរាល់ការប្រកួតប្រជែង។
fatal	ដល់ស្លាប់	គ្រោះថ្នាក់នេះបណ្តាលឱ្យមានរបួសដល់ស្លាប់។
fate	ជោគវាសនា	គ្មាននរណាម្នាក់ដឹងពីជោគវាសនារបស់គាត់ទេ។
favourable	អំណោយផល	ការវាយតម្លៃនេះគឺល្អ។
feat	ស្នាដៃ	ការឡើងដល់កំពូលនោះគឺជាស្នាដៃមួយ។
feminist	អ្នកតស៊ូមតិដើម្បីស្ត្រី	ចលនាស្ត្រីនិយមបានផ្លាស់ប្តូរការជជែកដេញដោលជាសាធារណៈ។
fibre	ជាតិសរសៃ	នំបុ័ងនេះមានផ្ទុកជាតិសរសៃបន្ថែម។
fierce	សាហាវ	ខ្យល់ព្យុះដ៏ខ្លាំងក្លាបានបំផ្លាញដំបូលផ្ទះ។
film-maker	អ្នកផលិតភាពយន្ត	អ្នកផលិតភាពយន្តបានឆ្លើយសំណួរបន្ទាប់ពីនោះ។
filter	តម្រង	តម្រងនេះកម្ចាត់ធូលីដីចេញពីខ្យល់។
fine	ពិន័យ	ក្រុមហ៊ុនបានបង់ប្រាក់ពិន័យ។
firearm	អាវុធ	មន្ត្រីរូបនេះបានរកឃើញអាវុធដែលត្រូវចោរលួច។
fit	ត្រូវល្មម	ស្បែកជើងថ្មីនេះត្រូវល្មមឥតខ្ចោះ។
fixture	គ្រឿងបំពាក់ជាប់	អំពូលភ្លើងនេះគឺជាគ្រឿងបំពាក់ជាប់ជាអចិន្ត្រៃយ៍។
flaw	ចំណុចខ្វះខាត	ការរចនានេះមានចំណុចខ្វះខាតធ្ងន់ធ្ងរមួយ។
flawed	ដែលមានចំណុចខ្វះខាត	ការសិក្សាដែលមានចំណុចខ្វះខាតបានផ្តល់លទ្ធផលខុស។
flee	រត់ភៀសខ្លួន	គ្រួសារនានាត្រូវតែរត់ភៀសខ្លួនពីការប្រយុទ្ធគ្នា។
fleet	កងយានយន្ត	ក្រុមហ៊ុនអាកាសចរណ៍បានបន្តកងយន្តហោះរបស់ខ្លួន។
flesh	សាច់	បន្លាបានមុតចូលសាច់របស់គាត់។
flexibility	ភាពបត់បែន	ការធ្វើការពីចម្ងាយផ្តល់នូវភាពបត់បែនកាន់តែច្រើន។
flourish	រីកចម្រើន	អាជីវកម្មខ្នាតតូចអាចរីកចម្រើននៅទីនេះ។
fluid	សារធាតុរាវ	ផឹកសារធាតុរាវឱ្យបានច្រើនបន្ទាប់ពីហាត់ប្រាណ។
footage	វីដេអូថតទុក	វីដេអូថតទុកបានបង្ហាញពីការប៉ះទង្គិច។
foreigner	ជនបរទេស	ទម្រង់នេះសួរថាតើអ្នកជាជនបរទេសឬអត់។
forge	បង្កើត	ពួកគេព្យាយាមបង្កើតសម្ព័ន្ធភាពថ្មីមួយ។
formula	រូបមន្ត	រូបមន្តនេះបានដោះស្រាយបញ្ហា។
formulate	បង្កើតជារូបរាង	អ្នកវិទ្យាសាស្ត្របង្កើតទ្រឹស្តីថ្មីមួយ។
forth	ទៅមុខ	ទន្លេបាននាំទូកទៅមុខ។
forthcoming	នាពេលខាងមុខ	របាយការណ៍នាពេលខាងមុខនឹងពន្យល់អ្វីៗទាំងអស់។
foster	ជំរុញ	កម្មវិធីនេះជួយជំរុញភាពឯករាជ្យ។
fragile	ងាយបែក	ថូផ្កាងាយបែកនេះត្រូវការការកាន់ដោយប្រុងប្រយ័ត្ន។
franchise	សិទ្ធិអាជីវកម្ម	ភោជនីយដ្ឋាននេះបានក្លាយជាសិទ្ធិអាជីវកម្មសកល។
frankly	និយាយដោយត្រង់	និយាយដោយត្រង់ទៅយើងត្រូវការពេលវេលាបន្ថែម។
frustrated	អស់សង្ឃឹម	កម្មករមានអារម្មណ៍អស់សង្ឃឹមដោយសារការពន្យារពេល។
frustrating	ដែលគួរឱ្យធុញទ្រាន់	ការតភ្ជាប់យឺតគឺគួរឱ្យធុញទ្រាន់ណាស់។
frustration	ការខកចិត្ត	ការខកចិត្តបានកើនឡើងក្នុងអំឡុងពេលប្រជុំ។
functional	ដែលអាចប្រើការបាន	ផ្ទះបាយចាស់នៅតែអាចប្រើការបាន។
fundraising	ការរៃអង្គាសប្រាក់	ការរៃអង្គាសប្រាក់ចាប់ផ្តើមនៅសប្តាហ៍ក្រោយ។
funeral	ពិធីបុណ្យសព	ពិធីបុណ្យសពបានធ្វើឡើងនៅថ្ងៃសុក្រ។
gallon	ហ្គាឡុង	ធុងនេះផ្ទុកបានមួយហ្គាឡុង។
gambling	ការលេងល្បែង	ការលេងល្បែងត្រូវបានរឹតបន្តឹងដោយច្បាប់។
gathering	ការជួបជុំ	ការជួបជុំបានបញ្ចប់ដោយសន្តិវិធី។
gaze	ការសម្លឹង	នាងបានសម្លឹងមើលគាត់មួយភ្លែត។
gear	ឧបករណ៍	វេចខ្ចប់ឧបករណ៍សុវត្ថិភាពមុនពេលឡើងភ្នំ។
generic	ទូទៅ	កំណែទូទៅមានតម្លៃថោកជាង។
genocide	អំពើប្រល័យពូជសាសន៍	អំពើប្រល័យពូជសាសន៍បានបន្សល់ទុកនូវរបួសផ្លូវចិត្តជាតិយ៉ាងជ្រាលជ្រៅ។
glance	ការក្រឡេកមើល	គាត់បានក្រឡេកមើលមួយភ្លែត។
glimpse	ការឃើញភ្លាមៗ	ខ្ញុំបានឃើញសមុទ្រមួយភ្លែត។
