hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
540:不用	不用	不用	není třeba; nepoužívat	Nemusíš na mě čekat.	netreba; nepoužívať	Nemusíš na mňa čakať.	nem kell; nem használni	Nem kell rám várnod.	nu e nevoie; a nu folosi	Nu trebuie să mă aștepți.	няма нужда; не използвам	Няма нужда да ме чакаш.	ne treba; ne koristiti	Ne moraš me čekati.
541:不同	不同	不同	rozdílný; jiný	Máme různé názory.	rozdielny; iný	Máme rôzne názory.	különböző	Különböző elképzeléseink vannak.	diferit	Avem idei diferite.	различен	Имаме различни идеи.	različit	Imamo različite ideje.
542:不久	不久	不久	brzy; zanedlouho	Zanedlouho přijde.	čoskoro; zanedlho	Čoskoro príde.	nemsokára; hamarosan	Nemsokára megérkezik.	curând; nu peste mult timp	El va veni curând.	скоро; не след дълго	Той скоро ще дойде.	uskoro; nedugo zatim	Uskoro će doći.
543:不行	不行	不行	nejde to; není možné	Takto to nejde.	nejde to; nemožno	Takto to nejde.	nem megy; nem lehet	Ez így nem fog működni.	nu se poate; nu merge	Așa nu se poate.	не може; не става	Така не става.	ne može; ne ide	Ovako ne može.
544:才1	才1	才	teprve; až	Teprve teď rozumím.	až; iba teraz	Až teraz tomu rozumiem.	csak; csak most	Csak most értem.	abia; numai atunci	Abia acum înțeleg.	чак; едва	Едва сега разбирам.	tek; tek sada	Tek sada razumijem.
548:草地	草地	草地	trávník; travnatá plocha	Děti si hrají na trávníku.	trávnik; trávnatá plocha	Deti sa hrajú na trávniku.	füves terület; gyep	A gyerekek a füvön játszanak.	pajiște; gazon	Copiii se joacă pe iarbă.	трева; тревна площ	Децата играят на тревата.	travnjak; livada	Djeca se igraju na travnjaku.
550:查	查	查	hledat; zkontrolovat	Používám slovník, abych vyhledal nová slova.	hľadať; skontrolovať	Používam slovník, aby som vyhľadal nové slová.	keresni; ellenőrizni	Szótárt használok az új szavak kikeresésére.	a căuta; a verifica	Folosesc dicționarul ca să caut cuvinte noi.	търся; проверявам	Използвам речник, за да проверя нови думи.	tražiti; provjeriti	Koristim rječnik da potražim nove riječi.
554:常	常	常	často	Často chodí do toho knihkupectví.	často	Často chodí do toho kníhkupectva.	gyakran	Gyakran jár abba a könyvesboltba.	des; adesea	El merge des la acea librărie.	често	Той често ходи в тази книжарница.	često	Često ide u tu knjižaru.
555:常见	常见	常见	běžný; často vídaný	To je běžná otázka.	bežný; často videný	To je bežná otázka.	gyakori; gyakran látott	Ez gyakori kérdés.	comun; des întâlnit	Aceasta este o întrebare comună.	често срещан	Това е често срещан въпрос.	uobičajen; često viđen	Ovo je uobičajeno pitanje.
556:常用	常用	常用	běžně používaný	Telefon je běžně používaný nástroj.	bežne používaný	Telefón je bežne používaný nástroj.	gyakran használt	A telefon gyakran használt eszköz.	folosit frecvent	Telefonul este un instrument folosit frecvent.	често използван	Телефонът е често използван инструмент.	često korišten	Telefon je često korišten alat.
557:常常	常常	常常	často	Večer často čtu.	často	Večer často čítam.	gyakran	Este gyakran olvasok.	adesea; frecvent	Citesc adesea seara.	често	Вечер често чета.	često	Često čitam navečer.
564:出院	出院	出院	propustit z nemocnice; odejít z nemocnice	Dnes může odejít z nemocnice.	prepustiť z nemocnice; odísť z nemocnice	Dnes môže odísť z nemocnice.	kijönni a kórházból	Ma elhagyhatja a kórházat.	a ieși din spital	El poate ieși din spital astăzi.	изписвам се от болница	Днес може да го изпишат от болницата.	izaći iz bolnice	Danas može izaći iz bolnice.
565:初中	初中	初中	nižší střední škola	Mladší sestra chodí na nižší střední školu.	nižšia stredná škola	Mladšia sestra chodí na nižšiu strednú školu.	alsó középiskola	A húgom alsó középiskolába jár.	gimnaziu; școală secundară inferioară	Sora mea mai mică merge la gimnaziu.	прогимназия; основно училище	По-малката ми сестра учи в прогимназия.	niža srednja škola	Mlađa sestra ide u nižu srednju školu.
568:春天	春天	春天	jaro	Jaro přišlo a květiny rozkvetly.	jar	Prišla jar a kvety rozkvitli.	tavasz	Eljött a tavasz, és kinyíltak a virágok.	primăvară	A venit primăvara și florile au înflorit.	пролет	Пролетта дойде и цветята разцъфнаха.	proljeće	Došlo je proljeće i cvijeće je procvjetalo.
574:大人	大人	大人	dospělý	Dospělí si povídají v obývacím pokoji.	dospelý	Dospelí sa rozprávajú v obývačke.	felnőtt	A felnőttek a nappaliban beszélgetnek.	persoană adultă; om mare	Adulții discută în sufragerie.	възрастен	Възрастните разговарят в хола.	odrasla osoba	Odrasli razgovaraju u dnevnoj sobi.
575:大小	大小	大小	velikost	Tyto dva kusy oblečení mají stejnou velikost.	veľkosť	Tieto dva kusy oblečenia majú rovnakú veľkosť.	méret	Ez a két ruhadarab ugyanolyan méretű.	mărime; dimensiune	Aceste două haine au aceeași mărime.	размер	Тези две дрехи са с еднакъв размер.	veličina	Ova dva komada odjeće iste su veličine.
576:大熊猫	大熊猫	大熊猫	panda velká	Panda velká jí bambus.	panda veľká	Panda veľká je bambus.	óriáspanda	Az óriáspanda bambuszt eszik.	panda uriaș	Panda uriaș mănâncă bambus.	голяма панда	Голямата панда яде бамбук.	velika panda	Velika panda jede bambus.
577:大衣	大衣	大衣	kabát; dlouhý kabát	Je zima, tak jsem si oblékl kabát.	kabát; dlhý kabát	Je zima, tak som si obliekol kabát.	kabát; télikabát	Hideg van, ezért felvettem a kabátomat.	palton; haină groasă	E frig, așa că mi-am pus paltonul.	палто	Студено е, затова си облякох палтото.	kaput	Hladno je pa sam obukao kaput.
583:得	得	得	získat; dosáhnout	Pilně se učil a nakonec získal vysoké skóre.	získať; dosiahnuť	Usilovne sa učil a napokon získal vysoké skóre.	megszerezni; kapni	Keményen tanult, és végül magas pontszámot kapott.	a obține; a primi	A învățat mult și în cele din urmă a obținut un scor mare.	получавам; придобивам	Той учи усърдно и накрая получи висок резултат.	dobiti; postići	Marljivo je učio i na kraju postigao visok rezultat.
584:得到	得到	得到	získat; dostat	Dostal jsem pomoc od učitele.	získať; dostať	Dostal som pomoc od učiteľa.	megkapni; kapni	Segítséget kaptam a tanáromtól.	a primi; a obține	Am primit ajutor de la profesorul meu.	получавам	Получих помощ от учителя си.	dobiti; primiti	Dobio sam pomoć od učitelja.
585:得分	得分	得分	skórovat; získat body	V této hře získal nejvíc bodů.	skórovať; získať body	V tejto hre získal najviac bodov.	pontot szerezni; pontszám	Ebben a játékban ő szerezte a legtöbb pontot.	a marca; punctaj	El a obținut cele mai multe puncte în acest joc.	отбелязвам точки; резултат	В тази игра той отбеляза най-много точки.	osvojiti bodove; rezultat	U ovoj igri osvojio je najviše bodova.
586:的话	的话	的话	pokud; v tom případě	Pokud máš čas, půjdeme spolu.	ak; v tom prípade	Ak máš čas, poďme spolu.	ha; ebben az esetben	Ha van időd, menjünk együtt.	dacă; în acest caz	Dacă ai timp, să mergem împreună.	ако; в такъв случай	Ако имаш време, да отидем заедно.	ako; u tom slučaju	Ako imaš vremena, idemo zajedno.
589:地	地	地	půda; země	Tento kus půdy lze použít k pěstování zeleniny.	pôda; zem	Tento kus pôdy sa dá použiť na pestovanie zeleniny.	föld; talaj	Ezt a földdarabot zöldségtermesztésre lehet használni.	pământ; teren	Această bucată de teren poate fi folosită pentru cultivarea legumelor.	земя; почва	Това парче земя може да се използва за отглеждане на зеленчуци.	zemlja; tlo	Ovaj komad zemlje može se koristiti za uzgoj povrća.
593:电	电	电	elektřina	V pokoji není elektřina.	elektrina	V izbe nie je elektrina.	áram; elektromosság	A szobában nincs áram.	electricitate	În cameră nu este electricitate.	електричество	В стаята няма ток.	struja; električna energija	U sobi nema struje.
595:电子书	电子书	电子书	e-kniha	Čtu e-knihy na telefonu.	e-kniha	Čítam e-knihy v telefóne.	e-könyv	A telefonomon e-könyveket olvasok.	carte electronică; e-book	Citesc cărți electronice pe telefon.	електронна книга	Чета електронни книги на телефона си.	e-knjiga	Čitam e-knjige na mobitelu.
598:东北	东北	东北	severovýchod	Můj domov je na severovýchodě města.	severovýchod	Môj domov je na severovýchode mesta.	északkelet	Az otthonom a város északkeleti részén van.	nord-est	Casa mea este în nord-estul orașului.	североизток	Домът ми е в североизточната част на града.	sjeveroistok	Moj dom je na sjeveroistoku grada.
599:东方	东方	东方	východ; Východ	Slunce vychází na východě.	východ; Východ	Slnko vychádza na východe.	kelet; Kelet	A nap keleten kel fel.	est; Orient	Soarele răsare la est.	изток; Изток	Слънцето изгрява от изток.	istok; Istok	Sunce izlazi na istoku.
600:东南	东南	东南	jihovýchod	Škola je na jihovýchodě města.	juhovýchod	Škola je na juhovýchode mesta.	délkelet	Az iskola a város délkeleti részén van.	sud-est	Școala este în sud-estul orașului.	югоизток	Училището е в югоизточната част на града.	jugoistok	Škola je na jugoistoku grada.
601:冬天	冬天	冬天	zima	V zimě je tu velmi chladno.	zima	V zime je tu veľmi chladno.	tél	Télen itt nagyon hideg van.	iarnă; sezon de iarnă	Iarna este foarte frig aici.	зима	Тук е много студено през зимата.	zima	Ovdje je zimi vrlo hladno.
602:懂得	懂得	懂得	rozumět; vědět	On ví, jak pečovat o druhé.	rozumieť; vedieť	Vie, ako sa starať o druhých.	érteni; tudni	Tudja, hogyan kell törődni másokkal.	a înțelege; a ști	El știe cum să aibă grijă de alții.	разбирам; зная	Той знае как да се грижи за другите.	razumjeti; znati	On zna kako se brinuti za druge.
604:动物园	动物园	动物园	zoo; zoologická zahrada	O víkendu půjdeme do zoo.	zoo; zoologická záhrada	Cez víkend pôjdeme do zoo.	állatkert	A hétvégén állatkertbe megyünk.	grădină zoologică	În weekend mergem la grădina zoologică.	зоологическа градина	През уикенда ще отидем в зоопарка.	zoološki vrt	Za vikend idemo u zoološki vrt.
606:短裤	短裤	短裤	šortky; krátké kalhoty	V létě často nosím šortky.	šortky; krátke nohavice	V lete často nosím šortky.	rövidnadrág	Nyáron gyakran viselek rövidnadrágot.	pantaloni scurți	Vara port des pantaloni scurți.	къси панталони	През лятото често нося къси панталони.	kratke hlače	Ljeti često nosim kratke hlače.
611:而且	而且	而且	a navíc; kromě toho	Tento obchod je levný a navíc má dobrou obsluhu.	a navyše; okrem toho	Tento obchod je lacný a navyše má dobrú obsluhu.	és ráadásul; továbbá	Ez az üzlet olcsó, és a kiszolgálás is jó.	și în plus; pe deasupra	Acest magazin este ieftin, iar serviciul este bun.	и освен това	Този магазин е евтин и обслужването е добро.	i osim toga; štoviše	Ova trgovina je jeftina, a usluga je dobra.
613:耳机	耳机	耳机	sluchátka	Moje sluchátka leží na stole.	slúchadlá	Moje slúchadlá ležia na stole.	fülhallgató; fejhallgató	A fülhallgatóm az asztalon van.	căști	Căștile mele sunt pe masă.	слушалки	Слушалките ми са на масата.	slušalice	Moje slušalice su na stolu.
620:方便面	方便面	方便面	instantní nudle	Někdy jím instantní nudle.	instantné rezance	Niekedy jem instantné rezance.	instant tészta; instant nudli	Néha instant tésztát eszem.	tăiței instant	Uneori mănânc tăiței instant.	инстантни нудли; бързи спагети	Понякога ям инстантни нудли.	instant rezanci	Ponekad jedem instant rezance.
623:房子	房子	房子	dům; byt	Tento byt je velmi čistý.	dom; byt	Tento byt je veľmi čistý.	ház; lakás	Ez a lakás nagyon tiszta.	casă; apartament	Acest apartament este foarte curat.	къща; апартамент	Този апартамент е много чист.	kuća; stan	Ovaj stan je vrlo čist.
625:放假	放假	放假	mít volno; mít prázdniny	Příští týden máme tři dny volna.	mať voľno; mať prázdniny	Budúci týždeň máme tri dni voľna.	szabadnapot kapni; szüneten lenni	Jövő héten három nap szünetünk lesz.	a avea liber; a avea vacanță	Săptămâna viitoare avem trei zile libere.	имам почивка; във ваканция съм	Следващата седмица имаме три дни почивка.	imati slobodne dane; imati praznike	Sljedeći tjedan imamo tri slobodna dana.
627:放学	放学	放学	po škole; končit vyučování	Po škole jdu do knihovny.	po škole; skončiť vyučovanie	Po škole idem do knižnice.	iskola után; vége az iskolának	Iskola után a könyvtárba megyek.	după școală; se termină cursurile	După școală merg la bibliotecă.	след училище; часовете свършват	След училище отивам в библиотеката.	poslije škole; završiti nastavu	Poslije škole idem u knjižnicu.
628:分开	分开	分开	oddělit; rozdělit	Prosím, odděl tyto knihy.	oddeliť; rozdeliť	Prosím, oddeľ tieto knihy.	szétválasztani; külön tenni	Kérlek, válaszd szét ezeket a könyveket.	a separa; a despărți	Te rog separă aceste cărți.	разделям; отделям	Моля, отдели тези книги.	odvojiti; razdvojiti	Molim te, odvoji ove knjige.
629:风	风	风	vítr	Dnes hodně fouká.	vietor	Dnes veľmi fúka.	szél	Ma nagyon fúj a szél.	vânt; curent de aer	Astăzi bate vântul puternic.	вятър	Днес духа силен вятър.	vjetar	Danas jako puše.
630:封	封	封	číslovka pro dopisy	Dostal jsem jeden dopis.	počítadlo pre listy	Dostal som jeden list.	levél számlálószava	Kaptam egy levelet.	clasificator pentru scrisori	Am primit o scrisoare.	мерна дума за писма	Получих едно писмо.	brojna riječ za pisma	Primio sam jedno pismo.
631:夫妻	夫妻	夫妻	manželé; pár	Tento pár je velmi přátelský.	manželia; pár	Tento pár je veľmi priateľský.	házaspár; pár	Ez a házaspár nagyon barátságos.	soț și soție; cuplu	Acest cuplu este foarte prietenos.	съпрузи; семейна двойка	Тази двойка е много дружелюбна.	supružnici; bračni par	Ovaj par je vrlo prijateljski raspoložen.
632:服务	服务	服务	obsluhovat; služba	V této restauraci je velmi dobrá obsluha.	obsluhovať; služba	V tejto reštaurácii je veľmi dobrá obsluha.	kiszolgálni; szolgáltatás	Ebben az étteremben nagyon jó a kiszolgálás.	a servi; serviciu	Acest restaurant are servicii foarte bune.	обслужвам; обслужване	В този ресторант обслужването е много добро.	uslužiti; usluga	U ovom restoranu usluga je vrlo dobra.
635:该1	该1	该	měl by; je čas	Měli bychom už jít.	mal by; je čas	Mali by sme už ísť.	kellene; itt az ideje	Már mennünk kellene.	ar trebui; e timpul	Ar trebui să plecăm acum.	трябва; време е	Време е да тръгваме.	trebati; vrijeme je	Trebali bismo sada krenuti.
638:感到	感到	感到	cítit; pocítit	Cítím se trochu unavený.	cítiť; pocítiť	Cítim sa trochu unavený.	érezni	Kicsit fáradtnak érzem magam.	a simți	Mă simt puțin obosit.	чувствам	Чувствам се малко уморен.	osjećati	Osjećam se malo umorno.
643:刚刚	刚刚	刚刚	právě; před chvílí	Právě odešel ze třídy.	práve; pred chvíľou	Práve odišiel z triedy.	éppen most; az imént	Épp most ment ki a tanteremből.	tocmai; chiar acum	El tocmai a plecat din clasă.	току-що	Той току-що излезе от класната стая.	upravo; maloprije	Upravo je izašao iz učionice.
644:高铁	高铁	高铁	vysokorychlostní vlak	Zítra pojedu vysokorychlostním vlakem do Pekingu.	vysokorýchlostný vlak	Zajtra pôjdem vysokorýchlostným vlakom do Pekingu.	nagysebességű vonat	Holnap nagysebességű vonattal megyek Pekingbe.	tren de mare viteză	Mâine voi lua trenul de mare viteză spre Beijing.	високоскоростен влак	Утре ще пътувам с високоскоростен влак до Пекин.	brzi vlak; vlak velike brzine	Sutra idem brzim vlakom u Peking.
649:工作日	工作日	工作日	pracovní den	V pracovní dny vstávám v sedm ráno.	pracovný deň	V pracovné dni vstávam o siedmej ráno.	munkanap	Munkanapokon reggel hétkor kelek.	zi lucrătoare	În zilele lucrătoare mă trezesc la șapte dimineața.	работен ден	В работни дни ставам в седем сутринта.	radni dan	Radnim danima ustajem u sedam ujutro.
651:刮	刮	刮	foukat; škrábat	Venku fouká silný vítr.	fúkať; škriabať	Vonku fúka silný vietor.	fújni; kaparni	Odakint erős szél fúj.	a bate; a răzui	Afară bate un vânt puternic.	духа; стържа	Навън духа силен вятър.	puhati; strugati	Vani puše jak vjetar.
653:关机	关机	关机	vypnout; vypnout zařízení	Během hodiny si prosím vypni telefon.	vypnúť; vypnúť zariadenie	Počas hodiny si prosím vypni telefón.	kikapcsolni	Óra közben kérlek kapcsold ki a telefonodat.	a opri; a închide dispozitivul	Te rog oprește telefonul în timpul orei.	изключвам устройство	Моля, изключи телефона по време на час.	isključiti	Ugasi telefon tijekom nastave, molim te.
657:关注	关注	关注	věnovat pozornost; sledovat	Pečlivě sleduji učení svého dítěte.	venovať pozornosť; sledovať	Pozorne sledujem učenie svojho dieťaťa.	figyelni; követni	Nagyon figyelem a gyermekem tanulását.	a acorda atenție; a urmări	Urmăresc cu atenție studiile copilului meu.	обръщам внимание; следя	Внимателно следя ученето на детето си.	obratiti pozornost; pratiti	Pažljivo pratim učenje svojeg djeteta.
659:过节	过节	过节	slávit svátek	Když slavíme svátek, doma je velmi živo.	sláviť sviatok	Keď slávime sviatok, doma je veľmi živo.	ünnepet ünnepelni	Ünnep idején otthon nagyon élénk a hangulat.	a sărbători o sărbătoare	Când sărbătorim, acasă este foarte animat.	празнувам празник	По време на празник вкъщи е много оживено.	slavljati blagdan	Kad slavimo blagdan, kod kuće je vrlo živo.
661:海	海	海	moře	Chci jet k moři.	more	Chcem ísť k moru.	tenger	Szeretnék a tengerpartra utazni.	mare	Vreau să călătoresc la mare.	море	Искам да пътувам до морето.	more	Želim putovati na more.
663:好多	好多	好多	mnoho; hodně	V obchodě je hodně nových knih.	mnoho; veľa	V obchode je veľa nových kníh.	sok; rengeteg	A boltban sok új könyv van.	multe; foarte multe	În magazin sunt multe cărți noi.	много; доста	В магазина има много нови книги.	mnogo; puno	U trgovini ima puno novih knjiga.
664:好久	好久	好久	dlouho	Dlouho jsme se neviděli.	dlho	Dlho sme sa nevideli.	régóta; hosszú ideje	Régóta nem láttuk egymást.	mult timp	Nu ne-am văzut de mult timp.	дълго време; отдавна	Отдавна не сме се виждали.	dugo	Dugo se nismo vidjeli.
667:河	河	河	řeka	Tato řeka je široká.	rieka	Táto rieka je široká.	folyó	Ez a folyó széles.	râu	Acest râu este lat.	река	Тази река е широка.	rijeka	Ova rijeka je široka.
670:红绿灯	红绿灯	红绿灯	semafor	Při přecházení silnice se dívej na semafor.	semafor	Pri prechádzaní cesty sa pozeraj na semafor.	jelzőlámpa	Útátkeléskor figyelj a jelzőlámpára.	semafor	Uită-te la semafor când traversezi strada.	светофар	Когато пресичаш улицата, гледай светофара.	semafor	Gledaj semafor kad prelaziš cestu.
672:后年	后年	后年	pozítří za rok; za dva roky	Za dva roky chci jet studovat do Číny.	rok po budúcom roku; o dva roky	O dva roky chcem ísť študovať do Číny.	két év múlva	Két év múlva Kínába szeretnék menni tanulni.	peste doi ani	Peste doi ani vreau să merg în China să studiez.	след две години	След две години искам да отида да уча в Китай.	za dvije godine	Za dvije godine želim ići studirati u Kinu.
673:后天	后天	后天	pozítří	Pozítří máme zkoušku.	pozajtra	Pozajtra máme skúšku.	holnapután	Holnapután vizsgánk lesz.	poimâine	Poimâine avem examen.	вдругиден	Вдругиден имаме изпит.	prekosutra	Prekosutra imamo ispit.
675:花园	花园	花园	zahrada	V zahradě je mnoho květin.	záhrada	V záhrade je veľa kvetov.	kert	A kertben sok virág van.	grădină	În grădină sunt multe flori.	градина	В градината има много цветя.	vrt	U vrtu ima mnogo cvijeća.
676:画家	画家	画家	malíř; umělec	Tento malíř je velmi slavný.	maliar; umelec	Tento maliar je veľmi slávny.	festő; művész	Ez a festő nagyon híres.	pictor; artist	Acest pictor este foarte cunoscut.	художник	Този художник е много известен.	slikar; umjetnik	Ovaj slikar je vrlo poznat.
681:黄色	黄色	黄色	žlutá barva; žlutý	Koupil jsem si žlutý vršek.	žltá farba; žltý	Kúpil som si žltý vrchný diel oblečenia.	sárga szín; sárga	Vettem egy sárga felsőt.	galben; culoare galbenă	Am cumpărat un top galben.	жълт цвят; жълт	Купих си жълта горна дреха.	žuta boja; žut	Kupio sam žuti gornji dio odjeće.
685:或	或	或	nebo	Můžeš jet autem nebo jít pěšky.	alebo	Môžeš ísť autom alebo pešo.	vagy	Mehetsz autóval vagy gyalog.	sau	Poți merge cu mașina sau pe jos.	или	Можеш да отидеш с кола или пеша.	ili	Možeš ići autom ili pješice.
687:鸡	鸡	鸡	kuře; slepice	Babička doma chová několik slepic.	kura; sliepka	Stará mama doma chová niekoľko sliepok.	csirke; tyúk	A nagymamámnál tartanak néhány tyúkot.	pui; găină	Familia bunicii crește câteva găini.	пиле; кокошка	В дома на баба отглеждат няколко кокошки.	piletina; kokoš	Baka kod kuće drži nekoliko kokoši.
691:急	急	急	spěchat; být neklidný	Nespěchej, auto ještě nepřijelo.	ponáhľať sa; byť nepokojný	Neponáhľaj sa, auto ešte neprišlo.	sietős; ideges	Ne izgulj, az autó még nem érkezett meg.	grăbit; neliniștit	Nu te grăbi, mașina încă nu a venit.	бързам; тревожа се	Не бързай, колата още не е дошла.	žuriti se; biti uznemiren	Ne žuri, auto još nije stigao.
692:记	记	记	pamatovat si; zapsat	Prosím, zapiš si moje telefonní číslo.	pamätať si; zapísať	Prosím, zapíš si moje telefónne číslo.	megjegyezni; leírni	Kérlek, írd fel a telefonszámomat.	a ține minte; a nota	Te rog notează-mi numărul de telefon.	помня; записвам	Моля, запиши телефонния ми номер.	zapamtiti; zapisati	Molim te, zapiši moj broj telefona.
693:季	季	季	roční období; sezóna	Rok má čtyři roční období.	ročné obdobie; sezóna	Rok má štyri ročné obdobia.	évszak; szezon	Egy évben négy évszak van.	sezon; anotimp	Un an are patru anotimpuri.	сезон; годишно време	В годината има четири сезона.	godišnje doba; sezona	Godina ima četiri godišnja doba.
695:加	加	加	přidat	Prosím, přidej mi trochu vody.	pridať	Prosím, pridaj mi trochu vody.	hozzáadni	Kérlek, adj hozzá nekem egy kis vizet.	a adăuga	Te rog adaugă puțină apă pentru mine.	добавям	Моля, добави ми малко вода.	dodati	Molim te, dodaj mi malo vode.
696:假期	假期	假期	prázdniny; dovolená	O prázdninách si chci odpočinout.	prázdniny; dovolenka	Počas prázdnin si chcem oddýchnuť.	szünet; szabadság	A szünetben pihenni szeretnék.	vacanță; concediu	Vreau să mă odihnesc în vacanță.	ваканция; отпуск	През ваканцията искам да си почина.	praznici; odmor	Želim se odmoriti tijekom praznika.
700:检票	检票	检票	kontrolovat jízdenky	Před vstupem do stanice se musí zkontrolovat jízdenky.	kontrolovať lístky	Pred vstupom do stanice treba skontrolovať lístky.	jegyet ellenőrizni	Az állomásra belépés előtt ellenőrizni kell a jegyeket.	a verifica bilete	Biletele trebuie verificate înainte de intrarea în gară.	проверявам билети	Преди влизане в гарата трябва да се проверят билетите.	provjeriti karte	Prije ulaska u stanicu treba provjeriti karte.
707:街	街	街	ulice	Tato ulice je velmi živá.	ulica	Táto ulica je veľmi živá.	utca	Ez az utca nagyon élénk.	stradă	Această stradă este foarte animată.	улица	Тази улица е много оживена.	ulica	Ova ulica je vrlo živa.
