source_headword	LO	example_LO
intensity	ຄວາມຮຸນແຮງ	ຄວາມຮຸນແຮງຂອງການຝຶກຊ້ອມໄດ້ເພີ່ມຂຶ້ນ.
intensive	ເຂັ້ມຂຸ້ນ	ພວກເຂົາສຳເລັດການຝຶກອົບຮົມພາສາແບບເຂັ້ມຂຸ້ນ.
intent	ເຈດຕະນາ	ເຈດຕະນາຂອງລາວແມ່ນຍາກທີ່ຈະພິສູດ.
interactive	ໂຕ້ຕອບ	ຫໍພິພິທະພັນມີການຈັດສະແດງແບບໂຕ້ຕອບ.
interface	ການເຊື່ອມຕໍ່	ໜ້າຈໍການເຊື່ອມຕໍ່ແມ່ນງ່າຍຕໍ່ການນຳໃຊ້.
interfere	ແຊກແຊງ	ຢ່າແຊກແຊງການສືບສວນ.
interference	ການລົບກວນ	ການລົບກວນສັນຍານເຮັດໃຫ້ການໂທຖືກຂັດຈັງຫວະ.
interim	ຊົ່ວຄາວ	ບົດລາຍງານຊົ່ວຄາວຈະມາຮອດໃນມື້ອື່ນ.
interior	ພາຍໃນ	ຝາພາຍໃນຕ້ອງການການທາສີ.
intermediate	ລະດັບກາງ	ລາວເຂົ້າຮ່ວມຫ້ອງຮຽນລະດັບກາງ.
intervene	ເຂົ້າແຊກແຊງ	ຕຳຫຼວດຕ້ອງເຂົ້າແຊກແຊງຢ່າງໄວວາ.
intervention	ການເຂົ້າແຊກແຊງ	ການເຂົ້າແຊກແຊງແຕ່ເນີ່ນໆຊ່ວຍເຫຼືອຄົນເຈັບ.
intimate	ໃກ້ຊິດ	ພວກເຂົາຈັດພິທີຄອບຄົວທີ່ໃກ້ຊິດ.
intriguing	ໜ້າສົນໃຈ	ຂໍ້ມູນໄດ້ເປີດເຜີຍຮູບແບບທີ່ໜ້າສົນໃຈ.
investigator	ຜູ້ສືບສວນ	ຜູ້ສືບສວນໄດ້ສຳພາດພະຍານແຕ່ລະຄົນ.
invisible	ເບິ່ງບໍ່ເຫັນ	ແກັດນັ້ນເບິ່ງບໍ່ເຫັນ ແລະ ອັນຕະລາຍ.
invoke	ອ້າງອີງເຖິງ	ທະນາຍຄວາມພະຍາຍາມອ້າງອີງເຖິງກໍລະນີທີ່ເຄີຍມີມາ.
involvement	ການມີສ່ວນຮ່ວມ	ການມີສ່ວນຮ່ວມຂອງລາວຍັງບໍ່ຊັດເຈນ.
ironic	ປະຊົດປະຊັນ	ຄຳເຫັນທີ່ປະຊົດປະຊັນເຮັດໃຫ້ທຸກຄົນຫົວເຍາະ.
ironically	ຢ່າງໜ້າປະຫຼາດໃຈ	ຢ່າງໜ້າປະຫຼາດໃຈ, ເສັ້ນທາງນີ້ໃຊ້ເວລາດົນກວ່າ.
irony	ຄວາມໜ້າຂັນ	ຄວາມໜ້າຂັນນັ້ນແມ່ນຊັດເຈນສຳລັບທຸກຄົນ.
irrelevant	ບໍ່ກ່ຽວຂ້ອງ	ລາຍລະອຽດນັ້ນບໍ່ກ່ຽວຂ້ອງຢູ່ທີ່ນີ້.
isolation	ການແຍກຕົວ	ການແຍກຕົວສາມາດທຳລາຍສຸຂະພາບຈິດ.
judicial	ທາງຕຸລາການ	ການທົບທວນທາງຕຸລາການເລີ່ມຕົ້ນໃນວັນຈັນ.
junction	ທາງແຍກ	ລ້ຽວຊ້າຍທີ່ທາງແຍກ.
jurisdiction	ຂອບເຂດອຳນາດສານ	ສານມີຂອບເຂດອຳນາດສານທີ່ຈຳກັດ.
just	ຍຸຕິທຳ	ຜູ້ພິພາກສາໄດ້ຕັດສິນໃຈຢ່າງຍຸຕິທຳ.
justification	ເຫດຜົນອ້າງອີງ	ພວກເຮົາຕ້ອງການເຫດຜົນອ້າງອີງທີ່ຊັດເຈນສຳລັບການໃຊ້ຈ່າຍ.
kidnap	ລັກພາຕົວ	ອາດຊະຍາກອນພະຍາຍາມລັກພາຕົວນັກການທູດ.
kidney	ໝາກໄຂ່ຫຼັງ	ການເຮັດວຽກຂອງໝາກໄຂ່ຫຼັງຂອງນາງດີຂຶ້ນ.
kingdom	ອານາຈັກ	ອານາຈັກຂະຫຍາຍຕົວພາຍໃຕ້ການປົກຄອງຂອງລາວ.
lad	ເດັກຊາຍ	ເດັກຊາຍໜຸ່ມໄດ້ຖືຖົງ.
landlord	ເຈົ້າຂອງເຮືອນ	ເຈົ້າຂອງເຮືອນໄດ້ສ້ອມແປງລະບົບທຳຄວາມຮ້ອນ.
landmark	ຈຸດສັງເກດ	ຫໍຄອຍໄດ້ກາຍເປັນຈຸດສັງເກດຂອງເມືອງ.
lap	ຕັກ	ເດັກນ້ອຍນັ່ງຢູ່ເທິງຕັກຂອງນາງ.
large-scale	ຂະໜາດໃຫຍ່	ເມືອງໄດ້ວາງແຜນການສ້ອມແປງຂະໜາດໃຫຍ່.
laser	ເລເຊີ	ເລເຊີໄດ້ວັດແທກໄລຍະທາງ.
latter	ອັນຫຼັງ	ທາງເລືອກອັນຫຼັງເບິ່ງຄືວ່າປອດໄພກວ່າ.
lawn	ເດີ່ນຫຍ້າ	ເດັກນ້ອຍຫຼິ້ນຢູ່ເທິງເດີ່ນຫຍ້າ.
lawsuit	ການຟ້ອງຮ້ອງ	ບໍລິສັດໄດ້ແກ້ໄຂການຟ້ອງຮ້ອງ.
layout	ການຈັດວາງ	ການຈັດວາງໜ້າເບິ່ງຄືວ່າຊັດເຈນກວ່າ.
leak	ການຮົ່ວໄຫຼ	ການຮົ່ວໄຫຼຂອງທໍ່ໄດ້ເຮັດໃຫ້ນ້ຳຖ້ວມເຮືອນຄົວ.
leap	ການກ້າວກະໂດດ	ຍອດຂາຍມີການກ້າວກະໂດດຢ່າງກະທັນຫັນ.
legacy	ມໍລະດົກ	ມໍລະດົກຂອງລາວໄດ້ສ້າງມະຫາວິທະຍາໄລ.
legendary	ເປັນຕຳນານ	ນັກຮ້ອງທີ່ເປັນຕຳນານໄດ້ກັບຄືນສູ່ເວທີ.
legislation	ກົດໝາຍ	ກົດໝາຍໃໝ່ປົກປ້ອງຜູ້ເຊົ່າ.
legislative	ດ້ານນິຕິບັນຍັດ	ຄະນະກຳມະການດ້ານນິຕິບັນຍັດໄດ້ປະຊຸມໃນມື້ນີ້.
legislature	ສະພານິຕິບັນຍັດ	ສະພານິຕິບັນຍັດໄດ້ອະນຸມັດງົບປະມານ.
legitimate	ຖືກຕ້ອງຕາມກົດໝາຍ	ພວກເຂົາໄດ້ຍົກຂໍ້ກັງວົນທີ່ຖືກຕ້ອງຕາມກົດໝາຍຂຶ້ນມາ.
lengthy	ຍາວນານ	ການໂຕ້ວາທີທີ່ຍາວນານໄດ້ຊັກຊ້າການລົງຄະແນນສຽງ.
lesbian	ຍິງຮັກຍິງ	ນັກເຄື່ອນໄຫວຍິງຮັກຍິງໄດ້ເວົ້າຢູ່ທີ່ເວທີສົນທະນາ.
lesser	ນ້ອຍກວ່າ	ເລືອກຄວາມສ່ຽງທີ່ນ້ອຍກວ່າ.
lethal	ເຖິງແກ່ຊີວິດ	ສານເຄມີສາມາດເຮັດໃຫ້ເຖິງແກ່ຊີວິດໄດ້.
liable	ຮັບຜິດຊອບ	ຜູ້ຂັບຂີ່ຕ້ອງຮັບຜິດຊອບຕໍ່ຄວາມເສຍຫາຍ.
liberal	ເສລີ	ລາວສະໜັບສະໜູນນະໂຍບາຍສັງຄົມແບບເສລີ.
liberation	ການປົດປ່ອຍ	ການປົດປ່ອຍໄດ້ປ່ຽນອະນາຄົດຂອງປະເທດ.
liberty	ສິດທິເສລີພາບ	ກົດໝາຍປົກປ້ອງສິດທິເສລີພາບສ່ວນບຸກຄົນ.
license	ໃບອະນຸຍາດ	ລັດອາດຈະອອກໃບອະນຸຍາດໃຫ້ຄລີນິກໃໝ່.
lifelong	ຕະຫຼອດຊີວິດ	ລາວໄດ້ສ້າງໝູ່ເພື່ອນຕະຫຼອດຊີວິດຢູ່ທີ່ນັ້ນ.
likelihood	ຄວາມເປັນໄປໄດ້	ຄວາມເປັນໄປໄດ້ຂອງຝົນເພີ່ມຂຶ້ນ.
limb	ແຂນຂາ	ແຂນຂາທີ່ບາດເຈັບປິ່ນປົວຊ້າ.
linear	ເປັນເສັ້ນຊື່	ກຣາບສະແດງທ່າອ່ຽງທີ່ເປັນເສັ້ນຊື່.
line-up	ລາຍຊື່	ລາຍຊື່ຂອງເທດສະການລວມມີວົງດົນຕີທ້ອງຖິ່ນ.
linger	ຍັງຄົງຢູ່	ກິ່ນອາດຈະຍັງຄົງຢູ່ເປັນເວລາຫຼາຍຊົ່ວໂມງ.
listing	ລາຍການ	ລາຍການຫ້ອງແຖວເບິ່ງຄືວ່າຖືກຕ້ອງ.
literacy	ການຮູ້ໜັງສື	ໂຄງການການຮູ້ໜັງສືສຳລັບຜູ້ໃຫຍ່ໄດ້ຂະຫຍາຍຕົວ.
liver	ຕັບ	ຕັບກັ່ນຕອງສານທີ່ເປັນອັນຕະລາຍ.
lobby	ຫ້ອງຮັບແຂກ	ຫ້ອງຮັບແຂກເຕັມໄປດ້ວຍຜູ້ຄົນຫຼັງຈາກຕອນທ່ຽງ.
log	ບັນທຶກ	ລະບົບເກັບຮັກສາບັນທຶກປະຈຳວັນ.
logic	ເຫດຜົນ	ເຫດຜົນຂອງການໂຕ້ຖຽງຂອງລາວລົ້ມເຫຼວ.
long-standing	ທີ່ມີມາແຕ່ດົນນານ	ພວກເຂົາໄດ້ແກ້ໄຂຂໍ້ຂັດແຍ່ງທີ່ມີມາແຕ່ດົນນານ.
long-time	ຍາວນານ	ນາງເປັນອາສາສະໝັກທີ່ເຮັດມາຢ່າງຍາວນານ.
loom	ປະກົດຂຶ້ນ	ເມກດຳປະກົດຂຶ້ນເໜືອຮ່ອມພູ.
loop	ວົງ	ເສັ້ນທາງສ້າງເປັນວົງ.
loyalty	ຄວາມຈົງຮັກພັກດີ	ຄວາມຈົງຮັກພັກດີຂອງລາວເຮັດໃຫ້ທີມງານປະທັບໃຈ.
machinery	ເຄື່ອງຈັກ	ໂຮງງານໄດ້ຕິດຕັ້ງເຄື່ອງຈັກໃໝ່.
magical	ວິເສດ	ສວນເບິ່ງຄືວ່າວິເສດໃນຕອນກາງຄືນ.
magistrate	ຜູ້ພິພາກສາ	ຜູ້ພິພາກສາໄດ້ຮັບຟັງຄະດີ.
magnetic	ແມ່ເຫຼັກ	ທົ່ງແມ່ເຫຼັກມີຜົນກະທົບຕໍ່ເຂັມທິດ.
magnitude	ຂະໜາດ	ຂະໜາດຂອງຄວາມເສຍຫາຍແມ່ນຈະແຈ້ງ.
mainland	ແຜ່ນດິນໃຫຍ່	ເຮືອຂ້າມຟາກເຊື່ອມຕໍ່ເກາະກັບແຜ່ນດິນໃຫຍ່.
mainstream	ກະແສຫຼັກ	ແນວຄວາມຄິດດັ່ງກ່າວໄດ້ເຂົ້າສູ່ການເມືອງກະແສຫຼັກ.
maintenance	ການບຳລຸງຮັກສາ	ການບຳລຸງຮັກສາເປັນປະຈຳປ້ອງກັນການເພພັງ.
mandate	ອຳນາດ	ປະທານາທິບໍດີໄດ້ອ້າງເອົາອຳນາດທີ່ແຂງແກ່ນ.
mandatory	ບັງຄັບ	ການເຂົ້າຮ່ວມແມ່ນເປັນການບັງຄັບສຳລັບຜູ້ຝຶກອົບຮົມ.
manifest	ສະແດງອອກ	ອາການອາດຈະສະແດງອອກຫຼັງຈາກຫຼາຍອາທິດ.
manipulate	ໝູນໃຊ້	ຢ່າໝູນໃຊ້ຜົນການສຳຫຼວດ.
manipulation	ການໝູນໃຊ້	ການໝູນໃຊ້ຂໍ້ມູນໄດ້ຖືກຄົ້ນພົບ.
manuscript	ຕົ້ນສະບັບ	ຜູ້ຈັດພິມຍອມຮັບຕົ້ນສະບັບຂອງນາງ.
march	ເດີນຂະບວນ	ຜູ້ປະທ້ວງຈະເດີນຂະບວນເຂົ້າໄປໃນຕົວເມືອງ.
marginal	ເລັກນ້ອຍ	ການປ່ຽນແປງມີຜົນປະໂຫຍດພຽງເລັກນ້ອຍ.
marine	ທາງທະເລ	ສິ່ງມີຊີວິດທາງທະເລຕ້ອງການນ້ຳສະອາດ.
marketplace	ຕະຫຼາດ	ຕະຫຼາດອອນລາຍຂະຫຍາຍຕົວຢ່າງໄວວາ.
mask	ໜ້າກາກ	ຄົນງານຕ້ອງໃສ່ໜ້າກາກ.
massacre	ການສັງຫານໝູ່	ການສັງຫານໝູ່ໄດ້ສ້າງຄວາມຕົກໃຈໃຫ້ແກ່ທົ່ວພາກພື້ນ.
mathematical	ທາງຄະນິດສາດ	ແບບຈຳລອງທາງຄະນິດສາດຄາດຄະເນຄວາມຕ້ອງການ.
mature	ໃຫຍ່ເຕັມທີ່	ຕົ້ນໄມ້ທີ່ໃຫຍ່ເຕັມທີ່ໃຫ້ຮົ່ມເງົາ.
maximize	ຂະຫຍາຍໃຫ້ສູງສຸດ	ການປັບປຸງຈະຂະຫຍາຍອາຍຸແບັດເຕີຣີໃຫ້ສູງສຸດ.
meaningful	ທີ່ມີຄວາມໝາຍ	ພວກເຂົາເຈົ້າມີການສົນທະນາທີ່ມີຄວາມໝາຍ.
meantime	ໃນລະຫວ່າງນັ້ນ	ໃນລະຫວ່າງນັ້ນ, ກະລຸນາລໍຖ້າຢູ່ຂ້າງນອກ.
medieval	ຍຸກກາງ	ປາສາດມີກຳແພງຍຸກກາງ.
meditation	ສະມາທິ	ການນັ່ງສະມາທິປະຈຳວັນເຮັດໃຫ້ຈິດໃຈຂອງນາງສະຫງົບ.
melody	ທຳນອງ	ທຳນອງຍັງຄົງຢູ່ໃນຫົວຂອງຂ້ອຍ.
memo	ບົດບັນທຶກ	ບົດບັນທຶກໄດ້ອະທິບາຍນະໂຍບາຍ.
memoir	ບັນທຶກຄວາມຊົງຈຳ	ບັນທຶກຄວາມຊົງຈຳຂອງນາງອະທິບາຍເຖິງການຖືກເນລະເທດໃນໄວເດັກ.
memorial	ອະນຸສອນສະຖານ	ອະນຸສອນສະຖານໃຫ້ກຽດແກ່ທະຫານທ້ອງຖິ່ນ.
mentor	ທີ່ປຶກສາ	ທີ່ປຶກສາຂອງນາງໄດ້ທົບທວນຂໍ້ສະເໜີ.
merchant	ພໍ່ຄ້າ	ພໍ່ຄ້າຂາຍຜ້າໄໝ ແລະ ເຄື່ອງເທດ.
mercy	ຄວາມເມດຕາ	ຜູ້ພິພາກສາສະແດງຄວາມເມດຕາ.
mere	ພຽງແຕ່	ພຽງແຕ່ການຊຳເລືອງເບິ່ງກໍເຫັນຄວາມຜິດພາດແລ້ວ.
merely	ພຽງແຕ່	ນາງພຽງແຕ່ເຮັດຊ້ຳຄຳແນະນຳ.
merge	ລວມເຂົ້າກັນ	ສອງບໍລິສັດຈະລວມເຂົ້າກັນ.
merger	ການລວມຕົວ	ການລວມຕົວໄດ້ສ້າງທະນາຄານທີ່ໃຫຍ່ກວ່າ.
merit	ຂໍ້ດີ	ຂໍ້ສະເໜີມີຂໍ້ດີທີ່ຊັດເຈນ.
methodology	ວິທີການ	ການສຶກສາອະທິບາຍເຖິງວິທີການຂອງມັນ.
midst	ທ່າມກາງ	ພວກເຂົາເຮັດວຽກທ່າມກາງຄວາມວຸ່ນວາຍ.
migration	ການຍົກຍ້າຍຖິ່ນຖານ	ການຍົກຍ້າຍຖິ່ນຖານຕາມລະດູການສົ່ງຜົນກະທົບຕໍ່ວຽກເຮັດງານທຳໃນທ້ອງຖິ່ນ.
militant	ຫົວຮຸນແຮງ	ກຸ່ມຫົວຮຸນແຮງປະຕິເສດການເຈລະຈາ.
militia	ກອງທະຫານບ້ານ	ກອງທະຫານບ້ານຄວບຄຸມເສັ້ນທາງ.
mill	ໂຮງສີ	ໂຮງສີເກົ່າກາຍເປັນຫໍພິພິທະພັນ.
minimal	ໜ້ອຍທີ່ສຸດ	ແຜນການຕ້ອງການຄວາມພະຍາຍາມໜ້ອຍທີ່ສຸດ.
minimize	ຫຼຸດຜ່ອນໃຫ້ໜ້ອຍທີ່ສຸດ	ພວກເຮົາຕ້ອງຫຼຸດຜ່ອນຄວາມສ່ຽງທີ່ບໍ່ຈຳເປັນໃຫ້ໜ້ອຍທີ່ສຸດ.
mining	ການຂຸດຄົ້ນບໍ່ແຮ່	ການຂຸດຄົ້ນບໍ່ແຮ່ທຳລາຍຮ່ອມພູແມ່ນ້ຳ.
ministry	ກະຊວງ	ກະຊວງໄດ້ປະກາດກົດລະບຽບໃໝ່.
minute2	ນ້ອຍຫຼາຍ	ຮອຍແຕກທີ່ນ້ອຍຫຼາຍປາກົດຢູ່ເທິງແກ້ວ.
miracle	ສິ່ງມະຫັດສະຈັນ	ການຟື້ນຕົວຂອງລາວເບິ່ງຄືວ່າເປັນສິ່ງມະຫັດສະຈັນ.
misery	ຄວາມທຸກທໍລະມານ	ຜູ້ລີ້ໄພຕ້ອງທົນທຸກທໍລະມານຫຼາຍປີ.
misleading	ທີ່ເຮັດໃຫ້ເຂົ້າໃຈຜິດ	ແຜນວາດທີ່ເຮັດໃຫ້ເຂົ້າໃຈຜິດເຮັດໃຫ້ຜູ້ອ່ານສັບສົນ.
missile	ລູກສອນໄຟ	ການທົດລອງລູກສອນໄຟເຮັດໃຫ້ຄວາມເຄັ່ງຕຶງເພີ່ມຂຶ້ນ.
mob	ຝູງຊົນ	ຝູງຊົນທີ່ຄຽດແຄ້ນໄດ້ປິດກັ້ນການສັນຈອນ.
mobility	ການເຄື່ອນທີ່	ລົດເມທີ່ດີກວ່າຊ່ວຍປັບປຸງການເຄື່ອນທີ່ໃນຕົວເມືອງ.
mobilize	ລະດົມ	ຜູ້ນຳລະດົມອາສາສະໝັກຢ່າງໄວວາ.
moderate	ປານກາງ	ຜູ້ລົງສະໝັກມີທັດສະນະປານກາງ.
modification	ການດັດແປງ	ການອອກແບບຕ້ອງການການດັດແປງໜຶ່ງຢ່າງ.
momentum	ກຳລັງແຮງ	ຂະບວນການໄດ້ຮັບກຳລັງແຮງຢ່າງໄວວາ.
monk	ພະສົງ	ພະສົງດຳລົງຊີວິດຢູ່ໃນຄວາມງຽບສະຫງົບ.
monopoly	ການຜູກຂາດ	ບໍລິສັດໄດ້ມີການຜູກຂາດ.
morality	ສິນລະທຳ	ຫຼັກສູດກວດກາສິນລະທຳຂອງສັງຄົມ.
motive	ແຮງຈູງໃຈ	ຕຳຫຼວດໄດ້ສອບຖາມແຮງຈູງໃຈຂອງລາວ.
motorist	ຜູ້ຂັບຂີ່ລົດ	ຜູ້ຂັບຂີ່ລົດໄດ້ຢຸດຢູ່ທີ່ໄຟແດງ.
municipal	ເທດສະບານ	ການບໍລິການຂອງເທດສະບານດີຂຶ້ນໃນປີນີ້.
mutual	ຮ່ວມກັນ	ພວກເຂົາເຈົ້າບັນລຸຂໍ້ຕົກລົງຮ່ວມກັນ.
namely	ກ່າວຄື	ບັນຫາໜຶ່ງຍັງຄົງຢູ່, ກ່າວຄືເງິນທຶນ.
nationwide	ທົ່ວປະເທດ	ການປະທ້ວງເຮັດໃຫ້ເກີດຄວາມລ່າຊ້າທົ່ວປະເທດ.
naval	ກອງທັບເຮືອ	ຖານທັບເຮືອໄດ້ປິດລົງໃນປີກາຍນີ້.
neglect	ລະເລີຍ	ຢ່າລະເລີຍຄວາມປອດໄພຂັ້ນພື້ນຖານ.
neighbouring	ໃກ້ຄຽງ	ເມືອງໃກ້ຄຽງໄດ້ໃຊ້ໂຮງໝໍຮ່ວມກັນ.
nest	ຮັງ	ນົກໄດ້ສ້າງຮັງ.
net	ສຸດທິ	ກຳໄລສຸດທິເພີ່ມຂຶ້ນຢ່າງໄວວາ.
newsletter	ຈົດໝາຍຂ່າວ	ຈົດໝາຍຂ່າວມາຮອດທຸກໆວັນສຸກ.
niche	ຕະຫຼາດສະເພາະ	ບໍລິສັດໄດ້ພົບເຫັນຕະຫຼາດສະເພາະທີ່ສ້າງກຳໄລ.
noble	ສູງສົ່ງ	ການກະທຳທີ່ສູງສົ່ງຂອງນາງເຮັດໃຫ້ທຸກຄົນປະທັບໃຈ.
nod	ຫົວງຶກ	ກະລຸນາຫົວງຶກຖ້າທ່ານເຂົ້າໃຈ.
nominate	ສະເໜີຊື່	ພວກເຂົາຈະສະເໜີຊື່ປະທານຄົນໃໝ່.
nomination	ການສະເໜີຊື່	ການສະເໜີຊື່ຂອງນາງເຮັດໃຫ້ຄະນະກຳມະການປະຫຼາດໃຈ.
nominee	ຜູ້ຖືກສະເໜີຊື່	ຜູ້ຖືກສະເໜີຊື່ໄດ້ຕອບຄຳຖາມທີ່ຫຍຸ້ງຍາກ.
nonetheless	ເຖິງຢ່າງໃດກໍຕາມ	ເຖິງຢ່າງໃດກໍຕາມ, ແຜນການກໍຍັງດຳເນີນຕໍ່ໄປ.
non-profit	ບໍ່ຫວັງຜົນກຳໄລ	ນາງເຮັດວຽກໃຫ້ກັບຄລີນິກທີ່ບໍ່ຫວັງຜົນກຳໄລ.
nonsense	ເລື່ອງໄຮ້ສາລະ	ຂ່າວລືນັ້ນເປັນເລື່ອງໄຮ້ສາລະຢ່າງສິ້ນເຊີງ.
noon	ຕອນທ່ຽງ	ກອງປະຊຸມເລີ່ມຕົ້ນໃນຕອນທ່ຽງ.
notable	ເປັນໜ້າສັງເກດ	ບົດລາຍງານມີຄວາມຄືບໜ້າທີ່ເປັນໜ້າສັງເກດ.
notably	ໂດຍສະເພາະ	ໂດຍສະເພາະ, ຄ່າໃຊ້ຈ່າຍໄດ້ຫຼຸດລົງໃນເດືອນພຶດສະພາ.
notify	ແຈ້ງໃຫ້ຊາບ	ກະລຸນາແຈ້ງໃຫ້ພະນັກງານຊາບກ່ອນອອກໄປ.
notorious	ມີຊື່ສຽງໃນທາງທີ່ບໍ່ດີ	ຖະໜົນເສັ້ນນີ້ມີຊື່ສຽງໃນທາງທີ່ບໍ່ດີເລື່ອງອຸບັດຕິເຫດ.
novel	ແປກໃໝ່	ພວກເຂົາສະເໜີທາງອອກທີ່ແປກໃໝ່.
nursery	ຫ້ອງລ້ຽງເດັກ	ຫ້ອງລ້ຽງເດັກດູແລເດັກອ່ອນ.
objection	ການຄັດຄ້ານ	ທະນາຍຄວາມໄດ້ຍົກຂໍ້ຄັດຄ້ານຂຶ້ນມາ.
oblige	ບັງຄັບ	ກົດລະບຽບບັງຄັບໃຫ້ຜູ້ຂັບຂີ່ຢຸດ.
obsess	ໝົກໝຸ້ນ	ຢ່າໝົກໝຸ້ນກັບຄວາມຜິດພາດນ້ອຍໆ.
obsession	ຄວາມໝົກໝຸ້ນ	ຄວາມໝົກໝຸ້ນຂອງລາວທຳລາຍວຽກງານຂອງລາວ.
occasional	ເປັນບາງໂອກາດ	ຄາດວ່າຈະມີການຊັກຊ້າເປັນບາງໂອກາດ.
