source_headword	KA	example_KA
endorse	მხარდაჭერა	კავშირმა კანდიდატის მხარდაჭერაზე უარი თქვა.
endorsement	მხარდაჭერა	მისმა მხარდაჭერამ მისი კამპანია გააძლიერა.
endure	გაძლება	მცენარეებს მკაცრი ზამთრის გაძლება შეუძლიათ.
enforce	აღსრულება	პოლიცია სიჩქარის შეზღუდვას აღასრულებს.
enforcement	აღსრულება	უფრო მკაცრმა აღსრულებამ უკანონო ნაგვის დაყრა შეამცირა.
engagement	ჩართულობა	სტუდენტთა ჩართულობა ამ სემესტრში გაუმჯობესდა.
engaging	მიმზიდველი	მომხსენებელმა მიმზიდველი საუბარი ჩაატარა.
enquire	გამოკითხვა	გთხოვთ იკითხოთ მისაღებში.
enrich	გამდიდრება	მოგზაურობას თქვენი ცოდნის გამდიდრება შეუძლია.
enrol	ჩარიცხვა	სტუდენტები სექტემბრამდე უნდა ჩაირიცხონ.
ensue	მოყოლა	განცხადებას შეიძლება ქაოსი მოჰყვეს.
enterprise	საწარმო	საწარმოში ადგილობრივი ხელოვანები არიან დასაქმებულნი.
enthusiast	ენთუზიასტი	ველოსპორტის ყველა ენთუზიასტმა იცის ეს მარშრუტი.
entitle	უფლების მიცემა	ბილეთი შესვლის უფლებას მოგცემთ.
entity	სუბიექტი	კომპანია ცალკე იურიდიული სუბიექტია.
epidemic	ეპიდემია	ეპიდემია რამდენიმე რეგიონში გავრცელდა.
equality	თანასწორობა	მოძრაობა თანასწორობისთვის იბრძოდა.
equation	განტოლება	განტოლება ორ უცნობს შეიცავს.
erect	აღმართვა	მუშები ახალ ღობეს აღმართავენ.
escalate	ესკალაცია	კონფლიქტი შეიძლება სწრაფად გამწვავდეს.
essence	არსი	ლექსი ბავშვობის არსს ასახავს.
establishment	ისტებლიშმენტი	ისტებლიშმენტი რეფორმას ეწინააღმდეგებოდა.
eternal	მარადიული	მათ ერთმანეთს მარადიული მეგობრობა შეჰფიცეს.
evacuate	ევაკუაცია	მეხანძრეები მაცხოვრებლებს უსაფრთხოდ ევაკუაციაში დაეხმარნენ.
evoke	აღძვრა	სიმღერას ძლიერი მოგონებების აღძვრა შეუძლია.
evolutionary	ევოლუციური	ნამარხი ევოლუციურ ცვლილებას აჩვენებს.
exaggerate	გაზვიადება	ნუ გააზვიადებთ თქვენს გამოცდილებას.
excellence	ბრწყინვალება	სკოლა აკადემიურ ბრწყინვალებას აჯილდოებს.
exceptional	გამორჩეული	მან გამორჩეული უნარი გამოავლინა.
excess	ზედმეტი	ზედმეტმა წყალმა სარდაფი დატბორა.
exclusion	გარიყვა	სოციალური გარიყვა ახალგაზრდებს აზიანებს.
exclusive	ექსკლუზიური	კლუბი ექსკლუზიურ წვდომას გვთავაზობს.
exclusively	ექსკლუზიურად	ამ ოთახს ექსკლუზიურად პერსონალი იყენებს.
execute	განხორციელება	გუნდი გეგმას ფრთხილად განახორციელებს.
execution	განხორციელება	სტრატეგიის განხორციელებას თვეები დასჭირდა.
exert	გამოყენება	თქვენ მეტი ზეწოლა უნდა გამოიყენოთ.
exile	გადასახლება	მწერალი გადასახლებაში ცხოვრობდა.
expenditure	ხარჯი	გასულ წელს სახელმწიფო ხარჯები გაიზარდა.
experimental	ექსპერიმენტული	მკურნალობა ჯერ კიდევ ექსპერიმენტულია.
expire	ვადის გასვლა	ჩემს პასპორტს მალე გაუვა ვადა.
explicit	მკაფიო	ინსტრუქციები მკაფიო იყო.
explicitly	მკაფიოდ	წესები მკაფიოდ კრძალავს მოწევას.
exploitation	ექსპლუატაცია	ანგარიშმა მუშათა ექსპლუატაცია გამოავლინა.
explosive	ასაფეთქებელი	ასაფეთქებელი მოწყობილობა უსაფრთხოდ ამოიღეს.
extremist	ექსტრემისტი	ექსტრემისტულმა ჯგუფმა მხარდაჭერა დაკარგა.
facilitate	ხელშეწყობა	აპლიკაცია დისტანციურ სწავლებას შეუწყობს ხელს.
faction	ფრაქცია	ერთი ფრაქცია ლიდერს დაუპირისპირდა.
faculty	ფაკულტეტი	ფაკულტეტმა წინადადება დაამტკიცა.
fade	გახუნება	მზეზე საღებავი გახუნდება.
fairness	სამართლიანობა	სამართლიანობას ყოველ შეჯიბრში აქვს მნიშვნელობა.
fatal	ფატალური	ავარიამ ფატალური დაზიანებები გამოიწვია.
fate	ბედი	მისი ბედი არავინ იცოდა.
favourable	ხელსაყრელი	მიმოხილვა ხელსაყრელი იყო.
feat	მიღწევა	ამ მწვერვალზე ასვლა მიღწევა იყო.
feminist	ფემინისტური	ფემინისტურმა მოძრაობამ საჯარო დებატები შეცვალა.
fibre	ბოჭკო	ეს პური დამატებით ბოჭკოს შეიცავს.
fierce	სასტიკი	სასტიკმა შტორმმა სახურავები დააზიანა.
film-maker	კინორეჟისორი	კინორეჟისორმა კითხვებს მოგვიანებით უპასუხა.
filter	ფილტრი	ფილტრი ჰაერიდან მტვერს აშორებს.
fine	ჯარიმა	კომპანიამ ჯარიმა გადაიხადა.
firearm	ცეცხლსასროლი იარაღი	ოფიცერმა მოპარული ცეცხლსასროლი იარაღი იპოვა.
fit	მორგება	ახალი ფეხსაცმელი იდეალურად მერგება.
fixture	განუყოფელი ნაწილი	ნათურა მუდმივი განუყოფელი ნაწილია.
flaw	ხარვეზი	დიზაინს ერთი სერიოზული ხარვეზი აქვს.
flawed	ხარვეზიანი	ხარვეზიანმა კვლევამ მცდარი შედეგები აჩვენა.
flee	გაქცევა	ოჯახებს ბრძოლისგან გაქცევა მოუწიათ.
fleet	ფლოტი	ავიაკომპანიამ თავისი ფლოტი განაახლა.
flesh	ხორცი	ეკალმა მისი ხორცი გახვრიტა.
flexibility	მოქნილობა	დისტანციური მუშაობა მეტ მოქნილობას გვთავაზობს.
flourish	აყვავება	მცირე ბიზნესს აქ აყვავება შეუძლია.
fluid	სითხე	ვარჯიშის შემდეგ ბევრი სითხე დალიეთ.
footage	კადრები	კადრებში ავარია ჩანდა.
foreigner	უცხოელი	ფორმაში გეკითხებიან, ხართ თუ არა უცხოელი.
forge	შექმნა	მათ ახალი ალიანსის შექმნა სცადეს.
formula	ფორმულა	ფორმულამ პრობლემა გადაჭრა.
formulate	ფორმულირება	მეცნიერები ახალ თეორიას აყალიბებენ.
forth	წინ	მდინარემ ნავი წინ წაიღო.
forthcoming	მომავალი	მომავალი ანგარიში ყველაფერს ახსნის.
foster	ხელშეწყობა	პროგრამა დამოუკიდებლობის ხელშეწყობას ემსახურება.
fragile	მსხვრევადი	მსხვრევად ლარნაკს ფრთხილი მოპყრობა სჭირდება.
franchise	ფრენჩაიზი	რესტორანი გლობალური ფრენჩაიზი გახდა.
frankly	გულწრფელად	გულწრფელად რომ ვთქვათ, მეტი დრო გვჭირდება.
frustrated	იმედგაცრუებული	დაგვიანებამ მუშები იმედგაცრუებული დატოვა.
frustrating	გამაღიზიანებელი	ნელი კავშირი გამაღიზიანებელი იყო.
frustration	იმედგაცრუება	შეხვედრის დროს იმედგაცრუება იზრდებოდა.
functional	ფუნქციური	ძველი სამზარეულო კვლავ ფუნქციურია.
fundraising	ფონდების მოძიება	ფონდების მოძიება მომავალ კვირას იწყება.
funeral	დაკრძალვა	დაკრძალვა პარასკევს გაიმართა.
gallon	გალონი	ავზი ერთ გალონს იტევს.
gambling	აზარტული თამაშები	აზარტული თამაშები კანონით იზღუდება.
gathering	შეკრება	შეკრება მშვიდობიანად დასრულდა.
gaze	მზერა	მან მცირე ხნით შეაჩერა მისი მზერა.
gear	აღჭურვილობა	ცოცვის წინ უსაფრთხოების აღჭურვილობა ჩაალაგეთ.
generic	გენერიკული	გენერიკული ვერსია ნაკლები ღირს.
genocide	გენოციდი	გენოციდმა ღრმა ეროვნული ტრავმა დატოვა.
glance	გადახედვა	მან სწრაფად გადახედა.
glimpse	თვალის შევლება	მე ზღვას თვალი მოვკარი.
glorious	დიდებული	გუნდმა დიდებული გამარჯვება იზეიმა.
glory	დიდება	ის ოლიმპიურ დიდებაზე ოცნებობდა.
governance	მართვა	კარგი მართვა გამჭვირვალობას მოითხოვს.
grace	ღირსება	მან მარცხი ღირსეულად მიიღო.
grasp	გაგება	მან კონცეფციის გაგება ვერ შეძლო.
grave (for dead person)	საფლავი	საფლავი ყვავილებით იყო დაფარული.
grave (serious)	სერიოზული	სიტუაცია კვლავ მძიმე რჩება.
gravity	გრავიტაცია	გრავიტაცია ობიექტებს დედამიწისკენ იზიდავს.
grid	ბადე	რუკა მარტივ ბადეს იყენებს.
grief	მწუხარება	მწუხარებამ მისი მთელი ოჯახი შეცვალა.
grin	ღიმილი	ბიჭმა ფართოდ გაიღიმა.
grind	დაფქვა	მუშები მარცვლებს ყოველ დილით ფქვავენ.
grip	მოჭიდება	თოკს მაგრად მოეჭიდეთ.
gross	მთლიანი	მთლიანი შემოსავალი მკვეთრად გაიზარდა.
guerrilla	პარტიზანი	პარტიზანი მებრძოლები მთებში დაიმალნენ.
guidance	მითითება	გიდი პრაქტიკულ მითითებებს იძლევა.
guilt	დანაშაულის გრძნობა	ტყუილის შემდეგ მან დანაშაულის გრძნობა იგრძნო.
gut	ინტუიცია	რთულ არჩევანში საკუთარ ინტუიციას ენდეთ.
hail	აღიარება	სოფლელები ექიმს გმირად აღიარებენ.
halfway	შუა გზაზე	ჩვენ გორაკის შუა გზაზე გავჩერდით.
halt	შეჩერება	მატარებელი მოულოდნელად შეჩერდა.
handful	მცირეოდენი	მცირეოდენი მოხალისე გვიანობამდე დარჩა.
handling	მოპყრობა	სწორი მოპყრობა დაზიანებას თავიდან აიცილებს.
handy	მოსახერხებელი	ეს ინსტრუმენტი შესაკეთებლად მოსახერხებელია.
harassment	შევიწროება	კომპანიამ შევიწროების საჩივრები გამოიძია.
hardware	აპარატურა	მაღაზია კომპიუტერულ აპარატურას ყიდის.
harmony	ჰარმონია	გუნდი სრულყოფილ ჰარმონიაში მღეროდა.
harsh	მკაცრი	მოსამართლემ მკაცრი განაჩენი გამოიტანა.
harvest	მოსავალი	მოსავლის აღება სექტემბერში იწყება.
haunt	დევნა	მოგონება მას კვლავ მოსვენებას არ აძლევდა.
hazard	საფრთხე	ყინული გზის სერიოზული საფრთხეა.
heighten	გამწვავება	სიტყვით გამოსვლამ შეიძლება დაძაბულობა გაამწვავოს.
heritage	მემკვიდრეობა	ციხესიმაგრე ადგილობრივი მემკვიდრეობის ნაწილია.
hierarchy	იერარქია	ოფისის იერარქია ნათლად არის განსაზღვრული.
high-profile	გახმაურებული	გახმაურებულმა სასამართლო პროცესმა ჟურნალისტები მიიზიდა.
hint	მინიშნება	მან სასარგებლო მინიშნება მომცა.
homeland	სამშობლო	ის თავის სამშობლოში დაბრუნდა.
hopeful	იმედიანი	ექიმები გამოჯანმრთელებასთან დაკავშირებით იმედიანად არიან განწყობილნი.
horizon	ჰორიზონტი	მზე ჰორიზონტს მიღმა გაუჩინარდა.
horn	საყვირი	მანქანის საყვირმა ყველა გააღვიძა.
hostage	მძევალი	მძევალი სახლში დაბრუნდა.
hostile	მტრული	ბრბო მტრულად განეწყო.
hostility	მტრობა	ღია მტრობამ მოლაპარაკებები დაასრულა.
humanitarian	ჰუმანიტარული	ჰუმანიტარულმა მისიამ საკვები მიაწოდა.
humanity	კაცობრიობა	კაცობრიობა საერთო გამოწვევების წინაშე დგას.
humble	თავმდაბალი	წარმატების შემდეგ ის თავმდაბალი დარჩა.
hydrogen	წყალბადი	წყალბადი ძალიან ადვილად იწვის.
identification	პირადობის მოწმობა	შესასვლელთან პირადობის მოწმობაა საჭირო.
ideological	იდეოლოგიური	დავას იდეოლოგიური ფესვები ჰქონდა.
ideology	იდეოლოგია	მისმა იდეოლოგიამ ყოველი გამოსვლა ჩამოაყალიბა.
idiot	იდიოტი	არავის უწოდო იდიოტი.
ignorance	უმეცრება	უმეცრებამ შეიძლება შიში გაავრცელოს.
imagery	ხატოვანი ენა	ლექსი იყენებს ნათელ მეტაფორებს.
immense	უზარმაზარი	პროექტმა უზარმაზარი ძალისხმევა მოითხოვა.
imminent	გარდაუვალი	ქარიშხალი გარდაუვალი ჩანდა.
implementation	განხორციელება	კანონის განხორციელება ნელი იყო.
imprison	დაპატიმრება	რეჟიმი კრიტიკოსების დაპატიმრებას ცდილობდა.
imprisonment	პატიმრობა	მისი პატიმრობა ხუთ წელს გაგრძელდა.
inability	უუნარობა	მისმა კონცენტრირების უუნარობამ მასწავლებლები შეაშფოთა.
inadequate	არასაკმარისი	თავშესაფარს არასაკმარისი გათბობა ჰქონდა.
inappropriate	შეუფერებელი	მისი ხუმრობა შეუფერებელი იყო.
incidence	მაჩვენებელი	გრიპის გავრცელების მაჩვენებელი გაიზარდა.
inclined	მიდრეკილი	ის მიდრეკილია დაეთანხმოს.
inclusion	ჩართულობა	სკოლა ჩართულობას უწყობს ხელს.
