source_headword	KN	example_KN
length	ಉದ್ದ	ಕೊಠಡಿಯ ಉದ್ದವನ್ನು ಅಳೆಯು.
lie2 (tell a lie)	ಸುಳ್ಳುಹೇಳು	ನಿನ್ನ ಪೋಷಕರಿಗೆ ಸುಳ್ಳುಹೇಳಬೇಡ.
limit	ಮಿತಿ	ವೇಗ ಮಿತಿ ಐವತ್ತು.
lip	ತುಟಿ	ಅವಳು ತನ್ನ ತುಟಿಯನ್ನು ಕಚ್ಚಿದಳು.
liquid	ದ್ರವ	ನೀರು ಸ್ಪಷ್ಟ ದ್ರವ.
literature	ಸಾಹಿತ್ಯ	ಅವಳು ಫ್ರೆಂಚ್ ಸಾಹಿತ್ಯ ಓದುತ್ತಾಳೆ.
live2	ನೇರ	ಸಂಗೀತ ತಂಡ ನಿನ್ನೆ ರಾತ್ರಿ ನೇರವಾಗಿ ವಾದಿಸಿತು.
living	ಜೀವಂತ	ಜೀವಂತ ಸಸ್ಯಗಳಿಗೆ ಬೆಳಕು ಬೇಕು.
locate	ಪತ್ತೆಮಾಡು	ನೀನು ಕಡತವನ್ನು ಪತ್ತೆಮಾಡಬಹುದೇ?
located	ಇರುವ	ಕಚೇರಿ ನಗರ ಮಧ್ಯದಲ್ಲಿ ಇದೆ.
location	ಸ್ಥಳ	ಇದು ಒಳ್ಳೆಯ ಸ್ಥಳ.
lonely	ಏಕಾಂಗಿ	ಸ್ಥಳ ಬದಲಿಸಿದ ನಂತರ ಅವನಿಗೆ ಏಕಾಂಗಿತನ ಅನಿಸಿತು.
loss	ನಷ್ಟ	ನಷ್ಟ ಎಲ್ಲರಿಗೂ ಕಷ್ಟವಾಗಿತ್ತು.
luxury	ಐಶ್ವರ್ಯ	ಹೋಟೆಲ್ ನಿಜವಾದ ಐಶ್ವರ್ಯ ನೀಡುತ್ತದೆ.
mad	ಕೋಪಗೊಂಡ	ವಿಳಂಬದ ಬಗ್ಗೆ ಅವಳು ಕೋಪಗೊಂಡಳು.
magic	ಮಾಯೆ	ಪ್ರದರ್ಶನ ಮಾಯೆಯಿಂದ ತುಂಬಿತ್ತು.
mainly	ಮುಖ್ಯವಾಗಿ	ಗುಂಪು ಮುಖ್ಯವಾಗಿ ವಿದ್ಯಾರ್ಥಿಗಳೇ.
mall	ಮಾಲ್	ನಾವು ಮಾಲ್‌ನಲ್ಲಿ ಭೇಟಿಯಾದೆವು.
management	ನಿರ್ವಹಣೆ	ಉತ್ತಮ ನಿರ್ವಹಣೆ ಸಮಯ ಉಳಿಸುತ್ತದೆ.
marketing	ಮಾರುಕಟ್ಟೆಗೊಳಿಸುವಿಕೆ	ಮಾರುಕಟ್ಟೆಗೊಳಿಸುವಿಕೆ ಉತ್ಪನ್ನವನ್ನು ಮಾರಲು ಸಹಾಯಮಾಡುತ್ತದೆ.
marriage	ವಿವಾಹ	ಅವರ ವಿವಾಹ ಮೂವತ್ತು ವರ್ಷ ಉಳಿಯಿತು.
meanwhile	ಈ ನಡುವೆ	ಈ ನಡುವೆ ನಾನು ರಾತ್ರಿ ಊಟ ಬೇಯಿಸಿದೆ.
measure	ಅಳೆಯು	ಮೇಜನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಅಳೆಯು.
medium	ಮಧ್ಯಮ	ನಾನು ಮಧ್ಯಮ ಪಿಜ್ಜಾ ಆರ್ಡರ್ ಮಾಡಿದೆ.
mental	ಮಾನಸಿಕ	ಒತ್ತಡ ಮಾನಸಿಕ ಆರೋಗ್ಯವನ್ನು ಪ್ರಭಾವಿಸುತ್ತದೆ.
mess	ಅಸ್ತವ್ಯಸ್ತತೆ	ಈ ಅಸ್ತವ್ಯಸ್ತತೆಯನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸು.
mild	ಸೌಮ್ಯ	ಸೂಪಿಗೆ ಸೌಮ್ಯ ರುಚಿಯಿದೆ.
mine (hole in the ground)	ಗಣಿ	ಗಣಿ ಕಳೆದ ವರ್ಷ ಮುಚ್ಚಿತು.
mix	ಕಲಸು	ಮೊಟ್ಟೆಗಳನ್ನು ಹಾಲಿನೊಂದಿಗೆ ಕಲಸು.
mixture	ಮಿಶ್ರಣ	ಮಿಶ್ರಣ ದಪ್ಪವಾಯಿತು.
mood	ಮನಸ್ಥಿತಿ	ಸಂಗೀತ ಅವಳ ಮನಸ್ಥಿತಿಯನ್ನು ಬದಲಿಸಿತು.
mud	ಕೆಸರು	ಅವನ ಬೂಟುಗಳು ಕೆಸರಿನಿಂದ ಮುಚ್ಚಿದ್ದವು.
murder	ಕೊಲೆ	ಕೊಲೆ ರಾತ್ರಿ ನಡೆಯಿತು.
muscle	ಸ್ನಾಯು	ವ್ಯಾಯಾಮ ಸ್ನಾಯು ಬೆಳೆಸುತ್ತದೆ.
mystery	ರಹಸ್ಯ	ಹಳೆಯ ಮನೆ ಒಂದು ರಹಸ್ಯ.
nail	ಉಗುರು	ನನ್ನ ಒಂದು ಉಗುರು ಮುರಿಯಿತು.
narrative	ನಿರೂಪಣೆ	ಕಾದಂಬರಿಗೆ ಸ್ಪಷ್ಟ ನಿರೂಪಣೆ ಇದೆ.
nation	ರಾಷ್ಟ್ರ	ಪೂರ್ಣ ರಾಷ್ಟ್ರ ಆಚರಿಸಿತು.
native	ಸ್ಥಳೀಯ	ಸ್ಪ್ಯಾನಿಷ್ ಅವಳ ಸ್ಥಳೀಯ ಭಾಷೆ.
naturally	ಸಹಜವಾಗಿ	ಮಕ್ಕಳು ಆಟದ ಮೂಲಕ ಸಹಜವಾಗಿ ಕಲಿಯುತ್ತಾರೆ.
necessarily	ಕಡ್ಡಾಯವಾಗಿ	ದುಬಾರಿ ಆಹಾರ ಕಡ್ಡಾಯವಾಗಿ ಉತ್ತಮವಾಗಿರಬೇಕಿಲ್ಲ.
needle	ಸೂಜಿ	ಸೂಜಿ ತುಂಬ ತೀಕ್ಷ್ಣವಾಗಿದೆ.
neighbourhood	ನೆರೆಹೊರೆಯ ಪ್ರದೇಶ	ಅವರು ಶಾಂತ ನೆರೆಹೊರೆಯ ಪ್ರದೇಶದಲ್ಲಿ ವಾಸಿಸುತ್ತಾರೆ.
net	ಬಲೆ	ಮೀನುಗಾರನು ತನ್ನ ಬಲೆಯನ್ನು ದುರಸ್ತಿಪಡಿಸಿದನು.
nor	ಕೂಡ ಅಲ್ಲ	ಅವನು ನಗಲಿಲ್ಲ ಮಾತನಾಡಲೂ ಇಲ್ಲ.
northern	ಉತ್ತರ	ಅವರು ಉತ್ತರ ಕರಾವಳಿಗೆ ಭೇಟಿ ನೀಡಿದರು.
nuclear	ಅಣು	ಚರ್ಚೆ ಅಣುಶಕ್ತಿಯ ಬಗ್ಗೆ ಇತ್ತು.
obvious	ಸ್ಪಷ್ಟ	ಉತ್ತರ ಸ್ಪಷ್ಟವಾಗಿತ್ತು.
obviously	ಸ್ಪಷ್ಟವಾಗಿ	ಸ್ಪಷ್ಟವಾಗಿ ನಮಗೆ ಇನ್ನಷ್ಟು ಸಮಯ ಬೇಕು.
occasion	ಸಂದರ್ಭ	ಇದು ವಿಶೇಷ ಸಂದರ್ಭ.
occur	ಸಂಭವಿಸು	ಅಪಘಾತಗಳು ಎಲ್ಲಿಯಾದರೂ ಸಂಭವಿಸಬಹುದು.
odd	ವಿಚಿತ್ರ	ಅದು ವಿಚಿತ್ರ ಪ್ರಶ್ನೆ.
official	ಅಧಿಕೃತ	ಅಧಿಕೃತ ಫಲಿತಾಂಶ ಇಂದು ಬಂತು.
old-fashioned	ಹಳೆಯ ಶೈಲಿ	ಅವಳ ಫೋನ್ ಹಳೆಯ ಶೈಲಿಯಂತೆ ಕಾಣುತ್ತದೆ.
operation	ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ	ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ಎರಡು ಗಂಟೆ ಮುಂದುವರಿಯಿತು.
organized	ಸಂಘಟಿತ	ಅವಳ ಮೇಜು ತುಂಬ ಸಂಘಟಿತವಾಗಿದೆ.
organizer	ಆಯೋಜಕ	ಆಯೋಜಕ ಅತಿಥಿಗಳನ್ನು ಸ್ವಾಗತಿಸಿದನು.
originally	ಮೂಲತಃ	ಅವಳು ಮೂಲತಃ ಕೆನಡಾದಿಂದ ಬಂದಳು.
ought modal	ಬೇಕು	ನೀನು ವಿಶ್ರಾಂತಿ ಪಡೆಯಬೇಕು.
ours	ನಮ್ಮದು	ಈ ಮೇಜು ನಮ್ಮದು.
outdoor	ಹೊರಾಂಗಣ	ನಾವು ಹೊರಾಂಗಣ ಪೀಠೋಪಕರಣಗಳನ್ನು ಖರೀದಿಸಿದೆವು.
outdoors	ಹೊರಗೆ	ಮಕ್ಕಳು ಹೊರಗೆ ಆಡಬೇಕು.
package	ಪ್ಯಾಕೇಜ್	ಪ್ಯಾಕೇಜ್ ಇಂದು ಬೆಳಗ್ಗೆ ಬಂತು.
painful	ನೋವಿನ	ಕತ್ತರಿಕೆ ನೋವಿನದ್ದಾಗಿತ್ತು.
pale	ಬಿಳುಚಿದ	ಅವನ ಮುಖ ಬಿಳುಚಿದಂತೆ ಕಂಡಿತು.
pan	ಬಾಣಲೆ	ಮೊದಲು ಬಾಣಲೆಯನ್ನು ಬಿಸಿ ಮಾಡು.
participate	ಭಾಗವಹಿಸು	ಎಲ್ಲರೂ ಭಾಗವಹಿಸಬಹುದು.
particularly	ವಿಶೇಷವಾಗಿ	ನನಗೆ ವಿಶೇಷವಾಗಿ ಈ ಹಾಡು ಇಷ್ಟ.
passion	ತೀವ್ರ ಆಸಕ್ತಿ	ಸಂಗೀತ ಅವಳ ತೀವ್ರ ಆಸಕ್ತಿ.
path	ದಾರಿ	ಉದ್ಯಾನವನದ ದಾರಿಯನ್ನು ಅನುಸರಿಸು.
payment	ಪಾವತಿ	ಪಾವತಿ ನಾಳೆಗೆ ಬಾಕಿ ಇದೆ.
peaceful	ಶಾಂತಿಯುತ	ತೋಟ ಶಾಂತಿಯುತವಾಗಿದೆ.
percentage	ಶೇಕಡಾವಾರು	ಚಿಕ್ಕ ಶೇಕಡಾವಾರು ಒಪ್ಪಿಕೊಂಡಿತು.
perfectly	ಸಂಪೂರ್ಣವಾಗಿ	ಯೋಜನೆ ಸಂಪೂರ್ಣವಾಗಿ ಕೆಲಸಮಾಡಿತು.
performance	ಪ್ರದರ್ಶನ	ಅವಳ ಪ್ರದರ್ಶನ ಅತ್ಯುತ್ತಮವಾಗಿತ್ತು.
personally	ವೈಯಕ್ತಿಕವಾಗಿ	ನಾನು ವೈಯಕ್ತಿಕವಾಗಿ ಚಹಾವನ್ನು ಇಷ್ಟಪಡುತ್ತೇನೆ.
persuade	ಮನವರಿಕೆಮಾಡು	ಅವನನ್ನು ಸೇರಲು ಮನವರಿಕೆಮಾಡಬಹುದೇ?
photographer	ಛಾಯಾಗ್ರಾಹಕ	ಛಾಯಾಗ್ರಾಹಕ ಹಲವು ಚಿತ್ರಗಳನ್ನು ತೆಗೆದನು.
photography	ಛಾಯಾಚಿತ್ರಕಲೆ	ಛಾಯಾಚಿತ್ರಕಲೆ ಅವನ ಇಷ್ಟದ ಹವ್ಯಾಸ.
pin	ಪಿನ್	ನಕ್ಷೆಯ ಮೇಲೆ ಪಿನ್ ಇಡು.
pipe	ಕೊಳವೆ	ಕೊಳವೆ ನೀರನ್ನು ಹೊರುತ್ತದೆ.
planning	ಯೋಜನೆ	ಯೋಜನೆಗೆ ಸಮಯ ಬೇಕಾಗುತ್ತದೆ.
pleasant	ಸುಖಕರ	ನಮಗೆ ಸುಖಕರ ಸಂಜೆ ಆಯಿತು.
pleasure	ಸಂತೋಷ	ನಿಮ್ಮನ್ನು ಭೇಟಿಯಾದುದು ಸಂತೋಷ.
plenty	ಸಾಕಷ್ಟು	ನಮಗೆ ಸಾಕಷ್ಟು ಸಮಯ ಇದೆ.
plot	ಕಥಾವಸ್ತು	ಕಥಾವಸ್ತು ಅನುಸರಿಸಲು ಸುಲಭವಿತ್ತು.
plus1	ಸೇರಿಸಿ	ಎರಡು ಸೇರಿಸಿ ಮೂರು ಐದು.
poem	ಕವಿತೆ	ಅವಳು ಚಿಕ್ಕ ಕವಿತೆ ಬರೆದಳು.
poet	ಕವಿ	ಕವಿ ಜೋರಾಗಿ ಓದಿದನು.
poetry	ಕಾವ್ಯ	ಅವನು ಆಧುನಿಕ ಕಾವ್ಯವನ್ನು ಆನಂದಿಸುತ್ತಾನೆ.
poison	ವಿಷ	ವಿಷವನ್ನು ಮಕ್ಕಳಿಂದ ದೂರ ಇಡಿ.
poisonous	ವಿಷಕಾರಿ	ಕೆಲವು ಅಣಬೆಗಳು ವಿಷಕಾರಿಯಾಗಿವೆ.
policy	ನೀತಿ	ಕಂಪನಿ ತನ್ನ ನೀತಿಯನ್ನು ಬದಲಿಸಿತು.
political	ರಾಜಕೀಯ	ಭಾಷಣ ರಾಜಕೀಯವಾಗಿತ್ತು.
politician	ರಾಜಕಾರಣಿ	ರಾಜಕಾರಣಿ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿದನು.
politics	ರಾಜಕೀಯ	ರಾಜಕೀಯ ಸಂಕೀರ್ಣವಾಗಿರಬಹುದು.
port	ಬಂದರು	ಹಡಗು ಬಂದರಿಗೆ ಪ್ರವೇಶಿಸಿತು.
portrait	ಭಾವಚಿತ್ರ	ಭಾವಚಿತ್ರ ಸಭಾಂಗಣದಲ್ಲಿ ತೂಗುತ್ತಿದೆ.
possibly	ಬಹುಶಃ	ಅವಳು ಬಹುಶಃ ತಡವಾಗಿ ಬರಬಹುದು.
pot	ಮಡಕೆ	ಸಸ್ಯಕ್ಕೆ ದೊಡ್ಡ ಮಡಕೆ ಬೇಕು.
pour	ಸುರಿ	ಹಾಲನ್ನು ನಿಧಾನವಾಗಿ ಸುರಿ.
poverty	ಬಡತನ	ಅನೇಕ ಕುಟುಂಬಗಳು ಬಡತನದಲ್ಲಿ ಜೀವಿಸುತ್ತವೆ.
powder	ಪುಡಿ	ಪುಡಿಯನ್ನು ನೀರಿಗೆ ಸೇರಿಸಿ.
powerful	ಶಕ್ತಿಶಾಲಿ	ಎಂಜಿನ್ ಶಕ್ತಿಶಾಲಿಯಾಗಿದೆ.
practical	ಪ್ರಾಯೋಗಿಕ	ಇದು ಪ್ರಾಯೋಗಿಕ ಪರಿಹಾರ.
pray	ಪ್ರಾರ್ಥಿಸು	ಅವರು ಪ್ರತೀ ಬೆಳಗ್ಗೆ ಪ್ರಾರ್ಥಿಸುತ್ತಾರೆ.
prayer	ಪ್ರಾರ್ಥನೆ	ಅವಳು ಮೌನ ಪ್ರಾರ್ಥನೆ ಮಾಡಿದಳು.
prediction	ಊಹೆ	ಅವನ ಊಹೆ ಸರಿಯಾಗಿತ್ತು.
prepared	ಸಿದ್ಧ	ನಾನು ಪರೀಕ್ಷೆಗೆ ಸಿದ್ಧನಾಗಿದ್ದೇನೆ.
presentation	ಪ್ರಸ್ತುತಿ	ಅವಳ ಪ್ರಸ್ತುತಿ ಸ್ಪಷ್ಟವಾಗಿತ್ತು.
press	ಒತ್ತು	ಗುಂಡಿಯನ್ನು ಒಮ್ಮೆ ಒತ್ತು.
pressure	ಒತ್ತಡ	ಒತ್ತಡ ನಿನ್ನ ಆರೋಗ್ಯಕ್ಕೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ.
pretend	ನಟಿಸು	ನಿದ್ರಿಸುತ್ತಿರುವಂತೆ ನಟಿಸಬೇಡ.
previous	ಹಿಂದಿನ	ಹಿಂದಿನ ಪಾಠ ಸುಲಭವಾಗಿತ್ತು.
previously	ಹಿಂದೆ	ನಾವು ಹಿಂದೆ ರೋಮಿನಲ್ಲಿ ವಾಸಿಸಿದ್ದೆವು.
priest	ಪುರೋಹಿತ	ಪುರೋಹಿತ ಮೃದುವಾಗಿ ಮಾತನಾಡಿದನು.
primary	ಪ್ರಾಥಮಿಕ	ಆರೋಗ್ಯ ನಮ್ಮ ಪ್ರಾಥಮಿಕ ಚಿಂತನೆ.
prince	ರಾಜಕುಮಾರ	ರಾಜಕುಮಾರ ಶಾಲೆಗೆ ಭೇಟಿ ನೀಡಿದನು.
princess	ರಾಜಕುಮಾರಿ	ರಾಜಕುಮಾರಿ ನೀಲಿ ಉಡುಪು ಧರಿಸಿದ್ದಳು.
printing	ಮುದ್ರಣ	ವರದಿ ಮುದ್ರಿಸಲು ಕೆಲವು ನಿಮಿಷಗಳಾಯಿತು.
prisoner	ಕೈದಿ	ಕೈದಿ ರಾತ್ರಿ ತಪ್ಪಿಸಿಕೊಂಡನು.
private	ಖಾಸಗಿ	ಇದು ಖಾಸಗಿ ಸಂಭಾಷಣೆ.
producer	ನಿರ್ಮಾಪಕ	ನಿರ್ಮಾಪಕ ಚಿತ್ರವನ್ನು ಇಷ್ಟಪಟ್ಟನು.
production	ಉತ್ಪಾದನೆ	ಉತ್ಪಾದನೆ ಮುಂದಿನ ವಾರ ಆರಂಭವಾಗುತ್ತದೆ.
profession	ವೃತ್ತಿ	ಬೋಧನೆ ಗೌರವಿತ ವೃತ್ತಿ.
profit	ಲಾಭ	ಅಂಗಡಿ ಲಾಭ ಗಳಿಸಿತು.
promote	ಉತ್ತೇಜಿಸು	ಅವರು ಆರೋಗ್ಯಕರ ಆಹಾರವನ್ನು ಉತ್ತೇಜಿಸುತ್ತಾರೆ.
proper	ಸರಿಯಾದ	ನಡೆಯಲು ಸರಿಯಾದ ಪಾದರಕ್ಷೆ ಧರಿಸು.
properly	ಸರಿಯಾಗಿ	ಬಾಗಿಲನ್ನು ಸರಿಯಾಗಿ ಮುಚ್ಚು.
property	ಆಸ್ತಿ	ಅವರು ನದಿಯ ಹತ್ತಿರ ಆಸ್ತಿ ಖರೀದಿಸಿದರು.
protest	ಪ್ರತಿಭಟನೆ	ಪ್ರತಿಭಟನೆ ಶಾಂತಿಯುತವಾಗಿ ಮುಗಿಯಿತು.
proud	ಹೆಮ್ಮೆಪಡುವ	ಅವಳು ತನ್ನ ಮಗನ ಬಗ್ಗೆ ಹೆಮ್ಮೆಪಟ್ಟಳು.
prove	ಸಾಬೀತುಮಾಡು	ನಿನ್ನ ಉತ್ತರವನ್ನು ಸಾಬೀತುಮಾಡಬಹುದೇ?
punish	ಶಿಕ್ಷಿಸು	ಶಿಕ್ಷಕ ಅವನನ್ನು ಶಿಕ್ಷಿಸಲಿಲ್ಲ.
punishment	ಶಿಕ್ಷೆ	ಶಿಕ್ಷೆ ನ್ಯಾಯಸಮ್ಮತವಾಗಿ ಕಂಡಿತು.
qualification	ಅರ್ಹತೆ	ಈ ಕೆಲಸಕ್ಕೆ ನಿನಗೆ ಅರ್ಹತೆ ಬೇಕು.
qualified	ಅರ್ಹ	ಅವಳು ಅರ್ಹ ನರ್ಸ್.
qualify	ಅರ್ಹತೆಪಡೆಯು	ನಮ್ಮ ತಂಡ ಅರ್ಹತೆಪಡೆಯಬಹುದು.
queue	ಸಾಲು	ನಾವು ದೀರ್ಘ ಸಾಲಿನಲ್ಲಿ ಕಾಯುತ್ತಿದ್ದೆವು.
quit	ಬಿಟ್ಟುಬಿಡು	ಅವನು ಧೂಮಪಾನ ಬಿಟ್ಟುಬಿಡಲು ನಿರ್ಧರಿಸಿದನು.
quotation	ಉಲ್ಲೇಖ	ಪ್ರಬಂಧವು ಉಲ್ಲೇಖದಿಂದ ಆರಂಭವಾಗುತ್ತದೆ.
quote	ಉಲ್ಲೇಖಿಸು	ನಿನ್ನ ಮಾತುಗಳನ್ನು ನಾನು ಉಲ್ಲೇಖಿಸಬಹುದೇ?
race (people)	ಜನಾಂಗ	ಫಾರ್ಮ್ ಜನಾಂಗದ ಬಗ್ಗೆ ಕೇಳುತ್ತದೆ.
