source_headword	TH	example_TH
interior	ภายใน	ผนังภายในจำเป็นต้องทาสี.
intermediate	ระดับกลาง	เธอเข้าร่วมชั้นเรียนระดับกลาง.
intervene	แทรกแซง	ตำรวจต้องเข้าแทรกแซงอย่างรวดเร็ว.
intervention	การแทรกแซง	การแทรกแซงแต่เนิ่นๆช่วยชีวิตผู้ป่วยได้.
intimate	ใกล้ชิด	พวกเขาจัดงานพิธีในครอบครัวอย่างใกล้ชิด.
intriguing	น่าสนใจ	ข้อมูลเผยให้เห็นรูปแบบที่น่าสนใจ.
investigator	ผู้สืบสวน	ผู้สืบสวนสัมภาษณ์พยานแต่ละคน.
invisible	มองไม่เห็น	ก๊าซนี้มองไม่เห็นและเป็นอันตราย.
invoke	อ้างอิง	ทนายความพยายามอ้างอิงถึงบรรทัดฐาน.
involvement	การมีส่วนร่วม	การมีส่วนร่วมของเขายังคงไม่ชัดเจน.
ironic	ประชดประชัน	ความคิดเห็นที่ประชดประชันทำให้ทุกคนหัวเราะ.
ironically	อย่างประชดประชัน	เป็นที่น่าขันที่เส้นทางนี้ใช้เวลานานกว่า.
irony	ความย้อนแย้ง	ความย้อนแย้งเป็นสิ่งที่ชัดเจนสำหรับทุกคน.
irrelevant	ไม่เกี่ยวข้อง	รายละเอียดนั้นไม่เกี่ยวข้องที่นี่.
isolation	ความโดดเดี่ยว	ความโดดเดี่ยวอาจส่งผลเสียต่อสุขภาพจิตได้.
judicial	เกี่ยวกับศาล	การพิจารณาทบทวนโดยศาลจะเริ่มในวันจันทร์.
junction	ทางแยก	เลี้ยวซ้ายที่ทางแยก.
jurisdiction	เขตอำนาจศาล	ศาลมีเขตอำนาจศาลจำกัด.
just	ยุติธรรม	ผู้พิพากษาตัดสินอย่างยุติธรรม.
justification	การให้เหตุผล	เราต้องการการให้เหตุผลที่ชัดเจนสำหรับการใช้จ่าย.
kidnap	ลักพาตัว	อาชญากรพยายามลักพาตัวนักการทูต.
kidney	ไต	การทำงานของไตของเธอดีขึ้น.
kingdom	อาณาจักร	อาณาจักรขยายกว้างขึ้นภายใต้การปกครองของเขา.
lad	เด็กหนุ่ม	เด็กหนุ่มถือกระเป๋า.
landlord	เจ้าของบ้านเช่า	เจ้าของบ้านเช่าซ่อมแซมระบบทำความร้อน.
landmark	แลนด์มาร์ก	หอคอยนี้กลายเป็นแลนด์มาร์กของเมือง.
lap	ตัก	เด็กนั่งบนตักของเธอ.
large-scale	ขนาดใหญ่	เมืองนี้วางแผนซ่อมแซมขนาดใหญ่.
laser	เลเซอร์	เลเซอร์วัดระยะทาง.
latter	อันหลัง	ตัวเลือกอันหลังดูเหมือนจะปลอดภัยกว่า.
lawn	สนามหญ้า	เด็กๆเล่นกันบนสนามหญ้า.
lawsuit	คดีความ	บริษัทได้ยุติคดีความ.
layout	เค้าโครง	เค้าโครงหน้าเว็บดูชัดเจนขึ้น.
leak	รอยรั่ว	รอยรั่วของท่อทำให้ครัวน้ำท่วม.
leap	การก้าวกระโดด	ยอดขายมีการก้าวกระโดดอย่างกะทันหัน.
legacy	มรดก	มรดกของเธอได้หล่อหลอมมหาวิทยาลัยแห่งนี้.
legendary	เป็นตำนาน	นักร้องผู้เป็นตำนานกลับคืนสู่เวที.
legislation	กฎหมาย	กฎหมายฉบับใหม่คุ้มครองผู้เช่า.
legislative	ทางนิติบัญญัติ	คณะกรรมาธิการนิติบัญญัติประชุมกันในวันนี้.
legislature	สภานิติบัญญัติ	สภานิติบัญญัติอนุมัติงบประมาณ.
legitimate	สมเหตุสมผล	พวกเขาหยิบยกข้อกังวลที่สมเหตุสมผลขึ้นมา.
lengthy	ยืดเยื้อ	การโต้วาทีที่ยืดเยื้อทำให้การลงคะแนนเสียงล่าช้า.
lesbian	เลสเบี้ยน	นักกิจกรรมเลสเบี้ยนได้พูดในงานฟอรัม.
lesser	น้อยกว่า	เลือกความเสี่ยงที่น้อยกว่า.
lethal	อันตรายถึงชีวิต	สารเคมีอาจเป็นอันตรายถึงชีวิตได้.
liable	ต้องรับผิดชอบ	ผู้ขับขี่ต้องรับผิดชอบต่อความเสียหาย.
liberal	เสรีนิยม	เขาสนับสนุนนโยบายสังคมแบบเสรีนิยม.
liberation	การปลดปล่อย	การปลดปล่อยได้เปลี่ยนอนาคตของประเทศ.
liberty	เสรีภาพ	กฎหมายคุ้มครองเสรีภาพส่วนบุคคล.
license	ให้ใบอนุญาต	รัฐอาจให้ใบอนุญาตแก่คลินิกใหม่.
lifelong	ตลอดชีวิต	เธอได้เพื่อนแท้ตลอดชีวิตที่นั่น.
likelihood	ความเป็นไปได้	ความเป็นไปได้ที่ฝนจะตกมีเพิ่มขึ้น.
limb	แขนขา	แขนขาที่บาดเจ็บหายอย่างช้าๆ.
linear	เชิงเส้น	แผนภูมิแสดงแนวโน้มเชิงเส้น.
line-up	รายชื่อผู้แสดง	รายชื่อผู้แสดงในเทศกาลมีวงดนตรีท้องถิ่นรวมอยู่ด้วย.
linger	อบอวล	กลิ่นอาจอบอวลอยู่นานหลายชั่วโมง.
listing	รายการประกาศ	รายการประกาศอพาร์ตเมนต์ดูถูกต้อง.
literacy	การรู้หนังสือ	โครงการการรู้หนังสือสำหรับผู้ใหญ่ขยายตัวขึ้น.
liver	ตับ	ตับกรองสารที่เป็นอันตราย.
lobby	ล็อบบี้	ล็อบบี้เนืองแน่นหลังเที่ยง.
log	บันทึก	ระบบเก็บข้อมูลบันทึกประจำวัน.
logic	ตรรกะ	ตรรกะในข้อโต้แย้งของเขาล้มเหลว.
long-standing	ยาวนาน	พวกเขาแก้ไขข้อพิพาทที่ยาวนานได้.
long-time	เป็นเวลานาน	เธอเป็นอาสาสมัครมาเป็นเวลานาน.
loom	ปรากฏลางๆ	เมฆดำปรากฏลางๆเหนือหุบเขา.
loop	วงเวียน	เส้นทางนี้สร้างเป็นวงเวียน.
loyalty	ความจงรักภักดี	ความจงรักภักดีของเขาทำให้ทีมประทับใจ.
machinery	เครื่องจักร	โรงงานติดตั้งเครื่องจักรใหม่.
magical	น่าหลงใหล	สวนแห่งนี้ดูน่าหลงใหลในตอนกลางคืน.
magistrate	ผู้พิพากษา	ผู้พิพากษาพิจารณาคดีนี้.
magnetic	แม่เหล็ก	สนามแม่เหล็กส่งผลต่อเข็มทิศ.
magnitude	ขนาด	ขนาดของความเสียหายนั้นชัดเจน.
mainland	แผ่นดินใหญ่	เรือข้ามฟากเชื่อมเกาะต่างๆเข้ากับแผ่นดินใหญ่.
mainstream	กระแสหลัก	แนวคิดนี้เข้าสู่การเมืองกระแสหลัก.
maintenance	การบำรุงรักษา	การบำรุงรักษาเป็นประจำช่วยป้องกันการพังเสียหาย.
mandate	อำนาจหน้าที่	ประธานาธิบดีอ้างสิทธิ์ในอำนาจหน้าที่ที่แข็งแกร่ง.
mandatory	บังคับ	การเข้าร่วมเป็นสิ่งบังคับสำหรับผู้เข้ารับการฝึกอบรม.
manifest	ปรากฏ	อาการอาจปรากฏขึ้นหลังจากผ่านไปหลายสัปดาห์.
manipulate	บิดเบือน	ห้ามบิดเบือนผลการสำรวจ.
manipulation	การปั่นป่วน	การปั่นป่วนข้อมูลถูกค้นพบ.
manuscript	ต้นฉบับ	ผู้จัดพิมพ์ยอมรับต้นฉบับของเธอ.
march	เดินขบวน	ผู้ประท้วงจะเดินขบวนไปย่านใจกลางเมือง.
marginal	เล็กน้อย	การเปลี่ยนแปลงนี้มีประโยชน์เพียงเล็กน้อย.
marine	ทางทะเล	สิ่งมีชีวิตทางทะเลต้องการน้ำสะอาด.
marketplace	ตลาด	ตลาดออนไลน์ขยายตัวอย่างรวดเร็ว.
mask	หน้ากาก	คนงานต้องสวมหน้ากาก.
massacre	การสังหารหมู่	การสังหารหมู่ทำให้คนทั้งภูมิภาคตกตะลึง.
mathematical	ทางคณิตศาสตร์	แบบจำลองทางคณิตศาสตร์ได้คาดการณ์ความต้องการ.
mature	เติบโตเต็มที่	ต้นไม้ที่เติบโตเต็มที่ให้ร่มเงา.
maximize	เพิ่มให้สูงสุด	การอัปเดตจะเพิ่มอายุการใช้งานแบตเตอรี่ให้สูงสุด.
meaningful	มีความหมาย	พวกเขามีการสนทนาที่มีความหมาย.
meantime	ในระหว่างนั้น	ในระหว่างนั้นโปรดรออยู่ข้างนอก.
medieval	ยุคกลาง	ปราสาทแห่งนี้มีกำแพงยุคกลาง.
meditation	การทำสมาธิ	การทำสมาธิทุกวันทำให้จิตใจของเธอสงบลง.
melody	ท่วงทำนอง	ท่วงทำนองยังคงวนเวียนอยู่ในหัวของฉัน.
memo	บันทึกข้อความ	บันทึกข้อความอธิบายถึงนโยบายดังกล่าว.
memoir	บันทึกความทรงจำ	บันทึกความทรงจำของเธอเล่าถึงการลี้ภัยในวัยเด็ก.
memorial	อนุสรณ์สถาน	อนุสรณ์สถานแห่งนี้ยกย่องทหารในท้องถิ่น.
mentor	ที่ปรึกษา	ที่ปรึกษาของเธอทบทวนข้อเสนอ.
merchant	พ่อค้า	พ่อค้าขายผ้าไหมและเครื่องเทศ.
mercy	ความเมตตา	ผู้พิพากษาแสดงความเมตตา.
mere	เพียงเท่านั้น	การมองเพียงแวบเดียวก็เผยให้เห็นข้อผิดพลาด.
merely	เพียงแค่	เธอเพียงแค่พูดทบทวนคำแนะนำเท่านั้น.
merge	ควบรวมกิจการ	ทั้งสองบริษัทจะควบรวมกิจการกัน.
merger	การควบรวมกิจการ	การควบรวมกิจการสร้างธนาคารที่ใหญ่ขึ้น.
merit	ข้อดี	ข้อเสนอนี้มีข้อดีที่ชัดเจน.
methodology	ระเบียบวิธี	การศึกษานี้อธิบายถึงระเบียบวิธีของตน.
midst	ท่ามกลาง	พวกเขาทำงานท่ามกลางความโกลาหล.
migration	การอพยพ	การอพยพตามฤดูกาลส่งผลกระทบต่องานในท้องถิ่น.
militant	หัวรุนแรง	กลุ่มหัวรุนแรงปฏิเสธการเจรจา.
militia	กองกำลังอาสาสมัคร	กองกำลังอาสาสมัครควบคุมถนน.
mill	โรงสี	โรงสีเก่ากลายเป็นพิพิธภัณฑ์.
minimal	น้อยที่สุด	แผนการนี้ต้องการความพยายามน้อยที่สุด.
minimize	ลดให้น้อยที่สุด	เราต้องลดความเสี่ยงที่ไม่จำเป็นให้น้อยที่สุด.
mining	การทำเหมืองแร่	การทำเหมืองแร่สร้างความเสียหายให้กับหุบเขาแม่น้ำ.
ministry	กระทรวง	กระทรวงได้ประกาศกฎระเบียบใหม่.
minute2	เล็กมาก	รอยร้าวเล็กมากปรากฏขึ้นบนกระจก.
miracle	ปาฏิหาริย์	การฟื้นตัวของเขาดูเหมือนปาฏิหาริย์.
misery	ความทุกข์ยาก	ผู้ลี้ภัยทนทุกข์ยากมานานหลายปี.
misleading	ทำให้เข้าใจผิด	แผนภูมิที่ทำให้เข้าใจผิดทำให้ผู้อ่านสับสน.
missile	ขีปนาวุธ	การทดสอบขีปนาวุธทำให้เกิดความตึงเครียด.
mob	ฝูงชน	ฝูงชนที่โกรธเกรี้ยวปิดกั้นการจราจร.
mobility	ความคล่องตัว	รถบัสที่ดีกว่าช่วยเพิ่มความคล่องตัวในเมือง.
mobilize	ระดมพล	ผู้นำระดมอาสาสมัครอย่างรวดเร็ว.
moderate	เป็นกลาง	ผู้สมัครมีมุมมองที่เป็นกลาง.
modification	การปรับเปลี่ยน	การออกแบบนี้จำเป็นต้องมีการปรับเปลี่ยนหนึ่งจุด.
momentum	แรงผลักดัน	แคมเปญนี้ได้รับแรงผลักดันอย่างรวดเร็ว.
monk	พระ	พระรูปนั้นอาศัยอยู่อย่างเงียบสงบ.
monopoly	การผูกขาด	บริษัทนี้มีการผูกขาด.
morality	ศีลธรรม	หลักสูตรนี้พิจารณาถึงศีลธรรมสาธารณะ.
motive	แรงจูงใจ	ตำรวจตั้งคำถามเกี่ยวกับแรงจูงใจของเขา.
motorist	ผู้ใช้รถใช้ถนน	ผู้ใช้รถใช้ถนนหยุดที่ไฟแดง.
municipal	ของเทศบาล	บริการของเทศบาลดีขึ้นในปีนี้.
mutual	ซึ่งกันและกัน	พวกเขาบรรลุข้อตกลงร่วมกัน.
namely	กล่าวคือ	ยังคงมีปัญหาอยู่หนึ่งประการกล่าวคือการระดมทุน.
nationwide	ทั่วประเทศ	การนัดหยุดงานทำให้เกิดความล่าช้าทั่วประเทศ.
naval	ทหารเรือ	ฐานทัพเรือปิดตัวลงเมื่อปีที่แล้ว.
neglect	ละเลย	อย่าละเลยความปลอดภัยขั้นพื้นฐาน.
neighbouring	ใกล้เคียง	เมืองใกล้เคียงใช้โรงพยาบาลร่วมกัน.
nest	รัง	นกสร้างรัง.
net	สุทธิ	กำไรสุทธิเพิ่มขึ้นอย่างรวดเร็ว.
newsletter	จดหมายข่าว	จดหมายข่าวจะมาถึงทุกวันศุกร์.
niche	ตลาดเฉพาะกลุ่ม	บริษัทพบตลาดเฉพาะกลุ่มที่ทำกำไรได้.
noble	สูงส่ง	ท่าทางอันสูงส่งของเธอทำให้ทุกคนประทับใจ.
nod	พยักหน้า	โปรดพยักหน้าหากคุณเข้าใจ.
nominate	เสนอชื่อ	พวกเขาจะเสนอชื่อประธานคนใหม่.
nomination	การเสนอชื่อ	การเสนอชื่อของเธอทำให้คณะกรรมการประหลาดใจ.
nominee	ผู้ได้รับการเสนอชื่อ	ผู้ได้รับการเสนอชื่อได้ตอบคำถามที่ยาก.
nonetheless	อย่างไรก็ตาม	อย่างไรก็ตามแผนก็ยังดำเนินต่อไป.
non-profit	ไม่แสวงหาผลกำไร	เธอทำงานในคลินิกที่ไม่แสวงหาผลกำไร.
nonsense	ไร้สาระ	ข่าวลือนั้นไร้สาระโดยสิ้นเชิง.
noon	เที่ยงวัน	การประชุมเริ่มตอนเที่ยงวัน.
notable	โดดเด่น	รายงานนี้มีความคืบหน้าที่โดดเด่น.
notably	อย่างเห็นได้ชัด	อย่างเห็นได้ชัดว่าค่าใช้จ่ายลดลงในเดือนพฤษภาคม.
notify	แจ้งให้ทราบ	โปรดแจ้งให้พนักงานทราบก่อนออกเดินทาง.
notorious	ฉาวโฉ่	ถนนสายนี้ฉาวโฉ่เรื่องอุบัติเหตุ.
novel	แปลกใหม่	พวกเขาเสนอวิธีแก้ปัญหาที่แปลกใหม่.
nursery	สถานรับเลี้ยงเด็ก	สถานรับเลี้ยงเด็กดูแลทารก.
objection	ข้อคัดค้าน	ทนายความได้ยกข้อคัดค้านขึ้น.
oblige	บังคับ	กฎระเบียบบังคับให้คนขับรถต้องหยุด.
obsess	หมกมุ่น	อย่าหมกมุ่นกับข้อผิดพลาดเล็กๆน้อยๆ.
obsession	ความหมกมุ่น	ความหมกมุ่นของเขาทำให้งานของเขาเสียหาย.
occasional	เป็นครั้งคราว	คาดว่าจะมีความล่าช้าเป็นครั้งคราว.
occurrence	เหตุการณ์	เหตุการณ์เช่นนี้เกิดขึ้นได้ยาก.
odds	โอกาส	โอกาสแห่งความสำเร็จดีขึ้น.
offering	สิ่งที่เสนอให้	มหาวิทยาลัยได้ขยายสิ่งที่เสนอให้.
offspring	ลูกหลาน	สุนัขจิ้งจอกปกป้องลูกหลานของมัน.
operational	ใช้งานได้	ระบบใหม่นี้ใช้งานได้แล้ว.
opt	เลือก	นักเรียนหลายคนเลือกเรียนชั้นเรียนออนไลน์.
optical	ทางแสง	เลนส์ทางแสงต้องทำความสะอาด.
optimism	การมองโลกในแง่ดี	การมองโลกในแง่ดีกลับมาหลังจากการประกาศ.
oral	ปากเปล่า	การสอบปากเปล่าจะเริ่มในวันพรุ่งนี้.
organizational	ขององค์กร	การเปลี่ยนแปลงขององค์กรเริ่มต้นขึ้นทันที.
orientation	ปฐมนิเทศ	เวิร์กชอปครอบคลุมถึงการปฐมนิเทศพนักงาน.
originate	มีต้นกำเนิด	ประเพณีมากมายมีต้นกำเนิดในหมู่บ้านชนบท.
outbreak	การระบาด	การระบาดแพร่กระจายไปทั่วเมือง.
outing	การออกไปเที่ยว	ชั้นเรียนสนุกกับการออกไปเที่ยวที่พิพิธภัณฑ์.
outlet	ร้านขายสินค้าจากโรงงาน	ร้านขายสินค้าจากโรงงานขายเสื้อผ้าลดราคา.
outlook	แนวโน้ม	แนวโน้มทางเศรษฐกิจยังคงไม่แน่นอน.
outrage	ความโกรธแค้น	การตัดสินใจครั้งนี้ทำให้เกิดความโกรธแค้นในหมู่ประชาชน.
outsider	คนนอก	ในฐานะคนนอกเธอสังเกตเห็นปัญหา.
overlook	มองข้าม	อย่ามองข้ามรายละเอียดเล็กๆน้อยๆ.
overly	มากเกินไป	คำแนะนำนั้นซับซ้อนมากเกินไป.
oversee	ดูแล	เธอจะดูแลโครงการนี้.
overturn	ล้มล้าง	ศาลอาจล้มล้างคำตัดสิน.
overwhelm	ทำให้ท่วมท้น	ข้อมูลที่มากเกินไปอาจทำให้นักเรียนรู้สึกท่วมท้น.
overwhelming	ท่วมท้น	หลักฐานนั้นท่วมท้น.
pad	แผ่นรอง	ใช้แผ่นรองเพื่อปกป้องเข่า.
parameter	พารามิเตอร์	ปรับทีละพารามิเตอร์.
parental	ของผู้ปกครอง	การสนับสนุนของผู้ปกครองทำให้การเข้าเรียนดีขึ้น.
parish	เขตการปกครองของโบสถ์	เขตการปกครองของโบสถ์ได้จัดงานเลี้ยงอาหารค่ำเพื่อการกุศล.
parliamentary	ของรัฐสภา	การโต้วาทีของรัฐสภากินเวลาหลายชั่วโมง.
partial	บางส่วน	รายงานให้คำตอบบางส่วน.
partially	บางส่วน	หน้าต่างเปิดอยู่บางส่วน.
passing	การจากไป	การจากไปของเธอนั้นกะทันหัน.
passive	เฉยชา	นักลงทุนที่เฉยชายอมรับผลตอบแทนที่สม่ำเสมอ.
pastor	ศิษยาภิบาล	ศิษยาภิบาลไปเยี่ยมครอบครัวนี้.
patch	แผ่นปะ	แจ็คเก็ตนี้ต้องการแผ่นปะเล็กๆ.
patent	สิทธิบัตร	บริษัทได้ยื่นจดสิทธิบัตร.
pathway	เส้นทาง	เส้นทางนี้นำไปสู่การรับรอง.
patrol	ลาดตระเวน	ตำรวจลาดตระเวนในพื้นที่ตอนกลางคืน.
patron	ผู้อุปถัมภ์	พิพิธภัณฑ์ขอบคุณผู้อุปถัมภ์.
peak	จุดสูงสุด	ความต้องการถึงจุดสูงสุดในฤดูหนาว.
peasant	ชาวนา	ชาวนามีที่ดินเพียงเล็กน้อย.
peculiar	แปลกประหลาด	ห้องนี้มีกลิ่นแปลกประหลาด.
persist	ยืดเยื้อ	อาการอาจยืดเยื้อไปหลายวัน.
persistent	เรื้อรัง	อาการไอเรื้อรังต้องการการดูแล.
personnel	บุคลากร	บันทึกประวัติบุคลากรเป็นความลับ.
petition	คำร้อง	คำร้องได้รวบรวมลายเซ็นนับพัน.
philosopher	นักปรัชญา	นักปรัชญาตั้งคำถามกับสมมติฐานทั่วไป.
philosophical	ทางปรัชญา	การอภิปรายกลายเป็นเรื่องทางปรัชญา.
physician	แพทย์	แพทย์สั่งให้ตรวจเลือด.
pioneer	ผู้บุกเบิก	เธอกลายเป็นผู้บุกเบิกทางการแพทย์.
pipeline	ท่อส่ง	ท่อส่งลำเลียงก๊าซใต้ดิน.
pirate	โจรสลัด	เรือโจรสลัดปรากฏขึ้นนอกชายฝั่ง.
pit	หลุม	คนงานขุดหลุมลึก.
plea	คำวิงวอน	คำวิงวอนขอความช่วยเหลือของเขาถูกเพิกเฉย.
plead	ให้การ	ผู้ต้องสงสัยจะให้การรับสารภาพ.
pledge	ให้คำมั่น	พวกเขาให้คำมั่นที่จะสนับสนุนการปฏิรูป.
plug	เสียบปลั๊ก	เสียบสายเคเบิลเข้ากับเต้ารับ.
plunge	ดิ่งลง	ราคาอาจดิ่งลงหลังจากเรื่องอื้อฉาว.
pole	เสา	ธงแขวนจากเสา.
poll	การสำรวจความคิดเห็น	การสำรวจความคิดเห็นแสดงให้เห็นถึงความคิดเห็นที่เปลี่ยนไป.
pond	สระน้ำ	เป็ดเดินข้ามสระน้ำที่กลายเป็นน้ำแข็ง.
pop	แตก	ลูกโป่งจะแตกเมื่ออยู่ใกล้ของมีคม.
portfolio	พอร์ตโฟลิโอ	พอร์ตโฟลิโอของเธอรวมถึงสตาร์ทอัพหลายแห่ง.
portray	พรรณนา	ภาพยนตร์จะพรรณนาถึงชีวิตในชนบท.
postpone	เลื่อน	พวกเขาตัดสินใจที่จะเลื่อนการพิจารณาคดีออกไป.
post-war	หลังสงคราม	ที่อยู่อาศัยหลังสงครามเป็นที่ต้องการอย่างเร่งด่วน.
practitioner	ผู้ประกอบวิชาชีพ	ผู้ประกอบวิชาชีพอธิบายวิธีการรักษา.
preach	เทศน์	นักบวชจะเทศน์ในวันอาทิตย์.
precedent	แบบอย่าง	คำตัดสินนี้เป็นแบบอย่างที่สำคัญ.
precision	ความแม่นยำ	เครื่องจักรตัดด้วยความแม่นยำ.
predator	นักล่า	นักล่ารออยู่ใกล้แม่น้ำ.
predecessor	ผู้ดำรงตำแหน่งคนก่อน	ผู้ดำรงตำแหน่งคนก่อนของเธอได้ทิ้งบันทึกที่มีรายละเอียดไว้.
predominantly	ส่วนใหญ่	พื้นที่ส่วนใหญ่เป็นที่อยู่อาศัย.
pregnancy	การตั้งครรภ์	การตั้งครรภ์ต้องการการดูแลทางการแพทย์อย่างสม่ำเสมอ.
prejudice	อคติ	การรณรงค์นี้ท้าทายอคติทางเชื้อชาติ.
preliminary	เบื้องต้น	ผลลัพธ์เบื้องต้นดูมีแนวโน้มที่ดี.
premier	นายกรัฐมนตรี	นายกรัฐมนตรีกล่าวปราศรัยต่อรัฐสภาในวันนี้.
premise	สมมติฐาน	ข้อโต้แย้งนี้ตั้งอยู่บนสมมติฐานที่เป็นเท็จ.
premium	ค่าตอบแทน	ลูกค้าจ่ายเงินเพิ่มสำหรับความเร็ว.
prescribe	สั่งยา	แพทย์สั่งยาปฏิชีวนะอย่างระมัดระวัง.
prescription	ใบสั่งยา	ใบสั่งยาจะหมดอายุในเดือนหน้า.
presently	ในปัจจุบัน	ในปัจจุบันเธอไม่ว่าง.
preservation	การอนุรักษ์	การอนุรักษ์ช่วยปกป้องอาคารประวัติศาสตร์.
preside	เป็นประธาน	ผู้พิพากษาจะเป็นประธานในการพิจารณาคดี.
presidency	การดำรงตำแหน่งประธานาธิบดี	การดำรงตำแหน่งประธานาธิบดีของเขากินเวลาแปดปี.
presidential	ของประธานาธิบดี	การเลือกตั้งประธานาธิบดีได้รับความสนใจ.
prestigious	มีชื่อเสียง	เธอได้รับทุนการศึกษาที่มีชื่อเสียง.
presumably	น่าจะ	วันนี้สำนักงานน่าจะปิด.
presume	สันนิษฐาน	เราสันนิษฐานว่าเอกสารนั้นเป็นของจริง.
prevail	ชนะ	สามัญสำนึกควรจะเป็นฝ่ายชนะ.
prevalence	ความชุก	ความชุกของโรคหอบหืดเพิ่มขึ้น.
prevention	การป้องกัน	การป้องกันมีราคาถูกกว่าการซ่อมแซม.
