source_headword	KA	example_KA
attempt	მცდელობა	მისი პირველი მცდელობა ჩაიშალა.
bacteria	ბაქტერიები	ბაქტერიები შეიძლება სწრაფად გავრცელდეს.
barrier	ბარიერი	ენა ბარიერი იყო.
basically	ძირითადად	ძირითადად, ჩვენ მეტი დრო გვჭირდება.
bear (deal with)	ატანა	ვერ ვიტან ამ ხმაურს.
beg	მუდარა	გთხოვ, დახმარება ითხოვე.
being	არსება	ყველა არსებას სჭირდება წყალი.
bent	მოღუნული	ლითონის ჯოხი მოღუნული იყო.
bet	დანაძლევება	ვდებ ნაძლევს, რომ მან იცის.
beyond	მიღმა	სოფელი მდინარის მიღმა მდებარეობს.
bitter	მწარე	წამალს მწარე გემო ჰქონდა.
blame	დადანაშაულება	ნუ ადანაშაულებთ მძღოლს.
blind	ბრმა	ის ახალგაზრდა დაბრმავდა.
bond	კავშირი	ნდობა ძლიერ კავშირს ქმნის.
breast	მკერდი	მან მკერდში ტკივილი იგრძნო.
brief	მოკლე	მოკლე პასუხი გაეცით.
broad	ფართო	მდინარე აქ ფართოა.
broadcast	ტრანსლაცია	სიტყვით გამოსვლა პირდაპირ ეთერში გადაიცემოდა.
budget	ბიუჯეტი	ბიუჯეტი ძალიან მწირია.
bullet	ტყვია	ტყვია კედელს მოხვდა.
bunch	აცმა	მას გასაღებების აცმა ეჭირა.
bush	ბუჩქი	ჩიტი ბუჩქში დაიმალა.
cable	კაბელი	კაბელი გაწყვეტილია.
calculate	გამოთვლა	გამოთვალეთ ჯამური ღირებულება.
cancel	გაუქმება	მათ შეხვედრა გააუქმეს.
cancer	კიბო	კიბოს მკურნალობა შეიძლება რთული იყოს.
capable	უნარიანი	მას მეტი შეუძლია.
capacity	ტევადობა	დარბაზი შეივსო.
capture	აღბეჭდვა	ფოტო განწყობას აღბეჭდავს.
cast	სამსახიობო დასი	მსახიობთა გუნდი მზადაა.
cell	უჯრედი	თითოეული უჯრედი შეიცავს მონაცემებს.
chairman	თავმჯდომარე	თავმჯდომარემ შეხვედრა გახსნა.
characteristic	მახასიათებელი	მოთმინება მისი მთავარი მახასიათებელია.
chief	მთავარი	მთავარმა ინჟინერმა დაიგვიანა.
circumstance	გარემოება	ყურადღებით განიხილეთ თითოეული გარემოება.
cite	ციტირება	გთხოვთ, მიუთითოთ თქვენი წყარო.
citizen	მოქალაქე	თითოეულ მოქალაქეს შეუძლია ხმის მიცემა.
civil	სამოქალაქო	საპროტესტო აქცია მშვიდობიანი დარჩა.
classic	კლასიკური	ეს ფილმი კლასიკაა.
closely	ყურადღებით	ყურადღებით დააკვირდით პროცესს.
collapse	ჩამონგრევა	ძველი ხიდი შეიძლება ჩამოინგრეს.
combination	კომბინაცია	ამ კომბინაციამ კარგად იმუშავა.
comfort	ნუგეში	მისმა სიტყვებმა ნუგეში მომცა.
command	ბრძანება	ოფიცერმა ბრძანება გასცა.
commission	კომისია	კომისიამ საქმე განიხილა.
commitment	ვალდებულება	სამუშაოს თავდადება სჭირდება.
committee	კომიტეტი	კომიტეტი იკრიბება ყოველკვირეულად.
commonly	ჩვეულებრივ	ეს მცენარე ჩვეულებრივ იზრდება.
complicated	რთული	ინსტრუქციები რთულია.
component	კომპონენტი	ერთ-ერთი კომპონენტი გაფუჭდა.
concentration	კონცენტრაცია	ხმაური კონცენტრაციას მიფანტავს.
concept	კონცეფცია	კონცეფცია მარტივია.
concern	საზრუნავი	უსაფრთხოება ჩვენი მთავარი საზრუნავია.
concerned	შეშფოთებული	მშობლები ღრმად იყვნენ შეშფოთებულნი.
conduct	ჩატარება	ისინი ადგილობრივად ატარებენ კვლევას.
confidence	თავდაჯერებულობა	პრაქტიკა თავდაჯერებულობას მატებს.
conflict	კონფლიქტი	კონფლიქტი წლების განმავლობაში გაგრძელდა.
confusing	დამაბნეველი	რუკა დამაბნეველი იყო.
conscious	გონებაზე მყოფი	ის გონებაზე დარჩა.
conservative	კონსერვატიული	მისი შეხედულებები კონსერვატიულია.
consideration	ფაქტორი	ფასი მნიშვნელოვანი ფაქტორია.
consistent	სტაბილური	მისი შედეგები სტაბილურია.
constant	მუდმივი	მუდმივმა ხმაურმა დაგვღალა.
constantly	მუდმივად	ის მუდმივად ამოწმებს თავის ტელეფონს.
construct	აშენება	მუშებმა ახალი ხიდი ააშენეს.
construction	მშენებლობა	მშენებლობა მომავალ თვეში იწყება.
contemporary	თანამედროვე	გალერეაში თანამედროვე ხელოვნებაა წარმოდგენილი.
contest	კონკურსი	მან კონკურსში მიიღო მონაწილეობა.
contract	კონტრაქტი	ყურადღებით წაიკითხეთ კონტრაქტი.
contribute	წვლილის შეტანა	ყველას შეუძლია იდეებით წვლილი შეიტანოს.
contribution	წვლილი	მისი წვლილი ღირებული იყო.
convert	გადაკეთება	მათ გარაჟი გადააკეთეს.
convinced	დარწმუნებული	დარწმუნებული ვარ, რომ მან იცრუა.
core	მთავარი	ნდობა მთავარი საკითხია.
corporate	კორპორატიული	კორპორატიული წესები კვლავ შეიცვალა.
council	საბჭო	საბჭომ გეგმა დაამტკიცა.
county	ოლქი	ოლქმა გზა შეაკეთა.
courage	სიმამაცე	მან ნამდვილი სიმამაცე გამოიჩინა.
crash	ავარია	ავარიამ მოძრაობა შეაფერხა.
creation	შექმნა	შექმნას ექვსი თვე დასჭირდა.
creature	არსება	არსება უხმოდ გადაადგილდებოდა.
crew	ეკიპაჟი	ეკიპაჟმა გემი მოამზადა.
crisis	კრიზისი	კრიზისმა ყველაფერი შეცვალა.
criterion	კრიტერიუმი	ფასი ერთ-ერთი კრიტერიუმია.
critic	კრიტიკოსი	კრიტიკოსმა პიესა შეაქო.
critical	კრიტიკული	მისი მდგომარეობა კრიტიკულია.
criticism	კრიტიკა	მან კრიტიკა მშვიდად მიიღო.
criticize	გაკრიტიკება	ნუ გააკრიტიკებთ ყველა შეცდომას.
crop	მოსავალი	წელს მოსავალი განადგურდა.
crucial	გადამწყვეტი	დრო აქ გადამწყვეტია.
cure	განკურნება	ექიმებმა განკურნების გზა იპოვეს.
curve	მოსახვევი	გზა მოსახვევს მიჰყვება.
curved	მომრგვალებული	კედელი ოდნავ მომრგვალებულია.
debate	დებატები	დებატები საათობით გაგრძელდა.
debt	ვალი	მან ვალი გადაიხადა.
decent	ნორმალური	მათ ნორმალური ბინა იპოვეს.
declare	გამოცხადება	მათ შედეგი გამოაცხადეს.
decline	შემცირება	გაყიდვების შემცირება გაგრძელდა.
decoration	დეკორაცია	დეკორაცია ძვირადღირებული ჩანდა.
decrease	შემცირება	ფასები შესაძლოა მალე შემცირდეს.
deeply	ღრმად	ის სამართლიანობაზე ღრმად ზრუნავდა.
defeat	დამარცხება	დამარცხებამ გუნდი შოკში ჩააგდო.
defence	დაცვა	დაცვამ მტკიცებულება ეჭვქვეშ დააყენა.
defend	დაცვა	მან სცადა თავის დაცვა.
delay	დაყოვნება	ცუდმა ამინდმა დაყოვნება გამოიწვია.
deliberate	გამიზნული	ეს გამიზნული არჩევანი იყო.
deliberately	განზრახ	მან განზრახ უგულებელყო გაფრთხილება.
delight	გახარება	ამ ამბავმა ყველა გაახარა.
delighted	აღფრთოვანებული	საჩუქრით აღფრთოვანებულები დავრჩით.
delivery	მიწოდება	გზავნილი ადრე მოიტანეს.
demand	მოთხოვნა	მუშები უკეთეს ანაზღაურებას მოითხოვენ.
demonstrate	დემონსტრირება	მან ახალი პროგრამა აჩვენა.
deny	უარყოფა	მან ბრალდება უარყო.
depressed	დეპრესიული	წაგების შემდეგ დეპრესიაში ჩავარდა.
depressing	დამთრგუნველი	ფილმი დამთრგუნველი იყო.
depth	სიღრმე	აუზს დიდი სიღრმე აქვს.
deserve	დამსახურება	შენ შესვენებას იმსახურებ.
desire	სურვილი	მან მოგზაურობის სურვილი გამოთქვა.
desperate	სასოწარკვეთილი	მათ სასოწარკვეთილი ზარი განახორციელეს.
detailed	დეტალური	გზამკვლევი ძალიან დეტალურია.
detect	აღმოჩენა	ძაღლებს კვამლის აღმოჩენა შეუძლიათ.
dig	თხრა	ისინი ზაფხულში ჭებს თხრიან.
disc	დისკი	დისკი დაკაწრული იყო.
discipline	დისციპლინა	დისციპლინა სპორტსმენებს გაუმჯობესებაში ეხმარება.
dishonest	არაკეთილსინდისიერი	მისი პასუხი უპატიოსნოდ ჟღერდა.
dismiss	უარყოფა	მენეჯერმა საჩივარი არ განიხილა.
display	ჩვენება	ეკრანზე ქულა ჩანს.
distribute	დარიგება	მოხალისეებმა სუფთა წყალი დაარიგეს.
distribution	განაწილება	განაწილება მზის ამოსვლის შემდეგ დაიწყო.
district	რაიონი	რაიონმა მერი აირჩია.
division	განყოფილება	განყოფილება იურიდიულ საქმეებს განიხილავს.
domestic	შიდა	შიდა ფრენები უფრო იაფია.
dominate	დომინირება	შეიძლება ბაზარზე ერთმა კომპანიამ იდომინიროს.
downwards	ქვემოთ	ბილიკი ქვემოთ მიემართება.
dozen	დუჟინი	მან ერთი დუჟინი კვერცხი იყიდა.
draft	მონახაზი	გთხოვთ, გადახედოთ მონახაზს.
drag	თრევა	მაგიდას ნუ მიათრევთ.
dramatic	დრამატული	შედეგები დრამატული იყო.
edit	რედაქტირება	მან სტატია დაარედაქტირა.
edition	გამოცემა	ეს გამოცემა ახალ ფოტოებს მოიცავს.
efficient	ეფექტური	სისტემა ეფექტურია.
elderly	ხანდაზმული	ხანდაზმულ მაცხოვრებლებს დახმარება სჭირდებათ.
elect	არჩევა	ამომრჩევლები ახალ საბჭოს ირჩევენ.
elsewhere	სხვაგან	დასახმარებლად სხვაგან მივედით.
emerge	გამოჩენა	დეტალები შუაღამის შემდეგ გაირკვა.
emotional	ემოციური	სიტყვით გამოსვლა ემოციური იყო.
emphasis	აქცენტი	უსაფრთხოებაზე გააკეთეთ აქცენტი.
emphasize	ხაზგასმა	მასწავლებლები ყოველდღიურ ვარჯიშს უსვამენ ხაზს.
enable	შესაძლებლობის მიცემა	აპლიკაცია სწრაფი გადახდების შესაძლებლობას იძლევა.
encounter	წაწყდომა	ჩვენ ძლიერ საცობს წავაწყდით.
engage	ჩართვა	კურსი ზრდასრულ შემსწავლელებს რთავს.
enhance	გაუმჯობესება	განათებას ოთახის გაუმჯობესება შეუძლია.
enquiry	გამოძიება	გამოძიება სამ თვეს გაგრძელდა.
ensure	უზრუნველყოფა	გადაამოწმეთ ორჯერ სიზუსტის უზრუნველსაყოფად.
enthusiasm	ენთუზიაზმი	მისმა ენთუზიაზმმა წაახალისა ჯგუფი.
enthusiastic	ენთუზიაზმით სავსე	მოხალისეები ენთუზიაზმით სავსენი იყვნენ.
entire	მთლიანი	მთლიანმა სოფელმა დაკარგა ელექტროენერგია.
entirely	სრულად	ეს ისტორია სრულად ყალბია.
establish	დაფუძნება	მათ დააფუძნეს მკაფიო წესები.
estate	მამული	მამული მოიცავს რამდენიმე ფერმას.
estimate	შეფასება	ჩვენ ვაფასებთ ათი ათას ვიზიტორს.
ethical	ეთიკური	გადაწყვეტილებამ ეთიკური კითხვები წამოჭრა.
evaluate	შეფასება	ექსპერტები შეაფასებენ დიზაինს.
evil	ბოროტი	მეფეს ეშინოდა ბოროტი სულების.
examination	გამოცდა	გამოცდა გაგრძელდა ერთი საათი.
excuse	საბაბი	ეგ საბაბი სუსტად ჟღერდა.
executive	აღმასრულებელი	აღმასრულებელმა დაამტკიცა გარიგება.
existence	არსებობა	მათი არსებობა უცნობი იყო.
expectation	მოლოდინი	მოლოდინი მაღალი იყო გაშვებამდე.
expense	ხარჯი	მგზავრობა ჩვენი ყველაზე დიდი ხარჯია.
exploration	კვლევა	კოსმოსის კვლევა შთააგონებს ბავშვებს.
expose	გამჟღავნება	სტატიამ გამოამჟღავნა კორუფცია.
extend	გახანგრძლივება	მათ გაახანგრძლივეს ვადა.
extent	მასშტაბი	ჩვენ მოგვიანებით გავიგეთ მასშტაბი.
external	გარე	გარე ზეწოლამ გავლენა მოახდინა მათზე.
extraordinary	არაჩვეულებრივი	მისი გამოჯანმრთელება არაჩვეულებრივი იყო.
facility	დაწესებულება	დაწესებულება ივნისში გაიხსნა.
failure	მარცხი	მარცხმა ასწავლა მას მოთმინება.
faith	რწმენა	მან შეინარჩუნა რწმენა მის მიმართ.
fault	ბრალი	ავარია ჩემი ბრალი იყო.
feather	ბუმბული	ბალიშიდან ბუმბული დავარდა.
fee	საფასური	საფასური მოიცავს სადილს.
feedback	უკუკავშირი	უკუკავშირი დაეხმარა კურსის გაუმჯობესებას.
fellow	თანამშრომელი	თანამშრომლებმა მას მხარი დაუჭირეს.
finance	დაფინანსება	ბანკი დააფინანსებს გაფართოებას.
finding	მიგნება	მიგნებამ გააკვირვა მკვლევარები.
firm	ფირმა	ფირმამ დაიქირავა ახალი პერსონალი.
flame	ალი	პატარა ალი გაჩნდა.
flash	გაელვება	გაელვებამ გაანათა ცა.
flexible	მოქნილი	გრაფიკი მოქნილია.
float	ტივტივი	ფოთლები წყალზე ტივტივებს.
folding	დასაკეცი	მას დასაკეცი სკამი ეჭირა.
forgive	პატიება	შეგიძლია აპატიო მას?
former	ყოფილი	ყოფილი მერი დაბრუნდა.
fortune	ქონება	მათ დაკარგეს ქონება.
found	დაარსება	მათ დააარსეს პატარა ქველმოქმედება.
freedom	თავისუფლება	თავისუფლება მოითხოვს პასუხისმგებლობას.
frequency	სიხშირე	სიხშირე გაიზარდა ზამთარში.
fully	სრულად	სასტუმრო სრულად არის დაჯავშნილი.
fund	ფონდი	ფონდი მხარს უჭერს ადგილობრივ სკოლებს.
fundamental	ფუნდამენტური	პატივისცემა აქ ფუნდამენტურია.
funding	დაფინანსება	დაფინანსება გასულ წელს დასრულდა.
furthermore	გარდა ამისა	გარდა ამისა, ხარჯები იზრდება.
gain	მიღება	სტუდენტები სწრაფად იძენენ თავდაჯერებულობას.
gang	ბანდა	ბანდა აკონტროლებდა ქუჩას.
generate	გამომუშავება	მზის პანელები გამოიმუშავებენ ენერგიას.
genre	ჟანრი	კომედია მისი საყვარელი ჟანრია.
govern	მართვა	კანონები მართავს სახელმწიფო ხარჯებს.
grab	დაჭერა	მან ხელი ჩამავლო.
gradually	თანდათანობით	ტკივილი თანდათანობით გაქრა.
grand	დიდებული	სასტუმროს დიდებული შესასვლელი აქვს.
grant	გრანტი	გრანტით დაფინანსდა აღჭურვილობა.
guarantee	გარანტია	ბილეთი შესვლის გარანტიას იძლევა.
handle	გამკლავება	იგი საჩივარს მშვიდად გაუმკლავდა.
harm	ზიანი	მოწევამ შეიძლება ჯანმრთელობა დააზიანოს.
harmful	მავნე	ეს ქიმიკატი მავნეა.
hearing	სმენა	მისი სმენა გაუმჯობესდა.
heaven	სამოთხე	მათ წარმოედგინათ სამოთხე მაღლა.
heel	ქუსლი	მისი ქუსლი ძალიან სტკიოდა.
hell	ჯოჯოხეთი	მოგზაურობა ჯოჯოხეთი იყო.
hesitate	ყოყმანი	არ მოგერიდოთ კითხვა.
hollow	ფუღურო	ხე შიგნიდან ფუღურო იყო.
holy	წმინდა	მათ წმინდა ადგილი მოინახულეს.
honour	პატივი	ისინი პატივისთვის იბრძოდნენ.
household	შინამეურნეობა	თითოეულმა ოჯახმა მიიღო წყალი.
housing	საცხოვრებელი	საცხოვრებლის ხარჯები იზრდება.
humorous	იუმორისტული	მისი ისტორია იუმორისტული იყო.
humour	იუმორი	იუმორმა შეამცირა დაძაბულობა.
hunting	ნადირობა	აქ ნადირობა აკრძალულია.
illustrate	ილუსტრირება	მაგალითები ასახავს წესს.
illustration	ილუსტრაცია	ილუსტრაცია აჩვენებს პროცესს.
imagination	წარმოსახვა	ბავშვები თავისუფლად იყენებენ წარმოსახვას.
impatient	მოუთმენელი	მძღოლები მოუთმენლები გახდნენ.
imply	გულისხმობს	მისი დუმილი შეიძლება თანხმობას ნიშნავდეს.
impose	დაკისრება	სასამართლომ ჯარიმა დააკისრა.
impress	შთაბეჭდილების მოხდენა	მისმა გამბედაობამ ყველაზე შთაბეჭდილება მოახდინა.
impressed	აღფრთოვანებული	მე აღფრთოვანებული ვიყავი მისი ნამუშევრით.
inch	დიუმი	გადაწიეთ ერთი დიუმით მარცხნივ.
incident	ინციდენტი	ინციდენტმა შეშფოთება გამოიწვია.
income	შემოსავალი	მათი შემოსავალი ნელ-ნელა გაიზარდა.
increasingly	სულ უფრო	საცხოვრებელი სულ უფრო ძვირდება.
industrial	ინდუსტრიული	ქალაქს ინდუსტრიული ფესვები აქვს.
infection	ინფექცია	ინფექცია სწრაფად გავრცელდა.
inform	ინფორმირება	გთხოვთ შეატყობინოთ მენეჯერს.
initial	საწყისი	საწყისი ღირებულება მაღალი იყო.
initially	თავდაპირველად	თავდაპირველად, არავინ დაუჯერა.
initiative	ინიციატივა	მან ახალი ინიციატივა წამოიწყო.
inner	შიდა	შიდა კარი ჩაკეტილი იყო.
insight	ხედვა	ანგარიში სასარგებლო ხედვას გვთავაზობს.
insist	დაჟინება	ისინი დაჟინებით მოითხოვენ უსაფრთხოების შემოწმებას.
inspire	შთაგონება	მისმა ისტორიამ შესაძლოა სხვები შთააგონოს.
install	დაყენება	მათ ახალი გამათბობელი დააყენეს.
instance	მაგალითი	ეს ერთი ნათელი მაგალითია.
