empirical	The paper relies on empirical evidence.
empower	Education can empower local communities.
enact	Parliament voted to enact the reform.
encompass	The course will encompass modern history.
encouragement	Her encouragement helped him continue.
encouraging	The early results look encouraging.
endeavour	The rescue was a difficult endeavour.
endless	The desert seemed endless.
endorse	The union refused to endorse the candidate.
endorsement	His endorsement boosted her campaign.
endure	Plants can endure harsh winters.
enforce	Police enforce the speed limit.
enforcement	Stronger enforcement reduced illegal dumping.
engagement	Student engagement improved this semester.
engaging	The speaker gave an engaging talk.
enquire	Please enquire at the front desk.
enrich	Travel can enrich your understanding.
enrol	Students must enrol before September.
ensue	Chaos may ensue after the announcement.
enterprise	The enterprise employs local artists.
enthusiast	Every cycling enthusiast knows this route.
entitle	The ticket will entitle you to entry.
entity	The company is a separate legal entity.
epidemic	The epidemic spread across several regions.
equality	The movement fought for equality.
equation	The equation contains two unknowns.
erect	Workers will erect a new fence.
escalate	The conflict could escalate quickly.
essence	The poem captures the essence of childhood.
establishment	The establishment opposed the reform.
eternal	They promised eternal friendship.
evacuate	Firefighters helped residents evacuate safely.
evoke	The song can evoke strong memories.
evolutionary	The fossil shows an evolutionary change.
exaggerate	Do not exaggerate your experience.
excellence	The school rewards academic excellence.
exceptional	She showed exceptional skill.
excess	The excess water flooded the basement.
exclusion	Social exclusion harms young people.
exclusive	The club offers exclusive access.
exclusively	This room is used exclusively by staff.
execute	The team will execute the plan carefully.
execution	Execution of the strategy took months.
exert	You must exert more pressure.
exile	The writer lived in exile.
expenditure	Public expenditure increased last year.
experimental	The treatment is still experimental.
expire	My passport will expire soon.
explicit	The instructions were explicit.
explicitly	The rules explicitly forbid smoking.
exploitation	The report exposed worker exploitation.
explosive	The explosive device was safely removed.
extremist	The extremist group lost support.
facilitate	The app will facilitate remote learning.
faction	One faction opposed the leader.
faculty	The faculty approved the proposal.
fade	The paint will fade in sunlight.
fairness	Fairness matters in every competition.
fatal	The accident caused fatal injuries.
fate	No one knew his fate.
favourable	The review was favourable.
feat	Climbing that peak was a feat.
feminist	The feminist movement changed public debate.
fibre	This bread contains extra fibre.
fierce	The fierce storm damaged roofs.
film-maker	The film-maker answered questions afterward.
filter	The filter removes dust from the air.
fine	The company paid a fine.
firearm	The officer recovered a stolen firearm.
fit	The new shoes are a perfect fit.
fixture	The lamp is a permanent fixture.
flaw	The design has one serious flaw.
flawed	The flawed study gave false results.
flee	Families had to flee the fighting.
fleet	The airline renewed its fleet.
flesh	The thorn pierced his flesh.
flexibility	Remote work offers more flexibility.
flourish	Small businesses can flourish here.
fluid	Drink plenty of fluid after exercise.
footage	The footage showed the crash.
foreigner	The form asks if you are a foreigner.
forge	They tried to forge a new alliance.
formula	The formula solved the problem.
formulate	Scientists formulate a new theory.
forth	The river carried the boat forth.
forthcoming	The forthcoming report will explain everything.
foster	The program helps foster independence.
fragile	The fragile vase needs careful handling.
franchise	The restaurant became a global franchise.
frankly	Frankly, we need more time.
frustrated	Workers felt frustrated by the delay.
frustrating	The slow connection was frustrating.
frustration	Frustration grew during the meeting.
functional	The old kitchen is still functional.
fundraising	Fundraising begins next week.
funeral	The funeral took place on Friday.
gallon	The tank holds one gallon.
gambling	Gambling is restricted by law.
gathering	The gathering ended peacefully.
gaze	She held his gaze briefly.
gear	Pack the safety gear before climbing.
generic	The generic version costs less.
genocide	The genocide left deep national trauma.
glance	He took a quick glance.
glimpse	I caught a glimpse of the sea.
glorious	The team enjoyed a glorious victory.
glory	She dreamed of Olympic glory.
governance	Good governance requires transparency.
grace	She accepted defeat with grace.
grasp	He failed to grasp the concept.
grave (for dead person)	The grave was covered with flowers.
grave (serious)	The situation remains grave.
gravity	Gravity pulls objects toward Earth.
grid	The map uses a simple grid.
grief	Grief changed his whole family.
grin	The boy gave a wide grin.
grind	Workers grind the beans each morning.
grip	Keep a firm grip on the rope.
gross	The gross income rose sharply.
guerrilla	Guerrilla fighters hid in the hills.
guidance	The guide provides practical guidance.
guilt	She felt guilt after lying.
gut	Trust your gut in difficult choices.
hail	Villagers hail the doctor as a hero.
halfway	We stopped halfway up the hill.
halt	The train came to a sudden halt.
handful	A handful of volunteers stayed late.
handling	Proper handling prevents damage.
handy	This tool is handy for repairs.
harassment	The company investigated harassment complaints.
hardware	The store sells computer hardware.
harmony	The choir sang in perfect harmony.
harsh	The judge gave a harsh sentence.
harvest	The harvest begins in September.
haunt	The memory continued to haunt him.
hazard	Ice is a serious road hazard.
heighten	The speech may heighten tensions.
heritage	The castle is part of local heritage.
hierarchy	The office hierarchy is clearly defined.
high-profile	The high-profile trial attracted reporters.
hint	She gave me a useful hint.
homeland	He returned to his homeland.
hopeful	Doctors are hopeful about recovery.
horizon	The sun disappeared below the horizon.
horn	The car horn woke everyone.
hostage	The hostage returned home.
hostile	The crowd became hostile.
hostility	Open hostility ended the talks.
humanitarian	The humanitarian mission delivered food.
humanity	Humanity faces shared challenges.
humble	She remained humble after success.
hydrogen	Hydrogen burns very easily.
identification	Identification is required at the entrance.
ideological	The dispute had ideological roots.
ideology	His ideology shaped every speech.
idiot	Do not call anyone an idiot.
ignorance	Ignorance can spread fear.
imagery	The poem uses vivid imagery.
immense	The project required immense effort.
imminent	A storm seemed imminent.
implementation	Implementation of the law was slow.
imprison	The regime tried to imprison critics.
imprisonment	His imprisonment lasted five years.
inability	Her inability to focus worried teachers.
inadequate	The shelter had inadequate heating.
inappropriate	His joke was inappropriate.
incidence	The incidence of flu increased.
inclined	She is inclined to agree.
inclusion	The school promotes inclusion.
