source_headword	ML	example_ML
natural	സ്വാഭാവിക	ഈ ജ്യൂസ് സ്വാഭാവികമാണ്.
near	അടുത്ത്	ബാങ്ക് ഇവിടെ അടുത്താണ്.
need	വേണം	എനിക്ക് ഒരു പേന വേണം.
negative	നെഗറ്റീവ്	ഈ ഉത്തരം നെഗറ്റീവ് ആണ്.
neighbour	അയൽക്കാരൻ	എന്റെ അയൽക്കാരൻ സൗഹൃദപരനാണ്.
never	ഒരിക്കലും ഇല്ല	ഞാൻ ഒരിക്കലും കാപ്പി കുടിക്കില്ല.
new	പുതിയ	ഈ ഫോൺ പുതിയതാണ്.
news	വാർത്ത	ഇന്നത്തെ വാർത്ത നല്ലതാണ്.
newspaper	പത്രം	അവൻ പത്രം വായിക്കുന്നു.
next	അടുത്ത	അടുത്ത ബസ് വൈകിയിരിക്കുന്നു.
next to	അടുത്ത്	എന്റെ അടുത്ത് ഇരിക്കൂ.
nice	നല്ല	മുറി നല്ലതാണ്.
night	രാത്രി	ഞാൻ രാത്രി ഉറങ്ങുന്നു.
nine	ഒൻപത്	ഇവിടെ ഒൻപത് വിദ്യാർത്ഥികൾ ഉണ്ട്.
nineteen	പത്തൊൻപത്	അവൾക്ക് പത്തൊൻപത് വയസ്സുണ്ട്.
ninety	തൊണ്ണൂറ്	എന്റെ അപ്പൂപ്പന് തൊണ്ണൂറ് വയസ്സുണ്ട്.
no	ഇല്ല	ഇല്ല, നന്ദി.
no one	ആരും ഇല്ല	മുറിയിൽ ആരും ഇല്ല.
nobody	ആരും ഇല്ല	വീട്ടിൽ ആരും ഇല്ല.
north	വടക്ക്	സ്റ്റേഷൻ ഇവിടെ നിന്ന് വടക്കാണ്.
nose	മൂക്ക്	എന്റെ മൂക്ക് തണുത്തിരിക്കുന്നു.
not	അല്ല	ഞാൻ ക്ഷീണിച്ചിട്ടില്ല.
note	കുറിപ്പ്	ഇപ്പോൾ ഒരു കുറിപ്പ് എഴുതൂ.
nothing	ഒന്നുമില്ല	പെട്ടിയിൽ ഒന്നുമില്ല.
November	നവംബർ	എന്റെ കോഴ്സ് നവംബറിൽ തുടങ്ങുന്നു.
now	ഇപ്പോൾ	ഇപ്പോൾ ഇവിടെ വരൂ.
number	സംഖ്യ	സംഖ്യ ഇവിടെ എഴുതൂ.
nurse	നഴ്സ്	നഴ്സ് ദയയുള്ളവളാണ്.
object	വസ്തു	വസ്തു മേശപ്പുറത്ത് വെക്കൂ.
o’clock	മണിക്ക്	ക്ലാസ് ഒൻപത് മണിക്ക് തുടങ്ങുന്നു.
October	ഒക്ടോബർ	ഞങ്ങൾ ഒക്ടോബറിൽ യാത്ര ചെയ്യുന്നു.
of	യുടെ; ഉള്ള	ഇത് ചായയുടെ കപ്പാണ്.
off	ഓഫ്; അകലെ	വെളിച്ചം ഓഫ് ചെയ്യൂ.
office	ഓഫീസ്	എന്റെ ഓഫീസ് ചെറുതാണ്.
often	പലപ്പോഴും	ഞാൻ പലപ്പോഴും സ്കൂളിലേക്ക് നടക്കുന്നു.
oh	ഓ	ഓ, ഇപ്പോൾ എനിക്ക് മനസ്സിലായി.
OK	ശരി	ഇത് ശരിയാണോ?
old	പഴയ	ഈ വീട് പഴയതാണ്.
on	മുകളിൽ	പുസ്തകം മേശപ്പുറത്ത് ഉണ്ട്.
once	ഒരിക്കൽ	ഞാൻ ആഴ്ചയിൽ ഒരിക്കൽ വിളിക്കുന്നു.
one	ഒന്ന്	എനിക്ക് ഒരു സഹോദരി ഉണ്ട്.
onion	സവാള	ഒരു സവാള മുറിക്കൂ.
online	ഓൺലൈൻ	ഞാൻ ഓൺലൈനിൽ പഠിക്കുന്നു.
only	മാത്രം	എനിക്ക് ഒരു ബാഗ് മാത്രം ഉണ്ട്.
open	തുറക്കുക; തുറന്ന	ദയവായി ജനൽ തുറക്കൂ.
opinion	അഭിപ്രായം	നിന്റെ അഭിപ്രായം എന്താണ്?
opposite	എതിർവശത്ത്	കട ബാങ്കിന്റെ എതിർവശത്താണ്.
or	അല്ലെങ്കിൽ	ചായ അല്ലെങ്കിൽ കാപ്പി?
orange	ഓറഞ്ച്; ഓറഞ്ച് നിറം	ഈ ഓറഞ്ച് മധുരമാണ്.
order	ഓർഡർ; ക്രമം	ഞാൻ സൂപ്പ് ഓർഡർ ചെയ്യുന്നു.
other	മറ്റു	മറ്റു വാതിൽ ഉപയോഗിക്കൂ.
our	ഞങ്ങളുടെ	ഇത് ഞങ്ങളുടെ ക്ലാസ് മുറിയാണ്.
out	പുറത്ത്	ഭക്ഷണത്തിന് ശേഷം പുറത്ത് പോകൂ.
outside	പുറത്ത്	കുട്ടികൾ പുറത്ത് കളിക്കുന്നു.
over	മുകളിലൂടെ	വിമാനം നഗരത്തിന് മുകളിലൂടെ പറക്കുന്നു.
own	സ്വന്തം	എനിക്ക് സ്വന്തം മുറി ഉണ്ട്.
page	പേജ്	പത്ത് പേജ് തുറക്കൂ.
paint	നിറം പൂശുക	ഭിത്തിക്ക് നീല നിറം പൂശൂ.
painting	ചിത്രം	ഈ ചിത്രം മനോഹരമാണ്.
pair	ജോഡി	എനിക്ക് ഒരു ജോഡി സോക്സ് വേണം.
paper	കടലാസ്	ഈ കടലാസിൽ എഴുതൂ.
paragraph	ഖണ്ഡിക	ആദ്യ ഖണ്ഡിക വായിക്കൂ.
parent	മാതാപിതാവ്	ഒരു മാതാപിതാവ് പുറത്തു കാത്തിരിക്കുന്നു.
park	പാർക്ക്; നിർത്തുക	ഞങ്ങൾ സ്റ്റേഷന്റെ അടുത്ത് കാർ നിർത്തുന്നു.
part	ഭാഗം	ഈ ഭാഗം എളുപ്പമാണ്.
partner	കൂട്ടാളി	കൂട്ടാളിയുമായി ജോലി ചെയ്യൂ.
party	വിരുന്ന്; പാർട്ടി	പാർട്ടി ഏഴ് മണിക്ക് തുടങ്ങുന്നു.
passport	പാസ്‌പോർട്ട്	ദയവായി നിന്റെ പാസ്‌പോർട്ട് കാണിക്കൂ.
past	കഴിഞ്ഞ; കടന്ന്	ഇപ്പോൾ ആറരയായി.
pay	അടയ്ക്കുക	ഞാൻ കാർഡിൽ അടയ്ക്കുന്നു.
pen	പേന	ഈ പേന നീലയാണ്.
pencil	പെൻസിൽ	ഞാൻ പെൻസിൽ കൊണ്ട് എഴുതുന്നു.
people	ആളുകൾ	ഇവിടെ അനേകം ആളുകൾ ഉണ്ട്.
pepper	കുരുമുളക്	സൂപ്പിൽ കുരുമുളക് ചേർക്കൂ.
perfect	പൂർണ്ണമായ	നിന്റെ ഉത്തരം പൂർണ്ണമായി ശരിയാണ്.
period	കാലയളവ്	ക്ലാസ് കാലയളവ് ചെറുതാണ്.
person	വ്യക്തി	ഒരു വ്യക്തി കാത്തിരിക്കുന്നു.
personal	വ്യക്തിപരമായ	ഇത് എന്റെ വ്യക്തിപരമായ ഫോണാണ്.
phone	ഫോൺ	എന്റെ ഫോൺ എന്റെ ബാഗിൽ ഉണ്ട്.
photo	ഫോട്ടോ	ഇവിടെ ഫോട്ടോ എടുക്കൂ.
photograph	ഛായാചിത്രം	ഈ ഛായാചിത്രം പഴയതാണ്.
phrase	വാക്യഭാഗം	ദയവായി വാക്യഭാഗം ആവർത്തിക്കൂ.
piano	പിയാനോ	അവൾ പിയാനോ വായിക്കുന്നു.
picture	ചിത്രം	ഈ ചിത്രം നോക്കൂ.
piece	കഷണം	കേക്കിന്റെ ഒരു കഷണം എടുക്കൂ.
pig	പന്നി	പന്നി കൃഷിയിടത്തിലാണ്.
pink	പിങ്ക് നിറം	അവളുടെ ബാഗ് പിങ്ക് നിറത്തിലാണ്.
place	സ്ഥലം	ഈ സ്ഥലം ശാന്തമാണ്.
plan	പദ്ധതി	നമുക്ക് ഒരു പദ്ധതി വേണം.
plane	വിമാനം	വിമാനം വൈകിയിരിക്കുന്നു.
plant	ചെടി	ഇന്ന് ചെടിക്ക് വെള്ളം കൊടുക്കൂ.
play	കളിക്കുക	കുട്ടികൾ പാർക്കിൽ കളിക്കുന്നു.
player	കളിക്കാരൻ	കളിക്കാരൻ വേഗത്തിൽ ഓടുന്നു.
please	ദയവായി	ദയവായി ഇവിടെ ഇരിക്കൂ.
point	വിഷയം; ബിന്ദു	ഈ വിഷയം പ്രധാനമാണ്.
police	പോലീസ്	പോലീസ് പുറത്തുണ്ട്.
policeman	പോലീസുകാരൻ	പോലീസുകാരൻ ഞങ്ങളെ സഹായിക്കുന്നു.
pool	കുളം	കുളം തണുപ്പാണ്.
poor	ദരിദ്ര	ദരിദ്ര കുട്ടിക്ക് വിശക്കുന്നു.
popular	ജനപ്രിയ	ഈ പാട്ട് ജനപ്രിയമാണ്.
positive	പോസിറ്റീവ്	ഇത് പോസിറ്റീവ് ഫലമാണ്.
possible	സാധ്യമായ	ഇത് ഇന്ന് സാധ്യമാണോ?
post	പോസ്റ്റ്; തപാൽ	ഞാൻ അവളുടെ പോസ്റ്റ് ഓൺലൈനിൽ വായിക്കുന്നു.
potato	ഉരുളക്കിഴങ്ങ്	ഞാൻ ഉരുളക്കിഴങ്ങ് കഴിക്കുന്നു.
pound	പൗണ്ട്	ഇതിന് ഒരു പൗണ്ട് ചെലവാകും.
practice	അഭ്യാസം	അഭ്യാസം ഓരോ ദിവസവും സഹായിക്കുന്നു.
practise	അഭ്യാസം ചെയ്യുക	ഞാൻ ഓരോ ദിവസവും ഇംഗ്ലീഷ് അഭ്യാസം ചെയ്യുന്നു.
prefer	ഇഷ്ടപ്പെടുക	എനിക്ക് ചായയാണ് കൂടുതൽ ഇഷ്ടം.
prepare	തയ്യാറാക്കുക	ഇന്ന് രാത്രി നിന്റെ ബാഗ് തയ്യാറാക്കൂ.
present	ഹാജർ; ഇപ്പോഴത്തെ	അവൾ ഇന്ന് ഹാജരുണ്ട്.
pretty	സുന്ദരമായ	തോട്ടം സുന്ദരമാണ്.
price	വില	വില കുറവാണ്.
probably	ഒരുപക്ഷേ	അവൾക്ക് ഒരുപക്ഷേ അറിയാം.
problem	പ്രശ്നം	ഈ പ്രശ്നം ചെറുതാണ്.
product	ഉൽപ്പന്നം	ഈ ഉൽപ്പന്നം പുതുതാണ്.
programme	പരിപാടി	പരിപാടി ഇപ്പോൾ തുടങ്ങുന്നു.
project	പദ്ധതി	ഞങ്ങളുടെ പദ്ധതി തയ്യാറാണ്.
purple	പർപ്പിൾ നിറം	ഷർട്ട് പർപ്പിൾ നിറത്തിലാണ്.
put	വെക്കുക	പുസ്തകം ഇവിടെ വെക്കൂ.
quarter	കാൽ; പതിനഞ്ച് മിനിറ്റ്	ഇപ്പോൾ രണ്ട് മണി പതിനഞ്ച് മിനിറ്റ്.
question	ചോദ്യം	ഒരു ചോദ്യം ചോദിക്കൂ.
quick	വേഗത്തിലുള്ള	ഇത് വേഗത്തിലുള്ള പരീക്ഷയാണ്.
quickly	വേഗത്തിൽ	ദയവായി വേഗത്തിൽ നടക്കൂ.
quiet	നിശ്ശബ്ദം	ലൈബ്രറി നിശ്ശബ്ദമാണ്.
quite	വളരെ	ഈ മുറി വളരെ ചെറുതാണ്.
radio	റേഡിയോ	റേഡിയോ ശബ്ദമാണ്.
rain	മഴ	മഴ ഇപ്പോൾ തുടങ്ങുന്നു.
read	വായിക്കുക	ഈ വാക്യം വായിക്കൂ.
reader	വായനക്കാരൻ	വായനക്കാരൻ കഥ ഇഷ്ടപ്പെടുന്നു.
reading	വായന	വായന എനിക്ക് പഠിക്കാൻ സഹായിക്കുന്നു.
ready	തയ്യാർ	രാത്രി ഭക്ഷണം തയ്യാറാണ്.
real	യഥാർത്ഥ	ഇത് യഥാർത്ഥ പ്രശ്നമാണ്.
really	ശരിക്കും	എനിക്ക് ഈ പാട്ട് ശരിക്കും ഇഷ്ടമാണ്.
reason	കാരണം	എനിക്ക് കാരണം പറയൂ.
red	ചുവപ്പ്	വാതിൽ ചുവപ്പാണ്.
relax	വിശ്രമിക്കുക	ജോലിക്ക് ശേഷം വിശ്രമിക്കൂ.
remember	ഓർക്കുക	നിന്റെ പാസ്‌പോർട്ട് ഓർക്കൂ.
repeat	ആവർത്തിക്കുക	ദയവായി വാക്യം ആവർത്തിക്കൂ.
report	റിപ്പോർട്ട്	ഇന്ന് രാത്രി റിപ്പോർട്ട് വായിക്കൂ.
restaurant	ഭക്ഷണശാല	ഭക്ഷണശാല തിരക്കിലാണ്.
result	ഫലം	ഫലം നല്ലതാണ്.
return	തിരികെ കൊടുക്കുക; മടങ്ങുക	നാളെ പുസ്തകം തിരികെ കൊടുക്കൂ.
rice	ചോറ്	ഞാൻ ഉച്ചഭക്ഷണത്തിന് ചോറ് കഴിക്കുന്നു.
rich	സമ്പന്ന	നഗരം സമ്പന്നമാണ്.
ride	സവാരി ചെയ്യുക	ഞാൻ എന്റെ സൈക്കിൾ സവാരി ചെയ്യുന്നു.
right	വലത്; ശരിയായ	ഇവിടെ വലത്തേക്ക് തിരിയൂ.
river	നദി	നദി വിശാലമാണ്.
road	റോഡ്	ഈ റോഡ് നീളമുള്ളതാണ്.
room	മുറി	എന്റെ മുറി വൃത്തിയാണ്.
routine	ദൈനംദിനക്രമം	എന്റെ ദൈനംദിനക്രമം നേരത്തെ തുടങ്ങുന്നു.
rule	നിയമം	ഈ നിയമം ലളിതമാണ്.
run	ഓടുക	ഞാൻ ഓരോ രാവിലെ ഓടുന്നു.
sad	ദുഃഖിത	അവൻ ഇന്ന് ദുഃഖിതനാണ്.
salad	സാലഡ്	ഈ സാലഡ് പുതുതാണ്.
salt	ഉപ്പ്	കുറച്ച് ഉപ്പ് ചേർക്കൂ.
same	അതേ	ഞങ്ങൾക്ക് അതേ ബാഗ് ഉണ്ട്.
sandwich	സാൻഡ്‌വിച്ച്	ഞാൻ സാൻഡ്‌വിച്ച് കഴിക്കുന്നു.
Saturday	ശനിയാഴ്ച	ഞങ്ങൾ ശനിയാഴ്ച കാണുന്നു.
say	പറയുക	ദയവായി നിന്റെ പേര് പറയൂ.
school	സ്കൂൾ	എന്റെ സ്കൂൾ ഇവിടെ അടുത്താണ്.
science	ശാസ്ത്രം	ഞാൻ ശാസ്ത്രം പഠിക്കുന്നു.
scientist	ശാസ്ത്രജ്ഞൻ	ശാസ്ത്രജ്ഞൻ ചോദ്യം ചോദിക്കുന്നു.
sea	കടൽ	കടൽ നീലയാണ്.
second1 (unit of time)	സെക്കൻഡ്	ഒരു സെക്കൻഡ് കാത്തിരിക്കൂ.
section	വിഭാഗം	ഈ വിഭാഗം വായിക്കൂ.
see	കാണുക	ഞാൻ എന്റെ സുഹൃത്തിനെ കാണുന്നു.
sell	വിൽക്കുക	അവർ പുതിയ പഴങ്ങൾ വിൽക്കുന്നു.
send	അയക്കുക	ഇപ്പോൾ സന്ദേശം അയക്കൂ.
sentence	വാക്യം	ഒരു വാക്യം എഴുതൂ.
September	സെപ്റ്റംബർ	സ്കൂൾ സെപ്റ്റംബറിൽ തുടങ്ങുന്നു.
seven	ഏഴ്	ഇവിടെ ഏഴ് ആളുകൾ ഉണ്ട്.
seventeen	പതിനേഴ്	അവന് പതിനേഴ് വയസ്സുണ്ട്.
seventy	എഴുപത്	എന്റെ അമ്മൂമ്മയ്ക്ക് എഴുപത് വയസ്സുണ്ട്.
share	പങ്കിടുക	കേക്ക് പങ്കിടൂ.
she	അവൾ	അവൾ എന്റെ സഹോദരിയാണ്.
sheep	ആട്	ആട് പുല്ല് തിന്നുന്നു.
shirt	ഷർട്ട്	അവന്റെ ഷർട്ട് വൃത്തിയാണ്.
shoe	ചെരുപ്പ്	ഒരു ചെരുപ്പ് കട്ടിലിന്റെ താഴെയാണ്.
shop	കട	കട നേരത്തെ അടയ്ക്കുന്നു.
shopping	വാങ്ങൽ	ഇന്ന് വാങ്ങൽ രസകരമാണ്.
short	ചെറിയ	ഈ കഥ ചെറുതാണ്.
should modal	വേണം	നീ ഇന്ന് വിശ്രമിക്കണം.
show	കാണിക്കുക	നിന്റെ ടിക്കറ്റ് എനിക്ക് കാണിക്കൂ.
shower	കുളി	ഞാൻ കുളിക്കുന്നു.
sick	അസുഖം	എനിക്ക് ഇന്ന് അസുഖമാണ്.
similar	സമാനമായ	ഞങ്ങളുടെ ബാഗുകൾ സമാനമാണ്.
sing	പാടുക	ഞാൻ ക്ലാസിൽ പാടുന്നു.
singer	ഗായകൻ; ഗായിക	ഗായകൻ പ്രശസ്തനാണ്.
sister	ചേച്ചി; അനിയത്തി	എന്റെ അനിയത്തി ചെറുതാണ്.
sit	ഇരിക്കുക	ജനലിനടുത്ത് ഇരിക്കൂ.
situation	സ്ഥിതി	ഈ സ്ഥിതി പുതുതാണ്.
six	ആറ്	ഇവിടെ ആറ് പുസ്തകങ്ങൾ ഉണ്ട്.
sixteen	പതിനാറ്	അവൾക്ക് പതിനാറ് വയസ്സുണ്ട്.
sixty	അറുപത്	എന്റെ അച്ഛന് അറുപത് വയസ്സുണ്ട്.
skill	കഴിവ്	ഈ കഴിവ് ഉപകാരപ്രദമാണ്.
skirt	പാവാട	അവളുടെ പാവാട നീലയാണ്.
sleep	ഉറങ്ങുക	ഞാൻ എട്ട് മണിക്കൂർ ഉറങ്ങുന്നു.
slow	മന്ദം	ബസ് മന്ദമാണ്.
small	ചെറിയ	മുറി ചെറുതാണ്.
snake	പാമ്പ്	പാമ്പ് നീളമുള്ളതാണ്.
snow	മഞ്ഞ്	ശീതകാലത്ത് മഞ്ഞ് പെയ്യുന്നു.
so	അതിനാൽ	ഞാൻ ക്ഷീണിച്ചിരിക്കുന്നു, അതിനാൽ വിശ്രമിക്കുന്നു.
some	ചില	എനിക്ക് കുറച്ച് വെള്ളം വേണം.
somebody	ആരോ ഒരാൾ	വാതിൽക്കൽ ആരോ ഉണ്ട്.
someone	ആരോ ഒരാൾ	ആരോ സന്ദേശം വിട്ടു.
something	എന്തെങ്കിലും	എനിക്ക് കുടിക്കാൻ എന്തെങ്കിലും വേണം.
sometimes	ചിലപ്പോൾ	ഞാൻ ചിലപ്പോൾ സ്കൂളിലേക്ക് നടക്കുന്നു.
son	മകൻ	അവളുടെ മകൻ സ്കൂളിലാണ്.
song	പാട്ട്	ഈ പാട്ട് പുതുതാണ്.
soon	ഉടൻ	ഉടൻ കാണാം.
sorry	ക്ഷമിക്കണം	ക്ഷമിക്കണം.
sound	ശബ്ദം	ശബ്ദം കൂടുതലാണ്.
soup	സൂപ്പ്	സൂപ്പ് ചൂടാണ്.
south	തെക്ക്	ഹോട്ടൽ ഇവിടെ നിന്ന് തെക്കാണ്.
space	സ്ഥലം	ഒരു കസേരയ്ക്ക് സ്ഥലം ഉണ്ട്.
speak	സംസാരിക്കുക	ദയവായി പതുക്കെ സംസാരിക്കൂ.
special	പ്രത്യേക	ഇന്ന് പ്രത്യേക ദിവസമാണ്.
spell	അക്ഷരങ്ങൾ പറയുക	നിന്റെ പേരിലെ അക്ഷരങ്ങൾ പറയൂ.
spelling	അക്ഷരക്രമം	നിന്റെ അക്ഷരക്രമം പരിശോധിക്കൂ.
spend	ചെലവഴിക്കുക	ഞാൻ ഭക്ഷണത്തിന് പണം ചെലവഴിക്കുന്നു.
sport	കായികം	ഫുട്ബോൾ ജനപ്രിയ കായികമാണ്.
spring	വസന്തം	വസന്തത്തിൽ പൂക്കൾ വളരുന്നു.
stand	നിൽക്കുക	വാതിലിനടുത്ത് നിൽക്കൂ.
star	നക്ഷത്രം	എനിക്ക് തെളിഞ്ഞ നക്ഷത്രം കാണുന്നു.
start	തുടങ്ങുക	ഇപ്പോൾ പാഠം തുടങ്ങൂ.
statement	പ്രസ്താവന	ഈ പ്രസ്താവന സത്യമാണ്.
station	സ്റ്റേഷൻ	സ്റ്റേഷൻ അടുത്താണ്.
stay	താമസിക്കുക; ഇരിക്കുക	ഇന്ന് വീട്ടിൽ ഇരിക്കൂ.
still	ഇനിയും	എനിക്ക് ഇനിയും വിശക്കുന്നു.
stop	നിർത്തുക	മൂലയിൽ നിർത്തൂ.
story	കഥ	എനിക്ക് ഒരു കഥ പറയൂ.
street	തെരുവ്	ഈ തെരുവ് നിശ്ശബ്ദമാണ്.
strong	ശക്തമായ	അവൻ ശക്തനാണ്.
student	വിദ്യാർത്ഥി	വിദ്യാർത്ഥി പുസ്തകം വായിക്കുന്നു.
study	പഠിക്കുക	ഞാൻ ഇംഗ്ലീഷ് പഠിക്കുന്നു.
style	ശൈലി	എനിക്ക് ഈ ശൈലി ഇഷ്ടമാണ്.
subject	വിഷയം	ഇംഗ്ലീഷ് എന്റെ പ്രധാന വിഷയമാണ്.
success	വിജയം	വിജയത്തിന് അഭ്യാസം വേണം.
sugar	പഞ്ചസാര	ചായയിൽ പഞ്ചസാര ചേർക്കൂ.
summer	വേനൽക്കാലം	ഇവിടെ വേനൽക്കാലം ചൂടാണ്.
sun	സൂര്യൻ	സൂര്യൻ പ്രകാശിക്കുന്നു.
Sunday	ഞായറാഴ്ച	ഞങ്ങൾ ഞായറാഴ്ച വിശ്രമിക്കുന്നു.
supermarket	സൂപ്പർമാർക്കറ്റ്	സൂപ്പർമാർക്കറ്റ് തുറന്നിരിക്കുന്നു.
sure	ഉറപ്പ്	എനിക്ക് ഉറപ്പുണ്ട്.
sweater	സ്വെറ്റർ	എന്റെ സ്വെറ്റർ ചൂടാണ്.
swim	നീന്തുക	ഞാൻ ഓരോ ആഴ്ചയും നീന്തുന്നു.
swimming	നീന്തൽ	നീന്തൽ നല്ല വ്യായാമമാണ്.
table	മേശ	താക്കോലുകൾ മേശപ്പുറത്ത് ഉണ്ട്.
