hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
2041:本地	本地	本地	地元; 現地	この店は主に地元の果物を売っています。	현지; 지역	이 가게는 주로 현지 과일을 팝니다.	địa phương; bản địa	Cửa hàng này chủ yếu bán trái cây địa phương.	ท้องถิ่น; ในพื้นที่	ร้านนี้ขายผลไม้ท้องถิ่นเป็นหลัก.	tempatan; setempat	Kedai ini terutamanya menjual buah-buahan tempatan.	lokal; setempat	Toko ini terutama menjual buah lokal.
2046:比分	比分	比分	スコア; 得点	試合が終わった時、スコアは三対二でした。	점수; 스코어	경기가 끝났을 때 점수는 3대 2였습니다.	tỉ số	Khi trận đấu kết thúc, tỉ số là ba hai.	คะแนน; สกอร์	เมื่อการแข่งขันจบลง คะแนนคือสามต่อสอง.	skor	Apabila perlawanan tamat, skornya tiga berbalas dua.	skor	Ketika pertandingan selesai, skornya tiga lawan dua.
2049:必	必	必	必ず; 必須である	重要な書類は必ず本人が署名しなければなりません。	반드시; 꼭	중요한 서류는 반드시 본인이 서명해야 합니다.	nhất định; phải	Tài liệu quan trọng nhất định phải do chính người đó ký.	ต้อง; จำเป็นต้อง	เอกสารสำคัญต้องให้เจ้าตัวลงนามเอง.	mesti; wajib	Dokumen penting mesti ditandatangani oleh orang berkenaan sendiri.	harus; pasti	Dokumen penting harus ditandatangani sendiri oleh orang yang bersangkutan.
2052:闭幕式	闭幕式	闭幕式	閉会式	運動会の閉会式は夜に行われます。	폐막식	운동회의 폐막식은 저녁에 열립니다.	lễ bế mạc	Lễ bế mạc đại hội thể thao được tổ chức vào buổi tối.	พิธีปิด	พิธีปิดงานกีฬาจัดขึ้นตอนเย็น.	majlis penutupan	Majlis penutupan sukan diadakan pada waktu malam.	upacara penutupan	Upacara penutupan pesta olahraga diadakan pada malam hari.
2054:必需	必需	必需	必要不可欠だ; 必要だ	水と食べ物は旅行中に必要不可欠なものです。	필수적이다; 필요하다	물과 음식은 여행 중에 필수적인 물건입니다.	cần thiết; thiết yếu	Nước và thức ăn là những thứ cần thiết trong chuyến đi.	จำเป็น; ขาดไม่ได้	น้ำและอาหารเป็นสิ่งจำเป็นในการเดินทาง.	perlu; penting	Air dan makanan ialah benda yang perlu semasa perjalanan.	perlu; penting	Air dan makanan adalah hal yang diperlukan selama perjalanan.
2057:变动	变动	变动	変更; 変動	今月の仕事の予定には変更があります。	변동; 변경	이번 달 업무 일정에 변동이 있습니다.	thay đổi; biến động	Lịch làm việc tháng này có thay đổi.	การเปลี่ยนแปลง; ความเปลี่ยนแปลง	การจัดงานเดือนนี้มีการเปลี่ยนแปลง.	perubahan; pindaan	Jadual kerja bulan ini ada perubahan.	perubahan; pergeseran	Jadwal kerja bulan ini mengalami perubahan.
2059:便利店	便利店	便利店	コンビニ	階下のコンビニは二十四時間営業しています。	편의점	아래층 편의점은 24시간 영업합니다.	cửa hàng tiện lợi	Cửa hàng tiện lợi dưới tầng mở cửa hai mươi bốn giờ.	ร้านสะดวกซื้อ	ร้านสะดวกซื้อชั้นล่างเปิดตลอดยี่สิบสี่ชั่วโมง.	kedai serbaneka	Kedai serbaneka di tingkat bawah dibuka dua puluh empat jam.	toko swalayan kecil; minimarket	Minimarket di bawah buka dua puluh empat jam.
2067:饼	饼	饼	パンケーキ; 平たい焼き物	母は朝、卵入りの薄焼きを作ってくれました。	전병; 부침개	어머니가 아침에 저에게 달걀 부침개를 만들어 주셨습니다.	bánh; bánh dẹt	Sáng nay mẹ làm cho tôi bánh trứng.	แผ่นแป้งทอด; ขนมปังแผ่น	ตอนเช้าแม่ทำแพนเค้กไข่ให้ฉัน.	lempeng; kuih leper	Ibu membuat lempeng telur untuk saya pada waktu pagi.	kue pipih; panekuk	Ibu membuatkan saya panekuk telur pada pagi hari.
2068:病房	病房	病房	病室; 病棟	看護師は患者を病室へ連れて行きました。	병실	간호사가 환자를 병실로 데려갔습니다.	phòng bệnh	Y tá đưa bệnh nhân đến phòng bệnh.	ห้องผู้ป่วย	พยาบาลพาผู้ป่วยไปที่ห้องผู้ป่วย.	wad hospital; bilik pesakit	Jururawat membawa pesakit ke wad hospital.	ruang perawatan; kamar pasien	Perawat membawa pasien ke ruang perawatan.
2069:病情	病情	病情	病状	医者は彼の病状がすでに良くなったと言いました。	병세; 상태	의사는 그의 병세가 이미 호전되었다고 말했습니다.	tình trạng bệnh	Bác sĩ nói tình trạng bệnh của anh ấy đã khá hơn.	อาการป่วย; สภาพโรค	หมอบอกว่าอาการป่วยของเขาดีขึ้นแล้ว.	keadaan penyakit; keadaan pesakit	Doktor berkata keadaannya sudah bertambah baik.	kondisi penyakit; keadaan pasien	Dokter mengatakan kondisinya sudah membaik.
2070:拨打	拨打	拨打	電話をかける; ダイヤルする	火事に遭ったら緊急電話にかけてください。	전화를 걸다; 누르다	화재가 나면 신고 전화번호로 전화하세요.	gọi điện; quay số	Gặp hỏa hoạn thì hãy gọi số báo động.	โทร; กดหมายเลข	ถ้าเจอไฟไหม้ กรุณาโทรแจ้งเหตุฉุกเฉิน.	mendail; menelefon	Jika berlaku kebakaran, sila dail nombor kecemasan.	menelepon; memutar nomor	Jika terjadi kebakaran, silakan hubungi nomor darurat.
2073:不利	不利	不利	不利だ	強い風は試合に不利です。	불리하다	강한 바람은 경기에 불리합니다.	bất lợi	Gió mạnh bất lợi cho trận đấu.	เสียเปรียบ; ไม่เป็นผลดี	ลมแรงไม่เป็นผลดีต่อการแข่งขัน.	tidak menguntungkan	Angin kuat tidak menguntungkan perlawanan.	tidak menguntungkan	Angin kencang tidak menguntungkan pertandingan.
2074:不幸	不幸	不幸	不幸だ; 不幸	彼は子どもの頃に不幸な経験をしたことがあります。	불행하다; 불행	그는 어린 시절 불행한 경험을 한 적이 있습니다.	bất hạnh; không may	Anh ấy từng có một trải nghiệm bất hạnh thời thơ ấu.	โชคร้าย; ความโชคร้าย	เขาเคยมีประสบการณ์ที่โชคร้ายในวัยเด็ก.	malang; ketidakbahagiaan	Dia pernah mengalami pengalaman malang semasa kecil.	malang; kemalangan	Ia pernah mengalami pengalaman malang pada masa kecil.
2078:不符	不符	不符	一致しない	切符の名前は身分証と一致していません。	맞지 않다; 일치하지 않다	표의 이름이 신분증과 일치하지 않습니다.	không khớp; không phù hợp	Tên trên vé không khớp với giấy tờ.	ไม่ตรงกัน; ไม่สอดคล้อง	ชื่อบนตั๋วไม่ตรงกับบัตรประจำตัว.	tidak sepadan; tidak sesuai	Nama pada tiket tidak sepadan dengan kad pengenalan.	tidak sesuai; tidak cocok	Nama pada tiket tidak cocok dengan identitas.
2079:不良	不良	不良	悪い; 有害な	長く夜更かしするのは悪い習慣です。	나쁜; 불량한	오랫동안 밤을 새우는 것은 나쁜 습관입니다.	xấu; có hại	Thức khuya lâu ngày là một thói quen xấu.	ไม่ดี; เป็นอันตราย	การนอนดึกเป็นเวลานานเป็นนิสัยที่ไม่ดี.	buruk; tidak baik	Berjaga malam terlalu lama ialah tabiat buruk.	buruk; tidak baik	Begadang dalam jangka panjang adalah kebiasaan buruk.
2081:步行	步行	步行	歩く; 徒歩で行く	ここから学校までは歩いて行けます。	걸어가다; 도보로 이동하다	여기서 학교까지 걸어갈 수 있습니다.	đi bộ	Từ đây đến trường có thể đi bộ.	เดิน; เดินเท้า	จากที่นี่ไปโรงเรียนสามารถเดินได้.	berjalan kaki	Dari sini ke sekolah boleh berjalan kaki.	berjalan kaki	Dari sini ke sekolah bisa berjalan kaki.
2083:才2	才2	才	才能; 能力	彼は幼い頃から音楽の才能を示していました。	재능; 능력	그는 어릴 때부터 음악적 재능을 보였습니다.	tài năng; năng lực	Từ nhỏ anh ấy đã bộc lộ tài năng âm nhạc.	พรสวรรค์; ความสามารถ	เขาแสดงพรสวรรค์ด้านดนตรีตั้งแต่เด็ก.	bakat; kebolehan	Sejak kecil dia menunjukkan bakat muzik.	bakat; kemampuan	Sejak kecil ia menunjukkan bakat musik.
2087:彩色	彩色	彩色	カラー; 色とりどり	子どもたちは色とりどりの地図を描きました。	색깔 있는; 컬러	아이들은 색깔 있는 지도를 그렸습니다.	màu sắc; nhiều màu	Bọn trẻ vẽ một bản đồ đầy màu sắc.	มีสี; หลายสี	เด็ก ๆ วาดแผนที่สีสันสดใสหนึ่งแผ่น.	berwarna; warna-warni	Kanak-kanak melukis peta berwarna-warni.	berwarna; warna-warni	Anak-anak menggambar peta berwarna.
2088:采用	采用	采用	採用する; 用いる	会社は新しい管理方法を採用することにしました。	채택하다; 사용하다	회사는 새로운 관리 방법을 채택하기로 결정했습니다.	áp dụng; sử dụng	Công ty quyết định áp dụng phương pháp quản lý mới.	ใช้; นำมาใช้	บริษัทตัดสินใจนำวิธีบริหารแบบใหม่มาใช้.	mengguna pakai; menggunakan	Syarikat memutuskan untuk menggunakan kaedah pengurusan baharu.	mengadopsi; menggunakan	Perusahaan memutuskan untuk menggunakan metode manajemen baru.
2090:餐饮	餐饮	餐饮	飲食サービス; フードサービス	このショッピングモールの飲食エリアは五階にあります。	외식업; 음식 서비스	이 쇼핑몰의 음식 구역은 5층에 있습니다.	dịch vụ ăn uống; khu ăn uống	Khu ăn uống của trung tâm thương mại này ở tầng năm.	บริการอาหารและเครื่องดื่ม; โซนอาหาร	โซนอาหารของห้างนี้อยู่ชั้นห้า.	perkhidmatan makanan dan minuman; kawasan makan	Kawasan makanan dan minuman di pusat beli-belah ini berada di tingkat lima.	layanan makanan dan minuman; area makan	Area makanan dan minuman di pusat perbelanjaan ini berada di lantai lima.
2092:藏	藏	藏	隠す; 保管する	彼女は贈り物を戸棚の中に隠しました。	숨기다; 보관하다	그녀는 선물을 장롱 안에 숨겼습니다.	giấu; cất	Cô ấy giấu món quà trong tủ.	ซ่อน; เก็บไว้	เธอซ่อนของขวัญไว้ในตู้.	menyembunyikan; menyimpan	Dia menyembunyikan hadiah di dalam kabinet.	menyembunyikan; menyimpan	Dia menyembunyikan hadiah di dalam lemari.
2095:测	测	测	測る; テストする	先生は私たちに水温を測らせました。	재다; 측정하다	선생님은 우리에게 물의 온도를 재 보라고 하셨습니다.	đo; kiểm tra	Giáo viên bảo chúng tôi đo nhiệt độ nước.	วัด; ทดสอบ	ครูให้พวกเราวัดอุณหภูมิน้ำ.	mengukur; menguji	Guru menyuruh kami mengukur suhu air.	mengukur; menguji	Guru meminta kami mengukur suhu air.
2096:测试	测试	测试	テストする; 試験する	新しいソフトは明日からテストを始めます。	테스트하다; 시험하다	새 소프트웨어는 내일부터 테스트를 시작합니다.	kiểm thử; kiểm tra	Phần mềm mới sẽ bắt đầu được kiểm thử vào ngày mai.	ทดสอบ	ซอฟต์แวร์ใหม่จะเริ่มทดสอบพรุ่งนี้.	menguji; ujian	Perisian baharu akan mula diuji esok.	menguji; tes	Perangkat lunak baru mulai diuji besok.
2097:曾	曾	曾	かつて; 以前	彼はかつて北京で三年間働いたことがあります。	일찍이; 예전에	그는 예전에 베이징에서 3년 동안 일한 적이 있습니다.	từng; trước đây	Anh ấy từng làm việc ở Bắc Kinh ba năm.	เคย; เมื่อก่อน	เขาเคยทำงานที่ปักกิ่งสามปี.	pernah; dahulu	Dia pernah bekerja di Beijing selama tiga tahun.	pernah; dahulu	Ia pernah bekerja di Beijing selama tiga tahun.
2104:产	产	产	産出する; 生む	この果樹園は主にリンゴを産出します。	생산하다; 낳다	이 과수원은 주로 사과를 생산합니다.	sản xuất; sinh ra	Vườn cây này chủ yếu sản xuất táo.	ผลิต; ให้กำเนิด	สวนผลไม้แปลงนี้ผลิตแอปเปิลเป็นหลัก.	menghasilkan; melahirkan	Kebun buah ini terutamanya menghasilkan epal.	menghasilkan; melahirkan	Kebun buah ini terutama menghasilkan apel.
2105:产量	产量	产量	生産量; 収穫量	今年の穀物の生産量は増えました。	생산량; 수확량	올해 곡물 생산량이 늘었습니다.	sản lượng	Sản lượng lương thực năm nay đã tăng.	ผลผลิต; ปริมาณการผลิต	ผลผลิตธัญพืชปีนี้เพิ่มขึ้น.	hasil pengeluaran; hasil tuaian	Hasil bijirin tahun ini meningkat.	hasil produksi; hasil panen	Hasil produksi pangan tahun ini meningkat.
2108:长处	长处	长处	長所; 強み	忍耐強さは彼の長所です。	장점; 강점	인내심은 그의 장점입니다.	điểm mạnh; sở trường	Kiên nhẫn là điểm mạnh của anh ấy.	จุดเด่น; ข้อดี	ความอดทนเป็นจุดเด่นของเขา.	kelebihan; kekuatan	Kesabaran ialah kelebihannya.	kelebihan; kekuatan	Kesabaran adalah kelebihannya.
2109:长度	长度	长度	長さ	このロープの長さはちょうどよいです。	길이	이 밧줄의 길이는 딱 알맞습니다.	độ dài	Độ dài của sợi dây này vừa đúng.	ความยาว	ความยาวของเชือกเส้นนี้พอดีมาก.	panjang	Panjang tali ini tepat sekali.	panjang	Panjang tali ini pas sekali.
2110:长久	长久	长久	長続きする; 長い	本当の友情は長く続くものです。	오래가다; 장기적이다	진정한 우정은 오래갈 수 있습니다.	lâu dài; bền lâu	Tình bạn chân thật có thể bền lâu.	ยาวนาน; คงทน	มิตรภาพที่แท้จริงสามารถยาวนานได้.	berpanjangan; tahan lama	Persahabatan sejati boleh bertahan lama.	bertahan lama; jangka panjang	Persahabatan sejati dapat bertahan lama.
2111:长期	长期	长期	長期の; 長期間	長期的な運動は体に良いです。	장기적; 장기간	장기적인 운동은 몸에 좋습니다.	lâu dài; dài hạn	Tập thể dục lâu dài tốt cho cơ thể.	ระยะยาว; เป็นเวลานาน	การออกกำลังกายระยะยาวดีต่อร่างกาย.	jangka panjang; lama	Senaman jangka panjang baik untuk tubuh.	jangka panjang; lama	Olahraga jangka panjang baik untuk tubuh.
2115:长远	长远	长远	長期的な; 遠い将来の	決定をする時は長期的な影響を考えなければなりません。	장기적인; 먼 미래의	결정을 내릴 때는 장기적인 영향을 고려해야 합니다.	lâu dài; xa hơn	Khi đưa ra quyết định, cần cân nhắc ảnh hưởng lâu dài.	ระยะยาว; ไกล	การตัดสินใจต้องคำนึงถึงผลกระทบระยะยาว.	jangka panjang; jauh	Apabila membuat keputusan, pertimbangkan kesan jangka panjang.	jangka panjang; jauh	Saat membuat keputusan, pertimbangkan dampak jangka panjang.
2117:超	超	超	超える; 上回る	今月の出費は予算を超えました。	초과하다; 넘다	이번 달 지출이 예산을 초과했습니다.	vượt; vượt quá	Chi tiêu tháng này đã vượt ngân sách.	เกิน; เหนือกว่า	ค่าใช้จ่ายเดือนนี้เกินงบประมาณ.	melebihi; melampaui	Perbelanjaan bulan ini melebihi bajet.	melebihi; melampaui	Pengeluaran bulan ini melebihi anggaran.
2118:超出	超出	超出	超過する; 上回る	実際の費用は私たちの計画を超えました。	초과하다; 벗어나다	실제 비용이 우리의 계획을 초과했습니다.	vượt quá; vượt ra ngoài	Chi phí thực tế đã vượt quá kế hoạch của chúng tôi.	เกิน; เกินกว่า	ค่าใช้จ่ายจริงเกินแผนของพวกเรา.	melebihi; melampaui	Kos sebenar melebihi rancangan kami.	melebihi; melampaui	Biaya sebenarnya melebihi rencana kami.
2120:超速	超速	超速	スピード違反をする	この車はスピード違反で罰金を科されました。	과속하다	이 차는 과속 때문에 벌금을 물었습니다.	chạy quá tốc độ	Chiếc xe này bị phạt vì chạy quá tốc độ.	ขับรถเร็วเกินกำหนด	รถคันนี้ถูกปรับเพราะขับเร็วเกินกำหนด.	memandu laju; melebihi had laju	Kereta ini didenda kerana memandu laju.	ngebut; melampaui batas kecepatan	Mobil ini didenda karena ngebut.
2124:车祸	车祸	车祸	交通事故	その交通事故では重傷者は出ませんでした。	교통사고	그 교통사고는 중상을 일으키지 않았습니다.	tai nạn giao thông	Vụ tai nạn giao thông đó không gây thương tích nặng.	อุบัติเหตุทางรถยนต์; อุบัติเหตุจราจร	อุบัติเหตุครั้งนั้นไม่มีผู้บาดเจ็บสาหัส.	kemalangan jalan raya	Kemalangan jalan raya itu tidak menyebabkan kecederaan serius.	kecelakaan lalu lintas	Kecelakaan lalu lintas itu tidak menyebabkan luka berat.
2126:车辆	车辆	车辆	車両	団地の入口では外部の車両の進入が禁止されています。	차량	아파트 단지 입구에는 외부 차량 진입이 금지되어 있습니다.	xe cộ; phương tiện	Cổng khu dân cư cấm xe bên ngoài đi vào.	ยานพาหนะ; รถ	ประตูชุมชนห้ามรถจากภายนอกเข้า.	kenderaan	Kenderaan luar dilarang masuk di pintu kawasan perumahan.	kendaraan	Kendaraan luar dilarang masuk di gerbang kompleks.
2128:车主	车主	车主	車の所有者; 車主	車の所有者はすでに保険会社に連絡しました。	차주; 차량 소유자	차주는 이미 보험회사에 연락했습니다.	chủ xe	Chủ xe đã liên hệ với công ty bảo hiểm.	เจ้าของรถ	เจ้าของรถติดต่อบริษัทประกันแล้ว.	pemilik kereta	Pemilik kereta sudah menghubungi syarikat insurans.	pemilik mobil	Pemilik mobil sudah menghubungi perusahaan asuransi.
2130:沉	沉	沉	沈む; 重い	石は水に落ちて、すぐに沈みました。	가라앉다; 무겁다	돌이 물에 떨어져 곧 가라앉았습니다.	chìm; nặng	Hòn đá rơi xuống nước và nhanh chóng chìm xuống.	จม; หนัก	ก้อนหินตกลงน้ำแล้วจมลงอย่างรวดเร็ว.	tenggelam; berat	Batu itu jatuh ke dalam air lalu cepat tenggelam.	tenggelam; berat	Batu itu jatuh ke air dan cepat tenggelam.
2134:称为	称为	称为	と呼ばれる	このお茶は地元で春茶と呼ばれています。	라고 불리다	이 차는 현지에서 봄차라고 불립니다.	được gọi là	Loại trà này ở địa phương được gọi là trà xuân.	เรียกว่า	ชาชนิดนี้ในท้องถิ่นเรียกว่าชาฤดูใบไม้ผลิ.	dipanggil; disebut	Teh jenis ini dipanggil teh musim bunga di tempatan.	disebut; dinamakan	Jenis teh ini secara lokal disebut teh musim semi.
2143:成年1	成年1	成年	成人する	彼は今年成人したばかりで、一人で手続きをすることができます。	성인이 되다	그는 올해 막 성인이 되어 혼자서 절차를 처리할 수 있습니다.	trưởng thành; thành niên	Năm nay anh ấy vừa thành niên nên có thể tự làm thủ tục.	บรรลุนิติภาวะ; โตเป็นผู้ใหญ่	ปีนี้เขาเพิ่งบรรลุนิติภาวะ จึงทำเรื่องเองได้.	menjadi dewasa; cukup umur	Dia baru mencapai umur dewasa tahun ini dan boleh mengurus prosedur sendiri.	menjadi dewasa; cukup umur	Tahun ini ia baru menjadi dewasa dan bisa mengurus prosedur sendiri.
2144:城区	城区	城区	市街地; 都市区	古い市街地の道は比較的狭いです。	도심 지역; 도시 구역	오래된 도심 지역의 길은 비교적 좁습니다.	khu đô thị; nội thành	Đường phố ở khu đô thị cũ khá hẹp.	เขตเมือง; ย่านในเมือง	ถนนในเขตเมืองเก่าค่อนข้างแคบ.	kawasan bandar	Jalan di kawasan bandar lama agak sempit.	kawasan kota; distrik perkotaan	Jalan di kawasan kota lama relatif sempit.
2149:乘务员	乘务员	乘务员	乗務員; 客室乗務員	乗務員は皆にシートベルトを締めるよう注意しました。	승무원	승무원이 모두에게 안전벨트를 매라고 안내했습니다.	nhân viên phục vụ trên xe; tiếp viên	Tiếp viên nhắc mọi người thắt dây an toàn.	พนักงานบริการบนยานพาหนะ; ลูกเรือ	พนักงานเตือนทุกคนให้คาดเข็มขัดนิรภัย.	kru; petugas perkhidmatan	Petugas mengingatkan semua orang supaya memakai tali pinggang keledar.	awak; petugas	Petugas mengingatkan semua orang untuk memakai sabuk pengaman.
2153:橙子	橙子	橙子	オレンジ	このオレンジは甘くて、果汁も多いです。	오렌지	이 오렌지는 달고 즙도 많습니다.	quả cam	Quả cam này rất ngọt và nhiều nước.	ส้ม	ส้มลูกนี้หวานและฉ่ำมาก.	oren	Buah oren ini manis dan banyak jusnya.	jeruk; jeruk manis	Jeruk ini manis dan banyak airnya.
2154:池	池	池	池; プール	庭には小さな池があります。	연못; 못	마당에 작은 연못이 하나 있습니다.	ao; hồ nhỏ	Trong sân có một cái ao nhỏ.	บ่อน้ำ; สระ	ในลานมีบ่อน้ำเล็ก ๆ หนึ่งบ่อ.	kolam	Di halaman ada sebuah kolam kecil.	kolam	Di halaman ada sebuah kolam kecil.
2159:充电	充电	充电	充電する	携帯電話の電池がもうすぐなくなるので、充電が必要です。	충전하다	휴대폰 배터리가 거의 없어 충전해야 합니다.	sạc điện	Điện thoại sắp hết pin nên cần sạc.	ชาร์จไฟ	โทรศัพท์ใกล้หมดแบตแล้ว ต้องชาร์จไฟ.	mengecas	Telefon hampir kehabisan bateri dan perlu dicas.	mengisi daya	Ponsel hampir kehabisan baterai dan perlu diisi daya.
2162:充值	充值	充值	チャージする; 入金する	私はバスカードに百元チャージしました。	충전하다; 충전금을 넣다	저는 버스 카드에 100위안을 충전했습니다.	nạp tiền; nạp thẻ	Tôi nạp một trăm nhân dân tệ vào thẻ xe buýt.	เติมเงิน	ฉันเติมเงินบัตรรถโดยสารหนึ่งร้อยหยวน.	menambah nilai; mengecas semula	Saya menambah nilai kad bas sebanyak seratus yuan.	mengisi ulang; top up	Saya mengisi ulang kartu bus seratus yuan.
2165:虫子	虫子	虫子	虫; 小さな虫	植木鉢の中に小さな虫が数匹います。	벌레	화분 안에 작은 벌레 몇 마리가 있습니다.	con sâu; côn trùng	Trong chậu hoa có vài con sâu nhỏ.	แมลง; หนอนตัวเล็ก	ในกระถางดอกไม้มีแมลงเล็ก ๆ หลายตัว.	serangga; ulat kecil	Di dalam pasu bunga ada beberapa serangga kecil.	serangga; kutu kecil	Di pot bunga ada beberapa serangga kecil.
2167:抽	抽	抽	引き出す; 吸う	彼は箱から紙を一枚引き出しました。	뽑다; 피우다	그는 상자에서 종이 한 장을 뽑았습니다.	rút ra; hút	Anh ấy rút một tờ giấy từ trong hộp ra.	ดึงออก; สูบ	เขาดึงกระดาษหนึ่งแผ่นออกจากกล่อง.	menarik keluar; menghisap	Dia menarik sehelai kertas dari kotak.	menarik keluar; mengisap	Ia menarik selembar kertas dari kotak.
2170:初	初	初	初め; 初旬	会議は来月初めに開かれる予定です。	초; 초순	회의는 다음 달 초에 열릴 예정입니다.	đầu; lúc đầu	Cuộc họp được ấn định tổ chức vào đầu tháng sau.	ต้น; ช่วงต้น	การประชุมกำหนดจัดขึ้นต้นเดือนหน้า.	awal; permulaan	Mesyuarat dijadualkan diadakan pada awal bulan depan.	awal; permulaan	Rapat dijadwalkan diadakan pada awal bulan depan.
2173:初期	初期	初期	初期; 初めの段階	プロジェクトの初期にはもっと多くの資金が必要です。	초기; 초반	프로젝트 초기에는 더 많은 자금이 필요합니다.	giai đoạn đầu; ban đầu	Giai đoạn đầu của dự án cần thêm vốn.	ระยะแรก; ช่วงต้น	ระยะแรกของโครงการต้องการเงินทุนมากขึ้น.	peringkat awal; awal	Projek ini memerlukan lebih banyak dana pada peringkat awal.	tahap awal; awal	Proyek ini membutuhkan lebih banyak dana pada tahap awal.
