source_headword	ML	example_ML
trainer	പരിശീലകൻ	എന്റെ പരിശീലകൻ സഹായകനാണ്.
training	പരിശീലനം	പരിശീലനം നാളെ തുടങ്ങും.
transport	ഗതാഗതം	പൊതു ഗതാഗതം വൈകി.
traveller	യാത്രക്കാരൻ	യാത്രക്കാരൻ സഹായം ചോദിച്ചു.
trouble	പ്രശ്നം	ഇന്നലെ ഞങ്ങൾക്ക് പ്രശ്നം ഉണ്ടായി.
truck	ട്രക്ക്	ട്രക്ക് പുറത്താണ്.
twin	ഇരട്ട	എന്റെ ഇരട്ട സഹോദരി ഉയരമുള്ളവളാണ്.
typical	സാധാരണ	ഇത് ഒരു സാധാരണ ദിവസമാണ്.
underground	ഭൂഗർഭ	ട്രെയിൻ ഭൂഗർഭമായി പോകുന്നു.
understanding	മനസ്സിലാക്കൽ	നിന്റെ മനസ്സിലാക്കൽ ശരിയാണ്.
unfortunately	ദുരഭാഗ്യവശാൽ	ദുരഭാഗ്യവശാൽ, കട അടഞ്ഞിരിക്കുന്നു.
unhappy	അസന്തുഷ്ട	അവൻ അസന്തുഷ്ടനായി തോന്നുന്നു.
uniform	യൂണിഫോം	അവൾ സ്കൂൾ യൂണിഫോം ധരിക്കുന്നു.
unit	ഘടകം	ഈ ഘടകം ചെറുതാണ്.
united	ഐക്യമായ	ടീം ഐക്യമായി നിന്നു.
unusual	അസാധാരണ	ആ ശബ്ദം അസാധാരണമാണ്.
used to modal	മുമ്പ് ചെയ്യാറുണ്ടായിരുന്ന	ഞങ്ങൾ മുമ്പ് ഇവിടെ താമസിക്കാറുണ്ടായിരുന്നു.
user	ഉപയോക്താവ്	ഓരോ ഉപയോക്താവിനും ഒരു നമ്പർ ഉണ്ട്.
usual	സാധാരണ	ഞാൻ എന്റെ സാധാരണ സീറ്റ് എടുത്തു.
valley	താഴ്വര	താഴ്വര പച്ചയാണ്.
van	വാൻ	വാൻ നിറഞ്ഞിരിക്കുന്നു.
variety	വൈവിധ്യം	നമുക്ക് കൂടുതൽ വൈവിധ്യം വേണം.
vehicle	വാഹനം	ഈ വാഹനം പതുക്കെയാണ്.
view	കാഴ്ച	കാഴ്ച മനോഹരമാണ്.
virus	വൈറസ്	വൈറസ് അവനെ അസുഖപ്പെടുത്തി.
voice	ശബ്ദം	അവളുടെ ശബ്ദം മൃദുവാണ്.
war	യുദ്ധം	യുദ്ധം വർഷങ്ങൾക്കുമുമ്പ് അവസാനിച്ചു.
washing	അലക്കിയ വസ്ത്രങ്ങൾ	അലക്കിയ വസ്ത്രങ്ങൾ പുറത്താണ്.
wave	തിര	ഒരു തിര ബോട്ടിൽ തട്ടി.
weak	ദുർബല	എന്റെ കാലുകൾ ദുർബലമായി തോന്നുന്നു.
web	വെബ്	വെബ് പേജ് തുറന്നിരിക്കുന്നു.
wedding	വിവാഹം	വിവാഹം ഉടൻ തുടങ്ങും.
weight	ഭാരം	ആദ്യം ഭാരം പരിശോധിക്കൂ.
wet	നനഞ്ഞ	എന്റെ ചെരുപ്പുകൾ നനഞ്ഞിരിക്കുന്നു.
wheel	ചക്രം	ചക്രം തകർന്നിരിക്കുന്നു.
while	അൽപ്പസമയം	അൽപ്പസമയം ഇവിടെ കാത്തിരിക്കൂ.
whole	മുഴുവൻ	ഞാൻ മുഴുവൻ ആപ്പിൾ തിന്നു.
whose	ആരുടേത്	ഈ ഫോൺ ആരുടേത്?
wide	വിശാലമായ	റോഡ് വിശാലമാണ്.
wild	കാട്ടു	കാട്ടുമൃഗങ്ങൾ ഇവിടെ ജീവിക്കുന്നു.
wind1	കാറ്റ്	കാറ്റ് ശക്തമാണ്.
winner	വിജയി	വിജയി പുഞ്ചിരിച്ചു.
wish	ആഗ്രഹം	ഒരു ആഗ്രഹം ചെയ്യൂ.
wood	മരം	കസേര മരം കൊണ്ട് ഉണ്ടാക്കിയതാണ്.
wooden	മരത്തിന്റെ	മരപ്പെട്ടി ഭാരമുള്ളതാണ്.
working	ജോലിയുടെ	ജോലിദിവസം അവസാനിച്ചു.
worried	ചിന്തിത	ഞാൻ ഇന്ന് ചിന്തിതനാണ്.
worry	ചിന്തിക്കുക	ഇപ്പോൾ ചിന്തിക്കരുത്.
worse	കൂടുതൽ മോശം	ഈ വേദന കൂടുതൽ മോശമായി.
worst	ഏറ്റവും മോശം	അത് ഏറ്റവും മോശം ദിവസമായിരുന്നു.
wow	വാവ്	വാവ്, അത് അത്ഭുതകരമാണ്!
yet	ഇനിയും	നാം ഇനിയും അവിടെ എത്തിയോ?
yours	നിനക്കുള്ളത്	ഈ പുസ്തകം നിനക്കുള്ളതാണ്.
zero	പൂജ്യം	പൂജ്യം വരെ എണ്ണൂ.
